MaxNormIw,AvgEpLen,ESSClassic,eRenyi2,AvgNormIw,VarVanillaIw,MaxVanillaIw,Bound,J,AvgVanillaIw,MinVanillaIw,VanillaAvgRet,VarRet,VarDiscRet,VarNormIw,BatchSize,AvgDiscRet,ESSRenyi,MinNormIw,VarJ,AvgRet
0.95368195,11.15,1.0988951027836704,22.47514,0.010000002,28.512516,53.40925,1078.6696,1852.593,0.56003207,,101.43645349070567,40402.696109928234,40402.696109928234,0.00909096,100,101.43645349070567,4.449360569055945,,921.6868,101.43645349070567
0.7120636,13.19,1.9323008251561316,20.381575,0.01,76.188644,86.80722,229.51556,446.01874,1.2190937,7.057338e-36,121.82708976952716,16424.585406461178,16424.585406461178,0.005126443,100,121.82708976952716,4.9063922592708185,5.7890044e-38,573.5723,121.82708976952716
0.9399255,34.59,1.1314194845631758,21.75548,0.01,23.027546,48.008423,686.1025,1161.0377,0.5107684,,335.7465124428802,43775.127151081455,43775.127151081455,0.008826725,100,335.7465124428802,4.596543071506155,,484.5029,335.7465124428802
0.7781796,39.86,1.6412844786831213,20.926855,0.01,291.8145,170.85843,747.03827,1355.2141,2.195617,1.4282546e-22,388.4450027818646,64968.04920162692,64968.04920162692,0.0060533225,100,388.4450027818646,4.778548882903186,6.5050264e-25,1805.1309,388.4450027818646
0.45069966,38.62,3.7100660808701917,13.508378,0.01,90.985016,83.963425,465.20844,759.0159,1.8629574,4.5763315e-21,376.03116527234016,37473.453807435166,37473.453807435166,0.002621585,100,376.03116527234016,7.402813260502743,2.4564876e-23,783.9664,376.03116527234016
0.86946493,55.6,1.318997063360493,35.398342,0.01,65.699844,81.069405,1930.0051,4433.681,0.9324057,,545.891175962499,271715.1679551421,271715.1679551421,0.0075570904,100,545.891175962499,2.8249910582110194,,5239.9023,545.891175962499
0.86082155,57.82,1.3442175836575005,22.126015,0.010000002,85.701,92.55441,734.2064,1351.6764,1.075187,2.0671784e-38,567.9761933696685,101057.68396346828,101057.68396346828,0.007413406,100,567.9761933696685,4.519566732331047,1.92262e-40,1185.841,567.9761933696685
0.85641646,59.2,1.3573241382703403,47.10056,0.010000002,61.66511,78.49315,1466.6855,4354.702,0.91653013,,582.004020981195,467562.703693001,467562.703693001,0.007340847,100,582.004020981195,2.123117042026531,,5969.4585,582.004020981195
0.33584473,49.66,6.8258269975368036,4.380199,0.009999998,28.647913,48.40971,470.53653,706.52783,1.4414313,0.001315691,486.40165067059536,78666.66146407658,78666.66146407658,0.0013788121,100,486.40165067059536,22.830013206047546,9.127671e-06,791.6079,486.40165067059536
0.65994763,54.24,2.2148353969531502,16.934649,0.01,50.14717,69.981705,593.2422,1067.6498,1.060413,4.105211e-17,532.1973390973477,90900.92828914296,90900.92828914296,0.004459604,100,532.1973390973477,5.905053176541929,3.8713322e-19,1141.934,532.1973390973477
0.029512163,54.78,69.86770087874933,1.4159046,0.01,0.48559824,3.1158702,446.83987,588.0283,1.0557919,0.006724409,537.5957437165696,109686.97567780071,109686.97567780071,4.3563276e-05,100,537.5957437165696,70.6262251663212,6.369067e-05,449.65997,537.5957437165696
0.5104116,53.07,2.180189179201584,12.804234,0.01,3.9351974,15.040252,826.9125,1197.2609,0.29466906,,520.5007287716952,89823.80193196084,89823.80193196084,0.0045320783,100,520.5007287716952,7.809916899867215,,229.28607,520.5007287716952
0.5270209,55.07,3.509867545551596,7.6841297,0.01,117.581604,108.44737,559.8411,923.74585,2.0577433,8.069362e-10,540.4949852874053,111425.4942804743,111425.4942804743,0.0027768796,100,540.4949852874053,13.013835490730626,3.9214617e-12,1558.3252,540.4949852874053
0.29763657,57.74,8.63104037688343,5.7988005,0.010000002,20.61283,41.324245,586.7497,965.69006,1.388413,2.6560821e-08,567.1836542660552,139555.70946539243,139555.70946539243,0.001069302,100,567.1836542660552,17.244945837361932,1.9130347e-10,2042.4363,567.1836542660552
0.24399364,57.63,12.181206557519946,3.0257237,0.01,9.132895,27.32447,514.78784,741.6755,1.1198846,0.0027422989,566.0949973697954,92920.21205871573,92920.21205871573,0.00072821893,100,566.0949973697954,33.04994442826913,2.4487335e-05,536.9653,566.0949973697954
0.33575392,53.2,4.274593670397187,20.452469,0.01,64.675735,56.773174,576.3363,1120.52,1.6909162,,521.8093321241503,100348.63287667165,100348.63287667165,0.0022620242,100,521.8093321241503,4.889385268130588,,1069.401,521.8093321241503
0.031658,52.89,84.61614924814253,1.1402196,0.010000002,0.19753087,3.283317,114.97507,564.3211,1.0371208,0.24543628,518.8041709379644,290894.4896558403,290894.4896558403,1.8364382e-05,100,518.8041709379644,87.70240636162283,0.0023665158,774.76483,518.8041709379644
0.44673917,54.82,3.0054801717074415,21.71051,0.01,14.793243,30.094463,588.37524,1168.5945,0.6736473,3.2076386e-30,537.9943565893751,100059.63407941232,100059.63407941232,0.003259854,100,537.9943565893751,4.606064013719234,4.7615994e-32,1079.82,537.9943565893751
0.48055387,52.14,2.696034268509499,14.667622,0.01,23.92003,38.92584,639.4487,1113.192,0.81002027,4.711377e-30,511.198821767724,105158.41154617134,105158.41154617134,0.0036456075,100,511.198821767724,6.817737915630805,5.816369e-32,686.10065,511.198821767724
0.19347481,51.5,13.973219078440662,4.728007,0.009999999,3.902518,15.326601,409.65594,779.2566,0.79217553,2.5455638e-09,504.8048681992168,98685.22956211073,98685.22956211073,0.00062187354,100,504.8048681992168,21.15056161916237,3.2133834e-11,1097.9819,504.8048681992168
0.028575324,56.7,87.11650397131888,1.134584,0.010000003,0.14691241,2.833817,442.32355,573.18524,0.99170077,0.23289087,556.7927940939495,94495.89629054345,94495.89629054345,1.4938164e-05,100,556.7927940939495,88.13803508875155,0.0023483988,338.3903,556.7927940939495
0.037213698,52.93,60.053133161370724,1.5656129,0.01,0.790032,4.0352383,442.4396,614.06335,1.0843422,0.023728728,519.102961559326,111159.5846043701,111159.5846043701,6.719115e-05,100,519.102961559326,63.872748635473776,0.00021883062,509.85815,519.102961559326
0.022505939,53.9,87.91885531643614,1.1201023,0.01,0.15336254,2.365709,416.19397,547.11505,1.0511489,0.12726772,528.7935719521034,86928.89701241709,86928.89701241709,1.3880043e-05,100,528.7935719521034,89.27756082604068,0.0012107488,330.47144,528.7935719521034
0.01,52.11,100.0,1.0,0.009999998,,1.0,368.69666,510.89658,1.0,1.0,510.896551639215,112059.58269386894,112059.58269386894,3.5044917e-18,100,510.896551639215,100.0,0.01,333.07504,510.896551639215
0.01,58.66,100.0,1.0,0.009999998,,1.0,432.50174,576.3887,1.0,1.0,576.3886289237779,129041.3028500323,129041.3028500323,3.5044917e-18,100,576.3886289237779,100.0,0.01,357.42258,576.3886289237779
