ESSClassic,AvgDiscRet,AvgNormIw,BatchSize,MaxNormIw,VarDiscRet,MinVanillaIw,VarNormIw,AvgVanillaIw,MaxVanillaIw,EpsThisIter,MinNormIw,AvgEpLen,VanillaAvgRet,VarVanillaIw,VarRet,J,VarJ,Bound,eRenyi2,ESSRenyi,IterType,Delta,AvgRet
65.3381170317,-491.056402023,0.01,100,0.0640896,1231.47699152,0.104106,5.35859e-05,0.995395,6.37945,100,0.00104588,500.0,-491.056402023,0.530935,1231.47699152,-483.038,52.21,-525.26,1.27024,78.7251799741,1,0.7,-491.056402023
83.4467431579,-494.741692363,0.01,100,0.0221144,1840.36598025,0.0926465,2.00373e-05,1.04075,2.30155,100,0.000890192,500.0,-494.741692363,0.217035,1840.36598025,-487.985,39.4785,-535.219,1.18633,84.2937498625,1,0.7,-494.741692363
61.4662390533,-502.026718999,0.01,100,0.0375184,1891.42969223,0.0521981,6.33241e-05,1.00416,3.76743,100,0.00051982,500.0,-502.026718999,0.638517,1891.42969223,-485.032,50.8866,-534.326,1.47545,67.7758707433,1,0.7,-502.026718999
10.2266248541,-491.829789152,0.01,100,0.300335,1640.53047071,0.066772,0.000886707,1.04021,31.241,100,0.00064191,500.0,-491.829789152,9.59444,1640.53047071,-462.961,214.707,-521.776,2.2901,43.6662181331,1,0.7,-491.829789152
93.3965094772,-490.488760842,0.01,100,0.0159949,1416.26527817,0.398041,7.14182e-06,1.03591,1.65692,100,0.00384243,500.0,-490.488760842,0.0766394,1416.26527817,-487.625,39.731,-527.884,1.07846,92.7246184478,1,0.7,-490.488760842
89.7932967421,-490.576323363,0.01,100,0.0198678,2171.00620232,0.307444,1.14817e-05,1.00803,2.00274,100,0.00304993,500.0,-490.576323363,0.11667,2171.00620232,-487.183,45.6808,-530.626,1.08666,92.0254655544,1,0.7,-490.576323363
77.0846748939,-486.68809502,0.01,100,0.0480546,2172.60683754,0.203479,3.00278e-05,1.00884,4.84794,100,0.00201696,500.0,-486.68809502,0.30561,2172.60683754,-479.477,46.6411,-526.771,1.19003,84.0315301756,1,0.7,-486.68809502
85.4308387703,-496.097733467,0.01,100,0.0239996,2323.84416164,0.297748,1.7226e-05,0.956351,2.29521,100,0.00311338,500.0,-496.097733467,0.15755,2323.84416164,-490.392,55.4723,-540.388,1.15751,86.3926593395,1,0.7,-496.097733467
12.099678033,-492.812497569,0.01,100,0.271955,2208.51335557,0.131602,0.000733806,1.24529,33.8663,100,0.0010568,500.0,-492.812497569,11.3795,2208.51335557,-469.176,136.547,-528.783,1.91456,52.2311930744,1,0.7,-492.812497569
80.3003016717,-489.667051676,0.01,100,0.0228642,2804.82633332,0.0745153,2.47803e-05,1.00794,2.30458,100,0.000739283,500.0,-489.667051676,0.251754,2804.82633332,-480.478,47.5204,-532.906,1.21198,82.5098568428,1,0.7,-489.667051676
90.9952276881,-491.168469391,0.01,100,0.0192632,2221.21630671,0.275605,9.99583e-06,1.06208,2.04591,100,0.00259495,500.0,-491.168469391,0.112755,2221.21630671,-487.417,47.5591,-534.024,1.0908,91.6760106471,1,0.7,-491.168469391
76.194417939,-487.30867594,0.01,100,0.0358201,2677.4859369,0.169092,3.15588e-05,0.991254,3.55068,100,0.00170584,500.0,-487.30867594,0.310092,2677.4859369,-478.265,64.0586,-524.707,1.24168,80.5362550091,1,0.7,-487.30867594
92.4976445139,-490.691231241,0.01,100,0.0177731,2389.86672879,0.283379,8.19282e-06,0.961565,1.709,100,0.00294706,500.0,-490.691231241,0.0757514,2389.86672879,-486.514,43.3671,-537.135,1.07451,93.0656576779,1,0.7,-490.691231241
83.5064200897,-486.646645476,0.01,100,0.019431,2420.42964546,0.105615,1.99508e-05,0.977413,1.89921,100,0.00108056,500.0,-486.646645476,0.190597,2420.42964546,-479.846,51.2011,-524.324,1.16844,85.5839456645,1,0.7,-486.646645476
91.8481868295,-485.316187902,0.01,100,0.0253625,1216.93113607,0.246012,8.96494e-06,0.987413,2.50433,100,0.00249148,500.0,-485.316187902,0.0874067,1216.93113607,-482.635,33.7691,-522.426,1.07006,93.4525565465,1,0.7,-485.316187902
14.7427318422,-483.88678777,0.01,100,0.246315,1577.47067534,0.235553,0.000584142,1.29307,31.8501,100,0.00182166,500.0,-483.88678777,9.76697,1577.47067534,-474.173,38.6634,-517.734,1.25542,79.6548766749,1,0.7,-483.88678777
91.8625394422,-492.594311136,0.01,100,0.0191672,2182.69096644,0.453281,8.94776e-06,1.02411,1.96294,100,0.00442608,500.0,-492.594311136,0.0938449,2182.69096644,-488.709,45.5291,-535.178,1.09744,91.1215106565,1,0.7,-492.594311136
92.3093032729,-489.929430955,0.01,100,0.0196296,2225.4538321,0.432853,8.41561e-06,1.00009,1.96314,100,0.00432814,500.0,-489.929430955,0.0841713,2225.4538321,-485.02,42.7451,-532.726,1.10516,90.4843235514,1,0.7,-489.929430955
65.3365772182,-495.786120728,0.01,100,0.0462124,1569.50241977,0.101877,5.35895e-05,1.06678,4.92986,100,0.000954989,500.0,-495.786120728,0.609863,1569.50241977,-486.092,60.092,-533.209,1.29761,77.0649318698,1,0.7,-495.786120728
85.3147688661,-484.122160441,0.01,100,0.0305635,2159.72324119,0.148294,1.73868e-05,1.0491,3.20641,100,0.00141354,500.0,-484.122160441,0.191361,2159.72324119,-478.028,51.4456,-519.883,1.20628,82.8997880615,1,0.7,-484.122160441
92.662804935,-484.552015858,0.01,100,0.0198428,1817.25738531,0.264126,7.99815e-06,1.01523,2.01451,100,0.00260163,500.0,-484.552015858,0.0824368,1817.25738531,-480.513,40.7428,-523.707,1.08813,91.9004821029,1,0.7,-484.552015858
79.7361244113,-487.283290085,0.01,100,0.0284795,2022.93429817,0.250947,2.56704e-05,1.01222,2.88276,100,0.00247916,500.0,-487.283290085,0.263017,2022.93429817,-479.197,51.0689,-525.134,1.22744,81.4704723478,1,0.7,-487.283290085
73.4909417154,-490.513793182,0.01,100,0.0279236,1595.42732706,0.0771438,3.64355e-05,0.93972,2.62404,100,0.000820923,500.0,-490.513793182,0.321753,1595.42732706,-481.612,42.2104,-527.76,1.2709,78.6841969255,1,0.7,-490.513793182
14.7461366337,-492.673978661,0.01,100,0.244487,2959.52189253,0.24463,0.000583983,1.32832,32.4756,100,0.00184166,500.0,-492.673978661,10.304,2959.52189253,-472.182,138.323,-533.816,1.62971,61.3606251776,1,0.7,-492.673978661
77.6708199598,-489.125370575,0.01,100,0.0457752,2335.42229908,0.0250624,2.90389e-05,1.07221,4.90807,100,0.000233746,500.0,-489.125370575,0.333841,2335.42229908,-481.146,47.6748,-529.355,1.20468,83.0092532578,1,0.7,-489.125370575
77.2660258537,-488.963127954,0.01,100,0.0382948,2158.64210289,0.213342,2.97202e-05,1.04642,4.00726,100,0.00203877,500.0,-488.963127954,0.325437,2158.64210289,-482.305,53.973,-526.087,1.20393,83.061421291,1,0.7,-488.963127954
89.5675329645,-482.81234308,0.01,100,0.0223563,1242.13871331,0.119704,1.17653e-05,1.02696,2.2959,100,0.00116561,500.0,-482.81234308,0.124082,1242.13871331,-479.432,37.8387,-519.61,1.10104,90.8234965486,1,0.7,-482.81234308
68.5115714177,-487.813571123,0.01,100,0.0610424,1680.14537274,0.0610756,4.6425e-05,1.03259,6.3032,100,0.000591478,500.0,-487.813571123,0.495006,1680.14537274,-481.634,55.1884,-524.712,1.23898,80.7114640555,1,0.7,-487.813571123
95.767324562,-484.553359256,0.01,100,0.0150743,1182.8046878,0.104757,4.46438e-06,0.98251,1.48106,100,0.00106622,500.0,-484.553359256,0.0430958,1182.8046878,-483.27,35.7695,-522.125,1.03722,96.4115948032,1,0.7,-484.553359256
15.241397733,-483.173722751,0.01,100,0.241309,1737.78180851,0.13139,0.000561725,1.35853,32.7827,100,0.000967143,500.0,-483.173722751,10.3673,1737.78180851,-469.829,99.2513,-516.938,1.58525,63.0816981132,1,0.7,-483.173722751
93.9058244784,-482.402995156,0.01,100,0.0162519,1500.80968893,0.499992,6.55517e-06,1.02673,1.66864,100,0.00486974,500.0,-482.402995156,0.0691032,1500.80968893,-480.315,40.4081,-520.092,1.06148,94.2084002017,1,0.7,-482.402995156
80.6975773764,-488.014489845,0.01,100,0.0254203,1913.95212553,0.146121,2.41611e-05,1.02101,2.59544,100,0.00143114,500.0,-488.014489845,0.25187,1913.95212553,-479.972,46.3589,-523.798,1.22253,81.7973040439,1,0.7,-488.014489845
85.4049183008,-479.879802984,0.01,100,0.0273778,2138.27526147,0.253445,1.72619e-05,1.02383,2.80302,100,0.00247547,500.0,-479.879802984,0.180944,2138.27526147,-474.627,45.7507,-518.468,1.1274,88.6992939676,1,0.7,-479.879802984
76.3902807385,-490.339170648,0.01,100,0.0556873,2306.16368343,0.400745,3.12189e-05,0.980976,5.46279,100,0.00408517,500.0,-490.339170648,0.300424,2306.16368343,-483.549,68.1646,-527.952,1.19057,83.9937263597,1,0.7,-490.339170648
80.7947873627,-489.234298328,0.01,100,0.0358846,1902.52076994,0.0690296,2.40105e-05,1.0473,3.75821,100,0.000659117,500.0,-489.234298328,0.263358,1902.52076994,-480.985,53.9506,-524.64,1.2155,82.270799798,1,0.7,-489.234298328
63.5649637552,-492.549189408,0.01,100,0.0617722,1875.51338599,0.0937145,5.78984e-05,1.05563,6.52085,100,0.000887759,500.0,-492.549189408,0.645193,1875.51338599,-481.263,60.6133,-527.174,1.33647,74.8240762644,1,0.7,-492.549189408
70.5512207427,-480.273284976,0.01,100,0.0565342,1578.10938971,0.199687,4.21626e-05,1.01503,5.7384,100,0.0019673,500.0,-480.273284976,0.434396,1578.10938971,-471.296,66.5698,-519.04,1.28365,77.9030407751,1,0.7,-480.273284976
11.544827877,-488.762851513,0.01,100,0.278267,2038.37138685,0.131688,0.000773928,1.35888,37.8132,100,0.000969087,500.0,-488.762851513,14.2911,2038.37138685,-465.49,122.738,-525.314,1.7327,57.7134908992,1,0.7,-488.762851513
91.9461876952,-496.146102792,0.01,100,0.016325,1900.28339677,0.156972,8.84774e-06,0.971536,1.58603,100,0.00161571,500.0,-496.146102792,0.0835122,1900.28339677,-492.307,41.3407,-537.483,1.08122,92.4880004745,1,0.7,-496.146102792
26.0245201793,-479.537272937,0.01,100,0.17036,1846.11208297,0.0813386,0.000287124,1.2129,20.663,100,0.000670612,500.0,-479.537272937,4.22396,1846.11208297,-465.479,78.4997,-512.869,1.45838,68.5694200754,1,0.7,-479.537272937
83.7935826696,-485.504999599,0.01,100,0.0396111,1842.54925148,0.398315,1.95362e-05,1.02112,4.04476,100,0.00390078,500.0,-485.504999599,0.2037,1842.54925148,-481.941,46.3925,-524.347,1.1249,88.8966508272,1,0.7,-485.504999599
95.3805271298,-488.434549217,0.01,100,0.0174862,1695.41421313,0.5544,4.89215e-06,0.965325,1.68799,100,0.00574314,500.0,-488.434549217,0.0455876,1695.41421313,-486.024,42.5518,-526.414,1.06522,93.8774473318,1,0.7,-488.434549217
2.03726195103,-485.482497701,0.01,100,0.650315,2318.64335767,,0.00485712,1.25394,81.5459,100,,500.0,-485.482497701,76.3721,2318.64335767,-467.652,138.711,-507.054,1.0,99.9999165536,1,0.7,-485.482497701
85.1139443903,-490.386217245,0.01,100,0.0291948,1950.72558701,0.408511,1.76662e-05,1.02341,2.98784,100,0.00399165,500.0,-490.386217245,0.185032,1950.72558701,-484.159,50.1161,-526.284,1.16318,85.971402335,1,0.7,-490.386217245
90.5955744714,-491.405268261,0.01,100,0.0180626,1596.3737841,0.266368,1.04855e-05,1.00359,1.81275,100,0.00265414,500.0,-491.405268261,0.105611,1596.3737841,-487.649,41.0107,-527.94,1.1013,90.8014552725,1,0.7,-491.405268261
80.038187188,-483.423356134,0.01,100,0.0296681,2827.38283577,0.286064,2.51923e-05,0.949952,2.81833,100,0.00301135,500.0,-483.423356134,0.227338,2827.38283577,-475.472,55.5515,-524.729,1.21966,81.9903403457,1,0.7,-483.423356134
84.0264027432,-489.059268988,0.01,100,0.0214963,1850.63505783,0.0650448,1.92022e-05,0.958866,2.06121,100,0.000678351,500.0,-489.059268988,0.17655,1850.63505783,-482.71,48.2972,-524.793,1.17394,85.1831899889,1,0.7,-489.059268988
79.778882974,-479.754782116,0.01,100,0.0260937,2132.43327018,0.150768,2.56025e-05,1.07127,2.79533,100,0.00140738,500.0,-479.754782116,0.293818,2132.43327018,-472.099,48.0067,-515.534,1.20463,83.0132455312,1,0.7,-479.754782116
83.0526273033,-476.968329293,0.01,100,0.0341603,2062.3393683,0.502982,2.06117e-05,1.04463,3.56851,100,0.0048149,500.0,-476.968329293,0.224928,2062.3393683,-471.298,45.6391,-513.529,1.14552,87.2968645235,1,0.7,-476.968329293
76.846690587,-485.490220739,0.01,100,0.042287,1637.87873824,0.0907573,3.04335e-05,0.975491,4.12506,100,0.000930375,500.0,-485.490220739,0.2896,1637.87873824,-477.689,45.5571,-519.577,1.23631,80.886134597,1,0.7,-485.490220739
91.4044522402,-480.245014332,0.01,100,0.0216351,1752.5874255,0.319958,9.49888e-06,1.0018,2.1674,100,0.00319384,500.0,-480.245014332,0.0953304,1752.5874255,-477.198,43.9012,-517.184,1.0867,92.0218313321,1,0.7,-480.245014332
81.9416132614,-485.737487286,0.01,100,0.0232921,1465.17450062,0.12036,2.22607e-05,1.0619,2.47339,100,0.00113344,500.0,-485.737487286,0.251019,1465.17450062,-479.256,38.9301,-521.083,1.1944,83.723798162,1,0.7,-485.737487286
86.9296945535,-488.212995343,0.01,100,0.0182751,2413.92617523,0.232185,1.51874e-05,1.0408,1.90207,100,0.00223083,500.0,-488.212995343,0.164519,2413.92617523,-482.031,48.8521,-528.542,1.16589,85.7710182045,1,0.7,-488.212995343
85.1128038018,-483.03156774,0.01,100,0.0171216,2263.83348817,0.179305,1.76678e-05,1.0298,1.76319,100,0.00174116,500.0,-483.03156774,0.187366,2263.83348817,-476.721,46.2045,-521.54,1.15062,86.9098113941,1,0.7,-483.03156774
52.7351058148,-485.783159298,0.01,100,0.0825272,2197.26996849,0.173065,9.05323e-05,1.1749,9.6961,100,0.00147302,500.0,-485.783159298,1.24969,2197.26996849,-477.806,70.425,-526.213,1.27795,78.2505168982,1,0.7,-485.783159298
75.8875619485,-486.722634325,0.01,100,0.0481515,2737.04901672,0.214044,3.20948e-05,1.03363,4.97706,100,0.00207081,500.0,-486.722634325,0.342895,2737.04901672,-479.229,58.6736,-526.18,1.21917,82.0232018489,1,0.7,-486.722634325
90.3562682132,-487.202364564,0.01,100,0.0165441,2924.96914206,0.241717,1.07808e-05,1.00932,1.66983,100,0.00239486,500.0,-487.202364564,0.109827,2924.96914206,-480.317,44.7421,-532.856,1.12247,89.0891822369,1,0.7,-487.202364564
87.333166367,-485.349312374,0.01,100,0.0314999,2892.4673701,0.381051,1.46505e-05,1.03967,3.27494,100,0.00366513,500.0,-485.349312374,0.158359,2892.4673701,-479.826,54.158,-530.5,1.124,88.967824257,1,0.7,-485.349312374
60.5626073949,-485.19469581,0.01,100,0.0369865,1972.74009187,0.0356254,6.57762e-05,0.950927,3.51714,100,0.000374639,500.0,-485.19469581,0.594789,1972.74009187,-471.28,60.9696,-519.175,1.54938,64.5419083831,1,0.7,-485.19469581
87.1592704294,-482.89969748,0.01,100,0.0178169,2196.99046382,0.177319,1.48813e-05,0.948278,1.68954,100,0.0018699,500.0,-482.89969748,0.133817,2196.99046382,-477.491,48.4763,-523.899,1.13593,88.0332747537,1,0.7,-482.89969748
80.9384174096,-481.569797488,0.01,100,0.0370875,2612.03319045,0.217046,2.37886e-05,1.03535,3.83985,100,0.00209636,500.0,-481.569797488,0.255,2612.03319045,-474.534,52.7102,-519.712,1.17288,85.2604615887,1,0.7,-481.569797488
81.8794372853,-481.037074231,0.01,100,0.0247686,1749.08411575,0.154935,2.23543e-05,0.996485,2.46815,100,0.00155481,500.0,-481.037074231,0.221974,1749.08411575,-474.027,45.8698,-515.713,1.19825,83.455067956,1,0.7,-481.037074231
85.9561841766,-480.863849542,0.01,100,0.0185229,2236.05773637,0.0375502,1.65034e-05,0.968498,1.79394,100,0.000387716,500.0,-480.863849542,0.1548,2236.05773637,-473.879,46.2843,-523.24,1.14237,87.5375970626,1,0.7,-480.863849542
53.197576449,-487.452550955,0.01,100,0.0566093,2558.37799757,0.00866912,8.88671e-05,1.04185,5.89782,100,8.32091e-05,500.0,-487.452550955,0.964604,2558.37799757,-468.933,74.8021,-524.09,1.59999,62.500529927,1,0.7,-487.452550955
68.2023671503,-476.209934074,0.01,100,0.0466944,1932.40131417,0.0986782,4.70934e-05,1.0925,5.10137,100,0.000903233,500.0,-476.209934074,0.562086,1932.40131417,-466.226,50.4625,-511.705,1.2756,78.3942199574,1,0.7,-476.209934074
73.295078564,-481.133570464,0.01,100,0.0341809,1788.7073288,0.181138,3.68029e-05,1.00517,3.43577,100,0.00180206,500.0,-481.133570464,0.371847,1788.7073288,-470.487,50.2937,-514.473,1.34232,74.4978927985,1,0.7,-481.133570464
