MaxVanillaIw,AvgDiscRet,ESSRenyi,MaxNormIw,VarJ,BatchSize,AvgVanillaIw,VanillaAvgRet,ESSClassic,AvgNormIw,eRenyi2,AvgRet,J,MinNormIw,MinVanillaIw,VarDiscRet,VarVanillaIw,Bound,VarNormIw,AvgEpLen,VarRet
3.879752,-2276.7916058280025,36.049771207121694,0.040591557,158.42711,100,0.9558027,-2276.7916058280025,32.70357200410457,0.010000002,2.7739427,-2276.7916058280025,-64.48409,1.4570874e-21,1.3926881e-19,4528253.144687994,1.8988826,-871.1297,0.00020785553,200.0,4528253.144687994
1.3481762,-96.99678258498255,89.35009758244979,0.014293366,44.77604,100,0.9432182,-96.99678258498255,84.9668696459581,0.009999999,1.119193,-96.99678258498255,-14.942299,0.00041993122,0.039608676,247527.37274223892,0.15899716,-283.72705,1.7871667e-05,200.0,247527.37274223892
1.20894,-9.265013247981734,95.37699550357576,0.0122265415,8.134916,100,0.98878336,-9.265013247981734,95.62924051356373,0.01,1.0484709,-9.265013247981734,-9.06629,0.0030004005,0.2966746,66.00978769035356,0.045137104,-12.033747,4.6166974e-06,200.0,66.00978769035356
4.0356345,-9.752963538827546,34.33851771346936,0.046707615,13.690281,100,0.8640207,-9.752963538827546,31.01493448539677,0.01,2.9121816,-9.752963538827546,-6.532856,8.799396e-28,7.60286e-26,84.4379157551464,1.677248,-10.604865,0.00022467203,200.0,84.4379157551464
2.3279302,-7.573201884111316,58.11508904896091,0.02557629,9.573235,100,0.91019076,-7.573201884111316,52.23720637152896,0.009999999,1.7207235,-7.573201884111316,-5.746001,5.7096105e-07,5.1968345e-05,63.75171666327561,0.7651375,-8.691969,9.2358016e-05,200.0,63.75171666327561
1.8582401,-8.173665976046555,85.42858711174844,0.017984992,7.086445,100,1.0332171,-8.173665976046555,86.29734571214527,0.01,1.1705683,-8.173665976046555,-7.8408456,0.0019724346,0.20379531,53.61498345222723,0.1712203,-10.024826,1.603881e-05,200.0,53.61498345222723
1.971169,-7.5834929879534885,66.95989163309468,0.019232525,7.522649,100,1.0249143,-7.5834929879534885,67.77862028544817,0.01,1.4934313,-7.5834929879534885,-6.8376303,6.5930635e-08,6.7573255e-06,50.44654825892591,0.504419,-9.204367,4.801936e-05,200.0,50.44654825892591
2.5934243,-7.399350285299817,66.03769559631819,0.024374302,8.173006,100,1.0639994,-7.399350285299817,65.98892530065757,0.01,1.5142866,-7.399350285299817,-6.615317,1.5915615e-05,0.0016934206,45.684566762506904,0.589382,-9.044823,5.2061194e-05,200.0,45.684566762506904
1.4681193,-8.266995696623088,97.56825153570462,0.014753838,6.93477,100,0.9950761,-8.266995696623088,98.17319850066127,0.01,1.0249236,-8.266995696623088,-8.21756,0.008088608,0.8048781,49.53911818303093,0.018611347,-10.270769,1.8795986e-06,200.0,49.53911818303093
1.812773,-8.720355005257348,94.88704701307883,0.018567737,7.7393913,100,0.97630256,-8.720355005257348,96.321142976641,0.01,1.0538846,-8.720355005257348,-8.61083,0.007930009,0.7742088,58.313417199346425,0.036772568,-10.680502,3.857937e-06,200.0,58.313417199346425
2.103026,-7.966328921027108,97.47284977150501,0.020679532,7.3664355,100,1.0169601,-7.966328921027108,96.3956482376186,0.01,1.0259267,-7.966328921027108,-7.9021173,0.0088909585,0.90417504,55.86305741024153,0.03906091,-9.958222,3.7768907e-06,200.0,55.86305741024153
4.264763,-7.780886032556293,63.341963062864835,0.043054044,7.0122743,100,0.9905603,-7.780886032556293,66.55676653750056,0.01,1.5787323,-7.780886032556293,-6.8177032,0.0010049366,0.09954503,41.24518618600499,0.49801546,-9.360674,5.075525e-05,200.0,41.24518618600499
2.1456223,-7.831944859876088,96.73328571590012,0.021904182,6.839447,100,0.97954917,-7.831944859876088,96.79098941650142,0.01,1.0337703,-7.831944859876088,-7.751765,0.0091184145,0.89319354,46.5535692309935,0.032133363,-9.818922,3.3489118e-06,200.0,46.5535692309935
3.1009245,-8.514614108909667,44.39445285262374,0.029895779,9.443881,100,1.0372449,-8.514614108909667,46.78602211117265,0.01,2.2525337,-8.514614108909667,-6.5693417,1.1105181e-11,1.1518793e-09,56.501499062466316,1.2360528,-9.632549,0.00011488793,200.0,56.501499062466316
13.025986,-7.60361340775128,11.049170460800784,0.21217217,5.076297,100,0.6139347,-7.60361340775128,6.714103196141595,0.01,9.050453,-7.60361340775128,-1.5807655,,,52.258173967231706,5.289774,-7.6353436,0.0014034365,200.0,52.258173967231706
1.607226,-8.01231957868339,88.68069957107997,0.015526779,6.7250566,100,1.0351316,-8.01231957868339,89.8935041737949,0.009999999,1.1276411,-8.01231957868339,-7.7669954,0.0029676026,0.30718592,44.93170523069684,0.12168261,-9.957094,1.1356315e-05,200.0,44.93170523069684
2.3057826,-8.043208976769103,58.32565089260355,0.023370871,7.295002,100,0.9866053,-8.043208976769103,58.190073603767814,0.010000002,1.7145115,-8.043208976769103,-6.887208,7.9132815e-06,0.0007807286,46.360591467391615,0.70645106,-9.431259,7.257636e-05,200.0,46.360591467391615
