VarJ,MaxVanillaIw,ESSRenyi,ESSClassic,BatchSize,AvgEpLen,MaxNormIw,VarNormIw,VarRet,AvgNormIw,AvgDiscRet,MinVanillaIw,Bound,J,VarVanillaIw,MinNormIw,VarDiscRet,eRenyi2,AvgVanillaIw,AvgRet
,825400.4,0.000224693965064161,1.0,100,8.06,1.0,0.010000002,5523.767704460462,0.01,3.197442310920451e-15,,4091494.2,499.0931,6812860000.0,,5523.767704460462,445049.78,8254.004,70.55286922743636
,328301.88,0.00033314070166302797,1.0,100,166.87,1.0,0.010000002,1198426.3257950053,0.01,1.1368683772161604e-14,,10813371.0,3340.6484,1077821300.0,,1198426.3257950053,300173.47,3283.0188,1658.3070730732506
8.913654e-14,262287.56,0.0004505201466274132,1.0,100,265.97,1.0,0.010000003,1964010.1703256809,0.01,1.3642420526593923e-13,,6069629.0,2349.6353,687947900.0,,1964010.170325681,221965.66,2622.8757,2650.1179569796805
,211320.52,0.0001874030701542222,1.0,100,242.87,1.0,0.010000002,2387707.2717273086,0.01,-3.774403012357652e-13,,5294508.0,2580.529,446563600.0,,2387707.2717273086,533609.2,2113.205,2418.9524906751367
1127.8667,2121.7542,0.030522059863476378,1.1144511441575184,100,287.15,0.94678694,0.0089626545,2802718.568538991,0.009999999,9.003997547551989e-13,1.4541473e-16,26192.492,1711.2126,45011.348,6.4888177e-20,2802718.5685389903,3276.3188,22.41005,2863.043714477323
3776.8499,279.44363,0.3731691304127489,1.6196155112561037,100,262.88,0.78397125,0.006135661,2261314.7079715487,0.01,3.7061909097246823e-13,1.2975264e-06,3551.4927,1916.5145,779.56,3.6401737e-09,2261314.7079715487,267.975,3.564463,2619.3732743281753
2780.596,7.941461,34.10720057833293,46.491422120337575,100,254.17,0.074976124,0.00011625598,2576354.824284586,0.01,1.3187673175707459e-13,0.13377191,61.674866,393.8864,1.3042778,0.0012629539,2576354.824284586,2.9319322,1.0591987,2532.926187717427
2991.3403,4.5525193,29.778097546090585,30.86878109986947,100,286.19,0.06165788,0.00022621402,2544916.9986565188,0.009999999,-2.1827872842550277e-13,3.6565844e-08,71.33768,623.8058,1.2332352,4.952362e-10,2544916.998656518,3.358173,0.7383516,2853.5453103685863
1915.5079,2.8765674,45.89722349583683,64.76540271910876,100,250.38,0.03162891,5.4952958e-05,2407780.7760136407,0.01,3.888089850079268e-13,0.08688767,-61.174652,274.9872,0.4545396,0.00095536176,2407780.776013641,2.178781,0.909474,2494.396248473327
4356.2554,26.124912,16.855314086500957,13.724364232788842,100,272.53,0.2386165,0.00063498114,2323906.0376117206,0.01,-6.8212102632969615e-15,0.001741796,245.28952,670.8553,7.611488,1.5909001e-05,2323906.0376117206,5.932847,1.0948493,2716.0437946812494
1587.8757,1.0,100.0,100.0,100,280.84,0.01,3.5044917e-18,2546817.6650359803,0.009999998,-3.637978807091713e-14,1.0,-208.71172,-3.8146973e-06,,0.01,2546817.6650359803,1.0,1.0,2799.576170999717
1579.98,1.0,100.0,100.0,100,253.03,0.01,3.5044917e-18,2521552.2290265826,0.009999998,2.4556356947869064e-13,1.0,-208.63203,7.6293945e-06,,0.01,2521552.229026582,1.0,1.0,2521.0646174294106
1483.711,1.0,100.0,100.0,100,252.01,0.01,3.5044917e-18,2223635.000494172,0.009999998,-1.1368683772161604e-14,1.0,-209.52478,5.722046e-06,,0.01,2223635.000494172,1.0,1.0,2510.462140085712
1470.071,1.0,100.0,100.0,100,228.38,0.01,3.5044917e-18,2182938.0617265855,0.009999998,-2.864908310584724e-13,1.0,-229.42508,-1.9073486e-06,,0.01,2182938.061726586,1.0,1.0,2274.0011446968783
1454.7946,1.0,100.0,100.0,100,255.25,0.01,3.5044917e-18,2137805.4351627207,0.009999998,-4.0017766878008843e-13,1.0,-206.80774,-1.9073486e-06,,0.01,2137805.4351627203,1.0,1.0,2542.72272887631
1548.2457,1.0,100.0,100.0,100,244.84,0.01,3.5044917e-18,2421277.7688430124,0.009999998,-3.865352482534945e-14,1.0,-215.53165,-1.04904175e-05,,0.01,2421277.7688430124,1.0,1.0,2439.0897386509223
1589.7705,1.0,100.0,100.0,100,229.03,0.01,3.5044917e-18,2552899.485363742,0.009999998,-2.0008883439004421e-13,1.0,-228.8403,-7.6293945e-06,,0.01,2552899.485363741,1.0,1.0,2280.9344552312286
1546.7554,1.0,100.0,100.0,100,260.77,0.01,3.5044917e-18,2416618.642778936,0.009999998,-9.777068044058978e-14,1.0,-202.1122,-8.583069e-06,,0.01,2416618.642778936,1.0,1.0,2598.5106307718434
1571.7437,1.0,100.0,100.0,100,288.43,0.01,3.5044917e-18,2495331.307671383,0.009999998,-4.570210876408964e-13,1.0,-185.68343,,,0.01,2495331.307671383,1.0,1.0,2875.6815461202373
1461.8356,1.0,100.0,100.0,100,258.79,0.01,3.5044917e-18,2158548.7235048884,0.009999998,2.955857780762017e-13,1.0,-203.77254,-4.7683716e-06,,0.01,2158548.723504888,1.0,1.0,2578.809499793935
1616.261,1.0,100.0,100.0,100,284.72,0.01,3.5044917e-18,2638686.221213784,0.009999998,2.319211489520967e-13,1.0,-210.31377,1.1444092e-05,,0.01,2638686.221213784,1.0,1.0,2838.607553077947
1523.3031,1.0,100.0,100.0,100,246.89,0.01,3.5044917e-18,2343891.13359472,0.009999998,-2.6147972675971685e-13,1.0,-213.81274,1.04904175e-05,,0.01,2343891.1335947206,1.0,1.0,2459.499681439895
1553.1686,1.0,100.0,100.0,100,262.26,0.01,3.5044917e-18,2436699.7495839745,0.009999998,-3.183231456205249e-14,1.0,-200.85587,1.1444092e-05,,0.01,2436699.7495839745,1.0,1.0,2613.460675275585
1487.0709,1.0,100.0,100.0,100,269.97,0.01,3.5044917e-18,2233717.38322064,0.009999998,2.7966962079517543e-13,1.0,-197.04195,3.8146973e-06,,0.01,2233717.38322064,1.0,1.0,2690.9106382565883
1581.8987,1.0,100.0,100.0,100,259.65,0.01,3.5044917e-18,2527680.3582415814,0.009999998,2.2282620193436741e-13,1.0,-203.08339,9.536743e-06,,0.01,2527680.3582415814,1.0,1.0,2586.9815445716654
1522.4806,1.0,100.0,100.0,100,243.65,0.01,3.5044917e-18,2341360.8182488345,0.009999998,-7.275957614183426e-14,1.0,-216.52052,-5.722046e-06,,0.01,2341360.8182488345,1.0,1.0,2427.316918665496
1592.1355,1.0,100.0,100.0,100,251.1,0.01,3.5044917e-18,2560500.5017202306,0.009999998,1.3642420526593923e-13,1.0,-210.57936,-7.6293945e-06,,0.01,2560500.5017202306,1.0,1.0,2502.0681345902053
1488.4475,1.0,100.0,100.0,100,258.73,0.01,3.5044917e-18,2237854.7647357713,0.009999998,1.3187673175707459e-13,1.0,-203.84314,-5.722046e-06,,0.01,2237854.7647357723,1.0,1.0,2577.962571306464
1465.9902,1.0,100.0,100.0,100,254.27,0.01,3.5044917e-18,2170835.8563093063,0.009999998,-4.092726157978177e-14,1.0,-207.61264,-1.1444092e-05,,0.01,2170835.8563093063,1.0,1.0,2533.1650481419724
1553.2318,1.0,100.0,100.0,100,266.0,0.01,3.5044917e-18,2436898.075834161,0.009999998,2.091837814077735e-13,1.0,-197.70435,-9.536743e-06,,0.01,2436898.0758341616,1.0,1.0,2650.8571593420243
1607.106,1.0,100.0,100.0,100,278.14,0.01,3.5044917e-18,2608878.6159767923,0.009999998,3.501554601825774e-13,1.0,-204.76642,-5.722046e-06,,0.01,2608878.6159767923,1.0,1.0,2772.6983953154095
1553.1425,1.0,100.0,100.0,100,269.67,0.01,3.5044917e-18,2436617.8884579986,0.009999998,-1.1368683772161603e-13,1.0,-196.79639,-1.04904175e-05,,0.01,2436617.8884579986,1.0,1.0,2687.9933009045426
1607.7134,1.0,100.0,100.0,100,266.54,0.01,3.5044917e-18,2610851.1235161987,0.009999998,-1.0004441719502211e-13,1.0,-197.232,,,0.01,2610851.1235161987,1.0,1.0,2656.4932636252843
1574.5358,1.0,100.0,100.0,100,250.88,0.01,3.5044917e-18,2504204.9839845747,0.009999998,-2.523847797419876e-13,1.0,-210.41743,-3.8146973e-06,,0.01,2504204.9839845747,1.0,1.0,2499.8337119849816
1518.5404,1.0,100.0,100.0,100,246.12,0.01,3.5044917e-18,2329257.7568744593,0.009999998,-1.0004441719502211e-13,1.0,-214.46025,-7.6293945e-06,,0.01,2329257.7568744593,1.0,1.0,2451.7754710683485
1596.6283,1.0,100.0,100.0,100,238.81,0.01,3.5044917e-18,2574971.603110762,0.009999998,-1.4097167877480388e-13,1.0,-220.59981,-9.536743e-06,,0.01,2574971.603110762,1.0,1.0,2378.853212344656
1611.4987,1.0,100.0,100.0,100,274.14,0.01,3.5044917e-18,2623159.893680493,0.009999998,6.048139766789973e-13,1.0,-202.23877,-5.722046e-06,,0.01,2623159.893680493,1.0,1.0,2732.669067600118
1516.8008,1.0,100.0,100.0,100,247.95,0.01,3.5044917e-18,2323923.550681762,0.009999998,-1.546140993013978e-13,1.0,-212.9401,1.335144e-05,,0.01,2323923.5506817615,1.0,1.0,2469.872116816125
1469.6527,1.0,100.0,100.0,100,240.29,0.01,3.5044917e-18,2181695.786510157,0.009999998,1.4779288903810084e-13,1.0,-219.38313,1.2397766e-05,,0.01,2181695.786510157,1.0,1.0,2393.260196453909
1486.4894,1.0,100.0,100.0,100,256.11,0.01,3.5044917e-18,2231970.1854646355,0.009999998,2.523847797419876e-13,1.0,-206.0358,-1.9073486e-05,,0.01,2231970.185464635,1.0,1.0,2551.905905828097
1537.0781,1.0,100.0,100.0,100,254.7,0.01,3.5044917e-18,2386473.8808407267,0.009999998,1.4097167877480388e-13,1.0,-207.22829,-7.6293945e-06,,0.01,2386473.880840727,1.0,1.0,2537.731222224411
1530.2318,1.0,100.0,100.0,100,263.38,0.01,3.5044917e-18,2365261.9728960595,0.009999998,-1.4779288903810084e-13,1.0,-199.92111,-1.5258789e-05,,0.01,2365261.9728960595,1.0,1.0,2624.45817318952
1548.8094,1.0,100.0,100.0,100,234.9,0.01,3.5044917e-18,2423041.2750959387,0.009999998,-3.3651303965598344e-13,1.0,-223.92091,1.9073486e-05,,0.01,2423041.275095939,1.0,1.0,2339.40921189783
1414.901,1.0,100.0,100.0,100,260.19,0.01,3.5044917e-18,2022166.485049323,0.009999998,1.9099388737231492e-13,1.0,-202.64102,5.722046e-06,,0.01,2022166.485049323,1.0,1.0,2592.2455769986946
1496.6124,1.0,100.0,100.0,100,254.66,0.01,3.5044917e-18,2262473.6272897,0.009999998,-7.73070496506989e-14,1.0,-207.27289,-1.9073486e-05,,0.01,2262473.6272897,1.0,1.0,2537.194117566093
1362.6525,1.0,100.0,100.0,100,216.94,0.01,3.5044917e-18,1875577.5711588338,0.009999998,3.183231456205249e-14,1.0,-239.04924,-7.6293945e-06,,0.01,1875577.5711588338,1.0,1.0,2159.592297765062
1706.555,1.0,100.0,100.0,100,301.48,0.01,3.5044917e-18,2941747.5784945223,0.009999998,-2.205524651799351e-13,1.0,-225.31209,-2.002716e-05,,0.01,2941747.5784945223,1.0,1.0,3006.817757925501
1330.7804,1.0,100.0,100.0,100,228.3,0.01,3.5044917e-18,1788865.4414929585,0.009999998,1.0913936421275138e-13,1.0,-229.5048,-7.1525574e-06,,0.01,1788865.4414929582,1.0,1.0,2273.039780858514
1635.1436,1.0,100.0,100.0,100,287.49,0.01,3.5044917e-18,2700701.650815191,0.009999998,5.911715561524034e-14,1.0,-212.63481,-2.2888184e-05,,0.01,2700701.650815191,1.0,1.0,2866.186764025599
1437.7194,1.0,100.0,100.0,100,248.58,0.01,3.5044917e-18,2087916.061291459,0.009999998,-7.503331289626658e-14,1.0,-212.41945,-1.04904175e-05,,0.01,2087916.061291459,1.0,1.0,2476.0647722355106
1581.6349,1.0,100.0,100.0,100,264.04,0.01,3.5044917e-18,2526837.3182349745,0.009999998,-3.865352482534945e-13,1.0,-199.32706,3.8146973e-06,,0.01,2526837.3182349745,1.0,1.0,2631.6154064455054
1636.5144,1.0,100.0,100.0,100,250.71,0.01,3.5044917e-18,2705231.602424414,0.009999998,-6.139089236967266e-14,1.0,-210.55322,7.6293945e-06,,0.01,2705231.602424414,1.0,1.0,2498.238422577837
1440.1116,1.0,100.0,100.0,100,250.42,0.01,3.5044917e-18,2094870.0808204513,0.009999998,7.253220246639103e-13,1.0,-210.86702,-2.4795532e-05,,0.01,2094870.0808204513,1.0,1.0,2494.4839215345405
1539.8768,1.0,100.0,100.0,100,272.64,0.01,3.5044917e-18,2395172.1998587796,0.009999998,1.9099388737231492e-13,1.0,-199.27844,-7.6293945e-06,,0.01,2395172.1998587796,1.0,1.0,2717.48761320469
1523.2266,1.0,100.0,100.0,100,262.56,0.01,3.5044917e-18,2343655.6873135096,0.009999998,5.820766091346741e-13,1.0,-200.60211,7.6293945e-06,,0.01,2343655.68731351,1.0,1.0,2616.4764979555534
1526.6696,1.0,100.0,100.0,100,227.78,0.01,3.5044917e-18,2354262.6555296746,0.009999998,6.139089236967266e-14,1.0,-229.90347,-7.6293945e-06,,0.01,2354262.6555296746,1.0,1.0,2268.300038088365
1650.6779,1.0,100.0,100.0,100,294.81,0.01,3.5044917e-18,2752260.180232503,0.009999998,-2.0236257114447654e-13,1.0,-219.68356,5.722046e-06,,0.01,2752260.180232503,1.0,1.0,2939.931261451364
1552.2714,1.0,100.0,100.0,100,253.31,0.01,3.5044917e-18,2433885.459341988,0.009999998,-4.592948243953288e-13,1.0,-208.4016,-3.8146973e-06,,0.01,2433885.459341988,1.0,1.0,2523.8077793364673
1584.47,1.0,100.0,100.0,100,281.09,0.01,3.5044917e-18,2535904.1669601845,0.009999998,8.412825991399587e-13,1.0,-235.81143,2.670288e-05,,0.01,2535904.1669601845,1.0,1.0,2801.87136231362
1548.9811,1.0,100.0,100.0,100,260.87,0.01,3.5044917e-18,2423578.1830841573,0.009999998,1.1823431123048067e-13,1.0,-202.01257,-7.6293945e-06,,0.01,2423578.1830841573,1.0,1.0,2599.7210115667053
1585.0148,1.0,100.0,100.0,100,274.51,0.01,3.5044917e-18,2537648.80975105,0.009999998,-3.797140379901975e-13,1.0,-202.4974,-1.9073486e-06,,0.01,2537648.8097510496,1.0,1.0,2735.7460359662073
1587.9028,1.0,100.0,100.0,100,274.3,0.01,3.5044917e-18,2546904.0921283914,0.009999998,-1.546140993013978e-13,1.0,-202.36227,,,0.01,2546904.092128391,1.0,1.0,2734.119272421597
1531.1135,1.0,100.0,100.0,100,242.06,0.01,3.5044917e-18,2367988.606327187,0.009999998,-1.3642420526593923e-14,1.0,-217.86789,-3.8146973e-06,,0.01,2367988.606327187,1.0,1.0,2411.325393977744
1563.0098,1.0,100.0,100.0,100,299.31,0.01,3.5044917e-18,2467676.422283875,0.009999998,-7.639755494892597e-13,1.0,-221.78683,3.8146973e-06,,0.01,2467676.422283875,1.0,1.0,2984.9251941950697
1561.9067,1.0,100.0,100.0,100,259.36,0.01,3.5044917e-18,2464194.9664437408,0.009999998,4.570210876408964e-13,1.0,-203.30203,,,0.01,2464194.9664437408,1.0,1.0,2584.3989949114057
1567.6146,1.0,100.0,100.0,100,261.75,0.01,3.5044917e-18,2482238.15371279,0.009999998,2.1373125491663812e-13,1.0,-201.28862,8.583069e-06,,0.01,2482238.1537127905,1.0,1.0,2608.2990502024304
1507.5907,1.0,100.0,100.0,100,249.56,0.01,3.5044917e-18,2295787.6864605085,0.009999998,-2.5465851649641993e-13,1.0,-211.54861,3.8146973e-06,,0.01,2295787.686460509,1.0,1.0,2486.4065722779724
1579.7454,1.0,100.0,100.0,100,254.07,0.01,3.5044917e-18,2520803.4491386893,0.009999998,-7.275957614183426e-14,1.0,-207.73454,-1.9073486e-05,,0.01,2520803.4491386893,1.0,1.0,2531.7037159205474
1485.0023,1.0,100.0,100.0,100,273.14,0.01,3.5044917e-18,2227506.969131832,0.009999998,4.1154635255225004e-13,1.0,-201.33679,7.6293945e-06,,0.01,2227506.9691318325,1.0,1.0,2721.951138848968
1457.0807,1.0,100.0,100.0,100,284.9,0.01,3.5044917e-18,2144529.5425650515,0.009999998,-5.411493475548923e-13,1.0,-182.66595,3.8146973e-06,,0.01,2144529.5425650515,1.0,1.0,2839.807018383369
1497.2302,1.0,100.0,100.0,100,276.77,0.01,3.5044917e-18,2264341.6303848326,0.009999998,1.887201506178826e-13,1.0,-203.56857,-3.8146973e-06,,0.01,2264341.630384832,1.0,1.0,2758.475707865995
1591.0745,1.0,100.0,100.0,100,276.47,0.01,3.5044917e-18,2557088.768754972,0.009999998,-3.1832314562052486e-13,1.0,-205.02939,-2.2888184e-05,,0.01,2557088.7687549726,1.0,1.0,2755.8149896098157
1609.6737,1.0,100.0,100.0,100,267.46,0.01,3.5044917e-18,2617221.792708874,0.009999998,2.3646862246096135e-13,1.0,-196.45987,-1.9073486e-05,,0.01,2617221.7927088733,1.0,1.0,2665.680013555343
1524.1982,1.0,100.0,100.0,100,270.01,0.01,3.5044917e-18,2346646.795214524,0.009999998,-4.4565240386873483e-13,1.0,-194.33405,3.8146973e-06,,0.01,2346646.795214524,1.0,1.0,2690.955709595659
1500.554,1.0,100.0,100.0,100,252.78,0.01,3.5044917e-18,2274406.534197322,0.009999998,2.5011104298755527e-14,1.0,-208.86781,,,0.01,2274406.534197322,1.0,1.0,2518.252516328645
1646.7327,1.0,100.0,100.0,100,275.91,0.01,3.5044917e-18,2739119.627214384,0.009999998,3.865352482534945e-13,1.0,-204.60262,1.5258789e-05,,0.01,2739119.627214384,1.0,1.0,2750.7368606726322
1548.9777,1.0,100.0,100.0,100,247.05,0.01,3.5044917e-18,2423567.3993170806,0.009999998,-1.523403625469655e-13,1.0,-213.6512,-3.8146973e-06,,0.01,2423567.39931708,1.0,1.0,2461.405387559718
1692.5134,1.0,100.0,100.0,100,270.35,0.01,3.5044917e-18,2893537.168399155,0.009999998,-3.0013325158506633e-13,1.0,-199.07574,2.2888184e-05,,0.01,2893537.1683991565,1.0,1.0,2695.079069901912
1490.1543,1.0,100.0,100.0,100,276.21,0.01,3.5044917e-18,2242989.6491755443,0.009999998,3.4560798667371273e-13,1.0,-203.13116,1.9073486e-05,,0.01,2242989.6491755443,1.0,1.0,2753.2655574818177
