AvgVanillaIw,eRenyi2,ESSClassic,ESSRenyi,VarDiscRet,MinVanillaIw,AvgRet,J,MaxNormIw,MaxVanillaIw,MinNormIw,VarRet,AvgDiscRet,BatchSize,VarNormIw,AvgEpLen,AvgNormIw,Bound,VarJ,VarVanillaIw
0.9116209,2.0705602,39.79734452803315,48.29610806950589,31678.904132859552,0.023173064,457.4299988486175,490.5271,0.062280674,5.6776366,0.00025419626,125104.62113117626,335.6479942728299,100,0.00015280106,46.75,0.01,185.95663,275.08737,1.2698574
0.9756218,2.080853,41.623276503524224,48.05721533548815,27429.00406523169,0.00031911617,618.5680128870812,587.2721,0.044707276,4.361739,3.2709004e-06,125494.74328666751,433.18792732703315,100,0.00014166687,62.87,0.010000002,293.89902,190.0292,1.3484387
0.9737596,1.6610817,59.81657155507408,60.20173583443799,21255.10946347636,0.0059539177,934.7897678736805,668.41064,0.03609772,3.5150502,6.114361e-05,168871.17478876826,579.2663940822054,100,6.7856345e-05,94.47,0.01,456.65146,167.08981,0.643419
0.9699565,1.9267925,51.9649374359224,51.899724477478244,17286.865085626643,0.0006666027,1177.3433820222813,746.3627,0.039211027,3.8032992,6.8725008e-06,180937.80703494867,666.6347841683771,100,9.337118e-05,118.71,0.01,556.0565,128.94946,0.8784506
0.8415854,2.050499,51.034008805366355,48.76861770407385,13396.10720038333,0.0036084915,1391.3491438286683,792.30865,0.06249451,5.2594466,4.2877306e-05,192979.84164031022,728.6788648361405,100,9.691693e-05,139.97,0.01,631.33673,109.56348,0.68642956
1.0198593,2.3119032,44.089269779244006,43.25440543683113,7089.707278266382,0.0041612717,1679.4588458260002,843.99835,0.05352807,5.4591103,4.080241e-05,134447.82696912464,800.9853660717959,100,0.00012809352,168.55,0.009999999,730.1703,47.728397,1.3323174
1.9319405e-24,943575.8,0.9864909452457976,0.00010597982554793391,4187.641931341734,,1839.5699065200563,865.9026,1.0,1.9319406e-22,,78332.4367297857,834.776774002002,100,0.010000002,184.38,0.01,780.352,,
0.080732174,1415.2057,1.0075316038701472,0.07066110658984687,0.00033419644847970876,,1999.9523907947541,866.0152,0.99625194,8.042958,,0.002451686392078597,866.0015765727054,100,0.0099244965,200.0,0.01,865.9862,8.9286164e-05,0.6468471
1.2008893,2.3123183,29.4368943585521,43.24664079205111,0.0001412172559260959,0.009108187,1999.9746419906617,866.01117,0.11644446,13.983691,7.5845346e-05,0.0005357052881057219,866.0067827207173,100,0.00024213102,200.0,0.01,865.9967,0.010996945,3.491857
1.0009401,1.2297467,85.28947884969055,81.31755918045829,9.100841332351396e-05,0.43721527,1999.980339565277,866.01013,0.026235536,2.62602,0.0043680463,0.0002969775522683219,866.0093411404964,100,1.742198e-05,200.0,0.010000002,866.0013,0.0095371,0.17454754
0.97189337,1.200905,87.33827663616098,83.2705358717822,0.0001009157329051397,0.24475855,1999.980199289322,866.01,0.019915104,1.9355358,0.0025183682,0.00032735168191160333,866.0091961092389,100,1.4643776e-05,200.0,0.01,866.0008,0.009798722,0.1383217
0.9383447,1.4873178,66.78434114032842,67.2351261881713,0.00010214225334330964,0.06980429,1999.9805354595185,866.01135,0.041587833,3.9023724,0.0007439088,0.0003323667285575069,866.0093339397813,100,5.0238083e-05,200.0,0.01,866.0008,0.009383734,0.44234174
1.0437492,1.3148291,68.16214703815967,76.0555110590733,8.49554898548519e-05,0.075677596,1999.9813733673095,866.01105,0.05563722,5.807131,0.00072505535,0.00025748905392406006,866.0095512222238,100,4.7180787e-05,200.0,0.010000002,866.0017,0.009068029,0.5139934
1.9717124,3.2864883,6.583953257171763,30.427614838691284,7.7629493196529e-05,0.23063895,1999.9788970375062,866.0113,0.36795816,72.550766,0.0011697393,0.00024345161845239357,866.0081511589249,100,0.0014331762,200.0,0.010000002,866.00073,0.0083881505,55.71688
1.0125781,1.341713,75.88801679129695,74.53159029005863,5.69342157771938e-05,0.025143927,1999.9836821174622,866.0122,0.023481801,2.3777158,0.00024831592,0.000164159448828617,866.0107794207146,100,3.2094053e-05,200.0,0.009999999,866.0044,0.007903125,0.3290649
