eRenyi2,MaxVanillaIw,J,VarVanillaIw,VarNormIw,MinVanillaIw,VarDiscRet,AvgEpLen,ESSClassic,AvgDiscRet,Delta,Bound,VanillaAvgRet,MinNormIw,ESSRenyi,AvgRet,BatchSize,AvgNormIw,MaxNormIw,AvgVanillaIw,EpsThisIter,VarJ,VarRet,IterType
1.0,1.0,-106.517,,3.50449e-18,1.0,3.4424922886,14.53,100.0,-106.516951744,0.8,-112.097,-106.516951744,0.01,200.0,-106.516951744,200,0.01,0.01,1.0,100,1.8461,3.4424922886,2
1.01494,1.19194,-106.502,0.0196137,5.03792e-07,0.294597,3.86803754454,14.67,196.068563215,-106.613985726,0.8,-110.51,-106.613985726,0.00149305,197.055238417,-106.613985726,200,0.005,0.00604087,0.98656,100,1.89922,3.86803754454,1
1.0,1.0,-106.657,,3.50449e-18,1.0,3.67699939568,14.85,100.0,-106.65685664,0.8,-112.228,-106.65685664,0.01,200.0,-106.65685664,200,0.01,0.01,1.0,100,1.90794,3.67699939568,2
1.0144,1.65204,-106.578,0.014777,3.68282e-07,0.552226,3.90391216979,14.58,197.110826012,-106.613718,0.8,-110.584,-106.613718,0.00275685,197.160650545,-106.613718,200,0.005,0.00824742,1.00155,100,1.92253,3.90391216979,1
1.0,1.0,-106.34,,3.50449e-18,1.0,3.16938218122,14.52,100.0,-106.339792272,0.8,-111.955,-106.339792272,0.01,200.0,-106.339792272,200,0.01,0.01,1.0,100,1.77135,3.16938218122,2
1.00223,1.06032,-106.547,0.00227738,5.70584e-08,0.793607,3.09769128288,14.63,199.546770933,-106.771505586,0.8,-110.522,-106.771505586,0.00397235,199.555481229,-106.771505586,200,0.005,0.00530736,0.998913,100,1.77649,3.09769128288,1
1.0,1.0,-106.549,,3.50449e-18,1.0,2.50555010815,14.5,100.0,-106.548647392,0.8,-112.138,-106.548647392,0.01,200.0,-106.548647392,200,0.01,0.01,1.0,100,1.57496,2.50555010815,2
1.00315,1.26089,-106.475,0.00271999,6.80249e-08,0.898687,2.61301409321,14.53,199.45995102,-106.426149639,0.8,-110.434,-106.426149639,0.00449427,199.371862536,-106.426149639,200,0.005,0.0063056,0.999814,100,1.59018,2.61301409321,1
1.0,1.0,-106.397,,3.50449e-18,1.0,3.22445491232,14.93,100.0,-106.397425737,0.8,-111.945,-106.397425737,0.01,200.0,-106.397425737,200,0.01,0.01,1.0,100,1.78668,3.22445491232,2
1.00778,1.39736,-106.5,0.00735493,1.83038e-07,0.570619,3.3550276236,14.59,198.553570445,-106.666029051,0.8,-110.439,-106.666029051,0.00284661,198.455340139,-106.666029051,200,0.005,0.00697092,1.00228,100,1.77701,3.3550276236,1
1.0,1.0,-106.555,,3.50449e-18,1.0,2.9099714333,14.67,100.0,-106.555366707,0.8,-112.097,-106.555366707,0.01,200.0,-106.555366707,200,0.01,0.01,1.0,100,1.69731,2.9099714333,2
1.00352,1.32515,-106.536,0.00365268,9.01891e-08,0.892556,2.9186096,14.69,199.284770123,-106.54389494,0.8,-110.47,-106.54389494,0.00443513,199.298798473,-106.54389494,200,0.005,0.00658469,1.00623,100,1.70002,2.9186096,1
1.0,1.0,-106.458,,3.50449e-18,1.0,2.7511118734,14.67,100.0,-106.457675972,0.8,-111.972,-106.457675972,0.01,200.0,-106.457675972,200,0.01,0.01,1.0,100,1.65033,2.7511118734,2
1.00571,1.20792,-106.525,0.00680356,1.71468e-07,0.636528,3.92245406731,14.72,198.644414737,-106.63622651,0.8,-110.489,-106.63622651,0.00319552,198.863775504,-106.63622651,200,0.005,0.00606402,0.995971,100,1.81092,3.92245406731,1
1.0,1.0,-106.699,,3.50449e-18,1.0,3.96181822181,14.83,100.0,-106.698744497,0.8,-112.305,-106.698744497,0.01,200.0,-106.698744497,200,0.01,0.01,1.0,100,1.98045,3.96181822181,2
1.01493,1.597,-106.508,0.0174187,4.31449e-07,0.767461,3.24151316881,14.77,196.623657456,-106.427673321,0.8,-110.537,-106.427673321,0.00381955,197.05806214,-106.427673321,200,0.005,0.00794805,1.00465,100,1.86576,3.24151316881,1
1.0,1.0,-106.855,,3.50449e-18,1.0,3.57807514408,15.02,100.0,-106.855299671,0.8,-112.488,-106.855299671,0.01,200.0,-106.855299671,200,0.01,0.01,1.0,100,1.8821,3.57807514408,2
1.00835,1.13171,-106.504,0.00803269,1.9993e-07,0.715364,2.54860641644,14.54,198.42111392,-106.214866822,0.8,-110.503,-106.214866822,0.00356891,198.344412356,-106.214866822,200,0.005,0.00564604,1.00222,100,1.77536,2.54860641644,1
1.0,1.0,-106.234,,3.50449e-18,1.0,2.2310318588,14.51,100.0,-106.234023549,0.8,-111.826,-106.234023549,0.01,200.0,-106.234023549,200,0.01,0.01,1.0,100,1.48618,2.2310318588,2
1.00414,1.14001,-106.311,0.00382496,9.6034e-08,0.74812,3.83268546493,14.87,199.238467377,-106.423342675,0.8,-110.285,-106.423342675,0.00374861,199.176048371,-106.423342675,200,0.005,0.00571225,0.997864,100,1.69609,3.83268546493,1
1.0,1.0,-106.358,,3.50449e-18,1.0,3.15197420851,14.88,100.0,-106.358240976,0.8,-111.974,-106.358240976,0.01,200.0,-106.358240976,200,0.01,0.01,1.0,100,1.76648,3.15197420851,2
1.04399,7.34723,-106.425,0.253605,5.72075e-06,0.694964,3.93324493899,14.74,162.908139341,-106.730892164,0.8,-110.482,-106.730892164,0.00330073,191.571860161,-106.730892164,200,0.005,0.0348956,1.05274,100,2.10205,3.93324493899,1
1.0,1.0,-106.727,,3.50449e-18,1.0,3.55230537264,14.7,100.0,-106.726538989,0.8,-112.301,-106.726538989,0.01,200.0,-106.726538989,200,0.01,0.01,1.0,100,1.87531,3.55230537264,2
1.00958,1.2146,-106.693,0.00939713,2.31447e-07,0.644192,2.8135454228,14.34,198.174501149,-106.732654509,0.8,-110.653,-106.732654509,0.00319701,198.101265673,-106.732654509,200,0.005,0.00602783,1.00749,100,1.76741,2.8135454228,1
1.0,1.0,-106.424,,3.50449e-18,1.0,3.49732951816,14.8,100.0,-106.424035977,0.8,-111.978,-106.424035977,0.01,200.0,-106.424035977,200,0.01,0.01,1.0,100,1.86074,3.49732951816,2
1.00468,1.1968,-106.418,0.00397225,1.00316e-07,0.867102,3.59417227261,14.87,199.204638424,-106.44811099,0.8,-110.378,-106.44811099,0.00435748,199.068801431,-106.44811099,200,0.005,0.00601434,0.994957,100,1.85164,3.59417227261,1
1.0,1.0,-106.368,,3.50449e-18,1.0,3.05610457195,14.82,100.0,-106.368322144,0.8,-111.943,-106.368322144,0.01,200.0,-106.368322144,200,0.01,0.01,1.0,100,1.73941,3.05610457195,2
1.00397,1.12257,-106.322,0.0040657,1.01775e-07,0.791696,3.25217434678,14.53,199.193121046,-106.307885093,0.8,-110.272,-106.307885093,0.00396106,199.208590331,-106.307885093,200,0.005,0.0056165,0.99935,100,1.74378,3.25217434678,1
1.0,1.0,-106.581,,3.50449e-18,1.0,3.22766075674,14.81,100.0,-106.581437011,0.8,-112.177,-106.581437011,0.01,200.0,-106.581437011,200,0.01,0.01,1.0,100,1.78756,3.22766075674,2
1.01097,1.83617,-106.321,0.0117337,2.95906e-07,0.81772,2.60073992162,14.21,197.672002069,-106.140048918,0.8,-110.299,-106.140048918,0.00410643,197.82990102,-106.140048918,200,0.005,0.00922088,0.995657,100,1.72441,2.60073992162,1
1.0,1.0,-106.146,,3.50449e-18,1.0,2.89405917577,14.72,100.0,-106.145974202,0.8,-111.724,-106.145974202,0.01,200.0,-106.145974202,200,0.01,0.01,1.0,100,1.69267,2.89405917577,2
1.01288,1.81511,-106.246,0.0127242,3.11341e-07,0.737602,3.4143651879,14.45,197.552048702,-106.447384441,0.8,-110.248,-106.447384441,0.00364859,197.457530171,-106.447384441,200,0.005,0.00897853,1.0108,100,1.75007,3.4143651879,1
1.0,1.0,-106.328,,3.50449e-18,1.0,2.42364589765,14.72,100.0,-106.328331287,0.8,-111.885,-106.328331287,0.01,200.0,-106.328331287,200,0.01,0.01,1.0,100,1.549,2.42364589765,2
1.00341,1.14653,-106.285,0.00367231,9.33146e-08,0.839979,3.22395401573,14.61,199.260015835,-106.26864363,0.8,-110.221,-106.26864363,0.00423422,199.319800386,-106.26864363,200,0.005,0.00577951,0.991893,100,1.66093,3.22395401573,1
1.0,1.0,-106.525,,3.50449e-18,1.0,2.7293629671,14.62,100.0,-106.524514544,0.8,-112.047,-106.524514544,0.01,200.0,-106.524514544,200,0.01,0.01,1.0,100,1.6438,2.7293629671,2
1.00552,1.44496,-106.591,0.00544943,1.36744e-07,0.815665,3.19993790856,15.11,198.917320192,-106.698274,0.8,-110.532,-106.698274,0.00408592,198.902794372,-106.698274,200,0.005,0.00723826,0.998141,100,1.73194,3.19993790856,1
1.0,1.0,-106.656,,3.50449e-18,1.0,3.86177974574,14.81,100.0,-106.655878198,0.8,-112.244,-106.655878198,0.01,200.0,-106.655878198,200,0.01,0.01,1.0,100,1.95529,3.86177974574,2
1.00623,1.24439,-106.534,0.00694315,1.7189e-07,0.608942,3.12638185038,15.06,198.641032157,-106.465014462,0.8,-110.498,-106.465014462,0.00302986,198.761150035,-106.465014462,200,0.005,0.00619159,1.0049,100,1.83925,3.12638185038,1
1.0,1.0,-106.248,,3.50449e-18,1.0,2.75739321631,14.43,100.0,-106.248133398,0.8,-111.805,-106.248133398,0.01,200.0,-106.248133398,200,0.01,0.01,1.0,100,1.65222,2.75739321631,2
1.01828,1.7078,-106.2,0.0184552,4.6462e-07,0.712378,3.59206014302,14.31,196.368726202,-106.297343119,0.8,-110.197,-106.297343119,0.00357437,196.409166408,-106.297343119,200,0.005,0.00856895,0.996507,100,1.76363,3.59206014302,1
1.0,1.0,-106.704,,3.50449e-18,1.0,3.89681407855,14.87,100.0,-106.70358606,0.8,-112.388,-106.70358606,0.01,200.0,-106.70358606,200,0.01,0.01,1.0,100,1.96414,3.89681407855,2
1.00844,1.41997,-106.581,0.00806553,2.05673e-07,0.71089,3.64239265338,14.69,198.376153312,-106.522887576,0.8,-110.617,-106.522887576,0.00358984,198.326757005,-106.522887576,200,0.005,0.00717055,0.990143,100,1.93366,3.64239265338,1
1.0,1.0,-106.51,,3.50449e-18,1.0,3.12520340248,14.33,100.0,-106.509715801,0.8,-112.079,-106.509715801,0.01,200.0,-106.509715801,200,0.01,0.01,1.0,100,1.75896,3.12520340248,2
1.0153,1.8582,-106.489,0.0208375,5.14536e-07,0.713019,2.79062828959,14.96,195.986521371,-106.589111565,0.8,-110.47,-106.589111565,0.00354312,196.985920567,-106.589111565,200,0.005,0.00923372,1.0062,100,1.69708,2.79062828959,1
1.0,1.0,-106.307,,3.50449e-18,1.0,2.69618728675,14.59,100.0,-106.307000462,0.8,-111.893,-106.307000462,0.01,200.0,-106.307000462,200,0.01,0.01,1.0,100,1.63378,2.69618728675,2
1.01076,1.17949,-106.27,0.0109428,2.72165e-07,0.628627,3.0537080458,15.22,197.856737451,-106.319821717,0.8,-110.247,-106.319821717,0.00313505,197.870195426,-106.319821717,200,0.005,0.00588227,1.00258,100,1.62708,3.0537080458,1
1.0,1.0,-106.407,,3.50449e-18,1.0,2.42977067315,14.56,100.0,-106.406659457,0.8,-111.924,-106.406659457,0.01,200.0,-106.406659457,200,0.01,0.01,1.0,100,1.55096,2.42977067315,2
1.01082,1.2859,-106.467,0.0125451,3.01469e-07,0.652758,3.69426184317,14.84,197.628684817,-106.613265862,0.8,-110.481,-106.613265862,0.00319989,197.859857774,-106.613265862,200,0.005,0.00630363,1.01997,100,1.72606,3.69426184317,1
1.0,1.0,-106.584,,3.50449e-18,1.0,3.32347325739,15.04,100.0,-106.584213559,0.8,-112.193,-106.584213559,0.01,200.0,-106.584213559,200,0.01,0.01,1.0,100,1.8139,3.32347325739,2
1.0082,1.44782,-106.319,0.00975413,2.41116e-07,0.829557,2.45614907571,14.94,198.098966488,-106.11829152,0.8,-110.301,-106.11829152,0.00412444,198.374267132,-106.11829152,200,0.005,0.00719834,1.00566,100,1.69597,2.45614907571,1
1.0,1.0,-106.365,,3.50449e-18,1.0,2.9646998838,14.54,100.0,-106.364846943,0.8,-111.913,-106.364846943,0.01,200.0,-106.364846943,200,0.01,0.01,1.0,100,1.7132,2.9646998838,2
1.0072,1.60235,-106.188,0.00973887,2.44499e-07,0.790604,3.44139320417,14.2,198.072599414,-106.075632472,0.8,-110.165,-106.075632472,0.00396135,198.569752808,-106.075632472,200,0.005,0.00802866,0.997896,100,1.79912,3.44139320417,1
1.0,1.0,-106.288,,3.50449e-18,1.0,3.55604261548,14.11,100.0,-106.287902868,0.8,-111.879,-106.287902868,0.01,200.0,-106.287902868,200,0.01,0.01,1.0,100,1.87629,3.55604261548,2
1.00841,1.22982,-106.346,0.0103022,2.59285e-07,0.614237,2.47727454992,14.61,197.957191727,-106.470345674,0.8,-110.315,-106.470345674,0.00308149,198.332501097,-106.470345674,200,0.005,0.00616973,0.996657,100,1.73006,2.47727454992,1
1.0,1.0,-106.105,,3.50449e-18,1.0,2.83200131613,14.71,100.0,-106.10493246,0.8,-111.732,-106.10493246,0.01,200.0,-106.10493246,200,0.01,0.01,1.0,100,1.67442,2.83200131613,2
1.0068,1.19575,-106.242,0.00695323,1.7282e-07,0.749094,2.49757123847,14.18,198.633736412,-106.432915761,0.8,-110.234,-106.432915761,0.00373456,198.648280797,-106.432915761,200,0.005,0.00596136,1.00292,100,1.61431,2.49757123847,1
1.0,1.0,-106.612,,3.50449e-18,1.0,3.1415346178,14.54,100.0,-106.612155688,0.8,-112.183,-106.612155688,0.01,200.0,-106.612155688,200,0.01,0.01,1.0,100,1.76355,3.1415346178,2
1.00889,1.2718,-106.395,0.00792222,1.98115e-07,0.759195,2.86313682238,14.49,198.435388682,-106.251511141,0.8,-110.352,-106.251511141,0.00379655,198.237145384,-106.251511141,200,0.005,0.00635996,0.99985,100,1.74164,2.86313682238,1
1.0,1.0,-106.639,,3.50449e-18,1.0,3.14120813244,14.58,100.0,-106.638616153,0.8,-112.276,-106.638616153,0.01,200.0,-106.638616153,200,0.01,0.01,1.0,100,1.76346,3.14120813244,2
1.00774,1.42188,-106.537,0.00856226,2.13587e-07,0.730195,3.78614247156,14.91,198.314152622,-106.49704041,0.8,-110.538,-106.49704041,0.00364697,198.464448859,-106.49704041,200,0.005,0.0071016,1.0011,100,1.85659,3.78614247156,1
1.0,1.0,-106.31,,3.50449e-18,1.0,2.43371733086,14.67,100.0,-106.310357071,0.8,-111.866,-106.310357071,0.01,200.0,-106.310357071,200,0.01,0.01,1.0,100,1.55222,2.43371733086,2
1.00997,1.11778,-106.35,0.00912667,2.28916e-07,0.603058,3.12815423582,14.77,198.194183464,-106.467747935,0.8,-110.298,-106.467747935,0.00302024,198.025623669,-106.467747935,200,0.005,0.00559804,0.998362,100,1.63389,3.12815423582,1
1.0,1.0,-106.488,,3.50449e-18,1.0,3.36631329038,14.96,100.0,-106.488225665,0.8,-112.075,-106.488225665,0.01,200.0,-106.488225665,200,0.01,0.01,1.0,100,1.82555,3.36631329038,2
1.00784,1.57888,-106.536,0.00944628,2.36346e-07,0.8885,3.39414795656,15.09,198.13625565,-106.647372849,0.8,-110.502,-106.647372849,0.00444427,198.443368609,-106.647372849,200,0.005,0.00789757,0.999601,100,1.81036,3.39414795656,1
1.0,1.0,-106.79,,3.50449e-18,1.0,3.75203709167,14.64,100.0,-106.790150897,0.8,-112.41,-106.790150897,0.01,200.0,-106.790150897,200,0.01,0.01,1.0,100,1.92731,3.75203709167,2
1.011,1.26742,-106.574,0.0126304,3.14891e-07,0.652277,3.30738584369,15.06,197.524515457,-106.444735029,0.8,-110.596,-106.444735029,0.00325689,197.823392925,-106.444735029,200,0.005,0.00632836,1.00138,100,1.85087,3.30738584369,1
1.0,1.0,-106.476,,3.50449e-18,1.0,2.5268927708,14.73,100.0,-106.475655096,0.8,-112.021,-106.475655096,0.01,200.0,-106.475655096,200,0.01,0.01,1.0,100,1.58165,2.5268927708,2
1.01318,1.56244,-106.376,0.013753,3.4538e-07,0.720942,2.71210338006,14.42,197.288035832,-106.379240753,0.8,-110.323,-106.379240753,0.00361285,197.397590361,-106.379240753,200,0.005,0.00782983,0.997746,100,1.61026,2.71210338006,1
1.0,1.0,-106.587,,3.50449e-18,1.0,3.60293937556,14.66,100.0,-106.587431318,0.8,-112.196,-106.587431318,0.01,200.0,-106.587431318,200,0.01,0.01,1.0,100,1.88863,3.60293937556,2
1.01065,1.59799,-106.526,0.0122116,3.03216e-07,0.872687,3.63299332636,14.84,197.615151838,-106.54603142,0.8,-110.513,-106.54603142,0.00434859,197.892764663,-106.54603142,200,0.005,0.00796274,1.00341,100,1.88709,3.63299332636,1
1.0,1.0,-106.414,,3.50449e-18,1.0,3.59375140537,14.56,100.0,-106.414246706,0.8,-112.076,-106.414246706,0.01,200.0,-106.414246706,200,0.01,0.01,1.0,100,1.88622,3.59375140537,2
1.01089,1.39985,-106.461,0.0104819,2.59095e-07,0.785641,3.2188824303,14.83,197.958612828,-106.597634602,0.8,-110.486,-106.597634602,0.00390601,197.84644144,-106.597634602,200,0.005,0.00695967,1.00568,100,1.78685,3.2188824303,1
1.0,1.0,-106.316,,3.50449e-18,1.0,2.71035432457,14.35,100.0,-106.316273815,0.8,-111.898,-106.316273815,0.01,200.0,-106.316273815,200,0.01,0.01,1.0,100,1.63806,2.71035432457,2
1.00986,1.14192,-106.335,0.0115164,2.91922e-07,0.487951,3.45466225918,14.55,197.702950481,-106.432865641,0.8,-110.309,-106.432865641,0.0024567,198.046498363,-106.432865641,200,0.005,0.00574925,0.993105,100,1.70886,3.45466225918,1
1.0,1.0,-106.501,,3.50449e-18,1.0,2.85326647992,14.83,100.0,-106.500964234,0.8,-112.091,-106.500964234,0.01,200.0,-106.500964234,200,0.01,0.01,1.0,100,1.68069,2.85326647992,2
1.0,9.62911,-106.066,1.50868,4.22716e-05,0.0561333,2.69467479156,14.52,74.559885978,-106.123427152,0.8,-110.018,-106.123427152,0.00029713,199.999594689,-106.123427152,200,0.005,0.0509697,0.944592,100,2.10941,2.69467479156,1
1.0,1.0,-106.291,,3.50449e-18,1.0,3.76597847696,14.84,100.0,-106.291340958,0.8,-111.905,-106.291340958,0.01,200.0,-106.291340958,200,0.01,0.01,1.0,100,1.93089,3.76597847696,2
1.01316,1.43769,-106.222,0.0121174,3.00967e-07,0.696269,3.04181856432,15.03,197.632695308,-106.25594599,0.8,-110.218,-106.25594599,0.00347002,197.40235169,-106.25594599,200,0.005,0.00716506,1.00326,100,1.81524,3.04181856432,1
1.0,1.0,-106.319,,3.50449e-18,1.0,2.84945678906,14.39,100.0,-106.318587107,0.8,-111.861,-106.318587107,0.01,200.0,-106.318587107,200,0.01,0.01,1.0,100,1.67957,2.84945678906,2
1.01239,1.439,-106.442,0.0159378,4.03025e-07,0.575241,3.30172969836,15.08,196.842615316,-106.660821131,0.8,-110.424,-106.660821131,0.00289269,197.55185802,-106.660821131,200,0.005,0.00723625,0.994301,100,1.72173,3.30172969836,1
1.0,1.0,-106.094,,3.50449e-18,1.0,1.95269425696,14.78,100.0,-106.09370746,0.8,-111.627,-106.09370746,0.01,200.0,-106.09370746,200,0.01,0.01,1.0,100,1.39038,1.95269425696,2
1.00633,1.32238,-106.126,0.00583293,1.48269e-07,0.840583,3.300028995,14.72,198.826664012,-106.209221798,0.8,-110.099,-106.209221798,0.00423801,198.741843036,-106.209221798,200,0.005,0.00666713,0.991718,100,1.59106,3.300028995,1
1.0,1.0,-106.342,,3.50449e-18,1.0,2.55904710808,14.79,100.0,-106.342119603,0.8,-111.934,-106.342119603,0.01,200.0,-106.342119603,200,0.01,0.01,1.0,100,1.59168,2.55904710808,2
1.00322,1.35414,-106.372,0.00372976,9.33454e-08,0.912548,2.80205519092,15.05,199.259700437,-106.427014304,0.8,-110.332,-106.427014304,0.00456522,199.357553394,-106.427014304,200,0.005,0.00677436,0.999456,100,1.60592,2.80205519092,1
1.0,1.0,-106.421,,3.50449e-18,1.0,2.80541328967,14.81,100.0,-106.42054978,0.8,-111.978,-106.42054978,0.01,200.0,-106.42054978,200,0.01,0.01,1.0,100,1.66654,2.80541328967,2
1.00949,1.32874,-106.515,0.00852785,2.21007e-07,0.693461,3.16130871377,15.19,198.256099625,-106.68452052,0.8,-110.491,-106.68452052,0.00353025,198.119418996,-106.68452052,200,0.005,0.00676428,0.98217,100,1.71005,3.16130871377,1
1.0,1.0,-106.653,,3.50449e-18,1.0,3.70083977006,15.11,100.0,-106.653104848,0.8,-112.26,-106.653104848,0.01,200.0,-106.653104848,200,0.01,0.01,1.0,100,1.91411,3.70083977006,2
1.01205,1.26089,-106.542,0.010063,2.50834e-07,0.687764,3.05241560406,14.85,198.023153282,-106.520632412,0.8,-110.531,-106.520632412,0.00343375,197.618851302,-106.520632412,200,0.005,0.00629515,1.00148,100,1.80845,3.05241560406,1
1.0,1.0,-106.243,,3.50449e-18,1.0,2.85824263109,14.37,100.0,-106.243482414,0.8,-111.782,-106.243482414,0.01,200.0,-106.243482414,200,0.01,0.01,1.0,100,1.68216,2.85824263109,2
1.0018,1.10425,-106.357,0.00125479,3.15021e-08,0.91447,3.08861174676,14.9,199.749548296,-106.485820013,0.8,-110.321,-106.485820013,0.00458198,199.64034975,-106.485820013,200,0.005,0.0055329,0.997898,100,1.7141,3.08861174676,1
1.0,1.0,-106.288,,3.50449e-18,1.0,2.65440450859,14.49,100.0,-106.288210756,0.8,-111.848,-106.288210756,0.01,200.0,-106.288210756,200,0.01,0.01,1.0,100,1.62107,2.65440450859,2
1.00464,1.23774,-106.521,0.00483587,1.199e-07,0.847996,3.93960893487,14.79,199.050105047,-106.790804154,0.8,-110.492,-106.790804154,0.00422247,199.075982279,-106.790804154,200,0.005,0.00616312,1.00415,100,1.8118,3.93960893487,1
1.0,1.0,-106.748,,3.50449e-18,1.0,2.97895896944,14.8,100.0,-106.74776994,0.8,-112.305,-106.74776994,0.01,200.0,-106.74776994,200,0.01,0.01,1.0,100,1.71731,2.97895896944,2
1.14875,126.757,-106.122,79.3579,0.000753902,0.629704,3.31938567394,14.67,6.45050715102,-106.2892167,0.8,-110.375,-106.2892167,0.00194088,174.10205817,-106.2892167,200,0.005,0.390692,1.62221,100,2.73257,3.31938567394,1
1.0,1.0,-106.221,,3.50449e-18,1.0,2.91163569931,14.54,100.0,-106.220885407,0.8,-111.842,-106.220885407,0.01,200.0,-106.220885407,200,0.01,0.01,1.0,100,1.6978,2.91163569931,2
1.01034,1.4087,-106.197,0.012428,3.06264e-07,0.698438,2.63228809618,14.64,197.591593419,-106.251045819,0.8,-110.192,-106.251045819,0.00346717,197.954103368,-106.251045819,200,0.005,0.00699302,1.00722,100,1.66396,2.63228809618,1
1.0,1.0,-106.457,,3.50449e-18,1.0,2.65706629283,14.9,100.0,-106.457171749,0.8,-111.971,-106.457171749,0.01,200.0,-106.457171749,200,0.01,0.01,1.0,100,1.62188,2.65706629283,2
1.0113,1.45252,-106.623,0.0122208,3.03548e-07,0.752023,3.54848085738,14.92,197.612625676,-106.874860094,0.8,-110.629,-106.874860094,0.00374797,197.764699462,-106.874860094,200,0.005,0.00723912,1.00324,100,1.74273,3.54848085738,1
1.0,1.0,-106.706,,3.50449e-18,1.0,3.84728063138,15.11,100.0,-106.70646135,0.8,-112.319,-106.70646135,0.01,200.0,-106.70646135,200,0.01,0.01,1.0,100,1.95162,3.84728063138,2
1.00796,1.20245,-106.553,0.00805162,1.9955e-07,0.544865,3.61641283773,14.68,198.424113859,-106.464339795,0.8,-110.538,-106.464339795,0.00271252,198.420509346,-106.464339795,200,0.005,0.0059862,1.00435,100,1.94876,3.61641283773,1
1.0,1.0,-106.601,,3.50449e-18,1.0,2.9299661681,15.08,100.0,-106.601082007,0.8,-112.185,-106.601082007,0.01,200.0,-106.601082007,200,0.01,0.01,1.0,100,1.70313,2.9299661681,2
1.00696,1.12373,-106.37,0.00767336,1.93985e-07,0.670141,1.99958309234,14.39,198.46772355,-106.194021635,0.8,-110.332,-106.194021635,0.00336944,198.61784971,-106.194021635,200,0.005,0.00565006,0.994441,100,1.56675,1.99958309234,1
1.0,1.0,-106.261,,3.50449e-18,1.0,2.80382899518,14.87,100.0,-106.261038614,0.8,-111.788,-106.261038614,0.01,200.0,-106.261038614,200,0.01,0.01,1.0,100,1.66607,2.80382899518,2
1.00617,1.11044,-106.355,0.00702318,1.74592e-07,0.672227,2.92829707502,14.74,198.619778369,-106.497983463,0.8,-110.338,-106.497983463,0.00335167,198.774054852,-106.497983463,200,0.005,0.00553656,1.00282,100,1.6667,2.92829707502,1
1.0,1.0,-106.504,,3.50449e-18,1.0,2.98295731469,15.13,100.0,-106.504330513,0.8,-112.087,-106.504330513,0.01,200.0,-106.504330513,200,0.01,0.01,1.0,100,1.71847,2.98295731469,2
1.00598,1.10789,-106.406,0.00715932,1.81223e-07,0.628229,2.38648465021,14.97,198.567833156,-106.35617366,0.8,-110.367,-106.35617366,0.00316074,198.811954776,-106.35617366,200,0.005,0.005574,0.993801,100,1.61353,2.38648465021,1
1.0,1.0,-106.559,,3.50449e-18,1.0,3.37333732417,14.62,100.0,-106.558777483,0.8,-112.156,-106.558777483,0.01,200.0,-106.558777483,200,0.01,0.01,1.0,100,1.82746,3.37333732417,2
1.00397,1.29936,-106.457,0.0044899,1.13378e-07,0.884002,3.86923420006,15.11,199.101609368,-106.3859899,0.8,-110.427,-106.3859899,0.00444221,199.210127823,-106.3859899,200,0.005,0.00652941,0.995004,100,1.88161,3.86923420006,1
1.0,1.0,-106.209,,3.50449e-18,1.0,3.19182751675,14.86,100.0,-106.209065673,0.8,-111.788,-106.209065673,0.01,200.0,-106.209065673,200,0.01,0.01,1.0,100,1.77761,3.19182751675,2
1.00161,1.1864,-106.261,0.00193569,4.82911e-08,0.789078,2.99810626539,14.88,199.616317594,-106.326348529,0.8,-110.231,-106.326348529,0.00394127,199.67786782,-106.326348529,200,0.005,0.0059258,1.00105,100,1.7457,2.99810626539,1
1.0,1.0,-106.661,,3.50449e-18,1.0,3.5019711327,14.93,100.0,-106.661075709,0.8,-112.266,-106.661075709,0.01,200.0,-106.661075709,200,0.01,0.01,1.0,100,1.86197,3.5019711327,2
1.00425,1.08198,-106.43,0.00350088,8.70663e-08,0.838074,2.18939421733,14.65,199.309346652,-106.231242246,0.8,-110.402,-106.231242246,0.00417945,199.154154751,-106.231242246,200,0.005,0.00539581,1.00261,100,1.67705,2.18939421733,1
1.0,1.0,-106.46,,3.50449e-18,1.0,3.40115120726,15.11,100.0,-106.460196348,0.8,-112.035,-106.460196348,0.01,200.0,-106.460196348,200,0.01,0.01,1.0,100,1.83498,3.40115120726,2
1.00695,1.20525,-106.327,0.00729638,1.84456e-07,0.675677,3.01735342786,14.81,198.542418025,-106.24907032,0.8,-110.32,-106.24907032,0.00339728,198.61876674,-106.24907032,200,0.005,0.00605994,0.994437,100,1.74298,3.01735342786,1
1.0,1.0,-106.52,,3.50449e-18,1.0,2.39019764501,14.99,100.0,-106.519957203,0.8,-112.081,-106.519957203,0.01,200.0,-106.519957203,200,0.01,0.01,1.0,100,1.53828,2.39019764501,2
1.00974,1.45384,-106.429,0.0130053,3.26737e-07,0.618641,2.9248252915,14.72,197.432584993,-106.417299905,0.8,-110.481,-106.417299905,0.00310083,198.071493007,-106.417299905,200,0.005,0.00728711,0.997542,100,1.58229,2.9248252915,1
1.0,1.0,-106.204,,3.50449e-18,1.0,2.8604534679,14.22,100.0,-106.203975082,0.8,-111.755,-106.203975082,0.01,200.0,-106.203975082,200,0.01,0.01,1.0,100,1.68281,2.8604534679,2
