VarVanillaIw,VarNormIw,MinNormIw,EpsThisIter,MaxVanillaIw,ESSClassic,AvgDiscRet,Bound,BatchSize,VanillaAvgRet,AvgEpLen,MinVanillaIw,AvgRet,MaxNormIw,ESSRenyi,AvgNormIw,VarRet,VarJ,J,AvgVanillaIw,eRenyi2,VarDiscRet,IterType
,3.5044917e-18,0.01,100,1.0,100.0,0.013938871886526911,-5.2728596,400,0.013938871886526911,500.0,1.0,0.013938871886526911,0.01,400.0,0.009999998,213.9385131535057,14.553321,0.013938785,1.0,1.0,213.9385131535057,2
,2.179301e-19,0.005,100,1.0,200.00000010221265,-0.4336335725227825,-3.9481785,400,-0.4336335725227825,500.0,1.0,-0.4336335725227825,0.005,400.0,0.0049999994,245.24619879652423,15.078013,-0.20984739,1.0,1.0,245.24619879652423,2
,5.4391416e-20,0.0033333334,100,1.0,299.999969473632,0.961942168025208,-2.8715851,400,0.961942168025208,500.0,1.0,0.961942168025208,0.0033333334,400.0,0.0033333336,328.21795701282855,16.13014,0.18074921,1.0,1.0,328.21795701282855,2
556273200.0,0.0014955249,3.226964e-10,100,464466.2,1.6688516788234877,2.5358212197568744,-inf,500,-4.2180056423688,500.0,0.00019680736,-4.2180056423688,0.7615648,nan,0.0025,133.93851575863084,24.081076,-2.0985548,1524.71,nan,315.87942102975273,
339775.84,0.0018745653,3.5501436e-08,100,13034.925,1.0667711026829618,-5.7051173724488935,19.896858,500,-5.7051173724488935,500.0,0.00047796036,-5.7051173724488935,0.9681944,54.67938146953341,0.002,149.1820206772626,19.5082,27.840017,26.926254,9.144215,149.1820206772626,1
,3.5044917e-18,0.01,100,1.0,100.0,-1.5917399897684805,-5.646726,500,-1.5917399897684805,500.0,1.0,-1.5917399897684805,0.01,500.0,0.009999998,166.4005973929807,12.834976,-1.59174,1.0,1.0,166.4005973929807,2
,2.179301e-19,0.005,100,1.0,200.00000010221265,0.9787866304203796,-3.6154962,500,0.9787866304203796,500.0,1.0,0.9787866304203796,0.005,500.0,0.0049999994,192.79935518467985,13.396114,-0.30647668,1.0,1.0,192.79935518467985,2
,5.4391416e-20,0.0033333334,100,1.0,299.999969473632,-0.840320693932065,-4.188647,500,-0.840320693932065,500.0,1.0,-0.840320693932065,0.0033333334,500.0,0.0033333336,273.3731036262586,14.4883995,-0.48442453,1.0,1.0,273.3731036262586,2
,5.434597e-20,0.0025,100,1.0,400.0,0.5453267027234403,-3.4349377,500,0.5453267027234403,500.0,1.0,0.5453267027234403,0.0025,500.0,0.0024999997,258.28511092260914,14.88488,-0.22698674,1.0,1.0,258.28511092260914,2
164479.19,0.001787684,2.7802763e-10,100,9069.322,1.118500316562132,0.6505840925422111,59.907898,500,0.6505840925422111,500.0,2.6668467e-06,0.6505840925422111,0.945507,24.081968205562468,0.0019999999,267.87219485882406,69.36818,72.981995,19.18404,20.762423,267.87219485882406,1
,3.5044917e-18,0.01,100,1.0,100.0,14.807340535626848,8.045315,500,14.807340535626848,500.0,1.0,14.807340535626848,0.01,500.0,0.009999998,421.28904270767197,20.422441,14.807341,1.0,1.0,421.28904270767197,2
,2.179301e-19,0.005,100,1.0,200.00000010221265,13.952901111608783,9.598647,500,13.952901111608783,500.0,1.0,13.952901111608783,0.005,500.0,0.0049999994,361.89180067874537,19.694086,14.380121,1.0,1.0,361.89180067874537,2
,5.4391416e-20,0.0033333334,100,1.0,299.999969473632,12.568276152228352,9.872114,500,12.568276152228352,500.0,1.0,12.568276152228352,0.0033333334,500.0,0.0033333336,258.05500508204705,18.559607,13.776172,1.0,1.0,258.05500508204705,2
,5.434597e-20,0.0025,100,1.0,400.0,12.535242502078974,10.084928,500,12.535242502078974,500.0,1.0,12.535242502078974,0.0025,500.0,0.0024999997,284.65906322547545,18.14073,13.46594,1.0,1.0,284.65906322547545,2
66919.31,0.0017077094,2.3121015e-12,100,5784.798,1.1707589408242907,14.33222613576646,57.217453,500,14.33222613576646,500.0,1.4473572e-08,14.33222613576646,0.9241009,32.95608656529436,0.002,343.48845124210544,54.089268,68.99647,12.519841,15.171704,343.48845124210544,1
,3.5044917e-18,0.01,100,1.0,100.0,25.7726733253275,20.155905,500,25.7726733253275,500.0,1.0,25.7726733253275,0.01,500.0,0.009999998,455.04180138424226,21.224783,25.772673,1.0,1.0,455.04180138424226,2
,2.179301e-19,0.005,100,1.0,200.00000010221265,24.588554711211188,21.20896,500,24.588554711211188,500.0,1.0,24.588554711211188,0.005,500.0,0.0049999994,387.56794764372364,20.431406,25.180614,1.0,1.0,387.56794764372364,2
,5.4391416e-20,0.0033333334,100,1.0,299.999969473632,26.880731129375718,22.197357,500,26.880731129375718,500.0,1.0,26.880731129375718,0.0033333334,500.0,0.0033333336,457.41749057876706,20.733667,25.74732,1.0,1.0,457.41749057876706,2
,5.434597e-20,0.0025,100,1.0,400.0,28.954725663633067,23.474813,500,28.954725663633067,500.0,1.0,28.954725663633067,0.0025,500.0,0.0024999997,358.39705324628113,20.323532,26.549171,1.0,1.0,358.39705324628113,2
14633.049,0.0014004972,4.409077e-10,100,2704.7412,1.4268429301731045,22.61783796898535,52.994614,500,22.61783796898535,500.0,1.425194e-06,22.61783796898535,0.8367571,42.69730323263364,0.0019999996,274.7309900598504,69.5776,62.4045,6.464818,11.710341,274.7309900598504,1
,3.5044917e-18,0.01,100,1.0,100.0,43.987710641998326,37.059315,500,43.987710641998326,500.0,1.0,43.987710641998326,0.01,500.0,0.009999998,370.04695094637907,19.140179,43.987713,1.0,1.0,370.04695094637907,2
,2.179301e-19,0.005,100,1.0,200.00000010221265,40.527191718006904,37.14632,500,40.527191718006904,500.0,1.0,40.527191718006904,0.005,500.0,0.0049999994,405.4586186360558,19.668987,42.25745,1.0,1.0,405.4586186360558,2
,5.4391416e-20,0.0033333334,100,1.0,299.999969473632,42.047741915256054,38.014328,500,42.047741915256054,500.0,1.0,42.047741915256054,0.0033333334,500.0,0.0033333336,305.97958818639415,18.944544,42.18755,1.0,1.0,305.97958818639415,2
,5.434597e-20,0.0025,100,1.0,400.0,39.70166359063397,37.95196,500,39.70166359063397,500.0,1.0,39.70166359063397,0.0025,500.0,0.0024999997,270.0548232424357,18.362164,41.566074,1.0,1.0,270.0548232424357,2
27184.404,0.0016224596,2.089723e-08,100,3687.3652,1.232123040100338,43.018984908661075,69.531166,500,43.018984908661075,500.0,8.5538515e-05,43.018984908661075,0.9008307,54.01070884934675,0.0020000003,322.4153882626664,59.779907,79.36656,8.186589,9.257423,322.4153882626664,1
,3.5044917e-18,0.01,100,1.0,100.0,48.81344562637504,41.6568,500,48.81344562637504,500.0,1.0,48.81344562637504,0.01,500.0,0.009999998,284.35954122666084,16.778437,48.813446,1.0,1.0,284.35954122666084,2
,2.179301e-19,0.005,100,1.0,200.00000010221265,50.51603537899134,44.40258,500,50.51603537899134,500.0,1.0,50.51603537899134,0.005,500.0,0.0049999994,298.52962267740645,17.007494,49.66474,1.0,1.0,298.52962267740645,2
,5.4391416e-20,0.0033333334,100,1.0,299.999969473632,50.308857772172104,45.538563,500,50.308857772172104,500.0,1.0,50.308857772172104,0.0033333334,500.0,0.0033333336,283.9595540569148,16.930311,49.879448,1.0,1.0,283.9595540569148,2
,5.434597e-20,0.0025,100,1.0,400.0,48.69047578473841,45.754456,500,48.69047578473841,500.0,1.0,48.69047578473841,0.0025,500.0,0.0024999997,248.5216621770398,16.635828,49.582203,1.0,1.0,248.5216621770398,2
77565.54,0.0017359138,1.829393e-07,100,6228.298,1.151780602064493,52.66173760351937,69.14893,500,52.66173760351937,500.0,0.0012228617,52.66173760351937,0.9317492,93.41012392580576,0.002,215.7617545454543,27.33146,77.06986,13.369043,5.352739,215.7617545454543,1
,3.5044917e-18,0.01,100,1.0,100.0,58.53367621965949,50.886475,500,58.53367621965949,500.0,1.0,58.53367621965949,0.01,500.0,0.009999998,307.67788784060286,17.452826,58.533676,1.0,1.0,307.67788784060286,2
,2.179301e-19,0.005,100,1.0,200.00000010221265,58.2729194690079,52.99591,500,58.2729194690079,500.0,1.0,58.2729194690079,0.005,500.0,0.0049999994,440.37011972573737,19.243198,58.403297,1.0,1.0,440.37011972573737,2
,5.4391416e-20,0.0033333334,100,1.0,299.999969473632,56.1577840731899,53.09509,500,56.1577840731899,500.0,1.0,56.1577840731899,0.0033333334,500.0,0.0033333336,320.34787476872594,18.80698,57.654793,1.0,1.0,320.34787476872594,2
,5.434597e-20,0.0025,100,1.0,400.0,57.22037467669504,53.59737,500,57.22037467669504,500.0,1.0,57.22037467669504,0.0025,500.0,0.0024999997,383.41342073320686,18.979122,57.54619,1.0,1.0,383.41342073320686,2
56613.49,0.0016505108,4.9353055e-08,100,5321.242,1.211233230183572,55.4410613749355,78.10104,500,55.4410613749355,500.0,0.00028904458,55.4410613749355,0.90857804,75.74894091006713,0.002,399.6320466731676,40.262196,87.175255,11.713341,6.6007524,399.6320466731676,1
,3.5044917e-18,0.01,100,1.0,100.0,64.45724804118606,56.334568,500,64.45724804118606,500.0,1.0,64.45724804118606,0.01,500.0,0.009999998,246.02822322669854,15.606663,64.457245,1.0,1.0,246.02822322669854,2
,2.179301e-19,0.005,100,1.0,200.00000010221265,61.112816792660354,57.04143,500,61.112816792660354,500.0,1.0,61.112816792660354,0.005,500.0,0.0049999994,235.717527299826,15.53256,62.78503,1.0,1.0,235.717527299826,2
,5.4391416e-20,0.0033333334,100,1.0,299.999969473632,61.21089049276633,57.57069,500,61.21089049276633,500.0,1.0,61.21089049276633,0.0033333334,500.0,0.0033333336,231.71417180690423,15.422601,62.26032,1.0,1.0,231.71417180690423,2
,5.434597e-20,0.0025,100,1.0,400.0,64.47580956713661,58.752853,500,64.47580956713661,500.0,1.0,64.47580956713661,0.0025,500.0,0.0024999997,247.96772052463123,15.514019,62.814194,1.0,1.0,247.96772052463123,2
9946.296,0.0014004111,8.242514e-10,100,2230.302,1.426930274428139,64.75465000909762,76.57447,500,64.75465000909762,500.0,2.196659e-06,64.75465000909762,0.83687526,42.68526157268869,0.0019999999,271.5006462904167,57.49139,89.1155,5.3300705,11.713645,271.5006462904167,1
,3.5044917e-18,0.01,100,1.0,100.0,73.90471232636351,65.79686,500,73.90471232636351,500.0,1.0,73.90471232636351,0.01,500.0,0.009999998,160.92877641305796,12.622183,73.90472,1.0,1.0,160.92877641305796,2
,2.179301e-19,0.005,100,1.0,200.00000010221265,73.13025295555764,67.75981,500,73.13025295555764,500.0,1.0,73.13025295555764,0.005,500.0,0.0049999994,191.73739573055113,13.218158,73.51748,1.0,1.0,191.73739573055113,2
,5.4391416e-20,0.0033333334,100,1.0,299.999969473632,73.07539670919688,68.669014,500,73.07539670919688,500.0,1.0,73.07539670919688,0.0033333334,500.0,0.0033333336,127.4119089645129,12.592425,73.370125,1.0,1.0,127.4119089645129,2
,5.434597e-20,0.0025,100,1.0,400.0,71.12559460168305,68.73771,500,71.12559460168305,500.0,1.0,71.12559460168305,0.0025,500.0,0.0024999997,163.57862206670316,12.663222,72.80899,1.0,1.0,163.57862206670316,2
879.8599,0.0005625736,1.6077933e-09,100,660.6591,3.5370177732376713,74.9067607145895,78.05073,500,74.9067607145895,500.0,2.0107007e-06,74.9067607145895,0.52827525,73.87248187771999,0.002,177.76507886941818,52.08507,87.52444,2.5011928,6.76842,177.76507886941818,1
,3.5044917e-18,0.01,100,1.0,100.0,80.24898423514473,72.20749,500,80.24898423514473,500.0,1.0,80.24898423514473,0.01,500.0,0.009999998,112.15408223224402,10.537197,80.24898,1.0,1.0,112.15408223224402,2
,2.179301e-19,0.005,100,1.0,200.00000010221265,77.81220076270338,73.344406,500,77.81220076270338,500.0,1.0,77.81220076270338,0.005,500.0,0.0049999994,150.1246515310847,11.459164,79.030594,1.0,1.0,150.1246515310847,2
,5.4391416e-20,0.0033333334,100,1.0,299.999969473632,79.2838830305556,74.47227,500,79.2838830305556,500.0,1.0,79.2838830305556,0.0033333334,500.0,0.0033333336,106.53728722958378,11.077599,79.11502,1.0,1.0,106.53728722958378,2
,5.434597e-20,0.0025,100,1.0,400.0,77.63110707240631,74.72329,500,77.63110707240631,500.0,1.0,77.63110707240631,0.0025,500.0,0.0024999997,150.09158244320156,11.383999,78.74403,1.0,1.0,150.09158244320156,2
5149.5728,0.0012559129,3.473876e-06,100,1605.1758,1.5905826393683684,79.33829389314661,83.581505,500,79.33829389314661,500.0,0.0070342883,79.33829389314661,0.79271436,105.57784147677037,0.002,156.334013439889,32.528225,91.41005,4.0498214,4.735842,156.334013439889,1
,3.5044917e-18,0.01,100,1.0,100.0,83.11809955904192,75.01648,500,83.11809955904192,500.0,1.0,83.11809955904192,0.01,500.0,0.009999998,67.73692043393496,8.18899,83.118095,1.0,1.0,67.73692043393496,2
,2.179301e-19,0.005,100,1.0,200.00000010221265,81.28282656144297,76.40314,500,81.28282656144297,500.0,1.0,81.28282656144297,0.005,500.0,0.0049999994,96.35397681589524,9.059087,82.20046,1.0,1.0,96.35397681589524,2
,5.4391416e-20,0.0033333334,100,1.0,299.999969473632,81.9047079903925,77.368385,500,81.9047079903925,500.0,1.0,81.9047079903925,0.0033333334,500.0,0.0033333336,92.73317459494842,9.237573,82.10188,1.0,1.0,92.73317459494842,2
,5.434597e-20,0.0025,100,1.0,400.0,82.01388335642406,77.95418,500,82.01388335642406,500.0,1.0,82.01388335642406,0.0025,500.0,0.0024999997,81.624463965583,9.176224,82.07988,1.0,1.0,81.624463965583,2
23336.953,0.0015467972,6.5369323e-07,100,3416.6294,1.2922372205970962,84.27222691848964,88.616585,500,84.27222691848964,500.0,0.0025390978,84.27222691848964,0.87961465,104.18037546926206,0.0020000003,72.0199239508304,26.46007,96.700745,7.768469,4.7993684,72.0199239508304,1
,3.5044917e-18,0.01,100,1.0,100.0,85.82942531850476,77.52349,500,85.82942531850476,500.0,1.0,85.82942531850476,0.01,500.0,0.009999998,61.790652956199374,7.8213,85.82942,1.0,1.0,61.790652956199374,2
,2.179301e-19,0.005,100,1.0,200.00000010221265,84.91676608234111,79.49991,500,84.91676608234111,500.0,1.0,84.91676608234111,0.005,500.0,0.0049999994,58.600838799141954,7.7331767,85.37309,1.0,1.0,58.600838799141954,2
,5.4391416e-20,0.0033333334,100,1.0,299.999969473632,85.60910823088807,80.656334,500,85.60910823088807,500.0,1.0,85.60910823088807,0.0033333334,500.0,0.0033333336,70.5320335816707,7.9470725,85.45177,1.0,1.0,70.5320335816707,2
,5.434597e-20,0.0025,100,1.0,400.0,86.10860047160159,81.45329,500,86.10860047160159,500.0,1.0,86.10860047160159,0.0025,500.0,0.0024999997,63.78925790620193,7.9520884,85.61597,1.0,1.0,63.78925790620193,2
5093.622,0.0011805759,7.58833e-07,100,1596.4541,1.691739973146172,84.88018267133995,88.771675,500,84.88018267133995,500.0,0.0015762047,84.88018267133995,0.7685817,121.32570866839153,0.0020000003,61.16792697778987,40.685654,96.33,4.154286,4.121138,61.16792697778987,1
,3.5044917e-18,0.01,100,1.0,100.0,88.84693550970965,80.511154,500,88.84693550970965,500.0,1.0,88.84693550970965,0.01,500.0,0.009999998,38.282743230016116,6.1562905,88.84694,1.0,1.0,38.282743230016116,2
,2.179301e-19,0.005,100,1.0,200.00000010221265,87.93463602347265,82.4965,500,87.93463602347265,500.0,1.0,87.93463602347265,0.005,500.0,0.0049999994,29.841567732788594,5.8249125,88.390785,1.0,1.0,29.841567732788594,2
,5.4391416e-20,0.0033333334,100,1.0,299.999969473632,87.79682407428852,83.380135,500,87.79682407428852,500.0,1.0,87.79682407428852,0.0033333334,500.0,0.0033333336,41.50427977827503,6.0327897,88.1928,1.0,1.0,41.50427977827503,2
,5.434597e-20,0.0025,100,1.0,400.0,88.59733098478375,84.12604,500,88.59733098478375,500.0,1.0,88.59733098478375,0.0025,500.0,0.0024999997,32.09803195305595,5.938927,88.29393,1.0,1.0,32.09803195305595,2
908.5146,0.00070863933,1.6153572e-06,100,673.959,2.8120621581046907,87.06510686169926,88.176414,500,87.06510686169926,500.0,0.0018290346,87.06510686169926,0.59522355,145.9486661210053,0.0020000003,48.06744616090806,44.782738,95.07637,2.2645576,3.425862,48.06744616090806,1
,3.5044917e-18,0.01,100,1.0,100.0,89.09057974701545,80.85602,500,89.09057974701545,500.0,1.0,89.09057974701545,0.01,500.0,0.009999998,24.427703966429483,4.917665,89.090576,1.0,1.0,24.427703966429483,2
,2.179301e-19,0.005,100,1.0,200.00000010221265,89.81110248404981,83.59591,500,89.81110248404981,500.0,1.0,89.81110248404981,0.005,500.0,0.0049999994,26.140690954089045,5.0160885,89.45084,1.0,1.0,26.140690954089045,2
,5.4391416e-20,0.0033333334,100,1.0,299.999969473632,89.75293702274077,84.61931,500,89.75293702274077,500.0,1.0,89.75293702274077,0.0033333334,500.0,0.0033333336,30.326530036841785,5.177078,89.55155,1.0,1.0,30.326530036841785,2
,5.434597e-20,0.0025,100,1.0,400.0,89.59598383679577,85.25636,500,89.59598383679577,500.0,1.0,89.59598383679577,0.0025,500.0,0.0024999997,28.908198872057557,5.2207994,89.56265,1.0,1.0,28.908198872057557,2
4751.294,0.0011875778,1.5604246e-05,100,1542.0581,1.6817993085561334,89.45910159715463,89.47276,500,89.45910159715463,500.0,0.031211719,89.45910159715463,0.77094936,178.9525116472831,0.002,35.21160067834985,26.796015,95.910965,4.0004134,2.7940373,35.21160067834985,1
,3.5044917e-18,0.01,100,1.0,100.0,89.07914651336029,80.75222,500,89.07914651336029,500.0,1.0,89.07914651336029,0.01,500.0,0.009999998,31.26390513207617,5.563386,89.07914,1.0,1.0,31.26390513207617,2
,2.179301e-19,0.005,100,1.0,200.00000010221265,90.18056710651456,83.73965,500,90.18056710651456,500.0,1.0,90.18056710651456,0.005,500.0,0.0049999994,27.83547525852199,5.4366784,89.62985,1.0,1.0,27.83547525852199,2
,5.4391416e-20,0.0033333334,100,1.0,299.999969473632,89.91551969211105,84.91576,500,89.91551969211105,500.0,1.0,89.91551969211105,0.0033333334,500.0,0.0033333336,18.209332756392968,5.0726914,89.72509,1.0,1.0,18.209332756392968,2
,5.434597e-20,0.0025,100,1.0,400.0,89.65363593980703,85.54221,500,89.65363593980703,500.0,1.0,89.65363593980703,0.0025,500.0,0.0024999997,30.7456719135156,5.187452,89.707214,1.0,1.0,30.7456719135156,2
0.7683531,2.9141293e-06,5.7706424e-05,100,9.716316,289.50677763758523,89.67424307025756,86.86515,500,89.67424307025756,500.0,0.029631266,89.67424307025756,0.018922374,339.5372509076944,0.0019999999,43.34976400672293,5.3760624,91.415375,1.026966,1.4725925,43.34976400672293,1
,3.5044917e-18,0.01,100,1.0,100.0,90.16174557589815,81.953125,500,90.16174557589815,500.0,1.0,90.16174557589815,0.01,500.0,0.009999998,82.16213592374618,9.018898,90.16174,1.0,1.0,82.16213592374618,2
,2.179301e-19,0.005,100,1.0,200.00000010221265,90.96093806219966,84.73507,500,90.96093806219966,500.0,1.0,90.96093806219966,0.005,500.0,0.0049999994,14.989868272944923,6.946216,90.56134,1.0,1.0,14.989868272944923,2
,5.4391416e-20,0.0033333334,100,1.0,299.999969473632,90.62256018799197,85.79907,500,90.62256018799197,500.0,1.0,90.62256018799197,0.0033333334,500.0,0.0033333336,35.86327411857273,6.6334243,90.58175,1.0,1.0,35.86327411857273,2
,5.434597e-20,0.0025,100,1.0,400.0,90.45869719730723,86.38159,500,90.45869719730723,500.0,1.0,90.45869719730723,0.0025,500.0,0.0024999997,21.60141898292422,6.192813,90.550995,1.0,1.0,21.60141898292422,2
0.4195267,1.6799682e-06,9.793462e-05,100,4.2511067,352.323046018992,90.78513328618126,87.61905,500,90.78513328618126,500.0,0.048940178,90.78513328618126,0.008506928,374.09602243628564,0.002,19.74922981841075,4.2959023,91.93256,0.99944586,1.3365552,19.74922981841075,1
,3.5044917e-18,0.01,100,1.0,100.0,90.59760165447453,82.44999,500,90.59760165447453,500.0,1.0,90.59760165447453,0.01,500.0,0.009999998,22.03883414304826,4.671022,90.5976,1.0,1.0,22.03883414304826,2
,2.179301e-19,0.005,100,1.0,200.00000010221265,91.59927418626505,85.22063,500,91.59927418626505,500.0,1.0,91.59927418626505,0.005,500.0,0.0049999994,15.468497497521728,4.3378525,91.098434,1.0,1.0,15.468497497521728,2
,5.4391416e-20,0.0033333334,100,1.0,299.999969473632,91.37866191536543,86.38989,500,91.37866191536543,500.0,1.0,91.37866191536543,0.0033333334,500.0,0.0033333336,18.176148407565815,4.308158,91.19185,1.0,1.0,18.176148407565815,2
,5.434597e-20,0.0025,100,1.0,400.0,91.94800571035354,87.15652,500,91.94800571035354,500.0,1.0,91.94800571035354,0.0025,500.0,0.0024999997,14.388466915345383,4.1938667,91.38088,1.0,1.0,14.388466915345383,2
0.2736832,1.0526236e-06,0.0003166114,100,3.6835647,395.9989780281182,91.80180558102451,88.06543,500,91.80180558102451,500.0,0.16144109,91.80180558102451,0.007224051,411.73365688501985,0.0019999999,12.302769943223781,4.056478,92.22917,1.0198058,1.2143773,12.302769943223781,1
,3.5044917e-18,0.01,100,1.0,100.0,92.42607195830355,84.01492,500,92.42607195830355,500.0,1.0,92.42607195830355,0.01,500.0,0.009999998,11.59258145745984,3.3877213,92.42607,1.0,1.0,11.59258145745984,2
,2.179301e-19,0.005,100,1.0,200.00000010221265,91.42989713222454,85.91123,500,91.42989713222454,500.0,1.0,91.42989713222454,0.005,500.0,0.0049999994,14.757108411358338,3.6457083,91.927986,1.0,1.0,14.757108411358338,2
,5.4391416e-20,0.0033333334,100,1.0,299.999969473632,92.08991948317069,87.069305,500,92.08991948317069,500.0,1.0,92.08991948317069,0.0033333334,500.0,0.0033333336,10.757747750957833,3.5237305,91.981964,1.0,1.0,10.757747750957833,2
,5.434597e-20,0.0025,100,1.0,400.0,91.10355378779265,87.50787,500,91.10355378779265,500.0,1.0,91.10355378779265,0.0025,500.0,0.0024999997,16.886797356838866,3.6927853,91.76236,1.0,1.0,16.886797356838866,2
0.25033718,9.630029e-07,0.00029054814,100,4.1378374,403.1382577112223,91.65244170901808,88.256516,500,91.65244170901808,500.0,0.14813817,91.65244170901808,0.008115673,422.57614131114843,0.002,12.901028854492024,3.8374636,92.3958,1.0197152,1.1832187,12.901028854492024,1
,3.5044917e-18,0.01,100,1.0,100.0,92.55016912095483,84.12929,500,92.55016912095483,500.0,1.0,92.55016912095483,0.01,500.0,0.009999998,12.107247043213233,3.4621055,92.55017,1.0,1.0,12.107247043213233,2
,2.179301e-19,0.005,100,1.0,200.00000010221265,91.947564927837,86.2944,500,91.947564927837,500.0,1.0,91.947564927837,0.005,500.0,0.0049999994,15.381211610838017,3.7010229,92.24886,1.0,1.0,15.381211610838017,2
,5.4391416e-20,0.0033333334,100,1.0,299.999969473632,92.33578761357543,87.416046,500,92.33578761357543,500.0,1.0,92.33578761357543,0.0033333334,500.0,0.0033333336,12.694378714396745,3.650005,92.27785,1.0,1.0,12.694378714396745,2
,5.434597e-20,0.0025,100,1.0,400.0,91.6930140146901,87.915184,500,91.6930140146901,500.0,1.0,91.6930140146901,0.0025,500.0,0.0024999997,13.634584314255415,3.6647773,92.13163,1.0,1.0,13.634584314255415,2
0.21342336,8.199846e-07,0.00026836814,100,2.8880076,415.0802830124051,91.93098511433071,88.59814,500,91.93098511433071,500.0,0.13691439,91.93098511433071,0.0056608315,423.7417605426411,0.002,16.181353048155522,3.804729,92.736496,1.0203475,1.179964,16.181353048155522,1
,3.5044917e-18,0.01,100,1.0,100.0,92.0456011675661,83.70218,500,92.0456011675661,500.0,1.0,92.0456011675661,0.01,500.0,0.009999998,15.263531596213609,3.8872736,92.0456,1.0,1.0,15.263531596213609,2
,2.179301e-19,0.005,100,1.0,200.00000010221265,91.81690060278508,85.945564,500,91.81690060278508,500.0,1.0,91.81690060278508,0.005,500.0,0.0049999994,14.604548931003473,3.846788,91.931244,1.0,1.0,14.604548931003473,2
,5.4391416e-20,0.0033333334,100,1.0,299.999969473632,92.13251228796481,87.11105,500,92.13251228796481,500.0,1.0,92.13251228796481,0.0033333334,500.0,0.0033333336,16.319851300908894,3.906371,91.99834,1.0,1.0,16.319851300908894,2
,5.434597e-20,0.0025,100,1.0,400.0,92.33624149657193,87.827194,500,92.33624149657193,500.0,1.0,92.33624149657193,0.0025,500.0,0.0024999997,11.678822913600383,3.789026,92.08281,1.0,1.0,11.678822913600383,2
0.31722417,1.230246e-06,0.00018031319,100,3.4060678,382.5711219715199,92.6048786129025,88.77622,500,92.6048786129025,500.0,0.09156187,92.6048786129025,0.0067075845,399.88360931628864,0.002,11.452631517229934,4.020946,93.032455,1.0155871,1.2503638,11.452631517229934,1
