BatchSize,VarVanillaIw,VanillaAvgRet,eRenyi2,J,MaxVanillaIw,AvgVanillaIw,AvgDiscRet,MinNormIw,IterType,VarDiscRet,VarNormIw,EpsThisIter,AvgEpLen,VarRet,MinVanillaIw,VarJ,Bound,ESSClassic,AvgRet,AvgNormIw,ESSRenyi,MaxNormIw
100,9.069656,-317.0087422762811,6.194858,-95.56226,10.855648,1.4594373,-317.0087422762811,3.3896558e-14,1,22510.51262100967,0.00042581407,100,388.34,22510.51262100967,4.94699e-12,144.48347,-182.94286,19.173402436549466,-317.0087422762811,0.01,16.142419858925322,0.074382424
100,0.7523557,-108.99283619835973,1.8217477,-75.701035,2.788279,0.9564539,-108.99283619835973,8.244261e-06,1,10537.50653546717,8.224227e-05,100,148.9,10537.50653546717,0.0007885256,47.020123,-123.08095,55.120756141381825,-108.99283619835973,0.010000002,54.892344401331066,0.029152257
100,0.040764205,-102.58600558653474,1.0441804,-101.04076,2.0090194,1.0004727,-102.58600558653474,0.0069111404,1,11306.850338356306,4.0725704e-06,100,138.51,11306.850338356306,0.6914407,103.04911,-136.91544,96.12441160061084,-102.58600558653474,0.010000002,95.76889266395867,0.020080702
100,0.13784365,-88.19191717803479,1.1256974,-82.98277,1.831433,1.0514383,-88.19191717803479,0.0019859541,1,7169.748702682069,1.2468643e-05,100,121.85,7169.748702682069,0.20881084,75.39178,-120.23135,89.01238190356285,-88.19191717803479,0.01,88.83382184158185,0.017418358
100,0.1050889,-79.53957946330308,1.0949844,-76.344246,3.0432258,1.0016539,-79.53957946330308,0.0042963694,1,4876.1429949872445,1.0474216e-05,100,112.04,4876.1429949872445,0.43034753,58.333202,-113.077126,90.60475229557711,-79.53957946330308,0.01,91.32550097192336,0.03038201
100,0.00956119,-73.24032206356526,1.0078397,-72.95732,1.4327843,0.9958912,-73.24032206356526,0.008797687,1,2548.9590415175526,9.640246e-07,100,104.95,2548.9590415175526,0.8761538,47.4387,-108.201775,99.05462482748246,-73.24032206356526,0.010000002,99.22213027768355,0.014386957
100,0.08537256,-86.87323901683092,1.0924171,-82.62298,1.998625,1.008145,-86.87323901683092,0.0031341761,1,7182.278623621273,8.399865e-06,100,119.73,7182.278623621273,0.3159704,69.24488,-119.31691,92.32257423428253,-86.87323901683092,0.01,91.54012518088722,0.019824779
100,0.13662896,-86.12868479087949,1.130002,-81.84097,2.4533486,1.025174,-86.12868479087949,0.00047082576,1,7173.697520045308,1.3000126e-05,100,119.0,7173.697520045308,0.048267834,69.98378,-119.160675,88.59739986701904,-86.12868479087949,0.01,88.49541688574412,0.023931045
100,0.49116096,-94.30134402707219,1.4590139,-80.745224,2.1877155,0.9273,-94.30134402707219,4.9393243e-06,1,8225.78918653776,5.7119363e-05,100,129.54,8225.78918653776,0.0004580235,74.1258,-123.15146,63.87810670838797,-94.30134402707219,0.01,68.53944114826781,0.023592317
100,0.24254173,-77.8026423817873,1.223039,-72.26459,1.7553136,0.9256602,-77.8026423817873,1.773676e-05,1,3723.726052630095,2.8306315e-05,100,110.24,3723.726052630095,0.0016418212,34.5021,-111.08856,78.11081262071042,-77.8026423817873,0.009999999,81.76353939897237,0.01896283
100,0.22993284,-76.27421599164605,1.2215854,-67.88339,1.6799996,0.9530858,-76.27421599164605,0.00031382122,1,3754.5437495805204,2.5312616e-05,100,107.51,3754.5437495805204,0.029909855,22.898954,-106.686295,79.9619558404963,-76.27421599164605,0.009999999,81.86083476190694,0.01762695
100,0.15570998,-71.53253816142679,1.1289412,-67.605316,1.4802257,0.98559,-71.53253816142679,0.0010553726,1,2604.2648251310043,1.6029642e-05,100,101.54,2604.2648251310043,0.104016475,30.335007,-104.90668,86.30412268115079,-71.53253816142679,0.01,88.57857426075039,0.015018676
100,0.11000896,-91.84940290167928,1.0697464,-89.295586,3.0115335,1.0081027,-91.84940290167928,0.007729108,1,9375.372815692011,1.0824767e-05,100,125.38,9375.372815692011,0.77917343,89.358536,-125.6069,90.3207715866586,-91.84940290167928,0.01,93.48010175977912,0.029873282
100,0.12517792,-80.50464312300086,1.1108825,-76.15099,2.3123763,1.0182308,-80.50464312300086,0.0032108303,1,6122.770631209687,1.20735585e-05,100,111.79,6122.770631209687,0.3269366,63.426533,-113.15312,89.32332966791046,-80.50464312300086,0.01,90.01851963534196,0.022709748
100,0.17835498,-78.9975731292367,1.1354965,-74.40647,3.7264895,1.0166823,-78.9975731292367,0.0016983561,1,4951.316861490995,1.7254992e-05,100,110.39,4951.316861490995,0.17266886,49.94328,-111.81703,85.40990852458485,-78.9975731292367,0.01,88.06720254145961,0.036653433
100,0.04540141,-78.84621030688285,1.0462927,-76.925545,1.7555751,0.99475443,-78.84621030688285,0.004612237,1,4925.039334818256,4.58815e-06,100,109.68,4925.039334818256,0.4588043,62.261623,-112.835846,95.6550848728533,-78.84621030688285,0.01,95.57555316266867,0.017648326
100,0.1018078,-76.5083849722147,1.05605,-74.45995,3.2869592,1.0581255,-76.5083849722147,0.0072908015,1,3804.121078858295,9.092991e-06,100,107.5,3804.121078858295,0.77145827,53.12419,-110.53757,91.74137154021327,-76.5083849722147,0.010000002,94.6924912648896,0.031063983
100,0.30400467,-81.43785607501864,1.2792776,-71.715775,2.1877146,1.0838794,-81.43785607501864,0.00076761097,1,6109.879718677256,2.5877258e-05,100,112.94,6109.879718677256,0.08319977,43.50854,-111.423615,79.60610406303738,-81.43785607501864,0.01,78.16911895027637,0.020184115
100,0.060733043,-66.87579845309257,1.0444392,-63.82657,1.2398816,0.9783666,-66.87579845309257,0.0015968642,1,1371.0855015949637,6.344855e-06,100,95.71,1371.0855015949637,0.15623187,12.591896,-99.70474,94.08983472919537,-66.87579845309257,0.01,95.7451619269132,0.012672976
100,0.18836685,-81.29062571704388,1.169002,-75.81653,2.135343,0.9765613,-81.29062571704388,0.0008437399,1,6103.796599712862,1.9751746e-05,100,113.2,6103.796599712862,0.08239637,62.106422,-113.77495,83.64404643351527,-81.29062571704388,0.01,85.54304885634745,0.02186594
100,0.35742363,-83.64067848652601,1.3749654,-71.68632,2.0933917,0.99284863,-83.64067848652601,0.00014097871,1,7240.735323974486,3.625911e-05,100,115.3,7240.735323974486,0.013997053,47.906555,-112.85303,73.5853929081194,-83.64067848652601,0.010000002,72.72910130582105,0.0210847
100,0.035201915,-75.60662949725986,1.0402408,-74.22226,1.6367464,0.97120285,-75.60662949725986,0.005682878,1,3768.124371023668,3.7320403e-06,100,106.73,3768.124371023668,0.55192274,55.172806,-110.02875,96.43690878329265,-75.60662949725986,0.010000002,96.1315912636148,0.016852776
100,0.0037673041,-79.59683409646154,1.0037807,-79.49398,1.096023,1.0021505,-79.59683409646154,0.007652462,1,4898.170874884052,3.7511518e-07,100,111.57,4898.170874884052,0.7668919,69.11327,-114.667816,99.62999788311728,-79.59683409646154,0.010000002,99.6233517407824,0.010936709
100,0.04795548,-81.85632556557655,1.0535077,-79.73599,1.9226632,1.0015322,-81.85632556557655,0.0073595825,1,6076.269709120516,4.7808862e-06,100,113.6,6076.269709120516,0.7370859,67.50709,-115.770676,95.48083690004553,-81.85632556557655,0.01,94.92099712326943,0.019197218
100,0.03614629,-73.6465027423203,1.0277374,-72.60523,2.078425,1.0107541,-73.6465027423203,0.008516467,1,3821.9505559010677,3.5381215e-06,100,104.24,3821.9505559010677,0.8608054,56.16671,-108.19591,96.61579260121042,-73.6465027423203,0.010000002,97.30112189759161,0.020563113
100,0.028027559,-73.48963894635439,1.0287244,-72.454796,1.3439912,0.9861254,-73.48963894635439,0.006653251,1,3798.514094355001,2.8821787e-06,100,103.31,3798.514094355001,0.656094,56.21077,-108.06236,97.22580612772889,-73.48963894635439,0.01,97.20776224435852,0.013629008
100,0.16008464,-89.38494568124413,1.1516441,-83.51756,1.54949,1.0305636,-89.38494568124413,0.0010215822,1,8272.777103851467,1.5073013e-05,100,122.76,8272.777103851467,0.10528053,82.35848,-121.19272,87.01532013323366,-89.38494568124413,0.01,86.83238083072939,0.015035365
100,0.40768957,-84.64388780191541,1.3425277,-73.4825,2.1788192,1.0242276,-84.64388780191541,0.0002570779,1,7228.440749742645,3.8863018e-05,100,116.12,7228.440749742645,0.026330628,49.314217,-114.16034,72.21552478874943,-84.64388780191541,0.009999999,74.48635621272678,0.0212728
100,0.14285593,-80.51087535515427,1.120216,-75.97441,2.2073755,0.9654738,-80.51087535515427,0.0017796254,1,6139.219832598339,1.5325595e-05,100,111.49,6139.219832598339,0.17181817,59.907597,-113.132164,86.82641643669594,-80.51087535515427,0.01,89.26849726185432,0.022863133
100,0.11463044,-88.06135288313031,1.1107835,-83.9791,1.6636446,0.9678418,-88.06135288313031,0.0019975225,1,8329.802996365672,1.2237458e-05,100,120.41,8329.802996365672,0.19332857,81.047325,-120.98039,89.19407329981908,-88.06135288313031,0.01,90.02654775037409,0.01718922
100,0.27104726,-93.83350512608885,1.2696573,-85.29227,2.581271,0.97528327,-93.83350512608885,0.00094363256,1,9283.844860163772,2.8495973e-05,100,127.75,9283.844860163772,0.092030905,79.87978,-124.850845,77.99642886841607,-93.83350512608885,0.01,78.76141349777765,0.026466884
100,0.0944057,-71.42933806344867,1.0784153,-68.61685,2.5208576,1.042464,-71.42933806344867,0.0036920107,1,2574.992687674409,8.687128e-06,100,101.76,2574.992687674409,0.3848788,34.272663,-105.07475,92.0808234962674,-71.42933806344867,0.010000002,92.72865690374395,0.024181724
100,0.08334539,-69.49106581553816,1.0564108,-67.43322,2.8330173,1.0194392,-69.49106581553816,0.0049731294,1,2597.4423186039407,8.019716e-06,100,99.51,2597.4423186039407,0.5069803,40.081505,-103.51672,92.64446391461539,-69.49106581553816,0.01,94.66014640791458,0.02778996
100,0.09439257,-70.55515641331672,1.0921108,-67.12167,1.517689,1.0210327,-70.55515641331672,0.0024252704,1,2574.3836357693317,9.054375e-06,100,100.77,2574.3836357693317,0.24762803,31.041191,-103.81044,91.77357241046678,-70.55515641331672,0.01,91.5658047683028,0.014864256
100,0.01290956,-68.76374737024307,1.0153742,-68.196655,1.4112966,0.9981629,-68.76374737024307,0.008222712,1,1365.3252670763034,1.2957124e-06,100,98.63,1365.3252670763034,0.82076067,32.914753,-103.56634,98.73348460061615,-68.76374737024307,0.01,98.48586029640357,0.014138941
100,0.2633033,-82.93438098028302,1.2940377,-74.7519,1.8955135,0.978019,-82.93438098028302,0.00022403471,1,6039.211078371356,2.7527181e-05,100,115.32,6039.211078371356,0.021911021,52.677322,-114.68811,78.5842799330048,-82.93438098028302,0.010000002,77.27750128394982,0.019381152
100,0.17908071,-78.83759078383446,1.1743289,-75.02499,1.6843894,1.0213592,-78.83759078383446,0.00017304637,1,4911.521098263299,1.7166894e-05,100,110.38,4911.521098263299,0.01767425,53.44846,-113.069016,85.47358330025344,-78.83759078383446,0.009999999,85.15501749317454,0.016491644
100,0.41855815,-84.79494851857424,1.4430062,-72.03944,2.2839146,1.0606682,-84.79494851857424,3.0757674e-05,1,7232.276007709603,3.7204605e-05,100,116.45,7232.276007709603,0.0032623687,48.33602,-114.212296,73.08202820865522,-84.79494851857424,0.009999999,69.29977356940583,0.02153279
100,0.13015719,-70.09444996371866,1.1472846,-64.68625,1.4275348,1.0613912,-70.09444996371866,0.0008206066,1,2584.9949122257253,1.1553598e-05,100,100.03,2584.9949122257253,0.087098464,19.921265,-102.29045,89.73594649131108,-70.09444996371866,0.01,87.1623289025564,0.013449658
100,0.16739315,-86.1670781108737,1.1635971,-78.911415,1.8959634,1.0093615,-86.1670781108737,0.00033440886,1,7190.993037059906,1.6430251e-05,100,118.65,7190.993037059906,0.033753943,66.370705,-116.782074,86.00970686577455,-86.1670781108737,0.01,85.9403993049864,0.01878379
100,0.10526072,-79.98189606577158,1.1110172,-75.947365,1.5248268,1.0448645,-79.98189606577158,0.0014723697,1,6142.91275443749,9.641539e-06,100,110.66,6142.91275443749,0.15384269,66.55761,-112.952545,91.2866005771958,-79.98189606577158,0.01,90.00760524160805,0.014593535
100,0.040677175,-80.17208927288651,1.0413569,-78.44997,1.6382545,0.97848654,-80.17208927288651,0.0040450445,1,6117.053154475719,4.2485535e-06,100,111.92,6117.053154475719,0.39580217,72.22876,-114.275894,95.96371538435444,-80.17208927288651,0.01,96.02855463345978,0.01674274
