Weights,EpRewMean,MeanEntropy,InitialReturnStd,Bound,StdD2w0t,InitialBound,EpLenMean,MinD2w0t,ReturnStepMax,StdIW,InitialReturnMax,InitialReturnMin,MaxIW,TimeElapsed,ReturnMeanIW,MinIW,J_sample_variance,EmpiricalD2,InitialReturnMean,MeanD2w0t,MeanIW,EpisodesSoFar,Iteration,MaxD2w0t,EpThisIter,TimestepsSoFar,ReturnStepMaxmin
[-0.464  0.55   0.614 -0.223 -0.53   0.436 -0.576  0.574  0.66  -0.532
  0.496  0.   ],72.64621662011939,1.4114742,11.62724,-15.848671,0.12664151,-16.259415,8.08,,9.357308,0.1211597,102.77981,52.273235,1.7115402,2.2345449924468994,70.87634,0.7452173,189.453,1.0080429,70.07744,0.016229771,1.0110964,100,1,1.037594,100,808,9.357308
[-0.465  0.552  0.613 -0.208 -0.516  0.441 -0.584  0.569  0.66  -0.532
  0.496 -0.008],71.8936208231977,1.4345704,10.485746,-16.29383,0.12641025,-16.905472,8.0,,9.35298,0.13695607,102.835396,52.228703,1.5741994,6.552113771438599,70.425835,0.831934,154.92328,1.0127647,69.39144,0.016119296,1.0185838,200,2,1.017811,100,1608,9.35298
[-0.466  0.563  0.611 -0.208 -0.516  0.43  -0.59   0.576  0.66  -0.532
  0.496  0.016],72.8551316465697,1.4439763,11.029496,-15.135712,0.128109,-16.071426,8.1,,9.358785,0.16803177,102.83415,52.403526,1.5436654,10.086122274398804,72.05215,0.64580953,226.45894,1.0267646,70.279045,0.016438652,1.0359701,300,3,1.05945,100,2418,9.358785
[-0.46   0.544  0.622 -0.217 -0.526  0.474 -0.584  0.541  0.66  -0.532
  0.496  0.025],72.91774568646456,1.3773956,10.30706,-14.169403,0.1312109,-15.999672,8.11,,9.358211,0.27842554,102.35649,52.235565,1.6515745,14.10000491142273,74.42102,0.40461996,296.37515,1.0678344,70.345505,0.016844895,1.0863974,400,4,1.1026378,100,3229,9.358211
[-0.461  0.526  0.622 -0.208 -0.516  0.467 -0.591  0.544  0.66  -0.532
  0.496 -0.042],70.59128335614221,1.3642577,9.359507,-14.655151,0.124572635,-14.868828,7.85,,9.357704,0.063944906,94.37413,52.222157,1.1217108,18.247260570526123,68.51877,0.8083836,98.087746,1.0037264,68.19767,0.015733322,1.0063524,500,5,1.0051898,100,4014,9.357704
[-0.462  0.53   0.621 -0.213 -0.52   0.467 -0.592  0.544  0.66  -0.532
  0.496 -0.055],72.78155153482638,1.3704953,9.675418,-15.832649,0.12684166,-16.122208,8.09,,9.358877,0.110781305,103.081726,52.33621,1.390387,22.22817587852478,70.84585,0.80167085,112.21822,1.0105567,70.22912,0.016266076,1.0193983,600,6,1.0157189,100,4823,9.358877
[-0.462  0.549  0.622 -0.212 -0.522  0.467 -0.59   0.555  0.66  -0.532
  0.496 -0.048],71.89065820222827,1.3857478,11.18388,-13.042358,0.12618901,-13.698822,7.99,,9.359663,0.11155084,95.00401,52.23157,1.7327075,26.204803228378296,70.42332,0.89597696,205.74959,1.0103436,69.38507,0.016080137,1.0175202,700,7,1.0291042,100,5622,9.359663
[-0.464  0.553  0.62  -0.199 -0.508  0.454 -0.594  0.565  0.66  -0.532
  0.496 -0.033],71.40972880684278,1.36524,9.760573,-10.259796,0.12584573,-10.64122,7.94,,9.358691,0.11205579,86.426094,52.249454,1.249744,30.110398769378662,69.669655,0.6548028,120.168495,1.0129048,68.95423,0.015986413,1.0157021,800,8,1.0304708,100,6416,9.358691
[-0.462  0.545  0.622 -0.205 -0.516  0.454 -0.589  0.561  0.66  -0.532
  0.496 -0.054],73.28306617585727,1.3730704,11.447189,-21.473465,0.12691952,-21.714577,8.15,,9.359839,0.06444692,119.01616,52.24977,1.2543048,34.02992868423462,71.053024,0.8364405,148.52243,1.0039737,70.66963,0.016337581,1.0054874,900,9,1.0131863,100,7231,9.359839
[-0.463  0.554  0.621 -0.198 -0.508  0.453 -0.587  0.569  0.66  -0.532
  0.496 -0.046],73.06084131902686,1.3749995,10.36612,-14.989563,0.12830381,-15.876427,8.12,,9.359489,0.17572013,102.51448,52.32493,1.785643,38.143614530563354,72.094475,0.7535153,136.69023,1.024528,70.48056,0.016483612,1.0382261,1000,10,1.0380025,100,8043,9.359489
[-0.467  0.542  0.616 -0.212 -0.526  0.421 -0.597  0.588  0.66  -0.532
  0.496 -0.044],72.12646759511863,1.3740175,10.686541,-16.59253,0.12572335,-16.74369,8.02,,9.358854,0.039739966,102.94563,52.228012,1.1829965,41.942989349365234,69.80974,0.90392125,115.106995,1.0014316,69.60744,0.016051438,1.0061092,1100,11,1.0057472,100,8845,9.358854
[-0.468  0.541  0.614 -0.217 -0.532  0.413 -0.598  0.59   0.66  -0.532
  0.496 -0.045],71.57534162354587,1.3783016,10.532696,-13.772041,0.1255057,-13.988724,7.96,,9.359946,0.06423575,95.2752,52.25346,1.3452718,46.044037103652954,69.45112,0.8466338,132.28357,1.0046937,69.09768,0.015963515,1.0024295,1200,12,1.0110353,100,9641,9.359946
[-0.469  0.541  0.61  -0.212 -0.526  0.397 -0.604  0.602  0.66  -0.532
  0.496 -0.041],72.22212112996687,1.3784692,10.495141,-16.402237,0.12585749,-16.650543,8.03,,9.358688,0.03676396,102.49373,52.294228,1.1461244,50.229665756225586,70.04468,0.8249996,103.772026,1.0017015,69.69905,0.016078938,1.0075979,1300,13,1.0107366,100,10444,9.358688
