MeanD2w0t,EmpiricalD2,InitialReturnStd,StdD2w0t,TimeElapsed,ReturnStepMaxmin,J_sample_variance,EpRewMean,ReturnMeanIW,MeanEntropy,TimestepsSoFar,MinD2w0t,MaxD2w0t,InitialReturnMax,Bound,MaxIW,EpLenMean,Iteration,InitialBound,InitialReturnMin,MinIW,EpisodesSoFar,ReturnStepMax,InitialReturnMean,EpThisIter,MeanIW,StdIW
0.016229771,1.0080429,11.62724,0.12664151,2.1569364070892334,9.357308,189.453,72.64621662011939,70.87634,1.4114742,808,,1.037594,102.77981,-15.848671,1.7115402,8.08,1,-16.259415,52.273235,0.7452173,100,9.357308,70.07744,100,1.0110964,0.1211597
0.016119296,1.0127647,10.485746,0.12641025,6.506805181503296,9.35298,154.92328,71.8936208231977,70.425835,1.4345704,1608,,1.017811,102.835396,-16.29383,1.5741994,8.0,2,-16.905472,52.228703,0.831934,200,9.35298,69.39144,100,1.0185838,0.13695607
