VarDiscRet,BatchSize,EpsThisIter,Bound,ESSClassic,MaxVanillaIw,J,AvgDiscRet,AvgEpLen,VanillaAvgRet,ESSRenyi,MinVanillaIw,IterType,AvgNormIw,AvgRet,VarJ,VarRet,eRenyi2,VarNormIw,Delta,MinNormIw,AvgVanillaIw,VarVanillaIw,MaxNormIw
9754.943975974527,500,100,4859.8564,400.0,1.0,4943.19,4986.005426186431,498.65,4986.005426186431,500.0,1.0,2,0.0024999997,4986.005426186431,462.03717,9754.943975974527,1.0,5.434597e-20,0.9,0.0025,1.0,,0.0025
249972.40545672193,500,100,4904.5625,389.3935507658912,2.3174944,4990.4004,4949.725710354187,495.01,4949.725710354187,376.99796009809864,0.0012184184,1,0.002,4949.725710354187,116.54613,249972.40545672193,1.3262671,1.1384694e-06,0.9,2.309314e-06,1.0552211,0.316919,0.004392434
0.08833819612627015,500,100,4833.0933,100.0,1.0,4999.76,4999.759626166736,500.0,4999.759626166736,500.0,1.0,2,0.009999998,4999.759626166736,0.29572138,0.08833819612627015,1.0,3.5044917e-18,0.9,0.01,1.0,,0.01
0.0840820540182197,500,100,4881.916,200.00000010221265,1.0,4999.767,4999.7753187317785,500.0,4999.7753187317785,500.0,1.0,2,0.0049999994,4999.7753187317785,0.2922457,0.0840820540182197,1.0,2.179301e-19,0.9,0.005,1.0,,0.005
0.11250139867716792,500,100,4903.537,299.999969473632,1.0,4999.762,4999.750087002586,500.0,4999.750087002586,500.0,1.0,2,0.0033333336,4999.750087002586,0.30680266,0.11250139867716792,1.0,5.4391416e-20,0.9,0.0033333334,1.0,,0.0033333334
0.059824052297803645,500,100,4916.424,400.0,1.0,4999.7573,4999.745245602035,500.0,4999.745245602035,500.0,1.0,2,0.0024999997,4999.745245602035,0.29232204,0.059824052297803645,1.0,5.434597e-20,0.9,0.0025,1.0,,0.0025
248982.54115712052,500,100,4921.6787,471.0873340885574,1.2980901,4998.186,4949.896364486029,495.02,4949.896364486029,474.5586974907576,0.10759072,1,0.002,4949.896364486029,35.171066,248982.54115712052,1.0536104,2.4598953e-07,0.9,0.00021703752,0.9914481,0.060450036,0.0026185738
494904.8163611585,500,100,4733.1113,100.0,1.0,4899.778,4899.777965198051,490.02,4899.777965198051,500.0,1.0,2,0.009999998,4899.777965198051,699.9684,494904.8163611585,1.0,3.5044917e-18,0.9,0.01,1.0,,0.01
0.058231557577398216,500,100,4831.9165,200.00000010221265,1.0,4949.7676,4999.757184852419,500.0,4999.757184852419,500.0,1.0,2,0.0049999994,4999.757184852419,497.47046,0.058231557577398216,1.0,2.179301e-19,0.9,0.005,1.0,,0.005
0.09062088443518215,500,100,4870.1895,299.999969473632,1.0,4966.4146,4999.707950683195,500.0,4999.707950683195,500.0,1.0,2,0.0033333336,4999.707950683195,406.8647,0.09062088443518215,1.0,5.4391416e-20,0.9,0.0033333334,1.0,,0.0033333334
0.10442463614683639,500,100,4891.409,400.0,1.0,4974.7427,4999.72686535393,500.0,4999.72686535393,500.0,1.0,2,0.0024999997,4999.72686535393,352.65027,0.10442463614683639,1.0,5.434597e-20,0.9,0.0025,1.0,,0.0025
0.0714984527691488,500,100,4911.6904,434.73131589841046,1.8363427,4990.8633,4999.7413788045615,500.0,4999.7413788045615,443.1414358664768,0.061454393,1,0.002,4999.7413788045615,144.22035,0.0714984527691488,1.1283079,6.0174574e-07,0.9,0.00012820314,0.9587034,0.13826796,0.003830888
0.11274593857286547,500,100,4833.078,100.0,1.0,4999.7446,4999.7448951380875,500.0,4999.7448951380875,500.0,1.0,2,0.009999998,4999.7448951380875,0.3340815,0.11274593857286547,1.0,3.5044917e-18,0.9,0.01,1.0,,0.01
0.16277721283184146,500,100,4881.885,200.00000010221265,1.0,4999.736,4999.726680395105,500.0,4999.726680395105,500.0,1.0,2,0.0049999994,4999.726680395105,0.36941314,0.16277721283184146,1.0,2.179301e-19,0.9,0.005,1.0,,0.005
249973.62589637272,500,100,4886.8447,299.999969473632,1.0,4983.07,4949.738194498441,495.01,4949.738194498441,500.0,1.0,2,0.0033333336,4949.738194498441,288.17856,249973.62589637272,1.0,5.4391416e-20,0.9,0.0033333334,1.0,,0.0033333334
6276.415177293154,500,100,4901.9326,400.0,1.0,4985.266,4991.8540885306775,499.22,4991.8540885306775,500.0,1.0,2,0.0024999997,4991.8540885306775,252.6916,6276.415177293154,1.0,5.434597e-20,0.9,0.0025,1.0,,0.0025
0.043533017377550776,500,100,4919.9995,466.85613394335195,1.5218612,4997.1465,4999.778638496082,500.0,4999.778638496082,466.72333557701864,0.06284839,1,0.002,4999.778638496082,54.21215,0.043533017377550776,1.0712985,2.8454406e-07,0.9,0.00012418152,1.012202,0.072882615,0.0030070306
249979.78903908553,500,100,4783.133,100.0,1.0,4949.7993,4949.799474261203,495.01,4949.799474261203,500.0,1.0,2,0.009999998,4949.799474261203,497.47357,249979.78903908553,1.0,3.5044917e-18,0.9,0.01,1.0,,0.01
0.0750355025511673,500,100,4856.9473,200.00000010221265,1.0,4974.7983,4999.796725416557,500.0,4999.796725416557,500.0,1.0,2,0.0049999994,4999.796725416557,352.65417,0.0750355025511673,1.0,2.179301e-19,0.9,0.005,1.0,,0.005
0.08095204677225794,500,100,4886.885,299.999969473632,1.0,4983.11,4999.733239505703,500.0,4999.733239505703,500.0,1.0,2,0.0033333336,4999.733239505703,288.18085,0.08095204677225794,1.0,5.4391416e-20,0.9,0.0033333334,1.0,,0.0033333334
0.08849741319325244,500,100,4903.9214,400.0,1.0,4987.255,4999.689974124981,500.0,4999.689974124981,500.0,1.0,2,0.0024999997,4999.689974124981,249.67519,0.08849741319325244,1.0,5.434597e-20,0.9,0.0025,1.0,,0.0025
0.07735777882216842,500,100,4919.1445,471.8596365195697,1.5113237,4996.0425,4999.7518087986155,500.0,4999.7518087986155,469.75054850657256,0.15915462,1,0.002,4999.7518087986155,83.025116,0.07735777882216842,1.0643947,2.390271e-07,0.9,0.00030849007,1.0318298,0.06362141,0.0029294048
0.059710968146865225,500,100,4833.0796,100.0,1.0,4999.746,4999.746308145669,500.0,4999.746308145669,500.0,1.0,2,0.009999998,4999.746308145669,0.24311292,0.059710968146865225,1.0,3.5044917e-18,0.9,0.01,1.0,,0.01
0.04492087697727037,500,100,4881.9297,200.00000010221265,1.0,4999.781,4999.815152747184,500.0,4999.815152747184,500.0,1.0,2,0.0049999994,4999.815152747184,0.2301617,0.04492087697727037,1.0,2.179301e-19,0.9,0.005,1.0,,0.005
0.0733292591210478,500,100,4903.55,299.999969473632,1.0,4999.775,4999.762233970274,500.0,4999.762233970274,500.0,1.0,2,0.0033333336,4999.762233970274,0.24412549,0.0733292591210478,1.0,5.4391416e-20,0.9,0.0033333334,1.0,,0.0033333334
0.05791261337459743,500,100,4916.4414,400.0,1.0,4999.775,4999.777129820287,500.0,4999.777129820287,500.0,1.0,2,0.0024999997,4999.777129820287,0.24297519,0.05791261337459743,1.0,5.434597e-20,0.9,0.0025,1.0,,0.0025
249975.5864748788,500,100,4918.932,464.72300851511704,1.5932946,4996.027,4949.757589336209,495.01,4949.757589336209,467.3559797729978,0.11911907,1,0.0019999999,4949.757589336209,83.554375,249975.5864748788,1.0698483,3.0424783e-07,0.9,0.00023926032,0.9957278,0.07541344,0.0032002614
0.05153919435560214,500,100,4833.1055,100.0,1.0,4999.772,4999.772208960543,500.0,4999.772208960543,500.0,1.0,2,0.009999998,4999.772208960543,0.22589236,0.05153919435560214,1.0,3.5044917e-18,0.9,0.01,1.0,,0.01
248983.32574408807,500,100,4856.987,200.00000010221265,1.0,4974.838,4949.904110704175,495.02,4949.904110704175,500.0,1.0,2,0.0049999994,4949.904110704175,351.94952,248983.32574408807,1.0,2.179301e-19,0.9,0.005,1.0,,0.005
0.1306190017449124,500,100,4886.906,299.999969473632,1.0,4983.131,4999.71492961733,500.0,4999.71492961733,500.0,1.0,2,0.0033333336,4999.71492961733,287.60486,0.1306190017449124,1.0,5.4391416e-20,0.9,0.0033333334,1.0,,0.0033333334
0.07800160288635982,500,100,4903.956,400.0,1.0,4987.2896,4999.769338865572,500.0,4999.769338865572,500.0,1.0,2,0.0024999997,4999.769338865572,249.17729,0.07800160288635982,1.0,5.434597e-20,0.9,0.0025,1.0,,0.0025
249968.19362010664,500,100,4912.0283,426.0130409835295,1.8031478,4992.511,4949.683781725061,495.01,4949.683781725061,428.8353598101401,0.0040004347,1,0.0020000003,4949.683781725061,118.74795,249968.19362010664,1.1659486,6.9608336e-07,0.9,8.073884e-06,0.99095666,0.17088762,0.003639206
249973.43279463347,500,100,4783.0693,100.0,1.0,4949.736,4949.736148912736,495.01,4949.736148912736,500.0,1.0,2,0.009999998,4949.736148912736,497.4673,249973.43279463347,1.0,3.5044917e-18,0.9,0.01,1.0,,0.01
0.06163870191938796,500,100,4856.8755,200.00000010221265,1.0,4974.7266,4999.717090217092,500.0,4999.717090217092,500.0,1.0,2,0.0049999994,4999.717090217092,352.6491,0.06163870191938796,1.0,2.179301e-19,0.9,0.005,1.0,,0.005
249970.70076866972,500,100,4870.1626,299.999969473632,1.0,4966.3877,4949.709221001158,495.01,4949.709221001158,500.0,1.0,2,0.0033333336,4949.709221001158,406.8624,249970.70076866972,1.0,5.4391416e-20,0.9,0.0033333334,1.0,,0.0033333334
0.06361149362494724,500,100,4891.404,400.0,1.0,4974.7373,4999.787785170139,500.0,4999.787785170139,500.0,1.0,2,0.0024999997,4999.787785170139,352.64987,0.06361149362494724,1.0,5.434597e-20,0.9,0.0025,1.0,,0.0025
0.04658700124428989,500,100,4910.6284,445.28261368964144,1.8083194,4989.712,4999.7800867155765,500.0,4999.7800867155765,444.145545073958,0.10490507,1,0.002,4999.7800867155765,159.07825,0.04658700124428989,1.1257571,4.925144e-07,0.9,0.00020867099,1.0054591,0.12447661,0.0035970025
0.04206663827644411,500,100,4833.1255,100.0,1.0,4999.792,4999.792359483456,500.0,4999.792359483456,500.0,1.0,2,0.009999998,4999.792359483456,0.20407404,0.04206663827644411,1.0,3.5044917e-18,0.9,0.01,1.0,,0.01
0.05280529116672468,500,100,4881.9097,200.00000010221265,1.0,4999.7607,4999.730019874437,500.0,4999.730019874437,500.0,1.0,2,0.0049999994,4999.730019874437,0.21892847,0.05280529116672468,1.0,2.179301e-19,0.9,0.005,1.0,,0.005
0.03588186525877668,500,100,4903.552,299.999969473632,1.0,4999.777,4999.809004966971,500.0,4999.809004966971,500.0,1.0,2,0.0033333336,4999.809004966971,0.21048193,0.03588186525877668,1.0,5.4391416e-20,0.9,0.0033333334,1.0,,0.0033333334
0.04535553153994304,500,100,4916.442,400.0,1.0,4999.7754,4999.770696513969,500.0,4999.770696513969,500.0,1.0,2,0.0024999997,4999.770696513969,0.2108535,0.04535553153994304,1.0,5.434597e-20,0.9,0.0025,1.0,,0.0025
0.061352727550724545,500,100,4925.2354,499.9943835272592,1.0101839,4999.7715,4999.749086343404,500.0,4999.749086343404,499.99362238435805,0.98590076,1,0.002,4999.749086343404,0.2181249,0.061352727550724545,1.0000128,4.4795802e-11,0.9,0.0019715487,1.0001283,1.1201832e-05,0.0020201087
0.04944114919951543,500,100,4833.1084,100.0,1.0,4999.775,4999.775117084979,500.0,4999.775117084979,500.0,1.0,2,0.009999998,4999.775117084979,0.22126885,0.04944114919951543,1.0,3.5044917e-18,0.9,0.01,1.0,,0.01
0.05023842411095027,500,100,4881.9224,200.00000010221265,1.0,4999.7734,4999.771067448233,500.0,4999.771067448233,500.0,1.0,2,0.0049999994,4999.771067448233,0.22215183,0.05023842411095027,1.0,2.179301e-19,0.9,0.005,1.0,,0.005
249976.43384465599,500,100,4886.879,299.999969473632,1.0,4983.104,4949.766191210872,495.01,4949.766191210872,500.0,1.0,2,0.0033333336,4949.766191210872,288.18042,249976.43384465599,1.0,5.4391416e-20,0.9,0.0033333334,1.0,,0.0033333334
0.04746032497662354,500,100,4903.9443,400.0,1.0,4987.278,4999.798765495467,500.0,4999.798765495467,500.0,1.0,2,0.0024999997,4999.798765495467,249.67625,0.04746032497662354,1.0,5.434597e-20,0.9,0.0025,1.0,,0.0025
0.032874016901267164,500,100,4916.436,487.5184313085124,1.8848742,4991.882,4999.797847077254,500.0,4999.797847077254,488.0061460582398,0.5909254,1,0.002,4999.797847077254,176.54858,0.032874016901267164,1.0245773,1.0261413e-07,0.9,0.0011862903,0.99625766,0.025461886,0.003783909
0.04001986420120211,500,100,4833.1357,100.0,1.0,4999.8022,4999.802401583483,500.0,4999.802401583483,500.0,1.0,2,0.009999998,4999.802401583483,0.19902568,0.04001986420120211,1.0,3.5044917e-18,0.9,0.01,1.0,,0.01
0.04115562417178994,500,100,4881.9424,200.00000010221265,1.0,4999.7935,4999.784776688693,500.0,4999.784776688693,500.0,1.0,2,0.0049999994,4999.784776688693,0.2006407,0.04115562417178994,1.0,2.179301e-19,0.9,0.005,1.0,,0.005
0.06407910697207247,500,100,4903.5635,299.999969473632,1.0,4999.7886,4999.777105557447,500.0,4999.777105557447,500.0,1.0,2,0.0033333336,4999.777105557447,0.21918699,0.06407910697207247,1.0,5.4391416e-20,0.9,0.0033333334,1.0,,0.0033333334
0.04297852990431297,500,100,4916.4536,400.0,1.0,4999.787,4999.785719158734,500.0,4999.785719158734,500.0,1.0,2,0.0024999997,4999.785719158734,0.21602875,0.04297852990431297,1.0,5.434597e-20,0.9,0.0025,1.0,,0.0025
0.04479393557867383,500,100,4925.2466,500.00000664260017,1.0,4999.782,4999.75922649531,500.0,4999.75922649531,500.0,1.0,1,0.0020000003,4999.75922649531,0.21524878,0.04479393557867383,1.0,5.431875e-20,0.9,0.002,1.0,,0.002
0.04850986944910319,500,100,4833.118,100.0,1.0,4999.7847,4999.7847843572035,500.0,4999.7847843572035,500.0,1.0,2,0.009999998,4999.7847843572035,0.21916282,0.04850986944910319,1.0,3.5044917e-18,0.9,0.01,1.0,,0.01
0.041076638061514265,500,100,4881.944,200.00000010221265,1.0,4999.795,4999.805847381386,500.0,4999.805847381386,500.0,1.0,2,0.0049999994,4999.805847381386,0.21086253,0.041076638061514265,1.0,2.179301e-19,0.9,0.005,1.0,,0.005
0.049053132081825934,500,100,4903.5605,299.999969473632,1.0,4999.7856,4999.766791232322,500.0,4999.766791232322,500.0,1.0,2,0.0033333336,4999.766791232322,0.21450108,0.049053132081825934,1.0,5.4391416e-20,0.9,0.0033333334,1.0,,0.0033333334
0.06734513961545366,500,100,4916.446,400.0,1.0,4999.7793,4999.760876868495,500.0,4999.760876868495,500.0,1.0,2,0.0024999997,4999.760876868495,0.22647831,0.06734513961545366,1.0,5.434597e-20,0.9,0.0025,1.0,,0.0025
0.07183668664280746,500,100,4925.244,499.999737243483,1.0009232,4999.78,4999.7784746876205,500.0,4999.7784746876205,499.9988675143143,0.9956518,1,0.0019999999,4999.7784746876205,0.23487629,0.07183668664280746,1.0000023,2.2484657e-12,0.9,0.0019913188,0.9999923,5.6210087e-07,0.0020018618
0.059789865807512256,500,100,4833.0894,100.0,1.0,4999.756,4999.755623329906,500.0,4999.755623329906,500.0,1.0,2,0.009999998,4999.755623329906,0.24329978,0.059789865807512256,1.0,3.5044917e-18,0.9,0.01,1.0,,0.01
0.05986099065708979,500,100,4881.909,200.00000010221265,1.0,4999.7603,4999.765130215471,500.0,4999.765130215471,500.0,1.0,2,0.0049999994,4999.765130215471,0.24342014,0.05986099065708979,1.0,2.179301e-19,0.9,0.005,1.0,,0.005
0.042055817426925636,500,100,4903.5435,299.999969473632,1.0,4999.7686,4999.782944440221,500.0,4999.782944440221,500.0,1.0,2,0.0033333336,4999.782944440221,0.23128562,0.042055817426925636,1.0,5.4391416e-20,0.9,0.0033333334,1.0,,0.0033333334
0.09083281923108401,500,100,4916.429,400.0,1.0,4999.7627,4999.748320723358,500.0,4999.748320723358,500.0,1.0,2,0.0024999997,4999.748320723358,0.25034353,0.09083281923108401,1.0,5.434597e-20,0.9,0.0025,1.0,,0.0025
0.049532649428849676,500,100,4925.2256,499.9989652942351,1.0023669,4999.761,4999.751802466633,500.0,4999.751802466633,499.9992847452859,0.9927831,1,0.002,4999.751802466633,0.24453305,0.049532649428849676,1.0000014,8.246838e-12,0.9,0.001985614,0.99997604,2.0616073e-06,0.002004782
0.05757340376999634,500,100,4833.1016,100.0,1.0,4999.768,4999.76838352881,500.0,4999.76838352881,500.0,1.0,2,0.009999998,4999.76838352881,0.23873627,0.05757340376999634,1.0,3.5044917e-18,0.9,0.01,1.0,,0.01
0.0494904235981502,500,100,4881.926,200.00000010221265,1.0,4999.777,4999.7851004633885,500.0,4999.7851004633885,500.0,1.0,2,0.0049999994,4999.7851004633885,0.23036778,0.0494904235981502,1.0,2.179301e-19,0.9,0.005,1.0,,0.005
249978.3949054345,500,100,4886.888,299.999969473632,1.0,4983.1133,4949.785666937546,495.01,4949.785666937546,500.0,1.0,2,0.0033333336,4949.785666937546,288.18094,249978.3949054345,1.0,5.4391416e-20,0.9,0.0033333334,1.0,,0.0033333334
0.04320894955133939,500,100,4903.9443,400.0,1.0,4987.278,4999.772492592175,500.0,4999.772492592175,500.0,1.0,2,0.0024999997,4999.772492592175,249.67628,0.04320894955133939,1.0,5.434597e-20,0.9,0.0025,1.0,,0.0025
0.05560502004943451,500,100,4918.223,466.68784316805323,1.7697784,4995.1953,4999.780095726729,500.0,4999.780095726729,468.84376684750237,0.0909364,1,0.002,4999.780095726729,102.59847,0.05560502004943451,1.0664533,2.860917e-07,0.9,0.00018264164,0.9957904,0.070922025,0.0035545197
0.04016342179037762,500,100,4833.107,100.0,1.0,4999.7734,4999.773604607718,500.0,4999.773604607718,500.0,1.0,2,0.009999998,4999.773604607718,0.19940093,0.04016342179037762,1.0,3.5044917e-18,0.9,0.01,1.0,,0.01
249976.2096378724,500,100,4856.9175,200.00000010221265,1.0,4974.7686,4949.763901178655,495.01,4949.763901178655,500.0,1.0,2,0.0049999994,4949.763901178655,352.65207,249976.2096378724,1.0,2.179301e-19,0.9,0.005,1.0,,0.005
0.03824859405770047,500,100,4886.898,299.999969473632,1.0,4983.123,4999.831727027156,500.0,4999.831727027156,500.0,1.0,2,0.0033333336,4999.831727027156,288.18155,0.03824859405770047,1.0,5.4391416e-20,0.9,0.0033333334,1.0,,0.0033333334
0.02772450521833184,500,100,4903.9644,400.0,1.0,4987.298,4999.819457427279,500.0,4999.819457427279,500.0,1.0,2,0.0024999997,4999.819457427279,249.67723,0.02772450521833184,1.0,5.434597e-20,0.9,0.0025,1.0,,0.0025
0.03573926038942143,500,100,4919.6445,471.5389363080677,1.4838942,4996.3916,4999.8061645792395,500.0,4999.8061645792395,471.5981645209606,0.34024757,1,0.002,4999.8061645792395,76.26464,0.03573926038942143,1.0602247,2.4191544e-07,0.9,0.000681898,0.99794275,0.060230277,0.0029739065
0.03469423284164507,500,100,4833.1445,100.0,1.0,4999.811,4999.811141404439,500.0,4999.811141404439,500.0,1.0,2,0.009999998,4999.811141404439,0.18535613,0.03469423284164507,1.0,3.5044917e-18,0.9,0.01,1.0,,0.01
249975.29381760818,500,100,4856.9316,200.00000010221265,1.0,4974.7827,4949.754825269404,495.01,4949.754825269404,500.0,1.0,2,0.0049999994,4949.754825269404,352.6531,249975.29381760818,1.0,2.179301e-19,0.9,0.005,1.0,,0.005
0.07047157548980577,500,100,4886.8945,299.999969473632,1.0,4983.1196,4999.7935464180955,500.0,4999.7935464180955,500.0,1.0,2,0.0033333336,4999.7935464180955,288.18134,0.07047157548980577,1.0,5.4391416e-20,0.9,0.0033333334,1.0,,0.0033333334
249981.0577315082,500,100,4891.4595,400.0,1.0,4974.793,4949.812141764598,495.01,4949.812141764598,500.0,1.0,2,0.0024999997,4949.812141764598,352.65378,249981.0577315082,1.0,5.434597e-20,0.9,0.0025,1.0,,0.0025
249978.9427965141,500,100,4900.0684,455.0259698534888,2.5353513,4978.299,4949.791097545641,495.01,4949.791097545641,453.88700504444665,0.35386288,1,0.002,4949.791097545641,278.69208,249978.9427965141,1.1015958,3.9614562e-07,0.9,0.0007016637,1.0086396,0.10075505,0.0050272695
0.044664793185175564,500,100,4833.1274,100.0,1.0,4999.794,4999.793796375065,500.0,4999.793796375065,500.0,1.0,2,0.009999998,4999.793796375065,0.21029398,0.044664793185175564,1.0,3.5044917e-18,0.9,0.01,1.0,,0.01
