J,AvgDiscRet,eRenyi2,Delta,VarDiscRet,VarNormIw,VarJ,AvgEpLen,EpsThisIter,Bound,VarVanillaIw,MinVanillaIw,AvgNormIw,AvgRet,MaxVanillaIw,ESSRenyi,ESSClassic,AvgVanillaIw,BatchSize,IterType,VarRet,MinNormIw,VanillaAvgRet,MaxNormIw
-495.051,-499.159365875,1.0601,0.4,2257.43816807,6.02427e-06,48.2686,500.0,100,-571.267,0.0636706,0.299298,0.01,-499.159365875,2.01311,94.3304619429,94.3716280233,1.02806,100,1,2257.43816807,0.0029113,-499.159365875,0.0195817
-494.628,-497.309924185,1.03495,0.4,2346.7385589,3.79048e-06,47.9276,500.0,100,-569.178,0.0379668,0.761688,0.01,-497.309924185,1.77364,96.6226674539,96.3831497357,1.00082,100,1,2346.7385589,0.00761065,-497.309924185,0.0177219
-473.995,-481.881230962,1.11053,0.4,2158.29400034,1.77492e-05,48.0155,500.0,100,-551.365,0.172663,0.107697,0.01,-481.881230962,2.21598,90.0470061111,85.0545087954,0.986303,100,1,2158.29400034,0.00109193,-481.881230962,0.0224675
-489.162,-490.709451329,1.02203,0.4,1451.12129225,2.6326e-06,38.1008,500.0,100,-563.177,0.025329,0.590902,0.01,-490.709451329,1.49088,97.844783092,97.4599200143,0.980881,100,1,1451.12129225,0.00602419,-490.709451329,0.0151993
-481.776,-484.452163048,1.03394,0.4,1791.44843951,3.91768e-06,40.9426,500.0,100,-554.946,0.0384151,0.389413,0.01,-484.452163048,1.49343,96.7170804996,96.2662963319,0.99023,100,1,1791.44843951,0.00393255,-484.452163048,0.0150816
-489.107,-492.698145735,1.04721,0.4,2190.93514954,5.94056e-06,48.1518,500.0,100,-568.67,0.0572457,0.32147,0.01,-492.698145735,2.2352,95.4914304702,94.4455300804,0.981653,100,1,2190.93514954,0.00327479,-492.698145735,0.0227698
-481.391,-483.552164185,1.02801,0.4,1844.33460562,3.22209e-06,43.2225,500.0,100,-555.247,0.0307811,0.415707,0.01,-483.552164185,1.50888,97.2757234068,96.908758766,0.977402,100,1,1844.33460562,0.00425318,-483.552164185,0.0154377
-485.869,-494.544370918,1.02861,0.4,23597.9839223,3.01746e-06,76.3578,500.0,100,-729.424,0.0299076,0.400775,0.01,-494.544370918,1.23135,97.2183745635,97.0993458935,0.995565,100,1,23597.9839223,0.0040256,-494.544370918,0.0123684
-484.797,-486.644911372,1.02519,0.4,1720.97520312,2.9351e-06,42.3075,500.0,100,-557.817,0.0299883,0.635768,0.01,-486.644911372,1.64728,97.5427701255,97.1763175987,1.0108,100,1,1720.97520312,0.00628976,-486.644911372,0.0162968
-488.33,-490.826822187,1.03409,0.4,2084.56141407,3.63799e-06,46.353,500.0,100,-565.256,0.036702,0.292455,0.01,-490.826822187,1.39306,96.7037122173,96.5236076665,1.00442,100,1,2084.56141407,0.00291169,-490.826822187,0.0138694
-477.402,-484.697091098,1.11887,0.4,1941.26664123,3.04963e-05,57.7588,500.0,100,-556.369,0.349046,0.554239,0.01,-484.697091098,5.49724,89.375743745,76.8099946025,1.06984,100,1,1941.26664123,0.00518059,-484.697091098,0.0513839
-487.542,-494.914373659,1.1143,0.4,1937.06948014,2.06714e-05,55.2595,500.0,100,-565.85,0.222349,0.392186,0.01,-494.914373659,4.06366,89.7424093834,83.0119056664,1.03713,100,1,1937.06948014,0.00378145,-494.914373659,0.0391818
-490.917,-494.017385404,1.04161,0.4,2160.98817538,5.13244e-06,46.8854,500.0,100,-565.805,0.0509264,0.636429,0.01,-494.017385404,2.23913,96.0049257898,95.1645722431,0.996115,100,1,2160.98817538,0.00638911,-494.017385404,0.0224786
-482.223,-490.215175637,1.17173,0.4,1811.54144984,0.000657635,67.0895,500.0,100,-562.142,9.70951,0.431197,0.01,-490.215175637,31.9822,85.3436036665,13.3145388097,1.21508,100,1,1811.54144984,0.0035487,-490.215175637,0.26321
-491.759,-493.590133054,1.02491,0.4,1736.63184512,2.77467e-06,43.2985,500.0,100,-563.963,0.0275044,0.404037,0.01,-493.590133054,1.32239,97.5699878419,97.3265083913,0.995624,100,1,1736.63184512,0.00405813,-493.590133054,0.013282
-485.873,-486.644091638,1.01042,0.4,1964.25901835,1.10199e-06,44.4969,500.0,100,-558.168,0.010967,0.7978,0.01,-486.644091638,1.52383,98.968889235,98.920784895,0.997597,100,1,1964.25901835,0.00799722,-486.644091638,0.0152751
-491.444,-495.182648713,1.05431,0.4,2294.56913922,6.0908e-06,51.7673,500.0,100,-566.2,0.0560372,0.478796,0.01,-495.182648713,1.81139,94.8491100513,94.313037389,0.959182,100,1,2294.56913922,0.00499171,-495.182648713,0.0188847
-492.4,-493.8302491,1.0212,0.4,1508.27182399,4.36888e-06,40.1473,500.0,100,-571.239,0.0444842,0.770671,0.01,-493.8302491,2.62741,97.9238222356,95.8540872772,1.00906,100,1,1508.27182399,0.00763751,-493.8302491,0.0260381
-492.313,-496.017131559,1.04648,0.4,2246.66825258,5.75879e-06,51.0331,500.0,100,-570.912,0.0597389,0.436727,0.01,-496.017131559,1.9244,95.5583619012,94.6062916119,1.0185,100,1,2246.66825258,0.00428792,-496.017131559,0.0188944
-486.78,-489.331372486,1.04275,0.4,2153.71159392,4.62566e-06,50.608,500.0,100,-559.971,0.0453327,0.500052,0.01,-489.331372486,2.39985,95.8998908801,95.6211385242,0.989964,100,1,2153.71159392,0.00505122,-489.331372486,0.0242418
-485.437,-488.658990397,1.05006,0.4,1649.44350025,6.93789e-06,42.0408,500.0,100,-560.023,0.061624,0.381132,0.01,-488.658990397,1.59355,95.2328124782,93.5729426599,0.942456,100,1,1649.44350025,0.00404403,-488.658990397,0.0169085
-448.251,-488.28752281,1.8525,0.4,1992.54614806,0.00139015,238.71,500.0,100,-551.636,31.1134,0.0265148,0.01,-488.28752281,56.2053,53.9811285665,6.77393929015,1.49604,100,1,1992.54614806,0.000177233,-488.28752281,0.375694
-484.617,-490.917335858,1.09541,0.4,1513.97054075,1.32317e-05,40.3943,500.0,100,-561.036,0.143872,0.423535,0.01,-490.917335858,2.93082,91.2900896924,88.4178027133,1.04275,100,1,1513.97054075,0.00406171,-490.917335858,0.0281066
-480.988,-483.770053952,1.04109,0.4,1790.8675218,5.33776e-06,43.4676,500.0,100,-555.464,0.0506983,0.382917,0.01,-483.770053952,1.39211,96.0529210029,94.980867843,0.974579,100,1,1790.8675218,0.00392905,-483.770053952,0.0142842
-477.481,-480.711475326,1.04792,0.4,1883.71269948,5.46315e-06,45.1566,500.0,100,-551.874,0.0520797,0.546554,0.01,-480.711475326,1.62187,95.4272631447,94.8689789116,0.976366,100,1,1883.71269948,0.00559784,-480.711475326,0.0166113
-483.752,-486.690244152,1.04486,0.4,2350.33218911,8.25005e-06,51.2781,500.0,100,-561.285,0.085103,0.746173,0.01,-486.690244152,2.58937,95.7063611252,92.4491756391,1.01565,100,1,2350.33218911,0.00734675,-486.690244152,0.0254947
-476.223,-480.426885975,1.06422,0.4,1860.85251593,7.35798e-06,51.9293,500.0,100,-552.374,0.0738975,0.639615,0.01,-480.426885975,2.42839,93.9654956108,93.2101839402,1.00216,100,1,1860.85251593,0.00638238,-480.426885975,0.0242316
-480.411,-483.796212684,1.05424,0.4,2289.80263095,1.4297e-05,49.8821,500.0,100,-560.631,0.151622,0.535854,0.01,-483.796212684,3.48586,94.8551054197,87.6009842916,1.02982,100,1,2289.80263095,0.0052034,-483.796212684,0.0338493
-485.598,-487.965080706,1.03049,0.4,2411.55981668,3.67716e-06,49.3709,500.0,100,-562.29,0.0374202,0.634288,0.01,-487.965080706,1.58003,97.0407942054,96.487472204,1.00878,100,1,2411.55981668,0.00628767,-487.965080706,0.0156627
-484.212,-486.219135835,1.02825,0.4,2237.67616412,4.57194e-06,47.1126,500.0,100,-561.787,0.0494459,0.525806,0.01,-486.219135835,1.83069,97.2521646545,95.6698118293,1.03996,100,1,2237.67616412,0.00505604,-486.219135835,0.0176036
-487.739,-492.702121697,1.06436,0.4,2029.42287861,7.31025e-06,47.061,500.0,100,-566.131,0.0756946,0.425293,0.01,-492.702121697,1.76038,93.9530139058,93.251275271,1.01757,100,1,2029.42287861,0.00417947,-492.702121697,0.0172997
-484.036,-485.904030939,1.02238,0.4,2190.33484494,2.22849e-06,46.1796,500.0,100,-563.264,0.0222025,0.549762,0.01,-485.904030939,1.42057,97.8112756987,97.8414091904,0.998149,100,1,2190.33484494,0.00550781,-485.904030939,0.014232
-481.396,-486.049166998,1.06321,0.4,2636.54014248,6.79108e-06,51.1775,500.0,100,-562.567,0.0701095,0.393002,0.01,-486.049166998,1.717,94.0549852144,93.7003683371,1.01606,100,1,2636.54014248,0.0038679,-486.049166998,0.0168986
-485.078,-488.587939343,1.04757,0.4,2242.8619382,6.57116e-06,48.3191,500.0,100,-562.95,0.0685571,0.530608,0.01,-488.587939343,2.66413,95.4590916089,93.8918953429,1.02142,100,1,2242.8619382,0.0051948,-488.587939343,0.0260826
-479.959,-483.892789747,1.05345,0.4,2237.06978002,5.18703e-06,46.1614,500.0,100,-557.648,0.0541332,0.523984,0.01,-483.892789747,1.74989,94.9265933849,95.1156717171,1.02158,100,1,2237.06978002,0.00512915,-483.892789747,0.0171293
-489.387,-491.675476678,1.02983,0.4,2089.75671436,2.08285e-06,45.7495,500.0,100,-565.47,0.0211746,0.544459,0.01,-491.675476678,1.40621,97.1035984879,97.979652362,1.00828,100,1,2089.75671436,0.0053999,-491.675476678,0.0139467
-454.43,-480.088081191,1.48379,0.4,1686.18364063,0.00188003,152.424,500.0,100,-545.067,55.2433,0.20959,0.01,-480.088081191,75.0992,67.3949528792,5.09884276768,1.71418,100,1,1686.18364063,0.00122268,-480.088081191,0.438105
-478.935,-484.561153726,1.07671,0.4,2312.63370989,1.48082e-05,46.922,500.0,100,-555.146,0.158672,0.458516,0.01,-484.561153726,4.10198,92.8756538496,87.2142656633,1.03514,100,1,2312.63370989,0.00442951,-484.561153726,0.0396273
-492.015,-496.394908481,1.05805,0.4,2140.51804747,5.67936e-06,46.9537,500.0,100,-567.287,0.0591463,0.262809,0.01,-496.394908481,1.63537,94.5135843853,94.6767413587,1.0205,100,1,2140.51804747,0.00257529,-496.394908481,0.0160252
-490.935,-492.544754662,1.02234,0.4,1757.23633851,2.58336e-06,41.406,500.0,100,-563.797,0.0251194,0.573925,0.01,-492.544754662,1.40314,97.8148797505,97.5062674232,0.986079,100,1,1757.23633851,0.00582027,-492.544754662,0.0142295
-481.991,-485.630074755,1.05469,0.4,1642.83906943,6.44778e-06,41.7728,500.0,100,-553.762,0.0649901,0.529067,0.01,-485.630074755,1.92476,94.8142039648,93.9997046265,1.00396,100,1,1642.83906943,0.00526978,-485.630074755,0.0191716
-482.935,-485.799998792,1.04348,0.4,1916.97263679,5.68876e-06,47.2221,500.0,100,-555.715,0.052709,0.389176,0.01,-485.799998792,1.68299,95.8331481661,94.6683593218,0.962573,100,1,1916.97263679,0.00404308,-485.799998792,0.0174843
-484.285,-488.162571627,1.05709,0.4,1985.44210095,7.01118e-06,47.8173,500.0,100,-557.997,0.0726996,0.46389,0.01,-488.162571627,2.35814,94.5997046736,93.5094326188,1.01829,100,1,1985.44210095,0.00455559,-488.162571627,0.0231579
-484.48,-485.310571987,1.01219,0.4,1830.45475197,1.31075e-06,42.8029,500.0,100,-555.411,0.0131601,0.825474,0.01,-485.310571987,1.46723,98.79561237,98.7190166736,1.00201,100,1,1830.45475197,0.00823822,-485.310571987,0.0146429
-478.517,-481.844439428,1.05297,0.4,2074.87315214,7.84003e-06,46.2719,500.0,100,-552.792,0.0829801,0.596503,0.01,-481.844439428,2.55959,94.9698712147,92.7974442554,1.02879,100,1,2074.87315214,0.00579809,-481.844439428,0.0248796
-483.6,-490.185502055,1.09222,0.4,2702.31293648,1.02796e-05,52.8921,500.0,100,-561.692,0.0972673,0.16716,0.01,-490.185502055,2.07106,91.5563106354,90.763237773,0.972738,100,1,2702.31293648,0.00171845,-490.185502055,0.0212911
-473.138,-475.804732819,1.04046,0.4,1683.83209235,4.91849e-06,42.6357,500.0,100,-546.166,0.0519697,0.637177,0.01,-475.804732819,2.13629,96.1111710712,95.3568081697,1.02792,100,1,1683.83209235,0.0061987,-475.804732819,0.0207826
-477.804,-481.458528535,1.05992,0.4,1938.1934972,7.14222e-06,46.6974,500.0,100,-554.06,0.0675084,0.254551,0.01,-481.458528535,1.64227,94.3465244688,93.3961741777,0.972215,100,1,1938.1934972,0.00261826,-481.458528535,0.016892
-476.645,-479.231691323,1.03772,0.4,1421.90961105,4.65613e-06,36.3884,500.0,100,-547.964,0.0455381,0.327334,0.01,-479.231691323,1.57809,96.3654545465,95.5935399425,0.988952,100,1,1421.90961105,0.0033099,-479.231691323,0.0159572
-481.941,-486.277551301,1.05664,0.4,2045.4344175,7.19448e-06,47.117,500.0,100,-557.418,0.0756805,0.507843,0.01,-486.277551301,1.93569,94.6396097629,93.3510418576,1.02563,100,1,2045.4344175,0.00495151,-486.277551301,0.0188731
-486.452,-489.137519056,1.0368,0.4,2020.27974492,4.2876e-06,44.4275,500.0,100,-561.304,0.0445004,0.471845,0.01,-489.137519056,1.6255,96.4510583725,95.9281062779,1.01877,100,1,2020.27974492,0.00463154,-489.137519056,0.0159556
-478.172,-481.375311832,1.04166,0.4,2099.0615601,4.93191e-06,47.2393,500.0,100,-551.745,0.0493828,0.460013,0.01,-481.375311832,2.09507,96.0002343756,95.3447167987,1.00065,100,1,2099.0615601,0.00459716,-481.375311832,0.0209372
-474.694,-476.341680333,1.02357,0.4,2152.10907754,2.3434e-06,46.4948,500.0,100,-547.678,0.0234862,0.622807,0.01,-476.341680333,1.34625,97.6971556442,97.7326478001,1.00111,100,1,2152.10907754,0.00622114,-476.341680333,0.0134475
-483.355,-486.706501313,1.04767,0.4,2064.75338792,8.15086e-06,47.6589,500.0,100,-558.95,0.0808134,0.513395,0.01,-486.706501313,2.526,95.4502934929,92.5331934879,0.995726,100,1,2064.75338792,0.00515598,-486.706501313,0.0253685
-478.059,-479.872361693,1.02657,0.4,2139.77504982,2.88584e-06,47.3141,500.0,100,-549.979,0.0294111,0.5852,0.01,-479.872361693,1.63636,97.4119312141,97.2223826473,1.00953,100,1,2139.77504982,0.00579676,-479.872361693,0.0162091
-477.765,-479.762670418,1.02928,0.4,1718.79442984,4.06615e-06,42.2367,500.0,100,-552.156,0.0405226,0.499856,0.01,-479.762670418,1.56241,97.155140464,96.1303136481,0.998291,100,1,1718.79442984,0.00500712,-479.762670418,0.0156508
-486.649,-490.309301261,1.05038,0.4,2600.71826671,6.31364e-06,54.5223,500.0,100,-564.326,0.0653158,0.714482,0.01,-490.309301261,2.08325,95.2032091643,94.1172130508,1.01711,100,1,2600.71826671,0.00702461,-490.309301261,0.020482
-483.981,-487.798096865,1.05355,0.4,2040.00645857,6.23862e-06,49.2668,500.0,100,-559.251,0.0631201,0.439141,0.01,-487.798096865,1.99761,94.9175924271,94.1830533979,1.00586,100,1,2040.00645857,0.00436581,-487.798096865,0.0198596
-478.967,-482.045666284,1.04416,0.4,1861.20229304,4.60766e-06,41.8532,500.0,100,-554.632,0.0450828,0.405896,0.01,-482.045666284,1.57212,95.7707732621,95.6374300219,0.989156,100,1,1861.20229304,0.00410346,-482.045666284,0.0158936
-478.857,-480.152306967,1.01704,0.4,1842.73427787,2.2345e-06,42.8566,500.0,100,-550.547,0.0223053,0.564319,0.01,-480.152306967,1.39001,98.3250092891,97.835721605,0.999112,100,1,1842.73427787,0.0056482,-480.152306967,0.0139125
-489.455,-493.010474561,1.04982,0.4,1987.25705121,5.40482e-06,46.9296,500.0,100,-566.632,0.0510294,0.443325,0.01,-493.010474561,1.61176,95.2548620971,94.9210032449,0.971672,100,1,1987.25705121,0.00456249,-493.010474561,0.0165875
-489.858,-492.312466791,1.03374,0.4,2454.94736512,2.52745e-06,49.4146,500.0,100,-562.68,0.026323,0.559421,0.01,-492.312466791,1.45296,96.7363868511,97.5589324158,1.02053,100,1,2454.94736512,0.00548167,-492.312466791,0.0142374
-484.806,-487.119172622,1.0316,0.4,2168.291798,2.83951e-06,46.0289,500.0,100,-557.617,0.030456,0.445777,0.01,-487.119172622,1.31942,96.9369541769,97.2657218652,1.03565,100,1,2168.291798,0.00430431,-487.119172622,0.01274
-484.71,-487.173972836,1.03602,0.4,2249.25771889,3.91695e-06,48.6623,500.0,100,-559.396,0.0406095,0.460986,0.01,-487.173972836,1.61437,96.5233959643,96.2669993391,1.01822,100,1,2249.25771889,0.00452739,-487.173972836,0.0158549
-485.247,-487.640547529,1.03231,0.4,2163.31631061,2.98337e-06,46.7394,500.0,100,-560.701,0.0299975,0.575508,0.01,-487.640547529,1.49462,96.8702036817,97.1311849385,1.00274,100,1,2163.31631061,0.00573935,-487.640547529,0.0149054
-484.438,-486.437074695,1.02811,0.4,1534.79812253,2.84558e-06,39.1469,500.0,100,-555.772,0.0271905,0.59575,0.01,-486.437074695,1.3925,97.2660684642,97.2600717142,0.977515,100,1,1534.79812253,0.00609453,-486.437074695,0.0142453
-480.588,-483.224006471,1.03752,0.4,1977.62182792,4.89211e-06,45.2686,500.0,100,-554.432,0.0455848,0.216297,0.01,-483.224006471,1.38531,96.3834690203,95.380561233,0.965299,100,1,1977.62182792,0.00224073,-483.224006471,0.0143511
-487.174,-489.62772425,1.03444,0.4,1637.99445655,2.93296e-06,39.7729,500.0,100,-561.086,0.0305241,0.615885,0.01,-489.62772425,1.519,96.670981666,97.1783185089,1.02016,100,1,1637.99445655,0.00603713,-489.62772425,0.0148898
-484.668,-490.481034482,1.09708,0.4,2062.20937255,2.40013e-05,54.2455,500.0,100,-559.953,0.252665,0.184085,0.01,-490.481034482,4.50255,91.1506698947,80.800674298,1.02602,100,1,2062.20937255,0.00179417,-490.481034482,0.0438837
-475.392,-478.957379289,1.05367,0.4,1789.54257991,5.13393e-06,44.5609,500.0,100,-547.153,0.0493257,0.384363,0.01,-478.957379289,1.40547,94.9060913008,95.1632458532,0.980193,100,1,1789.54257991,0.0039213,-478.957379289,0.0143387
-480.347,-482.862449946,1.03401,0.4,1674.84013702,4.63424e-06,41.5478,500.0,100,-554.556,0.0443938,0.286071,0.01,-482.862449946,1.51665,96.710713659,95.6133633906,0.978751,100,1,1674.84013702,0.00292281,-482.862449946,0.0154958
-479.503,-480.33001469,1.01218,0.4,1681.28408692,1.02657e-06,41.3093,500.0,100,-550.035,0.0105709,0.792125,0.01,-480.33001469,1.37432,98.796368684,98.9938995356,1.01475,100,1,1681.28408692,0.00780608,-480.33001469,0.0135434
-490.315,-493.756320457,1.04563,0.4,1895.49534842,4.63923e-06,44.2002,500.0,100,-563.399,0.0482007,0.683531,0.01,-493.756320457,1.70287,95.6362783174,95.6088248594,1.0193,100,1,1895.49534842,0.00670586,-493.756320457,0.0167062
-484.23,-486.84697071,1.03452,0.4,2093.06481426,3.14722e-06,47.0783,500.0,100,-561.72,0.0308407,0.505274,0.01,-486.84697071,1.38278,96.6636072571,96.9783923353,0.989916,100,1,2093.06481426,0.00510421,-486.84697071,0.0139687
-483.88,-489.086922133,1.08036,0.4,2258.06276987,1.27799e-05,50.6971,500.0,100,-563.63,0.122508,0.302388,0.01,-489.086922133,2.67835,92.5620608021,88.768866087,0.979082,100,1,2258.06276987,0.00308849,-489.086922133,0.0273557
-478.122,-481.163372201,1.04229,0.4,2239.30925404,5.02751e-06,47.0637,500.0,100,-558.585,0.0510463,0.482162,0.01,-481.163372201,1.57122,95.9425466119,95.258732656,1.00764,100,1,2239.30925404,0.00478506,-481.163372201,0.0155931
-483.245,-486.302544013,1.0421,0.4,2224.96290377,4.05534e-06,46.8378,500.0,100,-558.108,0.0418319,0.592615,0.01,-486.302544013,1.41006,95.9605130747,96.1401955755,1.01564,100,1,2224.96290377,0.00583489,-486.302544013,0.0138834
-476.543,-480.210250646,1.04742,0.4,2036.42269791,6.01406e-06,44.2492,500.0,100,-553.911,0.0620444,0.433148,0.01,-480.210250646,1.6156,95.4726178019,94.380671384,1.0157,100,1,2036.42269791,0.00426451,-480.210250646,0.0159062
-479.882,-483.831807805,1.04901,0.4,2751.07128929,6.11667e-06,49.2657,500.0,100,-564.785,0.0627632,0.473166,0.01,-483.831807805,1.79335,95.3280807444,94.2902595862,1.01297,100,1,2751.07128929,0.00467109,-483.831807805,0.0177039
-485.225,-486.854300914,1.02245,0.4,1727.11133605,2.08287e-06,42.113,500.0,100,-558.715,0.0203003,0.681847,0.01,-486.854300914,1.46125,97.8040911979,97.9795972975,0.987232,100,1,1727.11133605,0.00690665,-486.854300914,0.0148015
-476.296,-479.703382183,1.05186,0.4,1980.25259884,6.39833e-06,45.5497,500.0,100,-550.447,0.0640059,0.457371,0.01,-479.703382183,1.90079,95.0694728639,94.042998322,1.00018,100,1,1980.25259884,0.0045729,-479.703382183,0.0190046
-478.784,-482.043894583,1.04692,0.4,1750.47039501,5.01753e-06,43.1012,500.0,100,-550.914,0.0547956,0.63609,0.01,-482.043894583,2.13989,95.5182222419,95.2677362075,1.04503,100,1,1750.47039501,0.00608683,-482.043894583,0.0204769
-471.448,-477.972948697,1.10483,0.4,1870.48681358,2.85981e-05,54.165,500.0,100,-545.393,0.356873,0.421069,0.01,-477.972948697,5.42201,90.5116797785,77.9349404585,1.11709,100,1,1870.48681358,0.00376934,-477.972948697,0.0485369
-471.909,-475.493498209,1.05044,0.4,1971.76409096,5.21107e-06,43.9352,500.0,100,-543.745,0.0516329,0.706151,0.01,-475.493498209,1.76862,95.1979583629,95.0941444702,0.995405,100,1,1971.76409096,0.00709411,-475.493498209,0.0177679
-484.305,-487.642147318,1.04113,0.4,1949.43485918,4.94854e-06,45.982,500.0,100,-567.167,0.0470408,0.350761,0.01,-487.642147318,1.58978,96.0492696582,95.3297664439,0.974987,100,1,1949.43485918,0.0035976,-487.642147318,0.0163056
-480.286,-483.98590202,1.05382,0.4,1789.98702024,7.89384e-06,44.2419,500.0,100,-558.287,0.0823948,0.608353,0.01,-483.98590202,2.30909,94.8932081953,92.7515743586,1.02166,100,1,1789.98702024,0.00595457,-483.98590202,0.0226014
-478.41,-482.238735114,1.05524,0.4,2000.15932806,4.40161e-06,45.9976,500.0,100,-550.974,0.0447709,0.487481,0.01,-482.238735114,1.49367,94.7652543999,95.8243601063,1.00854,100,1,2000.15932806,0.00483355,-482.238735114,0.0148102
-481.029,-483.932047491,1.04638,0.4,2155.63126842,6.05421e-06,49.9481,500.0,100,-557.395,0.0658188,0.679638,0.01,-483.932047491,1.95568,95.5673868145,94.3452665548,1.04267,100,1,2155.63126842,0.00651825,-483.932047491,0.0187565
-484.578,-486.277482509,1.02415,0.4,2276.96992546,1.8659e-06,47.6279,500.0,100,-558.952,0.0183495,0.606777,0.01,-486.277482509,1.71887,97.6418774609,98.1862658126,0.991672,100,1,2276.96992546,0.00611873,-486.277482509,0.017333
-478.065,-483.827029604,1.08616,0.4,2523.34980767,8.69183e-06,49.0926,500.0,100,-555.881,0.0873802,0.255505,0.01,-483.827029604,1.61948,92.0677950922,92.0768863508,1.00265,100,1,2523.34980767,0.00254829,-483.827029604,0.0161519
-486.446,-488.248066981,1.02431,0.4,1804.8540952,3.20295e-06,42.4148,500.0,100,-564.716,0.0322589,0.628889,0.01,-488.248066981,1.89717,97.626866158,96.9265240408,1.00358,100,1,1804.8540952,0.00626649,-488.248066981,0.0189041
-490.78,-492.232752607,1.01954,0.4,1870.34507669,1.90764e-06,43.4569,500.0,100,-569.68,0.0193455,0.736515,0.01,-492.232752607,1.53088,98.0838668527,98.146439515,1.00703,100,1,1870.34507669,0.00731373,-492.232752607,0.0152019
-489.553,-491.813850151,1.0273,0.4,2222.17285449,2.72245e-06,46.4124,500.0,100,-566.236,0.0258624,0.452881,0.01,-491.813850151,1.29905,97.3420965815,97.3754876578,0.974664,100,1,2222.17285449,0.00464653,-491.813850151,0.0133282
-442.401,-484.36479079,1.51825,0.4,2241.57799643,0.00495081,122.953,500.0,100,-540.112,528.706,0.442068,0.01,-484.36479079,230.85,65.8654766095,1.99947956484,3.2679,100,1,2241.57799643,0.00135276,-484.36479079,0.706418
-480.088,-486.1052915,1.09865,0.4,2020.94954711,1.17679e-05,51.8982,500.0,100,-555.986,0.128476,0.412053,0.01,-486.1052915,3.27232,91.0210370525,89.5654336956,1.04487,100,1,2020.94954711,0.00394359,-486.1052915,0.0313181
-478.682,-486.180075442,1.1665,0.4,1874.12019663,7.65857e-05,82.3165,500.0,100,-556.678,0.925409,0.21088,0.01,-486.180075442,9.85534,85.7264292655,56.8764140551,1.09924,100,1,1874.12019663,0.00191841,-486.180075442,0.0896558
-470.045,-475.316502622,1.0853,0.4,1917.018424,9.34454e-06,47.1381,500.0,100,-544.957,0.0882602,0.333083,0.01,-475.316502622,1.58873,92.1405764695,91.5322972593,0.971859,100,1,1917.018424,0.00342728,-475.316502622,0.0163474
-484.784,-486.355665275,1.02137,0.4,1454.20586552,1.63563e-06,38.3208,500.0,100,-556.343,0.0163817,0.676544,0.01,-486.355665275,1.43679,97.9077185093,98.4064960256,1.00078,100,1,1454.20586552,0.0067602,-486.355665275,0.0143568
-479.146,-481.75657981,1.03601,0.4,2503.48119429,3.71106e-06,51.5122,500.0,100,-552.89,0.0365479,0.729762,0.01,-481.75657981,1.95796,96.5244177685,96.4562487419,0.992389,100,1,2503.48119429,0.00735359,-481.75657981,0.0197297
-477.971,-480.838754535,1.03703,0.4,2081.56975939,4.1969e-06,44.6085,500.0,100,-560.388,0.0414346,0.451166,0.01,-480.838754535,1.44751,96.4291720555,96.0108141165,0.993613,100,1,2081.56975939,0.00454066,-480.838754535,0.0145681
-477.543,-480.770453988,1.04504,0.4,2358.34949591,5.51932e-06,48.268,500.0,100,-549.793,0.0563883,0.456402,0.01,-480.770453988,2.05352,95.6897995314,94.819009289,1.01077,100,1,2358.34949591,0.0045154,-480.770453988,0.0203164
-475.63,-479.387842729,1.05128,0.4,1996.76459274,6.79347e-06,44.1864,500.0,100,-548.736,0.0674595,0.306487,0.01,-479.387842729,1.48899,95.1219730686,93.698276056,0.996496,100,1,1996.76459274,0.00307564,-479.387842729,0.0149423
-470.779,-472.628991351,1.02734,0.4,2043.62518444,2.17647e-06,45.4345,500.0,100,-543.075,0.0211043,0.629509,0.01,-472.628991351,1.34394,97.3383804522,97.8907467355,0.984711,100,1,2043.62518444,0.00639283,-472.628991351,0.0136481
-481.12,-483.478615095,1.03263,0.4,1941.59785911,3.11814e-06,44.3726,500.0,100,-553.07,0.03203,0.524273,0.01,-483.478615095,1.54979,96.8401215978,97.005461227,1.01352,100,1,1941.59785911,0.00517281,-483.478615095,0.0152912
-474.064,-476.104031954,1.03072,0.4,2090.34076845,2.83797e-06,46.6619,500.0,100,-546.773,0.0284859,0.565305,0.01,-476.104031954,1.43469,97.0196044506,97.2671983395,1.00187,100,1,2090.34076845,0.00564249,-476.104031954,0.0143201
-477.638,-482.551992045,1.06234,0.4,2348.73813111,7.51078e-06,49.7185,500.0,100,-554.727,0.0738691,0.345859,0.01,-482.551992045,1.91753,94.1319365232,93.0789532003,0.991719,100,1,2348.73813111,0.00348747,-482.551992045,0.0193354
-473.823,-476.165641682,1.03378,0.4,2316.35254542,3.92861e-06,48.0308,500.0,100,-549.176,0.0398085,0.531651,0.01,-476.165641682,1.75122,96.7319248488,96.2562525838,1.00663,100,1,2316.35254542,0.00528151,-476.165641682,0.0173969
-477.178,-480.501607446,1.04346,0.4,1877.19424683,4.98368e-06,43.0105,500.0,100,-554.453,0.0500274,0.582628,0.01,-480.501607446,2.00688,95.835195518,95.2981223361,1.00191,100,1,1877.19424683,0.00581517,-480.501607446,0.0200305
