MinVanillaIw,AvgEpLen,AvgVanillaIw,ESSClassic,MinNormIw,VarRet,VarNormIw,MaxNormIw,MaxVanillaIw,Bound,AvgRet,VarVanillaIw,eRenyi2,AvgDiscRet,ESSRenyi,VanillaAvgRet,AvgNormIw,J,BatchSize,VarJ,VarDiscRet
0.0038635768,500.0,12.018065,1.0979951495517275,3.2148077e-06,237.6194564990003,0.0090984935,0.9543033,1146.888,59.919918,-3.5648229646604688,13141.308,6.7571383,-3.5648229646604688,14.799164419431412,-3.5648229646604688,0.01,77.79312,100,37.755936,237.6194564990003
0.010460095,500.0,18.041254,1.100933610207376,5.7978755e-06,162.75551008107934,0.00907394,0.95302635,1719.379,34.022614,1.0459867887134113,29534.475,4.7520356,1.0459867887134113,21.043613314855364,1.0459867887134113,0.01,42.05901,100,16.839579,162.75551008107934
0.0005777425,500.0,9.047545,1.1037191338355878,6.385627e-07,212.31137553372173,0.009050784,0.95182246,861.1657,45.758675,2.946160639850413,7408.798,5.2918334,2.946160639850413,18.897042372171946,2.946160639850413,0.010000002,57.35032,100,24.30002,212.31137553372173
0.0013993501,500.0,1421.3153,1.000666969482786,9.845459e-09,368.53841883453174,0.009993268,0.9996667,142084.16,35.473896,11.39293158386134,201877730.0,1.0000017,11.39293158386134,99.99983310727316,11.39293158386134,0.010000002,40.70731,100,0.06984958,368.53841883453174
5.0458344e-05,500.0,1428.6646,1.0002487489389973,3.531854e-10,635.7216690030602,0.00999749,0.99987566,142848.69,57.984283,18.52508727716169,204056940.0,1.0000005,18.52508727716169,99.99995231630692,18.52508727716169,0.010000003,64.1798,100,0.054351024,635.7216690030602
1.9610588e-23,500.0,1603.4178,1.0001247452223803,1.2230492e-28,619.2294798003652,0.0099987425,0.99993765,160331.78,73.9324,23.14828625299573,257062420.0,1.0,23.14828625299573,100.0,23.14828625299573,0.01,80.74495,100,0.021804936,619.2294798003652
1.34402635e-05,500.0,40183.234,1.000006097097965,3.344744e-12,565.555100216715,0.009999941,0.99999696,4018311.2,70.75672,27.500660243847342,161468250000.0,1.0000014,27.500660243847342,99.99985694905718,27.500660243847342,0.01,77.78666,100,0.001473973,565.555100216715
0.001315006,500.0,6.9891663,1.1986847522777622,1.881492e-06,709.5763222579958,0.008325736,0.91321445,638.26074,67.023056,27.441921600767692,4066.9917,6.087352,27.441921600767692,16.42750465255565,27.441921600767692,0.010000002,85.7806,100,42.28881,709.5763222579958
9.096192e-10,500.0,1585.107,1.0000798495476475,5.738535e-15,648.5026762926669,0.009999196,0.99996006,158504.38,81.38796,31.790013115141054,251236220.0,1.0000049,31.790013115141054,99.99951124430167,31.790013115141054,0.009999999,88.93526,100,0.013287214,648.5026762926669
0.0015403683,500.0,4078.625,1.00033276254338,3.776685e-09,668.1154693428999,0.00999664,0.99983364,407794.66,78.61042,46.68664982249327,1662959000.0,1.0000044,46.68664982249327,99.99955892757411,46.68664982249327,0.01,85.89254,100,0.0720963,668.1154693428999
