Bound,MaxVanillaIw,MinVanillaIw,VarRet,AvgNormIw,BatchSize,VarJ,VarVanillaIw,renyi2,delta,MaxNormIw,AvgEpLen,J,VarNormIw,EpsThisIter,AvgRet,VarDiscRet,AvgDiscRet,ESSRenyi,SamplesThisIter,IterType,AvgVanillaIw,MinNormIw,VanillaAvgRet,ESSClassic
-75.263,4.61897,0.00018066,1679.39796132,1.10011e-05,100,305.129,0.213803,nan,0.4,5.09779e-05,99.0099009901,-10852.4,2.60427e-11,505,-66.8349889976,1679.39796132,-66.8349889976,nan,50000,1,0.996781,1.99387e-09,-66.8349889976,5.07158955422
-66.1663,5.25155,0.000130404,281.472392814,1.01379e-05,100,155.227,0.383897,inf,0.4,5.22199e-05,91.2408759124,-10529.7,3.79587e-11,548,-62.2672750843,281.472392814,-62.2672750843,,50000,1,1.01953,1.2967e-09,-62.2672750843,4.55608349678
-80.0212,4.14255,2.52269e-05,2466.2411389,1.07458e-05,100,360.473,0.174804,nan,0.4,4.47808e-05,96.7117988395,-10899.1,2.04268e-11,517,-67.2116016552,2466.2411389,-67.2116016552,nan,50000,1,0.994059,2.72702e-10,-67.2116016552,4.92118853673
-64.7842,5.49896,4.17525e-06,355.938491357,9.62835e-06,100,156.971,0.310303,inf,0.4,5.05276e-05,86.6551126516,-10091.7,2.61988e-11,577,-59.2977840346,355.938491357,-59.2977840346,,50000,1,1.04786,3.83646e-11,-59.2977840346,5.12527015995
-56.075,42.5532,1.50714e-27,70.4862623244,9.46432e-06,100,309.063,8.46648,nan,0.4,0.000270178,85.1788756388,-9486.83,3.41301e-10,587,-58.3094086687,70.4862623244,-58.3094086687,nan,50000,1,1.49064,9.56912e-33,-58.3094086687,3.66496455504
-62.4199,6.99795,1.16649e-08,164.417919629,9.83284e-06,100,117.662,0.838758,nan,0.4,5.89045e-05,88.4955752212,-10225.8,5.9428e-11,565,-60.3172126604,164.417919629,-60.3172126604,nan,50000,1,1.16816,9.81883e-14,-60.3172126604,5.99147209125
-55.612,287.647,2.20343e-16,121.209397328,9.59509e-06,100,484.622,34.2312,nan,0.4,0.00172955,86.3557858377,-9078.83,1.23756e-09,579,-58.9863794729,121.209397328,-58.9863794729,nan,50000,1,1.59579,1.32487e-21,-58.9863794729,3.88384709942
nan,4.44693e+16,,109.253591673,9.25926e-06,100,nan,1.83089e+29,nan,0.4,0.0999705,83.3333333333,nan,9.25303e-07,600,-56.9250030115,109.253591673,-56.9250030115,nan,50000,1,4.11875e+12,,-56.9250030115,9.99999987948
-55.4616,42.6237,1.25636e-18,70.7255125038,9.43218e-06,100,187.55,5.82392,nan,0.4,0.000279872,84.8896434635,-9544.24,2.51091e-10,589,-57.8628355429,70.7255125038,-57.8628355429,nan,50000,1,1.4365,8.24937e-24,-57.8628355429,5.02705280135
-78.7127,4.55251,0.0134956,500.96258325,9.83284e-06,100,233.029,0.0857786,inf,0.4,4.39744e-05,88.4955752212,-10559.2,8.00345e-12,565,-60.7916998986,500.96258325,-60.7916998986,,50000,1,1.01796,1.30359e-07,-60.7916998986,4.40340542366
-56.6194,19.3063,,71.6020631386,9.27472e-06,100,136.19,2.50163,nan,0.4,0.000137184,83.4724540902,-9613.92,1.26308e-10,599,-57.1641126233,71.6020631386,-57.1641126233,nan,50000,1,1.30526,,-57.1641126233,8.03745727127
-58.4088,31.9332,,64.6599889486,9.59509e-06,100,154.957,2.43561,nan,0.4,0.000237972,86.3557858377,-9973.49,1.35261e-10,579,-59.0158106908,64.6599889486,-59.0158106908,nan,50000,1,1.28755,,-59.0158106908,120.850303355
-76.1112,2.9506,0.00446116,262.095480742,9.86777e-06,100,167.88,0.0834927,inf,0.4,2.90556e-05,88.809946714,-10543.8,8.09632e-12,563,-60.5000874396,262.095480742,-60.5000874396,,50000,1,1.00207,4.39307e-08,-60.5000874396,4.95052857054
-39.7518,4.96843e+16,,111.435978317,9.44822e-06,100,286.586,2.33213e+29,nan,0.4,0.0999672,85.0340136054,-6095.84,9.44123e-07,588,-57.966023939,111.435978317,-57.966023939,nan,50000,1,4.69582e+12,,-57.966023939,9.9999992542
-52.5041,3464.04,,88.8413255444,9.59509e-06,100,366.681,4282.22,nan,0.4,0.0053226,86.3557858377,-8383.17,1.011e-08,579,-59.1375986754,88.8413255444,-59.1375986754,nan,50000,1,6.24466,,-59.1375986754,2.92978314042
nan,4.19251e+13,,99.555865025,9.44822e-06,100,nan,1.69232e+23,nan,0.4,0.086308,85.0340136054,nan,7.17194e-07,588,-57.932579968,99.555865025,-57.932579968,nan,50000,1,4.58958e+09,,-57.932579968,9.81217310914
-60.4538,15.1581,7.10867e-05,168.77133361,9.62835e-06,100,188.67,1.24908,nan,0.4,0.000123761,86.6551126516,-9920.18,8.32659e-11,577,-59.1536204691,168.77133361,-59.1536204691,nan,50000,1,1.17927,5.804e-10,-59.1536204691,7.01944308028
-58.3837,37.0381,4.68489e-06,55.9465270211,9.30579e-06,100,202.776,2.0454,nan,0.4,0.000275276,83.7520938023,-9714.89,1.12984e-10,597,-57.4882177494,55.9465270211,-57.4882177494,nan,50000,1,1.25208,3.48193e-11,-57.4882177494,6.89910058641
-62.5521,13.0683,9.25582e-06,356.528727568,9.79816e-06,100,244.463,0.726462,nan,0.4,0.000115408,88.1834215168,-9963.46,5.6656e-11,567,-59.985977571,356.528727568,-59.985977571,nan,50000,1,1.1095,8.17394e-11,-59.985977571,5.00457824683
-75.1715,3.8616,0.0371777,231.072996647,9.49668e-06,100,189.873,0.0808349,nan,0.4,3.67952e-05,85.4700854701,-10209.6,7.33916e-12,585,-58.3567490942,231.072996647,-58.3567490942,nan,50000,1,0.996662,3.54247e-07,-58.3567490942,3.76347865744
-58.0706,25.8128,9.92816e-06,53.434162202,9.44822e-06,100,84.6286,1.89078,nan,0.4,0.000188792,85.0340136054,-9956.43,1.01144e-10,588,-58.3029381714,53.434162202,-58.3029381714,nan,50000,1,1.29182,7.26134e-11,-58.3029381714,7.08429319623
-39.1994,4.27022e+11,,105.109257771,9.46432e-06,100,208.9,1.73239e+19,nan,0.4,0.0889932,85.1788756388,-5968.63,7.52417e-07,587,-58.2619406482,105.109257771,-58.2619406482,nan,50000,1,4.54133e+07,,-58.2619406482,9.96086489667
-57.8509,20.3613,2.96826e-05,44.534563071,9.3214e-06,100,73.8431,2.71833,nan,0.4,0.000134443,83.8926174497,-9862.14,1.18514e-10,596,-57.659765664,44.534563071,-57.659765664,nan,50000,1,1.41171,1.95991e-10,-57.659765664,9.39439925007
-49.9832,1.77833e+24,,107.278227485,9.61169e-06,100,185.008,inf,nan,0.4,0.0932977,86.5051903114,-7049.13,8.39736e-07,578,-59.1135211399,107.278227485,-59.1135211399,nan,50000,1,1.83207e+20,,-59.1135211399,9.96219501168
-74.7516,5.66491,7.05197e-06,1512.74845779,1.05419e-05,100,336.26,0.202365,nan,0.4,5.86449e-05,94.8766603416,-10606.7,2.16875e-11,527,-64.2536707979,1512.74845779,-64.2536707979,nan,50000,1,1.01831,7.30042e-11,-64.2536707979,4.03505499932
-53.5372,251.936,,75.3648530504,9.43218e-06,100,394.096,29.1929,nan,0.4,0.00122902,84.8896434635,-9287.2,6.94725e-10,589,-58.2761640629,75.3648530504,-58.2761640629,nan,50000,1,1.9335,,-58.2761640629,49.4723080165
-56.8559,47.137,1.9104e-06,57.8610135444,9.59509e-06,100,163.834,4.31784,nan,0.4,0.000320632,86.3557858377,-9841.03,1.99782e-10,579,-58.7326620903,57.8610135444,-58.7326620903,nan,50000,1,1.4106,1.29948e-11,-58.7326620903,6.27948519749
-57.5523,58.8113,9.14157e-06,63.362092017,9.59509e-06,100,247.776,2.73352,nan,0.4,0.000434344,86.3557858377,-9914.31,1.49097e-10,579,-58.7128336796,63.362092017,-58.7128336796,nan,50000,1,1.2992,6.75141e-11,-58.7128336796,6.2617998079
-45.6141,2.05226e+11,,75.7400161362,9.00414e-06,100,231.575,3.80744e+18,nan,0.4,0.0936461,81.0372771475,-6696.31,7.92769e-07,617,-55.906109865,75.7400161362,-55.906109865,nan,50000,1,1.97327e+07,,-55.906109865,9.95942705454
-56.5293,104.517,2.40117e-10,65.9498679002,9.61169e-06,100,285.683,5.87129,nan,0.4,0.000700175,86.5051903114,-9751.8,2.63494e-10,578,-58.7626967994,65.9498679002,-58.7626967994,nan,50000,1,1.43477,1.60858e-15,-58.7626967994,8.33201566154
-42.0948,1.0941e+09,,110.013421458,9.44822e-06,100,261.602,1.41042e+14,nan,0.4,0.0426063,85.0340136054,-6363.86,2.13884e-07,588,-58.0544017419,110.013421458,-58.0544017419,nan,50000,1,242625.0,,-58.0544017419,8.01572122122
-57.2558,26.9046,5.52582e-29,76.155108211,9.76372e-06,100,159.486,5.58881,nan,0.4,0.000178527,87.8734622144,-9870.32,2.46079e-10,569,-59.7694616918,76.155108211,-59.7694616918,nan,50000,1,1.47142,3.66669e-34,-59.7694616918,4.41454162821
-52.2505,20011.5,,65.8088948125,9.4162e-06,100,308.383,183121.0,nan,0.4,0.0079124,84.7457627119,-8107.46,2.86284e-08,590,-57.8326319443,65.8088948125,-57.8326319443,nan,50000,1,23.8148,,-57.8326319443,2.09750940072
-54.8088,98.8871,1.07447e-15,46.1524028544,9.25926e-06,100,225.338,6.68122,nan,0.4,0.00063534,83.3333333333,-9540.78,2.75797e-10,600,-57.1357015294,46.1524028544,-57.1357015294,nan,50000,1,1.44115,6.90336e-21,-57.1357015294,7.47985379449
nan,2.50067e+16,,73.3704125212,8.98957e-06,100,nan,5.62103e+28,nan,0.4,0.0999982,80.9061488673,nan,8.98852e-07,618,-55.384722091,73.3704125212,-55.384722091,nan,50000,1,2.24803e+12,,-55.384722091,9.99999753556
-47.6492,3.00246e+24,,59.4460745231,9.10747e-06,100,98.9607,inf,nan,0.4,0.0967059,81.9672131148,-7257.77,8.52331e-07,610,-56.0602409548,59.4460745231,-56.0602409548,nan,50000,1,2.82762e+20,,-56.0602409548,9.99210347614
-56.8774,79.58,2.13159e-08,49.882384272,9.59509e-06,100,352.857,3.36392,nan,0.4,0.000595303,86.3557858377,-9871.09,1.88241e-10,579,-58.706155562,49.882384272,-58.706155562,nan,50000,1,1.28267,1.59455e-13,-58.706155562,6.9181656938
-57.6494,40.183,3.47882e-31,73.7913118261,9.78091e-06,100,126.08,4.68362,nan,0.4,0.000264887,88.0281690141,-10005.3,2.03525e-10,568,-59.9344028182,73.7913118261,-59.9344028182,nan,50000,1,1.48375,2.29324e-36,-59.9344028182,7.53953544071
-57.4459,35.4119,3.18348e-09,54.9427321778,9.61169e-06,100,221.475,6.46791,nan,0.4,0.000240397,86.5051903114,-9761.9,2.98074e-10,578,-58.6808061424,54.9427321778,-58.6808061424,nan,50000,1,1.41586,2.16114e-14,-58.6808061424,3.6452490032
-56.8001,68.5049,1.72107e-07,52.3380933652,9.61169e-06,100,196.576,4.99763,nan,0.4,0.000462024,86.5051903114,-9877.07,2.27326e-10,578,-58.8238233892,52.3380933652,-58.8238233892,nan,50000,1,1.42514,1.16076e-12,-58.8238233892,6.71628438487
-55.924,25.8585,2.67735e-13,51.2360664679,9.44822e-06,100,148.173,6.24031,nan,0.4,0.000162336,85.0340136054,-9681.06,2.45938e-10,588,-57.942814893,51.2360664679,-57.942814893,nan,50000,1,1.50501,1.68079e-18,-57.942814893,4.29517743327
-56.4661,20.2051,6.85295e-23,80.5151469038,9.43218e-06,100,137.927,3.68547,nan,0.4,0.000137841,84.8896434635,-9620.34,1.71526e-10,589,-57.7426582774,80.5151469038,-57.7426582774,nan,50000,1,1.38259,4.67515e-28,-57.7426582774,6.19245404841
-45.8658,3.32687e+21,,70.2223527724,9.30579e-06,100,136.475,inf,nan,0.4,0.0927258,83.7520938023,-6955.73,8.03323e-07,597,-57.2959973062,70.2223527724,-57.2959973062,nan,50000,1,3.33879e+17,,-57.2959973062,9.95912745294
-46.3464,3.66531e+07,,81.646129352,9.24385e-06,100,292.545,1.61241e+11,nan,0.4,0.0553107,83.1946755408,-7301.23,3.67176e-07,601,-56.5367517641,81.646129352,-56.5367517641,nan,50000,1,6125.68,,-56.5367517641,7.70016961
-48.8286,39051.9,,97.4473754044,9.44822e-06,100,293.87,1.22743e+06,nan,0.4,0.00539944,85.0340136054,-7642.05,2.34644e-08,588,-58.0908148755,97.4473754044,-58.0908148755,nan,50000,1,68.3351,,-58.0908148755,1.18985266439
-54.853,50.1568,6.18927e-11,55.0299196848,9.29023e-06,100,197.12,10.8762,nan,0.4,0.000289888,83.6120401338,-9471.85,3.6331e-10,598,-57.3384906067,55.0299196848,-57.3384906067,nan,50000,1,1.60741,3.57717e-16,-57.3384906067,4.27123975169
-57.1111,71.4134,1.41244e-07,38.994920943,9.43218e-06,100,408.275,2.63775,nan,0.4,0.000542263,84.8896434635,-9873.8,1.52088e-10,589,-58.0598272425,38.994920943,-58.0598272425,nan,50000,1,1.24217,1.07251e-12,-58.0598272425,6.46727080014
-55.2758,70.5335,2.55983e-05,63.2852988237,9.43218e-06,100,206.125,9.43613,nan,0.4,0.000434022,84.8896434635,-9499.02,3.57295e-10,589,-57.7489342482,63.2852988237,-57.7489342482,nan,50000,1,1.53284,1.57517e-10,-57.7489342482,3.14675798825
-54.9442,23.2957,2.41186e-06,91.9911059134,9.2285e-06,100,141.358,4.71412,nan,0.4,0.000152292,83.0564784053,-9373.12,2.01466e-10,602,-56.8343320521,91.9911059134,-56.8343320521,nan,50000,1,1.41166,1.57671e-11,-56.8343320521,5.89239289367
-55.5193,151.451,2.74595e-05,50.3084554332,9.27472e-06,100,198.75,9.18888,nan,0.4,0.000952494,83.4724540902,-9517.52,3.63447e-10,599,-57.1913726547,50.3084554332,-57.1913726547,nan,50000,1,1.47473,1.72696e-10,-57.1913726547,5.55185067585
-55.5733,67.0309,2.84125e-23,62.7377031547,9.56206e-06,100,256.141,5.8983,nan,0.4,0.000455751,86.0585197935,-9693.3,2.72667e-10,581,-58.571709839,62.7377031547,-58.571709839,nan,50000,1,1.40637,1.9318e-28,-58.571709839,3.8504090177
-57.7948,18.8752,,43.6999640768,9.43218e-06,100,132.909,2.47526,nan,0.4,0.000136874,84.8896434635,-9905.52,1.3016e-10,589,-58.0988843367,43.6999640768,-58.0988843367,nan,50000,1,1.30072,,-58.0988843367,66.5669976406
-53.6123,583.063,,80.3620777476,9.24385e-06,100,351.14,56.7933,nan,0.4,0.00308876,83.1946755408,-9032.3,1.5938e-09,601,-57.0912633497,80.3620777476,-57.0912633497,nan,50000,1,1.74496,,-57.0912633497,6.92718590006
-55.0518,26.951,1.69307e-16,42.3954988707,9.13743e-06,100,140.995,4.71432,nan,0.4,0.000170102,82.2368421053,-9505.18,1.87796e-10,608,-56.1807255846,42.3954988707,-56.1807255846,nan,50000,1,1.44774,1.06858e-21,-56.1807255846,5.59652209292
-41.88,4.75349e+19,,104.49683843,9.44822e-06,100,170.409,inf,nan,0.4,0.0919222,85.0340136054,-6523.25,8.03562e-07,588,-57.6688344858,104.49683843,-57.6688344858,nan,50000,1,4.88587e+15,,-57.6688344858,9.9340795285
-50.5059,2.39497e+06,2.52447e-11,69.7665514981,9.57854e-06,100,184.245,7.46656e+08,nan,0.4,0.0297923,86.2068965517,-7756.33,1.15539e-07,580,-58.4893453867,69.7665514981,-58.4893453867,nan,50000,1,770.008,3.14032e-19,-58.4893453867,7.36119152546
-59.7166,16.7904,2.33309e-06,142.098440914,9.61169e-06,100,152.416,1.26366,nan,0.4,0.000134642,86.5051903114,-9885.31,8.12592e-11,578,-58.8726528884,142.098440914,-58.8726528884,nan,50000,1,1.19861,1.87091e-11,-58.8726528884,5.08321447127
-54.9003,54.5499,2.93725e-27,73.3212051589,9.43218e-06,100,213.734,6.0403,nan,0.4,0.000361732,84.8896434635,-9533.12,2.65611e-10,589,-57.7552052276,73.3212051589,-57.7552052276,nan,50000,1,1.42239,1.94776e-32,-57.7552052276,3.98641341274
-55.3874,36.0759,,45.0252801403,9.27472e-06,100,158.18,7.00493,nan,0.4,0.000221397,83.4724540902,-9555.06,2.63822e-10,599,-57.1284497667,45.0252801403,-57.1284497667,nan,50000,1,1.51129,,-57.1284497667,5.79309336495
nan,1.75805e+15,,96.6682846634,9.25926e-06,100,nan,2.86156e+26,nan,0.4,0.0998789,83.3333333333,nan,9.23609e-07,600,-56.7535500186,96.6682846634,-56.7535500186,nan,50000,1,1.6298e+11,,-56.7535500186,9.9999899391
-56.2257,46.6045,2.00615e-06,57.7225353871,9.40026e-06,100,269.036,2.52871,nan,0.4,0.000355332,84.6023688663,-9680.89,1.46998e-10,591,-57.4883669985,57.7225353871,-57.4883669985,nan,50000,1,1.23292,1.52957e-11,-57.4883669985,5.13481451099
-56.6423,28.3961,1.24435e-11,53.243795262,9.44823e-06,100,127.048,4.81669,nan,0.4,0.000181546,85.0340136054,-9808.21,1.96881e-10,588,-58.1778462281,53.243795262,-58.1778462281,nan,50000,1,1.47782,7.95557e-17,-58.1778462281,6.20078758682
-54.196,86.2134,,55.2921173222,9.09256e-06,100,321.912,5.28512,nan,0.4,0.00057011,81.8330605565,-9405.01,2.31112e-10,611,-56.3444550887,55.2921173222,-56.3444550887,nan,50000,1,1.375,,-56.3444550887,39.2519292867
-29.697,1.12452e+13,,101.512644589,9.4162e-06,100,248.059,1.2059e+22,nan,0.4,0.0717466,84.7457627119,-5776.3,4.90885e-07,590,-57.7750875391,101.512644589,-57.7750875391,nan,50000,1,1.47585e+09,,-57.7750875391,9.87243431096
-49.0566,285004.0,,70.9104991496,9.40026e-06,100,214.238,1.69123e+07,nan,0.4,0.0174931,84.6023688663,-7738.23,6.3714e-08,591,-57.5728888161,70.9104991496,-57.5728888161,nan,50000,1,153.152,,-57.5728888161,4.52710680775
-57.7047,19.9157,,61.3880061034,9.43218e-06,100,141.789,2.88135,nan,0.4,0.000136909,84.8896434635,-9784.08,1.36167e-10,589,-57.9028872496,61.3880061034,-57.9028872496,nan,50000,1,1.37207,,-57.9028872496,23.867125444
-49.4338,116198.0,3.96344e-12,74.7385744452,9.44822e-06,100,256.767,2.23644e+06,nan,0.4,0.0156511,85.0340136054,-7955.87,4.05744e-08,588,-57.9783364863,74.7385744452,-57.9783364863,nan,50000,1,70.146,5.3385e-19,-57.9783364863,7.68682494142
-42.1219,1.40849e+18,,81.4436868454,9.25926e-06,100,132.052,1.83675e+32,nan,0.4,0.0999001,83.3333333333,-6774.87,9.24e-07,600,-56.9080315485,81.4436868454,-56.9080315485,nan,50000,1,1.30546e+14,,-56.9080315485,9.99999364536
-57.0565,69.1455,1.39721e-16,45.2501201672,9.57854e-06,100,270.548,3.53829,nan,0.4,0.000509492,86.2068965517,-9919.53,1.92105e-10,580,-58.6830322757,45.2501201672,-58.6830322757,nan,50000,1,1.29995,1.02952e-21,-58.6830322757,5.87906847949
-52.7675,7260.01,,68.9042447819,9.43218e-06,100,312.849,21765.1,nan,0.4,0.00729156,84.8896434635,-8444.49,2.19547e-08,589,-57.8081415019,68.9042447819,-57.8081415019,nan,50000,1,9.39137,,-57.8081415019,2.36341797107
-58.9782,39.5721,9.33103e-15,73.1781044976,9.95619e-06,100,313.123,7.62349,nan,0.4,0.000274834,89.605734767,-9918.26,3.67719e-10,558,-60.6412151614,73.1781044976,-60.6412151614,nan,50000,1,1.43355,6.48053e-20,-60.6412151614,2.83652534134
-40.0821,3.46048e+19,,157.205521645,9.74659e-06,100,251.205,inf,nan,0.4,0.0998809,87.7192982456,-5989.81,9.72254e-07,570,-59.3063920775,157.205521645,-59.3063920775,nan,50000,1,3.37681e+15,,-59.3063920775,9.99998910885
-55.3213,223.23,1.30117e-19,87.0616379811,9.59509e-06,100,255.923,23.1469,nan,0.4,0.00123767,86.3557858377,-9516.55,7.11541e-10,579,-59.0027218304,87.0616379811,-59.0027218304,nan,50000,1,1.73059,7.21417e-25,-59.0027218304,8.26764173175
-36.1817,3.42375e+11,4.10308e-35,105.870915371,9.43218e-06,100,156.205,1.11279e+19,nan,0.4,0.0853098,84.8896434635,-6083.49,6.90883e-07,589,-57.5964471841,105.870915371,-57.5964471841,nan,50000,1,3.78544e+07,,-57.5964471841,9.93467263986
-75.2968,5.16422,1.47895e-06,1392.08627119,1.04624e-05,100,352.002,0.130595,nan,0.4,5.60799e-05,94.1619585687,-10885.8,1.54003e-11,531,-64.8021713032,1392.08627119,-64.8021713032,nan,50000,1,0.963453,1.60604e-11,-64.8021713032,7.93058822335
-53.1788,289.784,1.47111e-27,61.204189435,9.40026e-06,100,344.924,46.1811,nan,0.4,0.00141612,84.6023688663,-9173.81,1.10285e-09,591,-57.5362043077,61.204189435,-57.5362043077,nan,50000,1,1.9236,7.18902e-33,-57.5362043077,2.85563160491
-62.435,13.7629,1.52154e-07,249.497329777,9.59509e-06,100,211.916,0.480328,nan,0.4,0.000121885,86.3557858377,-10009.4,3.76719e-11,579,-58.9953831677,249.497329777,-58.9953831677,nan,50000,1,1.08345,1.34748e-12,-58.9953831677,5.00192737611
-76.2822,4.66168,3.23916e-26,2339.61276205,1.01564e-05,100,470.932,0.219302,nan,0.4,4.54016e-05,91.407678245,-10429.9,2.08018e-11,547,-63.6192110529,2339.61276205,-63.6192110529,nan,50000,1,1.04282,3.15472e-31,-63.6192110529,30.2035346303
-43.8302,1.25442e+22,,91.8823700935,9.27472e-06,100,124.176,inf,nan,0.4,0.1,83.4724540902,-6224.81,9.27394e-07,599,-57.1290081743,91.8823700935,-57.1290081743,nan,50000,1,1.16344e+18,,-57.1290081743,9.99999823724
-56.1947,33.4121,,57.8207024168,9.43218e-06,100,137.88,3.14434,nan,0.4,0.000229549,84.8896434635,-9768.12,1.48413e-10,589,-57.7647817306,57.8207024168,-57.7647817306,nan,50000,1,1.37291,,-57.7647817306,7.35743558823
-40.4886,1.58985e+16,,88.5568249164,9.30579e-06,100,152.142,2.35822e+28,nan,0.4,0.0950652,83.7520938023,-6588.39,8.43172e-07,597,-56.9860118418,88.5568249164,-56.9860118418,nan,50000,1,1.55628e+12,,-56.9860118418,9.97330413954
-74.9805,5.15108,0.0203689,290.705437612,9.67867e-06,100,293.432,0.17032,nan,0.4,4.88881e-05,87.1080139373,-10161.1,1.53417e-11,574,-59.2209966329,290.705437612,-59.2209966329,nan,50000,1,1.01979,1.93318e-07,-59.2209966329,3.92173215618
-55.6506,37.574,2.27193e-22,64.7707294271,9.44822e-06,100,155.071,10.7389,nan,0.4,0.000216476,85.0340136054,-9546.37,3.56454e-10,588,-58.0080797488,64.7707294271,-58.0080797488,nan,50000,1,1.63994,1.30893e-27,-58.0080797488,3.87800039152
-52.7445,55315.8,,61.5265633321,9.4162e-06,100,302.633,461936.0,nan,0.4,0.0207273,84.7457627119,-8204.84,6.48589e-08,590,-57.7386093409,61.5265633321,-57.7386093409,nan,50000,1,25.1294,,-57.7386093409,6.24555596465
-51.9461,19805.2,5.54047e-08,67.3680460444,9.43218e-06,100,304.375,120326.0,nan,0.4,0.0119157,84.8896434635,-8458.35,4.35549e-08,589,-57.9531000504,67.3680460444,-57.9531000504,nan,50000,1,15.6774,3.33338e-14,-57.9531000504,3.11484221079
-55.8996,27.2779,8.36795e-22,43.692104728,9.29023e-06,100,135.567,4.93886,nan,0.4,0.000173942,83.6120401338,-9669.69,2.00824e-10,598,-57.283445299,43.692104728,-57.283445299,nan,50000,1,1.45691,5.33597e-27,-57.283445299,5.42041142077
-54.9741,33.3922,5.84636e-07,62.3686463027,9.12242e-06,100,165.454,2.85128,nan,0.4,0.000235684,82.1018062397,-9521.1,1.42039e-10,609,-56.424361153,62.3686463027,-56.424361153,nan,50000,1,1.29249,4.12638e-12,-56.424361153,4.15880194764
-55.1075,44.7214,8.7389e-10,62.1838468558,9.4162e-06,100,149.625,12.4321,nan,0.4,0.0002504,84.7457627119,-9502.11,3.89745e-10,590,-57.6746255698,62.1838468558,-57.6746255698,nan,50000,1,1.68174,4.89299e-15,-57.6746255698,5.3032056124
-30.9243,1.70787e+12,,98.1539474928,9.43218e-06,100,208.763,3.51931e+20,nan,0.4,0.0423387,84.8896434635,-5787.86,2.16283e-07,589,-57.825036723,98.1539474928,-57.825036723,nan,50000,1,3.80478e+08,,-57.825036723,7.81429016804
-58.2581,22.2896,7.99131e-10,62.4382820793,9.44822e-06,100,147.398,2.29449,nan,0.4,0.000164116,85.0340136054,-9762.57,1.24389e-10,588,-57.9838838352,62.4382820793,-57.9838838352,nan,50000,1,1.28322,5.88392e-15,-57.9838838352,4.65677041562
-36.9388,6.5185e+13,,82.743656437,9.29023e-06,100,153.107,4.52596e+23,nan,0.4,0.0594591,83.6120401338,-6144.12,3.76576e-07,598,-56.8521296797,82.743656437,-56.8521296797,nan,50000,1,1.01849e+10,,-56.8521296797,8.71997507014
-40.5977,1.78921e+20,,115.812118693,9.57855e-06,100,184.43,inf,nan,0.4,0.0992904,86.2068965517,-6509.2,9.44262e-07,580,-58.9028534666,115.812118693,-58.9028534666,nan,50000,1,1.72605e+16,,-58.9028534666,9.99961310394
-57.8055,41.6789,2.09591e-05,79.325054514,9.61169e-06,100,318.412,6.13535,nan,0.4,0.000287152,86.5051903114,-9786.12,2.91225e-10,578,-59.4709123372,79.325054514,-59.4709123372,nan,50000,1,1.3951,1.444e-10,-59.4709123372,3.40650597948
-61.5267,22.6325,,192.82126134,9.62835e-06,100,232.585,0.79707,nan,0.4,0.000190029,86.6551126516,-10035.1,5.61915e-11,577,-59.1608683557,192.82126134,-59.1608683557,nan,50000,1,1.14674,,-59.1608683557,26.1476988613
-46.8125,4.15955e+16,,69.7198776891,9.12242e-06,100,146.928,1.57822e+29,nan,0.4,0.0999892,82.1018062397,-7162.23,9.11971e-07,609,-56.5300034873,69.7198776891,-56.5300034873,nan,50000,1,3.79493e+12,,-56.5300034873,10.0000013789
-50.3517,5.33919e+06,1.25116e-30,73.8396096925,9.27472e-06,100,227.305,2.65205e+09,nan,0.4,0.0796334,83.4724540902,-7371.51,5.89958e-07,599,-56.9250109868,73.8396096925,-56.9250109868,nan,50000,1,621.843,1.86608e-38,-56.9250109868,10.0266147108
-58.1296,19.9796,8.14488e-21,105.848248464,9.57855e-06,100,143.889,1.65575,nan,0.4,0.00015796,86.2068965517,-9930.76,1.03493e-10,580,-59.0106928569,105.848248464,-59.0106928569,nan,50000,1,1.21155,6.43939e-26,-59.0106928569,6.22228006632
-59.8466,14.2628,,75.462305107,9.44822e-06,100,171.891,1.31992,nan,0.4,0.00011183,85.0340136054,-9860.74,8.11441e-11,588,-58.1122954057,75.462305107,-58.1122954057,nan,50000,1,1.20502,,-58.1122954057,33.9181396594
-51.9064,14899.1,,99.2800451724,9.59509e-06,100,341.598,50841.8,nan,0.4,0.0118142,86.3557858377,-8322.27,3.19677e-08,579,-59.2489502345,99.2800451724,-59.2489502345,nan,50000,1,12.1005,,-59.2489502345,4.29286995474
-54.9929,50.3212,3.05071e-07,75.2667049532,9.27472e-06,100,222.072,3.50984,nan,0.4,0.000350512,83.4724540902,-9535.81,1.70291e-10,599,-57.0287755448,75.2667049532,-57.0287755448,nan,50000,1,1.33152,2.12497e-12,-57.0287755448,4.57666291773
-54.4866,36905.4,,47.1313509129,9.43218e-06,100,239.898,990554.0,nan,0.4,0.0054355,84.8896434635,-8241.34,2.14871e-08,589,-57.9333033081,47.1313509129,-57.9333033081,nan,50000,1,64.0416,,-57.9333033081,1.29793110473
-67.6018,4.91936,0.0101763,132.470291137,9.13743e-06,100,159.657,0.143451,nan,0.4,4.43925e-05,82.2368421053,-9822.54,1.16817e-11,608,-56.3840929303,132.470291137,-56.3840929303,nan,50000,1,1.01257,9.18315e-08,-56.3840929303,4.52663803845
