TimeElapsed,optimgain,ev_tdlam_before,Var_J,EpLenMean,surrgain,TimestepsSoFar,meankl,entloss,EpRewMean,EpThisIter,EpisodesSoFar,SampleRenyi2,J_hat,entropy,DiscEpRewMean,Step_size
68.08418560028076,0.0201587,-0.027226805687,2.3170111179351807,500.0,0.0201587,50000,0.00878288,,0.172511261471,100,100,1730.5,6.123395919799805,2.83979,0.500040221613,1.0
132.2960364818573,0.0232488,0.561335176229,0.5535284876823425,500.0,0.0232488,100000,0.00960457,,11.9162650772,100,200,3.37904e+08,15.79704475402832,2.83289,7.04483103723,1.0
196.45761036872864,0.020395,0.727910965681,0.7097160220146179,500.0,0.020395,150000,0.00943275,,20.951253192,100,300,1.07053e+12,13.347406387329102,2.81746,12.7689507131,1.0
262.7510507106781,0.0137809,0.777190580964,0.9835243225097656,500.0,0.0137809,200000,0.00890912,,24.4755167281,100,400,2.67267e+16,22.549596786499023,2.79619,16.6999856061,1.0
327.0525004863739,0.00664082,0.758406102657,0.3811124861240387,500.0,0.00664082,250000,0.00775021,,26.625600145,100,500,2.88564e+12,22.677038192749023,2.78321,19.7330939979,1.0
393.09500908851624,0.0051904,0.715747386217,1.5068119764328003,500.0,0.0051904,300000,0.00788634,,29.2208136633,100,600,2.77336e+18,24.052255630493164,2.76167,22.6287101084,1.0
458.09372544288635,0.00421512,0.681663393974,0.01789737492799759,500.0,0.00421512,350000,0.00806032,,26.986130608,100,700,4.50935e+35,25.423717498779297,2.71117,22.7926528289,1.0
524.0113153457642,0.00448158,0.705168068409,0.028483767062425613,500.0,0.00448158,400000,0.00635625,,27.6202704632,100,800,8.25782e+06,24.825889587402344,2.70311,23.2826580069,1.0
589.4513847827911,0.00442312,0.756822511554,0.030788162723183632,500.0,0.00442312,450000,0.00828959,,27.7347490013,100,900,464.745,25.601457595825195,2.70294,23.7352942264,1.0
658.501339673996,0.00521376,0.773539036512,0.07497768104076385,500.0,0.00521376,500000,0.00623862,,28.5125446751,100,1000,5.77367e+15,24.927223205566406,2.68358,24.356256725,1.0
725.6086208820343,0.00441696,0.775367662311,0.0614602267742157,500.0,0.00441696,550000,0.0076491,,26.45040071,100,1100,2.74594e+23,23.576637268066406,2.65239,23.9632503074,1.0
791.9912712574005,0.00650074,0.782779797912,0.14331860840320587,500.0,0.00650074,600000,0.00665015,,25.508627857,100,1200,0.228066,24.358179092407227,2.6553,23.9254261452,1.0
857.3903985023499,0.00505539,0.765911072493,0.5323719382286072,500.0,0.00505539,650000,0.00750939,,25.7717841931,100,1300,4.69359e+08,24.530691146850586,2.64739,24.0971478627,1.0
924.7877638339996,0.00608319,0.772024258971,0.511428952217102,500.0,0.00608319,700000,0.00687611,,25.1800588843,100,1400,9.21522e+13,25.96417808532715,2.62798,24.1742938804,1.0
989.9089131355286,0.00641882,0.777094691992,0.5561732649803162,500.0,0.00641882,750000,0.00760894,,27.2896079477,100,1500,3.39197e+08,24.318567276000977,2.61792,24.6113164648,1.0
1059.0037326812744,0.00483076,0.76612752676,0.10750949382781982,500.0,0.00483076,800000,0.00648851,,30.104600196,100,1600,3.36831e+19,26.50741958618164,2.59181,25.7296308847,1.0
1126.8888838291168,0.00423259,0.786067634821,0.07085512578487396,500.0,0.00423259,850000,0.00643928,,33.1038355911,100,1700,5.88464e-10,27.294591903686523,2.60936,26.6270951738,1.0
1195.1536469459534,0.00427928,0.813163816929,0.03057878464460373,500.0,0.00427928,900000,0.0064815,,32.6971493141,100,1800,3.37921e-08,27.24791717529297,2.62573,26.6781896842,1.0
1262.3626260757446,0.00517454,0.829002872109,0.29424944519996643,500.0,0.00517454,950000,0.00686912,,35.1544162481,100,1900,2.12106e-17,26.835359573364258,2.65529,27.4042305062,1.0
1328.8110990524292,0.00444676,0.83276809752,0.14774155616760254,500.0,0.00444676,1000000,0.00733638,,35.7250359067,100,2000,6.88314e+13,28.045114517211914,2.63594,27.6940847185,1.0
1396.3297681808472,0.00382839,0.831426754594,0.06642898172140121,500.0,0.00382839,1050000,0.00728055,,36.8018714795,100,2100,5.82354e+06,28.63300132751465,2.63008,27.8664745562,1.0
1465.1876993179321,0.00393486,0.845632538199,0.6216562986373901,500.0,0.00393486,1100000,0.00662335,,40.3356705928,100,2200,0.000645968,30.101781845092773,2.63869,28.9040590675,1.0
1534.44296169281,0.00418626,0.849403187633,0.41033461689949036,500.0,0.00418626,1150000,0.00790015,,39.9364790652,100,2300,2.9443e+16,31.547330856323242,2.61816,29.1279329453,1.0
1602.859622478485,0.00356078,0.857530429959,0.052980415523052216,500.0,0.00356078,1200000,0.00674249,,43.2361735016,100,2400,1.40757e+31,31.264568328857422,2.57427,30.1447931603,1.0
1670.5549085140228,0.0046619,0.868506461382,0.9004586338996887,500.0,0.0046619,1250000,0.00707283,,45.6491803488,100,2500,6.28117e-08,33.747772216796875,2.58907,31.0433905135,1.0
1739.1385366916656,0.00405862,0.880094252527,0.08257652074098587,500.0,0.00405862,1300000,0.00834612,,49.3466670481,100,2600,2.67804e+18,33.152671813964844,2.56548,32.0069531399,1.0
1808.5061180591583,0.00446783,0.884938776493,0.27428367733955383,500.0,0.00446783,1350000,0.00807856,,52.7047318906,100,2700,inf,34.30091857910156,2.4942,33.2939207831,1.0
1878.6387395858765,0.0036346,0.894843779504,0.35495370626449585,500.0,0.0036346,1400000,0.00640522,,56.4000266214,100,2800,5.45781e-09,35.62019348144531,2.50977,34.5478970933,1.0
1949.4155473709106,0.00381987,0.902272380888,0.7103607058525085,500.0,0.00381987,1450000,0.00672061,,58.4404859029,100,2900,7.79911e+09,38.518741607666016,2.49825,34.9896859685,1.0
2018.2865397930145,0.00419563,0.912706196308,1.5300970077514648,500.0,0.00419563,1500000,0.00617471,,65.2522439613,100,3000,1.3896e+06,39.595863342285156,2.49213,36.7305501922,1.0
2086.757434606552,0.00610475,0.924913845956,0.33588817715644836,500.0,0.00610475,1550000,0.00783291,,71.9619609907,100,3100,2.48038e+37,40.07025909423828,2.43967,38.1853875991,1.0
2157.1153547763824,0.00525797,0.933623403311,0.8952245712280273,500.0,0.00525797,1600000,0.00660171,,77.3766556394,100,3200,420.825,40.2938117980957,2.43848,39.6481483046,1.0
2228.093535900116,0.00483664,0.931643180549,3.354830265045166,500.0,0.00483664,1650000,0.00747034,,83.8642333523,100,3300,3.53874e+19,46.21412658691406,2.41309,41.2445557457,1.0
2297.2810022830963,0.00667758,0.928637579083,0.07836087793111801,500.0,0.00667758,1700000,0.00624067,,99.0651453839,100,3400,5.25921e+07,48.341285705566406,2.40405,43.9545356044,1.0
2366.891056537628,0.00520035,0.935847446322,0.8690590262413025,500.0,0.00520035,1750000,0.00708896,,103.940967249,100,3500,1.5881e+26,48.498844146728516,2.36628,45.4311123109,1.0
2436.7376363277435,0.00752665,0.929726690054,0.437240332365036,500.0,0.00752665,1800000,0.00718873,,124.674785911,100,3600,4.27612e+26,51.057132720947266,2.33503,48.4743741194,1.0
2507.890869140625,0.00732357,0.941033102572,0.18553325533866882,500.0,0.00732357,1850000,0.00653826,,129.882113692,100,3700,1.26516e+12,53.212188720703125,2.31911,49.9079422172,1.0
2576.790667772293,0.00691446,0.929762177169,0.27477845549583435,500.0,0.00691446,1900000,0.00693814,,141.328481182,100,3800,2.34243e+29,53.71098709106445,2.27616,51.7779014993,1.0
2649.794046640396,0.00851159,0.931762740016,0.05086903274059296,500.0,0.00851159,1950000,0.00667414,,142.724958788,100,3900,1.71948e+17,54.90211868286133,2.2532,52.966257233,1.0
2719.3906939029694,0.00833296,0.923292227089,0.10441048443317413,500.0,0.00833296,2000000,0.00653651,,148.712717999,100,4000,1.91842e+24,54.2532958984375,2.21701,53.7843035681,1.0
2790.2033348083496,0.00857514,0.92114495486,0.3214864134788513,500.0,0.00857514,2050000,0.00621384,,154.367442617,100,4100,5.10801e+23,56.6272087097168,2.1824,54.9173178858,1.0
2861.3437192440033,0.00720622,0.928256936371,0.8713333606719971,500.0,0.00720622,2100000,0.00722464,,154.781303615,100,4200,7.80627e+32,56.60853958129883,2.13678,55.2959206151,1.0
2934.440320968628,0.00807454,0.933486960828,0.1139652207493782,500.0,0.00807454,2150000,0.0072048,,157.456963194,100,4300,6.10912e+25,56.772159576416016,2.0993,55.8958870004,1.0
3006.4191398620605,0.00736201,0.930708542466,0.1839989423751831,500.0,0.00736201,2200000,0.0065022,,157.773237885,100,4400,1.03839e+25,57.974361419677734,2.06183,56.5970636887,1.0
3079.228281021118,0.00845669,0.926933579147,0.03302619606256485,500.0,0.00845669,2250000,0.00624215,,163.652944468,100,4500,5.84158e+15,58.25613784790039,2.03898,57.6137411242,1.0
3150.842338323593,0.00871754,0.927371688187,0.05970986187458038,500.0,0.00871754,2300000,0.00731851,,161.374879287,100,4600,2.86694e+23,59.01377868652344,2.00397,57.561377897,1.0
3221.051810979843,0.00710762,0.920169301331,0.11124883592128754,500.0,0.00710762,2350000,0.00580534,,164.610975254,100,4700,4.94709e+27,58.68613815307617,1.96283,58.2058613081,1.0
3294.013073682785,0.00750504,0.930111154914,0.15259858965873718,500.0,0.00750504,2400000,0.00743238,,164.194391755,100,4800,inf,59.24850082397461,1.90012,58.3391214054,1.0
3366.357118368149,0.00734213,0.923075944185,0.09634767472743988,500.0,0.00734213,2450000,0.00609633,,164.887240364,100,4900,6.14997e+18,60.039161682128906,1.87208,58.6210503468,1.0
3438.7801423072815,0.0071094,0.92490594089,0.03897383064031601,500.0,0.0071094,2500000,0.00663659,,165.498060482,100,5000,1.81836e+33,59.3641357421875,1.82449,58.7374327187,1.0
3511.1647708415985,0.00769492,0.927735254169,0.1413591057062149,500.0,0.00769492,2550000,0.00758824,,168.329866822,100,5100,8.70348e+29,59.99518585205078,1.77929,59.3876042794,1.0
