ESSRenyi,BatchSize,AvgVanillaIw,AvgDiscRet,AvgRet,VarVanillaIw,MaxVanillaIw,ESSClassic,VarJ,IterType,MinVanillaIw,Delta,Bound,VarRet,J,AvgNormIw,AvgEpLen,MinNormIw,MaxNormIw,eRenyi2,EpsThisIter,VarDiscRet,VarNormIw,VanillaAvgRet
500.0,500,1.0,4660.29727376,4660.29727376,,1.0,299.999969474,18.2994,2,1.0,0.4,4331.41,433.441475781,4662.32,0.00333333,500.0,0.00333333,0.00333333,1.0,100,433.441475781,5.43914e-20,4660.29727376
500.0,500,1.0,4665.23319109,4665.23319109,,1.0,400.0,17.4173,2,1.0,0.4,4376.47,204.523333758,4663.05,0.0025,500.0,0.0025,0.0025,1.0,100,204.523333758,5.4346e-20,4665.23319109
499.560385374,500,0.999522,4663.98358583,4663.98358583,0.00101417,1.06125,499.494265322,16.2209,1,0.8421,0.4,4407.02,179.433506146,4663.45,0.002,500.0,0.001685,0.00212351,1.00088,100,179.433506146,4.06057e-09,4663.98358583
500.0,500,1.0,4663.42539751,4663.42539751,,1.0,100.0,13.4748,2,1.0,0.4,4090.27,183.402987902,4663.43,0.01,500.0,0.01,0.01,1.0,100,183.402987902,3.50449e-18,4663.42539751
500.0,500,1.0,4662.30108882,4662.30108882,,1.0,200.000000102,14.213,2,1.0,0.4,4257.58,224.055286261,4662.86,0.005,500.0,0.005,0.005,1.0,100,224.055286261,2.1793e-19,4662.30108882
500.0,500,1.0,4663.51977906,4663.51977906,,1.0,299.999969474,14.3678,2,1.0,0.4,4332.16,217.168643363,4663.08,0.00333333,500.0,0.00333333,0.00333333,1.0,100,217.168643363,5.43914e-20,4663.51977906
500.0,500,1.0,4662.2651015,4662.2651015,,1.0,400.0,14.5536,2,1.0,0.4,4376.29,229.723675116,4662.88,0.0025,500.0,0.0025,0.0025,1.0,100,229.723675116,5.4346e-20,4662.2651015
499.832924423,500,1.00007,4662.42539491,4662.42539491,0.000353103,1.04773,499.823737021,14.8773,1,0.931531,0.4,4406.5,283.719913982,4662.88,0.002,500.0,0.00186292,0.00209531,1.00033,100,283.719913982,1.4122e-09,4662.42539491
500.0,500,1.0,4663.39950002,4663.39950002,,1.0,100.0,13.8467,2,1.0,0.4,4090.23,193.667279462,4663.4,0.01,500.0,0.01,0.01,1.0,100,193.667279462,3.50449e-18,4663.39950002
500.0,500,1.0,4642.67885344,4642.67885344,,1.0,200.000000102,133.534,2,1.0,0.4,4247.74,35612.381121,4653.04,0.005,498.01,0.005,0.005,1.0,100,35612.381121,2.1793e-19,4642.67885344
500.0,500,1.0,4664.47481035,4664.47481035,,1.0,299.999969474,109.512,2,1.0,0.4,4325.93,230.923114131,4656.85,0.00333333,500.0,0.00333333,0.00333333,1.0,100,230.923114131,5.43914e-20,4664.47481035
500.0,500,1.0,4661.23489796,4661.23489796,,1.0,400.0,95.1955,2,1.0,0.4,4371.36,258.434652499,4657.95,0.0025,500.0,0.0025,0.0025,1.0,100,258.434652499,5.4346e-20,4661.23489796
497.088674714,500,0.994577,4661.38468841,4661.38468841,0.00671502,1.14678,496.635432018,51.9513,1,0.588807,0.4,4403.4,210.624371825,4660.49,0.002,500.0,0.00118403,0.00230606,1.00586,100,210.624371825,2.71538e-08,4661.38468841
500.0,500,1.0,4664.22492636,4664.22492636,,1.0,100.0,13.8925,2,1.0,0.4,4091.08,194.949471182,4664.22,0.01,500.0,0.01,0.01,1.0,100,194.949471182,3.50449e-18,4664.22492636
500.0,500,1.0,4661.98137112,4661.98137112,,1.0,200.000000102,15.1157,2,1.0,0.4,4257.81,264.092291413,4663.1,0.005,500.0,0.005,0.005,1.0,100,264.092291413,2.1793e-19,4661.98137112
500.0,500,1.0,4664.52911913,4664.52911913,,1.0,299.999969474,14.1762,2,1.0,0.4,4332.65,146.02992449,4663.58,0.00333333,500.0,0.00333333,0.00333333,1.0,100,146.02992449,5.43914e-20,4664.52911913
500.0,500,1.0,4665.16511163,4665.16511163,,1.0,400.0,13.9183,2,1.0,0.4,4377.39,171.808679479,4663.98,0.0025,500.0,0.0025,0.0025,1.0,100,171.808679479,5.4346e-20,4665.16511163
499.85127106,500,1.0015,4662.289475,4662.289475,0.000269731,1.05579,499.865893621,13.8066,1,0.942867,0.4,4407.33,190.73027427,4663.71,0.002,500.0,0.00188292,0.00210843,1.0003,100,190.73027427,1.0757e-09,4662.289475
500.0,500,1.0,4664.73321687,4664.73321687,,1.0,100.0,13.9051,2,1.0,0.4,4091.56,195.304903525,4664.73,0.01,500.0,0.01,0.01,1.0,100,195.304903525,3.50449e-18,4664.73321687
500.0,500,1.0,4662.75447977,4662.75447977,,1.0,200.000000102,14.3195,2,1.0,0.4,4258.44,216.95567889,4663.74,0.005,500.0,0.005,0.005,1.0,100,216.95567889,2.1793e-19,4662.75447977
500.0,500,1.0,4665.85248492,4665.85248492,,1.0,299.999969474,13.7539,2,1.0,0.4,4333.52,156.010249578,4664.45,0.00333333,500.0,0.00333333,0.00333333,1.0,100,156.010249578,5.43914e-20,4665.85248492
500.0,500,1.0,4666.36582457,4666.36582457,,1.0,400.0,13.4367,2,1.0,0.4,4378.34,153.446792074,4664.93,0.0025,500.0,0.0025,0.0025,1.0,100,153.446792074,5.4346e-20,4666.36582457
499.826372379,500,0.999978,4662.84285123,4662.84285123,0.000356062,1.04144,499.822369549,13.725,1,0.928049,0.4,4408.22,237.953185451,4664.6,0.002,500.0,0.00185614,0.00208292,1.00035,100,237.953185451,1.42431e-09,4662.84285123
500.0,500,1.0,4664.38081672,4664.38081672,,1.0,100.0,14.6398,2,1.0,0.4,4091.2,216.488735693,4664.38,0.01,500.0,0.01,0.01,1.0,100,216.488735693,3.50449e-18,4664.38081672
500.0,500,1.0,4662.91121398,4662.91121398,,1.0,200.000000102,16.1535,2,1.0,0.4,4258.35,309.56219635,4663.65,0.005,500.0,0.005,0.005,1.0,100,309.56219635,2.1793e-19,4662.91121398
500.0,500,1.0,4662.42450297,4662.42450297,,1.0,299.999969474,16.0329,2,1.0,0.4,4332.31,250.801721268,4663.24,0.00333333,500.0,0.00333333,0.00333333,1.0,100,250.801721268,5.43914e-20,4662.42450297
500.0,500,1.0,4660.99283606,4660.99283606,,1.0,400.0,15.8941,2,1.0,0.4,4376.09,237.922392616,4662.68,0.0025,500.0,0.0025,0.0025,1.0,100,237.922392616,5.4346e-20,4660.99283606
499.821964737,500,1.00046,4664.0202543,4664.0202543,0.000367517,1.06,499.816880809,15.4618,1,0.920052,0.4,4406.66,212.195279799,4663.04,0.002,500.0,0.00183926,0.00211904,1.00036,100,212.195279799,1.46872e-09,4664.0202543
500.0,500,1.0,4663.93992051,4663.93992051,,1.0,100.0,12.9491,2,1.0,0.4,4090.78,169.371743415,4663.94,0.01,500.0,0.01,0.01,1.0,100,169.371743415,3.50449e-18,4663.93992051
500.0,500,1.0,4662.97700285,4662.97700285,,1.0,200.000000102,14.3831,2,1.0,0.4,4258.17,248.085579211,4663.46,0.005,500.0,0.005,0.005,1.0,100,248.085579211,2.1793e-19,4662.97700285
500.0,500,1.0,4662.63170422,4662.63170422,,1.0,299.999969474,14.7533,2,1.0,0.4,4332.26,241.188053147,4663.18,0.00333333,500.0,0.00333333,0.00333333,1.0,100,241.188053147,5.43914e-20,4662.63170422
500.0,500,1.0,4662.58604381,4662.58604381,,1.0,400.0,15.1122,2,1.0,0.4,4376.45,262.892392744,4663.03,0.0025,500.0,0.0025,0.0025,1.0,100,262.892392744,5.4346e-20,4662.58604381
499.745617653,500,0.999689,4663.92141579,4663.92141579,0.000608721,1.05239,499.696351105,14.6507,1,0.842552,0.4,4406.95,217.440494226,4663.35,0.002,500.0,0.00168563,0.00210543,1.00051,100,217.440494226,2.4364e-09,4663.92141579
500.0,500,1.0,4663.55196602,4663.55196602,,1.0,100.0,14.8811,2,1.0,0.4,4090.4,223.683984949,4663.55,0.01,500.0,0.01,0.01,1.0,100,223.683984949,3.50449e-18,4663.55196602
500.0,500,1.0,4662.34416076,4662.34416076,,1.0,200.000000102,15.0009,2,1.0,0.4,4257.65,230.176775217,4662.95,0.005,500.0,0.005,0.005,1.0,100,230.176775217,2.1793e-19,4662.34416076
500.0,500,1.0,4663.68838151,4663.68838151,,1.0,299.999969474,15.206,2,1.0,0.4,4332.27,245.710176269,4663.2,0.00333333,500.0,0.00333333,0.00333333,1.0,100,245.710176269,5.43914e-20,4663.68838151
500.0,500,1.0,4661.23097197,4661.23097197,,1.0,400.0,15.3941,2,1.0,0.4,4376.12,253.890408694,4662.7,0.0025,500.0,0.0025,0.0025,1.0,100,253.890408694,5.4346e-20,4661.23097197
499.794686736,500,0.999445,4666.12445283,4666.12445283,0.000461028,1.05456,499.769808527,14.8588,1,0.932044,0.4,4407.1,171.211491862,4663.49,0.002,500.0,0.00186512,0.00211029,1.00041,100,171.211491862,1.84616e-09,4666.12445283
500.0,500,1.0,4665.47416808,4665.47416808,,1.0,100.0,13.2545,2,1.0,0.4,4092.3,177.456516782,4665.47,0.01,500.0,0.01,0.01,1.0,100,177.456516782,3.50449e-18,4665.47416808
500.0,500,1.0,4664.98530446,4664.98530446,,1.0,200.000000102,13.5236,2,1.0,0.4,4259.94,191.895039339,4665.23,0.005,500.0,0.005,0.005,1.0,100,191.895039339,2.1793e-19,4664.98530446
500.0,500,1.0,4664.70078284,4664.70078284,,1.0,299.999969474,13.3776,2,1.0,0.4,4334.13,172.64415224,4665.05,0.00333333,500.0,0.00333333,0.00333333,1.0,100,172.64415224,5.43914e-20,4664.70078284
500.0,500,1.0,4664.67265781,4664.67265781,,1.0,400.0,13.274,2,1.0,0.4,4378.37,169.500442075,4664.96,0.0025,500.0,0.0025,0.0025,1.0,100,169.500442075,5.4346e-20,4664.67265781
499.8299462,500,1.00101,4663.82202593,4663.82202593,0.000331454,1.0371,499.834708989,13.7118,1,0.919995,0.4,4408.44,260.657904358,4664.82,0.002,500.0,0.00183813,0.0020721,1.00034,100,260.657904358,1.32313e-09,4663.82202593
500.0,500,1.0,4662.48252465,4662.48252465,,1.0,100.0,14.4066,2,1.0,0.4,4089.32,209.645576465,4662.48,0.01,500.0,0.01,0.01,1.0,100,209.645576465,3.50449e-18,4662.48252465
500.0,500,1.0,4662.71324875,4662.71324875,,1.0,200.000000102,15.1268,2,1.0,0.4,4257.31,252.591983791,4662.6,0.005,500.0,0.005,0.005,1.0,100,252.591983791,2.1793e-19,4662.71324875
500.0,500,1.0,4664.9136807,4664.9136807,,1.0,299.999969474,14.38,2,1.0,0.4,4332.45,160.746737276,4663.37,0.00333333,500.0,0.00333333,0.00333333,1.0,100,160.746737276,5.43914e-20,4664.9136807
500.0,500,1.0,4662.75783092,4662.75783092,,1.0,400.0,16.3199,2,1.0,0.4,4376.63,449.215586831,4663.22,0.0025,500.0,0.0025,0.0025,1.0,100,449.215586831,5.4346e-20,4662.75783092
499.598111146,500,1.00063,4664.12605276,4664.12605276,0.000917209,1.10289,499.543286691,15.333,1,0.769203,0.4,4407.18,219.224532675,4663.61,0.002,500.0,0.00153743,0.00220439,1.0008,100,219.224532675,3.66419e-09,4664.12605276
500.0,500,1.0,4665.62093638,4665.62093638,,1.0,100.0,11.7587,2,1.0,0.4,4092.45,139.663756699,4665.62,0.01,500.0,0.01,0.01,1.0,100,139.663756699,3.50449e-18,4665.62093638
500.0,500,1.0,4663.99466863,4663.99466863,,1.0,200.000000102,12.2164,2,1.0,0.4,4259.51,160.494297541,4664.81,0.005,500.0,0.005,0.005,1.0,100,160.494297541,2.1793e-19,4663.99466863
500.0,500,1.0,4662.18418934,4662.18418934,,1.0,299.999969474,13.782,2,1.0,0.4,4333.01,269.460433876,4663.93,0.00333333,500.0,0.00333333,0.00333333,1.0,100,269.460433876,5.43914e-20,4662.18418934
500.0,500,1.0,4663.37698649,4663.37698649,,1.0,400.0,14.1778,2,1.0,0.4,4377.21,236.333830858,4663.79,0.0025,500.0,0.0025,0.0025,1.0,100,236.333830858,5.4346e-20,4663.37698649
499.825717184,500,0.999034,4664.77428082,4664.77428082,0.00039882,1.0391,499.800844958,13.9558,1,0.929711,0.4,4407.71,193.321611265,4664.09,0.002,500.0,0.00186122,0.00208021,1.00035,100,193.321611265,1.59837e-09,4664.77428082
500.0,500,1.0,4663.38036571,4663.38036571,,1.0,100.0,13.6237,2,1.0,0.4,4090.21,187.478744693,4663.38,0.01,500.0,0.01,0.01,1.0,100,187.478744693,3.50449e-18,4663.38036571
500.0,500,1.0,4663.68087924,4663.68087924,,1.0,200.000000102,14.1428,2,1.0,0.4,4258.24,216.554415416,4663.53,0.005,500.0,0.005,0.005,1.0,100,216.554415416,2.1793e-19,4663.68087924
500.0,500,1.0,4663.23564761,4663.23564761,,1.0,299.999969474,14.2738,2,1.0,0.4,4332.51,213.260270624,4663.43,0.00333333,500.0,0.00333333,0.00333333,1.0,100,213.260270624,5.43914e-20,4663.23564761
500.0,500,1.0,4663.33736567,4663.33736567,,1.0,400.0,14.769,2,1.0,0.4,4376.82,263.903790305,4663.41,0.0025,500.0,0.0025,0.0025,1.0,100,263.903790305,5.4346e-20,4663.33736567
499.8445994,500,1.00017,4662.17347796,4662.17347796,0.000353141,1.0379,499.82372292,14.6158,1,0.925069,0.4,4406.88,218.219477257,4663.25,0.002,500.0,0.00184983,0.00207544,1.00031,100,218.219477257,1.41209e-09,4662.17347796
500.0,500,1.0,4662.1953302,4662.1953302,,1.0,100.0,15.1791,2,1.0,0.4,4089.12,232.732824663,4662.2,0.01,500.0,0.01,0.01,1.0,100,232.732824663,3.50449e-18,4662.1953302
500.0,500,1.0,4662.79002618,4662.79002618,,1.0,200.000000102,15.2285,2,1.0,0.4,4257.22,235.591097594,4662.49,0.005,500.0,0.005,0.005,1.0,100,235.591097594,2.1793e-19,4662.79002618
500.0,500,1.0,4663.09115845,4663.09115845,,1.0,299.999969474,15.4879,2,1.0,0.4,4331.79,258.15557804,4662.69,0.00333333,500.0,0.00333333,0.00333333,1.0,100,258.15557804,5.43914e-20,4663.09115845
500.0,500,1.0,4663.66740789,4663.66740789,,1.0,400.0,15.2209,2,1.0,0.4,4376.35,208.43962019,4662.94,0.0025,500.0,0.0025,0.0025,1.0,100,208.43962019,5.4346e-20,4663.66740789
499.741866409,500,0.999808,4663.97958231,4663.97958231,0.000577443,1.04476,499.711877683,14.7578,1,0.889754,0.4,4406.87,209.334385656,4663.27,0.002,500.0,0.00177985,0.00208992,1.00052,100,209.334385656,2.31066e-09,4663.97958231
500.0,500,1.0,4666.0040796,4666.0040796,,1.0,100.0,11.739,2,1.0,0.4,4092.82,139.196036772,4666.0,0.01,500.0,0.01,0.01,1.0,100,139.196036772,3.50449e-18,4666.0040796
500.0,500,1.0,4662.72343154,4662.72343154,,1.0,200.000000102,13.8106,2,1.0,0.4,4259.06,240.68915028,4664.36,0.005,500.0,0.005,0.005,1.0,100,240.68915028,2.1793e-19,4662.72343154
500.0,500,1.0,4663.7170945,4663.7170945,,1.0,299.999969474,13.4009,2,1.0,0.4,4333.22,158.594196534,4664.15,0.00333333,500.0,0.00333333,0.00333333,1.0,100,158.594196534,5.43914e-20,4663.7170945
500.0,500,1.0,4662.7503532,4662.7503532,,1.0,400.0,13.9849,2,1.0,0.4,4377.21,244.539361839,4663.8,0.0025,500.0,0.0025,0.0025,1.0,100,244.539361839,5.4346e-20,4662.7503532
499.852819864,500,0.998681,4665.22038563,4665.22038563,0.00036238,1.03575,499.818690176,13.6164,1,0.923797,0.4,4407.79,159.701967139,4664.17,0.002,500.0,0.00185003,0.00207423,1.00029,100,159.701967139,1.45335e-09,4665.22038563
500.0,500,1.0,4664.97541195,4664.97541195,,1.0,100.0,13.5021,2,1.0,0.4,4091.81,184.146887651,4664.98,0.01,500.0,0.01,0.01,1.0,100,184.146887651,3.50449e-18,4664.97541195
500.0,500,1.0,4662.54968813,4662.54968813,,1.0,200.000000102,27.97,2,1.0,0.4,4258.47,1393.32634423,4663.76,0.005,499.78,0.005,0.005,1.0,100,1393.32634423,2.1793e-19,4662.54968813
500.0,500,1.0,4664.90716678,4664.90716678,,1.0,299.999969474,24.3191,2,1.0,0.4,4333.22,210.851611144,4664.14,0.00333333,500.0,0.00333333,0.00333333,1.0,100,210.851611144,5.43914e-20,4664.90716678
500.0,500,1.0,4663.06045722,4663.06045722,,1.0,400.0,22.2585,2,1.0,0.4,4377.28,208.721556474,4663.87,0.0025,500.0,0.0025,0.0025,1.0,100,208.721556474,5.4346e-20,4663.06045722
499.502379729,500,1.0012,4665.05550817,4665.05550817,0.00103011,1.05502,499.487794866,17.8666,1,0.752974,0.4,4407.92,151.091180892,4664.39,0.002,500.0,0.00150414,0.0021075,1.001,100,151.091180892,4.11056e-09,4665.05550817
500.0,500,1.0,4666.46710181,4666.46710181,,1.0,100.0,13.5119,2,1.0,0.4,4093.29,184.413675322,4666.47,0.01,500.0,0.01,0.01,1.0,100,184.413675322,3.50449e-18,4666.46710181
500.0,500,1.0,4664.63975013,4664.63975013,,1.0,200.000000102,13.2053,2,1.0,0.4,4260.25,166.184424573,4665.55,0.005,500.0,0.005,0.005,1.0,100,166.184424573,2.1793e-19,4664.63975013
500.0,500,1.0,4663.50808613,4663.50808613,,1.0,299.999969474,14.5173,2,1.0,0.4,4333.95,283.543137049,4664.87,0.00333333,500.0,0.00333333,0.00333333,1.0,100,283.543137049,5.43914e-20,4663.50808613
500.0,500,1.0,4664.27916201,4664.27916201,,1.0,400.0,14.2535,2,1.0,0.4,4378.13,181.94127974,4664.72,0.0025,500.0,0.0025,0.0025,1.0,100,181.94127974,5.4346e-20,4664.27916201
499.822739047,500,1.00121,4665.40728929,4665.40728929,0.000369833,1.05671,499.815995929,13.766,1,0.933414,0.4,4408.58,157.738010877,4664.96,0.002,500.0,0.00186457,0.00211087,1.00035,100,157.738010877,1.47575e-09,4665.40728929
500.0,500,1.0,4663.53848433,4663.53848433,,1.0,100.0,16.0592,2,1.0,0.4,4090.39,260.503244727,4663.54,0.01,500.0,0.01,0.01,1.0,100,260.503244727,3.50449e-18,4663.53848433
500.0,500,1.0,4664.64277007,4664.64277007,,1.0,200.000000102,14.2054,2,1.0,0.4,4258.8,146.541816579,4664.09,0.005,500.0,0.005,0.005,1.0,100,146.541816579,2.1793e-19,4664.64277007
500.0,500,1.0,4663.54331807,4663.54331807,,1.0,299.999969474,14.6308,2,1.0,0.4,4332.98,240.803699021,4663.91,0.00333333,500.0,0.00333333,0.00333333,1.0,100,240.803699021,5.43914e-20,4663.54331807
500.0,500,1.0,4664.83193188,4664.83193188,,1.0,400.0,14.3751,2,1.0,0.4,4377.55,185.606774318,4664.14,0.0025,500.0,0.0025,0.0025,1.0,100,185.606774318,5.4346e-20,4664.83193188
499.740080122,500,1.00025,4664.24547225,4664.24547225,0.000536772,1.06973,499.732494756,14.1073,1,0.929081,0.4,4407.89,201.268391611,4664.29,0.002,500.0,0.0018577,0.00213892,1.00052,100,201.268391611,2.14602e-09,4664.24547225
500.0,500,1.0,4662.2002022,4662.2002022,,1.0,100.0,13.4953,2,1.0,0.4,4089.04,183.962161804,4662.2,0.01,500.0,0.01,0.01,1.0,100,183.962161804,3.50449e-18,4662.2002022
500.0,500,1.0,4664.4167175,4664.4167175,,1.0,200.000000102,14.9052,2,1.0,0.4,4258.02,262.372199099,4663.31,0.005,500.0,0.005,0.005,1.0,100,262.372199099,2.1793e-19,4664.4167175
500.0,500,1.0,4663.56393008,4663.56393008,,1.0,299.999969474,14.6885,2,1.0,0.4,4332.47,204.938832143,4663.39,0.00333333,500.0,0.00333333,0.00333333,1.0,100,204.938832143,5.43914e-20,4663.56393008
500.0,500,1.0,4665.33114993,4665.33114993,,1.0,400.0,14.1756,2,1.0,0.4,4377.29,155.272453467,4663.88,0.0025,500.0,0.0025,0.0025,1.0,100,155.272453467,5.4346e-20,4665.33114993
499.750976672,500,1.00087,4663.58408281,4663.58408281,0.000569583,1.04367,499.716504879,13.8752,1,0.839882,0.4,4407.55,215.732684136,4663.94,0.002,500.0,0.0016783,0.00208552,1.0005,100,215.732684136,2.27437e-09,4663.58408281
500.0,500,1.0,4667.79803432,4667.79803432,,1.0,100.0,11.8088,2,1.0,0.4,4094.64,140.85519049,4667.8,0.01,500.0,0.01,0.01,1.0,100,140.85519049,3.50449e-18,4667.79803432
500.0,500,1.0,4665.5251764,4665.5251764,,1.0,200.000000102,13.3113,2,1.0,0.4,4261.36,214.495889852,4666.66,0.005,500.0,0.005,0.005,1.0,100,214.495889852,2.1793e-19,4665.5251764
500.0,500,1.0,4664.90071532,4664.90071532,,1.0,299.999969474,13.3883,2,1.0,0.4,4335.15,183.118661827,4666.07,0.00333333,500.0,0.00333333,0.00333333,1.0,100,183.118661827,5.43914e-20,4664.90071532
500.0,500,1.0,4666.13846369,4666.13846369,,1.0,400.0,12.9516,2,1.0,0.4,4379.5,134.577600021,4666.09,0.0025,500.0,0.0025,0.0025,1.0,100,134.577600021,5.4346e-20,4666.13846369
499.852819864,500,0.999501,4665.62407855,4665.62407855,0.000294729,1.04383,499.852875124,13.064,1,0.923865,0.4,4409.7,201.966631759,4666.07,0.002,500.0,0.00184865,0.00208871,1.00029,100,201.966631759,1.18009e-09,4665.62407855
500.0,500,1.0,4667.1593229,4667.1593229,,1.0,100.0,10.3003,2,1.0,0.4,4094.02,107.166938571,4667.16,0.01,500.0,0.01,0.01,1.0,100,107.166938571,3.50449e-18,4667.1593229
500.0,500,1.0,4663.66711669,4663.66711669,,1.0,200.000000102,14.3153,2,1.0,0.4,4260.13,300.668113502,4665.41,0.005,500.0,0.005,0.005,1.0,100,300.668113502,2.1793e-19,4663.66711669
500.0,500,1.0,4665.6574149,4665.6574149,,1.0,299.999969474,13.6411,2,1.0,0.4,4334.57,149.840740039,4665.5,0.00333333,500.0,0.00333333,0.00333333,1.0,100,149.840740039,5.43914e-20,4665.6574149
500.0,500,1.0,4664.24425275,4664.24425275,,1.0,400.0,14.0033,2,1.0,0.4,4378.59,227.228001392,4665.18,0.0025,500.0,0.0025,0.0025,1.0,100,227.228001392,5.4346e-20,4664.24425275
499.807431982,500,0.998118,4663.24258518,4663.24258518,0.000411543,1.04564,499.79405001,14.2094,1,0.917648,0.4,4408.51,263.765620833,4664.89,0.002,500.0,0.00183876,0.00209523,1.00039,100,263.765620833,1.65238e-09,4663.24258518
500.0,500,1.0,4666.61413525,4666.61413525,,1.0,100.0,12.1872,2,1.0,0.4,4093.46,150.028411947,4666.61,0.01,500.0,0.01,0.01,1.0,100,150.028411947,3.50449e-18,4666.61413525
500.0,500,1.0,4664.25438375,4664.25438375,,1.0,200.000000102,12.4117,2,1.0,0.4,4260.15,158.374016907,4665.43,0.005,500.0,0.005,0.005,1.0,100,158.374016907,2.1793e-19,4664.25438375
500.0,500,1.0,4664.30638626,4664.30638626,,1.0,299.999969474,13.1337,2,1.0,0.4,4334.14,210.638971508,4665.06,0.00333333,500.0,0.00333333,0.00333333,1.0,100,210.638971508,5.43914e-20,4664.30638626
500.0,500,1.0,4664.78029716,4664.78029716,,1.0,400.0,13.0359,2,1.0,0.4,4378.4,163.838166578,4664.99,0.0025,500.0,0.0025,0.0025,1.0,100,163.838166578,5.4346e-20,4664.78029716
499.92723332,500,0.999929,4665.29909791,4665.29909791,0.000145509,1.02325,499.92735553,12.7457,1,0.955588,0.4,4408.75,141.586504076,4665.1,0.002,500.0,0.00191131,0.00204665,1.00015,100,141.586504076,5.82117e-10,4665.29909791
500.0,500,1.0,4666.2960862,4666.2960862,,1.0,100.0,13.3776,2,1.0,0.4,4093.13,180.768101542,4666.3,0.01,500.0,0.01,0.01,1.0,100,180.768101542,3.50449e-18,4666.2960862
500.0,500,1.0,4665.17256926,4665.17256926,,1.0,200.000000102,13.6502,2,1.0,0.4,4260.44,195.014311909,4665.73,0.005,500.0,0.005,0.005,1.0,100,195.014311909,2.1793e-19,4665.17256926
500.0,500,1.0,4661.81075139,4661.81075139,,1.0,299.999969474,14.0734,2,1.0,0.4,4333.51,213.399821869,4664.43,0.00333333,500.0,0.00333333,0.00333333,1.0,100,213.399821869,5.43914e-20,4661.81075139
500.0,500,1.0,4666.21702535,4666.21702535,,1.0,400.0,13.3286,2,1.0,0.4,4378.29,115.164518655,4664.87,0.0025,500.0,0.0025,0.0025,1.0,100,115.164518655,5.4346e-20,4666.21702535
499.8506158,500,1.00007,4665.16756494,4665.16756494,0.000320174,1.05113,499.840020564,13.3821,1,0.912658,0.4,4408.63,199.22546967,4665.01,0.002,500.0,0.00182518,0.0021021,1.0003,100,199.22546967,1.2805e-09,4665.16756494
500.0,500,1.0,4663.18627113,4663.18627113,,1.0,100.0,15.3712,2,1.0,0.4,4090.01,238.659050167,4663.19,0.01,500.0,0.01,0.01,1.0,100,238.659050167,3.50449e-18,4663.18627113
500.0,500,1.0,4665.01879905,4665.01879905,,1.0,200.000000102,14.7897,2,1.0,0.4,4258.81,201.533110996,4664.1,0.005,500.0,0.005,0.005,1.0,100,201.533110996,2.1793e-19,4665.01879905
500.0,500,1.0,4666.07481883,4666.07481883,,1.0,299.999969474,13.6839,2,1.0,0.4,4333.84,122.913101892,4664.76,0.00333333,500.0,0.00333333,0.00333333,1.0,100,122.913101892,5.43914e-20,4666.07481883
500.0,500,1.0,4663.85041501,4663.85041501,,1.0,400.0,14.2124,2,1.0,0.4,4377.94,248.080854563,4664.53,0.0025,500.0,0.0025,0.0025,1.0,100,248.080854563,5.4346e-20,4663.85041501
499.875874347,500,0.998977,4663.52772169,4663.52772169,0.000265661,1.03803,499.867131474,13.9487,1,0.921309,0.4,4408.04,192.699977918,4664.4,0.002,500.0,0.0018445,0.00207818,1.00025,100,192.699977918,1.06482e-09,4663.52772169
500.0,500,1.0,4663.84471586,4663.84471586,,1.0,100.0,12.4375,2,1.0,0.4,4090.67,156.253797825,4663.84,0.01,500.0,0.01,0.01,1.0,100,156.253797825,3.50449e-18,4663.84471586
500.0,500,1.0,4663.18265678,4663.18265678,,1.0,200.000000102,13.1145,2,1.0,0.4,4258.22,190.982461107,4663.51,0.005,500.0,0.005,0.005,1.0,100,190.982461107,2.1793e-19,4663.18265678
500.0,500,1.0,4666.83783367,4666.83783367,,1.0,299.999969474,12.6729,2,1.0,0.4,4333.7,131.775966567,4664.62,0.00333333,500.0,0.00333333,0.00333333,1.0,100,131.775966567,5.43914e-20,4666.83783367
500.0,500,1.0,4667.24458406,4667.24458406,,1.0,400.0,12.328,2,1.0,0.4,4378.69,122.168146815,4665.28,0.0025,500.0,0.0025,0.0025,1.0,100,122.168146815,5.4346e-20,4667.24458406
499.847994776,500,0.998816,4663.88429322,4663.88429322,0.000334881,1.03633,499.83244974,12.5681,1,0.914218,0.4,4408.71,194.299824808,4665.08,0.002,500.0,0.0018306,0.00207512,1.0003,100,194.299824808,1.3427e-09,4663.88429322
500.0,500,1.0,4665.43361292,4665.43361292,,1.0,100.0,12.7517,2,1.0,0.4,4092.3,164.247501041,4665.43,0.01,500.0,0.01,0.01,1.0,100,164.247501041,3.50449e-18,4665.43361292
500.0,500,1.0,4663.50389308,4663.50389308,,1.0,200.000000102,13.7492,2,1.0,0.4,4259.19,215.770248936,4664.47,0.005,500.0,0.005,0.005,1.0,100,215.770248936,2.1793e-19,4663.50389308
500.0,500,1.0,4664.62081224,4664.62081224,,1.0,299.999969474,13.6073,2,1.0,0.4,4333.6,179.175755136,4664.52,0.00333333,500.0,0.00333333,0.00333333,1.0,100,179.175755136,5.43914e-20,4664.62081224
500.0,500,1.0,4667.31095635,4667.31095635,,1.0,400.0,12.968,2,1.0,0.4,4378.63,112.481766333,4665.22,0.0025,500.0,0.0025,0.0025,1.0,100,112.481766333,5.4346e-20,4667.31095635
