Bound,VarNormIw,AvgRet,AvgEpLen,VanillaAvgRet,VarVanillaIw,VarJ,ESSClassic,J,VarRet,Delta,AvgNormIw,AvgDiscRet,MinNormIw,AvgVanillaIw,MinVanillaIw,MaxVanillaIw,IterType,MaxNormIw,ESSRenyi,eRenyi2,EpsThisIter,BatchSize,VarDiscRet
-61.7276,5.43914e-20,-65.9974421728,94.86,-65.9974421728,,36.5739,299.999969474,-61.7276,2612.72579009,1.0,0.00333333,-65.9974421728,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,2612.72579009
-60.6185,5.4346e-20,-57.2910695039,84.03,-57.2910695039,,31.9154,400.0,-60.6185,47.1283010561,1.0,0.0025,-57.2910695039,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,47.1283010561
-60.0574,5.43187e-20,-57.8133808687,84.42,-57.8133808687,,28.7514,500.000006643,-60.0574,53.0759117957,1.0,0.002,-57.8133808687,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,53.0759117957
-65.49,3.50449e-18,-65.4899607949,93.87,-65.4899607949,,50.7639,100.0,-65.49,2603.00672228,1.0,0.01,-65.4899607949,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,2603.00672228
-63.8894,2.1793e-19,-62.2888765045,90.39,-62.2888765045,,44.1948,200.000000102,-63.8894,1337.63240349,1.0,0.005,-62.2888765045,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1337.63240349
-62.9694,5.43914e-20,-61.1294065186,88.52,-61.1294065186,,41.8251,299.999969474,-62.9694,1350.09169575,1.0,0.00333333,-61.1294065186,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,1350.09169575
-61.6464,5.4346e-20,-57.6774823205,84.45,-57.6774823205,,36.4518,400.0,-61.6464,46.3693315718,1.0,0.0025,-57.6774823205,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,46.3693315718
-61.7365,5.43187e-20,-62.0968916826,89.51,-62.0968916826,,36.4367,500.000006643,-61.7365,1336.41754735,1.0,0.002,-62.0968916826,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1336.41754735
-66.1576,3.50449e-18,-66.1576244672,94.8,-66.1576244672,,50.702,100.0,-66.1576,2596.66252923,1.0,0.01,-66.1576244672,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,2596.66252923
-64.0455,2.1793e-19,-61.9332766388,89.79,-61.9332766388,,44.2336,200.000000102,-64.0455,1347.06821235,1.0,0.005,-61.9332766388,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1347.06821235
-62.3631,5.43914e-20,-58.9984977372,86.26,-58.9984977372,,36.3677,299.999969474,-62.3631,38.0213017807,1.0,0.00333333,-58.9984977372,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,38.0213017807
-61.174,5.4346e-20,-57.6067766887,83.96,-57.6067766887,,31.7718,400.0,-61.174,53.5223837379,1.0,0.0025,-57.6067766887,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,53.5223837379
-60.3909,5.43187e-20,-57.2584567726,83.66,-57.2584567726,,28.647,500.000006643,-60.3909,53.7337927771,1.0,0.002,-57.2584567726,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,53.7337927771
-58.7166,3.50449e-18,-58.7165661499,85.52,-58.7165661499,,6.90446,100.0,-58.7166,48.1531288881,1.0,0.01,-58.7165661499,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,48.1531288881
-58.7219,2.1793e-19,-58.7271826346,86.09,-58.7271826346,,6.85564,200.000000102,-58.7219,46.7957850841,1.0,0.005,-58.7271826346,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,46.7957850841
-59.6223,5.43914e-20,-61.4232568038,88.45,-61.4232568038,,21.8169,299.999969474,-59.6223,1342.49581006,1.0,0.00333333,-61.4232568038,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,1342.49581006
-59.1447,5.4346e-20,-57.7116513416,84.47,-57.7116513416,,19.2453,400.0,-59.1447,51.3644848385,1.0,0.0025,-57.7116513416,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,51.3644848385
-59.8208,5.43187e-20,-62.5252740631,90.42,-62.5252740631,,23.7515,500.000006643,-59.8208,1343.43489457,1.0,0.002,-62.5252740631,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1343.43489457
-58.3446,3.50449e-18,-58.3446326926,85.28,-58.3446326926,,6.81268,100.0,-58.3446,46.8813794957,1.0,0.01,-58.3446326926,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,46.8813794957
-58.3808,2.1793e-19,-58.4169324304,85.34,-58.4169324304,,7.22401,200.000000102,-58.3808,58.5429103232,1.0,0.005,-58.4169324304,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,58.5429103232
-59.6687,5.43914e-20,-62.2444354409,90.15,-62.2444354409,,21.9326,299.999969474,-59.6687,1342.21801495,1.0,0.00333333,-62.2444354409,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,1342.21801495
-60.3615,5.4346e-20,-62.4398957118,90.55,-62.4398957118,,26.2958,400.0,-60.3615,1330.3004851,1.0,0.0025,-62.4398957118,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,1330.3004851
-60.6369,5.43187e-20,-61.7386649734,89.63,-61.7386649734,,28.6111,500.000006643,-60.6369,1338.97681137,1.0,0.002,-61.7386649734,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1338.97681137
-56.8903,3.50449e-18,-56.8902758452,82.82,-56.8902758452,,7.50289,100.0,-56.8903,56.8620378214,1.0,0.01,-56.8902758452,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,56.8620378214
-57.3051,2.1793e-19,-57.7198323701,84.83,-57.7198323701,,7.465,200.000000102,-57.3051,55.3686692368,1.0,0.005,-57.7198323701,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,55.3686692368
-58.6418,5.43914e-20,-61.3154274338,88.31,-61.3154274338,,21.9581,299.999969474,-58.6418,1337.68075349,1.0,0.00333333,-61.3154274338,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,1337.68075349
-58.3555,5.4346e-20,-57.4963199252,83.32,-57.4963199252,,19.3444,400.0,-58.3555,49.8521434578,1.0,0.0025,-57.4963199252,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,49.8521434578
-58.0997,5.43187e-20,-57.0768118772,83.53,-57.0768118772,,17.6516,500.000006643,-58.0997,60.3658226914,1.0,0.002,-57.0768118772,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,60.3658226914
-65.6165,3.50449e-18,-65.6165031204,93.92,-65.6165031204,,50.7911,100.0,-65.6165,2605.79608666,1.0,0.01,-65.6165031204,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,2605.79608666
-66.0252,2.1793e-19,-66.4338840273,94.93,-66.4338840273,,50.6801,200.000000102,-66.0252,2582.69440154,1.0,0.005,-66.4338840273,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,2582.69440154
-63.3468,5.43914e-20,-57.9900463648,84.46,-57.9900463648,,41.7197,299.999969474,-63.3468,42.0435737625,1.0,0.00333333,-57.9900463648,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,42.0435737625
-62.0431,5.4346e-20,-58.1320958713,84.89,-58.1320958713,,36.3288,400.0,-62.0431,37.4870712386,1.0,0.0025,-58.1320958713,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,37.4870712386
-61.6847,5.43187e-20,-60.2507307625,86.83,-60.2507307625,,36.3727,500.000006643,-61.6847,1346.66650985,1.0,0.002,-60.2507307625,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1346.66650985
-58.4325,3.50449e-18,-58.4325318384,85.39,-58.4325318384,,7.7792,100.0,-58.4325,61.1272148578,1.0,0.01,-58.4325318384,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,61.1272148578
-58.4157,2.1793e-19,-58.3988010122,85.38,-58.3988010122,,7.34759,200.000000102,-58.4157,47.937069227,1.0,0.005,-58.3988010122,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,47.937069227
-58.348,5.43914e-20,-58.2126514277,85.38,-58.2126514277,,7.20173,299.999969474,-58.348,48.0736225316,1.0,0.00333333,-58.2126514277,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,48.0736225316
-59.25,5.4346e-20,-61.9558375552,89.88,-61.9558375552,,19.3001,400.0,-59.25,1337.99720489,1.0,0.0025,-61.9558375552,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,1337.99720489
-59.7901,5.43187e-20,-61.950851737,89.88,-61.950851737,,23.7916,500.000006643,-59.7901,1347.85828231,1.0,0.002,-61.950851737,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1347.85828231
-57.8562,3.50449e-18,-57.856170474,84.54,-57.856170474,,7.93844,100.0,-57.8562,63.6554151683,1.0,0.01,-57.856170474,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,63.6554151683
-57.8655,2.1793e-19,-57.8748817968,84.45,-57.8748817968,,7.74331,200.000000102,-57.8655,57.4733422711,1.0,0.005,-57.8748817968,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,57.4733422711
-57.7121,5.43914e-20,-57.4051797351,84.14,-57.4051797351,,7.67906,299.999969474,-57.7121,57.4189669294,1.0,0.00333333,-57.4051797351,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,57.4189669294
-58.3689,5.4346e-20,-60.339392281,87.13,-60.339392281,,19.4786,400.0,-58.3689,1349.07240774,1.0,0.0025,-60.339392281,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,1349.07240774
-58.6246,5.43187e-20,-59.6471839598,87.98,-59.6471839598,,17.8028,500.000006643,-58.6246,66.3968438855,1.0,0.002,-59.6471839598,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,66.3968438855
-57.171,3.50449e-18,-57.1710205632,83.56,-57.1710205632,,7.03782,100.0,-57.171,50.0311712498,1.0,0.01,-57.1710205632,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,50.0311712498
-57.0702,2.1793e-19,-56.9692861488,83.33,-56.9692861488,,6.9693,200.000000102,-57.0702,48.0717838166,1.0,0.005,-56.9692861488,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,48.0717838166
-61.1764,5.43914e-20,-69.3889971033,98.13,-69.3889971033,,36.4363,299.999969474,-61.1764,3822.72829763,1.0,0.00333333,-69.3889971033,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,3822.72829763
-60.068,5.4346e-20,-56.742657759,83.12,-56.742657759,,31.8845,400.0,-60.068,69.6168679132,1.0,0.0025,-56.742657759,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,69.6168679132
-62.0614,5.43187e-20,-70.0351534207,99.15,-70.0351534207,,39.8549,500.000006643,-62.0614,3834.45460535,1.0,0.002,-70.0351534207,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,3834.45460535
-57.0791,3.50449e-18,-57.079060657,83.15,-57.079060657,,7.55462,100.0,-57.0791,57.6487376144,1.0,0.01,-57.079060657,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,57.6487376144
-59.4308,2.1793e-19,-61.7825933611,89.67,-61.7825933611,,26.4895,200.000000102,-59.4308,1348.73577575,1.0,0.005,-61.7825933611,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1348.73577575
-58.8819,5.43914e-20,-57.7839866705,84.61,-57.7839866705,,22.0378,299.999969474,-58.8819,52.3281336208,1.0,0.00333333,-57.7839866705,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,52.3281336208
-58.663,5.4346e-20,-58.0064785938,85.07,-58.0064785938,,19.441,400.0,-58.663,54.7829449736,1.0,0.0025,-58.0064785938,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,54.7829449736
-60.165,5.43187e-20,-66.172641398,94.47,-66.172641398,,28.7421,500.000006643,-60.165,2599.61693344,1.0,0.002,-66.172641398,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,2599.61693344
-58.576,3.50449e-18,-58.5759951435,85.75,-58.5759951435,,7.88313,100.0,-58.576,62.7714781168,1.0,0.01,-58.5759951435,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,62.7714781168
-60.479,2.1793e-19,-62.3820379379,90.18,-62.3820379379,,26.4066,200.000000102,-60.479,1338.61187956,1.0,0.005,-62.3820379379,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1338.61187956
-64.5188,5.43914e-20,-72.598353152,101.53,-72.598353152,,46.5122,299.999969474,-64.5188,5048.11808891,1.0,0.00333333,-72.598353152,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,5048.11808891
-64.7353,5.4346e-20,-65.3849750246,93.51,-65.3849750246,,47.6604,400.0,-64.7353,2621.55793874,1.0,0.0025,-65.3849750246,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,2621.55793874
-63.5886,5.43187e-20,-59.0016386621,86.29,-59.0016386621,,42.8044,500.000006643,-63.5886,49.1869306864,1.0,0.002,-59.0016386621,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,49.1869306864
-57.2683,3.50449e-18,-57.268261499,83.44,-57.268261499,,7.55801,100.0,-57.2683,57.700562852,1.0,0.01,-57.268261499,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,57.700562852
-57.221,2.1793e-19,-57.1737012334,83.58,-57.1737012334,,7.32056,200.000000102,-57.221,50.5588732805,1.0,0.005,-57.1737012334,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,50.5588732805
-57.6598,5.43914e-20,-58.5373630977,85.61,-58.5373630977,,7.44459,299.999969474,-57.6598,58.5143932348,1.0,0.00333333,-58.5373630977,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,58.5143932348
-57.5216,5.4346e-20,-57.1070258391,83.47,-57.1070258391,,7.30575,400.0,-57.5216,47.475941129,1.0,0.0025,-57.1070258391,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,47.475941129
-57.7761,5.43187e-20,-58.7939192039,85.96,-58.7939192039,,7.33136,500.000006643,-57.7761,54.4976686187,1.0,0.002,-58.7939192039,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,54.4976686187
-66.101,3.50449e-18,-66.1010229911,95.12,-66.1010229911,,50.7517,100.0,-66.101,2601.7520443,1.0,0.01,-66.1010229911,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,2601.7520443
-65.869,2.1793e-19,-65.6370267694,93.72,-65.6370267694,,50.8185,200.000000102,-65.869,2615.34075699,1.0,0.005,-65.6370267694,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,2615.34075699
-64.4697,5.43914e-20,-61.6709143223,89.14,-61.6709143223,,46.5982,299.999969474,-64.4697,1350.89605995,1.0,0.00333333,-61.6709143223,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,1350.89605995
-63.751,5.4346e-20,-61.5949214229,88.35,-61.5949214229,,44.2798,400.0,-63.751,1335.80739396,1.0,0.0025,-61.5949214229,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,1335.80739396
-64.159,5.43187e-20,-65.7908451742,93.8,-65.7908451742,,45.6605,500.000006643,-64.159,2604.31369709,1.0,0.002,-65.7908451742,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,2604.31369709
-57.6606,3.50449e-18,-57.6605542074,84.51,-57.6605542074,,6.85108,100.0,-57.6606,47.4114061352,1.0,0.01,-57.6605542074,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,47.4114061352
-57.4329,2.1793e-19,-57.2051779515,83.3,-57.2051779515,,6.75634,200.000000102,-57.4329,44.7024238886,1.0,0.005,-57.2051779515,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,44.7024238886
-58.1876,5.43914e-20,-59.6969757017,85.96,-59.6969757017,,21.8785,299.999969474,-58.1876,1354.8349825,1.0,0.00333333,-59.6969757017,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,1354.8349825
-59.0522,5.4346e-20,-61.6460176978,89.34,-61.6460176978,,26.3379,400.0,-59.0522,1343.19936054,1.0,0.0025,-61.6460176978,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,1343.19936054
-59.6978,5.43187e-20,-62.2802518457,89.97,-62.2802518457,,28.6587,500.000006643,-59.6978,1336.91043051,1.0,0.002,-62.2802518457,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1336.91043051
-69.5309,3.50449e-18,-69.5309254371,98.71,-69.5309254371,,61.5666,100.0,-69.5309,3828.72980958,1.0,0.01,-69.5309254371,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,3828.72980958
-63.7938,2.1793e-19,-58.056631138,85.08,-58.056631138,,44.2037,200.000000102,-63.7938,52.1827256208,1.0,0.005,-58.056631138,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,52.1827256208
-64.5826,5.43914e-20,-66.1602867101,95.07,-66.1602867101,,46.5098,299.999969474,-64.5826,2603.85620396,1.0,0.00333333,-66.1602867101,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,2603.85620396
-62.9285,5.4346e-20,-57.9660019466,84.86,-57.9660019466,,40.5144,400.0,-62.9285,43.7730751605,1.0,0.0025,-57.9660019466,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,43.7730751605
-61.5636,5.43187e-20,-56.1041108337,81.51,-56.1041108337,,36.4508,500.000006643,-61.5636,40.7811017891,1.0,0.002,-56.1041108337,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,40.7811017891
-62.1992,3.50449e-18,-62.1991512609,90.24,-62.1991512609,,36.3694,100.0,-62.1992,1336.09432295,1.0,0.01,-62.1991512609,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,1336.09432295
-62.3943,2.1793e-19,-62.5893895681,90.55,-62.5893895681,,36.3938,200.000000102,-62.3943,1339.60405614,1.0,0.005,-62.5893895681,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1339.60405614
-61.1588,5.43914e-20,-58.6879848701,85.91,-58.6879848701,,30.0706,299.999969474,-61.1588,55.0926843327,1.0,0.00333333,-58.6879848701,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,55.0926843327
-60.4593,5.4346e-20,-58.360538782,85.58,-58.360538782,,26.342,400.0,-60.4593,57.5878752113,1.0,0.0025,-58.360538782,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,57.5878752113
-60.7479,5.43187e-20,-61.9025070736,89.8,-61.9025070736,,28.6033,500.000006643,-60.7479,1326.73475595,1.0,0.002,-61.9025070736,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1326.73475595
-62.4774,3.50449e-18,-62.4774046965,90.19,-62.4774046965,,36.3351,100.0,-62.4774,1333.57211927,1.0,0.01,-62.4774046965,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,1333.57211927
-63.1034,2.1793e-19,-63.7293304038,90.51,-63.7293304038,,44.2497,200.000000102,-63.1034,2621.26797565,1.0,0.005,-63.7293304038,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,2621.26797565
-61.536,5.43914e-20,-58.4013744298,85.61,-58.4013744298,,36.4589,299.999969474,-61.536,57.5198797089,1.0,0.00333333,-58.4013744298,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,57.5198797089
-60.5908,5.4346e-20,-57.7551713932,84.54,-57.7551713932,,31.793,400.0,-60.5908,45.1635812032,1.0,0.0025,-57.7551713932,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,45.1635812032
-60.6804,5.43187e-20,-61.0386530875,87.9,-61.0386530875,,32.7942,500.000006643,-60.6804,1347.40561373,1.0,0.002,-61.0386530875,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1347.40561373
-57.261,3.50449e-18,-57.2610323371,83.72,-57.2610323371,,7.21964,100.0,-57.261,52.6496731456,1.0,0.01,-57.2610323371,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,52.6496731456
-59.6407,2.1793e-19,-62.0203250428,89.98,-62.0203250428,,26.3034,200.000000102,-59.6407,1333.62399242,1.0,0.005,-62.0203250428,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1333.62399242
-60.4186,5.43914e-20,-61.9744920273,89.89,-61.9744920273,,30.1837,299.999969474,-60.4186,1359.4015163,1.0,0.00333333,-61.9744920273,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,1359.4015163
-61.422,5.4346e-20,-64.4321788488,92.16,-64.4321788488,,36.4977,400.0,-61.422,2609.16662282,1.0,0.0025,-64.4321788488,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,2609.16662282
-61.3514,5.43187e-20,-61.069131567,87.91,-61.069131567,,36.4897,500.000006643,-61.3514,1342.49716067,1.0,0.002,-61.069131567,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1342.49716067
-62.2751,3.50449e-18,-62.2750571804,90.07,-62.2750571804,,36.1969,100.0,-62.2751,1323.44976112,1.0,0.01,-62.2750571804,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,1323.44976112
-61.9958,2.1793e-19,-61.7164597961,89.23,-61.7164597961,,36.2761,200.000000102,-61.9958,1334.89390885,1.0,0.005,-61.7164597961,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1334.89390885
-60.7789,5.43914e-20,-58.3451683697,85.52,-58.3451683697,,29.9447,299.999969474,-60.7789,49.7484143489,1.0,0.00333333,-58.3451683697,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,49.7484143489
-61.8375,5.4346e-20,-65.0135107012,92.99,-65.0135107012,,36.3651,400.0,-61.8375,2612.31236859,1.0,0.0025,-65.0135107012,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,2612.31236859
-61.1009,5.43187e-20,-58.1545228688,84.98,-58.1545228688,,32.6942,500.000006643,-61.1009,44.4700951655,1.0,0.002,-58.1545228688,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,44.4700951655
-65.7906,3.50449e-18,-65.7905981715,94.18,-65.7905981715,,50.7195,100.0,-65.7906,2598.45411618,1.0,0.01,-65.7905981715,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,2598.45411618
-61.2722,2.1793e-19,-56.7538738267,82.81,-56.7538738267,,36.5247,200.000000102,-61.2722,55.3525735016,1.0,0.005,-56.7538738267,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,55.3525735016
-61.5209,5.43914e-20,-62.0181972672,89.86,-62.0181972672,,36.5383,299.999969474,-61.5209,1350.16357967,1.0,0.00333333,-62.0181972672,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,1350.16357967
-61.6328,5.4346e-20,-61.9684676573,89.81,-61.9684676573,,36.4743,400.0,-61.6328,1329.507885,1.0,0.0025,-61.9684676573,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,1329.507885
-61.1415,5.43187e-20,-59.176480733,86.54,-59.176480733,,32.8074,500.000006643,-61.1415,55.8567203478,1.0,0.002,-59.176480733,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,55.8567203478
-61.364,3.50449e-18,-61.3639742868,88.73,-61.3639742868,,36.5024,100.0,-61.364,1345.88489373,1.0,0.01,-61.3639742868,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,1345.88489373
-63.7886,2.1793e-19,-66.2132831652,94.93,-66.2132831652,,44.2264,200.000000102,-63.7886,2593.7058252,1.0,0.005,-66.2132831652,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,2593.7058252
-65.6651,5.43914e-20,-69.4178935264,98.41,-69.4178935264,,50.7421,299.999969474,-65.6651,3829.49099436,1.0,0.00333333,-69.4178935264,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,3829.49099436
-63.983,5.4346e-20,-58.9370649019,86.17,-58.9370649019,,44.2273,400.0,-63.983,66.6742761914,1.0,0.0025,-58.9370649019,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,66.6742761914
-63.6393,5.43187e-20,-62.2644390976,90.2,-62.2644390976,,42.7937,500.000006643,-63.6393,1343.34702206,1.0,0.002,-62.2644390976,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1343.34702206
-58.1038,3.50449e-18,-58.1038311812,85.47,-58.1038311812,,7.88086,100.0,-58.1038,62.7353434989,1.0,0.01,-58.1038311812,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,62.7353434989
-58.4115,2.1793e-19,-58.7192388536,85.68,-58.7192388536,,7.76992,200.000000102,-58.4115,59.0361870887,1.0,0.005,-58.7192388536,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,59.0361870887
-58.3455,5.43914e-20,-58.2134261753,85.13,-58.2134261753,,7.68862,299.999969474,-58.3455,57.1467157767,1.0,0.00333333,-58.2134261753,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,57.1467157767
-61.2781,5.4346e-20,-70.0761113206,99.3,-70.0761113206,,31.8623,400.0,-61.2781,3818.45609136,1.0,0.0025,-70.0761113206,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,3818.45609136
-61.5071,5.43187e-20,-62.4228415202,90.27,-62.4228415202,,32.8395,500.000006643,-61.5071,1343.74512156,1.0,0.002,-62.4228415202,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1343.74512156
-60.6098,3.50449e-18,-60.6097725397,87.48,-60.6097725397,,36.3678,100.0,-60.6098,1335.9743103,1.0,0.01,-60.6097725397,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,1335.9743103
-61.3498,2.1793e-19,-62.0898816854,90.01,-62.0898816854,,36.4497,200.000000102,-61.3498,1346.92463918,1.0,0.005,-62.0898816854,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1346.92463918
-60.503,5.43914e-20,-58.8092950003,86.46,-58.8092950003,,30.1456,299.999969474,-60.503,65.4630717606,1.0,0.00333333,-58.8092950003,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,65.4630717606
-59.7825,5.4346e-20,-57.6211698401,84.37,-57.6211698401,,26.3791,400.0,-59.7825,51.4364070236,1.0,0.0025,-57.6211698401,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,51.4364070236
-59.9953,5.43187e-20,-60.8462033151,87.61,-60.8462033151,,28.7209,500.000006643,-59.9953,1353.66482703,1.0,0.002,-60.8462033151,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1353.66482703
