AvgNormIw,VarDiscRet,MaxNormIw,AvgDiscRet,ESSRenyi,VarVanillaIw,BatchSize,AvgVanillaIw,VarNormIw,Bound,AvgEpLen,MinVanillaIw,VanillaAvgRet,ESSClassic,AvgRet,eRenyi2,MaxVanillaIw,VarRet,VarJ,MinNormIw,J
0.01,24985.238584561062,0.44739836,6.394884621840902e-15,nan,5556499500.0,100,12883.442,0.0033476304,2728120.0,22.76,,217.42429693707152,2.9289832325633243,6.394884621840902e-15,nan,576403.1,24985.238584561062,882.23834,,211.76
0.01,24944.67861596843,0.014806183,-6.8212102632969615e-15,nan,880639170.0,100,278379.2,1.1363824e-06,475193.5,24.89,255127.12,238.70805731226758,98.88748609077578,-6.8212102632969615e-15,nan,412173.3,24944.67861596843,155.80707,0.009164735,1.7070484
0.01,26530.24772147557,0.3151908,1.0516032489249483e-14,nan,117692830000.0,100,74294.32,0.0021322533,8557158.0,23.6,,225.81801968474687,4.522982535149026,1.0516032489249483e-14,nan,2341688.5,26530.24772147557,590.82275,,115.18003
0.01,24937.006955260913,0.10629552,-1.9895196601282807e-15,nan,148.52094,100,8.293932,0.00021590698,170.18895,24.3,0.39613977,232.80838867716466,31.87271737191198,-1.9895196601282807e-15,nan,88.16078,24937.006955260913,356.71906,0.00047762602,23.356064
0.01,26679.844023012767,0.027536223,-5.4001247917767615e-15,nan,0.91828996,100,1.0411587,8.47122e-05,6.9811134,25.17,7.401266e-05,241.51015254823804,54.387706887472156,-5.4001247917767615e-15,nan,2.8669577,26679.844023012767,191.47922,7.108682e-07,24.596193
0.01,27017.043822867763,0.07036792,2.6147972675971688e-14,nan,1.6546136,100,1.0746205,0.00014328027,-10.272699,25.47,0.2383969,244.5184260020108,41.34837995056369,2.6147972675971688e-14,nan,7.5618806,27017.043822867763,322.15186,0.0022184288,10.445967
0.01,28823.914200688294,0.010332855,-3.922195901395753e-14,nan,4.15203e-05,100,1.0000622,4.1515107e-09,-14.278456,25.29,0.9957122,242.70794962630106,99.99589958151458,-3.922195901395753e-14,nan,1.0333498,28823.914200688294,168.96323,0.009956503,0.0005135536
0.01,34232.42776664678,0.031952806,8.526512829121202e-15,nan,0.45983714,100,0.9086103,5.569916e-05,-2.7421494,27.0,0.08148041,259.8065484575282,64.45701426834201,8.526512829121202e-15,nan,2.903265,34232.42776664678,238.1415,0.00089675863,18.313354
0.010000002,28243.5169129842,0.015041127,5.684341886080802e-16,nan,0.20107782,100,0.9900995,2.051193e-05,-6.1232977,23.61,0.0045760414,225.91706282127635,83.12080075843025,5.684341886080802e-16,nan,1.4892212,28243.5169129842,180.67155,4.6217996e-05,9.473504
0.01,31976.5169284863,0.014247014,-1.4779288903810084e-14,nan,0.16365483,100,0.9932832,1.6587564e-05,-9.415423,21.94,0.006459903,209.23117069984255,85.89465221725236,-1.4779288903810084e-14,nan,1.415132,31976.5169284863,183.29744,6.503586e-05,6.857853
0.010000003,21109.213001650536,0.1290613,-7.389644451905042e-15,nan,2.057788,100,0.80832946,0.00031493715,17.730806,24.06,0.38855353,230.40876249839138,24.28435217257933,-7.389644451905042e-15,nan,10.4324045,21109.213001650536,332.1259,0.0048068706,52.6109
0.009999999,26314.194690600718,0.07575452,-1.6768808563938364e-14,nan,6.036909,100,1.1238799,0.00047794156,37.350643,24.7,1.20259116e-23,236.80975791540652,17.44707083048409,-1.6768808563938364e-14,nan,8.513899,26314.194690600718,568.8464,1.0700352e-25,62.29565
0.009999998,32533.677842034573,0.020731825,3.808509063674137e-14,nan,0.40856442,100,0.85454917,5.594823e-05,-0.9427147,25.34,0.014474748,243.21219324706544,64.35472422301933,3.808509063674137e-14,nan,1.7716365,32533.677842034573,241.19757,0.00016938461,21.025265
0.010000002,24044.668179802266,0.7468073,-3.126388037344441e-15,nan,341.2111,100,2.4810426,0.005543126,635.9883,23.51,0.24049744,224.9157099092779,1.789646554263797,-3.126388037344441e-15,nan,185.28607,24044.668179802266,747.3642,0.0009693402,295.631
0.009999999,27181.856355016058,0.08437193,1.5347723092418165e-14,nan,0.6210259,100,0.7625256,0.00010680728,-8.221625,23.82,0.4408903,228.0188342032798,48.60522850256101,1.5347723092418165e-14,nan,6.433576,27181.856355016058,213.68594,0.0057819737,15.300758
0.01,30561.10677095197,0.025352782,9.663381206337363e-15,nan,0.2147962,100,1.0181483,2.0720707e-05,-12.696518,27.25,0.3995409,262.3042756414376,82.97826707804782,9.663381206337363e-15,nan,2.581289,30561.10677095197,198.10037,0.003924192,3.382484
0.01,33786.62107599402,0.027363095,-3.410605131648481e-14,nan,1.1640974,100,1.0767462,0.0001004067,0.4833088,25.38,1.6158986e-18,243.6102333092505,50.14978360445655,-3.410605131648481e-14,nan,2.946311,33786.62107599402,240.21834,1.5007237e-20,20.722702
0.009999998,36581.14287113475,0.054176956,-2.3732127374387345e-14,nan,0.36909407,100,0.7092663,7.3369985e-05,-2.2827377,25.02,0.44536063,240.01569014011991,57.925258617950355,-2.3732127374387345e-14,nan,3.842589,36581.14287113475,263.29874,0.006279174,26.580227
0.01,25484.186920591786,0.06078331,6.679101716144942e-14,nan,3.68346,100,1.0974631,0.00030582715,-2.6494236,23.39,1.4505501e-18,223.71128956936747,24.828135246239807,6.679101716144942e-14,nan,6.670744,25484.186920591786,368.88992,1.32173025e-20,22.137754
0.01,18428.593077655638,0.016140642,-1.0516032489249483e-14,nan,0.26462346,100,0.98373914,2.7344395e-05,-0.5180836,21.68,0.0007501201,206.62079547077224,78.6961823210692,-1.0516032489249483e-14,nan,1.5878181,18428.593077655638,150.60455,7.6251927e-06,12.556157
0.010000003,22686.42700453848,0.04949332,5.968558980384841e-15,nan,0.6693773,100,0.8454156,9.365489e-05,-4.0029726,23.12,0.42465413,221.01899539008156,51.889184824155315,5.968558980384841e-15,nan,4.1842422,22686.42700453848,237.26634,0.005023022,16.066156
0.01,34053.166635893795,0.019868234,1.1937117960769683e-14,nan,0.62343633,100,1.1842552,4.4453027e-05,-11.490112,24.0,0.033796106,229.82224306119278,69.44035439996402,1.1937117960769683e-14,nan,2.3529062,34053.166635893795,193.21361,0.00028537854,6.0243535
0.01,26513.345636664482,0.073614374,1.0231815394945442e-14,nan,0.70671195,100,1.0825379,6.0305414e-05,-7.8671484,24.25,0.70042187,232.31503709463001,62.61648867612534,1.0231815394945442e-14,nan,7.969035,26513.345636664482,171.93985,0.0064701834,8.719288
0.01,28285.113611363264,0.033579223,-9.322320693172514e-14,nan,0.6447806,100,1.0463022,5.8897615e-05,5.7711887,27.57,0.015896104,265.4977014980385,63.16774605440367,-9.322320693172514e-14,nan,3.5134015,28285.113611363264,205.8122,0.0001519265,22.525068
0.01,29228.1984240704,0.08534953,-3.012701199622825e-14,nan,1.1304079,100,0.8933358,0.00014164648,6.553978,23.61,0.49869713,225.92270071057825,41.62677482967984,-3.012701199622825e-14,nan,7.624579,29228.1984240704,380.11346,0.005582415,32.283115
0.009999999,30636.931804771866,0.030152274,-4.348521542851813e-14,nan,1.095338,100,0.9379615,0.00012450252,18.234116,26.8,1.0797154e-09,257.80285168190704,44.79133095295259,-4.348521542851813e-14,nan,2.8281672,30636.931804771866,284.505,1.1511298e-11,42.89066
0.01,21206.092439586904,0.07905572,-1.9895196601282807e-15,nan,1.5231906,100,0.85020554,0.00021072032,1.4960613,21.77,0.45872673,207.52954826449655,32.40303071411634,-1.9895196601282807e-15,nan,6.721361,21206.092439586904,245.34044,0.0053954804,27.065737
0.010000002,27636.479202798324,0.014488098,-5.400124791776761e-14,nan,0.17505488,100,0.9924303,1.7773547e-05,-9.29199,24.48,0.004195591,234.61017731805657,85.03702986587093,-5.400124791776761e-14,nan,1.4378428,27636.479202798324,179.74051,4.2275922e-05,5.9145145
0.010000002,26540.65484430224,0.016749486,-1.9610979506978764e-14,nan,0.40584394,100,1.0356717,3.7836828e-05,-10.633663,23.34,0.0004874856,223.219921272583,72.74924090331517,-1.9610979506978764e-14,nan,1.734697,26540.65484430224,216.1958,4.7069507e-06,5.2432795
0.009999999,26094.656977516104,0.010507423,-1.6484591469634323e-14,nan,0.0072957464,100,0.9945193,7.37638e-07,-13.393636,21.65,0.6333612,206.32661574158737,99.27503327189045,-1.6484591469634323e-14,nan,1.0449835,26094.656977516104,162.786,0.0063685165,0.24307775
0.010000002,23991.773650248088,0.029208302,-3.183231456205249e-14,nan,0.06654472,100,1.0469517,6.0710004e-06,-12.008152,21.73,0.89015156,207.12702411147083,94.33046578584292,-3.183231456205249e-14,nan,3.057968,23991.773650248088,153.59236,0.0085023185,1.3415756
0.01,26483.082054979874,0.221035,-5.684341886080802e-15,nan,8.813418,100,0.9755578,0.00092605856,69.11127,24.24,0.2839312,232.20671081824406,9.834793179029047,-5.684341886080802e-15,nan,21.563242,26483.082054979874,1079.2394,0.0029104499,115.57915
0.01,29172.32817713484,0.028327307,-3.609557097661309e-14,nan,0.1567008,100,0.96743304,1.674285e-05,-2.344715,24.07,0.55400956,230.5202507241762,85.78137127684309,-3.609557097661309e-14,nan,2.740477,29172.32817713484,227.17804,0.0057265935,13.608054
0.009999998,34026.59949864363,0.027774492,4.092726157978177e-14,nan,0.091721416,100,0.91648865,1.0919848e-05,-13.81396,25.68,0.7622056,246.61566275549754,90.2440528590562,4.092726157978177e-14,nan,2.5455008,34026.59949864363,187.55394,0.008316585,2.746346
0.01,27152.198118444758,0.044712685,5.968558980384841e-15,nan,1.0494425,100,0.9756377,0.00011025074,-3.0620785,25.26,0.006743009,242.40645131696877,47.81298187452365,5.968558980384841e-15,nan,4.362338,27152.198118444758,227.11133,6.911387e-05,17.403925
0.009999998,28834.689982415846,0.048265874,-7.673861546209083e-15,nan,0.8414232,100,0.89494723,0.00010505572,11.516916,24.45,0.012089112,234.31423557309128,49.01837037022797,-7.673861546209083e-15,nan,4.319541,28834.689982415846,251.45428,0.00013508185,35.661354
0.009999998,24261.6649357769,0.099749506,1.5916157281026246e-14,nan,0.8085162,100,0.76322955,0.00013879646,-0.18037415,24.99,0.42719293,239.71360607492065,42.12149356423886,1.5916157281026246e-14,nan,7.613177,24261.6649357769,222.33003,0.005597175,26.209969
0.009999998,26408.12024361969,0.07312554,-2.1600499167107046e-14,nan,0.6809159,100,0.82054025,0.000101133184,17.42628,22.87,0.4097483,218.52581169529535,49.969560934132915,-2.1600499167107046e-14,nan,6.0002446,26408.12024361969,247.39993,0.0049936404,44.80041
0.01,24387.20986844853,0.015670454,-2.6716406864579765e-14,nan,0.24588652,100,0.99477875,2.4847443e-05,-3.0876265,24.59,0.004705595,235.71320693144742,80.25749108427526,-2.6716406864579765e-14,nan,1.5588634,24387.20986844853,170.78288,4.730293e-05,11.63365
0.010000002,29975.4360231886,0.058266677,3.410605131648481e-14,nan,2.22439,100,0.8675565,0.0002955394,3.2242298,25.44,9.149323e-12,244.20598016218676,25.47225547898798,3.410605131648481e-14,nan,5.0549636,29975.4360231886,322.99576,1.05460826e-13,36.97188
0.01,28698.137649010663,0.14995849,3.9790393202565614e-15,nan,4.8742375,100,1.0470542,0.00044459885,20.524986,25.1,0.36434683,240.8143048296959,18.513277016933102,3.9790393202565614e-15,nan,15.701467,28698.137649010663,401.62714,0.0034797324,51.22739
0.010000002,42216.68869900929,0.18186109,4.206412995699793e-14,nan,3.1257524,100,0.8722322,0.0004108567,11.240307,28.25,0.29786274,272.3026205799489,19.733668014644827,4.206412995699793e-14,nan,15.86251,42216.68869900929,434.6232,0.0034149478,57.48504
0.01,25041.792038740667,0.023790924,-2.7569058147491886e-14,nan,0.6461155,100,0.97527605,6.7928966e-05,7.0525894,24.35,0.0001054779,233.30345645750717,59.79085106271751,-2.7569058147491886e-14,nan,2.3202717,25041.792038740667,224.70015,1.0815185e-06,24.879532
0.01,35156.46154202757,0.054385103,2.2737367544323206e-15,nan,2.3080337,100,0.9392537,0.00026162327,20.643663,27.97,2.8743975e-38,269.5090743105117,27.85460686530636,2.2737367544323206e-15,nan,5.108141,35156.46154202757,381.21777,3.0603e-40,53.790184
0.009999998,24407.949276712945,0.08216023,-3.865352482534945e-14,nan,1.9716661,100,0.96468127,0.00021186817,10.354469,22.69,0.00063486345,216.7206009094003,32.28416096797554,-3.865352482534945e-14,nan,7.925843,24407.949276712945,269.82977,6.5810696e-06,34.705257
0.010000002,24991.295088842704,0.109597035,1.9326762412674726e-14,nan,1.3119202,100,0.86610395,0.00017489096,-5.727186,27.14,0.45387766,261.1905441830463,36.61098649275479,1.9326762412674726e-14,nan,9.492243,24991.295088842704,181.10106,0.0052404525,18.757973
0.01,25907.775237599228,0.029526489,9.947598300641402e-15,nan,1.1910374,100,0.98987013,0.00012155389,-1.3407936,25.48,2.37144e-10,244.6090649925649,45.384740353220884,9.947598300641402e-15,nan,2.922739,25907.775237599228,222.8737,2.3957082e-12,18.945356
0.01,31998.191129611547,0.35620186,-4.206412995699793e-14,nan,10.404485,100,0.8926885,0.001305632,117.12456,27.23,0.2294383,262.10149022279,7.18093956297891,-4.206412995699793e-14,nan,31.797731,31998.191129611547,1552.3231,0.0025701944,194.09454
0.01,31531.080009274956,0.015161537,-1.3642420526593923e-14,nan,0.030245714,100,0.98497564,3.117546e-06,-12.193305,26.58,0.5810471,255.60248256508723,97.00604863433955,-1.3642420526593923e-14,nan,1.4933745,31531.080009274956,183.77675,0.0058991015,3.0148633
0.01,38235.55385606419,0.014834942,3.964828465541359e-14,nan,0.2378599,100,1.0476675,2.1670767e-05,-13.252094,25.69,0.0030426967,246.70880755376416,82.33566642643581,3.964828465541359e-14,nan,1.5542086,38235.55385606419,226.15504,2.9042581e-05,4.6501317
0.01,26101.511841578624,0.028419834,5.684341886080802e-15,nan,0.12763019,100,0.86666566,1.6992224e-05,-9.325964,23.41,0.63915575,223.92122866943987,85.60008912389227,5.684341886080802e-15,nan,2.4630494,26101.511841578624,172.51213,0.0073748827,6.1848087
0.01,32495.835869893785,0.12723646,3.126388037344441e-14,nan,2.2749116,100,0.89171,0.00028609962,7.1214695,25.63,0.37460536,246.11101605647326,26.093400034836737,3.126388037344441e-14,nan,11.345802,32495.835869893785,556.7858,0.0042009777,41.270374
0.01,26899.46740814117,0.08412652,2.2737367544323206e-15,nan,1.5102472,100,0.99003136,0.0001540814,1.332365,25.35,0.39906,243.30666393613797,39.59759628795057,2.2737367544323206e-15,nan,8.328789,26899.46740814117,191.56747,0.0040307813,23.486925
0.01,27072.516064268795,0.05091134,1.8474111129762605e-14,nan,0.36119604,100,1.0009818,3.604878e-05,-9.256239,25.56,0.7616488,245.40941318168797,73.69832972832226,1.8474111129762605e-14,nan,5.0961323,27072.516064268795,185.34451,0.0076090177,6.8563595
0.01,21952.043063309364,0.119810805,-2.6147972675971688e-14,nan,1.4061364,100,0.88642,0.00017895685,10.695646,22.05,0.4189842,210.32684958290804,36.079296163285115,-2.6147972675971688e-14,nan,10.620269,21952.043063309364,380.397,0.004726701,35.469597
0.01,31732.034500352875,0.017561486,-2.1884716261411086e-14,nan,0.35889357,100,0.989228,3.6675232e-05,-7.4674816,25.02,0.012096464,240.00819354478412,73.36301003089783,-2.1884716261411086e-14,nan,1.7372314,31732.034500352875,209.33495,0.00012228185,10.132969
0.01,29449.621433484306,0.34090585,-3.4106051316484808e-15,nan,55.263012,100,1.4449841,0.0026467226,136.27031,27.77,,267.50037459922265,3.6761251665193897,-3.4106051316484808e-15,nan,49.260353,29449.621433484306,771.4674,,146.4004
0.009999999,31770.26802287788,0.010274471,6.8212102632969615e-15,nan,4.7005906e-05,100,1.000308,4.697715e-09,-14.989997,22.5,0.99551255,214.82596985039115,99.99537435779116,6.8212102632969615e-15,nan,1.0277636,31770.26802287788,177.30168,0.009952059,0.001049757
0.01,25154.851218608845,0.019013232,1.9895196601282807e-15,nan,0.6895901,100,0.9716385,7.3043506e-05,3.2754154,25.6,0.00037066484,245.80064816490773,58.033897399240004,1.9895196601282807e-15,nan,1.8473988,25154.851218608845,217.11005,3.8148432e-06,21.391933
0.009999998,24886.944826695944,0.012499998,-5.115907697472721e-15,nan,143.65607,100,23.85117,2.525252e-05,159.14952,24.27,,232.51126349168652,80.00001615765477,-5.115907697472721e-15,nan,29.813957,24886.944826695944,170.72754,,7.294542
0.009999998,27376.55428060591,0.01,8.526512829121202e-16,nan,,100,1.0,3.5044917e-18,-13.915567,23.42,1.0,224.0174949874332,100.0,8.526512829121202e-16,nan,1.0,27376.55428060591,164.62924,0.01,-2.3841858e-07
0.009999998,21985.180932642797,0.01,-3.183231456205249e-14,nan,,100,1.0,3.5044917e-18,-12.47029,27.38,1.0,263.6028140903152,100.0,-3.183231456205249e-14,nan,1.0,21985.180932642797,147.53078,0.01,
0.009999998,26294.999689770546,0.01,-2.2737367544323206e-15,nan,,100,1.0,3.5044917e-18,-13.637918,24.35,1.0,233.31570351257284,100.0,-2.2737367544323206e-15,nan,1.0,26294.999689770546,161.3445,0.01,-2.3841858e-06
0.009999998,32662.211729871015,0.01,-3.3253400033572687e-14,nan,,100,1.0,3.5044917e-18,-15.1996765,31.62,1.0,305.98585893218154,100.0,-3.3253400033572687e-14,nan,1.0,32662.211729871015,179.82098,0.01,1.9073486e-06
0.009999998,24514.888524129747,0.01,-4.5474735088646414e-14,nan,,100,1.0,3.5044917e-18,-13.168203,22.5,1.0,214.8256953949142,100.0,-4.5474735088646414e-14,nan,1.0,24514.888524129747,155.78748,0.01,4.7683716e-07
0.009999998,24899.745271660566,0.01,-2.5579538487363606e-15,nan,,100,1.0,3.5044917e-18,-13.271164,22.35,1.0,213.31651047663183,100.0,-2.5579538487363606e-15,nan,1.0,24899.745271660566,157.00557,0.01,-3.0994415e-06
0.009999998,30323.078116010238,0.01,2.2737367544323206e-15,nan,,100,1.0,3.5044917e-18,-14.645295,27.02,1.0,260.00447745120107,100.0,2.2737367544323206e-15,nan,1.0,30323.078116010238,173.26236,0.01,-4.7683716e-07
0.009999998,25028.40236569448,0.01,3.126388037344441e-14,nan,,100,1.0,3.5044917e-18,-13.305403,24.15,1.0,231.31297476598152,100.0,3.126388037344441e-14,nan,1.0,25028.40236569448,157.41068,0.01,-1.66893e-06
0.009999998,23201.205670754858,0.01,-1.7763568394002505e-14,nan,,100,1.0,3.5044917e-18,-12.810521,23.18,1.0,221.60972143337037,100.0,-1.7763568394002505e-14,nan,1.0,23201.205670754858,151.55591,0.01,1.1920929e-07
0.009999998,26079.323248912184,0.01,1.3642420526593923e-14,nan,,100,1.0,3.5044917e-18,-13.581875,25.97,1.0,249.4989022065327,100.0,1.3642420526593923e-14,nan,1.0,26079.323248912184,160.68146,0.01,-1.758337e-06
0.009999998,21362.978942076854,0.01,1.9895196601282804e-14,nan,,100,1.0,3.5044917e-18,-12.2925625,24.21,1.0,231.91238706027917,100.0,1.9895196601282804e-14,nan,1.0,21362.978942076854,145.42815,0.01,-8.6426735e-07
0.009999998,32536.240408215497,0.01,-1.8474111129762605e-14,nan,,100,1.0,3.5044917e-18,-15.170335,25.73,1.0,247.11018692241473,100.0,-1.8474111129762605e-14,nan,1.0,32536.240408215497,179.47389,0.01,1.9073486e-06
0.009999998,24495.061723013587,0.01,4.064304448547773e-14,nan,,100,1.0,3.5044917e-18,-13.162878,22.79,1.0,217.72735468179147,100.0,4.064304448547773e-14,nan,1.0,24495.061723013587,155.72447,0.01,-1.66893e-06
0.009999998,22343.99810854721,0.01,-2.842170943040401e-15,nan,,100,1.0,3.5044917e-18,-12.57164,23.41,1.0,223.91645284327143,100.0,-2.842170943040401e-15,nan,1.0,22343.99810854721,148.72981,0.01,2.3841858e-07
0.009999998,24994.907717178412,0.01,3.2684965844964606e-14,nan,,100,1.0,3.5044917e-18,-13.296499,24.24,1.0,232.20668045501307,100.0,3.2684965844964606e-14,nan,1.0,24994.907717178412,157.3053,0.01,-1.66893e-06
0.009999998,39519.89622516489,0.01,-3.751665644813329e-14,nan,,100,1.0,3.5044917e-18,-16.719349,27.22,1.0,262.00707784302426,100.0,-3.751665644813329e-14,nan,1.0,39519.89622516489,197.79964,0.01,
0.009999998,27385.996769457255,0.01,-2.1316282072803006e-14,nan,,100,1.0,3.5044917e-18,-13.917967,24.7,1.0,236.80845315121806,100.0,-2.1316282072803006e-14,nan,1.0,27385.996769457255,164.65764,0.01,7.1525574e-07
0.009999998,19682.604237265045,0.01,-2.3305801732931285e-14,nan,,100,1.0,3.5044917e-18,-11.799206,24.62,1.0,236.00394911110848,100.0,-2.3305801732931285e-14,nan,1.0,19682.604237265045,139.59146,0.01,5.9604645e-07
0.009999998,21684.200705142863,0.01,-9.094947017729283e-15,nan,,100,1.0,3.5044917e-18,-12.384637,22.81,1.0,217.91546043919368,100.0,-9.094947017729283e-15,nan,1.0,21684.200705142863,146.51743,0.01,1.1920929e-07
0.009999998,32267.572940119913,0.01,3.581135388230905e-14,nan,,100,1.0,3.5044917e-18,-15.107567,26.7,1.0,256.8076428121678,100.0,3.581135388230905e-14,nan,1.0,32267.572940119913,178.73135,0.01,2.2649765e-06
0.009999998,40291.93986183995,0.01,5.1727511163335295e-14,nan,,100,1.0,3.5044917e-18,-16.881874,27.77,1.0,267.5093013010856,100.0,5.1727511163335295e-14,nan,1.0,40291.93986183995,199.72235,0.01,-2.3841858e-07
0.009999998,30321.644478597904,0.01,-4.391154106997419e-14,nan,,100,1.0,3.5044917e-18,-14.644949,22.68,1.0,216.62289922232526,100.0,-4.391154106997419e-14,nan,1.0,30321.644478597904,173.25827,0.01,-9.536743e-07
0.009999998,20480.293092960354,0.01,8.100187187665141e-15,nan,,100,1.0,3.5044917e-18,-12.03593,24.9,1.0,238.80417828768248,100.0,8.100187187665141e-15,nan,1.0,20480.293092960354,142.39203,0.01,1.0728836e-06
0.009999998,37557.45324720444,0.01,1.8474111129762605e-14,nan,,100,1.0,3.5044917e-18,-16.298948,28.89,1.0,278.69494209960516,100.0,1.8474111129762605e-14,nan,1.0,37557.45324720444,192.82603,0.01,2.7418137e-06
0.009999998,40692.46332136656,0.01,1.2505552149377763e-14,nan,,100,1.0,3.5044917e-18,-16.965572,26.98,1.0,259.600506167068,100.0,1.2505552149377763e-14,nan,1.0,40692.46332136656,200.71259,0.01,-1.66893e-06
0.009999998,23770.98963741446,0.01,5.684341886080802e-16,nan,,100,1.0,3.5044917e-18,-12.96687,23.09,1.0,220.70799617266672,100.0,5.684341886080802e-16,nan,1.0,23770.98963741446,153.40561,0.01,1.3113022e-06
0.009999998,21424.06650609846,0.01,-4.433786671143025e-14,nan,,100,1.0,3.5044917e-18,-12.310123,23.98,1.0,229.61566347010293,100.0,-4.433786671143025e-14,nan,1.0,21424.06650609846,145.63593,0.01,1.66893e-06
0.009999998,23202.435561322916,0.01,5.968558980384841e-15,nan,,100,1.0,3.5044917e-18,-12.81086,20.69,1.0,196.7360991823203,100.0,5.968558980384841e-15,nan,1.0,23202.435561322916,151.55992,0.01,7.1525574e-07
0.009999998,27273.74807322482,0.01,2.3590018827235325e-14,nan,,100,1.0,3.5044917e-18,-13.889414,24.77,1.0,237.50806363461317,100.0,2.3590018827235325e-14,nan,1.0,27273.74807322482,164.31984,0.01,-4.7683716e-07
0.009999998,31934.09842177202,0.01,-5.1159076974727215e-14,nan,,100,1.0,3.5044917e-18,-15.029304,23.96,1.0,229.41600948809165,100.0,-5.1159076974727215e-14,nan,1.0,31934.09842177202,177.80539,0.01,-1.4305115e-06
0.009999998,28059.267904622622,0.01,2.3305801732931285e-14,nan,,100,1.0,3.5044917e-18,-14.088011,26.14,1.0,251.20463059109966,100.0,2.3305801732931285e-14,nan,1.0,28059.267904622622,166.66936,0.01,-9.536743e-07
0.009999998,22916.36187894851,0.01,-3.097966327914037e-14,nan,,100,1.0,3.5044917e-18,-12.73164,22.06,1.0,210.4211940592087,100.0,-3.097966327914037e-14,nan,1.0,22916.36187894851,150.6227,0.01,-9.536743e-07
0.009999998,35919.08623412337,0.01,5.684341886080802e-15,nan,,100,1.0,3.5044917e-18,-15.939481,27.07,1.0,260.5108947300208,100.0,5.684341886080802e-15,nan,1.0,35919.08623412337,188.57332,0.01,4.053116e-06
0.009999998,33566.979446328565,0.01,3.382183422218077e-14,nan,,100,1.0,3.5044917e-18,-15.40876,24.17,1.0,231.5217928143472,100.0,3.382183422218077e-14,nan,1.0,33566.979446328565,182.29457,0.01,-1.3113022e-06
0.009999998,29401.164630065967,0.01,-2.842170943040401e-16,nan,,100,1.0,3.5044917e-18,-14.420947,21.47,1.0,204.5373167838214,100.0,-2.842170943040401e-16,nan,1.0,29401.164630065967,170.60818,0.01,-1.1920929e-06
