Delta,VarVanillaIw,eRenyi2,ESSRenyi,IterType,MinVanillaIw,AvgDiscRet,VanillaAvgRet,VarRet,BatchSize,VarNormIw,VarDiscRet,Bound,J,AvgEpLen,MaxVanillaIw,MinNormIw,EpsThisIter,AvgRet,VarJ,AvgNormIw,AvgVanillaIw,MaxNormIw,ESSClassic
0.4,1.0787,1.15457,86.6120916502,1,0.39033,-97.3356517172,-97.3356517172,10340.4137406,100,7.36655e-05,10340.4137406,-143.357,-88.4606,131.23,8.39607,0.00322563,100,-97.3356517172,79.528,0.01,1.21009,0.0693838,57.8272648071
0.4,0.0184179,1.02423,97.63417237,1,0.868721,-74.5122549847,-74.5122549847,3767.15094817,100,1.84945e-06,3767.15094817,-124.795,-73.0902,105.4,1.52848,0.00870526,100,-74.5122549847,54.1051,0.01,0.997927,0.0153166,98.2019331451
0.4,0.260048,1.08805,91.907651119,1,0.824818,-99.3434906328,-99.3434906328,11419.4182241,100,2.52495e-05,11419.4182241,-148.129,-94.8376,133.33,5.61345,0.00812752,100,-99.3434906328,99.311,0.01,1.01485,0.0553133,80.0019186249
0.4,0.0883594,1.07833,92.7359454644,1,0.14807,-92.6467697661,-92.6467697661,9373.44781605,100,8.89778e-06,9373.44781605,-141.708,-88.656,125.41,2.21921,0.00148587,100,-92.6467697661,85.7138,0.01,0.996519,0.0222696,91.904325398
0.4,0.193986,1.16736,85.6631273108,1,0.0200033,-85.7941912507,-85.7941912507,7161.87956622,100,1.82583e-05,7161.87956622,-130.462,-75.2636,118.3,1.6961,0.000194065,100,-85.7941912507,52.7152,0.01,1.03075,0.016455,84.6913983701
0.4,0.0266539,1.02346,97.7073174425,1,0.736684,-85.7439582883,-85.7439582883,7177.11182221,100,2.58405e-06,7177.11182221,-136.252,-84.5665,118.02,1.66174,0.00725355,100,-85.7439582883,80.7072,0.01,1.01562,0.0163619,97.5056199007
0.4,0.394481,1.39008,71.9380663972,1,2.82207e-05,-94.0685238312,-94.0685238312,9321.21824618,100,4.20859e-05,9321.21824618,-137.211,-76.9759,128.14,1.97941,2.91489e-07,100,-94.0685238312,50.266,0.01,0.968155,0.0204451,70.5890674668
0.4,0.116525,1.08543,92.1295563099,1,0.177109,-88.6470720373,-88.6470720373,8343.71304001,100,1.25362e-05,8343.71304001,-135.077,-81.8497,121.09,2.18954,0.00183702,100,-88.6470720373,73.9665,0.01,0.964109,0.0227104,88.9594043666
0.4,0.0814283,1.05427,94.8526385395,1,0.555093,-76.0738395624,-76.0738395624,3793.19253821,100,7.81082e-06,3793.19253821,-125.867,-73.4097,106.23,3.21977,0.00543659,100,-76.0738395624,49.9306,0.01,1.02103,0.0315345,92.8223164155
0.4,0.152605,1.08531,92.1397566975,1,0.178289,-99.9785005544,-99.9785005544,11416.5593615,100,1.47374e-05,11416.5593615,-149.593,-96.3693,134.64,2.70451,0.00175207,100,-99.9785005544,102.237,0.01,1.01759,0.0265776,87.2676319537
0.4,0.306118,1.27652,78.337900067,1,0.000306905,-84.4905946548,-84.4905946548,7267.47580018,100,3.22551e-05,7267.47580018,-127.182,-69.4609,115.79,1.8649,3.15035e-06,100,-84.4905946548,39.8424,0.01,0.974194,0.019143,75.7963213048
0.4,0.123855,1.11214,89.9165973601,1,0.107686,-79.6459692453,-79.6459692453,4939.47855137,100,1.16714e-05,4939.47855137,-127.172,-73.2957,111.24,1.91178,0.00104535,100,-79.6459692453,45.7594,0.01,1.03014,0.0185585,89.6421375099
0.4,0.0903012,1.0626,94.1083870994,1,0.471008,-80.3463540137,-80.3463540137,4950.13552329,100,9.00318e-06,4950.13552329,-130.392,-77.7279,111.6,1.78218,0.00470305,100,-80.3463540137,56.6265,0.01,1.0015,0.0177952,91.8162931445
0.4,0.014749,1.01761,98.2698704134,1,0.883581,-73.9943038283,-73.9943038283,3797.69803446,100,1.49372e-06,3797.69803446,-124.496,-72.9599,104.08,1.46969,0.00889202,100,-73.9943038283,55.6617,0.01,0.993678,0.0147904,98.5427462577
0.4,0.0918196,1.107,90.3344609605,1,0.360059,-85.0175484301,-85.0175484301,7228.0249766,100,8.93489e-06,7228.0249766,-133.469,-79.7156,117.0,1.55995,0.00355181,100,-85.0175484301,69.6577,0.01,1.01373,0.0153882,91.8733119449
0.4,0.111568,1.08621,92.0634098395,1,0.261909,-79.3901785894,-79.3901785894,4945.98230578,100,1.12901e-05,4945.98230578,-127.624,-74.3783,110.88,2.1892,0.00263469,100,-79.3901785894,51.5921,0.01,0.994079,0.0220223,89.9464719402
0.4,0.0576616,1.06376,94.006026125,1,0.329682,-78.9040561937,-78.9040561937,4958.0853723,100,5.67683e-06,4958.0853723,-127.405,-74.7123,109.78,1.33513,0.00327118,100,-78.9040561937,55.8616,0.01,1.00784,0.0132475,94.6789897249
0.4,0.0259888,1.02362,97.6927638527,1,0.771743,-78.2735811146,-78.2735811146,4947.61557486,100,2.67837e-06,4947.61557486,-128.77,-77.0819,109.41,1.61591,0.00783456,100,-78.2735811146,65.9884,0.01,0.985049,0.0164043,97.4169080921
0.4,0.250716,1.06653,93.7618255629,1,0.794574,-82.7576671065,-82.7576671065,6024.40396925,100,2.36842e-05,6024.40396925,-132.044,-79.2845,114.71,5.29907,0.00772278,100,-82.7576671065,65.0338,0.01,1.02887,0.0515038,81.0061629168
0.4,0.289754,1.06949,93.5023372218,1,0.374582,-71.3066890974,-71.3066890974,2651.94299563,100,2.80486e-05,2651.94299563,-120.938,-68.1052,100.8,5.68149,0.00368543,100,-71.3066890974,34.4818,0.01,1.01639,0.0558989,78.2667915174
0.4,0.039347,1.0337,96.7401798766,1,0.852252,-79.9508192071,-79.9508192071,4974.14563012,100,3.82029e-06,4974.14563012,-129.896,-77.9536,111.51,1.9099,0.0083977,100,-79.9508192071,62.4465,0.01,1.01486,0.0188192,96.3557498393
0.4,0.0307165,1.02572,97.4926516811,1,0.35059,-71.1384717675,-71.1384717675,2589.76384158,100,3.10777e-06,2589.76384158,-121.422,-69.68,100.84,1.40868,0.00352645,100,-71.1384717675,42.4179,0.01,0.994172,0.0141694,97.0151284128
0.4,0.122158,1.11426,89.7457697747,1,0.186681,-75.8150949167,-75.8150949167,3776.56592955,100,1.28996e-05,3776.56592955,-124.196,-70.2673,107.0,1.43434,0.00191834,100,-75.8150949167,35.5006,0.01,0.973135,0.0147394,88.6756079685
0.4,0.0853708,1.06652,93.7626115712,1,0.127717,-80.8051974161,-80.8051974161,4934.87853276,100,8.5563e-06,4934.87853276,-130.994,-78.2336,113.08,1.27097,0.00127861,100,-80.8051974161,61.3201,0.01,0.998876,0.012724,92.1907350319
0.4,0.0465838,1.03229,96.8717809905,1,0.858679,-79.2433462536,-79.2433462536,4914.62976053,100,4.60549e-06,4914.62976053,-129.312,-77.4043,110.59,2.70717,0.0085379,100,-79.2433462536,61.5595,0.01,1.00573,0.0269175,95.6393697922
0.4,0.0398736,1.03157,96.9391497846,1,0.459807,-73.1441339651,-73.1441339651,2562.91218734,100,4.33494e-06,2562.91218734,-123.513,-71.627,103.58,1.26495,0.0047943,100,-73.1441339651,41.3816,0.01,0.959072,0.0131893,95.885006509
0.4,0.0449965,1.03009,97.0786737385,1,0.197472,-71.9945677897,-71.9945677897,2594.63453827,100,4.40431e-06,2594.63453827,-121.146,-69.2939,102.36,1.43895,0.00195368,100,-71.9945677897,38.8727,0.01,1.01077,0.0142363,95.8219155902
0.4,0.0123088,1.00995,99.0150440495,1,0.429722,-75.0751346874,-75.0751346874,3780.50498608,100,1.26547e-06,3780.50498608,-125.924,-74.5815,106.06,1.15178,0.00435717,100,-75.0751346874,57.9088,0.01,0.98624,0.0116785,98.762704847
0.4,0.0478984,1.04014,96.1409671919,1,0.549731,-78.9187004013,-78.9187004013,4936.64922016,100,4.63837e-06,4936.64922016,-128.96,-76.8521,109.91,1.59856,0.00540969,100,-78.9187004013,62.9376,0.01,1.0162,0.0157308,95.6096630467
0.4,0.00959252,1.01175,98.838601005,1,0.682444,-79.7844272333,-79.7844272333,4921.61359172,100,9.68419e-07,4921.61359172,-130.504,-79.1152,111.62,1.34546,0.00685697,100,-79.7844272333,67.6911,0.01,0.995256,0.0135187,99.050337679
0.4,0.0578378,1.06088,94.2612350451,1,0.535349,-74.6363794088,-74.6363794088,3803.70657446,100,5.41132e-06,3803.70657446,-123.993,-71.3718,104.76,1.66966,0.00517825,100,-74.6363794088,44.4042,0.01,1.03384,0.0161501,94.9152185188
0.4,0.0891645,1.10304,90.6587706598,1,0.107655,-79.5369888794,-79.5369888794,4950.89644029,100,9.12752e-06,4950.89644029,-128.487,-74.8313,110.85,1.41868,0.00108921,100,-79.5369888794,50.1879,0.01,0.98837,0.0143538,91.7126179114
0.4,0.169569,1.13925,87.7772177288,1,0.18954,-89.9463382533,-89.9463382533,8292.58450986,100,1.65969e-05,8292.58450986,-137.008,-82.478,122.91,2.68138,0.00187517,100,-89.9463382533,69.596,0.01,1.01079,0.0265276,85.887852755
0.4,0.0301855,1.04573,95.6267716403,1,0.845682,-92.6752470815,-92.6752470815,9353.93102347,100,3.06292e-06,9353.93102347,-142.056,-89.8123,125.77,1.884,0.00851875,100,-92.6752470815,88.1323,0.01,0.992729,0.018978,97.0569377946
0.4,0.0557561,1.0488,95.3474108712,1,0.397978,-72.0682062021,-72.0682062021,2598.22272803,100,5.70636e-06,2598.22272803,-121.618,-69.2983,102.61,1.457,0.00402617,100,-72.0682062021,32.2594,0.01,0.988477,0.0147399,94.6527894837
0.4,0.0462086,1.05052,95.1910230069,1,0.342085,-76.9511195293,-76.9511195293,3749.23730584,100,4.71391e-06,3749.23730584,-126.398,-74.0345,108.22,1.3875,0.00345512,100,-76.9511195293,50.4772,0.01,0.990081,0.014014,95.5413210949
0.4,0.18602,1.06601,93.807750544,1,0.807564,-90.2072928669,-90.2072928669,8310.14192448,100,1.66399e-05,8310.14192448,-139.507,-86.7588,123.12,3.43491,0.00763788,100,-90.2072928669,79.0476,0.01,1.05732,0.0324871,85.8564143378
0.4,0.016426,1.01892,98.1428502067,1,0.85413,-74.0665893346,-74.0665893346,3788.17727078,100,1.61313e-06,3788.17727078,-124.553,-72.9863,104.1,1.47364,0.00846434,100,-74.0665893346,56.7462,0.01,1.00909,0.0146036,98.4280627896
0.4,0.0908519,1.07324,93.1759660752,1,0.258498,-78.4027441652,-78.4027441652,4962.46414052,100,9.19956e-06,4962.46414052,-127.444,-74.5172,109.37,1.82425,0.0026012,100,-78.4027441652,53.1888,0.01,0.993765,0.0183569,91.6526832681
0.4,0.0695572,1.07047,93.4168916635,1,0.303434,-78.9289436735,-78.9289436735,4940.23115011,100,7.69182e-06,4940.23115011,-128.725,-75.8676,110.14,1.37014,0.00319086,100,-78.9289436735,59.7758,0.01,0.950948,0.0144081,92.9239773269
0.4,0.125526,1.10607,90.4105091905,1,0.410609,-85.6311869167,-85.6311869167,7217.59614354,100,1.17138e-05,7217.59614354,-133.993,-80.2643,117.12,2.23419,0.00396654,100,-85.6311869167,67.9145,0.01,1.03518,0.0215826,89.6083799342
0.4,0.00217458,1.00309,99.6917599228,1,0.941885,-68.011754026,-68.011754026,1357.90251453,100,2.23456e-07,1357.90251453,-119.02,-67.8519,97.47,1.19705,0.00954787,100,-68.011754026,35.7544,0.01,0.986487,0.0121344,99.779269338
0.4,0.044787,1.03552,96.569732096,1,0.846885,-82.2598695023,-82.2598695023,6065.03469457,100,4.28677e-06,6065.03469457,-132.321,-80.3321,114.2,2.49502,0.0082854,100,-82.2598695023,71.0417,0.01,1.02214,0.0244098,95.9288950734
0.4,0.0440146,1.05468,94.8156614445,1,0.362332,-79.6930151965,-79.6930151965,6145.09621537,100,4.06781e-06,6145.09621537,-129.214,-76.7463,110.23,1.33795,0.00348328,100,-79.6930151965,66.9392,0.01,1.0402,0.0128624,96.1287802564
0.4,0.106347,1.10244,90.7075312612,1,0.326437,-85.0929955584,-85.0929955584,7207.39244391,100,1.0905e-05,7207.39244391,-133.062,-79.4196,117.35,1.54073,0.00330559,100,-85.0929955584,70.9586,0.01,0.987529,0.0156019,90.2560288861
0.4,0.00804858,1.01073,98.93796822,1,0.893465,-79.5730466978,-79.5730466978,4966.03181118,100,8.0847e-07,4966.03181118,-130.342,-78.9791,110.8,1.44031,0.00895468,100,-79.5730466978,68.0872,0.01,0.997763,0.0144354,99.2059952304
0.4,0.396121,1.37883,72.525171448,1,0.00797201,-91.2499346444,-91.2499346444,8249.14523694,100,4.05339e-05,8249.14523694,-133.84,-73.8496,124.33,2.09723,8.06423e-05,100,-91.2499346444,43.5277,0.01,0.988564,0.0212149,71.3630768412
0.4,0.0455608,1.05349,94.9229519804,1,0.556552,-74.3932456315,-74.3932456315,3783.01854933,100,4.26793e-06,3783.01854933,-124.086,-71.6485,105.28,1.44885,0.00538665,100,-74.3932456315,46.1636,0.01,1.03321,0.0140228,95.9460104366
0.4,0.0306141,1.03206,96.8935217607,1,0.452761,-77.9613079391,-77.9613079391,4963.32483639,100,3.21799e-06,4963.32483639,-127.942,-76.04,108.56,1.57656,0.00464195,100,-77.9613079391,63.0457,0.01,0.975368,0.0161637,96.9125483674
0.4,0.0735522,1.07752,92.8052901819,1,0.381352,-84.6439042892,-84.6439042892,7218.05374458,100,7.42006e-06,7218.05374458,-134.305,-81.2758,116.64,1.59024,0.00383029,100,-84.6439042892,75.5359,0.01,0.995622,0.0159724,93.1568369568
0.4,0.0171293,1.01473,98.5487898045,1,0.720201,-69.7939333987,-69.7939333987,1403.44756284,100,1.68513e-06,1403.44756284,-120.471,-69.0173,100.27,1.51407,0.00714332,100,-69.7939333987,31.9914,0.01,1.00822,0.0150173,98.3591029796
0.4,0.0215224,1.02122,97.922267635,1,0.442443,-82.7641737084,-82.7641737084,6077.89946639,100,2.18393e-06,6077.89946639,-133.353,-81.7255,114.46,1.40826,0.00445689,100,-82.7641737084,73.7727,0.01,0.992717,0.0141859,97.8836753701
0.4,0.114742,1.10277,90.6807231058,1,0.216123,-81.55386096,-81.55386096,6137.8000603,100,1.15262e-05,6137.8000603,-130.059,-76.4091,113.02,2.65513,0.00216613,100,-81.55386096,60.9261,0.01,0.997742,0.0266114,89.7577794617
0.4,0.016257,1.01491,98.5312646713,1,0.690669,-75.8672428133,-75.8672428133,3761.46861991,100,1.58678e-06,3761.46861991,-126.562,-75.0942,107.0,1.35203,0.00682352,100,-75.8672428133,57.4472,0.01,1.01219,0.0133575,98.4534116997
0.4,0.044645,1.03972,96.1799117337,1,0.478353,-70.3354745634,-70.3354745634,2592.99010035,100,4.2465e-06,2592.99010035,-120.289,-68.1989,100.15,1.67312,0.00466528,100,-70.3354745634,36.0318,0.01,1.02535,0.0163176,95.9655737165
0.4,0.0343558,1.03721,96.4120934389,1,0.550405,-80.4378894429,-80.4378894429,6170.58463303,100,3.54221e-06,6170.58463303,-130.702,-78.6708,111.05,1.46901,0.00558881,100,-80.4378894429,71.5054,0.01,0.984834,0.0149163,96.6120464813
0.4,0.03821,1.04661,95.5465961486,1,0.562878,-90.5633487993,-90.5633487993,8223.80156964,100,3.74965e-06,8223.80156964,-140.368,-88.1018,123.88,1.53141,0.00557597,100,-90.5633487993,82.3791,0.01,1.00947,0.0151705,96.4207315687
0.4,0.0051714,1.0089,99.1175654955,1,0.913691,-71.6286853683,-71.6286853683,2586.36407023,100,5.28252e-07,2586.36407023,-122.462,-71.1458,101.55,1.35111,0.00923455,100,-71.6286853683,47.9675,0.01,0.989426,0.0136555,99.479743047
0.4,0.0317186,1.03092,97.0007232899,1,0.743255,-81.3750945351,-81.3750945351,6122.10698102,100,3.28784e-06,6122.10698102,-131.691,-79.8185,112.23,1.76372,0.00756721,100,-81.3750945351,72.452,0.01,0.982204,0.0179567,96.8476246358
0.4,0.0221084,1.0188,98.1546898464,1,0.51082,-73.5165382795,-73.5165382795,3821.39749513,100,2.26547e-06,3821.39749513,-123.886,-72.3187,103.56,1.16955,0.00517093,100,-73.5165382795,55.9969,0.01,0.987868,0.0118391,97.8063764021
0.4,0.127588,1.14902,87.0309611887,1,0.00604011,-87.3968905906,-87.3968905906,7114.27627029,100,1.24573e-05,7114.27627029,-129.737,-74.9731,119.97,1.48564,5.96832e-05,100,-87.3968905906,51.5461,0.01,1.01203,0.0146798,89.0212595219
0.4,0.0194105,1.01914,98.121807734,1,0.662738,-71.06699791,-71.06699791,2586.48303059,100,1.91853e-06,2586.48303059,-121.675,-70.0988,100.74,1.40989,0.00658883,100,-71.06699791,44.1576,0.01,1.00585,0.0140169,98.1360476113
0.4,0.0200823,1.02688,97.3825631443,1,0.730854,-83.8913133746,-83.8913133746,6103.46109625,100,2.04141e-06,6103.46109625,-134.105,-82.3342,115.87,1.73679,0.00736867,100,-83.8913133746,72.7001,0.01,0.99184,0.0175108,98.019017752
0.4,0.0139947,1.01645,98.3818254042,1,0.855486,-72.5448781157,-72.5448781157,2619.7760497,100,1.3906e-06,2619.7760497,-123.141,-71.6344,103.04,1.42284,0.00852769,100,-72.5448781157,45.718,0.01,1.00319,0.0141832,98.6419803932
0.4,0.0106332,1.01005,99.0049589769,1,0.863505,-68.9522112244,-68.9522112244,1339.92155681,100,1.03394e-06,1339.92155681,-119.776,-68.4317,99.04,1.58265,0.00851491,100,-68.9522112244,33.0562,0.01,1.01411,0.0156063,98.9867472403
0.4,0.029041,1.02461,97.5980269594,1,0.870981,-79.9573458286,-79.9573458286,4906.8432984,100,3.00658e-06,4906.8432984,-130.413,-78.6991,111.95,2.32227,0.00886216,100,-79.9573458286,65.3026,0.01,0.98281,0.0236289,97.1095137828
0.4,0.00668677,1.00759,99.2471933761,1,0.896123,-69.790222974,-69.790222974,1409.81919674,100,6.73403e-07,1409.81919674,-120.668,-69.3874,99.98,1.29691,0.00899284,100,-69.790222974,34.9286,0.01,0.996485,0.0130148,99.3377335229
0.4,0.00909083,1.00916,99.0923454113,1,0.771708,-66.921501577,-66.921501577,1354.59025942,100,9.35856e-07,1354.59025942,-117.774,-66.4592,95.9,1.28827,0.00782989,100,-66.921501577,33.8147,0.01,0.985592,0.013071,99.0820363676
0.4,0.144894,1.10513,90.4870662386,1,0.0681465,-84.0394091009,-84.0394091009,7231.12437105,100,1.75023e-05,7231.12437105,-132.222,-78.5146,115.5,1.56659,0.000748971,100,-84.0394091009,72.9604,0.01,0.909868,0.0172177,85.2316728712
0.4,0.109061,1.11972,89.3077194476,1,0.084336,-77.9082321778,-77.9082321778,5001.09400045,100,1.09837e-05,5001.09400045,-126.098,-72.0369,108.18,1.41753,0.000846355,100,-77.9082321778,48.2698,0.01,0.996461,0.0142256,90.1926157745
0.4,0.0113648,1.01162,98.850946923,1,0.887222,-76.4349794832,-76.4349794832,3788.41059427,100,1.16514e-06,3788.41059427,-127.19,-75.8117,107.1,1.66075,0.0089834,100,-76.4349794832,58.5217,0.01,0.987624,0.0168156,98.8596636725
0.4,0.109986,1.09108,91.6522919497,1,0.180544,-71.0254852097,-71.0254852097,2588.50374577,100,1.19706e-05,2588.50374577,-119.794,-66.4288,100.68,1.34313,0.00188353,100,-71.0254852097,23.4189,0.01,0.958538,0.0140123,89.4046860291
0.4,0.0189725,1.02379,97.6761901036,1,0.871639,-78.8544410159,-78.8544410159,4971.84532143,100,1.92679e-06,4971.84532143,-129.227,-77.5335,109.74,1.71929,0.00878398,100,-78.8544410159,65.5541,0.01,0.992305,0.0173262,98.1281860847
0.4,0.0307144,1.01663,98.3641289161,1,0.711384,-75.0372192162,-75.0372192162,3771.46438928,100,2.94336e-06,3771.46438928,-125.671,-74.1618,106.06,2.32556,0.00696393,100,-75.0372192162,56.4472,0.01,1.02153,0.0227656,97.1686052054
0.4,0.134634,1.14219,87.5510912513,1,0.0976769,-83.1783087943,-83.1783087943,6052.42509186,100,1.35409e-05,6052.42509186,-129.467,-74.8658,115.33,1.8057,0.000979578,100,-83.1783087943,49.9482,0.01,0.997132,0.0181089,88.1791009343
0.4,0.388214,1.11019,90.0746981675,1,0.759552,-84.8795765968,-84.8795765968,7218.51890729,100,3.43671e-05,7218.51890729,-132.864,-79.0337,116.43,5.92854,0.00714651,100,-84.8795765968,69.7634,0.01,1.06283,0.0557807,74.6138069376
0.4,0.0535393,1.05474,94.8096603454,1,0.207412,-88.4374659388,-88.4374659388,8308.49887922,100,5.63748e-06,8308.49887922,-137.019,-84.5504,120.49,1.25669,0.00212834,100,-88.4374659388,83.6602,0.01,0.974527,0.0128954,94.7139252595
0.4,0.0511367,1.04625,95.5795497376,1,0.727804,-84.5299901374,-84.5299901374,7230.34316064,100,5.29282e-06,7230.34316064,-134.382,-82.1246,116.4,1.79118,0.00740443,100,-84.5299901374,76.4576,0.01,0.98293,0.0182229,95.021003649
0.4,0.0141142,1.01413,98.6066878653,1,0.611482,-69.5941768494,-69.5941768494,1350.58687456,100,1.42886e-06,1350.58687456,-120.335,-68.8955,99.85,1.17632,0.00615249,100,-69.5941768494,30.7084,0.01,0.993877,0.0118357,98.6051689759
0.4,0.0918765,1.0277,97.3049706268,1,0.8505,-81.7904069458,-81.7904069458,6148.52179054,100,9.05909e-06,6148.52179054,-132.22,-80.4276,112.92,3.7155,0.00844529,100,-81.7904069458,71.3142,0.01,1.00707,0.0368941,91.7696444878
0.4,0.0956196,1.07876,92.6987970473,1,0.220325,-82.8130479746,-82.8130479746,6095.27058782,100,9.84332e-06,6095.27058782,-130.611,-77.5482,114.86,1.78584,0.00223543,100,-82.8130479746,62.0888,0.01,0.985604,0.0181193,91.1204247212
0.4,0.0152388,1.01814,98.218530695,1,0.559373,-72.5450290665,-72.5450290665,2624.92358576,100,1.48743e-06,2624.92358576,-123.08,-71.5306,102.76,1.19738,0.00552641,100,-72.5450290665,43.8601,0.01,1.01218,0.0118297,98.5488154983
0.4,0.0217687,1.02464,97.5947794998,1,0.516464,-85.5207072897,-85.5207072897,5998.9761288,100,2.28631e-06,5998.9761288,-135.798,-84.0832,118.49,1.24537,0.00529288,100,-85.5207072897,71.259,0.01,0.975772,0.0127629,97.7866203899
0.4,0.0044198,1.00984,99.025961148,1,0.840854,-76.4640971531,-76.4640971531,3753.84358503,100,4.54064e-07,3753.84358503,-127.26,-75.924,107.53,1.24821,0.00852271,100,-76.4640971531,58.6849,0.01,0.986604,0.0126516,99.5525031765
0.4,0.0186357,1.02019,98.0205903104,1,0.800494,-88.1906682892,-88.1906682892,8337.73214141,100,1.89553e-06,8337.73214141,-138.707,-87.1045,120.13,1.84115,0.00807329,100,-88.1906682892,86.8179,0.01,0.991534,0.0185687,98.1579799135
0.4,0.17422,1.18772,84.194678756,1,0.0795374,-94.8805815908,-94.8805815908,10471.064945,100,1.77564e-05,10471.064945,-142.81,-87.1313,128.15,1.98791,0.00080297,100,-94.8805815908,89.6443,0.01,0.99054,0.0200689,85.0493295825
0.4,0.0196374,1.01765,98.2654039595,1,0.878481,-71.5446974246,-71.5446974246,2607.24708042,100,1.92411e-06,2607.24708042,-122.119,-70.5806,101.27,1.53583,0.00869572,100,-71.5446974246,45.9099,0.01,1.01025,0.0152026,98.1307577103
0.4,0.0490573,1.06982,93.4739352204,1,0.465978,-85.9590752827,-85.9590752827,7218.29829203,100,4.91697e-06,7218.29829203,-135.025,-82.1832,117.75,1.53093,0.00466511,100,-85.9590752827,72.6384,0.01,0.998857,0.0153269,95.358147158
0.4,0.0557207,1.05683,94.6224546679,1,0.447213,-82.6711646655,-82.6711646655,6053.78827222,100,5.30166e-06,6053.78827222,-132.812,-80.291,114.42,1.39832,0.00436226,100,-82.6711646655,69.4184,0.01,1.02518,0.0136396,95.0130979841
0.4,0.0502198,1.03622,96.5048073466,1,0.721379,-75.5829963352,-75.5829963352,3792.3227223,100,4.76932e-06,3792.3227223,-125.753,-73.7473,106.41,2.26967,0.00702998,100,-75.5829963352,53.5745,0.01,1.02615,0.0221184,95.4912717776
0.4,0.162907,1.08427,92.2276159471,1,0.783583,-87.5792449562,-87.5792449562,8388.07280185,100,1.48243e-05,8388.07280185,-136.075,-82.8761,119.67,3.1681,0.00747486,100,-87.5792449562,79.2336,0.01,1.04829,0.0302216,87.2021217268
0.4,0.0989183,1.11309,89.8401458244,1,0.240431,-74.4228516851,-74.4228516851,3811.03929088,100,9.85839e-06,3811.03929088,-122.687,-68.7868,104.46,1.35687,0.00240024,100,-74.4228516851,34.8853,0.01,1.00169,0.0135457,91.1080245326
0.4,0.0243369,1.02699,97.3717341104,1,0.49071,-73.0709782012,-73.0709782012,2589.4113258,100,2.45599e-06,2589.4113258,-123.478,-71.7036,103.68,1.3571,0.00492953,100,-73.0709782012,41.0426,0.01,0.99545,0.013633,97.6262850376
0.4,0.247545,1.11576,89.625222137,1,0.643025,-102.063809103,-102.063809103,11310.7391782,100,2.26676e-05,11310.7391782,-150.875,-96.9096,137.37,4.50604,0.00615324,100,-102.063809103,97.466,0.01,1.04502,0.0431192,81.6720198628
0.4,0.0223127,1.02469,97.590135781,1,0.866915,-80.2616419718,-80.2616419718,4909.75080263,100,2.12932e-06,4909.75080263,-130.597,-78.8804,112.32,1.59503,0.00846878,100,-80.2616419718,63.9139,0.01,1.02366,0.0155816,97.9355145646
0.4,0.125995,1.11947,89.3276716388,1,0.0832196,-75.1291505751,-75.1291505751,3791.92748973,100,1.31005e-05,3791.92748973,-122.306,-68.2511,105.54,1.36622,0.000848579,100,-75.1291505751,32.3581,0.01,0.980694,0.0139311,88.5194823782
0.4,0.0109413,1.01597,98.4285313164,1,0.828339,-79.6941981533,-79.6941981533,4929.98710993,100,1.09105e-06,4929.98710993,-130.274,-78.7786,111.46,1.45944,0.0082717,100,-79.6941981533,66.5489,0.01,1.00141,0.0145738,98.931428271
0.4,0.100121,1.11172,89.9503046647,1,0.31418,-88.2315257993,-88.2315257993,8385.08789755,100,8.711e-06,8385.08789755,-135.998,-82.1306,120.2,1.52298,0.00293056,100,-88.2315257993,75.4419,0.01,1.07208,0.0142058,92.0607870771
0.4,0.536425,1.55342,64.3739446849,1,0.00623551,-105.82829598,-105.82829598,13455.7164121,100,4.98736e-05,13455.7164121,-150.43,-86.754,140.73,2.46524,6.01247e-05,100,-105.82829598,88.1252,0.01,1.0371,0.0237706,66.9456536451
0.4,0.0876766,1.08413,92.2400186666,1,0.174065,-76.0628733402,-76.0628733402,3776.48709869,100,8.53468e-06,3776.48709869,-124.573,-71.378,106.64,1.37989,0.00171736,100,-76.0628733402,40.9564,0.01,1.01356,0.0136144,92.2089489631
0.4,0.0921397,1.07658,92.8865652444,1,0.163582,-86.5471181877,-86.5471181877,7157.85887931,100,9.66862e-06,7157.85887931,-136.241,-83.2331,119.51,1.70319,0.00167569,100,-86.5471181877,75.5094,0.01,0.976206,0.017447,91.264260149
0.4,0.242495,1.11688,89.5348994828,1,0.346833,-91.2767317316,-91.2767317316,8252.51308531,100,2.33656e-05,8252.51308531,-139.798,-85.8058,124.85,5.09816,0.00340453,100,-91.2767317316,78.9691,0.01,1.01874,0.0500438,81.2137194459
0.4,0.0182673,1.01826,98.2064457065,1,0.88596,-89.2452192923,-89.2452192923,8285.25942897,100,1.82452e-06,8285.25942897,-139.822,-88.2691,122.2,1.6109,0.00885423,100,-89.2452192923,87.678,0.01,1.00061,0.0160992,98.2257652761
0.4,0.225418,1.22657,81.5280206017,1,0.0589381,-96.0031584375,-96.0031584375,10443.1766959,100,2.15501e-05,10443.1766959,-142.655,-86.0727,129.46,1.59883,0.00057627,100,-96.0031584375,87.506,0.01,1.02275,0.0156326,82.4167160814
0.4,0.0236115,1.02922,97.1611720763,1,0.568521,-71.4252628018,-71.4252628018,2598.82100626,100,2.3909e-06,2598.82100626,-121.578,-69.7482,101.09,1.36623,0.00572091,100,-71.4252628018,43.1865,0.01,0.99376,0.0137481,97.6877329209
