MaxVanillaIw,VanillaAvgRet,EpsThisIter,Delta,VarJ,J,VarRet,VarNormIw,AvgNormIw,ESSRenyi,BatchSize,MaxNormIw,ESSClassic,VarVanillaIw,AvgVanillaIw,MinVanillaIw,VarDiscRet,AvgRet,AvgDiscRet,AvgEpLen,IterType,Bound,eRenyi2,MinNormIw
77.9164,81.8482082665,100,0.3,6.48435,89.8033,20.0118740588,6.41968e-05,0.002,267.493451063,500,0.0556047,29.3822733302,126.051,2.80251,0.0343748,20.0118740588,81.8482082665,81.8482082665,500.0,1,80.8262,1.8692,2.45315e-05
1.0,84.8150178834,100,0.3,10.0932,84.815,102.901036949,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,102.901036949,84.8150178834,84.8150178834,500.0,2,69.8747,1.0,0.01
1.0,82.4541672271,100,0.3,10.2984,83.6346,108.541843875,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,108.541843875,82.4541672271,82.4541672271,500.0,2,73.0702,1.0,0.005
1.0,80.5873042488,100,0.3,10.6611,82.6188,123.913128741,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,123.913128741,80.5873042488,80.5873042488,500.0,2,73.9931,1.0,0.00333333
1.0,79.6752444834,100,0.3,11.3551,81.8829,169.973210719,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,169.973210719,79.6752444834,79.6752444834,500.0,2,74.4128,1.0,0.0025
178.882,78.7078378573,100,0.3,11.5191,95.9244,30.6267789593,0.000142143,0.002,248.162141675,500,0.0853583,13.7119068882,624.259,4.19132,0.0559769,30.6267789593,78.7078378573,78.7078378573,500.0,1,86.4404,2.01481,2.67109e-05
1.0,86.478941203,100,0.3,9.64124,86.4789,93.8924504626,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,93.8924504626,86.478941203,86.478941203,500.0,2,72.1711,1.0,0.01
1.0,88.2949028864,100,0.3,8.30683,87.3869,43.8430325782,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,43.8430325782,88.2949028864,88.2949028864,500.0,2,76.9018,1.0,0.005
1.0,84.0134929454,100,0.3,8.65946,86.2624,80.1668037773,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,80.1668037773,84.0134929454,84.0134929454,500.0,2,77.7013,1.0,0.00333333
1.0,86.6230375939,100,0.3,8.89464,86.3526,92.3257908363,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,92.3257908363,86.6230375939,86.6230375939,500.0,2,78.9385,1.0,0.0025
292.981,87.5202783777,100,0.3,8.57773,96.6863,87.7908206427,0.000149138,0.002,289.090206563,500,0.0873958,13.0856128266,1676.05,6.70469,0.119256,87.7908206427,87.5202783777,87.5202783777,500.0,1,87.8779,1.72956,3.55739e-05
1.0,87.363479359,100,0.3,6.63957,87.3635,44.5291914568,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,44.5291914568,87.363479359,87.363479359,500.0,2,72.9802,1.0,0.01
1.0,78.1019444385,100,0.3,9.46516,82.7327,93.1381472156,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,93.1381472156,78.1019444385,78.1019444385,500.0,2,72.5622,1.0,0.005
1.0,80.786162535,100,0.3,9.85936,82.0839,111.026596174,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,111.026596174,80.786162535,80.786162535,500.0,2,73.7797,1.0,0.00333333
1.0,83.5246807537,100,0.3,9.12437,82.4441,40.2409863098,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,40.2409863098,83.5246807537,83.5246807537,500.0,2,75.2524,1.0,0.0025
201.092,82.8312017347,100,0.3,10.2115,92.6976,76.5620867508,0.000135899,0.002,243.525444765,500,0.0834957,14.3238767167,788.272,4.81682,0.0712242,76.5620867508,82.8312017347,82.8312017347,500.0,1,83.4585,2.05317,2.95731e-05
1.0,86.6965363509,100,0.3,5.50713,86.6965,30.6348518609,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,30.6348518609,86.6965363509,86.6965363509,500.0,2,71.7772,1.0,0.01
1.0,82.8720192268,100,0.3,8.75948,84.7843,116.984887216,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,116.984887216,82.8720192268,82.8720192268,500.0,2,74.2347,1.0,0.005
1.0,87.3725392259,100,0.3,7.74761,85.647,22.3769982408,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,22.3769982408,87.3725392259,87.3725392259,500.0,2,77.0334,1.0,0.00333333
1.0,88.740252897,100,0.3,6.9423,86.4203,5.58592205226,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,5.58592205226,88.740252897,88.740252897,500.0,2,78.9607,1.0,0.0025
88.5036,84.6378921797,100,0.3,9.80221,94.0893,100.552059272,8.62345e-05,0.002,235.527613246,500,0.0610535,22.2069097868,181.21,2.89921,0.0519437,100.552059272,84.6378921797,84.6378921797,500.0,1,84.3679,2.12289,3.5833e-05
1.0,89.3866483457,100,0.3,4.24577,89.3866,18.2086364757,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,18.2086364757,89.3866483457,89.3866483457,500.0,2,74.5792,1.0,0.01
1.0,90.8806205709,100,0.3,3.93138,90.1336,11.8878039012,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,11.8878039012,90.8806205709,90.8806205709,500.0,2,79.6632,1.0,0.005
1.0,88.1647166511,100,0.3,3.95162,89.4773,13.4849863614,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,13.4849863614,88.1647166511,88.1647166511,500.0,2,80.9283,1.0,0.00333333
1.0,90.8376936618,100,0.3,3.86892,89.8174,11.7577180645,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,11.7577180645,90.8376936618,90.8376936618,500.0,2,82.4137,1.0,0.0025
36.7659,85.8005726812,100,0.3,8.02286,93.6639,32.5013514016,4.96833e-05,0.002,273.115297548,500,0.0464114,37.3246074879,31.1783,1.58435,0.0665752,32.5013514016,85.8005726812,85.8005726812,500.0,1,84.704,1.83073,8.40411e-05
1.0,88.4885134661,100,0.3,6.88436,88.4885,47.8731607601,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,47.8731607601,88.4885134661,88.4885134661,500.0,2,73.7873,1.0,0.01
1.0,89.0640348394,100,0.3,5.64025,88.7763,16.226971491,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,16.226971491,89.0640348394,89.0640348394,500.0,2,78.3809,1.0,0.005
1.0,88.1886567459,100,0.3,6.4128,88.5804,60.1181592378,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,60.1181592378,88.1886567459,88.1886567459,500.0,2,80.0926,1.0,0.00333333
1.0,86.9537565416,100,0.3,6.80182,88.1738,60.3058088317,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,60.3058088317,86.9537565416,86.9537565416,500.0,2,80.8231,1.0,0.0025
1.0,86.7792856608,100,0.3,6.23295,87.8949,7.71039312744,5.43187e-20,0.002,500.0,500,0.002,500.000006643,,1.0,1.0,7.71039312744,86.7792856608,86.7792856608,500.0,1,81.3203,1.0,0.002
1.0,84.8757122169,100,0.3,9.49206,84.8757,91.0092439051,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,91.0092439051,84.8757122169,84.8757122169,500.0,2,70.3391,1.0,0.01
1.0,91.2790972353,100,0.3,8.1657,88.0774,22.9862856454,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,22.9862856454,91.2790972353,91.2790972353,500.0,2,77.4462,1.0,0.005
1.0,86.4916677795,100,0.3,7.99142,87.5488,57.1259920359,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,57.1259920359,86.4916677795,86.4916677795,500.0,2,78.8685,1.0,0.00333333
1.0,87.4218373696,100,0.3,8.1608,87.5171,75.549641425,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,75.549641425,87.4218373696,87.4218373696,500.0,2,79.9996,1.0,0.0025
1.0,89.6850974016,100,0.3,7.64251,87.9507,22.1081424832,2.90184e-17,0.002,499.996185332,500,0.00200001,499.999969872,7.24338e-12,1.0,0.99999,22.1081424832,89.6850974016,89.6850974016,500.0,1,81.2269,1.00001,0.00199998
1.0,90.7072529365,100,0.3,5.94547,90.7072,35.705721584,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,35.705721584,90.7072529365,90.7072529365,500.0,2,75.761,1.0,0.01
1.0,88.7339993378,100,0.3,5.48473,89.7206,23.0999412857,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,23.0999412857,88.7339993378,88.7339993378,500.0,2,79.1521,1.0,0.005
1.0,86.2243187345,100,0.3,5.91387,88.5552,36.9775538915,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,36.9775538915,86.2243187345,86.2243187345,500.0,2,79.926,1.0,0.00333333
1.0,89.2832214113,100,0.3,5.57437,88.7372,19.1666598838,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,19.1666598838,89.2832214113,89.2832214113,500.0,2,81.2641,1.0,0.0025
1.0,88.0384140988,100,0.3,5.42327,88.5974,22.6005326162,5.43187e-20,0.002,500.0,500,0.002,500.000006643,,1.0,1.0,22.6005326162,88.0384140988,88.0384140988,500.0,1,81.9133,1.0,0.002
1.0,91.1157392821,100,0.3,2.31547,91.1157,5.41557358156,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,5.41557358156,91.1157392821,91.1157392821,500.0,2,76.5948,1.0,0.01
1.0,86.3424031839,100,0.3,4.54154,88.7291,24.7448945983,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,24.7448945983,86.3424031839,86.3424031839,500.0,2,78.4612,1.0,0.005
1.0,84.8971748446,100,0.3,5.45594,87.4518,38.6482325251,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,38.6482325251,84.8971748446,84.8971748446,500.0,2,79.0681,1.0,0.00333333
1.0,90.8876458761,100,0.3,5.27424,88.3107,13.2468401651,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,13.2468401651,90.8876458761,90.8876458761,500.0,2,80.9599,1.0,0.0025
1.0,91.0697138201,100,0.3,5.45717,88.8625,31.862485358,5.43187e-20,0.002,500.0,500,0.002,500.000006643,,1.0,1.0,31.862485358,91.0697138201,91.0697138201,500.0,1,82.2105,1.0,0.002
1.0,90.2288179498,100,0.3,4.99269,90.2288,25.1787109531,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,25.1787109531,90.2288179498,90.2288179498,500.0,2,75.6097,1.0,0.01
1.0,85.9010069819,100,0.3,8.86403,88.0649,124.091217344,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,124.091217344,85.9010069819,85.9010069819,500.0,2,77.7276,1.0,0.005
1.0,85.9114404786,100,0.3,8.73251,87.3471,69.2284905478,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,69.2284905478,85.9114404786,85.9114404786,500.0,2,78.8785,1.0,0.00333333
1.0,86.623030575,100,0.3,7.87979,87.1661,19.3949121075,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,19.3949121075,86.623030575,86.623030575,500.0,2,79.832,1.0,0.0025
1.0,89.3255679369,100,0.3,7.46346,87.598,26.6879283069,5.43187e-20,0.002,500.0,500,0.002,500.000006643,,1.0,1.0,26.6879283069,89.3255679369,89.3255679369,500.0,1,81.0382,1.0,0.002
1.0,89.5553295549,100,0.3,4.60026,89.5553,21.3761567331,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,21.3761567331,89.5553295549,89.5553295549,500.0,2,75.0317,1.0,0.01
1.0,90.5542837752,100,0.3,4.83592,90.0548,25.3644537667,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,25.3644537667,90.5542837752,90.5542837752,500.0,2,79.5086,1.0,0.005
1.0,87.029561517,100,0.3,5.60396,89.0464,41.7571234449,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,41.7571234449,87.029561517,87.029561517,500.0,2,80.4355,1.0,0.00333333
1.0,89.2895763366,100,0.3,5.91678,89.1072,46.2380316572,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,46.2380316572,89.2895763366,89.2895763366,500.0,2,81.6499,1.0,0.0025
1.0,86.3134580093,100,0.3,5.99483,88.5484,33.7506953823,5.43187e-20,0.002,500.0,500,0.002,500.000006643,,1.0,1.0,33.7506953823,86.3134580093,86.3134580093,500.0,1,81.8784,1.0,0.002
1.0,85.9237499567,100,0.3,7.47647,85.9237,56.4621630072,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,56.4621630072,85.9237499567,85.9237499567,500.0,2,71.5178,1.0,0.01
1.0,85.5996124735,100,0.3,8.96442,85.7617,105.829899303,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,105.829899303,85.5996124735,85.5996124735,500.0,2,75.5752,1.0,0.005
1.0,88.8124366915,100,0.3,8.21641,86.7786,35.9612288747,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,35.9612288747,88.8124366915,88.8124366915,500.0,2,78.2251,1.0,0.00333333
1.0,87.3992645738,100,0.3,8.2554,86.9337,70.4945522611,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,70.4945522611,87.3992645738,87.3992645738,500.0,2,79.5262,1.0,0.0025
1.0,84.1282618261,100,0.3,8.71522,86.3727,101.89074269,5.43187e-20,0.002,500.0,500,0.002,500.000006643,,1.0,1.0,101.89074269,84.1282618261,84.1282618261,500.0,1,79.7472,1.0,0.002
1.0,89.3645720165,100,0.3,7.24265,89.3646,52.985793064,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,52.985793064,89.3645720165,89.3645720165,500.0,2,74.3363,1.0,0.01
1.0,86.7765925575,100,0.3,7.11302,88.0706,45.8438811082,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,45.8438811082,86.7765925575,86.7765925575,500.0,2,77.444,1.0,0.005
1.0,86.9377178657,100,0.3,6.89742,87.693,41.0883467617,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,41.0883467617,86.9377178657,86.9377178657,500.0,2,79.0164,1.0,0.00333333
1.0,90.139138695,100,0.3,6.30102,88.3045,11.7173194546,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,11.7173194546,90.139138695,90.139138695,500.0,2,80.7904,1.0,0.0025
1.0,82.9821267722,100,0.3,7.10786,87.2401,71.8547820864,2.44752e-17,0.002,500.0,500,0.00200001,500.000311069,6.12404e-12,1.0,0.999989,71.8547820864,82.9821267722,82.9821267722,500.0,1,80.5192,1.0,0.00199998
1.0,88.6882965819,100,0.3,5.25452,88.6883,27.8888440635,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,27.8888440635,88.6882965819,88.6882965819,500.0,2,73.8191,1.0,0.01
1.0,89.1652185442,100,0.3,5.28865,88.9268,28.5010523431,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,28.5010523431,89.1652185442,89.1652185442,500.0,2,78.4127,1.0,0.005
1.0,89.7760257658,100,0.3,5.02942,89.2098,19.661223042,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,19.661223042,89.7760257658,89.7760257658,500.0,2,80.5885,1.0,0.00333333
1.0,87.7480345053,100,0.3,6.57315,88.8444,96.3001905786,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,96.3001905786,87.7480345053,87.7480345053,500.0,2,81.3781,1.0,0.0025
1.0,87.3074330346,100,0.3,6.53725,88.537,39.3568500982,5.43187e-20,0.002,500.0,500,0.002,500.000006643,,1.0,1.0,39.3568500982,87.3074330346,87.3074330346,500.0,1,81.8459,1.0,0.002
1.0,87.1741569537,100,0.3,9.22273,87.1742,85.9178580351,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,85.9178580351,87.1741569537,87.1741569537,500.0,2,72.7805,1.0,0.01
1.0,90.2008906098,100,0.3,7.68013,88.6875,28.6155956485,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,28.6155956485,90.2008906098,90.2008906098,500.0,2,78.233,1.0,0.005
1.0,90.9496124426,100,0.3,6.83391,89.4416,18.9159847786,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,18.9159847786,90.9496124426,90.9496124426,500.0,2,80.9054,1.0,0.00333333
1.0,86.5305645404,100,0.3,6.20631,88.7138,7.68752127505,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,7.68752127505,86.5305645404,86.5305645404,500.0,2,81.3213,1.0,0.0025
1.0,90.3081323167,100,0.3,5.98613,89.0327,23.2952933693,5.43187e-20,0.002,500.0,500,0.002,500.000006643,,1.0,1.0,23.2952933693,90.3081323167,90.3081323167,500.0,1,82.4206,1.0,0.002
1.0,85.4961624961,100,0.3,8.95681,85.4962,81.0348568765,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,81.0348568765,85.4961624961,85.4961624961,500.0,2,71.1211,1.0,0.01
1.0,83.0495619663,100,0.3,8.73146,84.2729,69.9590749711,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,69.9590749711,83.0495619663,83.0495619663,500.0,2,73.7701,1.0,0.005
1.0,91.992175311,100,0.3,8.16689,86.846,7.9718491829,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,7.9718491829,91.992175311,91.992175311,500.0,2,78.2705,1.0,0.00333333
1.0,88.5365447453,100,0.3,7.53216,87.2686,24.9456781257,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,24.9456781257,88.5365447453,88.5365447453,500.0,2,79.842,1.0,0.0025
1.0,86.8013682279,100,0.3,7.77535,87.1752,75.9312594634,5.43187e-20,0.002,500.0,500,0.002,500.000006643,,1.0,1.0,75.9312594634,86.8013682279,86.8013682279,500.0,1,80.5326,1.0,0.002
1.0,89.1246508624,100,0.3,8.28544,89.1247,69.3419082215,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,69.3419082215,89.1246508624,89.1246508624,500.0,2,74.2855,1.0,0.01
1.0,88.3968467525,100,0.3,7.78431,88.7608,52.8055375479,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,52.8055375479,88.3968467525,88.3968467525,500.0,2,78.1717,1.0,0.005
1.0,85.4102046033,100,0.3,8.28472,87.6439,78.0147991356,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,78.0147991356,85.4102046033,85.4102046033,500.0,2,78.998,1.0,0.00333333
1.0,90.4453033653,100,0.3,7.42794,88.3443,8.99182761055,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,8.99182761055,90.4453033653,90.4453033653,500.0,2,80.8567,1.0,0.0025
1.0,90.9772163892,100,0.3,7.07793,88.8708,24.4867946787,5.43187e-20,0.002,500.0,500,0.002,500.000006643,,1.0,1.0,24.4867946787,90.9772163892,90.9772163892,500.0,1,82.1738,1.0,0.002
1.0,90.9038813434,100,0.3,4.9059,90.9039,24.3109609555,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,24.3109609555,90.9038813434,90.9038813434,500.0,2,75.933,1.0,0.01
1.0,88.5661353753,100,0.3,5.84681,89.735,41.9899490837,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,41.9899490837,88.5661353753,88.5661353753,500.0,2,79.149,1.0,0.005
1.0,91.3290614765,100,0.3,5.40322,90.2664,17.6967327738,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,17.6967327738,91.3290614765,91.3290614765,500.0,2,81.6229,1.0,0.00333333
1.0,86.9174294135,100,0.3,5.55664,89.4291,27.7873175637,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,27.7873175637,86.9174294135,86.9174294135,500.0,2,81.9437,1.0,0.0025
1.0,87.2299940353,100,0.3,5.84393,88.9893,43.8214437576,5.43187e-20,0.002,500.0,500,0.002,500.000006643,,1.0,1.0,43.8214437576,87.2299940353,87.2299940353,500.0,1,82.2941,1.0,0.002
1.0,89.9527486247,100,0.3,6.79538,89.9527,46.6436461106,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,46.6436461106,89.9527486247,89.9527486247,500.0,2,74.951,1.0,0.01
1.0,91.3531821165,100,0.3,5.66898,90.653,17.289656587,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,17.289656587,91.3531821165,91.3531821165,500.0,2,80.0451,1.0,0.005
1.0,91.1967537039,100,0.3,4.98714,90.8342,10.2454990433,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,10.2454990433,91.1967537039,91.1967537039,500.0,2,82.173,1.0,0.00333333
1.0,90.6205040055,100,0.3,4.78446,90.7808,17.0860488008,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,17.0860488008,90.6205040055,90.6205040055,500.0,2,83.2799,1.0,0.0025
1.0,88.0549600845,100,0.3,6.6369,90.2356,123.973815893,5.43187e-20,0.002,500.0,500,0.002,500.000006643,,1.0,1.0,123.973815893,88.0549600845,88.0549600845,500.0,1,83.5266,1.0,0.002
1.0,87.5947280926,100,0.3,8.57506,87.5947,74.2743331839,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,74.2743331839,87.5947280926,87.5947280926,500.0,2,73.304,1.0,0.01
1.0,91.7064883848,100,0.3,7.8951,89.6506,43.1113598284,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,43.1113598284,91.7064883848,91.7064883848,500.0,2,79.2037,1.0,0.005
1.0,89.7061349229,100,0.3,6.86378,89.6691,16.8357866637,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,16.8357866637,89.7061349229,89.7061349229,500.0,2,81.0523,1.0,0.00333333
1.0,87.7987076524,100,0.3,6.67063,89.2015,34.3743856675,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,34.3743856675,87.7987076524,87.7987076524,500.0,2,81.7392,1.0,0.0025
1.0,86.5978659615,100,0.3,6.69683,88.6808,41.2377474699,5.43187e-20,0.002,500.0,500,0.002,500.000006643,,1.0,1.0,41.2377474699,86.5978659615,86.5978659615,500.0,1,82.0062,1.0,0.002
1.0,89.9806883802,100,0.3,2.48611,89.9807,6.24317808937,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,6.24317808937,89.9806883802,89.9806883802,500.0,2,75.7207,1.0,0.01
1.0,85.6618237519,100,0.3,7.66382,87.8213,102.990980073,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,102.990980073,85.6618237519,85.6618237519,500.0,2,77.4683,1.0,0.005
1.0,88.3011001425,100,0.3,6.43247,87.9812,6.57411671122,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,6.57411671122,88.3011001425,88.3011001425,500.0,2,79.528,1.0,0.00333333
1.0,82.8631541633,100,0.3,8.11327,86.7017,120.731858666,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,120.731858666,82.8631541633,82.8631541633,500.0,2,79.381,1.0,0.0025
1.0,87.0003516746,100,0.3,7.83891,86.7614,44.3138294892,7.39821e-20,0.002,500.0,500,0.002,500.000006643,8.44392e-15,1.0,1.0,44.3138294892,87.0003516746,87.0003516746,500.0,1,79.9294,1.0,0.002
1.0,89.9832694747,100,0.3,5.52306,89.9833,30.8122612246,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,30.8122612246,89.9832694747,89.9832694747,500.0,2,74.799,1.0,0.01
1.0,89.8172030906,100,0.3,5.66326,89.9002,33.9667209713,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,33.9667209713,89.8172030906,89.8172030906,500.0,2,79.1633,1.0,0.005
1.0,88.6291446959,100,0.3,6.17715,89.4765,49.7470229042,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,49.7470229042,88.6291446959,88.6291446959,500.0,2,80.7099,1.0,0.00333333
1.0,88.4038862696,100,0.3,6.82778,89.2084,71.8582148474,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,71.8582148474,88.4038862696,88.4038862696,500.0,2,81.5776,1.0,0.0025
1.0,90.1352093736,100,0.3,6.38061,89.3937,16.5647672844,5.43187e-20,0.002,500.0,500,0.002,500.000006643,,1.0,1.0,16.5647672844,90.1352093736,90.1352093736,500.0,1,82.5686,1.0,0.002
1.0,93.1598805496,100,0.3,4.20006,93.1599,17.8187021146,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,17.8187021146,93.1598805496,93.1598805496,500.0,2,78.1129,1.0,0.01
1.0,81.2307663073,100,0.3,9.5176,87.1953,93.3099830699,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,93.3099830699,81.2307663073,81.2307663073,500.0,2,76.5555,1.0,0.005
1.0,83.9836913966,100,0.3,9.75434,86.1248,98.3793723047,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,98.3793723047,83.9836913966,83.9836913966,500.0,2,77.4374,1.0,0.00333333
1.0,85.6568567197,100,0.3,9.76049,86.0078,96.4273184583,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,96.4273184583,85.6568567197,85.6568567197,500.0,2,78.4843,1.0,0.0025
1.0,90.4917352471,100,0.3,9.14095,86.9046,20.8403422418,5.43187e-20,0.002,500.0,500,0.002,500.000006643,,1.0,1.0,20.8403422418,90.4917352471,90.4917352471,500.0,1,80.1754,1.0,0.002
1.0,88.0627570882,100,0.3,5.50536,88.0628,30.6151694343,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,30.6151694343,88.0627570882,88.0627570882,500.0,2,73.501,1.0,0.01
1.0,88.035964554,100,0.3,5.39678,88.0494,28.223294458,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,28.223294458,88.035964554,88.035964554,500.0,2,77.6627,1.0,0.005
1.0,83.9955124617,100,0.3,5.55835,86.6981,23.7167070658,5.43914e-20,0.00333333,500.0,500,0.00333333,299.999969474,,1.0,1.0,23.7167070658,83.9955124617,83.9955124617,500.0,2,78.2174,1.0,0.00333333
1.0,92.8767732059,100,0.3,5.69285,88.2427,8.40039320991,5.4346e-20,0.0025,500.0,500,0.0025,400.0,,1.0,1.0,8.40039320991,92.8767732059,92.8767732059,500.0,2,80.7324,1.0,0.0025
1.0,86.2228609827,100,0.3,5.87238,87.8388,39.9249945336,5.78603e-19,0.002,500.0,500,0.002,500.000067678,1.54853e-13,1.0,0.999999,39.9249945336,86.2228609827,86.2228609827,500.0,1,81.1214,1.0,0.002
1.0,87.2880072452,100,0.3,11.2992,87.288,128.962643407,3.50449e-18,0.01,500.0,500,0.01,100.0,,1.0,1.0,128.962643407,87.2880072452,87.2880072452,500.0,2,72.5878,1.0,0.01
1.0,89.848346824,100,0.3,9.4497,88.5682,48.1241177629,2.1793e-19,0.005,500.0,500,0.005,200.000000102,,1.0,1.0,48.1241177629,89.848346824,89.848346824,500.0,2,77.914,1.0,0.005
