AvgRet,AvgNormIw,ESSClassic,VanillaAvgRet,eRenyi2,VarNormIw,MinVanillaIw,VarJ,MaxNormIw,VarDiscRet,VarRet,AvgVanillaIw,AvgDiscRet,VarVanillaIw,AvgEpLen,MaxVanillaIw,MinNormIw,BatchSize,J,ESSRenyi,Bound
-3.988690356001525,0.01,1.108306402133135,-3.988690356001525,5.175349,0.009012906,0.00082529587,19.311455,0.9498098,177.4036525657331,177.4036525657331,16.610153,-3.988690356001525,24866.355,500.0,1577.6487,4.9686224e-07,100,38.218636,19.322367525149044,29.748226
-4.541299585994124,0.01,1.0776100214872528,-4.541299585994124,4.528024,0.00927252,0.0054774787,20.296593,0.96329844,220.16819563672462,220.16819563672462,16.951075,-4.541299585994124,26643.559,500.0,1632.8944,3.2313458e-06,100,48.89306,22.084687638052202,39.577778
-1.286283234201496,0.010000003,1.1592378093101945,-1.286283234201496,3.638553,0.008612483,0.016487723,14.155661,0.9286942,215.28075721064943,215.28075721064943,10.849126,-1.286283234201496,10137.195,500.0,1007.552,1.5197283e-05,100,25.727726,27.48345362424717,18.059803
3.3292334022903214,0.009999999,1.1364193726311593,3.3292334022903214,4.192954,0.008787442,0.021196049,24.300703,0.9380083,345.1644353372675,345.1644353372675,11.915206,3.3292334022903214,12475.719,500.0,1117.6562,1.7789074e-05,100,49.11082,23.849533881738086,37.294224
10.050902770905319,0.01,1.0007275343166657,10.050902770905319,1.0000005,0.009992656,0.0018324173,0.13033473,0.9996364,331.2567431576749,331.2567431576749,1274.2603,10.050902770905319,162254690.0,500.0,127379.695,1.43802446e-08,100,44.185513,99.99995231630692,39.00679
14.027549452928993,0.01,1.000034665373905,14.027549452928993,1.0000004,0.009999652,7.102795e-13,0.0024116426,0.99998266,425.4523562817089,425.4523562817089,5300.8164,14.027549452928993,2809768000.0,500.0,530072.44,1.3399437e-18,100,46.01612,99.99996423722592,41.050686
17.54294783082607,0.01,1.1321593388390228,17.54294783082607,3.9767344,0.008820889,0.009258398,25.715363,0.9397731,829.1842408873246,829.1842408873246,16.44235,17.54294783082607,23847.346,500.0,1545.2078,5.630824e-06,100,71.01922,25.14626071209121,58.646477
28.240374058874377,0.009999998,1.0005885487129704,28.240374058874377,1.0000058,0.009994062,0.00016859919,0.10429395,0.99970585,1067.6084107447705,1067.6084107447705,1578.1996,28.240374058874377,248923380.0,500.0,157773.53,1.0683009e-09,100,75.72301,99.99941587789321,69.188225
40.95159758846675,0.01,1.000031796579464,40.95159758846675,1.0000007,0.0099996785,4.7247795e-10,0.00459112,0.9999841,572.8591713876643,572.8591713876643,5543.181,40.95159758846675,3072586800.0,500.0,554309.3,8.523588e-16,100,83.81052,99.99992847447743,76.756805
19.38815004686,0.01,1.0001471561044792,19.38815004686,1.0000032,0.009998515,7.471157e-10,0.023214921,0.99992645,1996.5277526584505,1996.5277526584505,1696.9398,19.38815004686,287917660.0,500.0,169681.5,4.4027235e-15,100,88.32836,99.99967813595418,80.699875
18.790909349197445,0.01,1.0000406057529478,18.790909349197445,1.0,0.009999591,1.6399559e-18,0.011799672,0.9999797,1479.0792691496304,1479.0792691496304,681.1127,18.790909349197445,46389544.0,500.0,68109.88,2.4077602e-23,100,84.55931,100.0,76.57254
-1.8710016774428815,0.01,1.0000068068366117,-1.8710016774428815,1.0000015,0.009999934,1.9692328e-07,0.0028362426,0.9999966,1066.4013359258913,1066.4013359258913,25709.578,-1.8710016774428815,66097803000.0,500.0,2570949.0,7.65953e-14,100,68.77811,99.99984502816375,61.393543
-5.170137058864632,0.009999999,1.0996662939596535,-5.170137058864632,3.9378755,0.009084514,0.012285871,28.347443,0.9535866,618.2526017211211,618.2526017211211,14.231044,-5.170137058864632,18398.191,500.0,1357.0532,8.633148e-06,100,56.842686,25.394403597776233,41.939873
-2.1989458691403296,0.010000002,1.08461013534339,-2.1989458691403296,4.0263314,0.009212022,0.009654218,31.965706,0.96018326,802.4569167765691,802.4569167765691,17.348373,-2.1989458691403296,27725.066,500.0,1665.7618,5.5649125e-06,100,77.20311,24.836504860531875,61.491547
-0.5223986496117498,0.01,1.0000123810762933,-0.5223986496117498,1.0000002,0.009999876,8.809962e-06,0.0034619446,0.9999938,762.3631826545098,762.3631826545098,35134.59,-0.5223986496117498,123442405000.0,500.0,3513437.2,2.5074897e-12,100,61.693985,99.99997615814777,55.448906
-3.9279106500462824,0.01,1.0002388945962133,-3.9279106500462824,1.0,0.009997588,1.2420915e-08,0.07617848,0.99988055,456.9249004727946,456.9249004727946,1528.1442,-3.9279106500462824,233466160.0,500.0,152796.17,8.128104e-14,100,58.320477,100.0,52.701515
-5.8592563043933445,0.01,1.0000225786068613,-5.8592563043933445,1.0000024,0.009999775,8.671691e-13,0.01064429,0.99998873,402.36892382202797,402.36892382202797,2380.6123,-5.8592563043933445,566718700.0,500.0,238058.55,3.6426304e-18,100,84.72213,99.99976158198933,77.591644
