TimeElapsed,EpLenMean,TimestepsSoFar,std,return,bound,EpRewMean,EpThisIter,EpisodesSoFar
1.9330863952636719,20.0,4000,52.96641,-99.192696,-102.35159,-130.5742879979274,200,200
3.6929078102111816,20.0,8000,36.16116,-85.72893,-87.88557,-109.11060080363487,200,400
5.534627676010132,20.0,12000,32.8713,-67.839935,-69.80037,-79.73855753831683,200,600
7.5460686683654785,20.0,16000,25.567165,-59.1458,-60.670616,-77.11476890518186,200,800
9.532305479049683,20.0,20000,22.375776,-52.671066,-54.005547,-67.44391843554754,200,1000
11.44415831565857,20.0,24000,18.770123,-44.97969,-46.099133,-51.42174813591964,200,1200
14.695499897003174,20.0,28000,15.436352,-38.913563,-39.83418,-51.78388969925866,200,1400
16.930248260498047,20.0,32000,12.96652,-35.973934,-36.747253,-42.142547982511765,200,1600
19.17549180984497,20.0,36000,12.70608,-30.51722,-31.275005,-36.40751224582615,200,1800
21.17728900909424,20.0,40000,10.974106,-28.818777,-29.473269,-37.26555417509316,200,2000
23.21804141998291,20.0,44000,10.430513,-26.568157,-27.19023,-31.155724831172062,200,2200
25.158459424972534,20.0,48000,9.456894,-25.059504,-25.623508,-27.412509798421308,200,2400
27.06024956703186,20.0,52000,9.391186,-23.40204,-23.962128,-25.66454349239973,200,2600
29.137213230133057,20.0,56000,7.979457,-21.107615,-21.583506,-23.41490357100881,200,2800
31.080479860305786,20.0,60000,8.564633,-21.932196,-22.442987,-20.76532304700758,200,3000
33.20247268676758,20.0,64000,8.197574,-18.909142,-19.39804,-21.64570472268257,200,3200
35.202125549316406,20.0,68000,7.6259246,-18.29498,-18.749786,-20.358205366917343,200,3400
37.01964998245239,20.0,72000,7.7192626,-18.462225,-18.922598,-20.560274083131024,200,3600
38.886070013046265,20.0,76000,7.443221,-17.232233,-17.676144,-18.849083293834873,200,3800
40.77634286880493,20.0,80000,7.202971,-17.10432,-17.533903,-17.554430161664662,200,4000
42.90815615653992,20.0,84000,7.8250294,-16.771866,-17.238548,-17.304389377242472,200,4200
44.91283655166626,20.0,88000,7.593787,-15.67238,-16.12527,-18.945471918317487,200,4400
46.875067472457886,20.0,92000,7.1710873,-15.73594,-16.16362,-17.296104562894083,200,4600
48.759247064590454,20.0,96000,6.7875776,-14.398743,-14.803551,-15.71569376260823,200,4800
50.77644467353821,20.0,100000,7.4364624,-14.593174,-15.036681,-16.56734007189419,200,5000
53.03853154182434,20.0,104000,7.029846,-14.816562,-15.235819,-15.725382699219196,200,5200
54.80023717880249,20.0,108000,7.4217024,-14.601448,-15.044075,-14.149750579467568,200,5400
