VarVanillaIw,AvgVanillaIw,eRenyi2,VanillaAvgRet,AvgNormIw,BatchSize,VarJ,EpsThisIter,VarDiscRet,MaxNormIw,MaxVanillaIw,ESSClassic,VarNormIw,MinNormIw,MinVanillaIw,AvgEpLen,AvgRet,Bound,VarRet,AvgDiscRet,J,IterType,ESSRenyi
,1.0,1.0,16.47303403888289,0.009999998,500,19.327988,100,377.34456311224653,0.01,1.0,100.0,3.5044917e-18,0.01,1.0,500.0,16.47303403888289,10.719918,377.34456311224653,16.47303403888289,16.473036,2,500.0
,1.0,1.0,13.831078255024295,0.0049999994,500,18.489994,100,309.7967239032628,0.005,1.0,200.00000010221265,2.179301e-19,0.005,1.0,500.0,13.831078255024295,11.083988,309.7967239032628,13.831078255024295,15.152057,2,500.0
,1.0,1.0,14.832363279940449,0.0033333336,500,19.27224,100,434.77758268132715,0.0033333334,1.0,299.999969473632,5.4391416e-20,0.0033333334,1.0,500.0,14.832363279940449,10.941272,434.77758268132715,14.832363279940449,15.045492,2,500.0
,1.0,1.0,12.029484006996432,0.0024999997,500,19.211807,100,358.8831184416646,0.0025,1.0,400.0,5.434597e-20,0.0025,1.0,500.0,12.029484006996432,10.73713,358.8831184416646,12.029484006996432,14.29149,2,500.0
502716.16,32.714314,8.455769,15.091865989432005,0.002,500,29.969532,100,364.58325121431545,0.9693131,15855.206,1.0643068234654334,0.0018789154,1.642422e-08,0.00026865356,500.0,15.091865989432005,61.366627,364.58325121431545,15.091865989432005,70.611115,1,59.13123035023001
,1.0,1.0,29.19889142593848,0.009999998,500,21.90776,100,484.79797961995297,0.01,1.0,100.0,3.5044917e-18,0.01,1.0,500.0,29.19889142593848,22.674828,484.79797961995297,29.19889142593848,29.198889,2,500.0
,1.0,1.0,24.550709290175156,0.0049999994,500,21.924345,100,475.35457402802706,0.005,1.0,200.00000010221265,2.179301e-19,0.005,1.0,500.0,24.550709290175156,22.261593,475.35457402802706,24.550709290175156,26.874802,2,500.0
,1.0,1.0,30.017906588340566,0.0033333336,500,22.082798,100,500.01005072477665,0.0033333334,1.0,299.999969473632,5.4391416e-20,0.0033333334,1.0,500.0,30.017906588340566,24.155834,500.01005072477665,30.017906588340566,27.922503,2,500.0
,1.0,1.0,26.152502898832463,0.0024999997,500,22.053331,100,484.9477281541558,0.0025,1.0,400.0,5.434597e-20,0.0025,1.0,500.0,26.152502898832463,24.217974,484.9477281541558,26.152502898832463,27.480003,2,500.0
125273.945,16.868816,5.5742006,26.301099674164053,0.0020000003,500,34.77534,100,521.0034252215025,0.9384536,7915.301,1.1354306566434764,0.0017609684,1.2099116e-07,0.0010204888,500.0,26.301099674164053,53.72429,521.0034252215025,26.301099674164053,60.96686,1,89.6989601149569
,1.0,1.0,37.26616388044266,0.009999998,500,20.621529,100,429.5428759349662,0.01,1.0,100.0,3.5044917e-18,0.01,1.0,500.0,37.26616388044266,30.571333,429.5428759349662,37.26616388044266,37.266163,2,500.0
,1.0,1.0,35.21417962011822,0.0049999994,500,20.47905,100,415.5859913492246,0.005,1.0,200.00000010221265,2.179301e-19,0.005,1.0,500.0,35.21417962011822,31.34444,415.5859913492246,35.21417962011822,36.240173,2,500.0
,1.0,1.0,38.425621954813465,0.0033333336,500,20.554235,100,429.7604174695073,0.0033333334,1.0,299.999969473632,5.4391416e-20,0.0033333334,1.0,500.0,38.425621954813465,32.843575,429.7604174695073,38.425621954813465,36.96866,2,500.0
,1.0,1.0,37.84183711192191,0.0024999997,500,21.502478,100,587.297766658068,0.0025,1.0,400.0,5.434597e-20,0.0025,1.0,500.0,37.84183711192191,33.61452,587.297766658068,37.84183711192191,37.18695,2,500.0
17501.025,6.938912,10.979768,35.85914113031058,0.002,500,77.73551,100,676.7566601050086,0.8527661,2958.6345,1.3745586250163013,0.0014539205,8.2184015e-10,2.8513382e-06,500.0,35.85914113031058,67.03268,676.7566601050086,35.85914113031058,78.34557,1,45.53830364503248
,1.0,1.0,46.59670412030616,0.009999998,500,17.680262,100,315.74912700241583,0.01,1.0,100.0,3.5044917e-18,0.01,1.0,500.0,46.59670412030616,39.067013,315.74912700241583,46.59670412030616,46.596703,2,500.0
,1.0,1.0,47.538796362631494,0.0049999994,500,18.738081,100,393.12722019042945,0.005,1.0,200.00000010221265,2.179301e-19,0.005,1.0,500.0,47.538796362631494,41.358192,393.12722019042945,47.538796362631494,47.06775,2,500.0
,1.0,1.0,51.83188140682466,0.0033333336,500,19.1774,100,389.8537736174898,0.0033333334,1.0,299.999969473632,5.4391416e-20,0.0033333334,1.0,500.0,51.83188140682466,43.993958,389.8537736174898,51.83188140682466,48.655792,2,500.0
,1.0,1.0,48.9901001358354,0.0024999997,500,19.91369,100,487.69560482679907,0.0025,1.0,400.0,5.434597e-20,0.0025,1.0,500.0,48.9901001358354,44.702106,487.69560482679907,48.9901001358354,48.739372,2,500.0
12930.065,5.9522004,6.4907393,49.06656580087987,0.0019999999,500,52.914017,100,399.3795446024147,0.8545212,2543.1406,1.368998812343294,0.0014598413,1.1526658e-08,3.430449e-05,500.0,49.06656580087987,69.24642,399.3795446024147,49.06656580087987,78.44624,1,77.03282682931255
,1.0,1.0,57.71074530575593,0.009999998,500,21.435892,100,464.1388320434963,0.01,1.0,100.0,3.5044917e-18,0.01,1.0,500.0,57.71074530575593,49.88594,464.1388320434963,57.71074530575593,57.710747,2,500.0
,1.0,1.0,60.34720816713599,0.0049999994,500,21.180464,100,438.637495764202,0.005,1.0,200.00000010221265,2.179301e-19,0.005,1.0,500.0,60.34720816713599,53.496002,438.637495764202,60.34720816713599,59.028976,2,500.0
,1.0,1.0,59.31435186451151,0.0033333336,500,19.769033,100,277.94532645198825,0.0033333334,1.0,299.999969473632,5.4391416e-20,0.0033333334,1.0,500.0,59.31435186451151,54.606453,277.94532645198825,59.31435186451151,59.124107,2,500.0
,1.0,1.0,60.82448396244432,0.0024999997,500,19.663303,100,375.72673707728273,0.0025,1.0,400.0,5.434597e-20,0.0025,1.0,500.0,60.82448396244432,55.575573,375.72673707728273,60.82448396244432,59.549194,2,500.0
3707.571,3.8760982,5.7942705,58.04834785446582,0.002,500,34.694958,100,333.0649014765284,0.70214605,1360.7935,2.021993148159854,0.0009870974,1.07780345e-08,2.088836e-05,500.0,58.04834785446582,71.09686,333.0649014765284,58.04834785446582,79.681946,1,86.29213956571166
,1.0,1.0,68.67725033929877,0.009999998,500,15.712355,100,249.3718310813593,0.01,1.0,100.0,3.5044917e-18,0.01,1.0,500.0,68.67725033929877,60.491188,249.3718310813593,68.67725033929877,68.677246,2,500.0
,1.0,1.0,68.12084678292662,0.0049999994,500,14.914791,100,199.8677737994135,0.005,1.0,200.00000010221265,2.179301e-19,0.005,1.0,500.0,68.12084678292662,62.61063,199.8677737994135,68.12084678292662,68.39905,2,500.0
,1.0,1.0,70.53067264502626,0.0033333336,500,14.509502,100,185.50073754525363,0.0033333334,1.0,299.999969473632,5.4391416e-20,0.0033333334,1.0,500.0,70.53067264502626,64.323044,185.50073754525363,70.53067264502626,69.10959,2,500.0
,1.0,1.0,70.39316276383173,0.0024999997,500,14.4946,100,209.65786161304706,0.0025,1.0,400.0,5.434597e-20,0.0025,1.0,500.0,70.39316276383173,65.28521,209.65786161304706,70.39316276383173,69.43048,2,500.0
20281.879,7.238672,7.0959034,70.52296499236752,0.002,500,32.541367,100,187.10900299011263,0.8800413,3185.165,1.2909998859507776,0.0015482836,5.9227048e-08,0.00021436259,500.0,70.52296499236752,79.80128,187.10900299011263,70.52296499236752,89.67774,1,70.46319151401084
,1.0,1.0,74.70022986260773,0.009999998,500,12.5741415,100,159.70609105359537,0.01,1.0,100.0,3.5044917e-18,0.01,1.0,500.0,74.70022986260773,66.61982,159.70609105359537,74.70022986260773,74.700226,2,500.0
,1.0,1.0,77.25708907248816,0.0049999994,500,11.711087,100,114.06196495818448,0.005,1.0,200.00000010221265,2.179301e-19,0.005,1.0,500.0,77.25708907248816,70.26496,114.06196495818448,77.25708907248816,75.97867,2,500.0
,1.0,1.0,75.74184162805086,0.0033333336,500,12.145537,100,169.90476029776457,0.0033333334,1.0,299.999969473632,5.4391416e-20,0.0033333334,1.0,500.0,75.74184162805086,71.234505,169.90476029776457,75.74184162805086,75.89973,2,500.0
,1.0,1.0,73.03963391455375,0.0024999997,500,13.022234,100,231.95664137958843,0.0025,1.0,400.0,5.434597e-20,0.0025,1.0,500.0,73.03963391455375,71.14451,231.95664137958843,73.03963391455375,75.18471,2,500.0
4460.0293,3.8617663,7.8300943,76.05680143134317,0.0020000003,500,54.917133,100,178.3075825241674,0.77355975,1493.6536,1.6696331183294175,0.0011962604,3.5985734e-10,6.9484247e-07,500.0,76.05680143134317,82.73865,178.3075825241674,76.05680143134317,92.85052,1,63.85619105605552
,1.0,1.0,82.31216408109367,0.009999998,500,12.146735,100,149.0335186738212,0.01,1.0,100.0,3.5044917e-18,0.01,1.0,500.0,82.31216408109367,74.109795,149.0335186738212,82.31216408109367,82.31216,2,500.0
,1.0,1.0,79.49105750272194,0.0049999994,500,12.178682,100,146.58390609706453,0.005,1.0,200.00000010221265,2.179301e-19,0.005,1.0,500.0,79.49105750272194,75.10167,146.58390609706453,79.49105750272194,80.90161,2,500.0
,1.0,1.0,81.55783692582649,0.0033333336,500,11.89191,100,128.6109424201733,0.0033333334,1.0,299.999969473632,5.4391416e-20,0.0033333334,1.0,500.0,81.55783692582649,76.38473,128.6109424201733,81.55783692582649,81.12036,2,500.0
,1.0,1.0,81.7339474970826,0.0024999997,500,11.514461,100,106.86505439608769,0.0025,1.0,400.0,5.434597e-20,0.0025,1.0,500.0,81.7339474970826,77.17256,106.86505439608769,81.7339474970826,81.27374,2,500.0
4533.6274,4.0392675,6.9380255,81.01052545782403,0.0020000003,500,35.60726,100,114.51199386052515,0.74546486,1505.5659,1.79653541045878,0.0011114773,1.6052834e-08,3.2420845e-05,500.0,81.01052545782403,84.08481,114.51199386052515,81.01052545782403,93.93471,1,72.06661345280656
,1.0,1.0,84.56499373722053,0.009999998,500,8.486293,100,72.74460276358029,0.01,1.0,100.0,3.5044917e-18,0.01,1.0,500.0,84.56499373722053,76.300316,72.74460276358029,84.56499373722053,84.564995,2,500.0
,1.0,1.0,84.78808929412442,0.0049999994,500,9.56544,100,112.07399384286015,0.005,1.0,200.00000010221265,2.179301e-19,0.005,1.0,500.0,84.78808929412442,78.832535,112.07399384286015,84.78808929412442,84.676544,2,500.0
,1.0,1.0,85.30126214481598,0.0033333336,500,9.862001,100,109.61795442401151,0.0033333334,1.0,299.999969473632,5.4391416e-20,0.0033333334,1.0,500.0,85.30126214481598,79.97046,109.61795442401151,85.30126214481598,84.88479,2,500.0
,1.0,1.0,85.39364278196614,0.0024999997,500,9.301014,100,54.61010538752663,0.0025,1.0,400.0,5.434597e-20,0.0025,1.0,500.0,85.39364278196614,80.75606,54.61010538752663,85.39364278196614,85.01199,2,500.0
46.737892,1.3927852,3.5306542,86.36712793094603,0.002,500,36.797657,100,146.78761502199535,0.21279691,148.19019,19.963770892401552,9.637423e-05,4.4766352e-06,0.0031174957,500.0,86.36712793094603,84.61385,146.78761502199535,86.36712793094603,91.76651,1,141.61681456571594
,1.0,1.0,88.4588947231974,0.009999998,500,6.689467,100,45.200983463750816,0.01,1.0,100.0,3.5044917e-18,0.01,1.0,500.0,88.4588947231974,80.06435,45.200983463750816,88.4588947231974,88.4589,2,500.0
,1.0,1.0,87.80877050812836,0.0049999994,500,7.101594,100,56.46967205271227,0.005,1.0,200.00000010221265,2.179301e-19,0.005,1.0,500.0,87.80877050812836,82.197975,56.46967205271227,87.80877050812836,88.13382,2,500.0
,1.0,1.0,89.80023506098559,0.0033333336,500,6.8948374,100,40.30280183849738,0.0033333334,1.0,299.999969473632,5.4391416e-20,0.0033333334,1.0,500.0,89.80023506098559,83.842705,40.30280183849738,89.80023506098559,88.6893,2,500.0
,1.0,1.0,88.27976626172114,0.0024999997,500,6.7742424,100,41.231649937660684,0.0025,1.0,400.0,5.434597e-20,0.0025,1.0,500.0,88.27976626172114,84.38963,41.231649937660684,88.27976626172114,88.58691,2,500.0
2622.8315,3.3309634,3.0506597,87.99968780786654,0.002,500,29.628145,100,37.31085801662767,0.6879234,1145.7238,2.1104347488368047,0.0009455633,3.4705213e-06,0.0057800896,500.0,87.99968780786654,88.593575,37.31085801662767,87.99968780786654,95.15064,1,163.8989780228729
,1.0,1.0,90.95230047339606,0.009999998,500,4.7720637,100,23.002618511673422,0.01,1.0,100.0,3.5044917e-18,0.01,1.0,500.0,90.95230047339606,82.59121,23.002618511673422,90.95230047339606,90.9523,2,500.0
,1.0,1.0,90.85572300713737,0.0049999994,500,4.4638553,100,17.247220192670255,0.005,1.0,200.00000010221265,2.179301e-19,0.005,1.0,500.0,90.85572300713737,84.99182,17.247220192670255,90.85572300713737,90.90401,2,500.0
,1.0,1.0,89.99403143768912,0.0033333336,500,5.1337733,100,39.053368925726296,0.0033333334,1.0,299.999969473632,5.4391416e-20,0.0033333334,1.0,500.0,89.99403143768912,85.760925,39.053368925726296,89.99403143768912,90.600685,2,500.0
,1.0,1.0,89.96235574693044,0.0024999997,500,5.1348004,100,26.355777202684163,0.0025,1.0,400.0,5.434597e-20,0.0025,1.0,500.0,89.96235574693044,86.24975,26.355777202684163,89.96235574693044,90.4411,2,500.0
0.5826797,1.055657,1.4427128,90.00857420821845,0.002,500,5.0968094,100,26.436152857376474,0.0095296465,5.030019,328.5554643894951,2.0914342e-06,0.000118311866,0.062448375,500.0,90.00857420821845,87.3837,26.436152857376474,90.00857420821845,91.886566,1,346.5693280116129
,1.0,1.0,90.8824882383258,0.009999998,500,4.3222065,100,18.870174421461233,0.01,1.0,100.0,3.5044917e-18,0.01,1.0,500.0,90.8824882383258,82.564224,18.870174421461233,90.8824882383258,90.882484,2,500.0
,1.0,1.0,91.40034702423793,0.0049999994,500,4.172446,100,16.164690243242777,0.005,1.0,200.00000010221265,2.179301e-19,0.005,1.0,500.0,91.40034702423793,85.118095,16.164690243242777,91.40034702423793,91.14142,2,500.0
,1.0,1.0,90.64352110524615,0.0033333336,500,4.8251576,100,35.2147009754156,0.0033333334,1.0,299.999969473632,5.4391416e-20,0.0033333334,1.0,500.0,90.64352110524615,86.057434,35.2147009754156,90.64352110524615,90.97546,2,500.0
,1.0,1.0,90.70014058165114,0.0024999997,500,4.994428,100,30.175736089306845,0.0025,1.0,400.0,5.434597e-20,0.0025,1.0,500.0,90.70014058165114,86.647484,30.175736089306845,90.70014058165114,90.90662,2,500.0
1332.1005,2.5497897,4.594867,91.03617263056482,0.002,500,43.25196,100,18.9292031274443,0.6404455,816.50055,2.433282002219049,0.00081957463,6.216529e-08,7.9254205e-05,500.0,91.03617263056482,90.0361,18.9292031274443,91.03617263056482,98.20197,1,108.81707240506697
,1.0,1.0,92.44239639704932,0.009999998,500,3.7185287,100,13.967128300612227,0.01,1.0,100.0,3.5044917e-18,0.01,1.0,500.0,92.44239639704932,84.00322,13.967128300612227,92.44239639704932,92.44239,2,500.0
,1.0,1.0,92.26046318057566,0.0049999994,500,3.9135225,100,16.956875526566503,0.005,1.0,200.00000010221265,2.179301e-19,0.005,1.0,500.0,92.26046318057566,86.31716,16.956875526566503,92.26046318057566,92.351425,2,500.0
,1.0,1.0,92.35876750833981,0.0033333336,500,3.781471,100,12.391123803835281,0.0033333334,1.0,299.999969473632,5.4391416e-20,0.0033333334,1.0,500.0,92.35876750833981,87.42692,12.391123803835281,92.35876750833981,92.353874,2,500.0
,1.0,1.0,91.91485071016021,0.0024999997,500,3.8842404,100,17.480985358625105,0.0025,1.0,400.0,5.434597e-20,0.0025,1.0,500.0,91.91485071016021,87.97726,17.480985358625105,91.91485071016021,92.244125,2,500.0
0.28457776,0.97890455,1.2326771,92.01776373274534,0.002,500,3.9493928,100,21.344864682012883,0.006604647,3.2326593,385.6889517481913,1.187901e-06,7.629926e-05,0.037344843,500.0,92.01776373274534,88.841805,21.344864682012883,92.01776373274534,93.079,1,405.6212280999512
,1.0,1.0,91.79559589694145,0.009999998,500,3.7419167,100,14.143375686259938,0.01,1.0,100.0,3.5044917e-18,0.01,1.0,500.0,91.79559589694145,83.454254,14.143375686259938,91.79559589694145,91.79559,2,500.0
,1.0,1.0,91.83420488936403,0.0049999994,500,3.8578024,100,15.921809352230632,0.005,1.0,200.00000010221265,2.179301e-19,0.005,1.0,500.0,91.83420488936403,85.8541,15.921809352230632,91.83420488936403,91.814896,2,500.0
,1.0,1.0,91.69348941786197,0.0033333336,500,3.8197742,100,14.13830411945186,0.0033333334,1.0,299.999969473632,5.4391416e-20,0.0033333334,1.0,500.0,91.69348941786197,86.90746,14.13830411945186,91.69348941786197,91.77443,2,500.0
,1.0,1.0,92.28745098565084,0.0024999997,500,3.7093213,100,11.178634941640217,0.0025,1.0,400.0,5.434597e-20,0.0025,1.0,500.0,92.28745098565084,87.67104,11.178634941640217,92.28745098565084,91.90269,2,500.0
0.2732794,0.9842303,1.202972,93.00161927651578,0.002,500,3.4547296,100,10.017316044862408,0.0077857506,3.8314857,390.15482077243144,1.128427e-06,0.00014401143,0.070870206,500.0,93.00161927651578,88.736084,10.017316044862408,93.00161927651578,92.88737,1,415.637252866614
,1.0,1.0,93.07344801697016,0.009999998,500,2.913633,100,8.575008448915488,0.01,1.0,100.0,3.5044917e-18,0.01,1.0,500.0,93.07344801697016,84.72226,8.575008448915488,93.07344801697016,93.07344,2,500.0
,1.0,1.0,92.63759406108025,0.0049999994,500,3.188158,100,11.863093537783321,0.005,1.0,200.00000010221265,2.179301e-19,0.005,1.0,500.0,92.63759406108025,86.81023,11.863093537783321,92.63759406108025,92.855515,2,500.0
,1.0,1.0,92.98219350627474,0.0033333336,500,3.386894,100,14.215913501856175,0.0033333334,1.0,299.999969473632,5.4391416e-20,0.0033333334,1.0,500.0,92.98219350627474,87.9618,14.215913501856175,92.98219350627474,92.89775,2,500.0
,1.0,1.0,93.18805428882263,0.0024999997,500,3.4655125,100,13.699745628364552,0.0025,1.0,400.0,5.434597e-20,0.0025,1.0,500.0,93.18805428882263,88.695656,13.699745628364552,93.18805428882263,92.97032,2,500.0
0.14047286,1.0224235,1.1218128,92.99241114056083,0.002,500,3.3877633,100,11.465636129991992,0.005590525,2.8579419,440.8743062036024,5.3751523e-07,0.00025569802,0.13071583,500.0,92.99241114056083,89.375145,11.465636129991992,92.99241114056083,93.4247,1,445.7071544309049
,1.0,1.0,92.71132513289642,0.009999998,500,3.5553746,100,12.768370234232554,0.01,1.0,100.0,3.5044917e-18,0.01,1.0,500.0,92.71132513289642,84.32854,12.768370234232554,92.71132513289642,92.71133,2,500.0
,1.0,1.0,92.75424413021479,0.0049999994,500,3.6962156,100,14.830718200077657,0.005,1.0,200.00000010221265,2.179301e-19,0.005,1.0,500.0,92.75424413021479,86.71745,14.830718200077657,92.75424413021479,92.73278,2,500.0
,1.0,1.0,92.76053690536648,0.0033333336,500,3.6667612,100,13.142301810557791,0.0033333334,1.0,299.999969473632,5.4391416e-20,0.0033333334,1.0,500.0,92.76053690536648,87.83056,13.142301810557791,92.76053690536648,92.74205,2,500.0
,1.0,1.0,92.58186508446353,0.0024999997,500,3.6480322,100,13.007984859295446,0.0025,1.0,400.0,5.434597e-20,0.0025,1.0,500.0,92.58186508446353,88.44852,13.007984859295446,92.58186508446353,92.701996,2,500.0
0.20081916,0.9915981,1.1563172,92.77834652046786,0.002,500,3.6963131,100,12.34888649244361,0.009189777,4.556283,415.34161453506806,8.1694685e-07,0.00043733628,0.21683092,500.0,92.77834652046786,89.167435,12.34888649244361,92.77834652046786,93.258415,1,432.40728865847166
,1.0,1.0,93.59251352357822,0.009999998,500,2.863516,100,8.282551388886981,0.01,1.0,100.0,3.5044917e-18,0.01,1.0,500.0,93.59251352357822,85.10262,8.282551388886981,93.59251352357822,93.592514,2,500.0
,1.0,1.0,93.10160707781823,0.0049999994,500,3.1011372,100,11.024126787928028,0.005,1.0,200.00000010221265,2.179301e-19,0.005,1.0,500.0,93.10160707781823,87.3438,11.024126787928028,93.10160707781823,93.34706,2,500.0
,1.0,1.0,92.6591304225204,0.0033333336,500,3.1805444,100,10.907056138714857,0.0033333334,1.0,299.999969473632,5.4391416e-20,0.0033333334,1.0,500.0,92.6591304225204,88.21612,10.907056138714857,92.6591304225204,93.11776,2,500.0
,1.0,1.0,93.16743148668542,0.0024999997,500,3.2121785,100,11.03325775210254,0.0025,1.0,400.0,5.434597e-20,0.0025,1.0,500.0,93.16743148668542,88.88523,11.03325775210254,93.16743148668542,93.13017,2,500.0
0.09977683,1.0201923,1.0903494,93.6600225295189,0.002,500,3.1585157,100,8.09694383892824,0.004329615,2.2085197,456.3398329834717,3.834649e-07,0.0005689339,0.290211,500.0,93.6600225295189,89.600876,8.09694383892824,93.6600225295189,93.56548,1,458.5685868955101
,1.0,1.0,93.58255546779537,0.009999998,500,2.992489,100,9.0454433174205,0.01,1.0,100.0,3.5044917e-18,0.01,1.0,500.0,93.58255546779537,85.238144,9.0454433174205,93.58255546779537,93.58256,2,500.0
,1.0,1.0,93.3100312818138,0.0049999994,500,3.2758045,100,12.595621862929676,0.005,1.0,200.00000010221265,2.179301e-19,0.005,1.0,500.0,93.3100312818138,87.50898,12.595621862929676,93.3100312818138,93.44629,2,500.0
,1.0,1.0,93.82127500354125,0.0033333336,500,3.355666,100,12.349447200982022,0.0033333334,1.0,299.999969473632,5.4391416e-20,0.0033333334,1.0,500.0,93.82127500354125,88.677505,12.349447200982022,93.82127500354125,93.57129,2,500.0
,1.0,1.0,92.8394387783484,0.0024999997,500,3.3017266,100,9.5175933847902,0.0025,1.0,400.0,5.434597e-20,0.0025,1.0,500.0,92.8394387783484,89.150185,9.5175933847902,92.8394387783484,93.38832,2,500.0
0.12922008,1.0125452,1.1147742,93.26457696082781,0.002,500,3.2000935,100,7.5853032664373545,0.004471676,2.2638872,444.1341367473064,5.0415156e-07,0.0003761702,0.19044468,500.0,93.26457696082781,89.7925,7.5853032664373545,93.26457696082781,93.79484,1,448.521312949371
,1.0,1.0,93.27165172927141,0.009999998,500,3.280481,100,10.870256617152075,0.01,1.0,100.0,3.5044917e-18,0.01,1.0,500.0,93.27165172927141,84.84854,10.870256617152075,93.27165172927141,93.27165,2,500.0
