J,MinVanillaIw,MaxVanillaIw,MinNormIw,ESSRenyi,AvgRet,ESSClassic,EpsThisIter,VarNormIw,AvgEpLen,BatchSize,IterType,VarJ,AvgNormIw,MaxNormIw,AvgDiscRet,AvgVanillaIw,Delta,eRenyi2,VarDiscRet,Bound,VarRet,VarVanillaIw,VanillaAvgRet
1355.59,1.0,1.0,0.005,500.0,1364.01779595,200.000000102,100,2.1793e-19,148.39,500,2,238.178,0.005,0.005,1364.01779595,1.0,0.7,1.0,75464.3212556,1243.02,75464.3212556,,1364.01779595
1355.45,1.0,1.0,0.00333333,500.0,1355.16729294,299.999969474,100,5.43914e-20,147.55,500,2,251.997,0.00333333,0.00333333,1355.16729294,1.0,0.7,1.0,77827.8275785,1245.76,77827.8275785,,1355.16729294
1360.96,1.0,1.0,0.0025,500.0,1377.4886002,400.0,100,5.4346e-20,149.76,500,2,249.962,0.0025,0.0025,1377.4886002,1.0,0.7,1.0,59649.232344,1265.97,59649.232344,,1377.4886002
1365.84,1.0,1.0,0.002,500.0,1385.39005082,500.000006643,100,5.43187e-20,150.53,500,1,257.608,0.002,0.002,1385.39005082,1.0,0.7,1.0,82228.7988766,1280.88,82228.7988766,,1385.39005082
1381.52,1.0,1.0,0.01,500.0,1381.51673026,100.0,100,3.50449e-18,150.12,500,2,277.744,0.01,0.01,1381.51673026,1.0,0.7,1.0,77921.0170965,1191.4,77921.0170965,,1381.51673026
1416.9,1.0,1.0,0.005,500.0,1452.27836091,200.000000102,100,2.1793e-19,157.8,500,2,325.609,0.005,0.005,1452.27836091,1.0,0.7,1.0,133733.75386,1282.47,133733.75386,,1452.27836091
1388.14,1.0,1.0,0.00333333,500.0,1330.61809295,299.999969474,100,5.43914e-20,145.04,500,2,298.306,0.00333333,0.00333333,1330.61809295,1.0,0.7,1.0,50460.3034466,1278.38,50460.3034466,,1330.61809295
1380.94,1.0,1.0,0.0025,500.0,1359.3327206,400.0,100,5.4346e-20,148.17,500,2,300.547,0.0025,0.0025,1359.3327206,1.0,0.7,1.0,94677.1083462,1270.6,94677.1083462,,1359.3327206
1384.81,1.0,1.0,0.002,500.0,1400.28046724,500.000006643,100,5.43187e-20,152.04,500,1,290.786,0.002,0.002,1400.28046724,1.0,0.7,1.0,61787.7827124,1286.11,61787.7827124,,1400.28046724
1381.5,1.0,1.0,0.01,500.0,1381.49607604,100.0,100,3.50449e-18,150.17,500,2,237.545,0.01,0.01,1381.49607604,1.0,0.7,1.0,56997.7632637,1224.58,56997.7632637,,1381.49607604
1385.39,1.0,1.0,0.005,500.0,1389.27380539,200.000000102,100,2.1793e-19,150.95,500,2,248.687,0.005,0.005,1389.27380539,1.0,0.7,1.0,67911.2056003,1257.4,67911.2056003,,1389.27380539
1387.58,1.0,1.0,0.00333333,500.0,1391.95922964,299.999969474,100,5.43914e-20,151.26,500,2,255.804,0.00333333,0.00333333,1391.95922964,1.0,0.7,1.0,73321.5240377,1283.08,73321.5240377,,1391.95922964
1383.4,1.0,1.0,0.0025,500.0,1370.88059741,400.0,100,5.4346e-20,149.1,500,2,257.464,0.0025,0.0025,1370.88059741,1.0,0.7,1.0,69327.0898448,1292.9,69327.0898448,,1370.88059741
1373.29,1.0,1.0,0.002,500.0,1332.82165473,500.000006643,100,5.43187e-20,145.05,500,1,250.788,0.002,0.002,1332.82165473,1.0,0.7,1.0,47754.4631476,1292.34,47754.4631476,,1332.82165473
1397.74,1.0,1.0,0.01,500.0,1397.73793561,100.0,100,3.50449e-18,152.04,500,2,297.302,0.01,0.01,1397.73793561,1.0,0.7,1.0,89281.1194166,1220.14,89281.1194166,,1397.73793561
1412.82,1.0,1.0,0.005,500.0,1427.90150181,200.000000102,100,2.1793e-19,155.17,500,2,346.963,0.005,0.005,1427.90150181,1.0,0.7,1.0,153458.116769,1258.34,153458.116769,,1427.90150181
1403.63,1.0,1.0,0.00333333,500.0,1385.25544836,299.999969474,100,5.43914e-20,150.6,500,2,320.097,0.00333333,0.00333333,1385.25544836,1.0,0.7,1.0,66780.4279604,1277.5,66780.4279604,,1385.25544836
1400.95,1.0,1.0,0.0025,500.0,1392.91857596,400.0,100,5.4346e-20,151.41,500,2,318.407,0.0025,0.0025,1392.91857596,1.0,0.7,1.0,99051.1665838,1286.82,99051.1665838,,1392.91857596
1402.45,1.0,1.0,0.002,500.0,1408.42015225,500.000006643,100,5.43187e-20,152.91,500,1,312.342,0.002,0.002,1408.42015225,1.0,0.7,1.0,83042.0661932,1300.36,83042.0661932,,1408.42015225
1350.58,1.0,1.0,0.01,500.0,1350.5783372,100.0,100,3.50449e-18,146.98,500,2,244.113,0.01,0.01,1350.5783372,1.0,0.7,1.0,60193.1732662,1176.92,60193.1732662,,1350.5783372
1366.06,1.0,1.0,0.005,500.0,1381.55054559,200.000000102,100,2.1793e-19,150.18,500,2,261.876,0.005,0.005,1381.55054559,1.0,0.7,1.0,77866.1473518,1240.81,77866.1473518,,1381.55054559
1384.79,1.0,1.0,0.00333333,500.0,1422.24471207,299.999969474,100,5.43914e-20,154.64,500,2,300.879,0.00333333,0.00333333,1422.24471207,1.0,0.7,1.0,133658.573228,1266.28,133658.573228,,1422.24471207
1397.78,1.0,1.0,0.0025,500.0,1436.75152046,400.0,100,5.4346e-20,156.28,500,2,324.102,0.0025,0.0025,1436.75152046,1.0,0.7,1.0,148039.08136,1295.15,148039.08136,,1436.75152046
1397.22,1.0,1.0,0.002,500.0,1394.99678975,500.000006643,100,5.43187e-20,151.66,500,1,317.54,0.002,0.002,1394.99678975,1.0,0.7,1.0,84833.3431263,1305.43,84833.3431263,,1394.99678975
1355.33,1.0,1.0,0.01,500.0,1355.33203852,100.0,100,3.50449e-18,147.43,500,2,247.182,0.01,0.01,1355.33203852,1.0,0.7,1.0,61716.0052209,1198.91,61716.0052209,,1355.33203852
1365.45,1.0,1.0,0.005,500.0,1375.57452922,200.000000102,100,2.1793e-19,149.54,500,2,277.403,0.005,0.005,1375.57452922,1.0,0.7,1.0,93536.0475345,1228.46,93536.0475345,,1375.57452922
1364.7,1.0,1.0,0.00333333,500.0,1363.18054214,299.999969474,100,5.43914e-20,148.32,500,2,267.454,0.00333333,0.00333333,1363.18054214,1.0,0.7,1.0,61300.6489676,1252.84,61300.6489676,,1363.18054214
1368.21,1.0,1.0,0.0025,500.0,1378.74653971,400.0,100,5.4346e-20,150.16,500,2,284.222,0.0025,0.0025,1378.74653971,1.0,0.7,1.0,109480.58886,1268.69,109480.58886,,1378.74653971
1369.46,1.0,1.0,0.002,500.0,1374.48160879,500.000006643,100,5.43187e-20,149.56,500,1,279.221,0.002,0.002,1374.48160879,1.0,0.7,1.0,67334.8444204,1280.45,67334.8444204,,1374.48160879
1391.56,1.0,1.0,0.01,500.0,1391.55589381,100.0,100,3.50449e-18,151.5,500,2,342.226,0.01,0.01,1391.55589381,1.0,0.7,1.0,118301.962746,1191.63,118301.962746,,1391.55589381
1395.23,1.0,1.0,0.005,500.0,1398.90718223,200.000000102,100,2.1793e-19,152.12,500,2,329.369,0.005,0.005,1398.90718223,1.0,0.7,1.0,100829.823457,1253.86,100829.823457,,1398.90718223
1384.29,1.0,1.0,0.00333333,500.0,1362.4031713,299.999969474,100,5.43914e-20,148.16,500,2,315.567,0.00333333,0.00333333,1362.4031713,1.0,0.7,1.0,81880.5364933,1268.86,81880.5364933,,1362.4031713
1378.67,1.0,1.0,0.0025,500.0,1361.81321671,400.0,100,5.4346e-20,148.37,500,2,316.14,0.0025,0.0025,1361.81321671,1.0,0.7,1.0,101668.951042,1278.71,101668.951042,,1361.81321671
1379.58,1.0,1.0,0.002,500.0,1383.23239886,500.000006643,100,5.43187e-20,150.24,500,1,311.039,0.002,0.002,1383.23239886,1.0,0.7,1.0,84777.14023,1290.17,84777.14023,,1383.23239886
1418.78,1.0,1.0,0.01,500.0,1418.78437477,100.0,100,3.50449e-18,154.37,500,2,354.841,0.01,0.01,1418.78437477,1.0,0.7,1.0,127183.755243,1240.98,127183.755243,,1418.78437477
1391.04,1.0,1.0,0.005,500.0,1363.29030005,200.000000102,100,2.1793e-19,148.39,500,2,340.78,0.005,0.005,1363.29030005,1.0,0.7,1.0,105869.492473,1261.31,105869.492473,,1363.29030005
1372.86,1.0,1.0,0.00333333,500.0,1336.50428648,299.999969474,100,5.43914e-20,145.47,500,2,317.293,0.00333333,0.00333333,1336.50428648,1.0,0.7,1.0,68464.5746663,1266.94,68464.5746663,,1336.50428648
1368.85,1.0,1.0,0.0025,500.0,1356.82975688,400.0,100,5.4346e-20,147.47,500,2,305.047,0.0025,0.0025,1356.82975688,1.0,0.7,1.0,70704.0826103,1277.12,70704.0826103,,1356.82975688
1371.86,1.0,1.0,0.002,500.0,1383.89600732,500.000006643,100,5.43187e-20,150.44,500,1,302.997,0.002,0.002,1383.89600732,1.0,0.7,1.0,87515.3782098,1289.82,87515.3782098,,1383.89600732
1340.05,1.0,1.0,0.01,500.0,1340.04859739,100.0,100,3.50449e-18,146.01,500,2,255.234,0.01,0.01,1340.04859739,1.0,0.7,1.0,65802.3776414,1135.08,65802.3776414,,1340.04859739
1346.5,1.0,1.0,0.005,500.0,1352.94823394,200.000000102,100,2.1793e-19,147.27,500,2,243.923,0.005,0.005,1352.94823394,1.0,0.7,1.0,54312.8361457,1201.57,54312.8361457,,1352.94823394
1352.14,1.0,1.0,0.00333333,500.0,1363.42293767,299.999969474,100,5.43914e-20,148.65,500,2,254.766,0.00333333,0.00333333,1363.42293767,1.0,0.7,1.0,76292.4970928,1233.8,76292.4970928,,1363.42293767
1360.0,1.0,1.0,0.0025,500.0,1383.5964402,400.0,100,5.4346e-20,150.52,500,2,281.591,0.0025,0.0025,1383.5964402,1.0,0.7,1.0,122943.926838,1241.24,122943.926838,,1383.5964402
1361.86,1.0,1.0,0.002,500.0,1369.26566832,500.000006643,100,5.43187e-20,149.09,500,1,286.612,0.002,0.002,1369.26566832,1.0,0.7,1.0,94433.041833,1255.63,94433.041833,,1369.26566832
1336.27,1.0,1.0,0.01,500.0,1336.27043392,100.0,100,3.50449e-18,145.63,500,2,196.47,0.01,0.01,1336.27043392,1.0,0.7,1.0,38990.3479226,1211.05,38990.3479226,,1336.27043392
1366.51,1.0,1.0,0.005,500.0,1396.75185838,200.000000102,100,2.1793e-19,151.82,500,2,251.873,0.005,0.005,1396.75185838,1.0,0.7,1.0,87323.8939357,1222.54,87323.8939357,,1396.75185838
1376.42,1.0,1.0,0.00333333,500.0,1396.23560273,299.999969474,100,5.43914e-20,151.6,500,2,248.29,0.00333333,0.00333333,1396.23560273,1.0,0.7,1.0,58055.7490324,1258.87,58055.7490324,,1396.23560273
1380.41,1.0,1.0,0.0025,500.0,1392.38350468,400.0,100,5.4346e-20,151.37,500,2,253.421,0.0025,0.0025,1392.38350468,1.0,0.7,1.0,72478.0265398,1278.61,72478.0265398,,1392.38350468
1384.28,1.0,1.0,0.002,500.0,1399.74577464,500.000006643,100,5.43187e-20,152.27,500,1,262.231,0.002,0.002,1399.74577464,1.0,0.7,1.0,87511.5779012,1293.22,87511.5779012,,1399.74577464
1346.93,1.0,1.0,0.01,500.0,1346.93113946,100.0,100,3.50449e-18,146.81,500,2,271.331,0.01,0.01,1346.93113946,1.0,0.7,1.0,74364.1709146,1149.04,74364.1709146,,1346.93113946
1375.04,1.0,1.0,0.005,500.0,1403.15326676,200.000000102,100,2.1793e-19,152.84,500,2,332.078,0.005,0.005,1403.15326676,1.0,0.7,1.0,146818.872432,1220.28,146818.872432,,1403.15326676
1378.0,1.0,1.0,0.00333333,500.0,1383.91912626,299.999969474,100,5.43914e-20,150.45,500,2,306.995,0.00333333,0.00333333,1383.91912626,1.0,0.7,1.0,62760.6693959,1251.64,62760.6693959,,1383.91912626
1375.52,1.0,1.0,0.0025,500.0,1368.08944077,400.0,100,5.4346e-20,148.92,500,2,297.579,0.0025,0.0025,1368.08944077,1.0,0.7,1.0,72123.0098828,1266.09,72123.0098828,,1368.08944077
1384.8,1.0,1.0,0.002,500.0,1421.92024127,500.000006643,100,5.43187e-20,154.47,500,1,306.381,0.002,0.002,1421.92024127,1.0,0.7,1.0,114555.985369,1286.92,114555.985369,,1421.92024127
1443.67,1.0,1.0,0.01,500.0,1443.66698135,100.0,100,3.50449e-18,156.59,500,2,323.792,0.01,0.01,1443.66698135,1.0,0.7,1.0,105900.210046,1273.75,105900.210046,,1443.66698135
1431.27,1.0,1.0,0.005,500.0,1418.8750194,200.000000102,100,2.1793e-19,154.23,500,2,319.944,0.005,0.005,1418.8750194,1.0,0.7,1.0,100585.346522,1309.81,100585.346522,,1418.8750194
1422.84,1.0,1.0,0.00333333,500.0,1405.98248047,299.999969474,100,5.43914e-20,153.06,500,2,333.086,0.00333333,0.00333333,1405.98248047,1.0,0.7,1.0,128974.332426,1320.52,128974.332426,,1405.98248047
1411.36,1.0,1.0,0.0025,500.0,1376.902817,400.0,100,5.4346e-20,149.7,500,2,314.038,0.0025,0.0025,1376.902817,1.0,0.7,1.0,60663.5368728,1322.75,60663.5368728,,1376.902817
1404.56,1.0,1.0,0.002,500.0,1377.37876954,500.000006643,100,5.43187e-20,149.92,500,1,313.651,0.002,0.002,1377.37876954,1.0,0.7,1.0,97457.3446146,1321.72,97457.3446146,,1377.37876954
1374.73,1.0,1.0,0.01,500.0,1374.73388071,100.0,100,3.50449e-18,149.36,500,2,254.468,0.01,0.01,1374.73388071,1.0,0.7,1.0,65407.9900786,1212.93,65407.9900786,,1374.73388071
1391.72,1.0,1.0,0.005,500.0,1408.69722257,200.000000102,100,2.1793e-19,153.35,500,2,316.648,0.005,0.005,1408.69722257,1.0,0.7,1.0,136567.49901,1255.58,136567.49901,,1408.69722257
1402.9,1.0,1.0,0.00333333,500.0,1425.26182095,299.999969474,100,5.43914e-20,154.95,500,2,331.782,0.00333333,0.00333333,1425.26182095,1.0,0.7,1.0,130258.288829,1291.74,130258.288829,,1425.26182095
1393.03,1.0,1.0,0.0025,500.0,1363.41735043,400.0,100,5.4346e-20,148.43,500,2,315.579,0.0025,0.0025,1363.41735043,1.0,0.7,1.0,67628.5863304,1296.76,67628.5863304,,1363.41735043
1401.47,1.0,1.0,0.002,500.0,1435.25961474,500.000006643,100,5.43187e-20,155.79,500,1,328.895,0.002,0.002,1435.25961474,1.0,0.7,1.0,142498.944537,1299.95,142498.944537,,1435.25961474
1392.25,1.0,1.0,0.01,500.0,1392.24721584,100.0,100,3.50449e-18,151.47,500,2,303.873,0.01,0.01,1392.24721584,1.0,0.7,1.0,93271.5564398,1197.33,93271.5564398,,1392.24721584
1389.13,1.0,1.0,0.005,500.0,1386.00881069,200.000000102,100,2.1793e-19,150.47,500,2,304.437,0.005,0.005,1386.00881069,1.0,0.7,1.0,93945.4930491,1246.26,93945.4930491,,1386.00881069
1381.23,1.0,1.0,0.00333333,500.0,1365.44275602,299.999969474,100,5.43914e-20,148.6,500,2,292.336,0.00333333,0.00333333,1365.44275602,1.0,0.7,1.0,71355.511966,1264.58,71355.511966,,1365.44275602
1372.84,1.0,1.0,0.0025,500.0,1347.6740536,400.0,100,5.4346e-20,146.78,500,2,275.969,0.0025,0.0025,1347.6740536,1.0,0.7,1.0,47888.5699044,1271.82,47888.5699044,,1347.6740536
1380.05,1.0,1.0,0.002,500.0,1408.85539884,500.000006643,100,5.43187e-20,153.29,500,1,292.872,0.002,0.002,1408.85539884,1.0,0.7,1.0,124441.664185,1289.69,124441.664185,,1408.85539884
1356.28,1.0,1.0,0.01,500.0,1356.28379865,100.0,100,3.50449e-18,147.45,500,2,287.539,0.01,0.01,1356.28379865,1.0,0.7,1.0,83514.0080504,1168.53,83514.0080504,,1356.28379865
1374.7,1.0,1.0,0.005,500.0,1393.11804444,200.000000102,100,2.1793e-19,151.36,500,2,291.323,0.005,0.005,1393.11804444,1.0,0.7,1.0,87252.9129135,1241.94,87252.9129135,,1393.11804444
1369.41,1.0,1.0,0.00333333,500.0,1358.82533379,299.999969474,100,5.43914e-20,148.05,500,2,288.318,0.00333333,0.00333333,1358.82533379,1.0,0.7,1.0,80278.9232742,1261.01,80278.9232742,,1358.82533379
1366.15,1.0,1.0,0.0025,500.0,1356.35477721,400.0,100,5.4346e-20,147.63,500,2,292.496,0.0025,0.0025,1356.35477721,1.0,0.7,1.0,93642.2326525,1272.27,93642.2326525,,1356.35477721
1365.1,1.0,1.0,0.002,500.0,1360.91153974,500.000006643,100,5.43187e-20,148.26,500,1,280.042,0.002,0.002,1360.91153974,1.0,0.7,1.0,50384.9982559,1281.13,50384.9982559,,1360.91153974
1423.96,1.0,1.0,0.01,500.0,1423.96085603,100.0,100,3.50449e-18,154.65,500,2,341.16,0.01,0.01,1423.96085603,1.0,0.7,1.0,117565.629318,1259.01,117565.629318,,1423.96085603
1428.24,1.0,1.0,0.005,500.0,1432.52143896,200.000000102,100,2.1793e-19,155.72,500,2,364.177,0.005,0.005,1432.52143896,1.0,0.7,1.0,150325.818342,1274.8,150325.818342,,1432.52143896
1416.84,1.0,1.0,0.00333333,500.0,1394.03128356,299.999969474,100,5.43914e-20,151.62,500,2,344.891,0.00333333,0.00333333,1394.03128356,1.0,0.7,1.0,91736.582013,1291.55,91736.582013,,1394.03128356
1412.72,1.0,1.0,0.0025,500.0,1400.37188929,400.0,100,5.4346e-20,152.19,500,2,341.077,0.0025,0.0025,1400.37188929,1.0,0.7,1.0,109376.023684,1304.22,109376.023684,,1400.37188929
1408.0,1.0,1.0,0.002,500.0,1389.13370067,500.000006643,100,5.43187e-20,150.98,500,1,323.283,0.002,0.002,1389.13370067,1.0,0.7,1.0,57353.8762649,1310.96,57353.8762649,,1389.13370067
1379.7,1.0,1.0,0.01,500.0,1379.69826235,100.0,100,3.50449e-18,149.82,500,2,293.138,0.01,0.01,1379.69826235,1.0,0.7,1.0,86797.7952227,1182.58,86797.7952227,,1379.69826235
1351.91,1.0,1.0,0.005,500.0,1324.12077715,200.000000102,100,2.1793e-19,144.22,500,2,242.276,0.005,0.005,1324.12077715,1.0,0.7,1.0,30223.5991148,1212.53,30223.5991148,,1324.12077715
1363.82,1.0,1.0,0.00333333,500.0,1387.62667992,299.999969474,100,5.43914e-20,150.7,500,2,251.937,0.00333333,0.00333333,1387.62667992,1.0,0.7,1.0,72899.2372165,1250.01,72899.2372165,,1387.62667992
1368.01,1.0,1.0,0.0025,500.0,1380.58606449,400.0,100,5.4346e-20,150.12,500,2,253.322,0.0025,0.0025,1380.58606449,1.0,0.7,1.0,66727.8590125,1269.45,66727.8590125,,1380.58606449
1361.91,1.0,1.0,0.002,500.0,1337.5058831,500.000006643,100,5.43187e-20,145.75,500,1,249.944,0.002,0.002,1337.5058831,1.0,0.7,1.0,55482.4548743,1273.75,55482.4548743,,1337.5058831
1411.14,1.0,1.0,0.01,500.0,1411.14243352,100.0,100,3.50449e-18,153.35,500,2,359.151,0.01,0.01,1411.14243352,1.0,0.7,1.0,130292.032028,1208.52,130292.032028,,1411.14243352
1383.77,1.0,1.0,0.005,500.0,1356.40637238,200.000000102,100,2.1793e-19,147.66,500,2,321.791,0.005,0.005,1356.40637238,1.0,0.7,1.0,77385.3888062,1240.5,77385.3888062,,1356.40637238
1392.32,1.0,1.0,0.00333333,500.0,1409.42394326,299.999969474,100,5.43914e-20,153.04,500,2,316.744,0.00333333,0.00333333,1409.42394326,1.0,0.7,1.0,94387.2205053,1274.48,94387.2205053,,1409.42394326
1384.95,1.0,1.0,0.0025,500.0,1362.82738052,400.0,100,5.4346e-20,148.44,500,2,306.426,0.0025,0.0025,1362.82738052,1.0,0.7,1.0,74701.6682601,1282.89,74701.6682601,,1362.82738052
1380.29,1.0,1.0,0.002,500.0,1361.63747838,500.000006643,100,5.43187e-20,147.99,500,1,302.166,0.002,0.002,1361.63747838,1.0,0.7,1.0,81312.4416021,1289.01,81312.4416021,,1361.63747838
1361.15,1.0,1.0,0.01,500.0,1361.14953869,100.0,100,3.50449e-18,148.0,500,2,210.518,0.01,0.01,1361.14953869,1.0,0.7,1.0,44765.6688776,1211.47,44765.6688776,,1361.14953869
1366.15,1.0,1.0,0.005,500.0,1371.15910249,200.000000102,100,2.1793e-19,149.01,500,2,269.551,0.005,0.005,1371.15910249,1.0,0.7,1.0,101966.912884,1240.9,101966.912884,,1371.15910249
1368.52,1.0,1.0,0.00333333,500.0,1373.26506491,299.999969474,100,5.43914e-20,149.55,500,2,283.029,0.00333333,0.00333333,1373.26506491,1.0,0.7,1.0,95926.0323853,1266.25,95926.0323853,,1373.26506491
1364.19,1.0,1.0,0.0025,500.0,1351.18744182,400.0,100,5.4346e-20,146.98,500,2,274.712,0.0025,0.0025,1351.18744182,1.0,0.7,1.0,61945.8833171,1275.62,61945.8833171,,1351.18744182
1378.35,1.0,1.0,0.002,500.0,1434.99829599,500.000006643,100,5.43187e-20,155.66,500,1,296.297,0.002,0.002,1434.99829599,1.0,0.7,1.0,134425.694904,1294.67,134425.694904,,1434.99829599
1409.88,1.0,1.0,0.01,500.0,1409.87545999,100.0,100,3.50449e-18,153.24,500,2,346.387,0.01,0.01,1409.87545999,1.0,0.7,1.0,121195.787947,1215.13,121195.787947,,1409.87545999
1390.6,1.0,1.0,0.005,500.0,1371.32366049,200.000000102,100,2.1793e-19,148.9,500,2,295.624,0.005,0.005,1371.32366049,1.0,0.7,1.0,54606.1119036,1252.89,54606.1119036,,1371.32366049
1393.63,1.0,1.0,0.00333333,500.0,1399.6970998,299.999969474,100,5.43914e-20,152.29,500,2,310.711,0.00333333,0.00333333,1399.6970998,1.0,0.7,1.0,115940.63636,1273.93,115940.63636,,1399.6970998
1375.86,1.0,1.0,0.0025,500.0,1322.55214249,400.0,100,5.4346e-20,144.42,500,2,304.839,0.0025,0.0025,1322.55214249,1.0,0.7,1.0,79085.3222445,1272.2,79085.3222445,,1322.55214249
1381.08,1.0,1.0,0.002,500.0,1401.94205705,500.000006643,100,5.43187e-20,152.58,500,1,305.74,0.002,0.002,1401.94205705,1.0,0.7,1.0,96093.3255539,1288.36,96093.3255539,,1401.94205705
1405.32,1.0,1.0,0.01,500.0,1405.32071385,100.0,100,3.50449e-18,152.62,500,2,314.497,0.01,0.01,1405.32071385,1.0,0.7,1.0,99907.725342,1202.35,99907.725342,,1405.32071385
1394.04,1.0,1.0,0.005,500.0,1382.76152016,200.000000102,100,2.1793e-19,150.49,500,2,315.901,0.005,0.005,1382.76152016,1.0,0.7,1.0,101438.134154,1250.52,101438.134154,,1382.76152016
1391.11,1.0,1.0,0.00333333,500.0,1385.25760678,299.999969474,100,5.43914e-20,150.64,500,2,307.705,0.00333333,0.00333333,1385.25760678,1.0,0.7,1.0,85261.6473046,1273.93,85261.6473046,,1385.25760678
1366.93,1.0,1.0,0.0025,500.0,1294.39327465,400.0,100,5.4346e-20,141.53,500,2,289.422,0.0025,0.0025,1294.39327465,1.0,0.7,1.0,44442.5664555,1265.45,44442.5664555,,1294.39327465
1367.21,1.0,1.0,0.002,500.0,1368.33688793,500.000006643,100,5.43187e-20,148.79,500,1,286.743,0.002,0.002,1368.33688793,1.0,0.7,1.0,76813.0414548,1276.44,76813.0414548,,1368.33688793
1375.44,1.0,1.0,0.01,500.0,1375.44288979,100.0,100,3.50449e-18,149.61,500,2,282.409,0.01,0.01,1375.44288979,1.0,0.7,1.0,80560.3724356,1191.42,80560.3724356,,1375.44288979
1389.57,1.0,1.0,0.005,500.0,1403.69727048,200.000000102,100,2.1793e-19,152.68,500,2,302.559,0.005,0.005,1403.69727048,1.0,0.7,1.0,103969.587124,1259.45,103969.587124,,1403.69727048
1369.21,1.0,1.0,0.00333333,500.0,1328.47596489,299.999969474,100,5.43914e-20,144.78,500,2,270.272,0.00333333,0.00333333,1328.47596489,1.0,0.7,1.0,33908.5139904,1262.96,33908.5139904,,1328.47596489
1379.98,1.0,1.0,0.0025,500.0,1412.31204504,400.0,100,5.4346e-20,153.25,500,2,278.53,0.0025,0.0025,1412.31204504,1.0,0.7,1.0,90687.8551162,1287.97,90687.8551162,,1412.31204504
1378.55,1.0,1.0,0.002,500.0,1372.84365118,500.000006643,100,5.43187e-20,149.1,500,1,284.197,0.002,0.002,1372.84365118,1.0,0.7,1.0,94427.0369808,1288.58,94427.0369808,,1372.84365118
1355.15,1.0,1.0,0.01,500.0,1355.15403956,100.0,100,3.50449e-18,147.63,500,2,268.54,0.01,0.01,1355.15403956,1.0,0.7,1.0,72841.920051,1187.64,72841.920051,,1355.15403956
1356.61,1.0,1.0,0.005,500.0,1358.0617142,200.000000102,100,2.1793e-19,147.75,500,2,258.145,0.005,0.005,1358.0617142,1.0,0.7,1.0,61778.0708538,1238.16,61778.0708538,,1358.0617142
1356.86,1.0,1.0,0.00333333,500.0,1357.35554468,299.999969474,100,5.43914e-20,147.63,500,2,245.77,0.00333333,0.00333333,1357.35554468,1.0,0.7,1.0,48414.9668658,1260.14,48414.9668658,,1357.35554468
1362.53,1.0,1.0,0.0025,500.0,1379.53178115,400.0,100,5.4346e-20,150.02,500,2,266.545,0.0025,0.0025,1379.53178115,1.0,0.7,1.0,103625.370463,1264.69,103625.370463,,1379.53178115
1368.73,1.0,1.0,0.002,500.0,1393.55869251,500.000006643,100,5.43187e-20,151.67,500,1,275.423,0.002,0.002,1393.55869251,1.0,0.7,1.0,95286.7681361,1281.23,95286.7681361,,1393.55869251
1368.8,1.0,1.0,0.01,500.0,1368.79747786,100.0,100,3.50449e-18,149.09,500,2,284.834,0.01,0.01,1368.79747786,1.0,0.7,1.0,81949.8170639,1197.78,81949.8170639,,1368.79747786
1354.23,1.0,1.0,0.005,500.0,1339.66944137,200.000000102,100,2.1793e-19,145.83,500,2,247.861,0.005,0.005,1339.66944137,1.0,0.7,1.0,41732.5617763,1233.31,41732.5617763,,1339.66944137
1370.36,1.0,1.0,0.00333333,500.0,1402.62738071,299.999969474,100,5.43914e-20,152.57,500,2,275.056,0.00333333,0.00333333,1402.62738071,1.0,0.7,1.0,103572.499496,1261.77,103572.499496,,1402.62738071
1372.81,1.0,1.0,0.0025,500.0,1380.15157254,400.0,100,5.4346e-20,150.15,500,2,287.349,0.0025,0.0025,1380.15157254,1.0,0.7,1.0,104281.20269,1278.77,104281.20269,,1380.15157254
1371.89,1.0,1.0,0.002,500.0,1368.19912435,500.000006643,100,5.43187e-20,148.58,500,1,280.629,0.002,0.002,1368.19912435,1.0,0.7,1.0,64107.7965776,1287.77,64107.7965776,,1368.19912435
1388.86,1.0,1.0,0.01,500.0,1388.85574684,100.0,100,3.50449e-18,150.78,500,2,231.203,0.01,0.01,1388.85574684,1.0,0.7,1.0,53994.7277331,1234.25,53994.7277331,,1388.85574684
1394.98,1.0,1.0,0.005,500.0,1401.11129204,200.000000102,100,2.1793e-19,152.21,500,2,246.089,0.005,0.005,1401.11129204,1.0,0.7,1.0,68272.170942,1284.16,68272.170942,,1401.11129204
1382.83,1.0,1.0,0.00333333,500.0,1358.51739165,299.999969474,100,5.43914e-20,147.79,500,2,258.665,0.00333333,0.00333333,1358.51739165,1.0,0.7,1.0,79511.2547004,1268.9,79511.2547004,,1358.51739165
1384.78,1.0,1.0,0.0025,500.0,1390.64321458,400.0,100,5.4346e-20,151.01,500,2,270.019,0.0025,0.0025,1390.64321458,1.0,0.7,1.0,91790.8250498,1286.12,91790.8250498,,1390.64321458
1377.55,1.0,1.0,0.002,500.0,1348.61943515,500.000006643,100,5.43187e-20,146.89,500,1,264.591,0.002,0.002,1348.61943515,1.0,0.7,1.0,57935.3691829,1289.3,57935.3691829,,1348.61943515
1402.15,1.0,1.0,0.01,500.0,1402.14933544,100.0,100,3.50449e-18,152.04,500,2,256.857,0.01,0.01,1402.14933544,1.0,0.7,1.0,66641.9833295,1201.79,66641.9833295,,1402.14933544
