MinNormIw,VarRet,VarDiscRet,MaxNormIw,MinVanillaIw,AvgRet,MaxVanillaIw,ESSRenyi,BatchSize,AvgVanillaIw,ESSClassic,J,VanillaAvgRet,Bound,VarJ,AvgEpLen,eRenyi2,AvgNormIw,VarNormIw,VarVanillaIw,AvgDiscRet
,38126.43863718084,38126.43863718084,0.75785434,,111.84176680219848,61.33199,2.367700840767548,100,0.8092847,1.7048229401654607,1458.1987,111.84176680219848,452.0869,3178.2732,12.19,42.235065,0.01,0.0058239535,38.143494,111.84176680219848
2.093205e-21,40623.120462741594,40623.120462741594,0.19559267,1.3544825e-18,150.36252772928472,126.56517,11.84862163680601,500,1.2941709,11.725704334558143,804.38055,150.36252772928472,342.39816,3816.157,16.044,42.199,0.002,0.00016689925,69.88398,150.36252772928472
,212063.40621787813,212063.40621787813,0.5451047,,474.9432901901164,403.7525,4.35657954792776,500,1.481376,2.910054251384594,2879.508,474.9432901901164,1343.5067,11880.576,48.512,114.768936,0.002,0.0006846418,375.60718,474.9432901901164
1.164961e-33,2015371.9070603934,2015371.9070603934,0.12890154,5.4412627e-31,2381.091251191337,60.206924,23.203358213083664,500,0.9341536,18.263850853637525,4389.0537,2381.091251191337,3515.4565,3576.8557,239.068,21.548605,0.002,0.000105717365,23.063377,2381.091251191337
4.0752672e-11,1353936.1702454162,1353936.1702454162,0.015452179,2.4155367e-08,4264.8757000486,9.158984,134.62589648603088,500,1.1854618,139.31312786972344,4869.593,4264.8757000486,4506.914,442.3824,427.004,3.7139957,0.002,1.03769025e-05,3.6457162,4264.8757000486
4.8830802e-06,347336.60148811666,347336.60148811666,0.005548074,0.002380762,4821.153550522776,2.704982,338.008482962835,500,0.9751067,334.95286355187045,4921.6235,4821.153550522776,4692.736,282.58017,482.344,1.4792528,0.0019999999,1.9749396e-06,0.4694594,4821.153550522776
7.763104e-06,93307.50817110289,93307.50817110289,0.003375819,0.0039140345,4936.243381834114,1.7020346,421.88577521173227,500,1.0083684,419.65299720710465,4975.5293,4936.243381834114,4770.6543,134.1626,493.762,1.1851549,0.002,7.673772e-07,0.1950686,4936.243381834114
6.199344e-05,153623.49159079132,153623.49159079132,0.0034104122,0.03221017,4953.27023121896,1.771961,446.73145471910306,500,1.0391477,448.6923060076261,4982.4897,4953.27023121896,4783.3936,137.41208,495.438,1.1192406,0.0019999999,4.5831442e-07,0.12372518,4953.27023121896
3.8584432e-05,227440.42804445408,227440.42804445408,0.0035198461,0.019380763,4931.865106224972,1.7680007,434.84996223590406,500,1.0045898,429.2332352522942,4971.8823,4931.865106224972,4770.0845,246.46979,493.31,1.1498219,0.0019999999,6.607942e-07,0.1667185,4931.865106224972
0.00096672866,21006.340099091376,21006.340099091376,0.0023508016,0.48215574,4986.665494061342,1.1724619,493.58689512332893,500,0.99749964,493.723474243053,4989.122,4986.665494061342,4799.7114,112.89888,498.75,1.0129929,0.002,5.0952853e-08,0.0126745915,4986.665494061342
0.0013545146,2171.0157793568505,2171.0157793568505,0.0022175552,0.6782302,4994.242167122639,1.1103704,497.2957796710166,500,1.0014366,497.3467668654948,4995.343,4994.242167122639,4806.6396,35.4093,499.512,1.0054379,0.002,2.1381949e-08,0.0053608576,4994.242167122639
0.0010767421,5463.662932815319,5463.662932815319,0.0023152572,0.53775185,4990.670282039244,1.1562972,494.356563893371,500,0.99884987,493.90582071708263,4993.0625,4990.670282039244,4803.7993,51.859634,499.158,1.0114157,0.0019999999,4.9453902e-08,0.012335052,4990.670282039244
0.0007761573,12633.675229030565,12633.675229030565,0.0024153371,0.3855324,4992.403859040136,1.1997448,493.23926638505225,500,0.99343884,492.00411423253985,4995.7466,4992.403859040136,4806.269,59.36187,499.32,1.0137068,0.0019999999,6.513708e-08,0.016071286,4992.403859040136
0.0017778397,465.4504023267152,465.4504023267152,0.0020906997,0.8897482,4997.675033203174,1.046324,499.73620987685507,500,1.0009319,499.75695391657274,4997.772,4997.675033203174,4809.5303,20.249815,499.846,1.0005279,0.002,1.9490605e-09,0.00048817368,4997.675033203174
