MinVanillaIw,AvgEpLen,AvgRet,EpsThisIter,AvgVanillaIw,MaxVanillaIw,VarNormIw,AvgDiscRet,AvgNormIw,J,Bound,ESSClassic,VarJ,VanillaAvgRet,VarRet,ESSRenyi,eRenyi2,IterType,MaxNormIw,BatchSize,VarDiscRet,MinNormIw,Delta,VarVanillaIw
1.0,33.12,6.33838582897,100,1.0,1.0,2.1793e-19,6.33838582897,0.005,-1.57172,-9.6319,200.000000102,24.6262,6.33838582897,476.025410985,500.0,1.0,2,0.005,500,476.025410985,0.005,0.2,
1.0,48.12,-22.8304312067,100,1.0,1.0,5.43914e-20,-22.8304312067,0.00333333,-8.65795,-27.2638,299.999969474,35.6557,-22.8304312067,2323.03083495,500.0,1.0,2,0.00333333,500,2323.03083495,0.00333333,0.2,
1.0,33.62,-0.391949661397,100,1.0,1.0,5.4346e-20,-0.391949661397,0.0025,-6.59145,-22.7046,400.0,32.2147,-0.391949661397,288.802958252,500.0,1.0,2,0.0025,500,288.802958252,0.0025,0.2,
0.203872,41.48,-5.04672588791,100,1640.91,82003.2,0.000196186,-5.04672588791,0.002,56.9645,42.0906,10.0103342665,0.211561,-5.04672588791,814.0987246,469.436041569,1.06511,1,0.0999484,500,814.0987246,2.48487e-07,0.2,1.32062e+08
1.0,40.54,-3.1331439445,100,1.0,1.0,3.50449e-18,-3.1331439445,0.01,-3.13314,-9.63936,100.0,17.8392,-3.1331439445,321.45245626,500.0,1.0,2,0.01,500,321.45245626,0.01,0.2,
1.0,34.72,-3.76192531522,100,1.0,1.0,2.1793e-19,-3.76192531522,0.005,-3.44753,-14.6926,200.000000102,25.0599,-3.76192531522,947.036944,500.0,1.0,2,0.005,500,947.036944,0.005,0.2,
1.0,33.3,5.6211546271,100,1.0,1.0,5.43914e-20,5.6211546271,0.00333333,-0.424639,-9.60623,299.999969474,24.8628,5.6211546271,549.143187787,500.0,1.0,2,0.00333333,500,549.143187787,0.00333333,0.2,
1.0,46.46,2.93340254752,100,1.0,1.0,5.4346e-20,2.93340254752,0.0025,0.414872,-7.61661,400.0,27.8853,2.93340254752,1260.03071541,500.0,1.0,2,0.0025,500,1260.03071541,0.0025,0.2,
0.344768,58.24,0.918103266242,100,1955.44,81445.8,0.000162867,0.918103266242,0.002,123.913,112.389,12.0090495195,0.284463,0.918103266242,2563.76343269,462.811427502,1.08035,1,0.0833019,500,2563.76343269,3.52625e-07,0.2,1.5569e+08
1.0,46.76,-21.099380508,100,1.0,1.0,3.50449e-18,-21.099380508,0.01,-21.0994,-34.303,100.0,27.1055,-21.099380508,742.131402317,500.0,1.0,2,0.01,500,742.131402317,0.01,0.2,
1.0,37.54,-4.83427276991,100,1.0,1.0,2.1793e-19,-4.83427276991,0.005,-12.9668,-22.8202,200.000000102,28.1793,-4.83427276991,728.447145597,500.0,1.0,2,0.005,500,728.447145597,0.005,0.2,
1.0,90.8,2.61437176093,100,1.0,1.0,5.43914e-20,2.61437176093,0.00333333,-7.7731,-15.8183,299.999969474,26.3633,2.61437176093,338.460862536,500.0,1.0,2,0.00333333,500,338.460862536,0.00333333,0.2,
1.0,30.36,0.72909345921,100,1.0,1.0,5.4346e-20,0.72909345921,0.0025,-5.64755,-12.6149,400.0,24.3431,0.72909345921,233.385809455,500.0,1.0,2,0.0025,500,233.385809455,0.0025,0.2,
0.189486,35.2,6.43039973749,100,2019.48,100934.0,0.000196232,6.43039973749,0.002,61.3521,54.8838,10.0080155945,0.167384,6.43039973749,669.00845032,464.114817711,1.07732,1,0.0999599,500,669.00845032,1.87658e-07,0.2,2.00074e+08
1.0,58.8,-2.47861357332,100,1.0,1.0,3.50449e-18,-2.47861357332,0.01,-2.47861,-16.5992,100.0,30.2722,-2.47861357332,925.661092708,500.0,1.0,2,0.01,500,925.661092708,0.01,0.2,
1.0,34.18,-7.92917063223,100,1.0,1.0,2.1793e-19,-7.92917063223,0.005,-5.20389,-15.1887,200.000000102,24.2222,-7.92917063223,244.617238906,500.0,1.0,2,0.005,500,244.617238906,0.005,0.2,
1.0,40.28,-6.22397736135,100,1.0,1.0,5.43914e-20,-6.22397736135,0.00333333,-5.54392,-13.6965,299.999969474,21.1833,-6.22397736135,173.805384294,500.0,1.0,2,0.00333333,500,173.805384294,0.00333333,0.2,
1.0,44.38,8.83520418545,100,1.0,1.0,5.4346e-20,8.83520418545,0.0025,-1.94914,-20.8461,400.0,36.8441,8.83520418545,3968.37652113,500.0,1.0,2,0.0025,500,3968.37652113,0.0025,0.2,
0.162906,110.12,-43.5439992811,100,1685.45,84231.3,0.000196198,-43.5439992811,0.002,188.874,169.868,10.0097425441,0.683021,-43.5439992811,5404.28584395,467.222495634,1.07015,1,0.0999513,500,5404.28584395,1.93309e-07,0.2,1.39336e+08
1.0,62.12,25.5638750013,100,1.0,1.0,3.50449e-18,25.5638750013,0.01,25.5639,-7.09505,100.0,62.9869,25.5638750013,4007.42732403,500.0,1.0,2,0.01,500,4007.42732403,0.01,0.2,
1.0,38.02,-11.5003440281,100,1.0,1.0,2.1793e-19,-11.5003440281,0.005,7.03177,-16.0616,200.000000102,49.6979,-11.5003440281,288.407198333,500.0,1.0,2,0.005,500,288.407198333,0.005,0.2,
1.0,36.9,-6.2371131257,100,1.0,1.0,5.43914e-20,-6.2371131257,0.00333333,2.60881,-16.2468,299.999969474,44.3288,-6.2371131257,846.474351821,500.0,1.0,2,0.00333333,500,846.474351821,0.00333333,0.2,
1.0,85.68,3.56096146506,100,1.0,1.0,5.4346e-20,3.56096146506,0.0025,2.84685,-13.4826,400.0,39.7578,3.56096146506,431.220578824,500.0,1.0,2,0.0025,500,431.220578824,0.0025,0.2,
0.494358,39.12,-20.3958944974,100,2450.97,122511.0,0.000196269,-20.3958944974,0.002,163.243,148.041,10.0061628406,0.370839,-20.3958944974,815.691622015,461.524173795,1.08337,1,0.0999692,500,815.691622015,4.03397e-07,0.2,2.94761e+08
1.0,39.3,12.5940723001,100,1.0,1.0,3.50449e-18,12.5940723001,0.01,12.5941,-5.37816,100.0,30.5739,12.5940723001,944.205871535,500.0,1.0,2,0.01,500,944.205871535,0.01,0.2,
1.0,42.5,7.54305631806,100,1.0,1.0,2.1793e-19,7.54305631806,0.005,10.0686,-4.84835,200.000000102,36.7869,7.54305631806,1776.79759704,500.0,1.0,2,0.005,500,1776.79759704,0.005,0.2,
1.0,71.28,10.1022017923,100,1.0,1.0,5.43914e-20,10.1022017923,0.00333333,10.0798,-2.09983,299.999969474,35.7909,10.1022017923,1147.88321917,500.0,1.0,2,0.00333333,500,1147.88321917,0.00333333,0.2,
1.0,43.64,-16.4820512374,100,1.0,1.0,5.4346e-20,-16.4820512374,0.0025,3.43932,-14.4736,400.0,46.2045,-16.4820512374,4209.40703719,500.0,1.0,2,0.0025,500,4209.40703719,0.0025,0.2,
0.0275206,55.9,-19.618622428,100,1805.01,75174.2,0.00016284,-19.618622428,0.002,105.438,88.7896,12.0109814818,0.26587,-19.618622428,2029.35063209,463.082808309,1.07972,1,0.0832952,500,2029.35063209,3.04936e-08,0.2,1.32635e+08
1.0,44.7,-6.11752270171,100,1.0,1.0,3.50449e-18,-6.11752270171,0.01,-6.11752,-21.5783,100.0,25.3794,-6.11752270171,650.6209207,500.0,1.0,2,0.01,500,650.6209207,0.01,0.2,
1.0,54.42,-33.0751651825,100,1.0,1.0,2.1793e-19,-33.0751651825,0.005,-19.5963,-58.6877,200.000000102,63.0412,-33.0751651825,7011.01954549,500.0,1.0,2,0.005,500,7011.01954549,0.005,0.2,
1.0,43.36,1.55957489101,100,1.0,1.0,5.43914e-20,1.55957489101,0.00333333,-12.5444,-44.4623,299.999969474,54.3086,1.55957489101,607.580123735,500.0,1.0,2,0.00333333,500,607.580123735,0.00333333,0.2,
1.0,45.62,-6.32928692959,100,1.0,1.0,5.4346e-20,-6.32928692959,0.0025,-10.9906,-38.6324,400.0,47.9604,-6.32928692959,326.841131604,500.0,1.0,2,0.0025,500,326.841131604,0.0025,0.2,
0.228468,42.94,23.3131202981,100,879.563,36617.3,0.000162709,23.3131202981,0.002,120.883,95.2942,12.0204358538,0.681255,23.3131202981,2506.0946586,466.751745685,1.07123,1,0.0832625,500,2506.0946586,5.19503e-07,0.2,3.14691e+07
1.0,50.92,0.894676180278,100,1.0,1.0,3.50449e-18,0.894676180278,0.01,0.894677,-16.6461,100.0,36.8954,0.894676180278,1375.02015949,500.0,1.0,2,0.01,500,1375.02015949,0.01,0.2,
1.0,56.78,9.10680810768,100,1.0,1.0,2.1793e-19,9.10680810768,0.005,5.00074,-7.40247,200.000000102,32.6234,9.10680810768,740.990657077,500.0,1.0,2,0.005,500,740.990657077,0.005,0.2,
1.0,69.72,16.5003232431,100,1.0,1.0,5.43914e-20,16.5003232431,0.00333333,8.83394,-4.41715,299.999969474,35.0761,16.5003232431,1489.16592682,500.0,1.0,2,0.00333333,500,1489.16592682,0.00333333,0.2,
1.0,35.2,0.300067854117,100,1.0,1.0,5.4346e-20,0.300067854117,0.0025,6.70047,-4.77531,400.0,32.1461,0.300067854117,391.769858508,500.0,1.0,2,0.0025,500,391.769858508,0.0025,0.2,
0.188298,29.2,14.1953187745,100,2715.31,113107.0,0.000162903,14.1953187745,0.002,114.731,104.069,12.0064338693,0.176951,14.1953187745,279.969576076,463.439648598,1.07889,1,0.083311,500,279.969576076,1.38694e-07,0.2,3.00267e+08
1.0,43.24,-0.556718424571,100,1.0,1.0,3.50449e-18,-0.556718424571,0.01,-0.556718,-10.9169,100.0,23.2416,-0.556718424571,545.629540845,500.0,1.0,2,0.01,500,545.629540845,0.01,0.2,
1.0,66.94,-25.7622702067,100,1.0,1.0,2.1793e-19,-25.7622702067,0.005,-13.1595,-42.1922,200.000000102,50.3437,-25.7622702067,4253.67767847,500.0,1.0,2,0.005,500,4253.67767847,0.005,0.2,
1.0,87.52,25.6532852639,100,1.0,1.0,5.43914e-20,25.6532852639,0.00333333,-0.221901,-24.4255,299.999969474,60.0464,25.6532852639,4791.37189911,500.0,1.0,2,0.00333333,500,4791.37189911,0.00333333,0.2,
1.0,79.94,14.1394210781,100,1.0,1.0,5.4346e-20,14.1394210781,0.0025,3.36843,-17.5925,400.0,58.481,14.1394210781,2736.07945187,500.0,1.0,2,0.0025,500,2736.07945187,0.0025,0.2,
0.26081,47.34,-7.22063795953,100,1720.61,71660.6,0.000162847,-7.22063795953,0.002,209.519,190.204,12.0105080042,0.590105,-7.22063795953,3793.36664195,471.100410347,1.06134,1,0.0832969,500,3793.36664195,3.0316e-07,0.2,1.20527e+08
1.0,44.02,8.13316706538,100,1.0,1.0,3.50449e-18,8.13316706538,0.01,8.13317,-2.85188,100.0,24.724,8.13316706538,617.452271355,500.0,1.0,2,0.01,500,617.452271355,0.01,0.2,
1.0,43.5,-0.309789520998,100,1.0,1.0,2.1793e-19,-0.309789520998,0.005,3.91169,-5.85713,200.000000102,28.6214,-0.309789520998,1001.46024912,500.0,1.0,2,0.005,500,1001.46024912,0.005,0.2,
1.0,46.14,17.8142390014,100,1.0,1.0,5.43914e-20,17.8142390014,0.00333333,8.54587,0.569669,299.999969474,27.6156,17.8142390014,525.909692342,500.0,1.0,2,0.00333333,500,525.909692342,0.00333333,0.2,
1.0,57.16,45.515986654,100,1.0,1.0,5.4346e-20,45.515986654,0.0025,17.7884,-6.45937,400.0,49.3606,45.515986654,6497.88758193,500.0,1.0,2,0.0025,500,6497.88758193,0.0025,0.2,
0.358268,35.16,12.4764954054,100,1144.68,47661.6,0.000162758,12.4764954054,0.002,242.318,219.957,12.0168588367,1.0404,12.4764954054,453.732937197,470.34010728,1.06306,1,0.0832748,500,453.732937197,6.25969e-07,0.2,5.33155e+07
1.0,33.3,-1.53717109673,100,1.0,1.0,3.50449e-18,-1.53717109673,0.01,-1.53717,-12.6806,100.0,21.7525,-1.53717109673,477.951227118,500.0,1.0,2,0.01,500,477.951227118,0.01,0.2,
1.0,58.78,-1.66516195214,100,1.0,1.0,2.1793e-19,-1.66516195214,0.005,-1.60117,-10.9794,200.000000102,24.522,-1.66516195214,736.846696293,500.0,1.0,2,0.005,500,736.846696293,0.005,0.2,
1.0,40.36,10.0866577134,100,1.0,1.0,5.43914e-20,10.0866577134,0.00333333,2.29478,-5.36248,299.999969474,24.5527,10.0866577134,519.974345782,500.0,1.0,2,0.00333333,500,519.974345782,0.00333333,0.2,
1.0,38.42,-16.9910474128,100,1.0,1.0,5.4346e-20,-16.9910474128,0.0025,-2.52668,-9.15806,400.0,25.2635,-16.9910474128,470.216947778,500.0,1.0,2,0.0025,500,470.216947778,0.0025,0.2,
0.42474,55.16,21.7003694215,100,1386.01,57718.3,0.000162807,21.7003694215,0.002,166.436,151.112,12.0133801603,0.599403,21.7003694215,3324.46150139,472.349670184,1.05854,1,0.0832869,500,3324.46150139,6.12895e-07,0.2,7.8189e+07
1.0,46.44,1.13188915207,100,1.0,1.0,3.50449e-18,1.13188915207,0.01,1.13189,-17.1506,100.0,41.5154,1.13188915207,1740.93972422,500.0,1.0,2,0.01,500,1740.93972422,0.01,0.2,
1.0,34.12,-8.40294391316,100,1.0,1.0,2.1793e-19,-8.40294391316,0.005,-3.63553,-16.5632,200.000000102,34.8385,-8.40294391316,665.107753205,500.0,1.0,2,0.005,500,665.107753205,0.005,0.2,
1.0,105.12,-6.19091231783,100,1.0,1.0,5.43914e-20,-6.19091231783,0.00333333,-4.48732,-15.0427,299.999969474,30.8669,-6.19091231783,430.807100792,500.0,1.0,2,0.00333333,500,430.807100792,0.00333333,0.2,
1.0,39.42,6.65848049721,100,1.0,1.0,5.4346e-20,6.65848049721,0.0025,-1.70087,-10.8421,400.0,29.7849,6.65848049721,603.118571922,500.0,1.0,2,0.0025,500,603.118571922,0.0025,0.2,
0.31468,63.84,47.4514385172,100,1607.25,66938.1,0.00016284,47.4514385172,0.002,206.169,186.938,12.0109848517,0.590078,47.4514385172,4937.26912113,460.125813458,1.08666,1,0.0832952,500,4937.26912113,3.91576e-07,0.2,1.05164e+08
1.0,34.56,-2.03511278268,100,1.0,1.0,3.50449e-18,-2.03511278268,0.01,-2.03511,-8.70788,100.0,18.5525,-2.03511278268,347.671484527,500.0,1.0,2,0.01,500,347.671484527,0.01,0.2,
1.0,50.76,-1.58099579385,100,1.0,1.0,2.1793e-19,-1.58099579385,0.005,-1.80805,-10.1682,200.000000102,23.4218,-1.58099579385,760.463948628,500.0,1.0,2,0.005,500,760.463948628,0.005,0.2,
1.0,119.56,12.5552725578,100,1.0,1.0,5.43914e-20,12.5552725578,0.00333333,2.97972,-19.5706,299.999969474,58.6336,12.5552725578,9170.72242617,500.0,1.0,2,0.00333333,500,9170.72242617,0.00333333,0.2,
1.0,30.88,5.33027024299,100,1.0,1.0,5.4346e-20,5.33027024299,0.0025,3.56736,-15.9618,400.0,51.7787,5.33027024299,410.366487169,500.0,1.0,2,0.0025,500,410.366487169,0.0025,0.2,
0.281356,42.88,-0.521505560503,100,1820.33,75817.6,0.000162864,-0.521505560503,0.002,195.216,177.089,12.0092770532,0.487958,-0.521505560503,480.465123297,464.256963211,1.07699,1,0.0833011,500,480.465123297,3.09127e-07,0.2,1.34916e+08
1.0,37.24,3.02697886149,100,1.0,1.0,3.50449e-18,3.02697886149,0.01,3.02698,-2.07343,100.0,12.8679,3.02697886149,167.256191797,500.0,1.0,2,0.01,500,167.256191797,0.01,0.2,
1.0,42.56,6.22056769244,100,1.0,1.0,2.1793e-19,6.22056769244,0.005,4.62377,-9.08327,200.000000102,27.7774,6.22056769244,1386.35282841,500.0,1.0,2,0.005,500,1386.35282841,0.005,0.2,
1.0,39.9,-14.0277785649,100,1.0,1.0,5.43914e-20,-14.0277785649,0.00333333,-1.59341,-12.7852,299.999969474,28.547,-14.0277785649,676.460893913,500.0,1.0,2,0.00333333,500,676.460893913,0.00333333,0.2,
1.0,38.72,7.7454563325,100,1.0,1.0,5.4346e-20,7.7454563325,0.0025,0.741306,-8.95104,400.0,26.1492,7.7454563325,227.191587547,500.0,1.0,2,0.0025,500,227.191587547,0.0025,0.2,
0.367085,44.84,3.22442015711,100,1301.08,65016.4,0.000196161,3.22442015711,0.002,96.8682,87.9093,10.0115985768,0.394674,3.22442015711,554.12896346,468.177301543,1.06797,1,0.0999421,500,554.12896346,5.64276e-07,0.2,8.3016e+07
1.0,43.64,12.8638321962,100,1.0,1.0,3.50449e-18,12.8638321962,0.01,12.8638,-9.70293,100.0,50.7186,12.8638321962,2598.36004706,500.0,1.0,2,0.01,500,2598.36004706,0.01,0.2,
