EmpiricalD2,ReturnMeanIW,MaxIW,StdIW,Iteration,MeanEntropy,TimestepsSoFar,J_sample_variance,EpThisIter,MaxIWNorm,Weights,MinIWNorm,InitialReturnMean,ESSRenyi,MeanIWNorm,MeanIW,InitialBound,MinIW,ReturnStepMax,InitialReturnMax,ESSClassic,EpLenMean,EpRewMean,EntropyCoefficient,EpisodesSoFar,Bound,TimeElapsed,StdIWNorm,InitialReturnMin,InitialReturnStd,ReturnStepMaxmin
1.5815365,0.9487745,3.5072818,0.60217994,73,1.0573899,1991160,150.12766,100,0.03507282,[-0.279 -0.434 -0.105 -0.246 -0.342],0.00090463087,1.5830993e-06,63.22965,0.009073507,0.9073506,-0.9742545,0.09046309,100.0,27.98606,69.422455,430.45,-75.14207321862072,,7300,-0.27644175,5770.585841655731,0.0060217995,-29.227684,10.903256,98.65086
4.9588614,3.24268,10.459177,1.7032785,74,1.0500344,2030148,457.21158,100,0.104591765,[-0.285 -0.436 -0.11  -0.249 -0.362],8.354124e-05,2.0599366e-06,20.16592,0.011650378,1.1650379,-0.82965726,0.008354125,100.0,24.18409,31.873253,389.88,-74.40489905100752,,7400,1.3951533,5834.855665445328,0.017032785,-24.889776,10.695285,98.61832
1.5720315,1.2025855,4.742966,0.83852303,75,1.0438833,2067794,197.31264,100,0.047429662,[-0.297 -0.442 -0.107 -0.26  -0.369],0.0010922787,-4.7683716e-07,63.611958,0.0105487155,1.0548716,-1.3081309,0.10922787,100.0,22.646168,61.279232,376.46,-77.47562501123784,,7500,-0.4375571,5898.3718338012695,0.008385231,-39.243904,13.391834,98.588394
1.1607515,0.4340903,4.5692368,0.60957634,76,1.0495149,2110165,221.84999,100,0.045692366,[-0.295 -0.453 -0.105 -0.26  -0.375],0.0037160115,1.2969971e-06,86.151085,0.010551434,1.0551432,-1.4251297,0.37160116,100.0,20.666143,74.97605,423.71,-73.56170722046643,,7600,-1.1013199,5968.6602149009705,0.0060957633,-42.75393,13.126759,98.65277
4.83107,4.0712366,19.489313,2.202223,77,1.0553656,2151285,1349.2959,100,0.19489312,[-0.294 -0.445 -0.106 -0.257 -0.37 ],0.00018005252,-3.3569336e-06,20.699348,0.011244493,1.1244494,-1.5857967,0.018005252,100.0,21.937117,20.6796,411.2,-76.12903063382446,,7700,0.58571124,6038.02997469902,0.022022232,-47.5738,12.446516,98.62972
2.3384185,1.3896656,10.5508375,1.2262192,78,1.0556499,2191920,543.3524,100,0.10550837,[-0.298 -0.441 -0.101 -0.265 -0.364],0.00077065674,-1.8692017e-06,42.763947,0.0113173,1.1317298,-1.1017678,0.07706568,100.0,20.80708,45.999153,406.35,-66.29378522195444,,7800,-0.29514253,6105.672847509384,0.012262193,-33.05298,11.6047125,98.673706
340.7672,57.88922,363.6076,36.20639,79,1.0202576,2231282,321594.62,100,3.636076,[-0.306 -0.434 -0.098 -0.269 -0.363],5.081453e-07,2.1362305e-06,0.29345545,0.043332368,4.333237,-1.2607667,5.081453e-05,100.0,29.617268,1.4121401,393.62,-70.55223454951378,,7900,34.61558,6170.595834493637,0.3620639,-37.82306,12.402076,98.641525
9.117398,7.4435987,32.650646,4.1901956,80,1.0178286,2267937,2630.9927,100,0.32650647,[-0.328 -0.405 -0.117 -0.244 -0.399],1.212173e-05,-1.8310546e-06,10.968041,0.016994769,1.6994771,-1.3447256,0.001212173,100.0,24.997902,14.126127,366.55,-75.04158895029762,,8000,3.3832006,6232.540719270706,0.041901954,-40.34172,13.875596,98.590546
1.0907832,0.42289382,2.0689442,0.30065262,81,1.0109992,2301808,158.84447,100,0.02068944,[-0.327 -0.397 -0.106 -0.252 -0.401],0.0037514095,2.2888183e-07,91.677246,0.010185611,1.0185612,-1.2041459,0.37514096,100.0,29.148304,91.98553,338.71,-76.16553086524374,,8100,-0.8347232,6291.280999422073,0.0030065263,-36.124382,12.433677,98.55026
1.2061298,0.52473307,2.218914,0.4054234,82,1.005557,2336958,218.29265,100,0.02218914,[-0.339 -0.395 -0.108 -0.25  -0.408],0.003979,3.8146973e-07,82.90982,0.010106615,1.0106614,-1.3617287,0.3979,100.0,25.17294,86.13867,351.5,-74.11528642809996,,8200,-0.9707711,6351.267174959183,0.0040542344,-40.85186,15.192806,98.57829
2.7623487,3.784729,11.974649,1.878597,83,0.9919254,2370237,418.32782,100,0.11974649,[-0.343 -0.394 -0.106 -0.251 -0.413],0.00052397785,-2.2888183e-07,36.201077,0.011632841,1.163284,-1.233949,0.052397788,100.0,32.344154,27.716726,332.79,-67.6411729137059,,8300,1.7338676,6405.27418589592,0.01878597,-37.018456,15.416517,98.59349
2.4887989,1.6389248,6.7162585,1.1486852,84,0.98724365,2408434,289.71756,100,0.06716258,[-0.348 -0.387 -0.106 -0.238 -0.427],0.00084470387,,40.180023,0.009464826,0.9464827,-1.2632631,0.08447039,100.0,26.558386,40.43816,381.97,-68.06090663548552,,8400,-0.3539902,6467.608687400818,0.011486853,-37.8979,11.821534,98.64363
1.5285828,0.7941356,3.3374248,0.60936683,85,0.9846199,2450362,227.4813,100,0.033374246,[-0.344 -0.398 -0.111 -0.236 -0.432],0.0019505637,5.7220458e-08,65.420074,0.009807405,0.9807405,-1.2156615,0.19505638,100.0,30.424564,72.147194,419.28,-61.3885949002867,,8500,-0.70885825,6538.854021072388,0.0060936674,-36.46985,12.170311,98.70717
4.228832,6.1651335,10.600378,1.8565834,86,0.9534606,2486699,803.86316,100,0.106003776,[-0.341 -0.401 -0.115 -0.241 -0.434],0.00035653918,1.2969971e-06,23.647192,0.011850444,1.1850445,-1.476585,0.03565392,100.0,24.135582,28.947916,363.37,-75.41016152911462,,8600,3.1286638,6599.6924550533295,0.018565832,-44.29758,14.248037,98.584946
52.17656,24.14854,196.46329,19.536402,87,0.94597167,2527700,51639.86,100,1.9646329,[-0.343 -0.397 -0.108 -0.236 -0.465],6.8006634e-06,-1.9836425e-06,1.9165695,0.026338466,2.6338456,-1.1734995,0.00068006635,100.0,22.630878,1.7851251,410.01,-60.28508807498826,,8700,15.671976,6668.038039445877,0.19536403,-35.204926,11.857349,98.70593
1.8703909,2.1770368,5.468439,1.0232897,88,0.9469438,2563519,340.29956,100,0.05468439,[-0.346 -0.368 -0.118 -0.226 -0.473],0.0013583371,1.1444092e-06,53.46476,0.011029559,1.1029559,-1.4635421,0.13583371,100.0,27.87955,53.741558,358.19,-71.33481571456868,,8800,0.17546248,6726.041244983673,0.010232897,-43.906292,14.072435,98.6017
1.4654524,1.6106749,4.9299064,0.6673299,89,0.9434389,2596603,439.60443,100,0.04929906,[-0.352 -0.348 -0.117 -0.217 -0.472],0.0024046495,7.4386594e-07,68.23831,0.010239447,1.0239447,-1.3336699,0.24046496,100.0,36.812458,70.18799,330.84,-78.3970943852886,,8900,-0.0038118362,6780.693269968033,0.0066732992,-40.010117,16.353039,98.52608
1017.8228,129.2915,844.38727,83.97738,90,0.9420633,2634641,1611232.1,100,8.443872,[-0.357 -0.343 -0.114 -0.21  -0.475],1.1006736e-06,1.8692017e-06,0.09824893,0.089888595,8.988862,-1.5656475,0.00011006736,100.0,31.840614,1.132758,380.38,-66.28052132686872,,9000,79.34207,6843.652849674225,0.8397737,-46.969475,14.033401,98.651505
100.02111,31.815056,133.28712,13.391559,91,0.9450543,2670926,101553.02,100,1.3328712,[-0.348 -0.318 -0.089 -0.209 -0.477],1.565816e-05,-2.0599366e-06,0.99978894,0.02134864,2.1348639,-1.2008317,0.001565816,100.0,24.270435,2.4784424,362.85,-65.98939520336413,,9100,19.805492,6903.867098808289,0.13391556,-36.024887,13.47045,98.63628
7006.4927,283.18954,1934.1918,192.41452,92,0.92871237,2710168,7988418.0,100,19.341917,[-0.344 -0.324 -0.071 -0.214 -0.474],2.810541e-07,-1.6593933e-06,0.014272477,0.19749269,19.749273,-1.0572532,2.810541e-05,100.0,24.913357,1.0424981,392.42,-64.29634846412321,,9200,194.6925,6968.17497420311,1.924145,-31.717554,10.758058,98.6723
4.923922,3.5107489,21.542595,2.1908526,93,0.924806,2757340,885.8216,100,0.21542594,[-0.346 -0.315 -0.063 -0.188 -0.49 ],0.00018214417,-2.1743774e-06,20.309013,0.008866811,0.8866811,-0.9642336,0.018214418,100.0,28.92695,14.074433,471.72,-58.25177934154865,,9300,1.3711271,7046.709966182709,0.021908524,-27.72989,11.728162,98.75302
5.6184535,3.3042386,20.638676,2.4357636,94,0.91887563,2805641,702.3502,100,0.20638674,[-0.338 -0.309 -0.053 -0.193 -0.494],6.820233e-05,1.5640259e-06,17.798492,0.011065667,1.1065668,-0.948786,0.006820233,100.0,28.006226,17.107946,483.01,-51.67712291566388,,9400,1.0553012,7125.00480222702,0.024357634,-28.463625,10.620173,98.786026
9.519369,7.035123,45.40992,4.759684,95,0.9130846,2850532,1810.3773,100,0.45409918,[-0.345 -0.301 -0.049 -0.198 -0.5  ],4.545764e-05,-1.3923645e-06,10.504898,0.016797531,1.6797531,-1.0625917,0.004545764,100.0,20.653896,11.075335,448.91,-51.053731619146376,,9500,3.756663,7197.383066654205,0.04759684,-31.877705,10.834219,98.77254
1.9840394,2.1112638,7.086801,1.0730958,96,0.9199395,2895009,232.9734,100,0.07086801,[-0.365 -0.311 -0.053 -0.211 -0.506],0.0016190597,-2.670288e-06,50.402225,0.011306504,1.1306504,-1.3518355,0.16190597,100.0,26.194958,52.609894,444.77,-39.91412819709708,,9600,0.20712674,7269.373827934265,0.010730958,-40.55499,12.979583,98.82051
224.06813,72.6222,313.22165,31.452793,97,0.9068912,2940104,497969.84,100,3.1322165,[-0.367 -0.31  -0.047 -0.212 -0.499],1.143909e-05,-1.0681152e-06,0.44629282,0.04061973,4.061973,-1.4948984,0.001143909,100.0,25.476147,1.640484,450.95,-42.07353426025926,,9700,50.24523,7332.088998794556,0.31452793,-44.846905,13.198437,98.8134
6.410043,6.7875915,22.616291,2.8133624,98,0.8977993,2986934,2644.9692,100,0.22616291,[-0.38  -0.266 -0.042 -0.199 -0.512],0.00014173848,-1.3732911e-06,15.60052,0.012251887,1.2251885,-1.4378834,0.014173848,100.0,21.01299,15.941715,468.3,-21.99024727771114,,9800,3.1471536,7395.027950048447,0.028133623,-43.13645,12.104677,98.90608
34.496593,15.495358,104.985916,11.04046,99,0.90165526,3032584,14241.017,100,1.0498592,[-0.374 -0.248 -0.034 -0.193 -0.521],1.4477239e-05,-1.1444092e-06,2.8988369,0.021628028,2.162803,-1.4479562,0.001447724,100.0,23.61558,3.6957698,456.5,-28.454138977515385,,9900,6.9909678,7456.057582378387,0.1104046,-43.43865,12.192342,98.875336
9.658839,5.9402256,31.513472,4.658335,100,0.9153841,3078540,2359.3203,100,0.3151347,[-0.372 -0.227 -0.043 -0.179 -0.517],8.8524386e-05,-1.4686584e-06,10.353211,0.016858066,1.6858069,-1.0774577,0.008852439,100.0,31.513077,11.57991,459.56,-28.772251155261948,,10000,2.591634,7517.714112520218,0.046583347,-32.323692,12.15118,98.87479
1.0806836,0.21488881,2.5146701,0.30124423,101,0.91594493,3121189,152.81621,100,0.0251467,[-0.367 -0.222 -0.046 -0.187 -0.503],0.0047841906,-3.0517577e-07,92.53402,0.01000317,1.000317,-1.6068586,0.47841907,100.0,24.09491,91.68503,426.49,-31.099420700810025,,10100,-1.4555355,7574.5118498802185,0.0030124423,-48.20574,12.664647,98.85416
50459.07,4853.686,21351.959,2124.4692,102,0.88576347,3162971,2356829700.0,100,213.51959,[-0.372 -0.223 -0.046 -0.188 -0.503],1.0107927e-09,1.6403199e-06,0.0019818041,2.1375816,213.75818,-1.2401937,1.01079266e-07,100.0,22.736595,1.0022361,417.82,-23.442008365940772,,10200,4575.0996,7630.49084687233,21.244694,-37.205864,13.318962,98.88779
12.190359,15.656931,95.89139,12.2694845,103,0.85909116,3205889,10698.686,100,0.95891386,[-0.331 -0.263 -0.026 -0.209 -0.533],2.2008926e-05,1.335144e-06,8.203204,0.024886966,2.4886963,-1.6261377,0.0022008927,100.0,26.67537,3.9516733,429.18,-31.33771802195309,,10300,9.979317,7689.80179142952,0.122694835,-48.784172,13.633953,98.85396
36.86844,17.319834,105.599304,10.581252,104,0.8529086,3249013,40814.758,100,1.055993,[-0.336 -0.287 -0.025 -0.218 -0.56 ],1.6844562e-05,-3.4332277e-07,2.712347,0.019528542,1.9528545,-1.3964424,0.0016844562,100.0,19.995363,3.2939665,431.24,-34.08496056681668,,10400,8.840722,7749.308870077133,0.10581253,-41.89327,11.911416,98.84192
1.9525769,1.7046943,4.4465156,0.84803927,105,0.85749304,3289632,248.205,100,0.044465154,[-0.351 -0.276 -0.021 -0.225 -0.566],0.0009187849,3.2424927e-07,51.214375,0.009923089,0.99230886,-1.3435438,0.09187849,100.0,26.507504,57.791378,406.19,-39.930743996862375,,10500,-0.17270231,7803.447702407837,0.008480393,-40.306324,13.538844,98.80339
118.31488,134.2516,1030.7694,102.50687,106,0.8466608,3331382,1694780.0,100,10.3076935,[-0.35  -0.275 -0.023 -0.218 -0.561],3.6888554e-07,-4.5776366e-07,0.8452022,0.1121175,11.21175,-1.3671393,3.6888556e-05,100.0,26.54469,1.18216,417.5,-30.300384607660863,,10600,119.38087,7857.986846208572,1.0250685,-41.01417,12.704489,98.85484
52.45291,17.01777,112.31536,11.40284,107,0.84865063,3377025,20708.719,100,1.1231536,[-0.399 -0.276 -0.029 -0.223 -0.572],4.9094906e-06,-6.008148e-07,1.9064718,0.021779932,2.1779935,-1.0495279,0.0004909491,100.0,19.221464,3.5198572,456.43,-19.078621372190863,,10700,9.416633,7921.065144062042,0.11402842,-31.485825,11.100869,98.9164
1.0917294,0.44302773,2.006993,0.291982,108,0.84763396,3424578,114.15178,100,0.02006993,[-0.399 -0.274 -0.017 -0.227 -0.57 ],0.005537157,8.392334e-07,91.597786,0.010366163,1.0366163,-1.6495671,0.5537157,100.0,17.462807,92.649445,475.53,-7.078048905115718,,10800,-1.2805374,7985.03111743927,0.00291982,-49.487038,10.986548,98.97023
3.1508338,4.145974,17.409334,1.9109278,109,0.8593005,3470946,1146.9968,100,0.17409334,[-0.404 -0.272 -0.017 -0.226 -0.571],0.0002386446,3.8146972e-08,31.73763,0.011110212,1.1110212,-1.5780411,0.023864461,100.0,28.468227,25.263298,463.68,-13.144613885216254,,10900,1.3448584,8047.257752656937,0.019109275,-47.341232,11.878508,98.9433
36.75776,39.303677,349.9032,34.79462,110,0.8434643,3519906,130972.51,100,3.499032,[-0.42  -0.28  -0.019 -0.226 -0.56 ],2.2227168e-05,-1.5258789e-07,2.720514,0.040867228,4.086722,-1.0233365,0.0022227168,100.0,23.438751,1.360742,489.6,-9.470445228296535,,11000,33.099373,8114.793912410736,0.3479462,-30.700092,10.458665,98.96132
1.7461926,1.3558476,5.698944,0.921284,111,0.8426963,3568314,162.24406,100,0.05698944,[-0.407 -0.252 -0.022 -0.213 -0.575],0.0020195919,1.6021728e-06,57.267452,0.010940001,1.0940002,-1.9352865,0.2019592,100.0,21.432442,58.507828,484.08,-2.1228074545558457,,11100,-1.2015116,8182.012801170349,0.009212839,-58.058643,11.956745,98.99123
1.7082328,1.1295933,4.6072397,0.8177658,112,0.8397544,3616199,179.43224,100,0.046072397,[-0.407 -0.255 -0.02  -0.21  -0.576],0.00062521757,-1.5258789e-07,58.54003,0.010667462,1.0667464,-0.8796854,0.062521756,100.0,18.562843,62.985275,478.85,-10.566051463681688,,11200,-0.020149589,8244.705842494965,0.008177657,-26.390549,10.262745,98.95587
21.517885,11.5012455,73.6599,8.988296,113,0.8377963,3663542,7535.096,100,0.73659897,[-0.411 -0.26  -0.019 -0.217 -0.579],7.368729e-05,4.5776366e-07,4.647297,0.019163523,1.9163524,-1.4031471,0.007368729,100.0,23.519835,4.3480062,473.43,-3.9321315399920036,,11300,4.992413,8310.944221019745,0.08988295,-42.09442,11.000558,98.98338
2000.6536,122.86645,969.6905,96.46341,114,0.83301234,3712941,1420295.8,100,9.696905,[-0.405 -0.252 -0.024 -0.202 -0.581],4.2833506e-08,-2.8610229e-08,0.049983665,0.1044539,10.445392,-0.8090312,4.283351e-06,100.0,19.949162,1.1589421,493.99,-6.681314652673879,,11400,86.679565,8376.22132062912,0.96463406,-24.270935,9.609868,98.972946
26539.533,594.8768,4491.8667,446.90826,115,0.8427916,3755121,35692876.0,100,44.918667,[-0.395 -0.258 -0.031 -0.222 -0.586],2.7737178e-07,-1.5830993e-06,0.0037679637,0.4519781,45.1978,-1.2437332,2.773718e-05,100.0,21.761103,1.0124607,421.8,-26.393444995189064,,11500,392.261,8433.731682777405,4.469083,-37.311943,12.14307,98.87485
2.2450907,2.6136093,4.6616163,0.97896206,116,0.83817697,3800050,178.70708,100,0.046616163,[-0.406 -0.24  -0.017 -0.219 -0.576],0.0013202071,1.3732911e-06,44.54163,0.011251242,1.1251241,-1.5160016,0.13202071,100.0,20.596708,56.91323,449.29,-10.77246213799964,,11600,0.34208727,8494.761875391006,0.00978962,-45.480087,11.664376,98.95204
1.3851013,0.6657548,3.0458786,0.5239599,117,0.8375849,3846168,153.63623,100,0.030458786,[-0.407 -0.245 -0.013 -0.218 -0.581],0.002446922,7.6293944e-08,72.196884,0.009949642,0.9949643,-1.2741351,0.2446922,100.0,22.523705,78.28891,461.18,-4.57205269725176,,11700,-0.833779,8557.175256729126,0.0052395985,-38.224052,11.637096,98.98018
1.5985641,1.5631378,4.3399487,0.7701693,118,0.82919234,3891548,207.25908,100,0.043399487,[-0.405 -0.247 -0.015 -0.215 -0.581],0.00093102764,-3.0517577e-07,62.556137,0.009818801,0.9818802,-0.973317,0.09310277,100.0,25.462307,61.909714,453.8,-15.155825189094179,,11800,0.3325312,8618.029848098755,0.0077016926,-29.199503,10.878074,98.93321
7.6143384,5.7799234,13.790136,2.295611,119,0.8290955,3937617,1426.2401,100,0.13790137,[-0.411 -0.251 -0.014 -0.221 -0.59 ],0.00015366144,5.7220458e-08,13.133118,0.011186558,1.1186558,-1.666295,0.0153661445,100.0,28.81439,19.189522,460.69,-4.335880244560183,,11900,1.1819339,8680.27651309967,0.02295611,-49.98885,11.940774,98.98117
148.60423,26.640568,178.33696,17.829454,120,0.8319397,3986558,60023.14,100,1.7833695,[-0.409 -0.257 -0.007 -0.218 -0.59 ],2.4185704e-06,-5.340576e-07,0.67292833,0.024468258,2.446826,-1.0410053,0.00024185705,100.0,25.932018,1.8485312,489.41,-2.7170684908136797,,12000,13.950375,8743.884104013443,0.17829454,-31.230137,8.59157,98.98889
1391.0375,160.53807,1197.4474,119.09327,121,0.79599303,4030331,2665458.8,100,11.974474,[-0.409 -0.242 -0.018 -0.218 -0.587],2.0146818e-08,9.536743e-07,0.07188879,0.12592967,12.592969,-1.7878695,2.0146817e-06,100.0,22.818264,1.1057398,437.73,-16.234270125382565,,12100,93.85655,8802.385533332825,1.1909325,-53.636116,14.64616,98.92583
2.229943,1.8389337,6.268076,1.1702615,122,0.8027332,4076290,149.15302,100,0.06268076,[-0.399 -0.242 -0.029 -0.206 -0.623],0.0014720599,1.0681152e-06,44.844196,0.011151369,1.1151369,-1.444792,0.147206,100.0,17.952974,47.58938,459.59,-17.89467763958003,,12200,-0.31857467,8863.548798799515,0.011702615,-43.34379,11.643587,98.922134
275.3993,35.178265,454.69766,45.24481,123,0.7904376,4123798,146018.73,100,4.5469766,[-0.4   -0.247 -0.025 -0.206 -0.616],1.0687518e-07,-5.340576e-07,0.36310914,0.053671204,5.3671203,-1.150786,1.0687518e-05,100.0,29.997158,1.3876392,475.08,-7.296957413806991,,12300,16.0808,8926.764798879623,0.45244804,-34.523563,11.328333,98.969284
68.08365,18.071892,192.18375,21.81784,124,0.79402125,4163998,32113.871,100,1.9218374,[-0.392 -0.243 -0.025 -0.221 -0.628],4.328177e-05,7.6293944e-08,1.4687815,0.035878878,3.5878882,-1.6527615,0.004328177,100.0,28.6427,2.633089,402.0,-27.496180019639954,,12400,4.434493,8980.42987537384,0.21817842,-49.58284,15.549754,98.863205
1.7750049,0.88359076,3.5210829,0.7020487,125,0.79580414,4212163,122.70662,100,0.03521083,[-0.395 -0.241 -0.018 -0.209 -0.625],0.0006460482,3.0517577e-07,56.337875,0.009372524,0.9372524,-1.0121043,0.064604826,100.0,24.827068,64.058395,481.65,2.5488809090897697,,12500,-0.4648294,9043.558995008469,0.0070204875,-30.36314,9.834381,99.01059
90.51813,28.416672,250.6416,24.957922,126,0.79386353,4259484,67585.3,100,2.5064158,[-0.395 -0.248 -0.015 -0.216 -0.623],1.963295e-06,-1.1825562e-06,1.1047511,0.034239117,3.4239123,-0.97182167,0.00019632952,100.0,21.850857,1.8472712,473.21,-3.0305543419042227,,12600,19.170673,9106.190085887909,0.24957922,-29.154613,10.325791,98.9872
5.911478,4.163627,25.801214,2.710591,127,0.7903618,4309484,806.637,100,0.25801215,[-0.435 -0.255 -0.019 -0.216 -0.625],8.448281e-05,-4.959106e-07,16.916243,0.010922782,1.0922781,-0.8774688,0.008448281,1.0,23.216534,13.969781,500.0,-1.0327101710161641,,12700,2.030192,9171.72028207779,0.027105907,-26.324047,9.053361,0.0041308403
1.8357376,1.3040198,4.595982,0.979355,128,0.8018564,4357291,159.28151,100,0.04595982,[-0.433 -0.245 -0.025 -0.21  -0.629],0.0011546693,5.340576e-07,54.47402,0.010369502,1.0369502,-1.4273629,0.11546694,100.0,17.998005,52.85414,478.07,-7.358158272145664,,12800,-0.6299062,9235.325315952301,0.00979355,-42.8209,11.414271,98.96922
3.1069565,2.009369,11.688641,1.8000091,129,0.80624956,4405256,225.66121,100,0.1168864,[-0.428 -0.24  -0.026 -0.205 -0.617],6.6901484e-05,-4.7683717e-08,32.185837,0.010909928,1.0909929,-1.2615894,0.0066901487,100.0,20.874683,26.866491,479.65,-9.152511207887917,,12900,-0.21437955,9299.176330327988,0.01800009,-37.847683,9.421082,98.96184
3.192495,2.2956176,10.825091,1.3673944,130,0.81963444,4454281,257.86703,100,0.10825091,[-0.428 -0.236 -0.02  -0.204 -0.613],0.0005148488,-1.14440915e-07,31.323462,0.010021771,1.0021771,-0.85593957,0.05148488,100.0,25.402485,34.944843,490.25,-2.52407576198693,,13000,0.76626325,9365.388988733292,0.013673945,-25.67818,10.436736,98.9897
11.534053,8.920941,48.47695,5.799489,131,0.80759275,4500941,3854.0012,100,0.4847695,[-0.418 -0.229 -0.023 -0.202 -0.599],0.000101087426,4.386902e-07,8.669979,0.018454159,1.845416,-1.5377802,0.010108743,100.0,16.557316,9.194366,466.6,-5.909878915213821,,13100,3.6983585,9426.699963569641,0.05799489,-46.133415,11.483478,98.97467
8376667.5,46030.93,330085.7,32843.09,132,0.7802481,4546180,211890730000.0,100,3300.8567,[-0.416 -0.245 -0.028 -0.215 -0.611],1.5006786e-09,7.6293944e-08,1.1937922e-05,33.010284,3301.0288,-1.6017888,1.5006786e-07,100.0,30.768848,1.0001042,452.39,-14.552385700405557,,13200,41394.957,9486.973240613937,328.43094,-48.05367,12.168417,98.93567
1.8315505,0.90558404,6.4401245,0.9223231,133,0.78181875,4592578,119.97491,100,0.06440125,[-0.464 -0.204 -0.027 -0.2   -0.639],0.0010204922,-2.479553e-07,54.59855,0.009557978,0.9557978,-1.2798834,0.102049224,100.0,19.303955,51.78178,463.98,-6.042875925732598,,13300,-0.82654303,9549.877634525299,0.009223231,-38.396492,10.287178,98.97395
2.4684477,2.5175438,6.4290295,1.0265878,134,0.7907072,4640667,418.3195,100,0.06429029,[-0.466 -0.208 -0.028 -0.197 -0.637],0.0013337486,-1.2207031e-06,40.51129,0.009553876,0.9553876,-1.672824,0.13337485,100.0,25.363035,46.412243,480.89,-0.5167861888053917,,13400,-0.11067724,9613.017689466476,0.010265878,-50.18468,11.816072,98.99785
778.46814,143.93294,1789.8656,178.04897,135,0.77677906,4687073,2145598.5,100,17.898655,[-0.449 -0.209 -0.026 -0.198 -0.628],1.4567344e-07,7.2479247e-07,0.12845741,0.1832828,18.328283,-1.475315,1.4567344e-05,100.0,21.932247,1.0485443,464.06,-5.4255098091218485,,13500,102.770096,9674.95736193657,1.7804899,-44.25946,12.503938,98.97662
76.79296,21.536789,343.84793,34.182068,136,0.7711522,4731806,33780.117,100,3.4384792,[-0.462 -0.194 -0.04  -0.187 -0.642],7.259799e-06,5.722046e-07,1.3022027,0.04243128,4.243128,-1.1096418,0.0007259799,100.0,22.084908,1.5175205,447.33,-14.316929408688624,,13600,11.812815,9734.945224285126,0.34182072,-33.289276,11.683588,98.93599
1.7666028,1.7407722,5.6589127,0.79592186,137,0.7738458,4780661,231.2308,100,0.056589127,[-0.449 -0.193 -0.034 -0.174 -0.648],0.001337358,6.4849854e-07,56.60582,0.009635944,0.9635944,-1.51165,0.1337358,100.0,19.195042,59.44369,488.55,0.9853308111441297,,13700,-0.26841712,9798.167114019394,0.007959219,-45.349514,11.821104,99.00403
3.8306627,3.5041494,7.873099,1.5993015,138,0.77061164,4828840,271.26498,100,0.078730986,[-0.445 -0.193 -0.036 -0.178 -0.645],0.0005792713,8.773804e-07,26.105143,0.010736201,1.07362,-0.91088116,0.05792713,100.0,21.660162,31.065441,481.79,-2.456106655313809,,13800,1.7213641,9862.212032318115,0.015993014,-27.326458,10.255817,98.98981
5.3801284,5.638502,15.376191,2.3891132,139,0.7393655,4876668,538.4029,100,0.15376191,[-0.449 -0.196 -0.031 -0.184 -0.648],0.00010397213,7.6293946e-07,18.586918,0.012275538,1.2275538,-1.486415,0.0103972135,100.0,20.09993,20.886219,478.28,-5.1496005384081185,,13900,2.190745,9925.466740131378,0.023891132,-44.592476,11.357137,98.97847
5.36697,5.172518,32.068584,3.864852,140,0.74218243,4923863,1756.9304,100,0.32068583,[-0.453 -0.199 -0.029 -0.191 -0.679],0.00028446395,4.386902e-07,18.632486,0.0141431065,1.4143108,-1.3655269,0.028446395,100.0,23.02108,11.809843,471.95,-3.868464979614869,,14000,2.0090384,9987.663813114166,0.03864852,-40.96582,10.845081,98.98361
11.320917,5.868833,33.91158,4.177158,141,0.7298484,4971870,2385.402,100,0.3391158,[-0.47  -0.203 -0.028 -0.196 -0.677],6.349231e-05,-5.531311e-07,8.833206,0.014821742,1.4821744,-1.2663515,0.006349231,100.0,22.212412,11.182421,480.07,-3.930158439188775,,14100,1.607997,10052.231183767319,0.04177158,-37.990524,10.150794,98.98363
8.3699465,3.970441,11.534458,1.9783119,142,0.7325308,5021503,402.2388,100,0.11534458,[-0.465 -0.204 -0.021 -0.191 -0.689],0.0002859005,-9.536743e-07,11.947508,0.011336161,1.133616,-0.67254305,0.02859005,100.0,19.732574,24.718863,496.33,1.2680389274262434,,14200,2.0247192,10118.1835231781,0.019783119,-20.176262,9.11298,99.00511
13.113285,8.435093,54.108116,5.8255134,143,0.7285418,5070789,2746.9937,100,0.54108113,[-0.473 -0.201 -0.015 -0.195 -0.686],1.5005128e-05,-3.4332277e-07,7.625854,0.0155330505,1.553305,-0.6984423,0.0015005128,100.0,17.618914,6.637685,492.86,-0.9760325620494728,,14300,5.905876,10183.264510393143,0.058255136,-20.953255,8.171918,98.99603
31.80581,14.200997,54.233368,9.172497,144,0.72751313,5118976,3968.3706,100,0.54233366,[-0.482 -0.206 -0.017 -0.206 -0.69 ],4.1707233e-05,7.6293944e-08,3.1440794,0.030338833,3.033884,-0.846285,0.0041707233,100.0,14.935746,9.861299,481.87,-2.6799006097310967,,14400,9.428232,10246.617898225784,0.09172498,-25.388556,9.167893,98.98888
1.3252397,0.98820484,2.9550989,0.5555785,145,0.72621,5163794,129.21988,100,0.029550988,[-0.471 -0.192 -0.011 -0.205 -0.691],0.0022225513,6.8664554e-07,75.458046,0.0094807455,0.9480745,-1.6147568,0.22225514,100.0,23.9822,74.437744,448.18,-11.708274288870856,,14500,-0.8706887,10306.741887807846,0.005555785,-48.442722,12.639207,98.947754
