EntropyCoefficient,InitialBound,StdIWNorm,EmpiricalD2,MinIWNorm,ReturnMeanIW,EpRewMean,InitialReturnMin,TimeElapsed,Bound,InitialReturnMean,ESSClassic,ReturnStepMaxmin,J_sample_variance,Iteration,InitialReturnMax,MeanEntropy,MaxIW,TimestepsSoFar,InitialReturnStd,Weights,MeanIW,StdIW,MeanIWNorm,ReturnStepMax,EpisodesSoFar,MaxIWNorm,MinIW,EpLenMean,ESSRenyi,EpThisIter
,-0.27385256,1.8626451e-09,1.0,0.01,-3.7252903e-09,-108.26295837220816,-4.692383,319.27021074295044,-0.27385256,,100.0,86.381485,7.8967957,30,8.215576,1.3836908,1.0,52388,2.796038,[ 0.716  0.844  0.651  0.258 -0.035],1.0,,0.010000002,100.0,3000,0.01,1.0,16.68,100.0,100
,-0.28522286,0.028743958,9.545856,9.7366894e-05,2.3183446,-108.10026204771623,-4.146446,329.4001088142395,1.4371244,-4.7302246e-06,13.046285,86.38399,552.38544,31,8.556541,1.4381677,27.149864,54053,2.7304058,[ 0.716  0.844  0.651  0.258 -0.035],1.1133864,2.8743956,0.011133863,100.0,3100,0.27149865,0.00973669,16.65,10.475749,100
,-0.26670712,0.012590655,2.394465,0.00010763456,0.7732457,-108.44736286437522,-3.921585,338.0624825954437,0.36053365,5.0354006e-06,40.418575,86.15706,22.918165,32,8.001366,1.3164066,9.58236,55692,2.7048771,[0.724 0.917 0.583 0.204 0.019],1.0370111,1.2590655,0.010370109,100.0,3200,0.0958236,0.010763456,16.39,41.76298,100
,-0.32259393,0.007563526,1.5548086,0.0015676529,0.472537,-107.87060505821938,-4.5623093,350.0647749900818,0.07028037,6.408691e-06,64.126686,86.65587,24.930176,33,9.678009,1.3154255,4.8378325,57389,3.0465403,[ 0.769  0.876  0.676  0.208 -0.103],1.011249,0.75635266,0.01011249,100.0,3300,0.048378322,0.1567653,16.97,64.3166,100
,-0.2938076,0.008943098,2.091797,0.0002146443,0.49811387,-107.97201892679864,-5.3127594,359.4801914691925,0.07317066,5.4931643e-06,57.406105,86.24274,16.66108,34,8.814392,1.3231734,4.701462,59033,2.6478686,[ 0.778  0.875  0.635  0.228 -0.104],1.0382295,0.8943098,0.010382295,100.0,3400,0.047014616,0.02146443,16.44,47.805782,100
,-0.4077393,0.033212863,14.967874,2.6535192e-05,3.7415457,-108.48505476568296,-4.22229,369.719114780426,2.1640573,3.2806397e-06,11.110946,86.47603,1688.1993,35,12.232277,1.3144568,33.493713,60718,3.0732207,[ 0.781  0.899  0.6    0.173 -0.096],1.1742421,3.3212864,0.0117424205,100.0,3500,0.33493713,0.0026535192,16.85,6.680976,100
,-0.25504684,0.019810136,4.5055842,0.0007370644,1.4976944,-108.2227930485813,-4.393341,380.0627281665802,0.956327,-1.9836425e-06,30.527111,86.19292,151.54884,36,7.6513443,1.4033881,16.10993,62356,2.881565,[ 0.785  0.844  0.697  0.21  -0.104],1.3131752,1.9810138,0.013131751,100.0,3600,0.1610993,0.07370644,16.38,22.19468,100
,-0.24870905,0.060124017,16.210312,0.00019362824,3.7956848,-108.87851394364428,-3.9364243,392.10112857818604,2.794309,5.645752e-06,5.082424,86.599945,1217.2633,37,7.461441,1.53141,60.711548,64061,2.5488315,[ 0.792  0.768  0.765  0.192 -0.016],1.391266,6.0124016,0.013912661,100.0,3700,0.60711545,0.019362824,17.05,6.168913,100
,-0.3341904,0.0060996115,1.4381601,0.002143709,0.29796234,-108.50123938792609,-4.322258,403.0979759693146,-0.10280284,-5.8746336e-06,72.21998,86.515915,17.040703,38,10.025536,1.519574,3.9600186,65750,2.8100824,[0.697 0.789 0.674 0.14  0.113],0.983478,0.60996115,0.009834779,100.0,3800,0.039600186,0.2143709,16.89,69.53329,100
,-0.23241487,0.20482491,324.8536,1.3361633e-06,9.484679,-108.13337072660273,-4.713997,412.70140385627747,5.2957153,-6.1035155e-07,1.5473915,86.52249,10283.56,39,6.9724274,1.4629016,206.18217,67436,2.740611,[0.701 0.779 0.64  0.166 0.101],2.5678475,20.482492,0.025678478,100.0,3900,2.0618217,0.00013361634,16.86,0.30783096,100
,-0.24713156,0.09010688,22.374458,4.7559322e-08,4.1306353,-108.61025649863952,-3.9724045,421.22401118278503,2.961657,1.0681152e-06,2.8807688,86.54744,1097.176,40,7.4139786,1.1084697,88.97773,69129,2.6194668,[0.678 0.682 0.677 0.281 0.044],1.5518851,9.010687,0.015518852,100.0,4000,0.8897773,4.7559324e-06,16.93,4.469382,100
,-0.22182396,0.012243846,2.4148831,3.8581773e-05,0.65313375,-107.73625062932818,-4.475807,431.22705936431885,0.3084372,-9.994506e-06,43.223625,86.211624,21.975044,41,6.654419,0.9733811,6.983734,70767,2.6045423,[ 0.613  0.681  0.682  0.217 -0.31 ],1.0683035,1.2243847,0.010683035,100.0,4100,0.06983734,0.0038581772,16.38,41.40987,100
,-0.2401691,0.65654194,410.19952,7.19935e-07,19.52285,-107.99887875342483,-4.643753,440.8209960460663,14.658527,4.272461e-06,1.4346299,86.615776,24459.412,42,7.2052,0.9616593,657.2615,72463,2.8986363,[ 0.597  0.649  0.735  0.2   -0.446],7.9208217,65.65418,0.079208225,100.0,4200,6.5726147,7.19935e-05,16.96,0.2437838,100
,-0.25952566,0.021637892,4.0857415,0.000121647594,0.5678812,-108.08107619796037,-3.9184418,451.1422576904297,0.043309927,-6.713867e-06,20.681252,85.91806,18.73037,43,7.785568,0.98663306,19.902264,74069,2.553096,[ 0.585  0.594  0.859  0.156 -0.457],1.1048808,2.163789,0.011048808,100.0,4300,0.19902264,0.012164759,16.06,24.47536,100
,-0.2790351,0.01620715,3.5845346,0.0001004055,0.9805604,-107.79543418196188,-3.6841888,459.5542232990265,0.45226675,7.6293944e-08,31.381994,86.08203,67.48363,44,8.371056,0.9401092,10.820909,75691,2.9621365,[ 0.596  0.601  0.909  0.218 -0.432],1.0960436,1.6207149,0.0109604355,100.0,4400,0.10820908,0.0100405505,16.22,27.897625,100
,-0.2492634,0.060905818,31.914482,9.815681e-06,5.2828283,-108.04050468276398,-4.194687,471.1455647945404,3.874685,-3.2043456e-06,9.987004,86.347435,793.5789,45,7.477806,0.93287975,37.86567,77350,3.007097,[ 0.56   0.566  0.958  0.179 -0.479],2.0287278,6.0905814,0.020287277,100.0,4500,0.3786567,0.0009815681,16.59,3.1333737,100
,-0.24154094,0.0034164283,1.1589744,0.0047519323,0.07423141,-108.05152788751931,-3.8996124,481.6819224357605,-0.18579602,-4.653931e-06,88.53862,86.20517,7.2980833,46,7.246086,0.9307498,1.9670159,78993,2.846708,[ 0.556  0.609  0.932  0.123 -0.486],0.9495565,0.34164283,0.009495566,100.0,4600,0.019670159,0.47519326,16.43,86.28318,100
,-0.31880188,1.5222987e-06,1.0,0.009995868,4.1836873e-05,-108.47286143147969,-3.310089,490.6824162006378,-0.31875953,-5.340576e-07,100.0,85.974335,6.891874,47,9.564041,0.930749,1.0003963,80611,2.6119626,[ 0.562  0.617  0.938  0.117 -0.488],1.0000137,0.00015222954,0.010000136,100.0,4700,0.010003963,0.9995869,16.18,100.0,100
,-0.19259611,0.004418903,1.2237653,0.0024079725,0.097978525,-108.20981112585801,-3.4767761,498.246164560318,-0.1150809,1.9073486e-06,85.03412,85.9063,7.0835505,48,5.777939,0.9234816,2.8264594,82215,2.361328,[ 0.562  0.617  0.938  0.117 -0.488],1.0533193,0.44189027,0.010533193,100.0,4800,0.028264593,0.24079725,16.04,81.71502,100
,-0.2631023,1.1185844,6230.7715,3.4549416e-07,59.107822,-108.36618584338417,-3.98703,506.9377975463867,38.339363,5.264282e-06,1.0936636,86.26899,341981.28,49,7.8932266,0.8974609,1124.5625,83870,2.6915383,[ 0.569  0.62   0.936  0.144 -0.496],11.762473,111.85845,0.117624715,100.0,4900,11.245625,3.4549415e-05,16.55,0.016049378,100
,-0.19141302,1.8626451e-09,1.0,0.01,3.4049153e-06,-107.76440594006415,-3.8319168,516.7075810432434,-0.19141302,3.3569336e-06,100.0,85.68022,4.83362,50,5.7424927,0.8974609,1.0,85441,2.1875293,[ 0.489  0.522  0.928  0.129 -0.521],1.0,,0.010000002,100.0,5000,0.01,1.0,15.71,100.0,100
,-0.23820715,0.022238137,6.849054,0.00050830335,1.4761335,-107.66441767859804,-4.2744446,525.3937430381775,0.85270786,8.010864e-06,23.637196,85.83262,51.400795,51,7.146454,0.955413,13.88117,87035,2.8449905,[ 0.489  0.522  0.928  0.129 -0.521],1.2372444,2.2238138,0.012372443,100.0,5100,0.1388117,0.05083034,15.94,14.600556,100
,-0.2705196,0.0036222262,1.264057,0.0034341163,0.1510736,-108.10867455899432,-4.649269,536.2407350540161,-0.15307027,-1.9073486e-06,87.29624,86.46336,7.493979,52,8.115532,0.9557369,2.175171,88708,2.6718102,[ 0.465  0.487  0.91   0.125 -0.463],0.9495264,0.36222264,0.009495264,100.0,5200,0.02175171,0.34341162,16.73,79.11035,100
,-0.25741145,1.231188e-07,1.0,0.00999972,-7.4394047e-06,-107.8457695373905,-4.6706467,544.8373892307281,-0.25740975,-9.155274e-06,100.0,86.25162,8.665573,53,7.722069,0.9557369,1.0000362,90354,2.9289749,[ 0.459  0.474  0.906  0.131 -0.463],0.9999995,1.23142145e-05,0.009999996,100.0,5300,0.010000362,0.99997205,16.46,100.0,100
,-0.18378827,5.6284483e-07,1.0,0.009998436,2.1517277e-05,-108.25685131942397,-4.021652,551.4197504520416,-0.18377392,7.171631e-06,100.00002,86.25518,6.0473332,54,5.5138626,0.9557369,1.0001469,92002,2.4468048,[ 0.459  0.474  0.906  0.131 -0.463],0.9999931,5.628739e-05,0.009999929,100.0,5400,0.0100014685,0.9998436,16.48,100.0,100
,-0.24996532,0.93924356,1738.2933,5.351385e-12,70.50715,-108.38075431390885,-4.099037,560.7000696659088,60.085423,-9.155273e-07,1.1456854,86.26559,501719.44,55,7.498932,0.7656499,944.5044,93658,2.5604086,[ 0.459  0.474  0.906  0.131 -0.463],10.111442,93.924355,0.10111442,100.0,5500,9.445044,5.3513854e-10,16.56,0.05752769,100
,-0.28235012,1.8626451e-09,1.0,0.01,3.0845404e-06,-107.73274319746837,-4.2512054,571.3381822109222,-0.28235012,3.0517579e-06,100.0,86.16677,9.563633,56,8.470596,0.7656499,1.0,95293,3.0770109,[ 0.642  0.369  1.091  0.161 -0.653],1.0,,0.010000002,100.0,5600,0.01,1.0,16.35,100.0,100
,-0.3294509,0.007664101,1.6579194,0.0017206484,0.4073376,-108.71348714194102,-3.362053,578.0777339935303,-0.016863912,-1.5258789e-07,67.880226,85.89541,17.56277,57,9.883522,0.7831836,4.005881,96909,2.6418965,[ 0.642  0.369  1.091  0.161 -0.653],1.1141578,0.7664101,0.01114158,100.0,5700,0.040058807,0.17206484,16.16,60.316563,100
,-0.29300016,0.005538272,1.3400261,0.0017333959,0.13772348,-108.30861533848909,-3.6052933,586.993588924408,-0.20144626,-4.9591063e-06,77.270615,85.99861,9.504723,58,8.789856,0.78189564,3.8209193,98530,2.738482,[ 0.651  0.371  1.048  0.138 -0.636],1.0211456,0.5538272,0.010211455,100.0,5800,0.038209192,0.17333959,16.21,74.62541,100
,-0.25081295,4.407823e-09,1.0,0.009999989,-2.7753413e-06,-107.83483858196358,-4.175209,596.6543211936951,-0.25081277,-2.9754638e-06,99.99998,86.019455,8.929457,59,7.5242996,0.78189564,1.0000017,100147,2.9732406,[ 0.653  0.379  1.051  0.122 -0.637],1.0,4.0832444e-07,0.010000002,100.0,5900,0.010000017,0.9999989,16.17,100.0,100
,-0.26565737,2.7179478e-06,1.0000001,0.009992806,7.918477e-05,-107.72508606383161,-4.1228943,603.8754994869232,-0.26558018,1.9073486e-06,99.99998,86.12164,8.790613,60,7.96978,0.7818989,1.0009282,101774,2.950048,[ 0.653  0.379  1.051  0.122 -0.637],0.9999997,0.00027179407,0.009999997,100.0,6000,0.010009281,0.9992807,16.27,99.999985,100
,-0.28421608,1.8626451e-09,1.0,0.01,-1.424551e-05,-107.95538853961088,-4.3730545,610.8139395713806,-0.28421608,-1.4190674e-05,100.0,86.227196,8.922185,61,8.526054,0.7818989,1.0,103417,2.9720302,[ 0.653  0.379  1.051  0.122 -0.637],1.0,,0.010000002,100.0,6100,0.01,1.0,16.43,100.0,100
,-0.24226995,4.696802e-07,0.99999803,0.009998186,1.7225742e-05,-107.9620005516891,-4.197975,619.7544836997986,-0.24225804,5.569458e-06,99.999985,86.17946,6.8169465,62,7.268265,0.7818989,1.0001098,105051,2.5978086,[ 0.653  0.379  1.051  0.122 -0.637],1.0000004,4.6968464e-05,0.010000003,100.0,6200,0.010001098,0.9998186,16.34,100.0002,100
,-0.24656263,0.022643412,6.579143,5.7730133e-05,1.6052258,-107.85378858415504,-3.8148193,625.0202851295471,0.97280097,-1.6784668e-06,22.869228,85.84195,225.61711,63,7.3968277,0.75057673,18.8701,106643,2.566309,[ 0.653  0.379  1.051  0.122 -0.637],1.2329738,2.2643416,0.012329739,100.0,6300,0.18870099,0.0057730135,15.92,15.199548,100
,-0.23747297,1.945506e-08,1.0,0.009999959,1.0579824e-06,-107.97592882253288,-3.6144104,635.5693452358246,-0.23747225,3.8146973e-07,100.0,85.78708,5.436971,64,7.124199,0.75057673,1.000006,108232,2.3200438,[ 0.684  0.414  0.997  0.161 -0.668],1.0,1.9405775e-06,0.01,100.0,6400,0.010000059,0.99999595,15.89,100.0,100
,-0.24919038,8.7819103e-07,1.0,0.0099981185,1.321733e-05,-107.93405952442568,-4.0235825,643.2937614917755,-0.24916765,-9.536743e-06,99.99998,86.12192,6.2938724,65,7.4754257,0.75057673,1.0002211,109861,2.4961815,[ 0.684  0.414  0.997  0.161 -0.668],1.0000035,8.78197e-05,0.010000036,100.0,6500,0.010002211,0.9998119,16.29,100.0,100
,-0.2433947,7.7634166e-07,1.0,0.009997841,2.130121e-05,-108.01527717129055,-4.016472,648.8491370677948,-0.24337447,1.0681152e-06,99.99998,85.751076,5.8016276,66,7.3018723,0.75057673,1.00017,111446,2.396603,[ 0.684  0.414  0.997  0.161 -0.668],0.9999939,7.763681e-05,0.009999939,100.0,6600,0.010001699,0.9997841,15.85,100.0,100
,-0.24842322,1.2392117e-07,1.0,0.009999743,3.0845404e-06,-107.97327014146087,-3.7417831,657.2297585010529,-0.2484202,7.6293944e-08,100.0,85.70641,6.035297,67,7.4526978,0.75057673,1.0000314,113024,2.4443703,[ 0.684  0.414  0.997  0.161 -0.668],0.99999964,1.2389139e-05,0.009999996,100.0,6700,0.010000314,0.99997425,15.78,100.0,100
,-0.24423006,1.8626451e-09,1.0,0.01,-7.5399876e-06,-107.60093396070357,-4.3306427,662.4863955974579,-0.24423006,-7.5531007e-06,100.0,86.003975,7.1341953,68,7.3266754,0.75057673,1.0,114633,2.657603,[ 0.684  0.414  0.997  0.161 -0.668],1.0,,0.010000002,100.0,6800,0.01,1.0,16.09,100.0,100
,-0.26793164,0.034020178,8.20249,0.00075013516,2.7598443,-108.23356410628793,-3.8057861,670.5248243808746,1.9924586,1.04522705e-05,9.974949,86.226814,741.60785,69,8.038261,0.8831012,33.712994,116281,2.7725449,[ 0.684  0.414  0.997  0.161 -0.668],1.1324271,3.4020178,0.011324271,100.0,6900,0.33712992,0.07501352,16.48,12.191421,100
,-0.24991775,0.004011307,1.1670624,0.0041616852,0.10504382,-108.21508130998613,-4.228874,680.7376773357391,-0.16494521,1.1444092e-06,88.31887,86.30621,10.717205,70,7.497566,0.884838,2.2444875,117937,2.728165,[ 0.698  0.433  0.945  0.166 -0.536],1.1029866,0.40113065,0.011029866,100.0,7000,0.022444874,0.4161685,16.56,85.68522,100
,-0.25645223,0.0035481208,1.1331124,0.0029437952,0.15770413,-107.83296098649858,-4.054619,687.597793340683,-0.11528318,-3.0517577e-07,89.80235,86.17668,10.28412,71,7.6935577,0.88245016,2.5481236,119571,2.7176733,[ 0.696  0.426  0.934  0.17  -0.534],1.0529127,0.3548121,0.010529128,100.0,7100,0.025481235,0.29437953,16.34,88.252495,100
,-0.2838673,0.02022458,4.228034,0.0001803586,0.8978189,-108.21960008942123,-3.9336777,697.305370092392,0.3141303,-2.2125244e-06,26.877928,86.29494,78.098946,72,8.515953,0.87074476,14.86793,121228,2.8512683,[ 0.7    0.418  0.938  0.183 -0.537],1.2261769,2.022458,0.012261769,100.0,7200,0.1486793,0.01803586,16.57,23.651655,100
