EntropyCoefficient,InitialBound,StdIWNorm,EmpiricalD2,MinIWNorm,ReturnMeanIW,EpRewMean,InitialReturnMin,TimeElapsed,Bound,InitialReturnMean,ESSClassic,ReturnStepMaxmin,J_sample_variance,Iteration,InitialReturnMax,MeanEntropy,MaxIW,TimestepsSoFar,InitialReturnStd,Weights,MeanIW,StdIW,MeanIWNorm,ReturnStepMax,EpisodesSoFar,MaxIWNorm,MinIW,EpLenMean,ESSRenyi,EpThisIter
,-0.13432541,0.009648667,2.3372107,0.0013851281,0.22784103,-114.09164470450104,-3.0504456,5.124993324279785,0.022474676,6.866455e-06,55.166576,88.65788,4.8158793,1,4.0299683,1.4268373,5.2712364,2014,1.4360125,[0.865 0.619 0.341 0.65  0.   ],1.0702972,0.9648667,0.010702972,100.0,100,0.052712362,0.13851282,20.14,42.786045,100
,-0.15830669,0.028154502,8.018722,9.8314435e-05,1.0897869,-113.66358830938219,-2.9247131,14.708228588104248,0.64150596,-5.340576e-07,15.339931,87.97765,74.72788,2,4.7491837,1.4561936,22.071215,3971,1.6181585,[0.877 0.656 0.373 0.63  0.008],1.1984508,2.8154504,0.011984509,100.0,200,0.22071214,0.009831443,19.57,12.470816,100
,-0.27058554,0.00825081,2.4460993,0.00078839273,0.6938179,-112.04879026788423,-4.015854,26.58675765991211,0.27063045,-5.4931643e-06,55.77176,87.60129,24.225395,3,8.117401,1.4759017,6.756117,5859,2.1316729,[0.848 0.643 0.436 0.546 0.037],0.9265181,0.82508105,0.00926518,100.0,300,0.067561164,0.07883927,18.88,40.881416,100
,-0.256679,0.007740914,1.7137586,0.0013338476,0.22232531,-112.82946394983662,-4.009239,38.54538011550903,-0.113683775,-8.392334e-06,59.163063,88.165535,5.6022825,4,7.700119,1.4694167,5.8719325,7859,2.1333907,[0.829 0.632 0.505 0.523 0.057],0.931732,0.7740915,0.00931732,100.0,400,0.058719322,0.13338476,20.0,58.351276,100
,-0.20875087,1.8626451e-09,1.0,0.01,5.662441e-07,-111.2436366483013,-3.351982,50.47101330757141,-0.20875087,6.1035155e-07,100.0,87.669044,4.7073684,5,6.2625427,1.4694167,1.0,9748,2.1587715,[0.828 0.643 0.553 0.508 0.05 ],1.0,,0.010000002,100.0,500,0.01,1.0,18.89,100.0,100
,-0.19161199,1.8626451e-09,1.0,0.01,1.2725592e-05,-111.65271658082281,-4.3913116,61.082606077194214,-0.19161199,1.27410885e-05,100.0,87.98027,5.0549984,6,5.748741,1.4694167,1.0,11688,2.2370625,[0.828 0.643 0.553 0.508 0.05 ],1.0,,0.010000002,100.0,600,0.01,1.0,19.4,100.0,100
,-0.28294623,0.030789422,5.7222004,4.1188673e-06,2.268475,-110.96055435733697,-4.5975113,70.309739112854,1.591636,7.6293944e-08,16.059576,87.35395,187.79774,7,8.488388,1.3034769,23.866467,13524,2.2411432,[0.828 0.643 0.553 0.508 0.05 ],1.3467376,3.0789423,0.013467376,100.0,700,0.23866466,0.00041188675,18.36,17.475796,100
,-0.23471995,0.010644572,2.4111164,0.00018809935,0.6358026,-109.98144316281392,-5.423691,82.81938076019287,0.271322,8.31604e-06,48.62398,87.25028,19.162672,8,7.041847,1.1618371,5.443839,15336,2.6067138,[ 0.821  0.666  0.603  0.462 -0.116],1.0355552,1.0644572,0.010355551,100.0,800,0.05443839,0.018809935,18.12,41.474564,100
,-0.2382043,6.406779,32692.85,2.5639317e-09,318.2187,-108.89270646420844,-4.015732,96.43333053588867,275.14847,6.8664554e-07,1.0127484,86.57773,10168528.0,9,7.1461487,1.1056901,6439.465,17035,2.6278932,[ 0.818  0.64   0.623  0.418 -0.257],64.80386,640.678,0.6480385,100.0,900,64.394646,2.5639318e-07,16.99,0.0030587728,100
,-0.2421613,0.0064136833,1.6046788,0.0013297218,0.34964058,-109.74994548111624,-4.6248016,109.79648876190186,0.042883754,-2.5177003e-06,68.58376,86.769455,9.042321,10,7.264763,1.107697,3.2981565,18766,2.152656,[ 0.867  0.649  0.527  0.536 -0.313],0.94763505,0.64136827,0.00947635,100.0,1000,0.032981563,0.13297218,17.31,62.31777,100
,-0.23359229,0.0076032067,2.066455,0.0004506189,0.33014524,-109.44808866335511,-3.2273483,119.615793466568,-0.0056566894,6.3323973e-06,55.50544,86.672844,15.03553,11,7.0079575,1.099665,4.4714546,20488,2.1464403,[ 0.875  0.671  0.541  0.531 -0.311],0.8492022,0.7603206,0.008492022,100.0,1100,0.044714544,0.045061894,17.22,48.392056,100
,-0.18969151,0.011535706,3.100717,0.00096476,0.5176984,-109.32271926600828,-3.4137192,127.41360092163086,0.18365744,9.07898e-06,40.194332,86.54127,9.895197,12,5.691017,1.1220839,6.446084,22187,2.036144,[ 0.877  0.687  0.566  0.512 -0.319],0.9457045,1.1535708,0.009457043,100.0,1200,0.06446084,0.096476,16.99,32.250603,100
,-0.15699603,0.029944954,9.604376,7.044106e-06,1.205595,-109.74112457659871,-3.4922943,136.98120713233948,0.71903837,3.7384034e-06,15.7194,86.645515,129.48615,13,4.7099915,1.0373552,27.154253,23907,2.0571365,[ 0.914  0.734  0.544  0.519 -0.297],1.2932363,2.9944956,0.012932363,100.0,1300,0.27154252,0.0007044106,17.2,10.411921,100
,-0.18820713,0.0114987455,3.1107252,0.0006898121,0.7265615,-109.3730926399063,-4.071129,150.99424386024475,0.39460135,8.239746e-06,46.30974,86.712456,26.140858,14,5.6464615,1.0305791,7.3669863,25637,2.0570998,[ 0.87   0.68   0.605  0.531 -0.382],1.0679204,1.1498746,0.010679204,100.0,1400,0.07366986,0.068981215,17.3,32.146847,100
,-0.29927933,1.2205528e-07,1.0,0.009999721,7.76723e-06,-109.04380843805185,-4.2246704,162.58844256401062,-0.29927507,3.5095215e-06,100.000015,86.699905,6.6406083,15,8.978485,1.0305791,1.0000409,27356,2.564006,[ 0.849  0.65   0.611  0.466 -0.388],1.0000012,1.2203551e-05,0.010000011,100.0,1500,0.010000409,0.99997216,17.19,100.0,100
,-0.2292718,7.120325e-08,1.0,0.00999981,-2.6077032e-06,-108.2624680313741,-3.615631,173.06512761116028,-0.22926924,-5.1879883e-06,99.99997,86.16718,6.0380487,16,6.8779984,1.0305791,1.0000234,28996,2.4449167,[ 0.849  0.65   0.611  0.466 -0.388],1.0000012,7.1176883e-06,0.010000012,100.0,1600,0.010000234,0.999981,16.4,100.0,100
,-0.23353311,0.004552727,1.2162614,0.002004372,0.13766532,-108.73070678089462,-4.8322525,183.1327748298645,-0.119883075,-1.6784668e-06,83.18844,86.24602,6.420614,17,7.0059433,1.0263635,2.7732754,30643,2.3184175,[ 0.849  0.65   0.611  0.466 -0.388],1.0127422,0.45527267,0.010127421,100.0,1700,0.027732752,0.2004372,16.47,82.21917,100
,-0.24321198,0.3029015,414.31015,2.4611692e-05,22.04498,-108.5140445269198,-4.0420074,189.74606132507324,17.094522,-1.3732911e-06,1.649331,86.33925,49481.76,18,7.296318,1.1095916,304.78232,32310,2.557575,[ 0.86   0.666  0.62   0.478 -0.393],3.9225333,30.290146,0.03922533,100.0,1800,3.0478232,0.0024611694,16.67,0.24136508,100
,-0.26529086,0.0028539647,1.0613502,0.0047632293,0.054019094,-108.66431596196777,-5.589035,200.3500292301178,-0.21928895,5.340576e-07,92.809654,86.657394,10.434231,19,7.95874,1.1159815,2.4301438,34018,2.970675,[ 0.842  0.645  0.58   0.353 -0.309],1.025346,0.2853965,0.010253459,100.0,1900,0.024301438,0.47632295,17.08,94.219604,100
,-0.19962372,0.00359548,1.1562238,0.00427908,0.1333217,-109.00029308726816,-5.2466507,209.8809757232666,-0.081329554,1.5258789e-07,88.96227,86.47279,7.772224,20,5.988716,1.1269567,2.3900661,35706,2.466682,[ 0.845  0.646  0.579  0.369 -0.303],1.0207515,0.359548,0.010207515,100.0,2000,0.023900662,0.427908,16.88,86.48845,100
,-0.2902902,0.008469374,2.6867628,0.0006334703,0.5200887,-108.58954510680607,-5.0484924,218.7849521636963,0.04425332,6.4849855e-06,48.420906,86.237015,6.223459,21,8.7089,1.1455076,4.1267667,37355,2.4307537,[ 0.84   0.646  0.592  0.352 -0.292],0.8205988,0.84693736,0.0082059875,100.0,2100,0.041267667,0.063347034,16.49,37.219513,100
,-0.182475,3.5795637e-08,1.0,0.009999904,1.0281801e-05,-108.1352220916125,-4.2160416,228.00908875465393,-0.18247417,9.460449e-06,100.00002,86.24575,5.8204727,22,5.474533,1.1455076,1.000008,39000,2.4004703,[ 0.84   0.658  0.656  0.37  -0.273],1.0000011,3.5776145e-06,0.010000009,100.0,2200,0.01000008,0.9999904,16.45,100.0,100
,-0.31931412,0.014727154,2.4468517,0.00047790146,0.8577789,-108.81331892928674,-5.0603943,238.2264494895935,0.3582902,2.822876e-06,34.58374,86.16199,32.160866,23,9.579506,1.1906976,14.513388,40645,2.4733562,[ 0.84   0.658  0.656  0.37  -0.273],1.0708089,1.4727155,0.010708089,100.0,2300,0.14513387,0.047790147,16.45,40.868843,100
,-0.2429904,0.0314485,7.6200924,6.357056e-06,1.5089447,-108.4617181602544,-3.8370056,248.02474427223206,0.8382125,-1.121521e-05,12.838045,86.34916,183.08115,24,7.2893753,1.0920726,22.443104,42313,2.4780395,[ 0.838  0.618  0.711  0.379 -0.228],1.2069405,3.1448498,0.012069404,100.0,2400,0.22443104,0.0006357056,16.68,13.1232,100
,-0.2910339,0.04857178,21.00771,0.00014412074,4.4639864,-107.9753831184573,-4.24807,261.45580554008484,3.1300821,-5.569458e-06,6.114752,86.25835,1785.0588,25,8.73085,1.1565137,48.14499,43961,2.668209,[ 0.806  0.557  0.738  0.409 -0.327],1.2395806,4.857178,0.012395807,100.0,2500,0.48144987,0.014412075,16.48,4.760157,100
,-0.29612634,0.011787224,3.789248,0.00044883206,0.7763811,-108.94074701843991,-4.083008,273.34396290779114,0.19994634,-2.2888185e-06,44.27964,86.69601,64.31758,26,8.88372,1.1984465,7.8702803,45679,2.8274913,[ 0.852  0.637  0.667  0.421 -0.262],1.0507674,1.1787225,0.010507674,100.0,2600,0.0787028,0.044883206,17.18,26.390461,100
,-0.30263448,0.111536786,114.84421,3.721681e-05,8.245499,-108.14814093532117,-6.2752,284.3747811317444,5.0022774,2.5177003e-06,2.5203376,86.67434,6645.7,27,9.079109,1.3018042,112.12037,47380,3.148239,[ 0.822  0.598  0.676  0.357 -0.22 ],1.793455,11.153679,0.017934553,100.0,2700,1.1212037,0.0037216812,17.01,0.8707448,100
,-0.2914021,0.09138872,44.348526,1.11649415e-05,6.086136,-108.73198214835281,-3.773056,296.6161460876465,4.1455994,-7.019043e-06,5.5698056,86.33588,3574.5007,28,8.741852,1.3058966,85.91387,49046,2.6199481,[ 0.821  0.629  0.716  0.308 -0.117],2.21951,9.138872,0.0221951,100.0,2800,0.8591387,0.0011164942,16.66,2.2548664,100
,-0.2877219,0.14624289,89.28986,3.906425e-05,9.263274,-108.45924375631493,-4.1679306,307.3162877559662,6.54451,-1.6021728e-06,4.0929637,86.40846,5390.503,29,8.631607,1.3836908,111.93021,50720,2.786346,[ 0.797  0.689  0.66   0.199 -0.113],3.0211236,14.6242895,0.030211234,100.0,2900,1.119302,0.003906425,16.74,1.1199479,100
