EmpiricalD2,EpThisIter,InitialBound,InitialReturnMax,MeanIWNorm,MaxIWNorm,EpRewMean,EpisodesSoFar,Iteration,J_sample_variance,MeanIW,TimeElapsed,EntropyCoefficient,Weights,InitialReturnMin,MinIW,Bound,MinIWNorm,ReturnStepMax,StdIWNorm,ReturnMeanIW,TimestepsSoFar,EpLenMean,MeanEntropy,ReturnStepMaxmin,StdIW,InitialReturnStd,ESSClassic,ESSRenyi,InitialReturnMean,MaxIW
2.1069813,100,13.636594,12.306763,0.010292769,0.06956107,-107.7164208577093,100,1,14.17243,1.029277,4.497093915939331,9.900002,[-0.718  0.851  0.951 -0.346  0.   ],-5.334259,0.24789266,-0.88955164,0.0024789267,100.0,0.009189311,-0.29409122,1736,17.36,1.5299759,86.68869,0.91893107,3.4973137,55.64586,47.461266,-4.196167e-06,6.956107
4.9525294,100,14.351904,19.256195,0.009582987,0.17783687,-108.0515288051992,200,2,159.66064,0.9582988,13.449014902114868,9.799999,[-0.721  0.827  0.942 -0.357  0.111],-4.9094696,0.05296524,-0.34381974,0.0005296524,100.0,0.018568298,1.0846227,3477,17.41,1.6445221,86.89155,1.8568296,3.8994164,21.03308,20.191702,1.4190674e-05,17.783688
19.74003,100,15.310837,19.230812,0.018416218,0.93022704,-107.48268247855829,300,3,2509.6355,1.8416221,25.783591985702515,9.700001,[-0.747  0.779  0.92  -0.363  0.226],-5.135521,0.020797111,1.5008299,0.00020797111,100.0,0.09265342,4.3488975,5162,16.85,1.7062811,86.483315,9.265342,3.2979584,3.8005872,5.0658484,-9.918213e-07,93.022705
873.62225,100,15.545963,25.03003,0.040313564,3.6098483,-107.8385448961011,400,4,629515.7,4.0313563,38.53525519371033,9.599998,[-0.74   0.856  0.931 -0.413  0.287],-4.9519653,7.2125617e-06,54.903652,7.2125616e-08,100.0,0.3589674,79.564156,6913,17.51,1.5663576,86.68317,35.89674,4.290215,1.2455157,0.11446595,3.1280517e-06,360.98483
4415.9824,100,14.547201,9.9958725,0.2129736,20.327845,-108.73174275113314,500,5,300498.25,21.297361,52.18341064453125,9.5,[-0.827  0.711  0.85  -0.422  0.147],-4.465309,0.001711681,31.46404,1.711681e-05,100.0,2.0217156,53.60585,8654,17.41,1.6035631,86.873924,202.17155,3.0365229,1.0975356,0.022645017,-6.1035155e-07,2032.7844
4.229144,100,14.160056,27.403137,0.012027044,0.30282274,-108.05278940443388,600,6,6922.0815,1.2027044,64.39538669586182,9.399998,[-0.808  0.893  0.718 -0.33   0.185],-5.0642624,0.004739637,6.3647394,4.739637e-05,100.0,0.030278593,8.243214,10441,17.87,1.6236411,87.195656,3.0278597,4.298898,13.627653,23.645447,5.264282e-06,30.282274
1.263008,100,14.532877,17.009712,0.010148015,0.053427514,-107.56953315844379,700,7,15.030765,1.0148014,76.20909094810486,9.299999,[-0.875  0.896  0.795 -0.329  0.205],-4.743103,0.2914226,-0.52292776,0.002914226,100.0,0.005774838,0.11427662,12114,16.73,1.6366792,86.457146,0.57748383,3.3279018,75.538376,79.17606,5.8746336e-06,5.3427515
3.876102,100,14.796734,7.8215485,0.008371764,0.056683242,-108.22397898236018,800,8,11.568247,0.8371764,84.81275749206543,9.200001,[-0.875  0.88   0.781 -0.306  0.218],-4.5368805,0.13190952,-0.62376535,0.0013190951,100.0,0.008126174,-0.1104679,13785,16.71,1.791018,86.307236,0.8126174,3.0947812,51.488274,25.799114,3.0517579e-06,5.6683245
1.581239,100,15.537196,22.832008,0.009820204,0.03746788,-108.61505160897852,900,9,10.87302,0.98202044,97.39256429672241,9.099998,[-0.882  0.885  0.775 -0.336  0.372],-4.806587,0.32259867,-0.97655696,0.0032259866,100.0,0.0053630373,-0.019535527,15596,18.11,1.8880044,87.30746,0.5363037,4.1561503,77.02675,63.241547,1.4495849e-06,3.7467878
74.630905,100,16.052616,28.182545,0.028645547,1.6640058,-107.76515129544258,1000,10,220171.66,2.8645546,108.03319931030273,9.0,[-0.87   0.881  0.757 -0.348  0.469],-5.0464478,2.9763638e-07,37.611603,2.9763636e-09,100.0,0.17718151,45.727158,17401,18.05,1.701219,87.06031,17.718153,4.10392,2.5472503,1.3399274,-5.531311e-06,166.40057
1.441459,100,14.358586,23.467384,0.009604842,0.04315617,-108.0937973796451,1100,11,39.65542,0.96048427,120.46912884712219,8.899998,[-0.782  0.935  0.91  -0.407  0.282],-4.529381,0.36048484,-0.62285674,0.0036048484,100.0,0.0056086774,0.316314,19103,17.02,1.7638171,86.3012,0.56086767,3.8773916,74.57183,69.37416,-1.2893677e-05,4.315617
3.5975668,100,14.831959,20.688736,0.015213184,0.5147713,-107.67254328207173,1200,12,247.01501,1.5213186,128.41865181922913,8.799999,[-0.786  0.894  0.902 -0.437  0.345],-4.701515,0.074998885,0.7847179,0.00074998883,100.0,0.050676677,2.0927463,20876,17.73,1.8162631,87.1659,5.0676675,4.144521,8.267029,27.796564,-5.569458e-06,51.477127
1.7457048,100,15.33638,13.952873,0.010427582,0.07173124,-108.20512644421063,1300,13,27.41174,1.0427582,139.3413622379303,8.699997,[-0.774  0.932  0.827 -0.469  0.397],-4.6660233,0.18656194,-0.42427272,0.0018656193,100.0,0.008957298,0.19023567,22625,17.49,1.9044307,86.81341,0.8957298,3.5735345,57.541313,57.283455,-7.400513e-06,7.1731243
26.63053,100,15.862405,15.471001,0.016456861,0.89093465,-107.32258239332556,1400,14,2230.1792,1.6456861,150.87163734436035,8.599998,[-0.831  0.916  0.865 -0.482  0.486],-5.664757,0.0031748351,1.4625471,3.174835e-05,100.0,0.08835067,4.1238055,24387,17.62,2.0234368,87.0287,8.835068,4.028427,3.3532176,3.7550888,3.5095215e-06,89.09347
39.560894,100,16.688635,15.317421,0.018146304,0.8567381,-107.79427018455407,1500,15,15066.894,1.8146306,164.30463576316833,8.5,[-0.738  1.025  0.856 -0.435  0.604],-4.7300262,0.007055021,9.048944,7.055021e-05,100.0,0.08514864,12.260367,26194,18.07,2.0857844,87.24701,8.514864,3.8775237,4.3444157,2.5277488,2.3651123e-06,85.67381
