J_sample_variance,MaxIWNorm,InitialReturnMean,MeanEntropy,ReturnMeanIW,MeanIWNorm,StdIW,TimeElapsed,MaxIW,ReturnStepMax,Bound,EpisodesSoFar,Iteration,InitialBound,EpRewMean,ReturnStepMaxmin,StdIWNorm,EmpiricalD2,TimestepsSoFar,InitialReturnStd,MeanIW,MinIW,MinIWNorm,InitialReturnMin,InitialReturnMax,ESSRenyi,EpLenMean,ESSClassic,EpThisIter,EntropyCoefficient,Weights
5663.062,0.57632226,-3.2043456e-06,1.4157897,9.307053,0.015095025,6.0018516,315.04776191711426,57.63223,100.0,6.6346674,1100,11,6.1957855,-164.81768761144787,95.581894,0.06001851,18.906305,67514,4.849811,1.5095025,0.0005387656,5.387656e-06,-5.824707,18.438133,5.289241,74.61,5.949215,100,4.449999,[ 0.688 -1.119  0.116 -0.019  0.111]
3679518.5,64.60083,-1.7547608e-06,1.3369362,190.79164,0.65090376,642.7218,351.28162598609924,6460.083,100.0,82.46237,1200,12,5.749284,-169.83837856300642,95.776215,6.427218,50894.18,75556,5.054766,65.09038,2.327219e-06,2.3272188e-08,-6.366127,14.405655,0.0019648613,80.42,1.0152103,100,4.3999996,[ 0.66  -1.146  0.094 -0.045 -0.003]
77.50869,0.08326226,1.9836425e-06,1.3309917,1.4366488,0.008615033,1.0910803,388.87034130096436,8.326226,100.0,0.5102662,1300,13,5.26505,-167.0517879952358,95.80272,0.0109108025,2.8305652,83516,5.1235714,0.8615033,0.03968741,0.0003968741,-6.83358,16.51867,35.328632,79.6,38.402725,100,4.3499985,[ 0.672 -1.109  0.082 -0.144 -0.082]
1038.5356,0.17958976,3.1280517e-06,1.3964843,4.2902336,0.010644375,2.0229838,421.44655561447144,17.958977,100.0,3.050942,1400,14,5.071598,-163.58770176937324,95.766815,0.020229837,3.6165464,91416,6.472311,1.0644375,0.0357949,0.00035794897,-8.878777,19.550041,27.650688,79.0,21.682695,100,4.299999,[ 0.659 -1.11   0.053 -0.152 -0.088]
212.52419,0.08370636,7.93457e-06,1.3827575,2.7036998,0.010948953,1.3765886,455.64405965805054,8.370636,100.0,1.4489568,1500,15,5.2878175,-167.80487372244153,95.78904,0.0137658855,3.758094,99795,6.9879017,1.0948954,0.019706797,0.00019706796,-9.00309,19.41745,26.609232,83.79,38.748432,100,4.25,[ 0.604 -1.047  0.038 -0.137 -0.022]
1051.9966,0.13862602,-9.07898e-06,1.3611399,4.737994,0.010807592,1.9019073,494.53371834754944,13.862602,100.0,3.0090299,1600,16,5.1434345,-166.88381797073365,95.711975,0.019019073,6.777257,108357,7.243914,1.0807592,0.008704044,8.704044e-05,-10.240883,19.924171,14.755232,85.62,24.40897,100,4.200001,[ 0.571 -1.044  0.052 -0.174 -0.036]
607.7711,0.39098433,4.4250487e-06,1.4342632,2.7575576,0.013747944,4.084265,531.1468665599823,39.098434,100.0,0.8779316,1700,17,4.963853,-164.19149678141056,95.94067,0.040842645,7.5320325,117098,8.001166,1.3747944,0.044130243,0.00044130243,-13.015823,20.54644,13.2766285,87.41,10.177323,100,4.1499996,[ 0.587 -1.049  0.038 -0.218 -0.058]
410.6703,0.07277828,5.7983398e-06,1.41228,4.0136943,0.01099973,1.2398108,571.8516519069672,7.277828,100.0,2.5815315,1800,18,5.1213903,-167.95388963670044,96.26386,0.012398108,3.5595253,126979,9.378476,1.099973,0.037767705,0.00037767703,-15.100815,22.772858,28.093634,98.81,44.04475,100,4.1000004,[ 0.538 -1.019  0.023 -0.23   0.015]
7841.1807,0.45884418,5.340576e-06,1.4001728,13.613414,0.017796773,5.3326225,611.2291460037231,45.88442,100.0,9.478779,1900,19,4.8933096,-165.9129032668998,96.351944,0.053326227,25.029991,136971,9.7972,1.7796774,0.0022548921,2.254892e-05,-16.48204,24.792942,3.995207,99.92,10.021643,100,4.050001,[ 0.503 -0.978  0.028 -0.253 -0.007]
2400.3381,0.293393,-9.536743e-07,1.3381183,7.316332,0.0151854865,3.9748733,650.1812214851379,29.3393,100.0,4.8135047,2000,20,4.766697,-165.87783625971565,96.24449,0.039748732,9.006088,147788,11.19764,1.5185487,0.002598249,2.5982488e-05,-20.54229,25.01981,11.1036,108.17,12.736329,100,4.0,[ 0.449 -0.975 -0.002 -0.276 -0.019]
13404.161,1.2436179,-3.967285e-06,1.3064567,17.514355,0.03228178,14.5525,701.9661934375763,124.36179,100.0,11.726677,2100,21,4.448191,-179.3127135911,96.800316,0.145525,47.771706,161237,10.908603,3.228178,0.0002944693,2.9446928e-06,-23.087456,25.12119,2.0932894,134.49,4.6900554,100,3.9500008,[ 0.379 -0.999 -0.006 -0.28  -0.081]
504.83347,0.072640195,-2.1362305e-06,1.3074222,2.7029366,0.00983382,1.0058634,757.2991280555725,7.26402,100.0,1.3549236,2200,22,4.221252,-176.15887743766075,96.85821,0.010058634,2.3792403,174647,11.402891,0.98338205,0.04795166,0.0004795166,-24.979004,26.217796,42.030224,134.1,48.870003,100,3.8999996,[ 0.345 -0.988  0.017 -0.304 -0.113]
294682.16,4.179924,9.002685e-06,1.3261575,58.200104,0.05266035,41.546864,817.5877575874329,417.99243,100.0,38.898575,2300,23,4.1522036,-182.80379789574062,96.997086,0.41546854,479.57397,190546,11.613341,5.2660365,0.0012402836,1.2402836e-05,-26.441444,26.007046,0.2085184,158.99,1.5811377,100,3.8500004,[ 0.329 -0.967  0.014 -0.318 -0.112]
192.94093,0.047473196,-5.760193e-06,1.325206,0.43293887,0.011041336,0.65101665,865.9832420349121,4.7473197,100.0,-0.612377,2400,24,4.105704,-165.39870819122217,96.774315,0.006510166,1.2533994,203646,11.197164,1.1041336,0.2780783,0.0027807828,-28.010704,23.343704,79.78303,131.0,74.2033,100,3.8000011,[ 0.319 -0.958 -0.022 -0.323 -0.093]
5534.7285,0.66654783,-1.3732911e-06,1.3057245,8.452776,0.014637438,6.665158,924.1228759288788,66.654785,100.0,3.3233385,2500,25,3.9429133,-174.21076479490938,97.06191,0.066651575,24.964928,218608,11.319968,1.4637439,0.0010849551,1.0849551e-05,-30.798233,22.440926,4.0056195,149.62,4.601009,100,3.75,[ 0.295 -0.957 -0.027 -0.319 -0.094]
266.26398,0.0556369,,1.3164066,1.8997161,0.009713881,0.95685744,995.6173269748688,5.56369,100.0,0.70195687,2600,26,4.0118246,-200.74860268005537,97.285835,0.009568575,2.136943,237960,11.445601,0.9713881,0.07540488,0.0007540488,-24.580704,24.068207,46.79582,193.52,50.753525,100,3.7000008,[ 0.241 -0.977 -0.009 -0.313 -0.113]
337.70096,0.06146234,3.3950805e-06,1.3252183,2.367855,0.008709941,0.86686593,1066.8518590927124,6.146234,100.0,1.0588075,2700,27,3.9519618,-192.1964816599835,97.1907,0.008668659,2.3555322,256911,11.359833,0.8709941,0.11115867,0.0011115867,-25.587753,25.568573,42.45325,189.51,50.237553,100,3.6499996,[ 0.22  -0.938 -0.019 -0.306 -0.103]
6106.5737,0.31515455,1.8310546e-06,1.3389467,11.067363,0.012935405,4.101497,1145.8960304260254,31.515455,100.0,7.3080072,2800,28,3.9420063,-206.27825795862134,97.475296,0.041014977,20.575323,278994,12.173106,1.2935404,0.0043206424,4.3206423e-05,-24.863445,23.401825,4.860191,220.83,9.046763,100,3.6000004,[ 0.179 -0.944 -0.024 -0.303 -0.094]
4059.7468,0.23594908,-8.239746e-06,1.352328,10.763303,0.013860307,3.7659607,1229.1348631381989,23.59491,100.0,6.49166,2900,29,3.5859516,-208.07017863946191,97.527214,0.037659608,13.391293,303118,12.191358,1.3860309,0.004191106,4.1911062e-05,-35.019093,27.149475,7.467539,241.24,11.92956,100,3.5500011,[ 0.142 -0.932 -0.023 -0.323 -0.08 ]
512708.28,9.545704,1.6403199e-06,1.3154941,73.65007,0.10742836,94.93035,1335.4959936141968,954.5704,100.0,50.996704,3000,30,3.7656326,-220.47697356456914,97.760994,0.94930357,548.212,333843,10.17744,10.742834,0.00012446861,1.2446861e-06,-29.025505,20.025383,0.1824112,307.25,1.2644482,100,3.5,[ 0.126 -0.944 -0.009 -0.342 -0.067]
31213.379,1.3049365,-3.0517579e-06,1.3415592,22.302624,0.032005195,15.653857,1431.6632597446442,130.49365,100.0,15.532558,3100,31,3.7317643,-207.0912641451196,97.57354,0.15653856,70.432724,361152,9.997219,3.200519,0.0011503064,1.1503064e-05,-24.200642,19.43811,1.4197946,273.09,4.0124807,100,3.4500008,[ 0.14  -0.924  0.003 -0.366 -0.103]
1316.7909,0.17053354,-5.760193e-06,1.3535185,7.0308895,0.011846591,2.393817,1505.6113803386688,17.053354,100.0,4.1491327,3200,32,3.356886,-183.11380347808105,97.441154,0.02393817,5.7248826,381906,13.176064,1.1846591,0.015507339,0.00015507339,-36.13227,32.764023,17.467607,207.54,19.67285,100,3.3999996,[ 0.158 -0.863  0.019 -0.364 -0.078]
1586.3937,0.18392439,-1.5258789e-06,1.3584889,6.559436,0.011209566,2.48269,1598.769213438034,18.392439,100.0,3.808689,3300,33,3.4259305,-189.3128249239745,97.609505,0.024826903,6.15947,409133,11.39977,1.1209565,0.026648652,0.00026648652,-33.250652,23.08236,16.235163,272.27,16.93388,100,3.3500004,[ 0.126 -0.853  0.004 -0.368 -0.065]
2642.2827,0.17152889,-1.4495849e-06,1.3691955,7.873322,0.011724935,2.170071,1696.2837495803833,17.15289,100.0,4.9556713,3400,34,3.3600478,-180.64681713144398,97.71889,0.021700708,6.7504954,437327,10.99467,1.1724936,0.0107394885,0.00010739488,-30.550922,33.68889,14.813727,281.94,22.5962,100,3.2999992,[ 0.118 -0.816 -0.009 -0.367 -0.06 ]
522.7051,0.10241943,2.0980835e-07,1.4012505,4.254336,0.010188239,1.4991368,1791.5514299869537,10.241943,100.0,1.7383292,3500,35,3.1812363,-179.13123451783173,97.78374,0.014991367,3.933151,466782,11.373,1.018824,0.037977133,0.0003797713,-38.05947,20.401066,25.424908,294.55,31.594265,100,3.25,[ 0.098 -0.805 -0.005 -0.38  -0.05 ]
183.47495,0.045943845,3.3950805e-06,1.3965303,2.5557413,0.008920399,0.85918766,1894.526960849762,4.5943847,100.0,0.4133253,3600,36,3.0397615,-171.12523574599578,97.91638,0.008591876,2.200533,498366,11.286677,0.8920397,0.06924704,0.00069247035,-43.32725,21.830013,45.44354,315.84,51.875286,100,3.1999989,[ 0.07  -0.813 -0.007 -0.388 -0.018]
13977.607,0.57439274,4.005432e-07,1.4327528,11.189129,0.018056864,6.803129,2028.002652645111,57.439278,100.0,6.30553,3700,37,3.2209625,-164.08350156696528,98.17464,0.06803128,17.183434,538126,11.210146,1.8056866,0.017393857,0.00017393856,-35.34323,32.61612,5.8195586,397.6,6.581151,100,3.1499996,[ 0.033 -0.811 -0.005 -0.387 -0.022]
775.26245,0.35890374,-1.7929077e-06,1.4587753,5.819355,0.0151479235,4.0468826,2139.9119226932526,35.890373,100.0,3.4822252,3800,38,3.2999492,-160.79555068854128,98.04536,0.040468823,4.1913166,571813,11.432958,1.5147924,0.036982678,0.00036982677,-34.247498,22.836548,23.85885,336.87,12.2890625,100,3.1000004,[ 0.037 -0.816 -0.021 -0.394  0.014]
245.29506,0.054857124,-1.6784668e-06,1.4680449,2.470295,0.010240655,0.978456,2268.78334069252,5.4857125,100.0,0.78638303,3900,39,3.3129187,-153.53541928982673,98.23071,0.009784561,2.1959357,611729,11.027615,1.0240655,0.0825075,0.00082507497,-34.090298,28.131456,45.538673,399.16,52.276424,100,3.0499992,[-0.008 -0.81  -0.022 -0.39   0.04 ]
404.60077,0.09710578,-8.392334e-07,1.4589818,3.1843,0.011203365,1.7856525,2412.3328852653503,9.710578,100.0,1.6251521,4000,40,3.6515696,-139.10673183579974,98.36289,0.017856525,4.2922726,655397,9.045589,1.1203367,0.015061336,0.00015061336,-22.576931,18.892376,23.297682,436.68,28.24564,100,3.0,[-0.031 -0.792 -0.017 -0.39   0.049]
48196.883,1.5783198,-8.773804e-07,1.4433706,27.2299,0.025251877,15.859581,2559.933531999588,157.83199,100.0,18.590706,4100,41,3.3883176,-125.64472808813247,98.44745,0.15859583,89.01492,700875,10.05141,2.5251875,0.0005961511,5.961511e-06,-25.138962,27.470284,1.1234071,454.78,2.472469,100,2.9499989,[-0.042 -0.791 -0.014 -0.404  0.04 ]
261.64963,0.10551468,-7.4386594e-07,1.4275213,3.982952,0.010279233,1.66926,2675.3194987773895,10.551469,100.0,1.9566045,4200,42,3.1892452,-128.90670123626506,98.27164,0.016692601,4.1347427,736271,11.11887,1.0279232,0.033910792,0.0003391079,-29.895851,22.630018,24.1853,353.96,27.494432,100,2.8999996,[-0.046 -0.744 -0.03  -0.403  0.025]
553671.1,3.785066,1.9073486e-08,1.4954385,74.19561,0.043770213,37.669308,2816.5881204605103,378.5066,100.0,46.142406,4300,43,3.1335135,-115.56533032617769,98.46922,0.37669307,900.3589,779817,9.089074,4.377021,6.221422e-05,6.221422e-07,-28.04761,19.6519,0.11106682,435.46,1.3321637,100,2.8499985,[-0.058 -0.751 -0.018 -0.408  0.008]
497.0982,0.16097763,7.6293946e-07,1.4961346,2.374642,0.011198835,1.7950691,2952.8534865379333,16.097763,100.0,0.11979747,4400,44,2.8496397,-111.30908990802973,98.4646,0.01795069,2.8417678,821397,10.299876,1.1198837,0.022770815,0.00022770814,-40.127632,23.539566,35.189365,415.8,28.016619,100,2.7999992,[-0.085 -0.733 -0.012 -0.411  0.077]
731.93005,0.22773951,1.0490418e-06,1.4843218,3.4817042,0.010329616,2.59055,3079.46626996994,22.773952,100.0,0.925745,4500,45,3.1248977,-100.87390959141621,98.48479,0.025905497,6.672667,860555,11.386614,1.0329617,0.011543617,0.00011543617,-29.684206,22.4618,14.986511,391.58,13.718382,100,2.75,[-0.114 -0.722 -0.015 -0.418  0.077]
198.76332,0.077632666,-3.3569336e-06,1.4745966,2.9927413,0.009112898,1.334032,3228.2504937648773,7.7632666,100.0,1.1963989,4600,46,3.086697,-105.85495029062118,98.53208,0.013340321,3.8044162,905800,10.272983,0.91128993,0.042797394,0.00042797392,-27.629078,19.554369,26.285242,452.45,31.816877,100,2.7000008,[-0.127 -0.724 -0.021 -0.398  0.065]
916.4606,0.13762815,1.335144e-06,1.4498945,4.821506,0.010039706,1.9798474,3375.0973546504974,13.762815,100.0,2.4660044,4700,47,3.0135226,-95.88261225352257,98.56893,0.019798474,6.9396424,950286,9.543895,1.0039707,0.0104620345,0.00010462034,-23.667112,26.824778,14.409965,444.86,20.454704,100,2.6499996,[-0.125 -0.722 -0.016 -0.413  0.056]
1487.0883,0.25028342,1.4686584e-06,1.4767258,3.1608393,0.011311274,2.5924916,3502.535910129547,25.028341,100.0,0.65617514,4800,48,2.5796604,-93.94550784994831,98.52879,0.025924915,4.4295135,990160,10.643577,1.1311274,0.027579283,0.00027579282,-35.70202,26.254717,22.575844,398.74,15.992191,100,2.6000004,[-0.137 -0.722 -0.032 -0.42   0.031]
505.95108,0.092239395,5.531311e-07,1.4806821,2.8370934,0.009627694,1.3134627,3624.1785600185394,9.22394,100.0,0.47813272,4900,49,2.5066185,-97.1953307426711,98.491936,0.013134626,3.510477,1028421,11.457247,0.96276945,0.047226235,0.00047226236,-37.77103,22.44739,28.486156,382.61,34.95049,100,2.5500011,[-0.132 -0.706 -0.028 -0.426  0.058]
1266.407,0.25730488,-8.5830686e-07,1.4635575,4.3372035,0.0151898265,2.8958297,3743.3838901519775,25.730488,100.0,2.5823016,5000,50,2.783709,-94.60357329449599,98.48854,0.028958295,3.6544702,1065414,12.283889,1.5189829,0.047579587,0.00047579585,-27.31258,27.53987,27.363747,369.93,21.577475,100,2.5,[-0.129 -0.692 -0.01  -0.426  0.062]
705.23376,0.074317254,-4.4631956e-06,1.4874718,3.8592114,0.011605811,1.3467513,3854.281763792038,7.4317255,100.0,1.9877793,5100,51,2.4503567,-102.03552508506053,98.41933,0.013467514,2.716965,1100558,12.08589,1.1605811,0.049275793,0.00049275794,-32.337715,34.06068,36.805775,351.44,42.61568,100,2.4500008,[-0.138 -0.731 -0.023 -0.447  0.045]
8936.067,0.50522923,-1.6403199e-06,1.4793369,9.850996,0.012588083,5.105704,3971.283329963684,50.522926,100.0,6.182316,5200,52,2.4369063,-92.22017501353878,98.47594,0.051057033,10.484302,1135752,11.954643,1.2588083,0.011287108,0.00011287108,-33.990795,26.28272,9.53807,351.94,5.7303324,100,2.4000015,[-0.186 -0.726 -0.035 -0.442  0.069]
35673.16,2.3001175,2.7465821e-06,1.5233881,24.444153,0.035418637,23.108288,4071.8986251354218,230.01175,100.0,14.875168,5300,53,2.303137,-96.4372962438477,98.45758,0.23108287,66.51316,1171310,12.941334,3.5418632,0.0047691134,4.7691134e-05,-35.19924,30.199772,1.5034618,355.58,2.2953205,100,2.3500004,[-0.165 -0.752 -0.013 -0.465  0.06 ]
1765.23,0.14573082,-1.4495849e-06,1.504746,3.4637787,0.012351256,2.2137678,4176.72910451889,14.573082,100.0,1.5919253,5400,54,2.561103,-98.12703756808334,98.49408,0.022137677,3.9428113,1210101,11.27164,1.2351255,0.011939738,0.00011939738,-28.280697,26.739498,25.362614,387.91,23.738924,100,2.3000011,[-0.17  -0.789 -0.003 -0.473  0.104]
496.16968,0.065185316,2.1362305e-06,1.5013028,1.5100455,0.011588242,1.001311,4278.062452793121,6.518532,100.0,-0.49129033,5500,55,1.9422356,-97.674713261341,98.477844,0.010013109,1.9223816,1247513,14.048768,1.1588242,0.13748838,0.0013748838,-43.303345,29.280502,52.018806,374.12,57.253254,100,2.25,[-0.2   -0.767  0.01  -0.467  0.086]
249.97331,0.051415805,-1.0681152e-06,1.4973655,1.2675458,0.011322815,0.915283,4379.78328371048,5.1415806,100.0,-0.23492265,5600,56,2.1698537,-95.33235507858731,98.48543,0.00915283,1.7584955,1284566,12.42865,1.1322815,0.13384184,0.0013384183,-33.99038,26.649895,56.866795,370.53,60.48017,100,2.2000008,[-0.201 -0.764 -0.002 -0.47   0.082]
531.97723,0.09065462,2.2888185e-06,1.4831103,3.7537606,0.012769777,1.5239025,4479.91064286232,9.065462,100.0,1.8759085,5700,57,2.1540258,-102.71215999473132,98.45593,0.0152390255,3.1071994,1322323,12.004111,1.276978,0.023699656,0.00023699655,-31.95936,21.563148,32.183323,377.57,41.25204,100,2.1499996,[-0.204 -0.769 -0.01  -0.462  0.078]
11633.267,1.8940994,3.4332277e-07,1.4675047,13.992757,0.028517235,18.865015,4582.863807678223,189.40994,100.0,8.077114,5800,58,1.9177661,-89.91773720989588,98.528305,0.18865015,24.433477,1360448,13.109607,2.8517237,0.005916599,5.9165992e-05,-34.928917,35.902985,4.0927453,381.25,2.2340262,100,2.1000004,[-0.181 -0.749 -0.002 -0.467  0.064]
84526.48,3.822863,3.2424927e-07,1.4179717,32.39748,0.04768751,38.052513,4680.374780893326,382.28632,100.0,21.76928,5900,59,1.9332256,-95.26548359587748,98.47481,0.38052514,97.71802,1396726,11.682577,4.768751,5.9094375e-05,5.909437e-07,-32.25475,27.71353,1.0233527,362.78,1.5462334,100,2.0499992,[-0.144 -0.69   0.013 -0.441  0.049]
244.09294,0.04912671,1.0299683e-06,1.4188569,0.99611914,0.010769138,0.8075618,4748.699103355408,4.912671,100.0,-0.4980029,6000,60,1.6183475,-97.72854872807173,98.31572,0.008075618,1.5057923,1425290,13.050365,1.0769137,0.17242825,0.0017242825,-36.52791,28.119421,66.410225,285.64,64.00703,100,2.0,[-0.167 -0.695  0.002 -0.462 -0.001]
3226.1594,0.64541525,-8.773804e-07,1.3826355,13.623761,0.02378618,7.805315,4826.24803686142,64.54153,100.0,8.72463,6100,61,1.5453422,-93.39336974370703,98.45067,0.07805314,16.087994,1459293,12.977593,2.3786182,0.0017115325,1.7115324e-05,-33.750305,36.64286,6.2158155,340.03,8.497687,100,1.9500008,[-1.662e-01 -6.942e-01  1.106e-02 -4.561e-01 -1.001e-04]
3505.864,0.26905748,-4.5776366e-07,1.34551,7.4106865,0.013050144,3.0337794,4900.219467639923,26.90575,100.0,4.213173,6200,62,1.47908,-94.661218810035,98.41502,0.030337794,7.758843,1491657,14.569938,1.3050144,0.003964655,3.964655e-05,-32.596924,34.437782,12.888519,323.64,15.614574,100,1.8999996,[-0.157 -0.669  0.004 -0.43  -0.036]
2569.81,0.16775598,3.490448e-06,1.3405747,5.61334,0.015565325,3.0751138,4984.951891183853,16.775599,100.0,2.474571,6300,63,1.3736436,-87.58378518375807,98.52237,0.030751137,7.91658,1528331,11.282336,1.5565326,0.00057213777,5.7213774e-06,-33.466614,24.798693,12.631717,366.74,20.395397,100,1.8500004,[-0.159 -0.628  0.015 -0.411 -0.074]
495748350.0,126.76208,1.2207031e-06,1.3821172,2233.6016,1.279049,1261.16,5058.309917211533,12676.208,100.0,2018.4531,6400,64,1.1981167,-96.49217778829357,98.36894,12.611601,31360.457,1558912,14.502538,127.90488,4.245802e-07,4.245802e-09,-36.44754,26.318558,0.003188729,305.81,1.0180979,100,1.7999992,[-1.610e-01 -6.344e-01 -2.268e-04 -4.240e-01 -7.849e-02]
3312164.5,6.480257,1.335144e-06,1.4318606,178.19475,0.0706553,64.434654,5135.211709737778,648.0257,100.0,125.25435,6500,65,1.2643623,-93.10436852839497,98.44089,0.64434665,2103.3127,1592216,13.769993,7.06553,0.00050030474,5.003047e-06,-34.63032,29.40462,0.047544047,333.04,1.1881181,100,1.75,[-0.223 -0.695  0.002 -0.452 -0.037]
529.65924,0.14896888,-3.0517579e-06,1.450331,2.901195,0.013790042,2.2813025,5222.929914236069,14.896888,100.0,0.51562643,6600,66,1.1863252,-86.87984417034872,98.54913,0.022813026,3.6548455,1630755,13.449022,1.3790042,0.022587411,0.0002258741,-37.43507,33.597878,27.360937,385.39,26.761242,100,1.7000008,[-0.167 -0.669  0.002 -0.426  0.013]
3705.9998,0.37500674,1.5258789e-07,1.448501,7.248767,0.013289938,3.911996,5299.32136964798,37.500675,100.0,3.9093797,6700,67,1.0886948,-107.26074309264327,98.374954,0.039119955,6.5545807,1665076,12.909326,1.3289938,0.016829863,0.00016829863,-39.130516,26.049835,15.256506,343.21,10.346988,100,1.6499996,[-0.174 -0.689 -0.011 -0.428  0.031]
33013.945,0.44588363,1.5258789e-07,1.433381,19.343845,0.0134194875,4.653932,5370.239635229111,44.588364,100.0,12.10729,6800,68,0.9854238,-100.69840155854159,98.388596,0.046539325,29.508072,1698016,13.654232,1.3419487,0.0012868983,1.2868983e-05,-35.42286,39.965267,3.3889031,329.4,7.6761856,100,1.5999985,[-0.168 -0.655 -0.022 -0.422  0.03 ]
13579.818,0.52375394,1.9073486e-06,1.4277236,13.647222,0.017520275,5.9327073,5422.89500784874,52.375397,100.0,9.0719385,6900,69,1.2083552,-99.55162079794401,98.22455,0.059327073,20.383842,1723692,13.581389,1.7520273,0.00565702,5.65702e-05,-26.863195,30.401583,4.9058466,256.76,8.021611,100,1.5499992,[-0.126 -0.627 -0.005 -0.434  0.014]
1356.1316,0.107945114,3.0517577e-07,1.445309,3.571866,0.013051233,1.6986815,5479.92967581749,10.794512,100.0,1.3483009,7000,70,0.87258863,-91.066178228046,98.39485,0.016986813,3.070285,1753789,15.810472,1.3051233,0.06909665,0.00069096644,-38.0699,31.211689,32.570267,300.97,37.119133,100,1.5,[-0.091 -0.7   -0.02  -0.46   0.009]
