EmpiricalD2,InitialReturnMax,ESSRenyi,J_sample_variance,MaxIWNorm,EpThisIter,InitialBound,InitialReturnMean,MinIW,EpLenMean,MeanIW,InitialReturnStd,Iteration,Weights,ReturnStepMaxmin,TimeElapsed,EpisodesSoFar,EpRewMean,MeanIWNorm,TimestepsSoFar,ReturnStepMax,MinIWNorm,Bound,InitialReturnMin,ESSClassic,StdIWNorm,StdIW,ReturnMeanIW,MaxIW,EntropyCoefficient,MeanEntropy
1.1470838,12.306763,87.17759,17.2321,0.027459273,100,-0.41022962,-4.196167e-06,0.2856486,17.36,0.9496666,3.4973137,1,[-0.718  0.851  0.951 -0.346  0.   ],86.68869,5.54530668258667,100,-107.7164208577093,0.009496665,1736,100.0,0.002856486,-0.33558893,-5.334259,84.79233,0.004021836,0.40218362,0.10377067,2.7459273,,1.4043505
9.01333,7.754471,11.094678,100.4631,0.12072666,100,-0.25847906,3.2806397e-06,0.017651074,16.42,1.0427823,2.6068504,2,[-0.723  0.831  0.943 -0.349 -0.014],85.9129,14.261216640472412,200,-108.15771301698524,0.010427821,3378,100.0,0.00017651073,0.6029946,-4.2105637,23.561398,0.01878233,1.8782331,1.3790158,12.072666,,1.4112589
1.0344553,12.883476,96.669235,11.413056,0.016376588,100,-0.429447,2.2125244e-06,0.5456876,16.8,1.0119929,3.2589195,3,[-0.738  0.753  0.9   -0.371 -0.008],86.227615,26.10510540008545,300,-107.28841898529967,0.010119929,5058,100.0,0.005456876,-0.3938222,-5.250923,96.51908,0.0019218433,0.19218433,0.042962804,1.6376588,,1.4103404
44.283844,21.641708,2.2581599,9269.627,1.9657696,100,-0.72138774,2.5177003e-06,0.005548132,17.06,3.499324,3.4133115,4,[-0.739  0.757  0.901 -0.382 -0.008],86.247406,36.20394539833069,400,-108.78735611275144,0.034993242,6764,100.0,5.548132e-05,7.4939137,-4.0328674,2.7876756,0.20664445,20.664444,12.294485,196.57697,,1.3925637
1.0577855,23.774055,94.537125,15.174013,0.016599096,100,-0.79247105,-2.5177003e-06,0.51727754,16.66,0.99565095,3.4481359,5,[-0.684  0.729  0.843 -0.296 -0.026],86.44516,48.87971615791321,500,-107.76667629745762,0.009956508,8430,100.0,0.005172775,-0.7007487,-3.7845688,94.84314,0.0023216545,0.23216544,0.114294864,1.6599096,,1.3936675
1.0942718,26.113945,91.38498,44.83499,0.021572169,100,-0.8704592,5.645752e-06,0.5276857,17.47,1.0321524,4.408203,6,[-0.681  0.742  0.834 -0.305 -0.025],86.907166,60.22321653366089,600,-108.15530907685765,0.010321524,10177,100.0,0.005276857,-0.6383838,-4.881523,91.851685,0.003074215,0.3074215,0.27218723,2.157217,,1.399309
1.7296174,24.708817,57.816257,336.1025,0.073094614,100,-0.8236277,-4.5776366e-07,0.08185899,17.18,1.1025798,3.6361265,7,[-0.706  0.728  0.853 -0.307 -0.02 ],86.40702,70.30748462677002,700,-108.20377721824458,0.011025798,11895,100.0,0.00081858994,0.37496054,-4.2051773,54.34551,0.010105784,1.0105785,1.4581532,7.3094616,,1.3361174
1.3670022,30.872211,73.15277,101.75622,0.03771006,100,-1.0290664,7.209778e-06,0.21535954,17.56,1.0607115,4.6083555,8,[-0.717  0.675  0.894 -0.316 -0.083],86.63854,82.8293571472168,800,-108.53469022782352,0.010607116,13651,100.0,0.0021535954,-0.39410102,-4.7686844,74.95027,0.006132142,0.61321414,0.80908036,3.7710059,,1.2822111
1.4701387,21.443016,68.0208,19.647694,0.029332068,100,-0.7147609,6.2561035e-06,0.21623485,17.28,0.9627971,3.4071455,9,[-0.771  0.665  0.895 -0.345 -0.137],86.78772,96.91452693939209,900,-108.72355123631972,0.009627971,15379,100.0,0.0021623485,-0.3313954,-3.9136581,74.953445,0.0055656135,0.55656135,0.5352546,2.9332068,,1.2968633
557.7444,12.296555,0.1792936,171629.27,3.3686028,100,-0.40988073,4.5013426e-06,3.1404037e-05,16.64,4.3198457,3.1903086,10,[-0.782  0.65   0.86  -0.36  -0.122],86.01816,107.86002087593079,1000,-108.03199590867364,0.04319845,17043,100.0,3.1404036e-07,31.719479,-4.5563965,1.6385089,0.3347005,33.470047,41.39958,336.8603,,1.1992315
1.0000004,8.693672,99.99996,6.334967,0.010006366,100,-0.2897924,-3.2806397e-06,0.99942404,16.39,0.9999961,2.5041814,11,[-0.852  0.543  0.939 -0.398 -0.22 ],86.19058,120.60019016265869,1100,-107.85095647414441,0.009999962,18682,100.0,0.0099942405,-0.2897231,-3.8994827,99.999985,2.4351996e-06,0.00024352178,6.6034496e-05,1.0006367,,1.1992314
196.65425,19.291344,0.50850666,598258.44,4.695749,100,-0.6430504,-5.4931643e-06,0.0016954041,17.79,5.8934436,3.6993053,12,[-0.851  0.543  0.939 -0.398 -0.22 ],87.08938,128.9330666065216,1200,-108.66130475546939,0.058934435,20461,100.0,1.695404e-05,67.532074,-4.813431,1.5688423,0.46681607,46.68161,76.54971,469.5749,,1.1406784
1.1050327,22.020638,90.49506,27.746286,0.024383243,100,-0.7340291,-7.781982e-06,0.18693309,17.06,0.96198756,3.4851987,13,[-0.827  0.535  0.835 -0.409 -0.278],86.69646,141.5569245815277,1300,-108.13695913218507,0.009619875,22167,100.0,0.0018693308,-0.54688454,-4.359108,90.41539,0.003132097,0.3132097,0.22472247,2.4383245,,1.1386057
1.6033288,24.322487,62.37024,255.78392,0.10675825,100,-0.81075406,-4.5013426e-06,0.13201186,17.13,1.0156556,4.168936,14,[-0.821  0.548  0.815 -0.42  -0.28 ],86.43553,152.6677360534668,1400,-107.61569126253134,0.010156556,23880,100.0,0.0013201186,0.44287908,-4.7879333,47.97819,0.010575898,1.0575899,1.4694715,10.675825,,1.1143117
793.83813,23.803627,0.12597026,920551.8,4.0525675,100,-0.79344285,1.1520386e-05,1.5256337e-06,17.63,4.996331,5.1619077,15,[-0.884  0.561  0.785 -0.441 -0.305],86.7829,167.1390860080719,1500,-107.70980259041328,0.049963307,25643,100.0,1.5256337e-08,72.68002,-5.418686,1.513505,0.40303952,40.30395,95.0357,405.25677,,0.9280588
1.012571,26.322754,98.75851,30.623035,0.012943204,100,-0.877426,-9.155273e-07,0.76126933,17.92,1.0018924,5.240086,16,[-1.036  0.541  0.739 -0.496 -0.491],86.97534,180.13630723953247,1600,-107.74111633813804,0.010018923,27435,100.0,0.007612693,-0.8189391,-5.443207,99.321106,0.00082833477,0.082833484,0.06398392,1.2943203,,0.9268428
1.1534618,25.117622,86.69554,97.18455,0.028174622,100,-0.8372493,4.8065185e-06,0.20276316,18.58,0.9920621,6.4865685,17,[-1.036  0.542  0.744 -0.493 -0.492],87.42837,188.62081503868103,1700,-107.50071716169752,0.009920621,29293,100.0,0.0020276315,-0.08686495,-6.2817383,85.052185,0.004158961,0.4158961,0.8123405,2.8174622,,0.8730458
1.0876775,27.501945,91.93902,43.48104,0.02751039,100,-0.91673243,-9.155273e-07,0.5268153,17.63,1.0399582,5.460115,18,[-1.024  0.53   0.745 -0.493 -0.546],86.80721,199.2291488647461,1800,-107.48190319627051,0.010399581,31056,100.0,0.005268153,-0.81559193,-5.4092026,92.54205,0.0029522693,0.29522693,0.14048363,2.751039,,0.87393296
2.0910532,29.075687,47.82279,290.43292,0.07334469,100,-0.9691888,8.010864e-07,0.061456416,17.64,1.0202758,5.864747,19,[-1.027  0.527  0.749 -0.481 -0.545],86.81741,208.9470329284668,1900,-107.46286161929136,0.010202757,32820,100.0,0.00061456417,0.2565273,-5.3582077,51.486946,0.00990372,0.99037194,1.6580215,7.3344693,,0.8791976
362.97278,24.571472,0.27550274,742715.1,4.6783924,100,-0.8190592,-9.994506e-06,0.00032735866,19.24,5.51483,7.4955487,20,[-1.003  0.532  0.752 -0.508 -0.54 ],87.83135,220.51258897781372,2000,-107.44301930377407,0.0551483,34744,100.0,3.2735866e-06,71.270424,-6.3720093,1.388146,0.46481395,46.481396,86.87482,467.83923,,0.8677997
163.2546,25.601555,0.6125402,3467502.8,10.131777,100,-0.85337764,7.5531007e-06,0.0002357532,19.07,11.057671,6.4368896,21,[-0.997  0.454  0.788 -0.56  -0.551],87.736694,232.3555839061737,2100,-107.39670262059872,0.110576704,36651,100.0,2.357532e-06,177.63808,-6.542717,1.1906021,1.007348,100.73479,188.54187,1013.17773,,0.7542307
275.61697,25.29847,0.36282235,603005.75,3.0689342,100,-0.8432909,-8.544922e-06,0.0005537829,18.88,3.7896564,7.369699,22,[-1.018  0.512  0.795 -0.581 -0.665],87.631325,246.23132801055908,2200,-107.3202966385977,0.03789656,38539,100.0,5.537829e-06,62.34644,-6.461586,1.5208207,0.30495304,30.495308,76.346375,306.89343,,0.73632956
3.913478,25.003128,25.55272,1319.7819,0.18291944,100,-0.8334346,3.0517579e-06,0.12060306,18.19,1.3038391,5.717027,23,[-1.078  0.479  0.847 -0.627 -0.683],87.207306,259.9092719554901,2300,-107.25464526314884,0.013038392,40358,100.0,0.0012060306,2.0477924,-6.268196,30.754677,0.019564267,1.9564269,3.6965413,18.291945,,0.74867743
1333.7489,23.383858,0.07497663,3569574.2,8.078535,100,-0.7794629,-9.155273e-07,0.00095217355,19.03,9.609079,6.4820957,24,[-1.04   0.455  0.884 -0.644 -0.67 ],87.64109,273.0612816810608,2400,-108.08455454536464,0.0960908,42261,100.0,9.521736e-06,164.55688,-6.0879593,1.4042046,0.80518514,80.51852,193.02324,807.8535,,0.7539079
2.1269932,23.935944,47.014725,235.80612,0.11949796,100,-0.79786247,2.3651123e-06,0.00674729,19.12,1.1765242,6.7932205,25,[-1.041  0.459  0.84  -0.66  -0.665],87.77746,287.7807447910309,2500,-107.2881594882849,0.011765242,44173,100.0,6.74729e-05,0.7519821,-6.55529,42.97815,0.013551821,1.3551822,1.9156053,11.949797,,0.74762505
3.5126355,33.97078,28.468653,1322.1876,0.1329164,100,-1.1323569,2.5177003e-06,0.008446291,19.46,1.2957705,8.191945,26,[-1.054  0.436  0.862 -0.672 -0.671],87.928734,298.73096656799316,2600,-107.72348798917139,0.012957704,46119,100.0,8.446291e-05,2.6801283,-6.061302,31.768944,0.018989686,1.8989688,4.802399,13.291641,,0.71963656
1.9202596,24.838936,52.076294,174.30116,0.052171037,100,-0.82797086,-6.3323973e-06,0.071980946,18.63,0.97272986,6.254193,27,[-1.054  0.428  0.869 -0.713 -0.699],87.41023,311.26141715049744,2700,-107.96557561281223,0.009727298,47982,100.0,0.00071980944,0.48715818,-5.522545,62.942547,0.007463763,0.7463763,1.634497,5.217104,,0.7001091
439.63852,29.34386,0.2274596,483198.16,2.529806,100,-0.9781281,6.1035155e-07,0.0006422227,20.03,3.1704087,8.210815,28,[-1.073  0.413  0.859 -0.722 -0.719],88.29527,324.3721237182617,2800,-107.20788924481893,0.031704087,49985,100.0,6.4222268e-06,47.618507,-6.813263,1.5648444,0.25145182,25.145182,68.12748,252.98059,,0.7148714
