ReturnMeanIW,Iteration,EpRewMean,ESSClassic,EpLenMean,StdIW,MaxIW,MaxIWNorm,MinIW,ESSRenyi,InitialReturnMax,MinIWNorm,MeanEntropy,MeanIW,ReturnStepMaxmin,InitialReturnStd,EntropyCoefficient,TimestepsSoFar,Bound,EpThisIter,J_sample_variance,ReturnStepMax,EmpiricalD2,TimeElapsed,InitialBound,InitialReturnMin,MeanIWNorm,Weights,EpisodesSoFar,InitialReturnMean,StdIWNorm
0.020467173,1,-115.19138151004096,86.80068,21.25,0.3598255,2.3682113,0.023682112,0.38555694,77.34211,5.4108276,0.0038555693,1.4778525,0.9227368,89.15846,1.5804397,4.950001,2125,-0.18461809,100,1.9306657,100.0,1.2929567,5.29985785484314,6.843052,-2.51548,0.009227369,[ 0.867 -0.5   -0.634  0.472  0.   ],100,8.392334e-07,0.0035982549
0.38096526,2,-116.83968970740302,66.64771,23.62,0.71288407,4.0751925,0.040751923,0.095115185,59.311356,7.01046,0.00095115183,1.490881,1.0077406,90.10672,2.3411076,4.8999996,4487,0.07753679,100,13.37675,100.0,1.6860178,17.476116180419922,7.007783,-3.4507065,0.010077408,[ 0.866 -0.501 -0.646  0.453  0.059],200,-1.1444092e-05,0.00712884
3.5746608,3,-115.34345811468367,6.170213,22.22,5.7012553,57.177868,0.57177866,0.0199893,5.6210756,7.3537216,0.000199893,1.5605053,1.4620095,89.61804,2.1620512,4.8500004,6709,2.5407662,100,1036.3792,100.0,17.79019,28.817148208618164,6.98565,-2.8790512,0.014620095,[ 0.861 -0.483 -0.675  0.446  0.072],300,8.392334e-07,0.057012554
14.668097,4,-114.64075106542616,1.9289347,22.13,23.973663,240.40158,2.4040158,1.5677291e-05,0.39253372,7.844261,1.5677291e-07,1.4715219,3.3621943,89.42692,2.5313082,4.799999,8922,10.494675,100,17948.055,100.0,254.75519,42.5211284160614,7.2289557,-4.070236,0.033621937,[ 0.804 -0.538 -0.693  0.369  0.141],400,6.866455e-06,0.23973663
0.08570261,5,-111.74807375143487,93.40743,19.88,0.24967717,1.6789813,0.016789813,0.5415045,91.21051,10.578102,0.0054150447,1.4967458,0.939814,88.42543,3.153249,4.75,10910,-0.28349942,100,10.867881,100.0,1.0963649,56.6688768863678,6.637122,-4.3657074,0.00939814,[ 0.72  -0.554 -0.789  0.251  0.053],500,-3.2806397e-06,0.0024967717
1.6860664e-05,6,-111.38411315623357,99.999985,18.55,0.00013238596,1.0002931,0.010002932,0.99960446,100.000015,10.616837,0.009996044,1.4967458,0.99999946,87.712166,2.5181093,4.699999,12765,-0.35387766,100,6.404419,100.0,0.9999998,66.28819394111633,6.6808095,-3.2791595,0.009999995,[ 0.716 -0.56  -0.808  0.246  0.078],600,1.5258789e-07,1.323826e-06
0.00015251338,7,-111.46984900340068,99.99974,19.75,0.001581785,1.0038853,0.010038853,0.99584943,99.99972,11.8617325,0.009958494,1.4967778,0.9999068,88.208466,2.8909707,4.6499996,14740,-0.3952391,100,8.438825,100.0,1.0000029,78.39046287536621,6.5644693,-4.356041,0.0099990675,[ 0.716 -0.56  -0.808  0.246  0.078],700,-7.095337e-06,1.5817861e-05
8.243917,8,-111.02239437553428,3.02989,19.18,9.418324,94.83218,0.94832176,0.0018207297,1.7852944,8.788719,1.8207296e-05,1.5273404,1.6648233,88.0953,3.0305786,4.6000004,16658,6.0513678,100,6956.7817,100.0,56.013172,88.12482786178589,6.5922203,-4.245926,0.016648231,[ 0.716 -0.56  -0.808  0.246  0.078],800,-6.8664554e-07,0.094183244
0.41198182,9,-111.30473871535936,62.787186,19.26,0.7601358,3.7031872,0.03703187,0.1969364,53.226982,9.4953,0.001969364,1.572879,0.9873711,88.02371,3.1277647,4.549999,18584,-0.021850139,100,22.171158,100.0,1.8787464,101.28905510902405,6.6328917,-3.7048187,0.009873711,[ 0.682 -0.576 -0.744  0.123  0.108],900,3.890991e-06,0.0076013575
0.37399358,10,-110.52525378492965,54.019646,18.69,0.8565239,6.209075,0.062090747,0.1593469,50.09738,11.302856,0.001593469,1.6678158,0.92838717,87.7104,3.0468898,4.5,20453,-0.15831006,100,13.685491,100.0,1.9961123,112.39889931678772,6.7011967,-4.364601,0.009283871,[ 0.674 -0.563 -0.78   0.116  0.154],1000,3.1280517e-06,0.008565239
