StdIWNorm,EpRewMean,EpLenMean,MaxIWNorm,ReturnStepMax,MaxIW,EmpiricalD2,Bound,EpThisIter,ReturnStepMaxmin,TimeElapsed,InitialReturnStd,ESSRenyi,EpisodesSoFar,Weights,MeanIWNorm,Iteration,InitialBound,MeanEntropy,InitialReturnMean,MinIWNorm,InitialReturnMax,ESSClassic,J_sample_variance,MeanIW,MinIW,StdIW,TimestepsSoFar,ReturnMeanIW,InitialReturnMin
0.02685937,-107.2654604554574,16.91,0.19859277,100.0,19.859278,5.8789797,0.9873296,100,86.4852,266.80368971824646,3.5999165,17.009754,1900,[-0.829  0.684  0.751 -0.626 -0.327],0.01443347,19,0.56382,1.0859559,-7.6293944e-08,1.9533494e-05,15.8476715,22.406555,202.63425,1.4433472,0.0019533494,2.685937,33483,2.2681706,-5.284073
0.0059119067,-107.01253378008292,17.09,0.038680963,100.0,3.8680964,1.3752337,-0.09951317,100,86.66735,281.7209355831146,3.929865,72.71492,2000,[-0.834  0.713  0.762 -0.666 -0.333],0.01001909,20,0.39508492,1.0412617,-9.9182125e-06,0.0010892799,20.72583,74.17431,59.259872,1.0019091,0.108927995,0.5911907,35192,0.710662,-5.035652
0.11383346,-107.03010283119755,17.17,1.137468,100.0,113.7468,8.879688,42.874706,100,86.724846,299.54645895957947,5.9167104,11.261657,2100,[-0.856  0.694  0.754 -0.684 -0.378],0.022017473,21,-0.2933885,0.8925726,1.1558533e-05,1.0861757e-05,40.03985,3.6061563,207794.53,2.201748,0.0010861757,11.383346,36909,46.851837,-5.0534973
0.002646574,-107.18252339643628,17.1,0.020050237,100.0,2.0050237,1.1370422,-0.18155247,100,86.678986,315.6051585674286,3.5367477,87.94749,2200,[-0.814  0.739  0.748 -0.684 -0.526],0.009992767,22,0.53103065,0.8945368,-3.2043456e-06,0.0040971837,10.846161,93.44529,16.514765,0.9992768,0.4097184,0.26465738,38619,0.20396411,-4.861946
0.024829986,-107.23495375634022,17.39,0.22875181,100.0,22.875181,4.8251133,4.0668373,100,86.95103,328.0527262687683,4.4312763,20.724901,2300,[-0.807  0.747  0.732 -0.683 -0.524],0.009496881,23,-0.0303877,0.83264154,-8.69751e-06,4.6724123e-05,27.747475,12.761899,4043.3958,0.94968814,0.0046724123,2.4829986,40358,6.0985203,-5.5647125
0.0049716136,-107.10104327743045,16.98,0.031610124,100.0,3.1610124,1.1904225,-0.879049,100,86.68913,342.60866808891296,4.31767,84.003784,2400,[-0.769  0.698  0.72  -0.679 -0.586],0.010122464,24,-0.19737595,0.83143383,6.4849854e-07,0.002388316,30.90054,80.565575,24.239643,1.0122465,0.2388316,0.4971614,42056,0.24476735,-5.0175705
0.985539,-106.91060803140466,16.65,9.895579,100.0,989.5579,3879.0757,49.73179,100,86.46874,354.534330368042,2.8990588,0.025779337,2500,[-0.769  0.705  0.728 -0.687 -0.587],0.110484384,25,0.60018337,0.81220436,-5.722046e-06,2.2691037e-07,6.93734,1.2411667,405067.44,11.048439,2.2691038e-05,98.5539,43721,64.134224,-5.294159
0.081264116,-107.04175697913448,16.76,0.80448025,100.0,80.44803,12.696159,16.309929,100,86.43447,370.6138195991516,5.415839,7.8763976,2600,[-0.82   0.621  0.733 -0.682 -0.607],0.018589705,26,-0.20136166,0.78425646,-7.820129e-06,9.037022e-05,30.406742,4.9727397,39783.875,1.8589706,0.009037022,8.126412,45397,19.921406,-4.991493
0.02580369,-107.1324024155536,17.43,0.19709533,100.0,19.709534,7.082334,1.3258488,100,86.86566,384.84788942337036,3.9501011,14.119639,2700,[-0.797  0.619  0.695 -0.652 -0.635],0.012557395,27,0.27275717,0.8111335,5.340576e-07,0.0003675732,15.344994,19.1481,278.86356,1.2557396,0.03675732,2.580369,47140,2.6870856,-5.710518
0.06026958,-106.59577083110848,17.48,0.6054234,100.0,60.542343,27.439766,13.7929945,100,86.979256,400.076642036438,4.948632,3.644346,2800,[-0.775  0.644  0.689 -0.673 -0.608],0.014195784,28,-0.27623498,0.7809423,-2.8991699e-06,1.959886e-05,32.620964,5.256216,39032.316,1.4195786,0.001959886,6.0269585,48888,19.48894,-5.9432755
0.009894611,-107.19042420498073,17.61,0.075074464,100.0,7.5074463,2.097129,0.31057012,100,87.02627,414.93996238708496,4.4030175,47.684235,2900,[-0.736  0.671  0.718 -0.63  -0.638],0.00961881,29,0.03267169,0.7256742,-8.239746e-06,0.00027255667,22.447868,48.58689,144.69762,0.9618811,0.02725567,0.98946124,50649,1.3941638,-5.411186
0.08630359,-107.01467321079983,18.01,0.8478937,100.0,84.789375,31.247051,20.98146,100,87.11609,430.58056807518005,6.1519136,3.200302,3000,[-0.733  0.641  0.707 -0.655 -0.693],0.020002918,30,-0.33236128,0.78605515,-1.5830994e-05,6.305411e-05,31.74059,5.09805,72704.87,2.0002918,0.006305411,8.63036,52450,26.89569,-5.733574
0.062635444,-107.44178338851181,17.7,0.6185843,100.0,61.85843,9.412044,6.4626236,100,87.10883,445.77098202705383,5.5781484,10.624685,3100,[-0.696  0.585  0.705 -0.66  -0.633],0.015443754,31,-0.3364038,0.86906695,-6.790161e-06,0.00037786635,33.67356,5.7310505,12440.828,1.5443754,0.037786637,6.2635436,54220,9.9062,-5.026245
0.09028044,-107.48363630820437,16.68,0.9047241,100.0,90.47241,17.333462,1.8089072,100,86.33721,461.2698051929474,3.0306952,5.769188,3200,[-0.595  0.577  0.704 -0.678 -0.55 ],0.018297616,32,0.5610659,0.8424882,-3.1280517e-06,4.2372754e-05,9.239937,3.9456518,1079.9171,1.8297615,0.0042372756,9.028045,55888,3.0912094,-5.084694
0.0028463139,-107.35215149293121,17.82,0.0233185,100.0,2.33185,1.1127427,-1.0185816,100,87.21934,477.63854026794434,5.648195,89.868034,3300,[-0.606  0.588  0.7   -0.74  -0.576],0.010179474,33,-0.31674117,0.8496139,3.1661987e-06,0.0028227982,34.776974,92.74859,58.53408,1.0179474,0.28227982,0.28463137,57670,0.2042536,-5.3997116
0.027846964,-107.18880483232215,17.25,0.28566355,100.0,28.566355,3.0254302,1.649621,100,86.86457,488.5890643596649,4.550748,33.05315,3400,[-0.604  0.596  0.694 -0.747 -0.569],0.011659593,34,-0.012739539,0.90163773,9.155273e-07,0.0007599627,25.870628,14.916196,1389.36,1.1659595,0.07599627,2.7846963,59395,3.1495798,-5.2820816
0.0054741516,-106.8769783701439,17.23,0.0360074,100.0,3.60074,1.4199004,-0.42278296,100,86.59686,504.2282552719116,4.8685484,70.427475,3500,[-0.527  0.551  0.704 -0.762 -0.517],0.009632841,35,-0.055666447,0.9108034,9.536743e-06,0.0018151745,28.71941,75.58909,102.58557,0.96328413,0.18151745,0.54741514,61118,0.7179479,-5.7216797
0.10342857,-107.25970663921714,18.32,1.0454565,100.0,104.545654,9.659733,13.833638,100,87.536095,516.8951983451843,4.5983605,10.352253,3600,[-0.537  0.536  0.721 -0.788 -0.508],0.02014456,36,0.25177133,0.8417968,7.6293945e-06,6.53223e-05,19.771187,3.6548083,25841.527,2.0144563,0.0065322304,10.342857,62950,15.881941,-5.9793854
0.010148972,-107.31148575275054,17.81,0.100776784,100.0,10.077679,1.9175975,-0.015307426,100,87.238396,532.1092147827148,4.962248,52.148586,3700,[-0.459  0.511  0.693 -0.832 -0.577],0.010464544,37,-0.011377811,0.8427686,4.043579e-06,0.0001606727,25.59536,51.530533,285.14804,1.0464543,0.01606727,1.0148972,64731,1.1661518,-5.8687134
0.0070753307,-107.14628641743026,16.82,0.050649032,100.0,5.0649033,1.4470116,0.14202768,100,86.26145,545.0357420444489,4.032812,69.10795,3800,[-0.471  0.496  0.719 -0.828 -0.576],0.010994833,38,0.069381475,0.8411769,-8.087158e-06,0.0017195703,23.20137,70.71584,152.51135,1.0994835,0.17195703,0.7075331,66413,1.0723392,-4.949791
0.004976502,-107.71269023730177,18.54,0.038637724,100.0,3.8637724,1.2636244,-0.1876899,100,87.380615,559.7813701629639,6.483963,79.137436,3900,[-0.435  0.465  0.745 -0.84  -0.578],0.010754139,39,-0.1825599,0.82000023,7.400513e-06,0.003475652,30.712326,82.36285,148.19855,1.0754141,0.3475652,0.4976502,68267,0.96311176,-5.5668945
0.0066023157,-107.1043890804938,17.77,0.034277435,100.0,3.4277437,1.405058,-0.35623693,100,86.94557,575.8565092086792,6.3234215,71.17144,4000,[-0.421  0.44   0.758 -0.849 -0.599],0.010819015,40,-0.18056327,0.8479614,5.760193e-06,0.002891627,30.017075,72.86471,168.21512,1.0819017,0.2891627,0.6602316,70044,0.82978916,-5.1049347
0.010162743,-106.98647054975078,19.62,0.09454713,100.0,9.454713,1.4571261,-0.020529151,100,88.094154,593.5746922492981,8.282086,68.628235,4100,[-0.432  0.437  0.769 -0.87  -0.571],0.0111515485,41,-0.3597542,0.8524463,-5.1498414e-06,0.0009904349,36.231308,54.62922,257.67175,1.115155,0.09904349,1.0162743,72006,1.4373158,-7.0486526
0.002634599,-107.80622916133098,17.59,0.023167342,100.0,2.3167343,1.0681572,-0.71097636,100,86.97925,610.7729187011719,4.176133,93.61918,4200,[-0.461  0.438  0.754 -0.877 -0.567],0.010055666,42,0.009844542,0.854422,-1.1672973e-05,0.005635683,25.277702,93.576485,26.103304,1.0055667,0.5635683,0.26345992,73765,0.15985478,-4.6749344
0.009620083,-107.12814478513998,17.85,0.055964682,100.0,5.5964684,2.2722359,0.08544409,100,86.99695,624.0909922122955,5.427286,44.009514,4300,[-0.462  0.429  0.749 -0.89  -0.565],0.010231373,43,-0.10485566,0.85804415,5.1879883e-06,0.00050618325,28.77848,53.0764,264.03873,1.0231373,0.05061833,0.96200836,75550,1.5314608,-5.475006
0.2074686,-107.49478216970363,19.57,2.091271,100.0,209.1271,147.99025,39.059353,100,88.01479,636.4112856388092,7.262959,0.6757202,4400,[-0.47   0.41   0.732 -0.883 -0.561],0.028104018,44,-0.1212216,0.86356354,-1.1444092e-06,4.205546e-06,29.377937,1.8019179,270757.22,2.810402,0.0004205546,20.746866,77507,50.97223,-6.10968
0.011235789,-107.27124233673236,18.29,0.07684923,100.0,7.684923,2.0941167,0.4375999,100,87.270515,651.5943174362183,6.7334247,47.75283,4500,[-0.4    0.393  0.696 -0.865 -0.555],0.010833748,45,-0.5086131,0.8733273,1.1138916e-05,0.0011902539,41.165634,48.1789,450.80493,1.083375,0.11902539,1.123579,79336,2.4233015,-5.819786
0.0013549238,-107.16181325052125,18.74,0.015128924,100.0,1.5128924,1.0407964,-1.175611,100,87.56408,669.1289093494415,7.6126595,96.08027,4600,[-0.412  0.362  0.716 -0.878 -0.546],0.00995587,46,-0.5945316,0.8730285,-6.1416627e-06,0.0065443316,44.035583,98.18157,83.19851,0.9955871,0.6544332,0.1354924,81210,0.3218841,-6.705124
0.011211161,-106.95581320004806,18.87,0.07679634,100.0,7.6796336,2.1656065,0.65018845,100,87.66398,682.999657869339,8.942123,46.17644,4700,[-0.414  0.363  0.71  -0.885 -0.546],0.010785014,47,-1.2261097,0.8418192,7.705688e-06,0.00039947598,62.974373,48.06337,2387.2158,1.0785016,0.0399476,1.121116,83097,3.7392914,-6.5041428
0.00969254,-106.50703861115694,17.73,0.07862967,100.0,7.8629675,1.5193268,0.8721106,100,86.98585,699.2234179973602,7.1064696,65.81863,4800,[-0.391  0.391  0.712 -0.876 -0.577],0.011122353,48,-0.69485444,0.8001987,-9.918213e-07,0.0014979629,46.100174,56.83692,1343.0508,1.1122353,0.14979629,0.9692541,84870,2.766228,-6.603714
0.37183863,-106.59358461950086,18.36,3.5357425,100.0,353.57425,97.53946,171.29427,100,87.388504,715.5071680545807,7.2990026,1.0252261,4900,[-0.363  0.371  0.738 -0.894 -0.619],0.056378003,49,-0.7425449,0.6802874,1.7929077e-06,6.369235e-06,46.28236,2.2471905,2729796.8,5.637802,0.00063692353,37.18387,86706,186.53073,-6.029419
0.042013846,-107.04986316925567,19.05,0.42980373,100.0,42.980373,4.1525254,17.39177,100,87.761185,732.6724576950073,8.904068,24.081732,5000,[-0.227  0.331  0.753 -0.967 -0.739],0.013693333,50,-0.97717124,0.67629033,-9.536743e-07,0.0007154482,49.723724,9.602612,45819.812,1.3693331,0.07154482,4.2013845,88611,20.769295,-7.028679
0.008749833,-107.38490280885495,18.79,0.082282886,100.0,8.228289,1.5813333,0.80876327,100,87.57014,748.9407351016998,7.8432446,63.237778,5100,[-0.204  0.328  0.759 -0.953 -0.743],0.011056812,51,-0.89135784,0.66394794,-7.5149537e-06,0.0013763806,47.029217,61.491596,1540.9349,1.1056812,0.13763806,0.8749833,90490,2.7800882,-5.718483
0.037106205,-106.4206961023719,18.08,0.37816218,100.0,37.81622,8.006798,6.6658783,100,87.2278,765.7356884479523,8.073918,12.4893875,5200,[-0.189  0.318  0.755 -0.976 -0.755],0.012553724,52,-0.86012137,0.66494834,-3.0517577e-07,0.0002832487,45.72207,10.2704115,14848.055,1.2553725,0.028324869,3.710621,92298,10.978428,-6.2203827
0.009442867,-105.97861398490372,20.89,0.07858597,100.0,7.858597,1.8434949,0.5130806,100,88.85365,782.9586577415466,12.861842,54.244793,5300,[-0.112  0.269  0.75  -1.012 -0.754],0.01007315,53,-1.3840059,0.6596572,4.653931e-06,0.0015291582,61.46876,53.226204,2193.6248,1.0073149,0.15291582,0.9442867,94387,3.2950618,-8.318237
0.01631466,-106.70494653228289,18.05,0.14244252,100.0,14.244252,1.7351223,-0.6012454,100,87.17678,799.0347764492035,7.491405,57.632824,5400,[-0.136  0.295  0.749 -1.011 -0.759],0.011115045,54,-0.9092371,0.65857327,4.15802e-06,0.0014693431,47.06695,31.701403,261.60907,1.1115047,0.14693432,1.6314659,96192,1.4653711,-6.0515213
0.0058563976,-106.61743734251131,17.56,0.037278462,100.0,3.7278461,1.4198098,-0.26470828,100,86.85727,814.9950261116028,6.5594106,70.43197,5500,[-0.112  0.265  0.745 -1.015 -0.76 ],0.009294494,55,-0.88369393,0.6616502,1.9073487e-07,0.0010073198,46.268017,71.58106,336.79688,0.92944944,0.100731984,0.5856398,97948,1.5729921,-6.2105484
0.22420235,-106.91931675315172,17.84,2.2577264,100.0,225.77264,6.1394935,71.34581,100,87.014366,829.9852685928345,5.9114413,16.287989,5600,[-0.095  0.235  0.755 -1.029 -0.757],0.030560218,56,-0.43278432,0.55796254,-1.3198853e-05,3.5372646e-05,32.832638,1.8240535,549519.6,3.0560217,0.0035372647,22.420237,99732,74.05756,-5.880371
0.016243024,-106.9309158551968,20.56,0.13777326,100.0,13.777327,2.8461828,5.6494446,100,88.59816,846.7030000686646,10.0837555,35.134777,5700,[-0.064  0.189  0.733 -1.054 -0.861],0.011159782,57,-1.1870269,0.5682532,-4.997253e-06,0.0006547018,52.349525,32.06701,4562.246,1.1159782,0.06547018,1.6243024,101788,8.593344,-8.246986
0.007484006,-107.34141728963763,19.12,0.057131976,100.0,5.7131977,1.2790304,1.2280768,100,87.771866,862.8979790210724,7.4380817,78.18422,5800,[-0.071  0.188  0.727 -1.028 -0.851],0.010343272,58,-0.8127716,0.5362802,1.9836425e-06,0.0022098804,41.430805,65.636475,707.87286,1.0343273,0.22098805,0.7484006,103700,2.7899384,-6.759796
0.0054882304,-105.44092435936722,21.63,0.036698535,100.0,3.6698534,1.3768011,-0.70425344,100,89.250496,879.8957133293152,13.137013,72.63213,5900,[-0.054  0.172  0.74  -1.043 -0.883],0.010425378,59,-1.0770068,0.52358073,-1.4877319e-06,0.003134109,48.398556,78.300674,338.9919,1.0425378,0.3134109,0.548823,105863,1.1887298,-9.334778
0.006527007,-106.70279401028235,18.72,0.046667915,100.0,4.6667914,1.3630049,-0.24057329,100,87.600136,895.9514753818512,7.417076,73.36731,6000,[-0.052  0.174  0.748 -1.055 -0.895],0.010117812,60,-1.0435956,0.5387152,7.6675415e-06,0.0012509782,47.015522,70.61375,420.21606,1.0117812,0.12509783,0.6527007,107735,1.5890796,-6.8352585
0.013105118,-106.48691702154207,19.02,0.12097036,100.0,12.097036,2.4938831,1.8078327,100,87.80264,912.3279869556427,8.697539,40.09811,6100,[-0.011  0.157  0.757 -1.074 -0.88 ],0.010886001,61,-1.1095247,0.55371153,-8.354187e-06,0.0007454073,49.44694,40.82873,3224.3718,1.0886002,0.074540734,1.3105117,109637,4.410725,-6.866287
0.013352732,-106.79765032562017,20.82,0.13465714,100.0,13.465714,2.29523,3.6994107,100,88.74087,929.7039804458618,11.832739,43.56862,6200,[-0.048  0.183  0.743 -1.043 -0.865],0.010409555,62,-1.1744365,0.56138813,1.1444092e-06,0.00070798077,51.84447,37.801235,4780.9004,1.0409557,0.07079808,1.3352733,111719,6.3175592,-7.013481
0.017033314,-107.24699359434136,19.12,0.09856449,100.0,9.856449,3.6735384,-0.076383114,100,87.78172,944.1800572872162,8.038338,27.22171,6300,[-0.027  0.194  0.732 -1.035 -0.858],0.01173308,63,-0.6647204,0.5609198,-1.0108948e-05,0.00015431803,36.78295,32.179874,1384.262,1.173308,0.015431804,1.7033314,113631,2.2736156,-6.726143
0.005570081,-106.38248679347298,19.58,0.03563381,100.0,3.5633812,1.3036712,-0.81945944,100,88.13356,960.8124415874481,9.9951935,76.70646,6400,[-0.04   0.192  0.755 -1.059 -0.858],0.009695519,64,-0.9860725,0.55897254,4.9591063e-06,0.0024293773,46.409912,75.18509,337.95612,0.969552,0.24293773,0.5570081,115589,0.94687736,-7.7434006
0.0055832113,-106.10595156704727,19.78,0.04756589,100.0,4.756589,1.318284,-1.0724585,100,88.27142,977.4680089950562,10.976103,75.856186,6500,[-0.028  0.178  0.747 -1.057 -0.86 ],0.010848489,65,-0.98680466,0.5643197,1.8310546e-06,0.0032759928,46.37337,79.05961,266.8291,1.0848488,0.3275993,0.5583211,117567,0.7023517,-7.803093
0.011098644,-106.12325648975437,18.33,0.10490139,100.0,10.490139,1.7360605,1.371565,100,87.420815,992.443386554718,8.219709,57.60168,6600,[-0.019  0.166  0.748 -1.051 -0.855],0.0113458745,66,-0.9480193,0.5359924,4.8446655e-06,0.0018906828,45.370316,51.10139,2306.79,1.1345875,0.18906829,1.1098644,119400,3.364224,-6.6267853
0.0030740034,-106.4735035184562,19.76,0.023421014,100.0,2.3421013,1.1225982,-0.7481931,100,88.22333,1010.0347411632538,10.144138,89.07907,6700,[ 0.003  0.171  0.759 -1.045 -0.883],0.009891368,67,-0.9806535,0.54098606,1.7547608e-06,0.0037280608,45.49943,91.19245,202.79712,0.98913676,0.37280607,0.30740035,121376,0.8587366,-7.1686707
0.009308909,-106.56729253732163,18.84,0.07630069,100.0,7.630069,1.6551318,0.04690647,100,87.68715,1027.0769309997559,8.3161955,60.418148,6800,[ 0.007  0.159  0.761 -1.055 -0.878],0.0100673605,68,-1.002991,0.55179405,-5.8746336e-06,0.001855838,46.319134,53.908337,595.1752,1.006736,0.1855838,0.93089086,123260,2.033255,-7.1614914
0.0034874114,-107.09240500030191,18.76,0.025917498,100.0,2.59175,1.1263747,-1.0056982,100,87.58294,1043.252540588379,7.9986224,88.7804,6900,[-0.022  0.153  0.767 -1.054 -0.867],0.009972925,69,-0.846992,0.54233307,-5.9127806e-06,0.0033909562,41.963406,89.10419,124.13984,0.99729246,0.33909562,0.34874114,125136,0.47883862,-6.464546
0.009749717,-106.65028120620623,18.78,0.09220703,100.0,9.220703,1.8186374,3.3498976,100,87.64215,1059.5589652061462,9.018043,54.98622,7000,[-0.01   0.158  0.759 -1.046 -0.877],0.011220298,70,-0.97357553,0.54293925,-1.3122559e-05,0.0017974783,45.476868,56.978477,2242.1912,1.12203,0.17974783,0.9749717,127014,5.394187,-6.62146
0.0069429725,-106.53625777794856,19.91,0.04472963,100.0,4.4729633,1.7049887,0.7712624,100,88.29822,1075.6689388751984,11.176547,58.651413,7100,[-0.023  0.164  0.752 -1.058 -0.876],0.009723487,71,-1.0656359,0.54747456,2.3269654e-06,0.00023366045,48.257324,66.231514,646.403,0.9723487,0.023366045,0.6942974,129005,2.871666,-6.9166565
0.09046463,-106.74457759639076,19.13,0.6403638,100.0,64.036385,55.44458,27.158419,100,87.84018,1093.3267288208008,8.998942,1.8036028,7200,[-0.031  0.176  0.766 -1.052 -0.871],0.024494957,72,-1.1814718,0.5445525,3.2806397e-06,2.8369317e-05,51.868492,6.830751,108277.8,2.4494958,0.0028369317,9.046463,130918,40.03237,-7.2037888
0.006725927,-106.1768808100949,20.96,0.055023894,100.0,5.5023894,1.5333099,1.3868916,100,88.86862,1111.26451253891,12.597379,65.21838,7300,[-0.023  0.214  0.774 -1.065 -0.874],0.010742676,73,-1.2243431,0.5369972,-7.6293944e-08,0.00083564804,53.066856,71.8394,1276.0532,1.0742676,0.0835648,0.67259264,133014,3.5772595,-7.964119
