InitialReturnMin,StdIWNorm,ReturnStepMaxmin,ESSClassic,InitialReturnStd,ReturnStepMax,ESSRenyi,TimeElapsed,InitialReturnMax,MinIWNorm,StdIW,Bound,EpLenMean,MeanIW,TimestepsSoFar,EpRewMean,MeanIWNorm,J_sample_variance,EpisodesSoFar,InitialBound,Iteration,MeanEntropy,InitialReturnMean,MaxIWNorm,EmpiricalD2,ReturnMeanIW,Weights,EpThisIter,MinIW,MaxIW
-4.7422943,0.005075502,87.800095,81.486565,2.8539917,100.0,78.864655,1053.2562930583954,8.73793,0.002575845,0.50755024,-0.05284974,19.02,1.0648255,137277,-110.82786171992798,0.010648255,14.389956,7400,1.0117218,74,1.2479864,7.2479247e-06,0.030097617,1.2679951,0.27512932,[ 0.61  -1.103 -0.965 -0.192 -0.116],100,0.2575845,3.0097618
-4.8971405,0.0026296703,87.86596,93.60828,3.4016569,100.0,92.778275,1067.0355575084686,10.336517,0.0050495784,0.26296705,-0.29743558,19.43,1.0063514,139220,-111.23950355799572,0.010063513,13.882958,7500,0.9034296,75,1.2517583,-6.2561035e-06,0.018677298,1.0778385,0.060273394,[ 0.604 -1.104 -0.953 -0.175 -0.171],100,0.50495785,1.8677298
-5.4068527,0.013166961,88.361046,31.851404,4.025235,100.0,31.837404,1079.7808709144592,9.650108,6.4190855e-05,1.316696,0.32800114,20.09,0.9001634,141229,-111.0258291663692,0.009001634,63.590317,7600,0.93007433,76,1.2429105,-1.373291e-05,0.1132227,3.1409595,0.8980894,[ 0.605 -1.106 -0.945 -0.163 -0.167],100,0.006419086,11.32227
-6.4101486,0.029605158,88.10678,14.650279,3.5137196,100.0,10.865879,1097.2015714645386,8.565598,0.00062824506,2.960516,1.4811937,19.55,1.2265615,143184,-110.49603366946303,0.012265615,167.44008,7700,0.95739514,77,1.4231112,4.577637e-06,0.24650489,9.203121,2.3473654,[ 0.567 -1.129 -0.959 -0.225 -0.176],100,0.06282451,24.65049
-5.700157,0.011555907,88.20554,46.220818,3.7825482,100.0,40.729088,1114.554735660553,11.916603,0.000673552,1.1555907,0.093995154,20.02,1.0713114,145186,-111.60505336695412,0.010713113,61.673363,7800,1.0258915,78,1.4199078,5.340576e-07,0.06526116,2.4552476,0.7164085,[ 0.583 -1.149 -0.966 -0.216  0.004],100,0.0673552,6.5261164
-5.6277924,0.018859949,88.92326,26.147469,3.885098,100.0,25.235357,1129.281815290451,11.436348,0.0007428297,1.8859951,0.07648194,21.31,1.1222062,147317,-112.99485044363433,0.011222062,53.15125,7900,1.0387008,79,1.4929944,4.653931e-06,0.16099654,3.9626942,0.83534145,[ 5.646e-01 -1.175e+00 -9.380e-01 -2.366e-01  8.693e-04],100,0.074282974,16.099655
-5.743004,0.02303741,89.033455,22.971464,3.8049288,100.0,19.387686,1146.8741948604584,10.114639,2.4375884e-05,2.303741,0.814836,21.68,1.2580624,149485,-112.99285521855556,0.012580622,186.11887,8000,1.1558425,80,1.4511167,2.822876e-06,0.16109933,5.157913,1.5805492,[ 0.514 -1.222 -0.94  -0.235  0.074],100,0.0024375885,16.109934
-5.6912537,7.135414e-09,88.965126,100.000015,3.7548895,100.0,100.0,1166.4332835674286,11.680588,0.009999986,7.1998363e-07,-0.38934973,21.67,1.0000005,151652,-112.10529868112637,0.010000004,14.24162,8100,1.0617669,81,1.4511167,3.1280517e-06,0.010000027,1.0,3.2186508e-06,[ 0.509 -1.206 -0.97  -0.308  0.032],100,0.99999857,1.0000027
-6.0751038,0.012751522,88.800934,37.15381,3.7822652,100.0,31.535873,1177.064781665802,9.918228,7.150209e-05,1.2751522,0.744329,21.09,0.98044705,153761,-111.12300579217252,0.0098044695,46.310482,8200,1.120506,82,1.3615046,-3.0517579e-06,0.100634724,3.170992,1.3330512,[ 0.509 -1.206 -0.97  -0.308  0.032],100,0.0071502086,10.063473
-7.9483414,0.012196296,88.985756,50.868423,3.7198243,100.0,43.63099,1189.85937833786,8.562843,0.00042300383,1.2196296,0.16440046,21.37,1.2409999,155898,-110.52034476473199,0.012409998,33.116726,8300,1.076088,83,1.350838,1.1520386e-05,0.08874523,2.291949,0.5965153,[ 0.424 -1.2   -0.962 -0.356 -0.057],100,0.042300384,8.874523
-6.15419,524.65094,89.148926,1.0001161,3.6615856,100.0,2.4327735e-05,1200.4996814727783,9.144554,6.298775e-09,52465.094,25320.414,21.9,5273.25,158088,-111.81162324783037,52.732494,67281756000.0,8400,1.0460169,84,1.2375593,-2.4414062e-06,5272.944,4110534.8,25938.416,[ 0.4   -1.22  -0.948 -0.399 -0.068],100,6.298775e-07,527294.4
-9.245857,0.092905015,90.81498,2.6913378,4.395708,100.0,0.97350377,1219.5082948207855,10.050781,1.0803768e-05,9.290501,5.6883574,26.31,1.5450675,160719,-112.55378406919883,0.015450677,6501.125,8500,0.9025328,85,1.253967,-4.5776366e-07,0.9248744,102.72174,9.083904,[ 0.213 -1.075 -0.758 -0.447 -0.181],100,0.0010803769,92.48744
-11.190285,0.05163382,91.80088,5.800044,4.972055,100.0,6.8439584,1239.4258370399475,11.920105,2.3344944e-06,5.163382,4.6756463,30.36,1.2812226,163755,-114.44354645717476,0.012812223,1774.6068,8600,0.8566436,86,1.132799,1.3504028e-05,0.5054333,14.611427,6.1944623,[ 0.211 -1.097 -0.679 -0.48  -0.165],100,0.00023344945,50.543335
-13.2992935,0.012929844,92.094315,41.84053,6.055866,100.0,30.090399,1261.0746788978577,21.856735,0.00061994727,1.2929844,1.1226667,31.93,1.0966845,166948,-112.83617508038078,0.010966845,264.69064,8700,0.40423715,87,1.1520791,-4.119873e-06,0.06913595,3.3233192,2.4508257,[ 0.122 -1.135 -0.697 -0.519 -0.286],100,0.061994728,6.913595
-12.533379,0.023457991,92.1454,24.627682,6.4685354,100.0,20.152006,1284.130200624466,18.096703,7.466728e-05,2.3457994,2.5489097,31.86,1.3409009,170134,-112.78802063936622,0.013409009,771.9086,8800,0.54884434,88,1.0383928,-1.1291504e-05,0.17672466,4.962285,3.8926616,[ 0.144 -1.143 -0.655 -0.545 -0.267],100,0.0074667283,17.672466
-10.73542,0.0045989673,92.310196,84.56196,6.517145,100.0,80.988106,1303.0786306858063,21.407604,0.0010076764,0.45989677,-0.40830123,32.46,1.0763452,173380,-111.58981005564867,0.010763452,57.298065,8900,0.32481515,89,1.0319177,9.269715e-06,0.023791708,1.2347492,0.38463128,[ 0.104 -1.162 -0.679 -0.584 -0.38 ],100,0.100767635,2.379171
-13.138588,0.025702734,92.43685,18.120447,6.4899287,100.0,36.00167,1326.8983042240143,17.304092,0.00036539568,2.5702734,2.009346,33.4,1.2091385,176720,-113.08744903868137,0.012091384,852.0307,9000,0.4551146,90,1.0117939,-7.6293944e-08,0.24419175,2.777649,2.970662,[ 0.083 -1.152 -0.691 -0.565 -0.387],100,0.03653957,24.419176
-14.079239,0.022603596,92.572464,22.97593,6.4059873,100.0,26.868376,1350.8037495613098,21.433605,0.00043422868,2.2603595,0.6494957,34.86,1.2345276,180206,-114.3958745760922,0.012345275,362.1879,9100,0.29733944,91,1.0683441,-9.536743e-07,0.20390473,3.7218475,2.027826,[-0.005 -1.15  -0.717 -0.543 -0.407],100,0.04342287,20.390474
-13.994827,0.21562362,92.33571,1.8717619,7.125879,100.0,6.4237094,1374.8263173103333,25.007053,6.3757165e-07,21.56236,16.517696,33.16,2.977999,183522,-112.60663364179304,0.029779995,36874.496,9200,0.23477513,92,0.9456495,-4.196167e-07,2.1687653,15.567329,19.80658,[ 0.007 -1.131 -0.685 -0.567 -0.351],100,6.3757165e-05,216.87654
-14.392563,0.008521454,92.50978,49.92145,6.7194195,100.0,44.911396,1398.5880665779114,18.885574,0.00047379732,0.8521454,0.19977331,34.07,0.85080767,186929,-112.991302600345,0.008508075,119.93231,9300,0.31612706,93,0.9240932,-3.2043456e-06,0.043688364,2.2266064,1.1391304,[ 0.134 -1.128 -0.612 -0.588 -0.473],100,0.047379732,4.3688364
-14.774437,0.06872351,93.128784,8.026843,7.185458,100.0,4.22289,1425.3449897766113,18.763363,1.2000576e-05,6.872351,9.259284,37.68,2.0302389,190697,-112.98263994333054,0.020302389,10959.513,9400,0.29865634,94,0.94986343,8.583069e-06,0.551825,23.680466,12.302863,[ 0.132 -1.138 -0.595 -0.612 -0.495],100,0.0012000577,55.1825
-12.297562,0.05664287,92.376076,4.21442,6.6794343,100.0,6.628925,1448.1939687728882,19.05014,1.5346059e-05,5.6642876,3.5435872,33.08,1.1881304,194005,-111.83375636890526,0.011881304,4963.5747,9500,0.31486052,95,0.92648125,1.7547608e-06,0.56840837,15.0854025,6.009941,[ 0.191 -1.093 -0.591 -0.598 -0.469],100,0.0015346059,56.84084
-13.654694,0.023571685,92.16697,24.598864,8.316892,100.0,35.705032,1470.2994923591614,31.87075,0.00047039776,2.3571684,2.711093,32.23,1.3463538,197228,-110.42638800863361,0.013463538,1131.8912,9600,-0.13586903,96,0.9492386,8.087158e-06,0.20330362,2.8007257,4.488989,[ 0.128 -1.052 -0.592 -0.627 -0.493],100,0.047039777,20.330362
-13.034088,0.2726959,92.37304,1.8289344,7.224951,100.0,1.0409187,1492.5346715450287,20.845562,4.786756e-06,27.26959,8.106396,33.28,3.7220821,200556,-112.16374910714539,0.037220817,16821.578,9700,0.25438303,97,0.90422505,-3.5095215e-06,2.734565,96.068985,14.916973,[ 0.089 -0.987 -0.574 -0.578 -0.47 ],100,0.00047867562,273.4565
-15.805252,0.042611185,92.9696,10.543873,6.836998,100.0,8.742422,1517.0022597312927,19.041817,0.00010160039,4.2611184,2.764841,37.28,1.4629135,204284,-114.20304527105561,0.014629135,2195.2449,9800,0.2694975,98,0.8769534,-2.2888183e-07,0.40556434,11.4384775,4.9115405,[ 0.144 -1.047 -0.536 -0.577 -0.515],100,0.010160039,40.556435
-13.123047,0.06178382,93.14911,4.427145,6.828627,100.0,3.2574062,1542.380056142807,17.906876,3.8779935e-06,6.1783824,6.763318,37.64,1.329748,208048,-113.9828978800595,0.013297478,8430.711,9900,0.28005034,99,0.8251168,-7.3242186e-06,0.5928532,30.699272,10.070535,[ 0.086 -1.093 -0.544 -0.582 -0.542],100,0.00038779937,59.28532
-16.904984,0.19132853,93.423195,1.9655263,6.7221093,100.0,1.0121046,1567.9305200576782,17.61884,7.4170835e-06,19.132854,11.370195,39.49,2.7091293,211997,-114.17244854054422,0.027091293,31707.459,10000,0.23781979,100,0.7913382,-2.4032593e-06,1.9026644,98.804016,17.207916,[ 0.073 -1.125 -0.512 -0.593 -0.594],100,0.0007417084,190.26645
-14.968361,0.11812961,93.71329,2.8199286,7.9203315,100.0,1.2856119,1594.9487376213074,18.982166,4.6483072e-07,11.812963,17.179626,42.0,2.0122838,216197,-116.10391347405427,0.020122837,50907.24,10100,0.15859658,101,0.81015646,-2.708435e-06,1.1860603,77.78397,22.760082,[ 0.094 -1.126 -0.499 -0.544 -0.628],100,4.6483074e-05,118.60603
-17.2705,0.20169297,93.47133,1.7770002,7.5008793,100.0,0.752344,1622.5424830913544,19.324783,3.0119838e-06,20.1693,14.059052,40.43,2.7128637,220240,-116.11135533888199,0.027128635,40720.03,10200,0.1660043,102,0.79363775,7.3242186e-06,2.0294573,132.91792,21.485569,[ 0.183 -1.129 -0.498 -0.562 -0.609],100,0.0003011984,202.94574
-17.15696,0.046495613,93.393105,10.60194,7.3287854,100.0,5.0521264,1649.5432181358337,16.024338,1.8188735e-05,4.649562,2.9429772,39.79,1.6011817,224219,-113.67000567355439,0.01601182,3211.5376,10300,0.2217387,103,0.75979036,-3.8146973e-07,0.32767355,19.793646,5.487357,[ 0.149 -1.095 -0.49  -0.599 -0.625],100,0.0018188736,32.767357
-15.448883,0.7210935,93.74038,1.1468638,7.177629,100.0,0.15719295,1677.3301544189453,18.058205,4.6611763e-07,72.10935,26.797783,42.15,7.7669816,228434,-114.96591085084803,0.077669814,180886.27,10400,0.1578514,104,0.74707013,1.2207031e-06,7.251348,636.1609,41.980057,[ 0.177 -1.114 -0.456 -0.64  -0.659],100,4.6611764e-05,725.1348
-17.404854,0.024264187,93.91623,23.5244,7.847743,100.0,14.9897,1706.1841979026794,20.332977,0.00013004508,2.4264188,4.1246777,43.55,1.3457475,232789,-113.14831321505336,0.013457474,822.49756,10500,0.06931144,105,0.759792,7.2479247e-06,0.14164464,6.6712475,5.8752627,[ 0.157 -1.121 -0.419 -0.679 -0.672],100,0.013004508,14.164465
-15.175789,0.01249757,94.19147,42.318943,8.888996,100.0,40.605762,1736.7948985099792,29.882805,0.0010179754,1.2497572,1.7115893,46.98,1.0704747,237487,-112.9542255288793,0.010704747,744.65625,10600,-0.23630369,106,0.7519795,-2.0980835e-06,0.07576646,2.4627047,3.2747595,[ 0.094 -1.096 -0.407 -0.666 -0.659],100,0.10179754,7.5766463
-17.796936,1.1421599,93.99165,1.1084802,9.748985,100.0,0.07427754,1765.3301095962524,35.25511,2.9675987e-06,114.21598,49.471962,44.22,12.092368,241909,-110.73463205130389,0.12092367,888199.25,10700,-0.42319214,107,0.754007,-1.2588501e-06,11.483923,1346.302,92.5913,[ 0.077 -1.044 -0.396 -0.658 -0.667],100,0.00029675988,1148.3923
-20.149307,0.0382742,94.03562,7.754355,10.91544,100.0,6.456418,1793.722663640976,37.567837,6.618224e-05,3.82742,3.624288,43.59,1.109701,246268,-108.19866439916983,0.011097011,7437.933,10800,-0.49825084,108,0.7278744,3.4332274e-06,0.37453872,15.488464,8.55261,[ 0.092 -1.012 -0.395 -0.692 -0.665],100,0.0066182246,37.453873
-22.3667,0.008235979,94.43387,53.61058,14.843752,100.0,42.373257,1823.4209311008453,43.048233,0.000534362,0.8235979,1.019752,46.65,0.8853827,250933,-106.50505072977413,0.008853827,697.7942,10900,-0.7070621,109,0.73494196,4.653931e-06,0.037927404,2.3599792,3.224141,[ 0.075 -1.008 -0.386 -0.725 -0.691],100,0.053436197,3.7927406
-21.281647,0.10716298,94.34868,2.7186246,14.30384,100.0,3.638915,1852.8100774288177,47.885216,3.1051327e-06,10.716301,5.942691,45.42,1.7914495,255475,-105.63138860396573,0.017914493,20441.836,11000,-0.86122966,110,0.6244091,2.3651123e-06,1.0691053,27.480719,14.310163,[ 0.073 -0.998 -0.399 -0.703 -0.684],100,0.00031051328,106.91053
-17.5438,0.0102935005,94.11104,50.358128,10.184129,100.0,43.728027,1881.9937357902527,37.769966,0.0007341552,1.02935,0.4130752,44.42,1.0367492,259917,-108.58369859473513,0.010367491,379.44626,11100,-0.6345948,111,0.62548643,-5.1498414e-06,0.06822666,2.2868629,2.3169808,[ 0.083 -1.018 -0.406 -0.68  -0.795],100,0.07341552,6.822666
-17.443687,0.038550083,93.622185,12.866116,11.427931,100.0,15.045263,1907.7457580566406,37.933792,0.00037108056,3.8550084,3.2704914,40.27,1.4813428,263944,-108.28256585867723,0.014813428,1858.085,11200,-0.63896924,112,0.66554195,4.043579e-06,0.25732642,6.6466103,6.530398,[ 0.083 -1.01  -0.411 -0.69  -0.793],100,0.037108056,25.732643
-21.203705,0.7484665,93.91582,1.2002019,9.34453,100.0,0.08780513,1935.743729352951,33.793514,9.102867e-06,74.84665,139.62593,43.24,8.249384,268268,-109.92003552208274,0.08249384,3136151.2,11300,-0.4609024,113,0.70309657,6.1416627e-06,7.5269427,1138.8856,177.64069,[ 0.06  -0.99  -0.387 -0.671 -0.753],100,0.0009102867,752.6943
-18.637955,0.012887494,94.293625,34.61851,13.409852,100.0,38.752842,1966.3797373771667,52.633865,0.0006657571,1.2887496,2.4674768,45.59,0.93776774,272827,-107.28320754150714,0.009377676,1738.7511,11400,-1.0513613,114,0.74696475,4.3869018e-06,0.120837875,2.580456,5.2858095,[ 0.026 -1.054 -0.384 -0.721 -0.716],100,0.06657571,12.083788
-21.206253,0.007981392,94.535965,61.487854,11.294481,100.0,56.793568,1995.8395664691925,37.71024,0.0004408352,0.7981393,-0.5459473,48.55,1.0084965,277682,-108.36496677542243,0.010084964,269.0707,11500,-0.5100463,115,0.7388263,-2.9754638e-06,0.04753323,1.7607628,1.1220236,[ 0.008 -1.039 -0.367 -0.711 -0.672],100,0.04408352,4.753323
-18.86908,0.0056698946,94.72952,72.84697,11.954249,100.0,70.64787,2025.2496466636658,34.571682,0.002669998,0.5669895,0.020220637,50.56,0.92869157,282738,-107.9583794843133,0.009286916,167.16649,11600,-0.41357017,116,0.75097024,-7.05719e-06,0.038550735,1.4154708,1.3912593,[-0.008 -1.055 -0.364 -0.723 -0.68 ],100,0.2669998,3.8550737
-21.375534,0.011216538,94.79062,41.025997,10.179462,100.0,34.354385,2059.258870124817,34.544518,0.0005009068,1.1216538,1.0155716,52.41,0.93553084,287979,-110.30682404639525,0.009355308,571.1951,11700,-0.4005159,117,0.7335023,-2.1743774e-06,0.07778299,2.9108365,2.9801383,[ 0.01  -1.03  -0.341 -0.706 -0.668],100,0.050090678,7.7782993
-22.845459,0.01575665,94.92479,33.46103,11.705042,100.0,30.753567,2092.4397633075714,37.517166,0.00021497523,1.5756649,0.6088996,53.59,1.1173661,293338,-109.19729096227529,0.011173661,561.7476,11800,-0.5170744,118,0.71494865,-4.5013426e-06,0.108895436,3.2516553,2.8639748,[-0.008 -1.045 -0.331 -0.715 -0.685],100,0.021497523,10.889544
-21.442482,0.011254635,94.55188,54.21923,10.442526,100.0,61.48343,2118.2185785770416,37.224712,0.0026265138,1.1254636,1.089678,49.01,1.2248036,298239,-109.003034437959,0.012248036,439.56314,11900,-0.52587426,119,0.7451189,7.6293946e-07,0.07005375,1.6264545,2.672132,[ 0.011 -1.028 -0.339 -0.709 -0.704],100,0.26265138,7.005375
-20.223213,0.00937309,94.78284,57.276115,12.67954,100.0,56.846542,2150.143215417862,33.956116,0.0013055678,0.937309,0.30323255,50.96,1.0852611,303335,-107.45330311139581,0.010852611,346.01495,12000,-0.38675147,120,0.73276985,1.5258789e-07,0.053422265,1.7591219,1.8044538,[ 0.012 -0.986 -0.33  -0.69  -0.674],100,0.13055678,5.3422265
-22.851143,0.0052192095,94.60527,80.385605,9.95804,100.0,76.86892,2180.1113953590393,24.930115,0.002786213,0.521921,0.03412181,49.28,1.0565898,308263,-108.28807638921442,0.010565898,136.36105,12100,-0.0982334,121,0.75433034,6.1035155e-07,0.039002553,1.300916,0.98194575,[ 0.017 -0.962 -0.314 -0.693 -0.686],100,0.27862132,3.9002554
-26.387955,0.009177101,94.75464,52.440758,11.851891,100.0,48.591915,2210.9982118606567,42.26089,0.0009981494,0.9177102,-0.53908896,50.07,0.9636571,313270,-106.28254221534215,0.009636569,412.16364,12200,-0.654362,122,0.7545398,3.967285e-06,0.056369934,2.0579555,1.4817672,[ 0.013 -0.926 -0.301 -0.672 -0.665],100,0.09981494,5.6369934
-21.805984,0.8672262,94.977295,1.1439606,13.063829,100.0,0.06930112,2239.918610572815,47.6893,2.374593e-06,86.72262,166.62872,52.76,9.329026,318546,-106.11905383262088,0.09329024,5263626.5,12300,-0.8351061,123,0.7269765,-2.708435e-06,8.720059,1442.978,227.0138,[ 0.011 -0.919 -0.303 -0.686 -0.664],100,0.0002374593,872.006
-29.334106,0.07380529,95.202805,4.523796,14.261077,100.0,3.6967568,2273.3269510269165,31.552296,2.4439489e-05,7.38053,7.092027,54.23,1.6065396,323969,-102.9607623381454,0.016065395,22385.072,12400,-0.32476807,124,0.6722544,-1.3732911e-06,0.7162983,27.050737,12.562178,[-0.028 -0.807 -0.239 -0.656 -0.692],100,0.002443949,71.62983
-25.468414,0.93939185,94.93547,1.0833502,14.143986,100.0,0.10814333,2304.1656243801117,34.195896,6.4442486e-07,93.93917,233.11436,50.89,9.830973,329058,-103.4218737649616,0.09830973,7217387.5,12500,-0.4676034,125,0.64120877,5.8746336e-06,9.444774,924.6987,267.7763,[-0.056 -0.761 -0.249 -0.652 -0.747],100,6.444249e-05,944.47736
-23.372246,0.003706456,94.6856,87.80321,13.86645,100.0,87.115715,2337.647111415863,28.211311,0.0032912004,0.37064558,-0.45674074,48.63,0.9944696,333921,-104.90468558305196,0.009944696,223.78831,12600,-0.29916704,126,0.6117106,1.3732911e-06,0.022629637,1.1478986,0.55077946,[-0.05  -0.638 -0.216 -0.56  -0.778],100,0.32912004,2.2629638
-26.870773,0.017723061,94.898544,29.792032,14.366323,100.0,21.347496,2372.359318256378,40.717216,5.6261695e-05,1.7723061,5.218027,51.66,1.1545044,339087,-105.94047289367195,0.011545045,2094.6458,12700,-0.7455277,127,0.5616586,2.5939942e-06,0.08789629,4.68439,8.155564,[-0.039 -0.632 -0.208 -0.56  -0.807],100,0.0056261695,8.789629
-25.230904,0.0097250035,95.093704,53.21777,13.234953,100.0,51.074745,2406.428142309189,42.85781,0.00094951666,0.9725004,0.80497897,53.57,1.0372362,344444,-104.63006586370933,0.010372362,296.80154,12800,-0.8669361,128,0.5530781,-9.918213e-07,0.04715273,1.9579148,2.803946,[-0.004 -0.648 -0.189 -0.559 -0.857],100,0.09495167,4.7152734
-25.612015,0.0077600293,95.11154,66.29294,12.992128,100.0,64.08453,2440.5917229652405,29.251587,0.001459682,0.776003,0.08353186,53.17,1.0882698,349761,-103.37479747577727,0.0108827,305.67844,12900,-0.42196894,129,0.5528502,5.455017e-06,0.040616453,1.5604389,1.301544,[-0.017 -0.648 -0.179 -0.561 -0.866],100,0.1459682,4.0616455
-25.581543,0.06848542,95.45119,5.9022555,14.2941475,100.0,12.468397,2472.3427765369415,56.94336,0.00011926593,6.8485413,8.754869,57.97,1.7152106,355558,-102.86239737330388,0.017152106,16925.752,13000,-1.3452635,130,0.5766683,-1.5258789e-06,0.63166577,8.020277,14.130341,[-0.02  -0.652 -0.17  -0.562 -0.866],100,0.011926593,63.166576
-27.813145,0.025064783,95.310455,16.703268,13.892336,100.0,14.518968,2506.3540387153625,36.98903,0.00013033523,2.5064785,6.1257105,56.01,1.1224079,361159,-103.32564670160214,0.011224079,2002.2213,13100,-0.65630287,131,0.56727487,-3.3569336e-06,0.16756769,6.8875422,9.3615265,[ 0.028 -0.643 -0.153 -0.546 -0.842],100,0.013033524,16.75677
-26.71151,0.009508224,95.8089,48.73511,13.885689,100.0,47.604576,2546.062248468399,37.47677,0.0011652836,0.9508224,-0.04297793,65.07,0.92706543,367666,-103.82249460106335,0.009270654,267.63135,13200,-0.6819454,132,0.5698571,5.4931643e-06,0.07150892,2.1006384,1.7675972,[ 0.046 -0.656 -0.13  -0.548 -0.852],100,0.11652837,7.1508923
-33.58245,0.042786047,96.11209,8.005289,13.779179,100.0,9.168248,2586.285803794861,45.56811,0.0001469829,4.2786055,5.0401587,71.02,1.262145,374768,-102.54958550095536,0.012621451,5244.891,13300,-0.9490812,133,0.5865605,-1.335144e-06,0.36989462,10.907209,10.05661,[ 0.044 -0.66  -0.121 -0.545 -0.849],100,0.01469829,36.989464
-31.960987,0.010257211,95.53076,46.521004,13.841198,100.0,46.796806,2621.3385846614838,39.477913,0.00048147142,1.0257212,0.32660472,59.13,0.95667005,380681,-102.56810553544607,0.0095667,509.66812,13400,-0.72936463,134,0.569202,5.41687e-06,0.068144314,2.136898,2.2502491,[ 0.037 -0.687 -0.139 -0.577 -0.832],100,0.048147142,6.814431
-31.647358,0.029929928,95.67468,18.380257,14.45711,100.0,12.546114,2660.4228899478912,33.36331,7.33128e-05,2.992993,3.449517,63.23,1.4203125,387004,-105.12991420293227,0.014203124,1645.5785,13500,-0.54290825,135,0.55896616,4.959106e-07,0.24665816,7.970596,6.5892544,[ 0.045 -0.691 -0.137 -0.566 -0.85 ],100,0.0073312805,24.665817
-32.87062,0.05344833,96.09616,4.8254223,15.248582,100.0,5.0704284,2700.059148788452,40.39087,1.8717617e-05,5.3448334,13.698589,69.12,1.2034869,393916,-100.35685048418165,0.012034867,46703.09,13600,-0.7874012,136,0.5301247,-4.9209593e-06,0.53284264,19.7222,19.677742,[ 0.044 -0.688 -0.123 -0.584 -0.86 ],100,0.0018717617,53.284264
-30.262447,0.02334147,96.09387,20.097216,15.876925,100.0,20.599997,2737.629115343094,38.548035,0.0003098512,2.334147,4.3515787,68.39,1.1706178,400755,-99.37514934518626,0.011706178,4019.5454,13700,-0.75480765,137,0.5057384,2.5939942e-06,0.2026652,4.8543696,7.1826277,[ 0.027 -0.679 -0.106 -0.594 -0.889],100,0.03098512,20.26652
-26.444805,0.023751562,96.39848,19.943378,14.185347,100.0,23.146606,2780.2544927597046,41.70973,0.00017601434,2.3751562,0.17157173,74.08,1.1854764,408163,-96.3599938243887,0.011854764,986.9072,13800,-0.8845825,138,0.505011,3.6621093e-06,0.2145336,4.3202877,3.0614028,[ 0.025 -0.678 -0.091 -0.604 -0.913],100,0.017601434,21.45336
-35.96021,0.034854587,96.45149,12.012049,16.62573,100.0,10.672435,2822.5507307052612,38.1866,8.440639e-05,3.4854589,4.7814426,76.91,1.287825,415854,-98.00262487572583,0.0128782485,8189.793,13900,-0.76787347,139,0.5087896,2.2888185e-06,0.3020542,9.369933,8.677793,[ 0.047 -0.678 -0.088 -0.591 -0.914],100,0.008440639,30.205421
-31.591915,0.08406727,96.629425,5.234907,15.986414,100.0,2.5854695,2867.5561118125916,36.037437,5.6507753e-05,8.406728,23.082798,83.68,1.975865,424222,-99.1850117174633,0.019758651,61049.066,14000,-0.6924545,140,0.5021031,3.6621093e-06,0.7867391,38.677696,30.553526,[ 0.049 -0.696 -0.077 -0.593 -0.91 ],100,0.0056507755,78.67391
-29.54924,0.039379146,96.73595,10.3654375,14.8029585,100.0,20.469799,2919.6349816322327,34.627464,0.00011255216,3.9379146,8.856203,90.09,1.3391287,433231,-101.98402560562474,0.013391287,9818.335,14100,-0.65214586,141,0.4879241,-3.8146972e-08,0.31645066,4.885246,11.4073925,[ 0.042 -0.716 -0.073 -0.589 -0.917],100,0.011255216,31.645065
-33.125786,0.2359043,96.87744,2.2289715,14.791947,100.0,0.6714474,2966.6392097473145,41.01517,8.253049e-07,23.590431,38.680138,95.83,3.561911,442814,-101.70261067150989,0.035619102,244788.61,14200,-0.8792479,142,0.5029295,5.1498415e-07,2.3466601,148.93199,55.364796,[ 0.019 -0.726 -0.08  -0.582 -0.931],100,8.253049e-05,234.66602
-32.222134,0.08038358,97.03317,4.0311737,15.818956,100.0,5.515847,3018.6531841754913,40.24631,8.5894484e-05,8.038359,19.19112,99.53,1.6474719,452767,-97.87877101125203,0.016474718,58214.36,14300,-0.8386131,143,0.49369237,1.4495849e-06,0.80262035,18.129581,24.90326,[ 0.038 -0.703 -0.065 -0.589 -0.916],100,0.008589448,80.26204
-38.20495,0.074565195,97.20221,5.7173433,19.61366,100.0,4.5701823,3077.652011871338,40.687443,3.3224312e-06,7.456519,27.194118,107.74,1.8361888,463541,-96.84713154042525,0.018361887,91443.94,14400,-0.8625585,144,0.49609134,-2.2888185e-06,0.73910826,21.880964,33.538254,[ 0.052 -0.69  -0.049 -0.594 -0.925],100,0.00033224313,73.91083
-39.582504,0.0042106216,97.206375,85.10396,20.243874,100.0,85.744026,3135.8492448329926,49.4981,0.0025458923,0.42106217,-1.115751,106.56,1.0064346,474197,-95.56403614780547,0.010064346,490.73074,14500,-1.153844,145,0.49166867,1.3732911e-06,0.027726058,1.166262,0.6660752,[ 0.036 -0.707 -0.043 -0.6   -0.923],100,0.25458923,2.772606
-37.591373,0.034251302,97.40956,14.487787,18.111906,100.0,11.291807,3203.7153584957123,42.519096,0.00016227453,3.4251304,9.114193,123.21,1.4098212,486518,-97.97858730184387,0.014098213,10562.753,14600,-0.9256351,146,0.48783383,-4.5776366e-07,0.26073018,8.855978,13.331945,[ 0.032 -0.71  -0.046 -0.597 -0.927],100,0.016227454,26.073017
