Weights,InitialReturnMean,InitialReturnMin,MeanEntropy,MeanIWNorm,InitialReturnStd,TimeElapsed,MeanIW,ESSRenyi,ReturnStepMax,InitialBound,Bound,StdIWNorm,MinIWNorm,J_sample_variance,StdIW,MaxIWNorm,EpisodesSoFar,EmpiricalD2,ESSClassic,EpLenMean,EpRewMean,MaxIW,MinIW,Iteration,TimestepsSoFar,InitialReturnMax,EpThisIter,ReturnMeanIW,ReturnStepMaxmin
[-3.383 -3.384  0.095 -2.61   3.009],-6.027222e-06,-41.456303,4.4335384,0.009889173,16.52626,6274.252561092377,0.9889174,92.25015,100.0,441.47125,-0.95812154,0.002647149,0.003539912,323.6179,0.26471493,0.017340766,7400,1.084009,93.31374,345.87,-132.76706746013713,1.7340767,0.3539912,74,1659652,38.970333,100,0.48062992,98.23227
[-3.405 -3.401  0.042 -2.659  3.014],-5.0354006e-06,-50.049397,4.4645705,0.009812118,19.643768,6333.904629468918,0.9812117,42.554165,100.0,441.68555,-2.4766784,0.008910298,0.0009802865,436.92685,0.8910298,0.072025806,7500,2.3499463,54.80563,309.5,-125.05638669073373,7.2025805,0.09802865,75,1690602,49.57956,100,0.080768466,98.19188
[-3.437 -3.493 -0.078 -2.666  3.045],-6.8664554e-07,-48.37857,4.4950213,0.010196983,18.54376,6393.776145219803,1.0196984,51.749817,100.0,444.84445,-2.8070736,0.00892216,0.001055132,571.48096,0.892216,0.061762974,7600,1.932374,56.638264,308.01,-135.63756614503177,6.1762977,0.1055132,76,1721403,38.666748,100,-0.56537426,98.11926
[-3.439 -3.494 -0.074 -2.666  3.076],4.959106e-07,-54.50219,4.4919167,0.010852184,19.058434,6459.7002992630005,1.0852185,78.3482,100.0,447.6854,1.2881513,0.0056413775,0.0025790462,401.86676,0.56413776,0.03352585,7700,1.2763536,78.7258,335.24,-140.59079525658194,3.3525853,0.25790462,77,1754927,39.977943,100,3.340628,98.161255
[-3.75  -3.642 -0.019 -2.702  3.072],2.2125244e-06,-52.580204,4.515355,0.009484624,16.847633,6530.340394020081,0.94846237,65.86988,100.0,447.43896,-2.779783,0.0057562846,0.0012806592,421.70663,0.5756285,0.026476642,7800,1.5181445,73.08144,349.19,-134.80305287758162,2.6476643,0.12806593,78,1789846,37.041225,100,-0.62026125,98.227905
[-3.751 -3.642 -0.019 -2.704  3.096],1.2969971e-06,-54.699585,4.5153418,0.010213964,17.975992,6587.054175853729,1.0213965,86.829094,100.0,449.71222,-0.23809671,0.00400789,0.0029037509,374.3324,0.40078896,0.02298088,7900,1.1516877,86.65719,344.66,-137.8838069537114,2.298088,0.29037508,79,1824312,27.977882,100,1.7186301,98.19989
[-3.86  -3.692 -0.081 -2.807  3.096],-7.6293946e-07,-46.97299,4.53799,0.010151059,17.200117,6646.055166244507,1.0151058,65.19769,100.0,449.9684,-1.3890419,0.0054942556,0.0021615836,359.11636,0.5494256,0.034331985,8000,1.5337967,77.34245,341.99,-128.54780242541332,3.4331987,0.21615836,80,1858511,41.78888,100,0.55010545,98.24823
[-3.888 -3.675 -0.067 -2.866  3.118],-2.822876e-06,-48.20746,4.5770106,0.0102704195,17.732235,6690.729777097702,1.0270419,31.723768,100.0,452.1921,-3.0196712,0.009613189,0.00044770582,525.5444,0.96131897,0.044334862,8100,3.1522107,53.301777,306.44,-130.09062400908232,4.4334865,0.044770584,81,1889155,42.748093,100,-0.1666789,98.150955
[-3.89  -3.677 -0.068 -2.863  3.157],1.5258789e-07,-45.734177,4.616911,0.008729096,19.037985,6737.078519821167,0.8729096,29.914625,100.0,456.17657,-3.074621,0.009439941,0.00035216985,543.06445,0.9439941,0.058010392,8200,3.3428464,46.093582,302.93,-138.86772321137164,5.801039,0.035216987,82,1919448,43.37105,100,-0.28735876,98.083176
[-3.899 -3.681 -0.084 -2.874  3.197],-2.3269654e-06,-48.971867,4.6757135,0.019321699,19.594337,6781.59556388855,1.9321702,4.388603,100.0,460.05872,12.185642,0.067384206,2.2975422e-05,48886.082,6.738421,0.56824684,8300,22.786293,7.5972977,300.38,-131.85270689263388,56.824688,0.0022975423,83,1949486,37.727547,100,19.97788,98.1221
[-3.91  -3.685 -0.085 -2.903  3.256],1.6784668e-06,-51.73679,4.7176814,0.009912047,17.804928,6826.780380010605,0.9912045,26.382599,100.0,465.8468,-1.772231,0.011817032,0.00036706674,871.4727,1.1817032,0.081257686,8400,3.7903771,41.299877,304.71,-141.51235272965906,8.125769,0.036706675,84,1979957,41.96765,100,1.5852953,98.07117
[-3.911 -3.688 -0.083 -2.905  3.298],-1.0681152e-06,-49.678337,4.7332973,0.010340891,18.838993,6869.646389961243,1.0340892,81.516525,100.0,470.11218,-1.6884954,0.0042840135,0.0034453655,388.03552,0.42840135,0.022632655,8500,1.2267451,85.3514,290.14,-148.78526917859386,2.2632656,0.34453654,85,2008971,35.536934,100,0.14560431,97.9744
[-3.959 -3.674 -0.018 -2.982  3.314],4.5776366e-07,-43.416115,4.745875,0.010411321,20.30365,6910.371840953827,1.0411323,91.30991,100.0,471.88254,-2.4581497,0.003925227,0.0049963747,483.727,0.3925227,0.029236743,8600,1.0951713,87.55492,263.17,-150.41894442821956,2.9236743,0.49963748,86,2035288,37.706,100,-0.9436445,97.85687
[-3.964 -3.677 -0.029 -2.988  3.326],-4.272461e-06,-39.37066,4.7653723,0.0095566865,19.92752,6950.631999015808,0.9556687,79.640045,100.0,473.21396,-2.800679,0.004122308,0.00222808,432.85214,0.4122308,0.028146105,8700,1.2556497,84.31238,276.6,-148.60269907162035,2.8146105,0.222808,87,2062948,41.205788,100,-1.2615635,97.92551
[-3.966 -3.679 -0.027 -2.989  3.346],-6.1035155e-07,-47.70012,4.8135476,0.011033895,22.037373,6990.357887744904,1.1033896,15.296974,100.0,474.9061,-2.08281,0.023970343,0.00011839384,3835.733,2.3970342,0.2084012,8800,6.5372405,17.484219,276.2,-142.69153005081236,20.84012,0.011839384,88,2090568,48.9344,100,2.0877104,97.96675
[-4.001 -3.673 -0.012 -3.015  3.395],3.1280517e-06,-42.622074,4.772378,0.013209853,19.748835,7024.917853832245,1.3209854,7.480209,100.0,479.77292,14.698233,0.039570935,2.5080535e-05,14156.238,3.9570937,0.35407108,8900,13.36861,10.02668,228.84,-156.08409185379463,35.40711,0.0025080536,89,2113452,47.455654,100,20.481987,97.63588
[-4.13  -3.799  0.55  -3.071  3.353],2.1362305e-06,-36.58989,4.748922,0.0109424535,16.679932,7066.599583864212,1.0942453,43.519814,100.0,475.85617,4.0385084,0.013151933,0.00042376755,699.7034,1.3151934,0.092507854,9000,2.2978039,40.90637,271.42,-156.96832811468025,9.250786,0.042376757,90,2140594,41.448296,100,6.132823,97.84335
[-4.274 -4.076  0.313 -3.304  3.329],-2.2888185e-06,-53.032227,4.778147,0.0090837125,20.862886,7111.13040137291,0.90837127,54.15246,100.0,473.12445,-4.0402126,0.0066570123,0.00038836288,654.8721,0.6657012,0.04076122,9100,1.8466382,65.0588,289.03,-144.1968737365042,4.0761223,0.03883629,91,2169497,43.638786,100,-1.6380103,98.0022
[-4.278 -4.076  0.308 -3.308  3.359],3.5095215e-06,-47.807137,4.792767,0.015365489,21.054916,7152.652361154556,1.5365487,10.585101,100.0,476.22116,18.209309,0.044181004,0.000103069986,19906.432,4.4181004,0.32780266,9200,9.447241,10.790304,280.15,-152.24558085149843,32.780266,0.010306999,92,2197512,46.0346,100,23.107367,97.91312
[-4.508 -4.445 -0.238 -3.528  3.373],-2.2506713e-06,-49.180786,4.819462,0.009694436,20.156288,7199.869760751724,0.9694435,60.93575,100.0,477.63733,-3.4559422,0.0072193127,0.0007051789,634.1513,0.7219313,0.046904113,9300,1.6410728,64.32698,311.04,-137.245905700418,4.6904116,0.07051789,93,2228616,35.564266,100,-1.3558512,98.11751
[-4.511 -4.448 -0.232 -3.529  3.4  ],-3.3950805e-06,-34.407166,4.823207,0.010394918,17.215042,7243.346167802811,1.0394918,91.92155,100.0,480.49698,-0.79008317,0.00308658,0.004882806,346.8489,0.30865803,0.022139587,9400,1.0878842,91.89754,296.16,-144.23510448781917,2.2139587,0.4882806,94,2258232,43.47528,100,0.72143185,98.02597
[-4.586 -4.471 -0.233 -3.659  3.404],1.6403199e-06,-47.669834,4.803687,0.01018033,20.0134,7286.125537395477,1.018033,81.50225,100.0,480.7317,0.97754323,0.0044951066,0.0013556024,436.4944,0.4495107,0.0255217,9500,1.22696,83.684456,274.54,-144.1951343310294,2.55217,0.13556024,95,2285686,37.068687,100,2.7376442,97.949554
[-4.587 -4.472 -0.235 -3.661  3.384],5.9509275e-06,-44.01011,4.8357387,0.011111009,20.369411,7327.67941236496,1.1111009,48.569862,100.0,478.8858,-2.4759495,0.014401095,0.000250371,799.5579,1.4401095,0.09967874,9600,2.0588899,37.314793,281.5,-135.3983366727761,9.967875,0.0250371,96,2313836,44.487022,100,-0.34816003,98.038025
[-4.593 -4.495 -0.308 -3.637  3.417],-4.348755e-06,-53.89559,4.8524036,0.01022874,18.881287,7370.471474647522,1.022874,79.51352,100.0,481.7773,-2.3001657,0.0047974433,0.002257062,413.82285,0.47974434,0.028399054,9700,1.2576478,81.96881,291.44,-141.68834611023004,2.8399055,0.2257062,97,2342980,48.470673,100,-0.2854604,98.02767
[-4.66  -4.531 -0.288 -3.727  3.434],,-48.798424,4.8163433,0.0096901525,21.684729,7408.9046177864075,0.9690152,47.28357,100.0,483.54706,4.400193,0.009739697,0.0004931534,1392.8097,0.9739697,0.0671182,9800,2.1148996,49.74501,252.29,-136.2489181792458,6.7118196,0.04931534,98,2368209,50.799274,100,6.862721,97.91991
[-4.686 -4.546 -0.225 -3.737  3.397],-3.4332277e-07,-48.37549,4.8564577,0.013291764,19.680958,7453.672572135925,1.3291764,22.18355,100.0,480.02182,-0.19030952,0.018844455,0.00035685167,1766.8486,1.8844455,0.11325569,9900,4.507845,33.222298,286.01,-135.65288192446877,11.325569,0.035685167,99,2396810,36.064896,100,3.2333345,98.05141
[-4.766 -4.528 -0.062 -3.88   3.438],-5.722046e-07,-50.100582,4.8700423,0.009698551,21.426842,7498.1720633506775,0.96985507,91.08248,100.0,483.97577,-2.3903956,0.0024840503,0.004696671,519.034,0.24840505,0.016920889,10000,1.097906,93.8438,301.06,-133.81634617281418,1.6920888,0.4696671,100,2426916,34.003185,100,-0.6405324,98.11105
[-4.779 -4.536 -0.056 -3.889  3.45 ],4.386902e-07,-52.184063,4.863297,0.010422936,19.45877,7544.4245800971985,1.0422935,79.6927,100.0,485.26477,1.7957621,0.0057809465,0.0015732124,559.21014,0.57809466,0.031231945,10100,1.25482,76.47469,301.09,-138.0782820851121,3.1231947,0.15732124,101,2457025,38.78945,100,3.7442932,98.08281
[-4.949 -4.576  0.017 -4.09   3.445],3.0517577e-07,-51.79474,4.905206,0.008225139,19.302961,7588.262851715088,0.82251406,29.39492,100.0,484.6032,-4.303216,0.011266382,0.00044094323,782.0172,1.1266382,0.10005409,10200,3.4019482,34.767925,289.93,-131.04062263081818,10.005409,0.044094324,102,2486018,31.36058,100,-1.1188111,98.096054
[-4.953 -4.586  0.023 -4.09   3.485],-1.411438e-06,-46.453262,4.9326077,0.010320931,20.959307,7626.212467908859,1.0320929,57.044533,100.0,488.91687,-0.9873469,0.007550774,0.00097399874,732.4103,0.7550775,0.058863904,10300,1.7530164,65.136566,242.75,-135.33120103841802,5.8863907,0.097399876,103,2510293,48.11301,100,1.136065,97.88502
[-5.045 -4.645 -0.091 -4.233  3.513],-2.117157e-06,-50.237347,4.968541,0.0102428505,19.873072,7666.306365251541,1.0242851,42.890633,100.0,491.58618,-4.2517,0.010630836,0.00041010376,829.876,1.0630835,0.0757825,10400,2.3315115,48.14192,268.4,-141.70619431882992,7.5782504,0.041010376,104,2537133,36.89656,100,-1.6947384,97.94407
[-5.053 -4.648 -0.095 -4.237  3.549],7.6293946e-07,-47.715195,5.018512,0.009959388,20.15797,7703.170712709427,0.9959388,18.462732,100.0,495.2636,-2.4599004,0.016522452,0.00057604717,2466.544,1.6522452,0.13327925,10500,5.4163165,26.650864,238.58,-138.35142618134552,13.327925,0.05760472,105,2560991,37.19329,100,1.2416826,97.84021
[-5.053 -4.649 -0.094 -4.24   3.599],4.5776366e-07,-42.482674,5.0656323,0.011282865,20.654663,7735.682303190231,1.1282865,22.388247,100.0,500.4351,-2.5886059,0.015283256,0.0006570687,2244.2112,1.5283254,0.13293548,10600,4.4666295,35.27564,227.51,-146.49147625799992,13.293549,0.06570687,106,2583742,35.813156,100,0.40421367,97.712234
[-5.071 -4.705 -0.03  -4.203  3.646],-1.8310546e-06,-43.63615,5.1054177,0.009816741,18.22856,7773.71213722229,0.981674,35.77343,100.0,505.1087,-2.5820973,0.015742544,0.00051559135,399.61795,1.5742544,0.15072553,10700,2.7953708,27.998106,254.2,-156.1499465768802,15.072553,0.051559135,107,2609162,33.534492,100,-0.15020204,97.77144
[-5.071 -4.705 -0.029 -4.204  3.686],-4.5776366e-07,-36.363827,5.1288557,0.010200629,19.437923,7807.438289403915,1.0200629,76.56783,100.0,508.75598,-2.8770375,0.00471167,0.0021146846,384.99353,0.471167,0.0310801,10800,1.3060315,82.41635,217.22,-154.06697420333845,3.10801,0.21146846,108,2630884,53.574165,100,-0.83618814,97.58147
[-5.072 -4.707 -0.03  -4.205  3.71 ],-4.577637e-06,-39.810863,5.1552687,0.0101548135,19.492952,7838.614536523819,1.0154815,72.15337,100.0,511.55853,-3.0952435,0.0052839713,0.001380165,454.11353,0.5283971,0.029769262,10900,1.3859366,78.69337,213.88,-151.18958627997685,2.9769263,0.1380165,109,2652272,38.723385,100,-1.5329881,97.58621
[-5.073 -4.708 -0.03  -4.206  3.735],1.9073487e-07,-42.454163,5.1982484,0.010459894,20.824055,7871.14674782753,1.0459893,31.44592,100.0,513.88916,-3.5441833,0.014057354,0.0005024622,626.5454,1.4057353,0.1112229,11000,3.1800628,35.636078,232.79,-159.1136140969917,11.122291,0.05024622,110,2675551,49.13169,100,-0.62367576,97.63301
[-5.078 -4.711 -0.029 -4.212  3.779],-9.155273e-07,-38.407238,5.1552577,0.010848874,21.356838,7901.176648139954,1.0848875,42.393154,100.0,518.0384,4.285102,0.012835618,0.0001684237,1544.4805,1.2835617,0.07329702,11100,2.3588715,41.67025,205.73,-159.6094527259026,7.3297014,0.01684237,111,2696124,53.593098,100,7.028822,97.448364
[-5.081 -4.719 -0.048 -4.225  3.735],-2.784729e-06,-41.795315,5.191402,0.009583655,20.44095,7931.6989488601685,0.9583655,47.753574,100.0,514.13257,-3.455297,0.006819473,0.00048995257,446.5003,0.6819473,0.036895037,11200,2.094084,66.38623,213.29,-152.06866350678013,3.6895037,0.048995256,112,2717453,40.338596,100,-1.4392371,97.574066
[-5.086 -4.726 -0.046 -4.235  3.772],,-38.70485,5.191402,0.010000002,20.27531,7959.576509952545,1.0,100.0,100.0,517.61084,-1.5293465,1.8626451e-09,0.01,415.2406,,0.01,11300,1.0,100.0,197.51,-157.51482059667072,1.0,1.0,113,2737204,45.880386,100,-1.1920929e-07,97.405
[-5.086 -4.726 -0.046 -4.235  3.772],5.722046e-07,-39.475006,5.2492223,0.013182056,18.669641,7991.344083070755,1.3182056,9.80091,100.0,517.82434,-3.0181522,0.03561063,7.2440445e-05,4592.1333,3.561063,0.30900145,11400,10.203135,12.05136,223.25,-158.563511130791,30.900145,0.0072440444,114,2759529,37.03347,100,1.1849289,97.5795
[-5.088 -4.729 -0.048 -4.236  3.83 ],-1.2207031e-06,-37.585632,5.2851133,0.009668952,20.898195,8018.659247159958,0.9668953,52.539104,100.0,523.2222,-4.0412846,0.009394674,0.0008334207,542.96954,0.9394673,0.067372054,11500,1.9033442,51.438457,197.04,-158.55821493108147,6.7372055,0.083342075,115,2779233,51.00058,100,-1.6959082,97.3906
[-5.092 -4.733 -0.049 -4.242  3.866],4.7302246e-06,-33.033684,5.2079644,0.029344678,19.368782,8042.545847415924,2.9344678,1.5595345,100.0,526.9957,36.606567,0.16631857,2.061387e-05,111800.125,16.631859,1.5671481,11600,64.1217,3.019005,164.89,-157.6618692388168,156.71481,0.002061387,116,2795722,45.469215,100,48.743214,97.08777
[-5.4   -5.566  0.4   -4.791  3.79 ],2.670288e-07,-38.42547,5.2294903,0.009472398,19.309034,8076.280315876007,0.9472398,82.139206,100.0,519.5156,-2.6973865,0.0037632056,0.0021542378,441.6205,0.37632054,0.018840546,11700,1.2174454,86.368286,227.67,-159.88856683373612,1.8840547,0.21542378,117,2818489,35.377094,100,-1.2841245,97.595436
[-5.409 -5.576  0.39  -4.795  3.81 ],-5.9509275e-06,-42.966484,5.2536573,0.009857736,20.259302,8110.240487575531,0.9857738,72.734055,100.0,521.27625,-2.7925024,0.0054457486,0.0017533515,466.83167,0.5445749,0.032688625,11800,1.3748719,76.6176,237.56,-158.64081711923885,3.2688625,0.17533515,118,2842245,50.183968,100,-0.8310632,97.66441
[-5.409 -5.577  0.388 -4.795  3.834],1.8310546e-06,-42.6911,5.295908,0.010881531,19.383417,8142.059545040131,1.088153,34.940598,100.0,523.9427,-2.588778,0.010871137,0.00051738,830.11725,1.0871139,0.061320465,11900,2.8620002,50.04777,223.82,-156.1674925683813,6.1320467,0.051738005,119,2864627,36.03742,100,-0.18136322,97.60452
[-5.41  -5.578  0.387 -4.795  3.876],3.2043456e-06,-37.173424,5.3356977,0.009733604,20.688221,8170.36846280098,0.9733606,42.93806,100.0,528.217,-3.920508,0.007167873,0.0006062582,615.55273,0.71678734,0.037593227,12000,2.328936,64.838585,202.14,-163.73380713179893,3.7593226,0.060625825,120,2884841,41.21579,100,-1.8238809,97.38
[-5.413 -5.581  0.385 -4.798  3.916],5.9509275e-06,-35.8135,5.3473525,0.009559045,20.590914,8196.024179458618,0.95590454,94.64726,100.0,532.0994,-2.2010374,0.0017551766,0.004680116,412.6736,0.17551766,0.014858451,12100,1.0565546,96.73854,184.64,-152.80253952763826,1.4858451,0.46801165,121,2903305,44.10978,100,-0.6897063,97.344864
[-5.424 -5.592  0.365 -4.808  3.928],-2.2888183e-07,-36.0562,5.3797193,0.009840231,19.811836,8224.112404823303,0.98402315,58.26914,100.0,533.2448,-3.5297241,0.0071232147,0.0005856621,583.74835,0.7123215,0.03670179,12200,1.7161744,65.616264,202.59,-158.8856783375578,3.6701794,0.05856621,122,2923564,44.71326,100,-1.5772026,97.43146
[-5.427 -5.595  0.365 -4.809  3.961],1.5258789e-06,-34.66248,5.3397164,0.0119886445,19.675482,8251.275601148605,1.1988643,41.251823,100.0,536.456,6.983117,0.01915582,0.0004424905,1982.2421,1.9155821,0.15213943,12300,2.4241352,28.144735,201.95,-168.35331488126886,15.2139435,0.04424905,123,2943759,45.478153,100,9.343378,97.33272
[-5.925 -5.887  0.089 -4.881  3.921],-1.5258789e-06,-41.913345,5.381875,0.010249623,19.876766,8280.66960144043,1.0249623,38.49264,100.0,532.42255,-3.525937,0.012110599,0.0001696224,506.4425,1.2110598,0.10451171,12400,2.5978992,41.734543,207.22,-161.23750586399686,10.451171,0.016962241,124,2964481,46.471676,100,-1.0291687,97.44381
[-5.927 -5.888  0.09  -4.882  3.962],3.9100646e-06,-41.012424,5.409145,0.010671393,19.051914,8310.834870576859,1.0671393,66.452484,100.0,536.6878,-2.5061984,0.0057475613,0.0018529143,637.1034,0.57475615,0.035000708,12500,1.5048347,77.514275,234.49,-162.86650291195636,3.500071,0.18529144,125,2987930,44.990242,100,-0.6665219,97.610886
[-5.932 -5.892  0.089 -4.885  3.99 ],-1.4495849e-06,-37.836586,5.472878,0.013748773,20.239689,8338.626403570175,1.3748772,3.632406,100.0,539.5549,0.33130455,0.048772413,3.4124638e-05,21566.748,4.877241,0.47196242,12600,27.529963,7.3615704,226.53,-163.4963322403393,47.196243,0.0034124637,126,3010583,40.788403,100,7.46506,97.55652
[-5.934 -5.895  0.09  -4.89   4.054],1.5258789e-07,-37.242996,5.5148706,0.008996088,18.654991,8365.197804927826,0.8996089,39.315098,100.0,545.6855,-3.5476966,0.0070176898,0.00042843237,471.48264,0.701769,0.03604155,12700,2.5435522,62.16863,212.78,-171.51533959848734,3.604155,0.042843238,127,3031861,48.068943,100,-0.99226844,97.38786
[-5.935 -5.895  0.089 -4.892  4.095],-1.2588501e-06,-34.856445,5.534722,0.009949855,21.476484,8388.610174417496,0.99498534,84.75676,100.0,550.0369,-2.8889003,0.0035791043,0.002634903,511.2788,0.35791042,0.025195116,12800,1.1798469,88.54302,188.27,-164.58694935008228,2.5195117,0.2634903,128,3050688,43.503082,100,-1.3137876,97.251595
[-5.936 -5.896  0.088 -4.893  4.115],6.8664554e-07,-34.728806,5.573111,0.010048296,18.928215,8412.994216442108,1.0048298,49.491913,100.0,552.07874,-4.1723127,0.0069325953,0.0004577781,532.16614,0.69325954,0.033600282,12900,2.0205321,67.75069,192.38,-175.03847888854258,3.3600283,0.045777813,129,3069926,41.802826,100,-2.1916192,97.180305
[-5.938 -5.897  0.087 -4.897  4.154],8.392334e-06,-31.786156,5.612841,0.00937841,20.235384,8432.862038612366,0.93784106,50.047867,100.0,555.6054,-3.0553164,0.0057775984,0.00036354287,495.6657,0.57775986,0.033678494,13000,1.9980872,72.488914,163.22,-164.1910981286303,3.3678493,0.03635429,130,3086248,51.17092,100,-0.64425004,96.988106
[-5.938 -5.898  0.087 -4.898  4.194],-6.8664554e-07,-33.000565,5.635592,0.010010665,18.106634,8455.407141923904,1.0010666,81.85171,100.0,559.75116,-3.2590418,0.0052475138,0.00308122,358.37476,0.52475137,0.040754378,13100,1.2217216,78.445076,179.77,-177.014978281327,4.075438,0.308122,131,3104225,45.988888,100,-1.5646346,97.03066
[-5.94  -5.899  0.087 -4.899  4.216],7.400513e-06,-28.586678,5.6901994,0.01239959,19.265045,8474.787708759308,1.2399592,22.169197,100.0,561.9852,-1.7117462,0.020777894,0.00029411764,1410.0153,2.0777893,0.19012451,13200,4.510763,26.260897,159.09,-170.99285934782517,19.012451,0.029411765,132,3120134,47.21884,100,1.6311207,96.85039
[-5.94  -5.9    0.086 -4.899  4.271],5.1116945e-06,-26.977287,5.7082043,0.010078168,17.607553,8494.40657711029,1.0078168,88.642044,100.0,567.1327,-3.5264215,0.0030768777,0.0035870885,299.37115,0.30768782,0.020228064,13300,1.1281328,91.47382,150.29,-165.1651155385538,2.0228064,0.35870886,133,3135163,56.618645,100,-1.5218648,96.80214
[-5.942 -5.901  0.087 -4.9    4.29 ],-2.8991699e-06,-30.408821,5.729298,0.009552569,18.931791,8513.00318145752,0.9552571,87.465515,100.0,569.2883,-3.3241925,0.0029315376,0.0030024129,350.10248,0.29315376,0.017669635,13400,1.1433077,91.392784,151.81,-169.2243090775258,1.7669635,0.3002413,134,3150344,45.96247,100,-1.6860046,96.770584
[-5.943 -5.903  0.085 -4.904  4.31 ],-7.171631e-06,-24.086304,5.7777057,0.008811261,15.102578,8529.642679691315,0.88112605,42.495037,100.0,571.51575,-3.899394,0.0052862563,0.00069633446,276.95267,0.52862567,0.029157639,13500,2.353216,73.53308,132.35,-167.14021445804866,2.9157639,0.06963345,135,3163579,42.422382,100,-1.7301686,96.47427
[-5.944 -5.904  0.086 -4.905  4.358],-4.8828124e-06,-25.480667,5.820103,0.011453568,15.965526,8546.684255361557,1.1453568,55.67868,100.0,576.48395,-3.8049076,0.010806302,0.0009923466,571.2575,1.0806302,0.066988066,13600,1.7960196,52.90531,128.0,-160.94189219426013,6.698807,0.09923466,136,3176379,38.598167,100,-2.0806546,96.485344
[-5.945 -5.904  0.086 -4.907  4.401],1.7166137e-06,-22.757599,5.87417,0.010351765,14.814223,8564.210425376892,1.0351765,27.129375,100.0,580.8081,-0.8591573,0.00940463,0.00014956937,487.77356,0.94046307,0.058752835,13700,3.6860414,54.783066,139.74,-172.313526055094,5.8752837,0.014956938,137,3190353,36.066307,100,1.4489741,96.53424
[-5.946 -5.905  0.085 -4.908  4.454],4.310608e-06,-21.455994,5.9190645,0.008663011,17.61134,8579.509264707565,0.86630106,49.38279,100.0,585.4643,-4.795961,0.0050078277,0.0001772106,233.01328,0.5007827,0.026533067,13800,2.024997,74.953255,123.17,-164.53774223686096,2.6533067,0.01772106,138,3202670,58.581314,100,-2.0172071,96.378006
[-5.948 -5.907  0.083 -4.911  4.5  ],-2.1362305e-06,-22.995415,5.9581842,0.010295496,15.541339,8596.331330776215,1.0295496,59.334007,100.0,590.3839,-4.298118,0.0069927955,0.00021794555,299.53763,0.69927955,0.037967395,13900,1.6853741,68.431046,129.64,-167.6617944302847,3.7967396,0.021794556,139,3215634,45.674988,100,-2.3215792,96.4137
[-5.95  -5.909  0.083 -4.913  4.539],-5.0354006e-06,-21.755219,6.01053,0.009399876,14.743121,8611.101062297821,0.93998754,37.53755,100.0,594.43805,-3.5563436,0.0060287463,0.00020288737,218.30885,0.60287464,0.030641057,14000,2.663999,70.85422,115.3,-161.6306500972073,3.0641057,0.020288737,140,3227164,41.41055,100,-1.3033663,96.19636
[-5.951 -5.91   0.082 -4.915  4.591],-2.4414062e-06,-20.344109,6.069667,0.0098972265,13.542269,8624.629330158234,0.9897226,29.940731,100.0,599.9143,-3.2979867,0.009180854,0.0004899231,360.97336,0.9180854,0.062656574,14100,3.3399317,53.749653,109.83,-161.87089970077858,6.2656574,0.048992313,141,3238147,34.160957,100,-1.2169604,96.05244
[-5.952 -5.911  0.082 -4.915  4.65 ],1.3732911e-06,-16.423378,6.139801,0.0118907355,11.608952,8635.135446310043,1.1890737,28.489109,100.0,605.9076,-2.3936799,0.0090700695,0.00137376,224.58104,0.90700704,0.050622616,14200,3.5101132,63.217514,82.63,-148.08249553365417,5.0622616,0.13737601,142,3246410,31.773262,100,-0.40940818,95.41689
[-5.952 -5.911  0.083 -4.915  4.72 ],-9.9563595e-06,-16.671898,6.195106,0.009256514,12.463662,8649.220655679703,0.9256514,38.041374,100.0,612.83014,-3.47079,0.0062856874,0.00064700766,142.18843,0.6285688,0.029597687,14300,2.6287167,68.4408,102.88,-164.73515657965154,2.9597688,0.06470077,143,3256698,34.499107,100,-1.6063067,95.80221
[-5.952 -5.912  0.083 -4.916  4.775],6.2561035e-06,-19.355644,6.2648177,0.010679713,16.547218,8661.719029188156,1.0679713,17.094755,100.0,617.88086,-2.9946754,0.021858616,0.00039171355,1052.3511,2.1858616,0.21630417,14400,5.849747,19.270967,95.69,-153.15166201838386,21.630417,0.039171357,144,3266267,48.892677,100,0.94709325,95.79916
[-5.953 -5.912  0.082 -4.917  4.845],-5.722046e-06,-20.563057,6.3149424,0.008956585,14.60433,8675.718867301941,0.89565855,44.147236,100.0,624.90656,-3.1095881,0.006402607,0.0011767809,310.85458,0.64026076,0.036041047,14500,2.2651474,66.18095,112.22,-164.78794946760007,3.604105,0.11767809,145,3277489,47.256233,100,-0.73883617,96.06313
[-5.953 -5.913  0.082 -4.917  4.896],1.4877319e-06,-15.467125,6.3696012,0.009168954,11.411768,8687.590383529663,0.9168954,41.371254,100.0,630.3118,-3.4185996,0.006023459,0.000645884,120.4198,0.60234594,0.043917768,14600,2.4171374,69.85332,95.8,-159.12726585563803,4.391777,0.064588405,146,3287069,35.472824,100,-1.5802624,95.67859
[-5.954 -5.913  0.082 -4.918  4.95 ],-1.197815e-05,-14.206177,6.435075,0.011941302,11.115736,8699.037724494934,1.1941301,33.998657,100.0,636.0118,-3.631063,0.012291288,0.0009010082,234.28629,1.2291288,0.09703624,14700,2.9412925,48.556023,81.86,-151.52226675168572,9.703625,0.090100825,147,3295255,28.450508,100,-2.0046234,95.43964
