InitialReturnMin,InitialReturnMean,MaxIW,ReturnStepMaxmin,Iteration,EmpiricalD2,J_sample_variance,StdIWNorm,InitialReturnStd,ReturnMeanIW,MinIW,MaxIWNorm,TimeElapsed,EpRewMean,TimestepsSoFar,Weights,EpThisIter,MeanEntropy,EntropyCoefficient,MeanIWNorm,MeanIW,ReturnStepMax,MinIWNorm,InitialBound,StdIW,ESSClassic,EpLenMean,InitialReturnMax,EpisodesSoFar,ESSRenyi,Bound
-4.4143143,-9.384155e-06,2.4426236,86.946655,27,1.3465478,13.046573,0.0048066285,3.283727,0.1489299,0.2641922,0.024426235,284.7373757362366,-108.65038701829442,48345,[ 0.893 -0.411 -0.624  0.034 -0.776],100,0.63974816,,0.009229321,0.9229322,100.0,0.0026419219,-0.3425982,0.4806629,78.66382,17.35,10.277664,2700,74.26398,-0.24861309
-4.07975,-6.2561035e-06,4.8954873,87.133026,28,1.6734798,33.258835,0.0077756713,3.3892128,0.51947784,0.095216654,0.04895487,295.12482833862305,-108.94342770560455,50113,[ 0.885 -0.419 -0.615  0.025 -0.779],100,0.6420897,,0.011084368,1.1084368,100.0,0.0009521665,-0.33334875,0.7775671,67.01962,17.68,10.000275,2800,59.755726,0.08825582
-4.002838,-1.1444092e-06,14.016951,86.61073,29,4.0101366,66.22077,0.015807295,3.1641414,1.2418833,0.033146754,0.1401695,305.38768911361694,-108.62806381599127,51796,[ 0.891 -0.422 -0.601  0.035 -0.777],100,0.6435484,,0.008623159,0.8623159,100.0,0.00033146754,-0.4196049,1.5807295,22.934027,16.83,12.588112,2900,24.936806,0.40161318
-4.900421,1.1749267e-05,657.29285,86.895744,30,360.7785,17594.64,0.6643236,3.0568497,16.068039,0.00040349027,6.5729284,314.0524802207947,-108.25158781078333,53520,[ 0.894 -0.409 -0.621  0.029 -0.775],100,0.6190376,,0.08666539,8.666539,100.0,4.0349028e-06,-0.291925,66.43236,1.6734128,17.24,8.758102,3000,0.27717838,10.522943
-4.230316,-1.9836425e-06,18.14819,86.60632,31,9.102333,264.38654,0.020868106,2.9766953,2.1134918,0.0017092472,0.1814819,324.82694387435913,-108.25025126451541,55208,[ 0.896 -0.401 -0.629 -0.036 -0.8  ],100,0.57662547,,0.0119819855,1.1981984,100.0,1.7092472e-05,-0.2833399,2.0868106,24.793884,16.88,8.500137,3100,10.986195,1.2586592
-4.294487,-2.1362305e-06,251.42276,86.41136,32,128.43787,47197.31,0.24964206,2.9492974,21.41022,0.0020558438,2.5142276,335.36205434799194,-108.60334701023139,56880,[ 0.843 -0.415 -0.699 -0.002 -0.842],100,0.55514145,,0.03384847,3.3848474,100.0,2.0558438e-05,-0.30529565,24.964205,1.805224,16.72,9.158806,3200,0.77858657,17.950314
-3.993187,-5.1879883e-06,99.241196,86.74897,33,88.50356,10188.077,0.098844714,3.2189279,10.048996,0.0013148399,0.9924119,345.8026933670044,-108.72728948332728,58588,[ 0.867 -0.374 -0.662  0.057 -0.864],100,0.550665,,0.015643576,1.5643576,100.0,1.3148399e-05,-0.33867583,9.884472,2.44355,17.08,10.160118,3300,1.1298981,6.8629074
-5.050186,4.348755e-06,3.1022458,86.95743,34,1.3460171,14.242506,0.0052724294,3.2470396,0.19827422,0.24288723,0.031022457,357.1281113624573,-108.41246693686546,60329,[ 0.876 -0.345 -0.692  0.069 -0.868],100,0.5502907,,0.010116412,1.0116413,100.0,0.0024288723,-0.36106974,0.52724296,78.63959,17.41,10.832222,3400,74.29326,-0.2206366
-4.32576,-6.3323973e-06,57.565186,86.45073,35,16.593288,3220.686,0.058622357,3.0668347,6.1434307,0.00032315846,0.5756518,366.0258312225342,-108.36684051873559,61993,[ 0.875 -0.351 -0.685  0.073 -0.869],100,0.45947325,,0.015292773,1.5292774,100.0,3.2315845e-06,-0.33284938,5.8622355,6.3716707,16.64,9.985291,3500,6.026533,4.7875996
-4.968582,-6.1035155e-07,3.198456,87.086716,36,1.3417668,15.820568,0.0049546966,3.4966166,0.23891966,0.21692637,0.03198456,376.9043552875519,-108.4102786434094,63738,[ 0.862 -0.383 -0.727  0.137 -0.959],100,0.45512152,,0.0098049175,0.98049194,100.0,0.0021692635,-0.33855623,0.4954697,79.65869,17.45,10.15667,3600,74.528595,-0.15324514
-4.603279,1.3732911e-06,10.903521,86.858,37,6.154925,173.15077,0.018552864,3.1919227,1.3702139,0.0038168062,0.1090352,387.0381417274475,-108.71414402518614,65458,[ 0.856 -0.39  -0.724  0.119 -0.964],100,0.43017867,,0.01018668,1.0186682,100.0,3.8168062e-05,-0.33017105,1.8552864,23.16379,17.2,9.905174,3700,16.247152,0.551085
-4.557976,-1.6784668e-06,9.801113,86.889206,38,3.927356,70.95229,0.012314629,2.985374,0.75445,0.034586653,0.09801113,398.6399574279785,-108.44043699840007,67171,[ 0.855 -0.395 -0.705  0.135 -0.989],100,0.4183106,,0.009180205,0.9180205,100.0,0.00034586652,-0.28567085,1.231463,35.721397,17.13,8.570076,3800,25.462423,0.18832338
-4.773369,-4.9591063e-06,3.0186782,87.37556,39,1.35485,16.038399,0.005917146,3.259353,0.22834156,0.23761728,0.030186782,408.1697793006897,-108.94800000395671,68960,[ 0.831 -0.419 -0.708  0.115 -1.001],100,0.4191333,,0.010237609,1.0237609,100.0,0.0023761727,-0.3086633,0.5917146,74.959015,17.89,9.25975,3900,73.80891,-0.13093065
-4.303009,-7.6293945e-06,1.0,87.08981,40,1.0,7.8145604,1.8626451e-09,2.7814412,-7.644296e-06,1.0,0.01,416.42237162590027,-109.03617135440729,70711,[ 0.827 -0.428 -0.704  0.114 -1.   ],100,0.4191333,,0.010000002,1.0,100.0,0.01,-0.29472965,,100.0,17.51,8.84166,4000,100.0,-0.29472965
-4.6178665,-6.1798096e-06,4.4596233,86.69798,41,1.4936692,23.248463,0.0065911054,2.9394066,0.42139602,0.06261404,0.044596232,425.6165554523468,-108.25869769151628,72403,[ 0.827 -0.428 -0.704  0.114 -1.   ],100,0.4168032,,0.010304119,1.030412,100.0,0.0006261404,-0.29539293,0.6591105,70.96418,16.92,8.861603,4100,66.949234,0.060386837
-3.8607254,9.231568e-06,5.8219852,86.683556,42,1.7353768,22.16978,0.008712614,2.7370155,0.3167749,0.1905265,0.05821985,433.29271149635315,-108.56996142528583,74095,[ 0.823 -0.421 -0.693  0.09  -1.002],100,0.41801378,,0.010305457,1.0305457,100.0,0.0019052649,-0.3083971,0.8712614,58.317066,16.92,9.25219,4200,57.62437,-0.08950019
-4.102043,1.7547608e-06,1.0,86.5252,43,1.0,9.804498,1.8626451e-09,3.115518,1.758337e-06,1.0,0.01,441.4094178676605,-108.36510021882286,75768,[ 0.824 -0.417 -0.702  0.082 -1.001],100,0.41801378,,0.010000002,1.0,100.0,0.01,-0.32429558,,100.0,16.73,9.72892,4300,100.0,-0.32429558
-4.001114,-5.569458e-06,3.50699,86.855965,44,1.6122003,21.74709,0.0066045607,3.2481406,0.58493066,0.10060665,0.035069898,450.074444770813,-108.65745312506512,77487,[ 0.824 -0.417 -0.702  0.082 -1.001],100,0.40629613,,0.010155568,1.0155569,100.0,0.0010060664,-0.33765385,0.66045606,70.27703,17.19,10.129448,4400,62.027035,0.1562104
-3.4724503,-8.926391e-06,3.221263,86.60083,45,1.3104798,16.808666,0.005248753,2.697073,0.28038964,0.1869202,0.03221263,460.63072896003723,-109.12462760702893,79169,[ 0.816 -0.432 -0.709  0.095 -1.013],100,0.40640762,,0.010813709,1.081371,100.0,0.0018692019,-0.3201419,0.5248753,80.932785,16.82,9.603989,4500,76.30793,-0.08608636
-4.0870132,-4.8065185e-06,1.0,86.694016,46,1.0,8.643181,1.8626451e-09,2.925192,-4.8428774e-06,1.0,0.01,470.8450860977173,-108.9592080374263,80867,[ 0.819 -0.437 -0.713  0.113 -1.013],100,0.40640762,,0.010000002,1.0,100.0,0.01,-0.32948613,,100.0,16.98,9.884438,4600,100.0,-0.32948613
-4.265518,-1.2969971e-06,82.01149,87.011,47,45.715206,1417.7231,0.08325424,2.8536494,3.9869335,0.0010878934,0.82011485,479.10964798927307,-108.96165452641199,82607,[ 0.819 -0.437 -0.713  0.113 -1.013],100,0.39496908,,0.013796335,1.3796337,100.0,1.0878934e-05,-0.2753594,8.325425,2.6726959,17.4,8.260742,4700,2.187456,2.1251545
-4.636757,-1.0681152e-06,1.5415289,86.8785,48,1.043327,11.018492,0.0018089401,2.9802568,0.11344887,0.57246494,0.015415289,490.24934124946594,-108.79803712757307,84329,[ 0.827 -0.419 -0.739  0.114 -1.024],100,0.3931147,,0.009884846,0.9884846,100.0,0.0057246494,-0.3329682,0.180894,96.759544,17.22,9.989014,4800,95.84723,-0.22665499
-4.5594482,-9.231568e-06,1.0005081,86.69002,49,1.0,9.394942,2.0183422e-06,3.0497556,5.622208e-05,0.9994517,0.01000508,498.4404208660126,-108.28056343907436,86023,[ 0.823 -0.426 -0.744  0.11  -1.026],100,0.3931143,,0.010000004,1.0000005,100.0,0.009994517,-0.27638,0.00020183668,99.99999,16.94,8.291122,4900,100.0,-0.27631456
-3.7386398,1.6021728e-06,1.0001944,86.442444,50,1.0,7.760048,7.2388076e-07,2.7716393,2.0489097e-05,0.99978775,0.010001944,506.68903613090515,-108.36201487667702,87687,[ 0.823 -0.426 -0.744  0.11  -1.026],100,0.3931143,,0.010000093,1.0000093,100.0,0.009997877,-0.33795545,7.238751e-05,100.00001,16.64,10.13871,5000,100.0,-0.33793652
-4.239319,-1.04522705e-05,11.478212,86.82261,51,2.367788,73.583984,0.013839747,3.1547174,0.8381245,0.065362625,0.11478212,513.3851497173309,-109.20266854011243,89412,[ 0.823 -0.426 -0.744  0.11  -1.026],100,0.39453208,,0.0114466725,1.1446674,100.0,0.0006536262,-0.338191,1.3839746,40.620148,17.25,10.145416,5100,42.23351,0.3177452
-3.769783,1.2207031e-05,2.1448805,86.65934,52,1.1096817,7.789132,0.0034348564,2.6377223,0.05129505,0.42772204,0.021448804,525.8499345779419,-108.97701724199462,91106,[ 0.8   -0.46  -0.771  0.097 -1.024],100,0.39485562,,0.010270762,1.0270761,100.0,0.0042772205,-0.23447701,0.34348565,89.94069,16.94,7.0346756,5200,90.11593,-0.19571921
-4.323921,-6.1035157e-06,9.694186,86.972374,53,1.8827258,28.720045,0.011064455,3.168401,0.46679464,0.110049896,0.09694186,535.741696357727,-108.80333692296341,92845,[ 0.802 -0.456 -0.776  0.098 -1.024],100,0.39742258,,0.01051339,1.0513391,100.0,0.001100499,-0.38224792,1.1064454,47.44783,17.39,11.467255,5300,53.11448,-0.057688743
-3.9131012,-2.0599366e-06,35.87843,86.43987,54,7.9071417,141.18614,0.037243295,2.5948138,1.5571235,0.012226891,0.3587843,544.7005369663239,-108.13886878202702,94502,[ 0.806 -0.46  -0.759  0.093 -1.022],100,0.37956572,,0.013314222,1.3314221,100.0,0.0001222689,-0.26324597,3.7243297,11.331902,16.57,7.897316,5400,12.646795,0.81689125
-4.3491592,1.411438e-05,23.937529,86.70963,55,3.86039,480.39316,0.024563277,3.1821294,2.1460054,0.037334096,0.23937528,553.5316472053528,-108.49470972320665,96204,[ 0.816 -0.457 -0.779  0.079 -1.039],100,0.40839896,,0.012070099,1.2070098,100.0,0.00037334094,-0.39067852,2.4563277,19.449816,17.02,11.720779,5500,25.90412,1.3783774
-4.100548,9.07898e-06,65.79077,86.969444,56,22.354355,1521.5088,0.06559568,2.8216453,3.7274213,0.0011250514,0.6579077,564.8419325351715,-109.00647035215519,97942,[ 0.828 -0.445 -0.76   0.102 -1.01 ],100,0.39847517,,0.0134828,1.3482797,100.0,1.1250514e-05,-0.33862728,6.5595684,4.0535755,17.38,10.159088,5600,4.473401,2.1263356
-4.2060547,2.3651123e-06,1.9843416,86.83254,57,1.1677018,10.94205,0.003459155,3.2591736,0.26048,0.2150246,0.019843416,573.0661189556122,-108.90103384413764,99658,[ 0.818 -0.492 -0.804  0.146 -1.02 ],100,0.39106512,,0.00938471,0.938471,100.0,0.002150246,-0.32248682,0.3459155,88.03884,17.16,9.674675,5700,85.6383,-0.08800262
-4.25856,5.569458e-06,1.0000232,87.064835,58,1.0,8.204215,7.242565e-08,2.8499424,8.236617e-06,0.9999768,0.010000233,582.6133127212524,-108.62828148784756,101404,[ 0.814 -0.508 -0.822  0.155 -1.028],100,0.39106512,,0.009999991,0.99999917,100.0,0.009999768,-0.31100774,7.2417483e-06,99.999985,17.46,9.330399,5800,100.0,-0.3110051
-4.425041,-4.119873e-06,4.4309964,87.06228,59,1.2020946,16.22973,0.0050736642,3.2156284,0.20532148,0.2545666,0.044309963,591.110093832016,-108.89876792489873,103148,[ 0.814 -0.508 -0.822  0.155 -1.028],100,0.3907913,,0.009821591,0.9821592,100.0,0.002545666,-0.34615967,0.5073664,78.93547,17.44,10.384666,5900,83.18813,-0.17420374
-3.9480133,-9.231568e-06,17.819666,86.749466,60,3.4495428,71.28055,0.019735985,2.879656,1.1282965,0.008040618,0.17819665,598.7044775485992,-109.03292542613917,104851,[ 0.818 -0.503 -0.826  0.163 -1.028],100,0.3884661,,0.0116768805,1.167688,100.0,8.040618e-05,-0.25714046,1.9735982,25.92894,17.03,7.713936,6000,28.98935,0.6507281
-4.6875534,2.822876e-06,1.0,86.9798,61,1.0,8.958178,1.8626451e-09,2.9780188,2.8014183e-06,1.0,0.01,608.8217947483063,-108.6580854019379,106582,[ 0.794 -0.538 -0.853  0.141 -1.031],100,0.3884661,,0.010000002,1.0,100.0,0.01,-0.30453467,,100.0,17.31,9.136124,6100,100.0,-0.30453467
-3.822258,1.1444092e-05,1.0,86.54352,62,1.0,9.317394,1.8626451e-09,3.0371401,1.1399388e-05,1.0,0.01,615.2517256736755,-108.54770546503467,108256,[ 0.794 -0.538 -0.853  0.141 -1.031],100,0.3884661,,0.010000002,1.0,100.0,0.01,-0.35644132,,100.0,16.74,10.693581,6200,100.0,-0.35644132
-3.6292877,-3.5858154e-06,64.47849,86.57365,63,32.831554,1778.2645,0.06511805,2.9441817,3.4972231,0.00048867747,0.6447849,622.4901556968689,-108.6288009674704,109939,[ 0.794 -0.538 -0.853  0.141 -1.031],100,0.34614718,,0.014949736,1.4949737,100.0,4.8867746e-06,-0.29200464,6.511806,5.006761,16.83,8.760033,6300,3.0458503,1.8240911
-3.527153,9.155273e-07,7.61541,85.96784,64,3.9950213,42.56849,0.014174213,2.2674525,0.968341,0.029684538,0.0761541,631.8924450874329,-107.75443045560884,111534,[ 0.771 -0.531 -0.879  0.119 -1.073],100,0.34223768,,0.012035929,1.2035929,100.0,0.00029684536,-0.27524528,1.4174212,41.895714,15.95,8.257385,6400,25.031155,0.4181913
-3.9384384,4.4250487e-06,2.2857146,86.33563,65,1.1986312,11.421665,0.0035203502,2.8887775,0.16150615,0.29050353,0.022857146,638.5062754154205,-108.42703786556757,113187,[ 0.761 -0.529 -0.857  0.086 -1.077],100,0.33909112,,0.009623888,0.9623888,100.0,0.0029050352,-0.33222649,0.35203505,88.19864,16.53,9.966927,6500,83.4285,-0.20222694
-4.241905,-8.087158e-06,1.0,86.65822,66,1.0,8.6488085,1.8626451e-09,2.9261444,-8.061528e-06,1.0,0.01,647.3031413555145,-108.41004880435126,114882,[ 0.758 -0.533 -0.852  0.081 -1.08 ],100,0.33909112,,0.010000002,1.0,100.0,0.01,-0.35972816,,100.0,16.95,10.791603,6600,100.0,-0.35972816
-4.483673,-8.7738035e-06,20.420574,86.6552,67,2.3121874,48.065903,0.02177583,3.0564308,0.7742895,0.092935085,0.20420574,653.9905800819397,-108.27342077374044,116573,[ 0.758 -0.533 -0.852  0.081 -1.08 ],100,0.3450407,,0.011674736,1.1674737,100.0,0.00092935085,-0.31044224,2.1775832,22.326378,16.91,9.313004,6700,43.24909,0.30224815
-4.0190353,-8.087158e-06,2.5011477,86.36397,68,1.2988985,17.6394,0.005005372,3.280737,0.29952696,0.3051649,0.025011476,662.7667796611786,-108.03305871497462,118221,[ 0.735 -0.565 -0.873  0.075 -1.074],100,0.34907535,,0.010020431,1.0020431,100.0,0.003051649,-0.34834945,0.5005372,80.03093,16.48,10.450241,6800,76.98831,-0.09747502
-4.2645187,-8.31604e-06,2.8332791,86.57291,69,1.7618318,14.175574,0.0057802736,2.9611022,0.4563818,0.0665468,0.02833279,671.0065860748291,-108.51352009048392,119906,[ 0.733 -0.574 -0.87   0.072 -1.07 ],100,0.34637818,,0.009558875,0.95588756,100.0,0.000665468,-0.28692293,0.5780274,73.2244,16.85,8.607437,6900,56.75911,0.07554859
-4.054596,-1.5182495e-05,1.0005049,86.16426,70,1.0,7.7183747,2.152551e-06,2.7643392,3.504753e-05,0.999504,0.0100050485,679.6176424026489,-108.22244602387642,121534,[ 0.744 -0.563 -0.874  0.088 -1.073],100,0.34637818,,0.009999899,0.9999899,100.0,0.0099950405,-0.23282999,0.0002152527,100.00001,16.28,6.9844437,7000,100.0,-0.23277976
-3.8895721,6.5612794e-06,4.360503,86.51673,71,1.41763,13.089191,0.0060165417,2.7828496,0.1678469,0.16780369,0.04360503,686.4945991039276,-108.05702791368783,123203,[ 0.744 -0.563 -0.874  0.088 -1.073],100,0.34494403,,0.010503766,1.0503767,100.0,0.0016780369,-0.2321442,0.60165423,75.29564,16.69,6.9645233,7100,70.54027,-0.10856171
-4.521141,-4.043579e-06,341.47546,86.73793,72,515.1427,35842.48,0.34171847,3.2636948,19.13791,2.6691176e-05,3.4147546,695.0426321029663,-108.16087020090191,124901,[ 0.745 -0.566 -0.872  0.1   -1.074],100,0.3509032,,0.045840535,4.584053,100.0,2.6691174e-07,-0.32611135,34.17185,1.7677326,16.98,9.783218,7200,0.19412097,11.736334
