InitialReturnMean,EpisodesSoFar,J_sample_variance,StdIWNorm,ReturnStepMaxmin,TimestepsSoFar,ESSClassic,EpRewMean,ReturnStepMax,EpThisIter,MeanIW,StdIW,MinIWNorm,InitialReturnStd,MaxIWNorm,Iteration,InitialBound,InitialReturnMin,TimeElapsed,EpLenMean,Weights,ESSRenyi,Bound,MeanIWNorm,EntropyCoefficient,EmpiricalD2,ReturnMeanIW,InitialReturnMax,MeanEntropy,MinIW,MaxIW
1.6784668e-06,2000,95.60803,0.009417092,86.77325,34474,56.709446,-106.88600882021119,100.0,100,1.0778242,0.9417092,0.0005677662,3.6184053,0.07484052,20,3.3287337,-5.593895,217.32291793823242,17.04,[-0.701  0.635  0.53  -0.697 -0.474],40.49275,0.36152995,0.010778243,4.0,2.469578,1.0682164,13.490768,0.9479217,0.05677662,7.4840527
2.5939942e-06,2100,58870720.0,2.865145,87.36569,36269,1.019437,-106.93543210233226,100.0,100,29.077148,286.51447,1.5998302e-11,5.2645154,28.798506,21,2.754179,-6.0938416,226.1915454864502,17.95,[-0.71   0.61   0.499 -0.717 -0.471],0.013604083,681.95233,0.2907715,3.9500008,7350.7344,766.84125,29.703445,0.78505915,1.5998302e-09,2879.8506
3.3569336e-06,2200,77.112686,0.009179029,87.76706,38133,57.227592,-107.33061385556545,100.0,100,1.0617385,0.917903,0.0017108441,5.5719676,0.06272641,22,2.2170105,-5.5696945,240.43200421333313,18.64,[-0.652  0.637  0.518 -0.805 -0.634],56.90584,-0.3783998,0.010617385,3.8999996,1.7572888,0.74138874,25.341698,0.80339354,0.17108442,6.272641
-2.8991699e-06,2300,1458.6777,0.0130098965,87.41732,39946,40.19698,-107.59478958861399,100.0,100,1.0666181,1.3009896,0.0020686658,5.3028774,0.12368381,23,2.0704598,-5.374611,251.70155334472656,18.13,[-0.673  0.622  0.528 -0.818 -0.616],43.2018,1.6383213,0.01066618,3.8500004,2.3147182,3.1941292,30.678078,0.8239078,0.20686659,12.3683815
5.41687e-06,2400,3438.5364,0.047109615,87.50578,41766,10.283921,-107.19519133141553,100.0,100,1.5949746,4.710962,0.00012478846,5.4407477,0.44471103,24,2.1136854,-6.1760635,264.988009929657,18.2,[-0.675  0.591  0.539 -0.826 -0.595],16.360085,2.740654,0.015949748,3.8000011,6.1124377,5.2554398,30.515114,0.7652133,0.012478846,44.471104
6.6375733e-06,2500,195.5167,0.006374263,87.07555,43523,71.14599,-107.22251380305897,100.0,100,1.0009266,0.6374263,0.0011017506,4.665233,0.045060974,25,1.9464545,-4.9678802,277.8359262943268,17.57,[-0.619  0.593  0.561 -0.853 -0.654],71.559166,0.034962058,0.010009265,3.75,1.3974451,1.126194,27.693062,0.8349803,0.110175066,4.5060973
3.5858154e-06,2600,366.4266,0.020839822,86.837036,45229,23.541498,-106.48678376750323,100.0,100,1.1563736,2.083982,0.0003627574,3.734985,0.17214404,26,2.5042553,-4.879692,289.4748673439026,17.06,[-0.599  0.574  0.564 -0.87  -0.584],26.520897,0.9810902,0.011563735,3.7000008,3.7706115,2.1173882,17.555275,0.88762736,0.03627574,17.214405
2.2125244e-06,2700,484.73886,0.013142891,86.99443,46970,38.32806,-107.11206327248574,100.0,100,1.0361091,1.3142893,0.00017006743,4.234506,0.108581275,27,2.5101054,-5.1285934,302.13899660110474,17.41,[-0.611  0.592  0.586 -0.886 -0.531],29.138315,0.37987375,0.010361089,3.6499996,3.4319074,1.73174,21.89209,0.88121784,0.017006744,10.858128
4.4250487e-06,2800,310.78183,0.010790383,86.90968,48702,50.738483,-107.20470970278811,100.0,100,1.0950949,1.0790384,0.0014694914,4.1229978,0.06701973,28,2.323507,-5.1052475,313.6330375671387,17.32,[-0.641  0.64   0.607 -0.854 -0.538],49.009453,0.052439213,0.010950949,3.6000004,2.0404227,1.2650105,25.466454,0.96654737,0.14694914,6.701973
-3.967285e-06,2900,11.2463045,1.8626451e-09,86.83181,50407,100.0,-106.75338002749129,100.0,100,1.0,,0.01,3.3367412,0.01,29,3.0420382,-5.464813,326.0471405982971,17.05,[-0.641  0.658  0.616 -0.857 -0.452],100.0,-0.3892061,0.010000002,3.5500011,1.0,-3.9488077e-06,11.676064,0.96654737,1.0,1.0
4.348755e-06,3000,4105.0127,0.022696242,87.30576,52193,23.294088,-106.97385443901088,100.0,100,1.2507266,2.269624,0.00083838217,5.946509,0.22297542,30,2.4292028,-5.5688705,335.1594133377075,17.86,[-0.641  0.658  0.616 -0.857 -0.452],34.833786,4.463622,0.0125072645,3.5,2.8707762,6.0795403,28.611519,0.9179893,0.08383822,22.297543
-3.7384034e-06,3100,401.31424,0.008707574,87.36196,53994,55.592663,-107.365512792925,100.0,100,0.9742683,0.8707574,0.0011412266,4.9145403,0.07195774,31,2.2569485,-5.1820297,345.86490654945374,18.01,[-0.644  0.626  0.617 -0.888 -0.501],61.516617,0.11465216,0.009742683,3.4500008,1.6255771,1.2750275,27.303352,0.88663304,0.11412266,7.195774
2.7465821e-06,3200,176.31903,0.012783844,87.27489,55781,46.80709,-107.57398004395723,100.0,100,1.1991969,1.2783846,0.00021409598,4.0379877,0.069752954,32,2.5251338,-5.4998474,358.0711340904236,17.87,[-0.629  0.642  0.631 -0.868 -0.532],31.784307,1.2831872,0.011991969,3.3999996,3.1462066,2.1512997,14.682625,0.891247,0.0214096,6.9752955
5.2261353e-06,3300,218.04527,0.0050240112,87.62299,57609,79.14367,-106.57886165926466,100.0,100,0.9786779,0.5024012,0.0027942127,6.3649583,0.048194587,33,2.0723252,-6.22213,369.66103291511536,18.28,[-0.626  0.65   0.621 -0.905 -0.528],77.923775,-0.1862002,0.009786779,3.3500004,1.2833054,0.84847945,27.40073,0.9332679,0.27942127,4.819459
2.9754638e-06,3400,22.248823,0.0026750274,87.12949,59369,93.22488,-107.34563197979591,100.0,100,0.9922836,0.26750273,0.0041677533,4.063094,0.018773712,34,2.5378113,-6.17968,381.16658902168274,17.6,[-0.587  0.628  0.633 -0.909 -0.486],88.84513,-0.46386093,0.009922835,3.2999992,1.1255541,0.11113207,16.259254,0.93366206,0.41677535,1.8773713
4.53949e-06,3500,8966.395,0.25430682,86.84908,61093,1.6202836,-107.19987298385372,100.0,100,3.2636285,25.430681,1.37581255e-05,4.420884,2.5586734,35,2.0897636,-5.2522736,391.2453227043152,17.24,[-0.599  0.615  0.637 -0.917 -0.485],2.4048102,4.012982,0.03263628,3.25,41.583324,10.104522,28.339275,0.9833791,0.0013758126,255.86736
4.196167e-07,3600,360.91013,0.02159895,87.156555,62867,21.867016,-107.50261855864159,100.0,100,1.142642,2.1598952,3.0444455e-05,5.330784,0.22005036,36,2.129581,-5.6446075,403.21526193618774,17.74,[-0.623  0.57   0.648 -0.895 -0.436],40.62675,-0.15668678,0.01142642,3.1999989,2.4614325,1.4392422,30.516933,0.9619307,0.0030444455,22.005037
-4.348755e-06,3700,16366.07,0.07261985,87.07265,64613,7.192373,-106.66170790283645,100.0,100,2.0216203,7.2619843,9.402443e-06,5.1737275,0.671848,37,2.2757363,-5.9714966,414.36373591423035,17.46,[-0.613  0.57   0.61  -0.914 -0.457],3.9433157,8.255342,0.020216202,3.1499996,25.35937,12.054057,22.630219,0.9014518,0.0009402443,67.1848
4.5776366e-07,3800,148.4662,0.015124534,86.85525,66338,31.725725,-107.21938534296902,100.0,100,1.0310014,1.5124536,0.00073935225,4.890252,0.13185544,38,1.7915359,-5.1624985,424.3716926574707,17.25,[-0.587  0.599  0.631 -0.953 -0.517],39.84544,-0.4980961,0.010310016,3.1000004,2.5096974,1.0908045,30.088966,0.9293475,0.073935226,13.185545
2.670288e-06,3900,9578.094,0.022366757,88.63936,68364,17.109184,-107.22025212972532,100.0,100,1.0161654,2.2366757,0.00078868616,8.311908,0.22188371,39,1.3680241,-7.439728,435.1392698287964,20.26,[-0.616  0.596  0.595 -0.969 -0.49 ],17.858011,5.545479,0.010161652,3.0499992,5.5997276,9.015738,43.99463,0.9586714,0.07886862,22.188372
3.4713746e-06,4000,859.22144,0.012154117,87.520226,70221,50.577675,-106.59122229775632,100.0,100,1.2295363,1.2154118,0.0011774442,7.7214365,0.07087576,40,1.3426046,-6.430725,444.72196221351624,18.57,[-0.559  0.55   0.577 -0.966 -0.46 ],49.648773,-0.61234546,0.012295364,3.0,2.0141485,1.563885,46.002388,0.94597185,0.11774443,7.087576
4.8446655e-06,4100,4337.859,0.02607598,87.07619,72012,17.683773,-106.78474609215168,100.0,100,1.2086078,2.6075978,0.00022641892,6.182017,0.25320736,41,1.6633693,-5.7758713,456.5772340297699,17.91,[-0.548  0.581  0.573 -0.965 -0.473],28.496277,3.915674,0.012086079,2.9499989,3.5092304,6.027347,33.81754,0.8991468,0.022641893,25.320736
-7.05719e-06,4200,672.09485,0.010972195,87.60113,73886,48.20849,-106.84597873438294,100.0,100,1.0585855,1.0972195,0.00062245753,6.737299,0.07048651,42,1.3193874,-6.080963,469.7492039203644,18.74,[-0.556  0.538  0.574 -0.98  -0.52 ],50.353092,1.4270335,0.010585857,2.8999996,1.9859754,3.2423272,38.643925,0.91237265,0.062245753,7.048651
-1.7166137e-06,4300,54872.418,0.110371925,87.59805,75747,3.0701559,-107.24097133377023,100.0,100,1.9643103,11.037192,1.9058876e-05,5.8710823,1.1116384,43,1.6922009,-5.768158,479.2835988998413,18.61,[-0.551  0.515  0.597 -0.996 -0.507],6.9564886,19.418423,0.019643104,2.8499985,14.375069,22.861277,27.241741,0.7652071,0.0019058877,111.16385
3.0517577e-07,4400,41174684.0,1.6024373,87.40273,77600,1.0671936,-107.4776646412447,100.0,100,16.643034,160.24373,2.1455922e-07,6.4495587,16.110073,44,0.81491137,-5.8777847,491.459356546402,18.53,[-0.527  0.523  0.643 -0.995 -0.654],0.45457295,620.98267,0.16643038,2.7999992,219.9867,640.67456,39.830044,0.6186508,2.1455922e-05,1611.0073
-7.05719e-06,4500,1349.4789,0.009906477,88.255745,79563,53.491264,-106.95734664277313,100.0,100,1.0624133,0.99064773,0.00077214773,7.6646376,0.08717973,45,0.32005763,-6.6919556,504.60985231399536,19.63,[-0.542  0.514  0.591 -0.97  -0.8  ],57.861168,0.71160865,0.010624135,2.75,1.7282748,2.5274203,41.436745,0.6426029,0.07721478,8.717973
9.193421e-06,4600,35311604.0,0.97556174,88.191795,81542,1.2089007,-106.95679636092886,100.0,100,10.791735,97.55618,2.7375509e-05,8.984319,9.814194,46,-0.28322184,-6.54998,513.1240899562836,19.79,[-0.508  0.5    0.59  -0.996 -0.776],0.13361523,538.34656,0.10791735,2.7000008,748.4177,593.56055,60.547783,0.6207324,0.002737551,981.41943
3.967285e-06,4700,18553.822,0.025177838,88.67739,83602,20.611078,-106.32451676285721,100.0,100,1.2828883,2.5177839,6.0741975e-05,10.556251,0.24632888,47,-0.19195497,-7.436699,528.8789319992065,20.6,[-0.472  0.509  0.566 -1.006 -0.798],29.471825,8.858696,0.012828882,2.6499996,3.3930712,12.242319,55.106987,0.632427,0.0060741976,24.632889
-8.506775e-06,4800,512.41644,0.012987211,87.34951,85400,42.02248,-107.29441670544584,100.0,100,1.1056736,1.2987212,0.0005237474,5.703362,0.0728894,48,0.6567289,-5.8983765,539.1199569702148,17.98,[-0.436  0.52   0.574 -1.006 -0.786],42.05196,0.8048234,0.011056733,2.6000004,2.3780105,2.3277397,29.627186,0.6010821,0.052374743,7.2889404
-5.683899e-06,4900,2789092.0,0.55003273,88.263916,87389,1.3221434,-106.77673264656192,100.0,100,6.366752,55.003265,2.8365812e-05,8.943072,5.5351477,49,0.15669739,-6.962227,551.174055814743,19.89,[-0.446  0.536  0.585 -1.02  -0.818],0.1669459,132.98965,0.06366751,2.5500011,598.9964,166.66783,41.281704,0.5561236,0.0028365813,553.5148
,5000,541.35815,0.012928781,86.37432,89077,42.677948,-106.56230057811996,100.0,100,1.1155744,1.2928782,0.0008950144,5.556275,0.110902585,50,-0.1074841,-4.9173355,563.6236364841461,16.88,[-0.488  0.526  0.547 -1.012 -0.863],52.331524,0.29079962,0.011155743,2.5,1.910894,2.3612752,44.933792,0.5454192,0.08950144,11.090259
-1.0223389e-05,5100,3056.9138,0.0118763605,88.09714,91041,45.254784,-107.06621792476957,100.0,100,1.079798,1.1876361,0.0009026302,8.93162,0.11436723,51,-0.6176925,-6.3153,573.6023364067078,19.64,[-0.526  0.523  0.536 -1.003 -0.873],47.95211,1.3385191,0.010797978,2.4500008,2.085414,4.160225,58.61879,0.54000205,0.090263024,11.436724
-1.1901855e-05,5200,30.608788,0.0030854417,86.99875,92779,90.97209,-106.83985123215463,100.0,100,0.97944075,0.3085442,0.0055367243,4.0880637,0.027754793,52,0.445889,-4.867302,584.211391210556,17.38,[-0.52   0.519  0.527 -1.019 -0.879],90.54425,-0.55908895,0.0097944075,2.4000015,1.1044323,0.33430293,25.503143,0.5755711,0.55367243,2.7754793
2.3651123e-06,5300,77450.875,0.27866098,87.775665,94643,1.7519734,-107.26493872846578,100.0,100,3.7211564,27.866096,3.1700986e-06,6.2032323,2.8044693,53,0.3705961,-5.7935104,597.4551877975464,18.64,[-0.516  0.517  0.534 -1.017 -0.843],0.7317693,17.751213,0.037211567,2.3500004,136.65509,29.230734,29.459957,0.57069385,0.00031700986,280.44693
4.615784e-06,5400,2620.723,0.016722647,89.10213,96820,29.935066,-107.73986624052293,100.0,100,1.093062,1.6722647,0.00022054953,10.320137,0.13931513,54,-0.6688523,-7.135971,608.3037765026093,21.77,[-0.583  0.49   0.533 -1.023 -0.848],32.164906,1.0533276,0.01093062,2.3000011,3.1089785,4.547085,59.443604,0.5855602,0.022054954,13.931513
2.8991699e-06,5500,120.24378,0.0026663453,87.825226,98728,93.473076,-106.6079008807762,100.0,100,1.009034,0.26663452,0.0053789658,8.216093,0.017532686,55,-0.5826806,-6.125061,617.7353556156158,19.08,[-0.577  0.507  0.54  -1.036 -0.833],93.14751,-1.4549267,0.01009034,2.25,1.0735661,0.5139216,57.005814,0.5850636,0.5378966,1.7532686
1.5258789e-06,5600,10884.103,0.024421128,87.91859,100655,21.813555,-106.78204006231066,100.0,100,1.2899213,2.4421134,0.0022826067,8.096134,0.25206593,56,-0.1069777,-6.4228134,625.4280936717987,19.27,[-0.569  0.501  0.538 -1.031 -0.834],44.07872,8.031915,0.012899213,2.2000008,2.2686684,10.131751,41.823586,0.5590752,0.22826067,25.206594
-6.027222e-06,5700,1188.5566,0.015301321,87.51165,102487,35.891735,-106.72225298977041,100.0,100,1.1449039,1.530132,0.0013192382,6.3322034,0.11622455,57,0.17162395,-5.724907,636.3940541744232,18.32,[-0.63   0.528  0.545 -1.015 -0.86 ],48.8118,2.3056705,0.011449039,2.1499996,2.048685,3.780479,30.911442,0.54819405,0.13192382,11.622456
-3.013611e-06,5800,955.059,0.012897492,87.28954,104274,38.869114,-106.89174806784891,100.0,100,1.0284362,1.2897494,0.00082146685,5.207309,0.1196137,58,0.18023592,-5.295288,645.8057041168213,17.87,[-0.612  0.497  0.541 -1.031 -0.871],37.04343,1.5202051,0.010284361,2.1000004,2.699534,3.115532,29.129063,0.55115205,0.08214669,11.96137
7.6293946e-07,5900,1161834.4,0.29171643,88.54116,106312,1.8130882,-106.58373008532487,100.0,100,3.9640906,29.171646,8.604291e-05,9.446048,2.9411867,59,-0.74398446,-6.813484,655.3773057460785,20.38,[-0.606  0.518  0.525 -1.013 -0.868],0.68118584,84.34546,0.039640907,2.0499992,146.80281,107.04939,56.215393,0.55173016,0.008604292,294.11868
-2.1362305e-06,6000,6070.2417,0.03114218,86.811226,108025,13.081869,-106.84205849726968,100.0,100,1.2081718,3.114218,1.3549398e-05,4.462892,0.28165454,60,0.18607223,-5.340439,665.1034893989563,17.13,[-0.581  0.505  0.535 -0.993 -0.867],11.379806,3.6983802,0.012081718,2.0,8.787497,6.4178524,27.521576,0.5464228,0.0013549399,28.165453
4.119873e-06,6100,226422.39,0.17262295,87.107666,109783,3.2299855,-107.036676413474,100.0,100,3.1537585,17.262295,9.664812e-06,5.0420074,1.7256302,61,0.086028576,-5.0429077,674.2713499069214,17.58,[-0.602  0.548  0.554 -0.977 -0.872],4.059765,42.984898,0.031537585,1.9500008,24.631968,47.84622,29.38501,0.45506972,0.00096648117,172.56302
-2.4032593e-06,6200,911.07965,0.01582159,87.36119,111576,29.056528,-106.89654433533977,100.0,100,1.0125482,1.5821588,0.00022012371,5.820422,0.10852692,62,-0.060839176,-5.549202,684.2840931415558,17.93,[-0.584  0.537  0.582 -1.014 -0.964],34.758377,0.79608583,0.010125482,1.8999996,2.8770044,2.3658419,27.764072,0.44234824,0.022012372,10.852693
5.41687e-06,6300,2436.6367,0.008476435,87.21358,113377,65.033585,-106.14069920875423,100.0,100,1.1559963,0.84764355,0.0019104847,8.425236,0.074110076,63,-1.3737924,-5.569313,694.3956513404846,18.01,[-0.578  0.531  0.555 -1.014 -0.977],71.61564,1.6816883,0.011559962,1.8500004,1.3963431,4.272076,65.76427,0.43017304,0.19104847,7.4110074
4.4250487e-06,6400,250.25829,0.0038296583,87.20796,115191,88.00504,-106.97852976771723,100.0,100,1.0373235,0.38296586,0.0042992164,7.2685413,0.027032966,64,-1.0725107,-5.9640884,704.7273306846619,18.14,[-0.563  0.519  0.562 -1.012 -0.989],88.55617,-1.1644413,0.010373236,1.7999992,1.1292268,0.79809004,55.404785,0.450852,0.42992166,2.7032967
-3.8146973e-07,6500,110662.305,0.11985613,87.36286,116986,2.7418919,-107.00071465086832,100.0,100,2.0124378,11.985613,3.2663425e-05,6.2224283,1.205722,65,-0.165744,-5.6990204,714.5498299598694,17.95,[-0.547  0.52   0.562 -1.012 -0.968],4.1582913,27.199108,0.020124376,1.75,24.04834,31.88104,28.64204,0.4154889,0.0032663427,120.5722
-4.5776366e-07,6600,292253.94,0.13074441,87.91787,118882,2.4683607,-106.57922946749778,100.0,100,2.079959,13.074443,1.227375e-05,8.154437,1.3144276,66,-0.66421074,-6.262558,728.2593250274658,18.96,[-0.563  0.487  0.57  -1.025 -1.003],0.95305675,38.756054,0.020799585,1.7000008,104.925545,52.794945,41.116245,0.40531337,0.001227375,131.44276
6.8664554e-07,6700,1070.9084,0.013923793,87.35047,120717,34.894672,-106.89784121347681,100.0,100,1.0193629,1.3923792,0.00025802533,6.816365,0.09161415,67,-0.40537292,-6.067528,739.7304947376251,18.35,[-0.513  0.497  0.55  -1.039 -1.014],20.977821,1.3551302,0.010193628,1.6499996,4.766939,3.700336,32.224216,0.4165519,0.025802534,9.161415
1.4495849e-06,6800,536.5339,0.0061085154,86.968994,122475,73.74922,-106.698189427507,100.0,100,1.0238665,0.6108515,0.0023226026,5.589942,0.0538765,68,-0.7462006,-5.4903183,749.7614171504974,17.58,[-0.518  0.512  0.563 -1.051 -1.002],74.51704,0.29551244,0.010238665,1.5999985,1.341975,1.9320176,42.38053,0.4088479,0.23226027,5.38765
5.41687e-06,6900,74.817085,0.0046715024,87.56491,124342,81.60686,-106.74664145650755,100.0,100,0.98399305,0.46715024,0.0023986795,6.4090858,0.030995023,69,-0.49643022,-6.5963974,761.7985756397247,18.67,[-0.491  0.492  0.567 -1.055 -1.01 ],81.3164,-0.85295093,0.0098399315,1.5499992,1.2297642,0.4003254,33.904488,0.40722886,0.23986796,3.0995023
-2.3269654e-06,7000,17754.486,0.030399268,87.682175,126223,16.72576,-106.46405973332858,100.0,100,1.3623877,3.0399268,0.001683534,7.197236,0.3044342,70,-0.84479606,-7.089142,770.7996530532837,18.81,[-0.492  0.48   0.57  -1.062 -1.012],27.59749,10.737707,0.0136238765,1.5,3.623518,13.508591,43.66911,0.40253937,0.16835341,30.443422
-3.8146972e-08,7100,11194800.0,1.0785648,87.639595,128063,1.1474407,-107.15411079622457,100.0,100,11.620301,107.85647,7.4928394e-06,6.2203765,10.847277,71,-0.44450217,-5.8645477,781.1749022006989,18.4,[-0.493  0.48   0.555 -1.073 -1.016],0.0639278,294.60773,0.11620301,1.4499989,1564.2646,335.2732,30.845509,0.4564088,0.00074928394,1084.7277
