MaxIW,StdIW,EpRewMean,InitialBound,InitialReturnMin,ReturnStepMax,EpLenMean,StdIWNorm,EmpiricalD2,InitialReturnStd,ReturnMeanIW,ESSRenyi,Iteration,MinIW,ESSClassic,MaxIWNorm,MeanIW,InitialReturnMax,J_sample_variance,TimestepsSoFar,Weights,Bound,EpisodesSoFar,EpThisIter,MeanEntropy,ReturnStepMaxmin,InitialReturnMean,MinIWNorm,MeanIWNorm,TimeElapsed
7.0114937,1.1448259,-134.97819613790668,534.9279,-7.024399,100.0,46.41,0.0114482585,9.660715,6.5684824,-0.5567396,10.351201,26,0.019418394,34.112663,0.07011493,0.8237517,27.59694,25.465199,89915,[ 0.756  0.648 -0.161  0.047  3.939],-3.415938,2600,100,5.4722586,93.401726,-4.8828124e-06,0.00019418394,0.0082375165,555.2137033939362
6.5070033,0.9434066,-136.07888370830256,546.29803,-7.479248,100.0,48.95,0.009434065,9.128787,6.5408034,-0.582034,10.954358,27,0.06119241,43.661224,0.06507003,0.8305065,27.833046,40.773148,94810,[ 0.756  0.647 -0.161  0.046  4.053],-3.385182,2700,100,5.5859494,93.75036,-4.4250487e-06,0.00061192404,0.008305065,582.0757057666779
7.2547784,1.0128896,-134.88648150214289,557.8516,-9.271973,100.0,49.55,0.010128896,10.131186,7.351847,-1.4988251,9.870513,28,0.030462768,40.875736,0.072547786,0.8421938,22.299934,64.13396,99765,[ 0.756  0.647 -0.161  0.045  4.167],-3.8648129,2800,100,5.6981874,94.06228,-2.2888183e-07,0.00030462767,0.008421937,611.3887145519257
7.3261094,1.2347429,-137.4814819882192,568.85455,-7.755005,100.0,51.25,0.012347428,4.4457316,6.8324237,-0.2046105,22.493486,29,0.075201005,46.986393,0.07326109,1.1624354,28.925835,116.05583,104890,[ 0.755  0.646 -0.161  0.043  4.279],-2.2376053,2900,100,5.7810726,94.14273,3.7384034e-06,0.00075201003,0.011624354,639.4841849803925
3.9078078,0.60461265,-134.0399033136326,576.9916,-7.7704315,100.0,47.84,0.0060461266,5.950326,8.059059,-0.99816,16.805801,30,0.022117205,61.208622,0.03907808,0.7594793,33.470123,24.892656,109674,[ 0.754  0.646 -0.161  0.043  4.362],-3.7196484,3000,100,5.87782,93.867645,-1.8310546e-06,0.00022117204,0.0075947926,666.5817625522614
5.6367607,1.0279107,-134.6937249949612,587.0489,-8.737282,100.0,48.88,0.010279107,12.810596,6.6401258,-1.0376427,7.806038,31,0.020787815,48.243034,0.056367606,0.99240357,21.993011,94.826485,114562,[ 0.754  0.646 -0.161  0.041  4.459],-3.661548,3100,100,5.994762,93.97396,3.5095215e-06,0.00020787814,0.0099240355,696.7699489593506
18.46799,1.8891128,-138.72366463704535,598.1873,-8.371246,100.0,54.07,0.01889113,3.798424,8.5517435,-1.7980524,26.326708,32,0.06619497,20.623028,0.18467991,0.9629126,38.66703,115.05429,119969,[ 0.753  0.645 -0.161  0.04   4.575],-4.310062,3200,100,6.083244,93.92456,1.9073487e-07,0.0006619496,0.009629126,727.5081222057343
21.99698,2.3727715,-135.08809509194683,607.655,-5.993416,100.0,46.29,0.023727715,12.843401,5.7860904,0.47995144,7.7861,33,0.0030161708,22.316729,0.21996981,1.2717667,20.081558,145.79446,124598,[ 0.753  0.645 -0.16   0.04   4.664],-1.9189708,3300,100,6.1952615,93.47174,4.577637e-06,3.0161707e-05,0.012717667,755.2847135066986
11.469541,1.4461077,-140.08533150745146,618.3865,-9.70517,100.0,56.33,0.014461077,5.761412,9.060996,-1.0249271,17.356855,34,0.022545697,32.77406,0.1146954,1.0097115,34.18963,118.5026,130231,[ 0.753  0.645 -0.16   0.039  4.776],-3.760433,3400,100,6.2882957,94.295555,-9.918213e-07,0.00022545697,0.010097113,787.8184332847595
209.69348,20.818026,-140.39456571701226,627.7232,-9.909332,100.0,57.98,0.20818028,194.4267,9.548189,47.37479,0.51433265,35,0.0030121536,1.6212881,2.0969348,2.6725085,33.192352,234516.98,136029,[ 0.753  0.645 -0.16   0.039  4.869],31.947319,3500,100,6.424266,94.3738,5.645752e-06,3.0121535e-05,0.026725087,821.9215066432953
18.368336,2.1439407,-139.0524299280521,641.756,-8.190933,100.0,53.09,0.021439405,10.841687,6.4328103,0.8130901,9.223657,36,0.058971986,22.792772,0.18368335,1.1648831,20.118713,289.721,141338,[ 0.752  0.644 -0.16   0.037  5.005],-1.3950541,3600,100,6.5281124,94.02575,7.93457e-06,0.00058971986,0.011648831,853.0978693962097
4.2099466,0.7223315,-140.93221370545845,651.775,-7.7577744,100.0,55.13,0.007223314,5.8400655,7.3151264,-0.9316614,17.123096,37,0.008097072,53.705692,0.042099465,0.77800584,31.085892,27.791262,146851,[ 0.752  0.644 -0.16   0.037  5.108],-3.4357572,3700,100,6.6219463,94.2724,2.5177003e-06,8.097072e-05,0.0077800574,885.3787314891815
6.365863,0.8586837,-136.98271234292847,661.2804,-8.945778,100.0,51.9,0.008586837,7.51968,8.445759,-1.1836145,13.298438,38,0.061319057,46.077496,0.063658625,0.7937663,27.428398,32.46946,152041,[ 0.752  0.644 -0.16   0.037  5.203],-3.690756,3800,100,6.7265506,94.04166,4.196167e-06,0.0006131906,0.007937663,914.6026682853699
5.888693,0.9532348,-140.88506994589355,671.78796,-8.056778,100.0,55.09,0.009532348,6.5414762,7.258976,-1.9219015,15.287069,39,0.009939007,50.811646,0.058886927,0.9688362,26.01117,46.35148,157550,[ 0.752  0.643 -0.16   0.036  5.307],-4.1394672,3900,100,6.8178825,94.308525,-9.613037e-06,9.9390076e-05,0.0096883625,945.1364705562592
7.124752,1.2778785,-138.36029756299797,680.89154,-8.857216,100.0,52.78,0.012778785,8.463129,7.7289057,2.8471427,11.815961,40,0.06619298,39.05378,0.07124752,1.0229342,26.90155,542.5011,162828,[ 0.751  0.643 -0.159  0.036  5.399],0.2384584,4000,100,6.9196196,94.20001,9.918213e-07,0.0006619298,0.010229342,975.3097960948944
8.418653,1.2026361,-142.38125270762472,691.0099,-8.93927,100.0,58.94,0.012026361,7.153311,8.126261,-0.84328955,13.979541,41,0.056704447,38.44854,0.084186524,0.95050645,28.561699,83.80648,168722,[ 0.751  0.643 -0.159  0.035  5.501],-3.3896291,4100,100,7.014895,94.31082,-4.577637e-06,0.0005670445,0.009505065,1009.5288121700287
20.488605,2.2342646,-142.78983659392406,700.54846,-7.8918457,100.0,57.1,0.022342646,8.815891,6.599723,0.38858172,11.343153,42,0.024527973,21.074348,0.20488605,1.1545231,28.231022,507.1503,174432,[ 0.751  0.643 -0.159  0.035  5.595],-2.405496,4200,100,7.109544,94.41816,7.43866e-06,0.00024527972,0.011545232,1042.0769476890564
10.683357,1.4513025,-142.03871170952192,710.24994,-9.444038,100.0,57.89,0.014513025,14.110564,7.7594566,-1.4874971,7.086889,43,0.0113203265,28.960236,0.10683357,0.9266341,21.134956,73.4249,180221,[ 0.751  0.643 -0.159  0.035  5.691],-4.1338778,4300,100,7.225854,94.51674,1.6784668e-06,0.00011320326,0.009266342,1074.3294386863708
22.664774,2.3985481,-140.27975628163622,721.73474,-9.765984,100.0,55.84,0.02398548,20.868538,7.7549157,3.9860954,4.7919025,44,0.01635979,14.461776,0.22664773,0.98623216,25.519165,2732.9556,185805,[ 0.751  0.643 -0.159  0.035  5.806],0.100198984,4400,100,7.3435764,94.0266,6.942749e-06,0.00016359788,0.0098623205,1108.289294719696
19.826965,2.138885,-140.97500512586453,733.66406,-7.897171,100.0,53.98,0.02138885,10.484657,5.8121996,-0.8196954,9.537746,45,0.01479492,21.720974,0.19826965,1.1266898,20.807663,144.01906,191203,[ 0.751  0.643 -0.159  0.034  5.924],-3.0655372,4500,100,7.452993,94.23439,-3.8146973e-06,0.00014794919,0.011266898,1139.8865296840668
12.209053,1.4674592,-138.7220363333987,744.6024,-9.427971,100.0,54.08,0.014674593,12.0851755,7.2753315,-1.6264172,8.274601,46,0.019934798,31.017637,0.122090526,0.9840143,20.90725,87.045555,196611,[ 0.751  0.643 -0.159  0.034  6.034],-4.0491314,4600,100,7.5618243,94.27431,2.7465821e-06,0.00019934797,0.009840142,1171.6824538707733
11.99508,1.3656895,-145.18934604098393,755.6565,-7.9325027,100.0,59.74,0.013656895,9.160286,5.5334454,0.35284132,10.91669,47,0.032573264,37.733364,0.11995079,1.0631317,15.777504,74.66692,202585,[ 0.751  0.643 -0.159  0.034  6.142],-1.2388966,4700,100,7.6489477,94.64095,-1.4495849e-06,0.00032573263,0.010631315,1195.0264937877655
15.420786,1.6687112,-140.65239205730057,764.0699,-8.044823,100.0,54.67,0.016687114,10.661716,6.230456,-1.3388412,9.379353,48,0.018840922,23.612047,0.15420786,0.9277599,24.746643,172.90604,208052,[ 0.751  0.643 -0.159  0.034  6.231],-4.0322895,4800,100,7.7551737,94.271935,-2.2125244e-06,0.00018840922,0.009277597,1215.2186737060547
18.52728,2.7477813,-139.26532733585498,774.7255,-8.111031,100.0,53.69,0.02747781,12.46949,7.2578754,2.8062136,8.019574,49,0.0041770684,20.349562,0.1852728,1.3888828,23.756119,1767.2014,213421,[ 0.751  0.643 -0.159  0.034  6.335],0.009946823,4900,100,7.8592424,94.25255,-3.2043456e-06,4.1770683e-05,0.013888827,1244.6801478862762
6.0093718,0.8905386,-141.8393322375639,784.8936,-8.535545,100.0,57.09,0.008905385,7.0633965,6.6931415,-0.22554067,14.157495,50,0.052297678,46.070587,0.060093716,0.8230983,30.918396,40.721134,219130,[ 0.751  0.642 -0.159  0.034  6.44 ],-2.9646068,5000,100,7.960415,94.3994,-1.7547608e-06,0.00052297674,0.008230983,1278.894252538681
8.150115,1.1771551,-140.300207245234,795.0826,-8.565926,100.0,54.65,0.01177155,9.22082,7.1569815,-0.40407807,10.845022,51,0.035901222,41.858093,0.08150115,0.9988005,28.767975,60.896263,224595,[ 0.75   0.642 -0.159  0.034  6.541],-3.3159535,5100,100,8.059991,94.06676,1.1825561e-05,0.00035901222,0.009988005,1305.1858241558075
8.320557,1.1575317,-136.47859700024878,805.2208,-7.613884,100.0,49.9,0.011575318,7.8066587,6.2177725,-0.14763147,12.809578,52,0.037864193,38.033695,0.083205566,0.9068582,23.347054,61.164406,229585,[ 0.75   0.642 -0.159  0.033  6.64 ],-2.3220513,5200,100,8.163913,94.00827,5.9509275e-06,0.0003786419,0.009068581,1333.802677154541
10.584293,1.3845979,-139.13432071184587,815.1654,-8.624947,100.0,53.86,0.01384598,4.159063,7.4620347,-0.8601081,24.043879,53,0.075586066,33.555683,0.10584293,0.98396075,36.7762,79.27462,234971,[ 0.75   0.642 -0.159  0.033  6.744],-3.3601272,5300,100,8.251862,94.062614,-1.1062622e-05,0.00075586064,0.009839608,1366.324575662613
10.3949585,1.6203,-136.59475945343817,824.00995,-10.074707,100.0,52.37,0.016203,5.6569643,7.9047875,1.0367398,17.677326,54,0.023637887,35.693142,0.103949584,1.2071445,35.286106,162.72899,240208,[ 0.75   0.642 -0.159  0.033  6.833],-1.7607865,5400,100,8.351447,94.01017,3.2806397e-06,0.00023637887,0.012071443,1396.7069003582
7.6303124,0.90783197,-143.39963710598897,834.27936,-8.448181,100.0,58.19,0.00907832,6.556347,7.0193515,-0.8089998,15.252397,55,0.017230162,44.121574,0.076303124,0.80669427,25.96096,39.519543,246027,[ 0.75   0.642 -0.159  0.033  6.932],-3.0247993,5500,100,8.444707,94.19233,3.4332274e-06,0.00017230162,0.008066943,1431.1028883457184
9.434663,1.2494487,-139.2443671811471,843.6595,-9.11911,100.0,54.35,0.012494487,8.518457,7.509413,-0.9285791,11.739215,56,0.01792284,33.96607,0.09434663,0.89610213,24.33667,84.419525,251462,[ 0.75   0.642 -0.159  0.033  7.024],-3.2962449,5600,100,8.548793,94.26638,-4.577637e-06,0.00017922839,0.008961021,1463.1909203529358
17.435696,2.1537511,-140.59451418850654,854.0656,-8.690132,100.0,55.85,0.021537513,8.368124,7.280225,0.7865218,11.9501095,57,0.027791025,26.0457,0.17435695,1.2781502,24.410011,331.5474,257047,[ 0.75   0.642 -0.159  0.033  7.131],-1.5672306,5700,100,8.64607,94.123184,1.2283325e-05,0.00027791024,0.012781501,1494.269108057022
6.173464,0.8764119,-139.90016779506632,863.8424,-8.599312,100.0,55.41,0.008764119,9.234425,7.5059233,-0.36041206,10.829045,58,0.017574547,47.32268,0.061734635,0.8306749,22.935509,160.20226,262588,[ 0.75   0.642 -0.159  0.033  7.226],-2.6836412,5800,100,8.749421,94.38983,3.6621093e-06,0.00017574546,0.008306747,1525.3858242034912
17.950895,2.114728,-142.66523520109243,873.9972,-8.4819565,100.0,57.74,0.021147277,4.945947,6.746457,0.70648956,20.218575,59,0.029748756,24.624512,0.17950895,1.208713,28.347794,458.3953,268362,[ 0.75   0.642 -0.159  0.033  7.329],-1.3949783,5900,100,8.835366,94.37454,5.1116945e-06,0.00029748757,0.012087131,1557.7389149665833
6.7154016,0.9262643,-135.53741560790004,882.2481,-9.69088,100.0,51.1,0.009262643,4.3922167,9.020761,-0.97816265,22.767548,60,0.0322603,42.352715,0.06715401,0.79393715,38.655083,81.60168,273472,[ 0.75   0.642 -0.159  0.033  7.415],-3.6785574,6000,100,8.929222,93.94751,5.722046e-06,0.00032260298,0.007939371,1587.473768234253
6.3695397,0.98878753,-140.48174006972332,892.03723,-9.546677,100.0,56.78,0.009887876,5.0834775,8.008667,-2.1682801,19.671574,61,0.02606076,49.80429,0.06369539,0.9849248,26.549744,75.09169,279150,[ 0.75   0.642 -0.159  0.033  7.509],-4.1636324,6100,100,9.021275,94.361275,-4.348755e-06,0.0002606076,0.009849247,1619.6817157268524
5.286303,0.72809875,-145.60747149428173,901.29803,-8.306778,100.0,60.33,0.0072809877,10.609636,6.5070176,-0.92039084,9.425394,62,0.010723145,50.355747,0.052863028,0.7332977,24.88205,35.2181,285183,[ 0.75   0.642 -0.159  0.033  7.601],-3.621954,6200,100,9.122863,94.59124,2.9754638e-06,0.00010723145,0.007332977,1652.572457075119
6.3892817,1.0734382,-138.73637476088027,911.485,-8.134598,100.0,51.74,0.010734382,7.132374,6.261706,-0.41305566,14.020577,63,0.028192217,40.950863,0.06389282,0.8939264,24.038116,47.47711,290357,[ 0.75   0.642 -0.159  0.033  7.703],-2.5529692,6300,100,9.226425,93.97184,1.9836425e-06,0.00028192217,0.008939263,1684.0621569156647
14.483483,1.8532715,-135.69450150631525,921.549,-8.368324,100.0,49.51,0.018532716,4.9501796,7.162118,0.42402554,20.201288,64,0.042195305,31.802841,0.14483483,1.2655778,32.80491,281.03552,295308,[ 0.75   0.642 -0.159  0.033  7.807],-2.0088959,6400,100,9.32207,93.87121,-2.822876e-06,0.00042195304,0.012655778,1712.5501317977905
7.3414054,0.93720984,-141.97450101158714,931.31213,-9.927353,100.0,58.82,0.009372098,5.526689,8.547818,-1.1783926,18.094015,65,0.016444875,49.31423,0.07341405,0.92444265,26.846943,66.571815,301190,[ 0.75   0.642 -0.159  0.033  7.904],-3.2822006,6500,100,9.413527,94.62066,-3.2806397e-06,0.00016444875,0.009244426,1746.362376689911
12.366484,1.6929693,-140.50623709294413,940.2087,-10.07074,100.0,57.43,0.016929692,6.8315196,7.962628,0.05335653,14.638032,66,0.030072743,31.767164,0.12366483,1.1551585,34.319466,271.4801,306933,[ 0.75   0.642 -0.159  0.033  7.993],-2.9366899,6600,100,9.507819,94.611664,1.9836425e-06,0.00030072744,0.011551583,1778.9700877666473
5.0684857,0.81219155,-137.4502989664238,950.01636,-8.470062,100.0,53.03,0.008121915,6.4862366,6.4557,-0.99405587,15.417261,67,0.04296193,49.688335,0.050684854,0.8071445,22.966599,45.64871,312236,[ 0.75   0.642 -0.159  0.033  8.089],-2.943774,6700,100,9.59545,94.160385,-4.272461e-06,0.00042961928,0.008071445,1808.894901752472
9.35198,1.5303127,-138.20409723808083,958.94556,-7.657753,100.0,51.68,0.015303125,12.704739,5.6423416,-0.23166949,7.871079,68,0.034649976,29.590347,0.0935198,0.9920625,17.985237,107.666824,317404,[ 0.75   0.642 -0.159  0.033  8.177],-2.368538,6800,100,9.702723,94.19194,6.3323973e-06,0.00034649976,0.009920624,1837.70938205719
11.0399,1.3832017,-142.38990935599938,969.21277,-9.109062,100.0,59.06,0.013832017,5.9918456,7.9982367,0.63161933,16.689348,69,0.0424423,33.605022,0.11039899,0.9840564,31.785522,173.43684,323310,[ 0.75   0.642 -0.159  0.033  8.283],-1.9618934,6900,100,9.7947855,94.43043,4.8828124e-06,0.000424423,0.009840562,1868.9572706222534
26.894392,2.738187,-144.7101149599636,978.82086,-8.470192,100.0,59.89,0.027381867,11.660271,7.0449424,3.442036,8.57613,70,0.011289115,13.91505,0.2689439,1.1008849,19.730629,2353.9158,329299,[ 0.75   0.642 -0.159  0.033  8.374],1.1962206,7000,100,9.890594,94.73547,-2.2888183e-07,0.000112891146,0.0110088475,1903.0626294612885
8.203719,1.1210436,-143.63500730847827,988.19995,-8.507797,100.0,58.8,0.011210436,6.539258,6.3401628,-0.9463206,15.292254,71,0.047212854,43.042465,0.08203719,0.97453064,25.78144,72.88396,335179,[ 0.75   0.642 -0.159  0.033  8.471],-3.1439283,7100,100,9.98274,94.52748,-2.2888183e-07,0.00047212854,0.009745307,1937.7383172512054
9.815242,1.5883132,-143.78598046886168,997.28564,-9.631035,100.0,60.39,0.015883133,7.5763507,8.436622,1.0987022,13.198967,72,0.027158175,31.702621,0.098152414,1.0821358,29.651966,270.98868,341218,[ 0.75   0.642 -0.159  0.033  8.563],-1.6218827,7200,100,10.076093,94.53965,5.2261353e-06,0.00027158175,0.010821356,1971.5658957958221
21.672127,2.2735744,-142.63244228668927,1006.7679,-8.432739,100.0,57.75,0.022735745,6.383087,6.9412904,-2.670747,15.666401,73,0.017597355,17.430353,0.21672127,1.0446049,25.241463,293.1411,346993,[ 0.75   0.642 -0.159  0.033  8.655],-4.7964797,7300,100,10.171873,94.26629,4.196167e-06,0.00017597355,0.010446047,2002.0091462135315
3.86707,0.6754435,-142.25383523113257,1016.40564,-8.046974,100.0,57.29,0.006754434,12.072544,7.0446415,-0.70211625,8.283258,74,0.04609309,56.22612,0.0386707,0.7655095,23.45076,72.49441,352722,[ 0.75   0.642 -0.159  0.033  8.753],-3.4181495,7400,100,10.272941,94.41831,-1.3122559e-05,0.0004609309,0.007655095,2033.0659563541412
