EmpiricalD2,EpRewMean,ReturnStepMax,InitialReturnMin,EpLenMean,ReturnMeanIW,Bound,MeanIWNorm,EpisodesSoFar,MinIWNorm,ESSRenyi,ESSClassic,EpThisIter,MinIW,MaxIW,Weights,TimeElapsed,StdIWNorm,MeanEntropy,InitialBound,ReturnStepMaxmin,InitialReturnMean,MaxIWNorm,EntropyCoefficient,MeanIW,InitialReturnMax,TimestepsSoFar,J_sample_variance,Iteration,InitialReturnStd,StdIW
7.704231,-106.65222780960525,100.0,-8.624252,21.6,14.228561,10.112593,0.014418236,7300,0.00032297152,12.979881,13.819314,100,0.032297153,34.505085,[ 1.257 -0.621 -0.645 -1.43  -0.662],948.6713728904724,0.03600591,0.7688879,-1.4828752,89.12493,9.498596e-06,0.34505084,,1.4418237,44.48654,167353,19072.713,73,10.62029,3.6005921
6.51357,-105.92606856192553,100.0,-9.311127,22.24,7.2761645,3.5024676,0.013066721,7400,9.483017e-05,15.352565,20.188288,100,0.009483017,22.727318,[ 1.263 -0.643 -0.633 -1.469 -0.65 ],960.1683537960052,0.025980659,0.723631,-1.4786224,89.47428,5.340576e-07,0.22727317,,1.3066721,44.358692,169577,6635.62,74,12.6863365,2.5980659
2.0197515,-106.44566966866837,100.0,-10.22863,23.41,7.5291862,5.301583,0.012268774,7500,0.00042000442,49.51104,35.81951,100,0.042000443,15.144603,[ 1.287 -0.685 -0.656 -1.456 -0.695],971.4477026462555,0.016422635,0.67421365,-1.5674326,89.90597,3.8146972e-08,0.15144603,,1.2268775,47.022976,171918,5403.3906,75,12.654778,1.6422634
2.5015762,-106.62018179519796,100.0,-9.463211,22.71,5.4808874,2.9042823,0.010695606,7600,0.0002778823,39.974796,36.372684,100,0.02778823,13.760962,[ 1.268 -0.646 -0.629 -1.431 -0.745],982.5137677192688,0.014146189,0.6595508,-1.6290703,89.6103,4.5013426e-06,0.13760962,,1.0695605,48.87224,174189,4624.5264,76,11.244817,1.4146188
3.085083,-106.53884271654005,100.0,-9.261444,22.61,5.344322,2.0107338,0.011217236,7700,0.00027194593,32.41404,35.110947,100,0.027194595,15.221,[ 1.264 -0.619 -0.627 -1.404 -0.759],994.6548230648041,0.015249311,0.6294973,-1.8979223,89.57602,5.340576e-07,0.15221,,1.1217235,56.937683,176450,4914.814,77,11.877193,1.5249311
2.296424,-105.41792515360527,100.0,-10.281311,23.45,6.8972588,3.772078,0.0105036115,7800,0.00067680195,43.545967,48.095383,100,0.067680195,10.391718,[ 1.247 -0.642 -0.655 -1.409 -0.789],1005.8047497272491,0.010911641,0.63388973,-2.0622792,90.00913,7.93457e-06,0.103917174,,1.0503613,61.86861,178795,3006.8337,78,15.020749,1.0911641
8.419242,-106.14855308708637,100.0,-9.712227,22.98,41.5886,35.327114,0.016709762,7900,4.4106895e-05,11.877554,5.8023767,100,0.0044106897,68.10533,[ 1.247 -0.612 -0.634 -1.403 -0.785],1018.0748770236969,0.0673267,0.6635385,-2.1579552,89.7617,-8.049011e-06,0.6810533,,1.6709763,64.73842,181093,189059.1,79,13.556623,6.73267
5.107512,-106.63219118113977,100.0,-11.158463,23.81,24.144217,20.462505,0.017211244,8000,0.00015262174,19.579004,9.818875,100,0.0152621735,51.411484,[ 1.242 -0.645 -0.661 -1.425 -0.755],1029.8289387226105,0.052160196,0.6030195,-1.6290919,90.04308,-2.3651123e-06,0.5141148,,1.7211244,48.872684,183474,63426.793,80,12.460148,5.21602
263.85593,-107.11376657123239,100.0,-8.332619,21.39,124.17319,98.90016,0.03352928,8100,1.2913708e-07,0.3789947,1.4491049,100,1.2913708e-05,277.86127,[ 1.276 -0.682 -0.656 -1.443 -0.816],1042.681352853775,0.27650613,0.5161443,-1.5558724,88.98469,-7.6293946e-07,2.7786126,,3.3529294,46.676147,185613,1520362.9,81,10.617471,27.650618
1.0494114,-106.74122065631636,100.0,-7.5930786,20.89,0.17581546,-1.4850719,0.009716376,8200,0.005479047,95.29151,95.30248,100,0.54790473,1.5963392,[ 1.188 -0.674 -0.627 -1.414 -0.903],1055.737564086914,0.0021571792,0.517912,-1.6213151,88.78073,-3.8146973e-07,0.015963392,,0.97163767,48.63944,187702,149.52802,82,11.573506,0.21571794
1.1494341,-107.36956249445159,100.0,-8.428223,21.8,0.7997583,-0.90341544,0.009436421,8300,0.002819932,86.99934,85.02805,100,0.2819932,2.4117005,[ 1.185 -0.679 -0.628 -1.414 -0.901],1064.2767579555511,0.0039597265,0.5039156,-1.5886168,89.1499,-8.163453e-06,0.024117004,,0.94364214,47.65826,189882,176.78506,83,10.494815,0.3959727
3.374228,-106.650933608377,100.0,-9.172272,22.19,17.37433,14.129259,0.012949407,8400,5.0245642e-05,29.636408,12.162518,100,0.0050245645,35.495987,[ 1.183 -0.672 -0.632 -1.407 -0.915],1076.3534719944,0.034799904,0.47376788,-1.766597,89.38757,-2.0980835e-06,0.35495988,,1.2949408,52.99785,192101,33569.84,84,11.9367485,3.4799907
51.752674,-107.01697266036803,100.0,-8.592766,21.35,32.93408,20.050495,0.025421966,8500,1.2794775e-05,1.9322673,4.018514,100,0.0012794775,117.65644,[ 1.23  -0.692 -0.642 -1.405 -0.945],1088.634925365448,0.12424245,0.48440656,-1.7908934,88.975235,2.3269654e-06,1.1765643,,2.5421965,53.726868,194236,87494.28,85,10.034846,12.424247
1.7113773,-106.88802925477714,100.0,-7.9139633,21.41,6.1067514,3.603719,0.011125332,8600,0.001011558,58.43247,52.321674,100,0.1011558,7.77544,[ 1.218 -0.696 -0.612 -1.425 -0.934],1099.009479045868,0.0106202,0.44429156,-1.9133428,89.01556,3.5095215e-06,0.0777544,,1.1125332,57.40039,196377,2462.2627,86,11.220809,1.0620201
1.1447507,-106.3507719070736,100.0,-9.6278,22.24,1.5484505,-0.35457993,0.0094015505,8700,0.0013430889,87.35526,83.88496,100,0.13430889,2.434175,[ 1.223 -0.679 -0.596 -1.426 -0.975],1109.1948883533478,0.004120721,0.4036198,-1.7786434,89.43807,5.645752e-06,0.024341749,,0.940155,53.35947,198601,235.26385,87,11.1212635,0.41207212
28.17323,-106.23182548235575,100.0,-9.329124,22.5,46.741215,37.460415,0.019669376,8800,4.298619e-05,3.5494688,3.784282,100,0.004298619,99.87315,[ 1.23  -0.691 -0.604 -1.431 -1.015],1119.949779033661,0.09917951,0.40703,-1.7485156,89.55718,-9.994506e-06,0.9987315,,1.9669379,52.455173,200851,243749.98,88,12.070872,9.91795
1.0826782,-106.10506809447536,100.0,-10.46077,23.63,0.9278794,-0.90347415,0.010009882,8900,0.0056298436,92.36355,92.049324,100,0.56298435,2.9856477,[ 1.213 -0.653 -0.566 -1.419 -1.012],1132.9809412956238,0.0029418499,0.43246692,-1.7600331,90.019455,6.67572e-06,0.029856477,,1.0009884,52.801193,203214,377.7016,89,13.073563,0.29418498
12.093115,-105.94498254537184,100.0,-9.567589,22.85,9.955626,3.9673328,0.017071443,9000,3.6121288e-05,8.269168,11.05559,100,0.003612129,37.463524,[ 1.226 -0.66  -0.564 -1.424 -0.987],1143.3730795383453,0.048421547,0.43407276,-1.7220023,89.727005,9.918213e-07,0.37463522,,1.7071445,51.66009,205499,6645.6816,90,12.040753,4.8421545
28.490881,-105.50041345434192,100.0,-10.9238205,24.62,34.00643,22.840824,0.022273522,9100,2.082074e-05,3.509895,8.563752,100,0.002082074,66.00854,[ 1.251 -0.629 -0.556 -1.416 -0.985],1155.8478169441223,0.072780676,0.45346993,-2.0918546,90.4297,-9.689331e-06,0.6600854,,2.2273524,62.75534,207961,114088.414,91,14.454912,7.2780676
3.310597,-106.00617175653835,100.0,-9.729919,21.5,4.8424087,2.0678465,0.010630964,9200,0.00018933802,30.206034,29.187544,100,0.018933803,14.688279,[ 1.256 -0.619 -0.567 -1.437 -0.966],1166.7226617336273,0.016558796,0.43460715,-1.5249119,89.13896,-1.2054444e-05,0.14688279,,1.0630965,45.746994,210111,3896.1777,92,11.916527,1.6558795
5.2086887,-105.82732679419308,100.0,-9.921677,23.16,5.768822,1.5535622,0.009872812,9300,9.411598e-05,19.19869,32.393948,100,0.009411599,11.532399,[ 1.258 -0.615 -0.565 -1.46  -0.984],1177.7373111248016,0.014262698,0.442419,-1.8469684,89.86122,2.9754638e-06,0.11532399,,0.9872812,55.40914,212427,4230.712,93,12.868946,1.4262698
15.7437525,-106.03876571509161,100.0,-11.973259,26.1,13.442432,6.38405,0.013788454,9400,5.4781107e-05,6.351726,6.057475,100,0.0054781106,54.8184,[ 1.23  -0.609 -0.547 -1.447 -0.976],1190.3289008140564,0.054300133,0.44287163,-1.7788978,90.87448,3.0517577e-07,0.548184,,1.3788457,53.366943,215037,19679.281,94,15.385884,5.430014
2.5407767,-106.70819667037235,100.0,-9.538216,23.38,2.3585715,-0.08870721,0.011188385,9500,0.00020969067,39.358044,27.047766,100,0.020969067,13.651145,[ 1.236 -0.61  -0.538 -1.425 -0.976],1200.7191994190216,0.018374734,0.4130761,-1.5353155,89.87185,9.155274e-06,0.13651145,,1.1188387,46.05974,217375,1214.8523,95,12.9582,1.8374734
9.22261,-105.65644819857596,100.0,-12.008553,25.94,12.029753,6.898229,0.0114776185,9600,4.0621362e-05,10.842917,18.039135,100,0.004062136,24.032558,[ 1.243 -0.628 -0.537 -1.418 -1.006],1213.633071422577,0.024465116,0.40678513,-1.6897359,90.85379,2.4414062e-06,0.24032559,,1.147762,50.692146,219969,15217.99,96,14.364097,2.4465117
14.9130125,-106.48916646983803,100.0,-11.045036,25.38,34.761784,27.151602,0.017501462,9700,0.000373208,6.705553,6.675223,100,0.0373208,64.508354,[ 1.247 -0.636 -0.518 -1.426 -1.012],1223.7234871387482,0.06543951,0.41455153,-1.9706631,90.60875,-2.2888183e-07,0.64508355,,1.7501464,59.11988,222507,146088.12,97,13.581288,6.5439506
6.342945,-106.58017290689321,100.0,-8.142403,21.67,11.4892235,6.4117227,0.0135315405,9800,2.3428927e-05,15.765547,10.9375925,100,0.0023428928,34.926895,[ 1.284 -0.651 -0.544 -1.429 -1.004],1236.8489844799042,0.03861301,0.40997085,-2.0160682,89.163345,-2.9754638e-06,0.34926894,,1.3531542,60.48195,224674,9495.952,98,11.3574,3.8613012
11.940434,-105.83306524413996,100.0,-10.883377,25.27,13.581348,7.5765724,0.010770151,9900,6.487506e-05,8.374905,7.6033635,100,0.006487506,34.608906,[ 1.261 -0.643 -0.517 -1.422 -1.009],1248.7163982391357,0.037544567,0.3969758,-1.7377505,90.62383,-2.7465821e-06,0.34608907,,1.077015,52.13243,227201,9522.958,99,13.047223,3.754456
1.3188189,-105.85512243748164,100.0,-12.577347,26.76,1.2584002,-1.0445592,0.010454326,10000,0.0024213083,75.825424,75.257614,100,0.24213085,4.351434,[ 1.244 -0.661 -0.511 -1.412 -1.022],1261.3263857364655,0.005994344,0.4069341,-2.005361,91.08856,5.1879883e-06,0.04351434,,1.0454326,60.160988,229877,465.46942,100,15.339052,0.5994345
3.3632195,-106.40193954436329,100.0,-9.810905,22.38,13.212036,9.775678,0.011704329,10100,0.00067677884,29.733416,20.034533,100,0.067677885,24.050442,[ 1.242 -0.656 -0.504 -1.419 -1.012],1271.8725848197937,0.02338343,0.4156717,-1.8737837,89.49158,5.989075e-06,0.24050441,,1.170433,56.213684,232115,18449.312,101,11.781807,2.338343
14.387437,-104.99424630200188,100.0,-11.204063,24.83,20.803513,13.095393,0.014332287,10200,0.0005258205,6.950508,16.25432,100,0.05258205,23.3694,[ 1.215 -0.655 -0.514 -1.428 -1.003],1283.6507625579834,0.032532115,0.43194652,-2.0321515,90.54297,2.8991699e-06,0.233694,,1.4332287,60.964634,234598,26156.342,102,16.252127,3.2532117
1.2704687,-106.26945310768703,100.0,-11.674141,25.13,1.7904122,0.09969127,0.010810064,10300,0.0026685414,78.711105,78.187584,100,0.26685414,3.390907,[ 1.166 -0.666 -0.525 -1.418 -0.987],1297.1384735107422,0.0057096737,0.43376675,-1.4999973,90.54249,-1.6403199e-06,0.03390907,,1.0810064,44.999863,237111,504.21085,103,12.9603,0.57096744
1.6831903,-105.86340784164823,100.0,-12.260872,26.03,2.343142,0.08983421,0.010169268,10400,0.00088702474,59.410988,59.62448,100,0.08870248,4.982892,[ 1.156 -0.655 -0.525 -1.421 -0.985],1310.2328367233276,0.008368284,0.43506095,-1.7368238,90.86638,-7.5149537e-06,0.04982892,,1.0169268,52.104492,239714,684.86945,104,13.691429,0.83682853
72.235596,-106.02707347090569,100.0,-11.546745,25.62,50.28949,34.33139,0.022553366,10500,0.00010609634,1.384359,4.6318254,100,0.010609634,76.1019,[ 1.172 -0.673 -0.544 -1.433 -0.984],1321.4574630260468,0.102338016,0.44967157,-1.8776085,90.72313,1.6784668e-06,0.761019,,2.2553365,56.32831,242276,150357.67,105,14.643334,10.233802
1.1071439,-105.5689999368609,100.0,-11.022659,25.34,1.2039576,-0.8058381,0.010413316,10600,0.0035439718,90.322495,91.20353,100,0.35439718,2.234332,[ 1.159 -0.65  -0.561 -1.414 -0.969],1332.583390712738,0.0032339776,0.42754796,-1.9100816,90.66819,-9.002685e-06,0.02234332,,1.0413316,57.302177,244810,373.46,106,14.8279,0.32339776
38.065475,-105.79929634904524,100.0,-12.993134,27.55,39.46584,29.451172,0.020064173,10700,4.1923155e-05,2.6270525,2.6213303,100,0.0041923155,122.92225,[ 1.171 -0.65  -0.564 -1.413 -0.991],1346.7239542007446,0.12229038,0.39238694,-1.6231996,91.3195,-3.6621093e-06,1.2292224,,2.0064173,48.695873,247565,137455.61,107,15.742178,12.229037
1.0725309,-105.85489127063846,100.0,-9.593124,23.3,0.8546684,-1.1240323,0.010236054,10800,0.0017229797,93.23741,90.47699,100,0.17229797,2.7365217,[ 1.181 -0.622 -0.564 -1.422 -1.027],1359.8036785125732,0.003320865,0.4064439,-1.9106258,89.91374,-2.0217894e-06,0.027365217,,1.0236055,57.31871,249895,374.3867,108,13.860246,0.3320865
26.859331,-106.78765732406352,100.0,-7.791252,20.55,20.26416,11.018445,0.016332505,10900,4.7814956e-05,3.723101,4.304057,100,0.004781496,76.86624,[ 1.193 -0.628 -0.561 -1.425 -1.012],1369.415419101715,0.07701238,0.398964,-1.7839941,88.65859,-2.1743774e-06,0.7686624,,1.6332507,53.51976,251950,48853.27,109,10.119858,7.7012396
5.580455,-106.01349238317742,100.0,-9.355179,22.13,8.451809,5.1376743,0.011934184,11000,0.0003539247,17.919687,24.587944,100,0.03539247,16.13075,[ 1.235 -0.647 -0.597 -1.427 -1.02 ],1378.9052436351776,0.020900276,0.38883904,-1.4029225,89.41903,5.4931643e-06,0.1613075,,1.1934184,42.087833,254163,3622.7617,110,11.832541,2.0900273
3.273212,-106.32896954178847,100.0,-10.751656,23.82,6.7253475,3.4598389,0.0122218,11100,0.0001390558,30.551031,28.869848,100,0.013905581,15.762785,[ 1.264 -0.669 -0.584 -1.434 -1.03 ],1391.554371356964,0.01918403,0.40870288,-1.8049493,90.0723,-5.1498414e-06,0.15762785,,1.2221801,54.148323,256545,4987.554,111,12.318299,1.9184031
1.2248107,-106.12950960266048,100.0,-8.873024,22.6,0.6695198,-1.2481234,0.009707152,11200,0.0020510654,81.64527,84.55593,100,0.20510656,3.40792,[ 1.267 -0.666 -0.596 -1.416 -1.01 ],1401.6675589084625,0.0041485867,0.40849802,-1.7327465,89.60804,-6.790161e-06,0.034079198,,0.9707151,51.982193,258805,469.5847,112,13.182252,0.41485867
53.21734,-106.8615735082606,100.0,-8.780357,22.01,31.73751,21.48188,0.022783527,11300,1.279281e-05,1.8790869,4.064281,100,0.001279281,109.73916,[ 1.271 -0.671 -0.599 -1.408 -1.01 ],1410.981376171112,0.11069279,0.4023812,-1.4058433,89.28973,-3.4332274e-06,1.0973916,,2.278353,42.175194,261006,79509.266,113,10.21053,11.069279
15.966245,-105.38432408161394,100.0,-9.570862,21.42,65.43678,57.548065,0.021038262,11400,8.662667e-05,6.2632136,3.3502822,100,0.008662667,113.86,[ 1.288 -0.655 -0.614 -1.385 -1.017],1421.250836610794,0.11299764,0.39291367,-1.9742653,89.160225,-2.7465821e-06,1.1386,,2.103826,59.227882,263148,455167.44,114,13.028567,11.299767
12.501796,-105.64000648446542,100.0,-10.9954605,23.89,14.905176,7.8951735,0.012807936,11500,7.740267e-05,7.998851,9.610997,100,0.007740267,37.639793,[ 1.303 -0.698 -0.646 -1.405 -1.026],1435.1486115455627,0.0392783,0.38530278,-1.9825962,90.156204,-1.0375977e-05,0.37639794,,1.2807937,59.477573,265537,24578.498,115,14.23049,3.92783
44.059967,-107.17398256426227,100.0,-7.9743195,21.44,29.017834,18.920773,0.016670976,11600,3.4392626e-05,2.269634,4.2829094,100,0.0034392625,79.78389,[ 1.311 -0.694 -0.667 -1.414 -1.034],1445.8691029548645,0.07881092,0.38102934,-1.5211602,89.00249,-7.476807e-06,0.79783887,,1.6670978,45.634583,267681,98018.516,116,10.868097,7.881092
5.9253345,-106.61292760048622,100.0,-9.21653,22.42,12.335785,8.686717,0.014493395,11700,0.00016683372,16.876684,21.26323,100,0.016683372,21.780739,[ 1.331 -0.736 -0.698 -1.414 -1.038],1455.691444158554,0.027889736,0.37564805,-1.4990942,89.48947,-1.15966795e-05,0.21780738,,1.4493396,44.972473,269923,10899.798,117,11.353234,2.7889733
7.3506527,-106.58447386856142,100.0,-11.149498,25.25,9.721821,4.525867,0.014919842,11800,7.485997e-05,13.604234,17.144438,100,0.0074859974,22.983961,[ 1.341 -0.727 -0.682 -1.435 -1.043],1467.7335250377655,0.03279921,0.36506996,-1.9164828,90.55813,-1.1062622e-05,0.22983961,,1.4919842,57.49414,272448,5893.803,118,13.192576,3.2799215
50.820595,-106.03909612005319,100.0,-9.253204,22.58,172.40427,162.66043,0.07492692,11900,2.5556453e-06,1.9677062,1.2402949,100,0.00025556455,672.5792,[ 1.337 -0.743 -0.673 -1.43  -1.054],1479.5867173671722,0.6685985,0.28295794,-1.3668212,89.60776,-4.348755e-06,6.725792,,7.4926934,41.004505,274706,3075413.2,119,11.577162,66.859856
30.748684,-104.91496316827333,100.0,-11.968575,26.14,43.080975,28.690006,0.013795635,12000,5.4686756e-05,3.2521718,5.7394533,100,0.005468676,55.1865,[ 1.309 -0.702 -0.631 -1.412 -1.136],1491.179991722107,0.055907678,0.26714626,-2.59524,90.97285,-4.653931e-06,0.551865,,1.3795636,77.857056,277320,185212.28,120,17.474468,5.5907674
4.5019593,-106.61559218771258,100.0,-9.83802,24.19,15.9192,11.669923,0.011036086,12100,0.00036951285,22.212551,11.42008,100,0.036951285,30.739767,[ 1.331 -0.696 -0.647 -1.405 -1.152],1503.577204465866,0.030736057,0.2686106,-2.002693,90.18529,-5.340576e-07,0.30739766,,1.1036085,60.08077,279739,32504.13,121,13.621249,3.0736058
2.403491,-106.94737926455412,100.0,-8.586235,21.44,4.518611,2.5631895,0.011238434,12200,0.00048608586,41.606148,39.24677,100,0.048608586,13.130554,[ 1.325 -0.669 -0.644 -1.395 -1.15 ],1513.5129985809326,0.013982621,0.24847071,-1.2613063,89.023834,-4.119873e-06,0.13130555,,1.1238434,37.839066,281883,2671.497,122,10.046196,1.3982621
128.59068,-107.17303624883834,100.0,-10.770493,24.17,126.61786,110.25778,0.04055437,12300,7.47211e-05,0.7776613,1.8180468,100,0.00747211,299.82355,[ 1.334 -0.661 -0.651 -1.381 -1.17 ],1524.085669517517,0.29802382,0.24830644,-1.4427147,90.13173,8.010864e-07,2.9982355,,4.055437,43.28146,284300,1684915.8,123,11.965116,29.802376
4.5071535,-107.15559368656612,100.0,-9.100922,23.01,6.137431,2.7234068,0.0115435505,12400,1.169343e-05,22.186953,19.648687,100,0.001169343,22.477482,[ 1.327 -0.639 -0.667 -1.372 -1.171],1537.523188829422,0.02334367,0.25872993,-1.6081154,89.68625,-6.5612794e-06,0.22477481,,1.154355,48.243267,286601,4432.257,124,11.308319,2.3343668
1.368365,-106.52576011998555,100.0,-8.6772,22.31,3.3594277,1.3317213,0.010191627,12500,0.0021250313,73.07991,71.318146,100,0.21250314,5.513836,[ 1.339 -0.616 -0.654 -1.373 -1.16 ],1547.3881299495697,0.0064631924,0.24299707,-1.7334154,89.45044,5.722046e-06,0.055138357,,1.0191627,52.00263,288832,1085.6587,125,12.438842,0.64631927
30.433403,-107.11288058058186,100.0,-7.137779,20.26,31.915968,25.53896,0.021170296,12600,7.710774e-06,3.2858632,3.7787533,100,0.00077107747,107.36295,[ 1.358 -0.625 -0.652 -1.39  -1.176],1557.7812423706055,0.10682875,0.21566337,-1.1559572,88.45525,3.8146972e-08,1.0736295,,2.1170297,34.678715,290858,109445.25,126,8.208022,10.682875
1.2164562,-106.58814981286638,100.0,-8.118347,19.78,1.2454419,-0.6327958,0.010158078,12700,0.002423921,82.206,85.665184,100,0.2423921,2.9774356,[ 1.395 -0.597 -0.631 -1.382 -1.203],1568.0966415405273,0.0041553285,0.19677767,-1.7029482,88.222786,3.6239624e-06,0.029774355,,1.0158077,51.08855,292836,306.31476,127,10.359892,0.4155329
2.3243897,-105.5405192709945,100.0,-11.179085,24.18,2.978978,0.33131266,0.011445845,12800,0.00038234078,43.022045,46.06535,100,0.038234077,9.709457,[ 1.402 -0.6   -0.64  -1.38  -1.222],1579.860559463501,0.012384962,0.19895457,-1.7366393,90.27055,-3.929138e-06,0.09709457,,1.1445845,52.099056,295254,1915.5232,128,14.054229,1.2384963
1.9908783,-105.77172662949961,100.0,-11.358086,23.72,2.0733209,-0.58560586,0.009662472,12900,0.00040941132,50.229088,58.387703,100,0.040941134,6.9640326,[ 1.41  -0.586 -0.632 -1.367 -1.22 ],1590.8002634048462,0.008157148,0.19734283,-1.884451,90.08165,-3.6621093e-06,0.06964032,,0.9662472,56.53342,297626,1693.127,129,13.08812,0.8157148
1.719451,-106.10411400445837,100.0,-9.109016,21.02,2.589641,0.41662621,0.011356626,13000,0.0014149385,58.1581,54.410305,100,0.14149386,7.559885,[ 1.403 -0.578 -0.618 -1.374 -1.222],1602.0837743282318,0.0103954235,0.21281427,-1.6571593,88.90452,1.3504028e-05,0.07559885,,1.1356627,49.715183,299728,1412.9795,130,10.52707,1.0395423
115.2773,-106.3915659396456,100.0,-10.125107,23.97,443.66428,422.55374,0.08555433,13100,2.1309794e-05,0.8674735,1.2726434,100,0.0021309794,758.2455,[ 1.411 -0.566 -0.608 -1.375 -1.206],1613.9852418899536,0.7535419,0.22975674,-1.9661968,90.12317,1.1825562e-06,7.5824547,,8.555433,58.985935,302125,20007314.0,131,13.486994,75.35419
6895.399,-106.28975478899103,100.0,-8.550903,21.65,680.76544,525.3458,0.17960282,13200,1.9012712e-06,0.014502424,1.3727326,100,0.00019012712,1524.3281,[ 1.443 -0.585 -0.608 -1.407 -1.189],1624.6786561012268,1.522364,0.23365968,-1.8716624,89.181244,-5.7983398e-06,15.243281,,17.960278,56.149693,304290,46354080.0,132,12.119999,152.2364
2.3828492,-105.90354013938537,100.0,-11.469421,25.22,5.335309,2.0821092,0.012316013,13300,0.0005254607,41.966568,25.021627,100,0.05254607,19.229572,[ 1.441 -0.599 -0.587 -1.392 -1.185],1637.2770564556122,0.021319665,0.22168426,-2.107476,90.60164,-8.392334e-07,0.19229572,,1.2316014,63.22425,306812,3203.157,133,14.958672,2.1319664
4.0193257,-106.63980538866896,100.0,-8.883232,22.2,4.2356486,0.24199986,0.010206487,13400,0.00022971584,24.879795,31.686058,100,0.022971584,12.896301,[ 1.448 -0.584 -0.574 -1.389 -1.197],1648.0183200836182,0.014986386,0.22241744,-1.9920164,89.392845,1.6784668e-06,0.12896301,,1.0206487,59.76054,309032,3026.8708,134,13.164744,1.4986385
1.5169873,-106.21087876317586,100.0,-8.429268,21.62,2.4153326,-0.12876463,0.010520065,13500,0.0017100804,65.92013,61.480316,100,0.17100805,5.621847,[ 1.442 -0.584 -0.559 -1.38  -1.197],1659.1329021453857,0.00832706,0.23264879,-2.065585,89.17476,-1.5258789e-06,0.05621847,,1.0520065,61.9675,311194,1047.0157,135,11.009705,0.832706
1.0908543,-105.90433687342232,100.0,-9.61734,22.98,0.76177967,-1.3182625,0.010371838,13600,0.0030599877,91.67127,93.03013,100,0.30599877,2.4561572,[ 1.447 -0.586 -0.55  -1.376 -1.186],1671.4282171726227,0.0028389408,0.22705105,-1.9915286,89.78291,1.0299683e-05,0.024561571,,1.0371838,59.746162,313492,352.14047,136,13.126216,0.2838941
1.3995129,-106.03774594353206,100.0,-9.710266,23.58,2.6361053,0.4209988,0.0107555445,13700,0.00032464162,71.45343,72.043724,100,0.03246416,5.8553243,[ 1.456 -0.587 -0.549 -1.372 -1.192],1684.6169266700745,0.006699987,0.23755383,-1.8724362,90.006256,-3.929138e-06,0.05855324,,1.0755544,56.172966,315850,999.03296,137,13.920997,0.66999876
1.9436032,-106.87606812837308,100.0,-7.716858,20.9,3.2021632,0.6964586,0.009862841,13800,0.0008409686,51.450832,62.199966,100,0.084096864,7.1986766,[ 1.455 -0.601 -0.558 -1.373 -1.181],1696.5324807167053,0.0076887,0.23395616,-1.7973207,88.77277,2.2888185e-06,0.071986765,,0.9862842,53.919685,317940,1527.4916,138,11.398468,0.76886994
2.9237878,-106.06330155188496,100.0,-8.026367,20.8,9.251033,5.9396906,0.011655301,13900,0.0013442505,34.20221,33.98576,100,0.13442506,15.058892,[ 1.473 -0.591 -0.547 -1.376 -1.185],1707.4133923053741,0.016244028,0.2329959,-1.9365582,88.802216,2.670288e-06,0.15058891,,1.16553,58.096825,320020,6201.2354,139,12.76472,1.6244026
6.8882337,-105.73454123879182,100.0,-9.4928665,22.63,10.146389,5.1082277,0.010410304,14000,6.1835155e-05,14.517509,20.719234,100,0.0061835153,19.509224,[ 1.476 -0.599 -0.547 -1.364 -1.186],1718.769889831543,0.020363877,0.23235202,-1.9196311,89.65545,1.5258789e-06,0.19509223,,1.0410304,57.588978,322283,12757.975,140,12.861566,2.0363882
1.4326764,-106.57577804401241,100.0,-9.43335,23.52,2.5231202,0.5023656,0.010390112,14100,0.0009704138,69.79943,69.20663,100,0.09704138,6.329455,[ 1.501 -0.59  -0.554 -1.357 -1.187],1727.4607727527618,0.006930664,0.22143015,-1.6882534,89.93749,7.3242186e-06,0.063294545,,1.0390112,50.647823,324635,541.001,141,12.488196,0.6930664
2.147743,-106.53586762775228,100.0,-8.18219,20.74,6.4438553,3.3886635,0.010013666,14200,0.0004692584,46.560505,41.23271,100,0.046925843,10.502755,[ 1.488 -0.592 -0.56  -1.346 -1.198],1736.7738609313965,0.011954737,0.21750665,-2.084722,88.72654,-4.119873e-06,0.10502755,,1.0013667,62.54154,326709,4426.739,142,11.034672,1.1954737
20.567266,-104.79640510364906,100.0,-11.44577,25.29,54.750893,44.879753,0.019590985,14300,0.000102277394,4.862095,4.6256375,100,0.01022774,89.3256,[ 1.503 -0.608 -0.557 -1.346 -1.201],1748.8548667430878,0.08895826,0.21999203,-2.1765976,90.712425,5.0354006e-06,0.89325595,,1.9590987,65.29806,329238,340807.4,143,16.347635,8.895826
13.169121,-106.29012231796106,100.0,-8.20079,20.76,10.206911,5.2387614,0.012020593,14400,1.9310728e-05,7.5935216,15.717243,100,0.0019310728,27.046396,[ 1.508 -0.593 -0.56  -1.331 -1.199],1758.4791622161865,0.027836008,0.2090789,-1.3690382,88.76021,2.2888185e-06,0.27046394,,1.2020591,41.071213,331314,10070.868,144,10.363526,2.783601
1.7646631,-106.8054427061003,100.0,-9.388702,22.78,3.093962,0.6061373,0.0108394595,14500,0.00075415784,56.66804,54.793022,100,0.07541578,7.7294984,[ 1.491 -0.616 -0.576 -1.342 -1.21 ],1769.3138916492462,0.009845726,0.19694494,-1.8727994,89.622894,-1.0070801e-05,0.07729498,,1.0839461,56.18367,333592,940.7683,145,12.388836,0.98457265
