EntropyCoefficient,EmpiricalD2,EpLenMean,MaxIW,MinIW,MeanIWNorm,EpRewMean,EpThisIter,Weights,ReturnStepMaxmin,ESSClassic,InitialReturnMin,InitialReturnMax,ReturnStepMax,TimestepsSoFar,InitialReturnMean,MaxIWNorm,StdIWNorm,StdIW,EpisodesSoFar,Iteration,MinIWNorm,MeanEntropy,J_sample_variance,InitialReturnStd,Bound,MeanIW,TimeElapsed,ESSRenyi,InitialBound,ReturnMeanIW
2.7999992,90.5755,425.3,151.76723,0.00025214162,0.026574722,-44.159614479062284,100,[-2.315 -1.2   -0.021 -1.063  1.184],98.79234,2.6057732,-48.85397,21.773485,100.0,1861709,2.2888183e-07,1.5176722,0.16246767,16.246769,7200,72,2.521416e-06,2.5738397,42557.395,14.581102,8.20561,2.657472,5473.259439706802,1.1040514,5.660263,23.703907
2.699997,653.5028,450.85,604.9796,0.000100248246,0.07214527,-39.40916149286027,100,[-2.318 -1.185 -0.07  -0.989  1.155],98.82518,1.393316,-49.28718,21.80911,100.0,1906794,-1.9073487e-07,6.049796,0.6069267,60.69267,7300,73,1.0024825e-06,2.523563,1743135.9,12.177201,95.3604,7.2145276,5550.619125843048,0.15302153,5.306453,137.35916
2.5999985,1.9507666,476.61,3.942983,0.12331052,0.010279037,-35.101052916426006,100,[-2.233 -1.132 -0.11  -0.9    1.105],98.85271,60.05478,-33.98547,23.095295,100.0,1954455,6.4849854e-07,0.03942983,0.008383222,0.83832234,7400,74,0.0012331052,2.51758,166.63301,10.245767,-0.19717681,1.0279036,5632.769880771637,51.261898,5.4284115,1.3850716
2.5,667.3425,460.67,688.4928,7.629303e-06,0.073768705,-36.09501790411953,100,[-2.235 -1.12  -0.116 -0.923  1.099],98.84329,1.1471705,-47.494015,26.739132,100.0,2000522,1.2207031e-06,6.8849277,0.6847826,68.478264,7500,75,7.629303e-08,2.4570246,1258884.6,12.984633,71.40057,7.376871,5710.320657253265,0.14984809,4.7108173,112.29762
2.3999977,1.3354034,497.39,3.1185472,0.2830711,0.009462294,-37.88359480226674,100,[-2.369 -1.163 -0.149 -0.897  1.038],98.84767,77.710014,-21.453352,20.267923,100.0,2050261,-2.3841858e-07,0.03118547,0.0050677215,0.50677216,7600,76,0.002830711,2.4614315,58.50884,8.241182,-0.40208724,0.94622946,5795.830729484558,74.883736,5.181741,0.42429343
2.2999992,524.4861,492.33,252.37047,1.5750707e-05,0.030458001,-33.34536957562248,100,[-2.369 -1.153 -0.146 -0.909  1.043],98.86455,1.4465789,-27.163124,24.13237,100.0,2099494,1.5258789e-07,2.5237045,0.25140056,25.140057,7700,77,1.5750707e-07,2.406682,344198.3,9.365253,38.038696,3.0458007,5876.988655090332,0.19066283,4.755853,58.77472
2.2000008,99.928566,470.04,267.4446,8.363587e-05,0.037184726,-36.42657179253418,100,[-2.347 -1.103 -0.187 -0.921  0.988],98.845,1.901437,-24.046352,37.178307,100.0,2146498,-3.0517577e-07,2.674446,0.26708832,26.70883,7800,78,8.3635865e-07,2.3807254,72275.8,9.716123,13.812803,3.7184722,5955.79078912735,1.0007149,4.0554247,26.201145
2.0999985,3.2463198,454.12,18.517363,0.07260824,0.011917274,-34.548598677731,100,[-2.422 -1.161 -0.209 -1.006  0.961],98.84784,23.66709,-56.5115,23.129168,100.0,2191910,-3.8146973e-07,0.18517362,0.0214023,2.14023,7900,79,0.00072608236,2.3970118,559.0498,12.378412,-0.7621329,1.1917274,6032.587064027786,30.804113,3.1158028,2.6318626
2.0,1.0572475,460.8,1.5197121,0.4782556,0.009785149,-35.44394476616296,100,[-2.426 -1.15  -0.187 -0.992  0.978],98.84616,95.57179,-58.310783,22.432583,100.0,2237990,-1.0871887e-06,0.015197121,0.0021062808,0.21062809,8000,80,0.004782556,2.3985376,130.8871,11.733789,-1.8100703,0.9785149,6111.671686410904,94.58523,2.8503294,0.18848422
1.9000015,3.0752227,471.53,9.670068,0.051188372,0.011001987,-35.731987221684115,100,[-2.449 -1.155 -0.189 -0.997  0.98 ],98.84845,38.057907,-35.682255,28.654875,100.0,2285143,2.260208e-06,0.096700676,0.014035941,1.4035941,8100,81,0.0005118837,2.4179957,196.33093,9.442938,-0.12762356,1.1001986,6190.6258273124695,32.51797,3.3678188,1.9581604
1.7999992,4.623017,460.86,17.667646,0.02286518,0.010058811,-31.39191519752659,100,[-2.419 -1.177 -0.17  -0.992  0.999],98.86377,21.299301,-54.86361,24.434654,100.0,2331229,6.1035155e-07,0.17667647,0.019335402,1.9335402,8200,82,0.0002286518,2.3822768,1021.75397,12.048618,-0.42029095,1.005881,6266.688667297363,21.630898,2.5236042,3.5118208
1.7000008,5.073729,481.71,25.415718,0.024611183,0.0104893185,-37.49542316883127,100,[-2.452 -1.148 -0.179 -0.965  0.963],98.84433,13.735429,-49.56277,22.520544,100.0,2379400,7.6293946e-07,0.2541572,0.026287079,2.628708,8300,83,0.00024611183,2.3885708,948.4647,11.40695,0.54837704,1.0489317,6350.159636974335,19.70937,2.397781,4.2697053
1.6000023,2.2075472,473.96,6.59423,0.10698819,0.010801184,-39.197816405218475,100,[-2.49  -1.122 -0.196 -0.986  0.969],98.834595,50.374023,-43.30343,18.058937,100.0,2426796,1.7166138e-07,0.0659423,0.010720688,1.0720689,8400,84,0.0010698818,2.3813632,218.25673,9.912025,-0.61590326,1.0801185,6429.369972229004,45.299145,2.378271,1.5287448
1.5,1.5136262,479.34,3.6736813,0.15747909,0.010904445,-30.50461073006714,100,[-2.521 -1.081 -0.187 -0.962  0.963],98.87273,72.31369,-54.624023,20.611835,100.0,2474730,2.2888183e-07,0.036736812,0.0067472365,0.6747237,8500,85,0.0015747909,2.3950636,218.27626,11.12513,-1.1809875,1.0904447,6508.962968349457,66.066505,1.7512441,1.0591351
1.4000015,27.250992,464.67,66.30187,0.0067858505,0.0189374,-37.272873929110254,100,[-2.504 -1.11  -0.185 -0.98   0.977],98.83957,6.1747556,-35.090084,23.527254,100.0,2521197,-6.8664554e-07,0.6630187,0.07381937,7.3819366,8600,86,6.7858506e-05,2.403796,6896.617,9.571004,5.187762,1.8937399,6586.203574419022,3.6695912,2.1834226,11.293727
1.2999992,7.321575,410.56,22.756563,0.014145827,0.01342292,-52.27633329121236,100,[-2.461 -1.085 -0.212 -1.002  0.985],98.745346,15.88806,-44.467293,27.771273,100.0,2562253,5.340576e-07,0.22756563,0.030884486,3.0884485,8700,87,0.00014145827,2.3829467,1119.0122,12.878375,3.7598844,1.3422918,6655.67737364769,13.658263,1.6426902,7.7705984
1.2000008,3.9392264,452.56,16.776165,0.035136577,0.010188689,-42.548487541924025,100,[-2.45  -1.011 -0.204 -0.938  0.964],98.811966,22.499815,-37.920532,24.631996,100.0,2607509,2.0122527e-06,0.16776165,0.018909514,1.8909513,8800,88,0.00035136577,2.396891,548.2066,9.386205,1.0562983,1.018869,6730.732381105423,25.385695,1.595522,3.5650556
1.1000023,24.759521,412.7,135.46204,0.006401898,0.023289615,-49.47495288399637,100,[-2.376 -1.036 -0.21  -0.945  0.978],98.76024,2.876048,-47.92481,30.436523,100.0,2648779,-5.340576e-07,1.3546203,0.13534041,13.534039,8900,89,6.4018976e-05,2.352073,61223.582,14.381438,18.914883,2.3289618,6799.966383934021,4.0388503,1.0390916,26.863842
1.0,26.533503,416.67,121.79718,0.0021424252,0.028904974,-44.584601045807005,100,[-2.459 -0.992 -0.244 -0.918  0.933],98.785995,4.260771,-51.377686,32.08256,100.0,2690446,9.918213e-07,1.2179718,0.13701668,13.70167,9000,90,2.1424252e-05,2.3979354,8783.251,17.0294,6.3618364,2.8904974,6869.1053285598755,3.7688203,0.63948417,15.183501
0.9000015,1.5660666,433.98,3.2338018,0.13680612,0.010167159,-41.18187927466607,100,[-2.491 -0.947 -0.233 -0.907  0.979],98.81021,71.16493,-55.790207,22.448053,100.0,2733844,-1.1444092e-06,0.03233802,0.00647183,0.647183,9100,91,0.0013680612,2.4160078,306.58853,14.555169,-1.3189917,1.0167159,6940.775663137436,63.854244,0.29847074,1.0082519
0.79999924,4.406702,406.41,14.451866,0.032271337,0.012734788,-52.971583699090736,100,[-2.486 -0.951 -0.241 -0.914  0.997],98.73932,24.206167,-55.22865,33.8093,100.0,2774485,-8.201599e-07,0.14451866,0.022534376,2.2534378,9200,92,0.00032271337,2.4183738,751.55505,14.670128,1.8707526,1.2734787,7007.496619462967,22.692707,0.09184861,5.7353125
0.70000076,3129.701,406.34,1649.072,4.628927e-05,0.16954128,-52.8578777908065,100,[-2.471 -0.953 -0.245 -0.87   1.   ],98.73984,1.0568894,-52.573437,21.82376,100.0,2815119,1.1062622e-06,16.49072,1.6404145,164.04146,9300,93,4.628927e-07,2.4394553,7963743.5,15.934589,182.28113,16.954132,7076.0790457725525,0.031951934,-0.059583426,280.3196
0.6000023,199.78015,421.0,286.12024,7.327041e-05,0.0382364,-48.593763218182964,100,[-2.306 -0.926 -0.272 -0.803  1.021],98.76915,1.7618084,-49.857254,22.287374,100.0,2857219,-7.6293946e-07,2.8612022,0.2855208,28.552086,9400,94,7.3270405e-07,2.4008982,243984.05,14.038832,26.974903,3.8236396,7145.9719479084015,0.5005502,-0.19823098,50.464916
0.5,5.999011,455.2,14.64626,0.012400748,0.012609882,-45.746319920386185,100,[-2.29  -0.972 -0.291 -0.754  0.982],98.79901,24.834866,-46.113194,26.259449,100.0,2902739,9.727478e-07,0.1464626,0.021937558,2.1937559,9500,95,0.00012400748,2.3833413,915.8518,12.293703,1.6647532,1.260988,7221.4785170555115,16.669415,-0.33665633,5.4295692
0.3999977,42.48863,479.11,115.64609,0.0012288174,0.03082816,-44.57476744746437,100,[-2.35  -0.988 -0.27  -0.757  0.965],98.81392,5.2725034,-33.98043,26.31798,100.0,2950650,8.010864e-07,1.1564609,0.13067041,13.06704,9600,96,1.2288174e-05,2.4237287,15103.4795,10.865262,11.014565,3.082816,7297.49923157692,2.353571,-0.17934936,18.397755
0.29999924,637.42017,482.97,367.34747,0.00010577738,0.049742255,-38.270093145297366,100,[-2.346 -1.021 -0.238 -0.799  1.005],98.84152,1.7885083,-29.35563,21.539392,100.0,2998947,-1.2969971e-06,3.6734746,0.36860496,36.8605,9700,97,1.0577737e-06,2.4253836,449574.03,9.757083,50.160603,4.974226,7361.9733917713165,0.15688239,-0.25140542,74.8655
0.20000076,1.3261194,421.06,3.2894247,0.20511125,0.0094851265,-50.06010291441488,100,[-2.324 -0.999 -0.261 -0.864  1.006],98.76222,75.396996,-48.545315,32.7978,100.0,3041053,3.0517577e-07,0.032894246,0.005418265,0.5418265,9800,98,0.0020511125,2.4300845,195.63222,13.809811,-1.2452657,0.94851273,7418.339739084244,75.40799,-1.1330981,0.6181829
0.099998474,399.57004,424.6,491.66675,7.826814e-05,0.07323222,-44.55852086040681,100,[-2.323 -1.006 -0.266 -0.849  1.011],98.790115,1.9755183,-49.009857,22.691883,100.0,3083513,3.0517577e-07,4.9166675,0.51585656,51.58566,9900,99,7.8268135e-07,2.3809621,447509.34,15.328065,48.5448,7.3232226,7476.292779922485,0.25026903,-1.3906565,81.20047
,23.320406,487.58,46.66955,0.00045248668,0.013333954,-33.71546693966447,100,[-2.348 -0.976 -0.272 -0.765  0.962],98.86171,6.84127,-39.3899,24.92987,100.0,3132271,-4.5776366e-07,0.46669552,0.049204215,4.9204216,10000,100,4.5248667e-06,2.3305223,6235.0107,10.711435,3.4751143,1.3333954,7541.000203609467,4.28809,-1.3129973,9.815734
,6.650609,478.05,31.834385,0.0064495215,0.012112082,-44.56950579535545,100,[-2.395 -1.017 -0.293 -0.798  0.912],98.81354,11.3578825,-47.91826,25.017422,100.0,3180076,9.536743e-07,0.31834385,0.03383687,3.383687,10100,101,6.4495216e-05,2.3027341,2059.8896,10.416488,-0.018916607,1.2112083,7606.903534650803,15.036217,-1.5972744,4.1002607
,7.487786,471.54,25.842775,0.002762857,0.0143284155,-39.51817371725046,100,[-2.406 -0.978 -0.315 -0.797  0.884],98.83238,17.197214,-49.600334,20.51922,100.0,3227230,9.155273e-07,0.25842774,0.031440653,3.1440656,10200,102,2.7628568e-05,2.2714841,1704.7832,11.44551,0.925334,1.4328417,7671.495020866394,13.3550825,-1.6533437,5.4495163
,1.1417754,475.96,2.0643792,0.4411849,0.009789134,-50.581986989829474,100,[-2.386 -0.992 -0.329 -0.776  0.853],98.78746,88.94636,-58.81913,23.684246,100.0,3274826,-3.6239624e-07,0.020643791,0.0034509029,0.3450903,10300,103,0.004411849,2.2657378,128.85283,11.388964,-1.711243,0.9789134,7735.785696744919,87.5829,-1.9606383,0.38377464
,1.6462451,484.42,3.7045693,0.14123611,0.011129856,-46.83513014272901,100,[-2.387 -0.993 -0.323 -0.784  0.847],98.80664,65.157715,-47.922577,15.570565,100.0,3323268,1.9454956e-06,0.03704569,0.008138791,0.81387913,10400,104,0.001412361,2.2533734,106.384155,9.1162,-1.0471468,1.1129857,7801.51588177681,60.744297,-1.5974174,1.0024393
,2.1520548,492.0,6.5749817,0.0683615,0.009569616,-45.86977727211388,100,[-2.376 -0.988 -0.308 -0.778  0.834],98.81354,42.47218,-24.121334,22.556162,100.0,3372468,-1.6403199e-06,0.06574982,0.011137333,1.1137333,10500,105,0.000683615,2.2572455,114.3645,8.988296,-0.14589739,0.9569616,7870.293721675873,46.46722,-0.8040461,1.0336266
,1.9977182,471.92,8.787341,0.18161282,0.009241251,-38.67800315713562,100,[-2.351 -0.987 -0.289 -0.795  0.838],98.836075,44.429554,-64.89694,27.929216,100.0,3419660,-6.8664554e-07,0.08787341,0.01033515,1.0335151,10600,106,0.0018161281,2.2714508,360.6348,13.74414,-1.0552924,0.9241252,7934.955708026886,50.05711,-2.1632323,2.002233
,6.5296936,492.38,21.834162,0.03388859,0.009379759,-42.01125658702753,100,[-2.37  -1.005 -0.278 -0.814  0.852],98.82936,14.579802,-20.86998,27.525167,100.0,3468898,1.1062622e-06,0.21834162,0.022703677,2.2703676,10700,107,0.00033888587,2.2929404,694.0352,8.943971,1.2432475,0.937976,8001.4380671978,15.314654,-0.91750443,3.5877738
,43.17154,464.32,78.7971,0.00027851146,0.015995126,-38.22512420986492,100,[-2.351 -0.96  -0.256 -0.806  0.874],98.83536,3.9155383,-47.713432,19.777525,100.0,3515330,2.670288e-07,0.78797096,0.07923527,7.923527,10800,108,2.7851145e-06,2.2514932,21049.863,13.232489,3.5990715,1.5995126,8064.308274030685,2.316341,-1.5904477,14.049116
,37.35157,449.53,96.86812,0.0031114337,0.017873004,-38.49358893044859,100,[-2.353 -0.959 -0.274 -0.845  0.832],98.828735,3.2658415,-53.945366,26.41045,100.0,3560283,5.722046e-07,0.96868116,0.09727248,9.727248,10900,109,3.1114338e-05,2.298697,36671.934,14.368455,8.464898,1.7873006,8127.741755962372,2.6772637,-1.7981783,19.454636
,41.996334,452.3,168.92513,0.0017860313,0.030581066,-43.85534367278611,100,[-2.363 -0.909 -0.267 -0.837  0.879],98.806076,2.8450823,-45.74776,22.04803,100.0,3605513,5.7220458e-08,1.6892512,0.17870536,17.870539,11000,110,1.7860313e-05,2.2832038,32331.105,12.132437,12.17615,3.0581067,8189.671445608139,2.3811603,-1.5249257,22.058365
,7.7078795,476.09,20.818394,0.007756594,0.015344689,-37.1048596719431,100,[-2.331 -0.887 -0.241 -0.779  0.864],98.84413,21.88358,-32.18634,17.103588,100.0,3653122,-1.5258789e-07,0.20818393,0.028991457,2.8991458,11100,111,7.756594e-05,2.2402434,529.4954,9.139416,1.9429035,1.5344689,8255.547215938568,12.973737,-1.0728784,4.921542
,1574.2991,473.39,2324.849,0.00016026257,0.24238238,-36.919915085927705,100,[-2.344 -0.892 -0.24  -0.764  0.821],98.844025,1.0866346,-46.882843,27.749157,100.0,3700461,-9.918213e-07,23.248491,2.3125267,231.25272,11200,112,1.6026256e-06,2.2871377,1754428.1,10.373697,72.68163,24.23824,8320.770718574524,0.063520335,-1.5627625,134.688
,129.22081,482.85,284.94144,0.0008696958,0.037618354,-34.433330899048094,100,[-2.397 -0.903 -0.2   -0.784  0.868],98.857376,1.7282335,-48.82936,19.997566,100.0,3748746,1.9073487e-07,2.8494143,0.28366974,28.366974,11300,113,8.696958e-06,2.3178334,80307.78,10.20278,9.844027,3.7618356,8386.571480035782,0.77386916,-1.6276454,28.34634
,2194.3704,453.57,1936.0455,9.642448e-06,0.207861,-40.17342162910601,100,[-2.424 -0.853 -0.172 -0.798  0.899],98.82286,1.1491041,-50.327614,34.16171,100.0,3794103,2.2888185e-06,19.360455,1.9278961,192.78961,11400,114,9.642448e-08,2.272047,3220186.8,14.2166,99.69662,20.7861,8447.65160894394,0.04557116,-1.6775849,178.2817
,12.5844555,500.0,29.990833,0.0013024788,0.012189394,-40.96682601111192,100,[-2.442 -0.91  -0.131 -0.781  0.853],0.1638673,9.649302,-17.991852,30.771837,1.0,3844103,6.4849854e-07,0.29990834,0.037299242,3.729924,11500,115,1.3024788e-05,2.2573535,1049.645,8.910779,1.3443749,1.2189395,8517.175606012344,7.946311,-1.0257274,4.9831014
,2.205072,494.09,4.4208007,0.07076004,0.009333562,-34.02419583617121,100,[-2.448 -0.904 -0.168 -0.775  0.838],98.862274,59.89653,-26.837442,30.243725,100.0,3893512,-3.0517577e-07,0.044208005,0.0076372614,0.7637262,11600,116,0.0007076004,2.2423213,242.01663,9.244504,-0.15838742,0.93335634,8583.918133497238,45.349995,-1.0081246,1.338625
,3.433874,491.96,9.41479,0.053069092,0.008969796,-43.787557930771456,100,[-2.443 -0.873 -0.178 -0.745  0.824],98.82199,33.79985,-20.712322,22.234793,100.0,3942708,5.340576e-07,0.0941479,0.0125532085,1.2553208,11700,117,0.0005306909,2.263785,502.0343,8.619484,0.30855167,0.89697975,8650.783232212067,29.121628,-0.7411593,1.6819737
,437.08496,486.35,316.62408,0.00014594452,0.039142426,-40.162422680035995,100,[-2.473 -0.86  -0.173 -0.761  0.845],98.83484,1.520644,-23.983524,19.176256,100.0,3991343,-2.2888183e-07,3.1662407,0.31499708,31.499708,11800,118,1.4594451e-06,2.2753885,155998.9,8.453674,23.679499,3.9142423,8716.616998195648,0.22878847,-0.79945105,40.39328
,59.880566,491.76,108.147446,0.0036661788,0.018145224,-30.370488727130734,100,[-2.444 -0.836 -0.136 -0.806  0.856],98.87648,2.7551134,-26.253014,20.600136,100.0,4040519,-6.8664554e-07,1.0814744,0.1078018,10.780181,11900,119,3.6661786e-05,2.2857096,19965.928,8.714278,7.778913,1.8145225,8782.204189538956,1.6699909,-0.87510103,14.550662
,48.91049,426.19,160.2192,0.002805278,0.023768052,-44.75611713875726,100,[-2.377 -0.867 -0.142 -0.861  0.867],98.78998,2.1816092,-48.738888,26.90707,100.0,4083138,3.8146973e-07,1.6021919,0.1591532,15.91532,12000,120,2.8052778e-05,2.308176,31013.855,12.497694,5.400671,2.3768053,8840.372059822083,2.0445514,-1.6246293,16.762686
,116.43234,447.08,340.0942,3.398009e-05,0.042788614,-44.620386375202244,100,[-2.424 -0.844 -0.109 -0.844  0.889],98.800385,1.563733,-42.760757,28.928923,100.0,4127846,-7.6293946e-07,3.400942,0.33948806,33.948807,12100,121,3.398009e-07,2.2396913,58988.35,11.873054,9.1088505,4.2788615,8899.89269042015,0.8588679,-1.4253595,24.489014
,4.1186895,451.07,9.336281,0.0036155514,0.010961946,-41.68905659701205,100,[-2.468 -0.799 -0.118 -0.82   0.82 ],98.815155,37.606033,-47.47318,31.456985,100.0,4172953,-5.197525e-07,0.09336281,0.014119854,1.4119855,12200,122,3.6155514e-05,2.2343822,1127.814,13.298313,1.6085324,1.0961946,8958.993216753006,24.279568,-1.58244,4.8200226
,2744.3857,453.54,4666.217,0.00010534058,0.47902852,-49.404923278208315,100,[-2.482 -0.827 -0.093 -0.845  0.816],98.782135,1.0536995,-62.816475,26.970587,100.0,4218307,-1.0681152e-06,46.662167,4.6419754,464.19754,12300,123,1.0534058e-06,2.2973208,18387238.0,12.563577,322.3424,47.90285,9020.131216049194,0.036438026,-2.0938835,432.0344
,657.34845,440.25,765.0927,1.2764366e-05,0.08012431,-48.01326528311949,100,[-2.407 -0.874 -0.085 -0.894  0.879],98.781876,1.0965228,-37.80268,23.36653,100.0,4262332,-3.8146973e-07,7.650927,0.7609591,76.095894,12400,124,1.2764366e-07,2.2856095,746320.3,10.99879,54.56874,8.012432,9079.750405788422,0.15212631,-1.2600899,86.87593
,2.92591,485.37,9.307195,0.05340294,0.010155912,-29.294321848913565,100,[-2.348 -0.961 -0.056 -0.887  0.867],98.87929,37.627197,-27.176048,35.085354,100.0,4310869,-1.0490418e-06,0.093071945,0.013075719,1.3075719,12500,125,0.0005340294,2.2847092,294.18195,9.858146,-0.43209112,1.0155911,9144.384613990784,34.177402,-1.1695129,1.5683929
,13.90626,492.93,49.141544,0.0017558137,0.010936827,-33.43184160297651,100,[-2.35  -0.977 -0.071 -0.869  0.866],98.86435,4.7617674,-33.66716,28.140488,100.0,4360162,-9.918213e-07,0.49141544,0.04891172,4.8911724,12600,126,1.7558137e-05,2.318497,2161.65,8.821145,0.65957594,1.0936828,9211.02411365509,7.191006,-1.1222396,4.8445272
,1.1100023,482.41,2.6491094,0.3775555,0.0100896405,-36.39670942190823,100,[-2.324 -0.998 -0.06  -0.909  0.9  ],98.849106,90.23382,-44.240517,14.744809,100.0,4408403,1.0681152e-06,0.026491093,0.0033193554,0.33193552,12700,127,0.0037755547,2.3222678,60.04429,8.419142,-1.3438964,1.0089642,9275.32777929306,90.089905,-1.4746829,0.20978102
,15514.268,475.67,5480.6304,0.00010697762,0.5513103,-30.55943870815573,100,[-2.326 -1.002 -0.064 -0.903  0.903],98.871506,1.011877,-52.64425,23.028385,100.0,4455970,-1.14440915e-07,54.8063,5.4528537,545.2854,12800,128,1.0697762e-06,2.4007967,35637180.0,10.888428,378.08133,55.13104,9337.367202997208,0.00644568,-1.7548087,596.65375
,253957.77,492.51,25312.783,1.3532087e-08,2.5346751,-32.43118990603342,100,[-2.356 -1.01  -0.093 -0.879  0.982],98.8683,1.0026851,-29.384506,28.819221,100.0,4505221,7.6293946e-07,253.12782,25.185572,2518.5571,12900,129,1.3532087e-10,2.3423107,804481540.0,9.328668,2340.956,253.46751,9405.308401346207,0.00039376627,-0.9794827,2834.559
,2.310356,460.22,15.894495,0.040242802,0.012529616,-34.391835199517246,100,[-2.305 -0.928 -0.167 -0.857  0.924],98.85054,28.911505,-55.283745,22.422798,100.0,4551243,-6.67572e-07,0.15894495,0.019647261,1.9647262,13000,130,0.000402428,2.351122,284.6743,12.823291,-0.027621984,1.2529616,9466.610874891281,43.283375,-1.8427923,2.7733943
,49.57854,460.5,158.7735,0.0009861272,0.030865697,-35.35671773063352,100,[-2.29  -0.882 -0.156 -0.825  0.932],98.846436,3.4359388,-29.656101,20.800304,100.0,4597293,3.0517577e-07,1.5877349,0.16362931,16.36293,13100,131,9.861272e-06,2.3412585,21801.38,10.384066,10.384237,3.0865695,9530.112411737442,2.0170016,-0.98853654,17.344725
,2.2143488,456.6,5.3079643,0.05579132,0.0104144765,-37.05820031182921,100,[-2.222 -0.905 -0.195 -0.818  0.922],98.83768,52.08319,-38.414577,20.583012,100.0,4642953,7.6293944e-08,0.053079642,0.009989243,0.99892426,13200,132,0.00055791315,2.3359718,223.56897,10.203839,0.12801504,1.0414475,9590.73028421402,45.160004,-1.2804861,2.0334663
,2.2033546,462.2,8.839251,0.08610831,0.011027084,-34.50668544318103,100,[-2.201 -0.925 -0.202 -0.803  0.917],98.85068,41.288788,-33.981117,20.95306,100.0,4689173,4.196167e-07,0.0883925,0.013149372,1.3149372,13300,133,0.0008610831,2.3276088,143.28262,11.094405,-0.11761963,1.1027083,9653.362617492676,45.38534,-1.1327037,1.5637321
,8.860129,472.55,25.115046,0.016858103,0.01210665,-31.533719454995136,100,[-2.15  -0.952 -0.204 -0.799  0.908],98.86653,15.789203,-27.850456,33.882713,100.0,4736428,6.1035155e-07,0.25115046,0.027959397,2.7959397,13400,134,0.00016858103,2.365201,1900.0426,9.736981,1.6739588,1.2106651,9717.213483810425,11.286517,-1.1294234,5.035798
,1.4142237,472.51,5.692816,0.13198219,0.010392688,-34.64175812095005,100,[-2.15  -0.935 -0.186 -0.803  0.946],98.85338,63.25224,-32.66467,22.02337,100.0,4783679,-4.7683716e-07,0.056928158,0.00792146,0.7921461,13500,135,0.0013198219,2.3555968,136.97217,10.367562,-0.53352344,1.0392689,9780.297607421875,70.710175,-1.0888227,0.7613164
,1.2259654,459.12,3.5237858,0.35008216,0.010480272,-34.921171651837724,100,[-2.151 -0.935 -0.174 -0.815  0.937],98.847885,79.85361,-43.439274,22.170017,100.0,4829591,9.918213e-07,0.035237856,0.005264102,0.52641016,13600,136,0.0035008215,2.357557,152.16907,11.697671,-1.0930169,1.0480273,9840.623430252075,81.568375,-1.447975,0.51023006
,1.4250937,444.47,3.6304088,0.2867217,0.010294824,-42.5411222036712,100,[-2.136 -0.964 -0.172 -0.824  0.939],98.80858,75.81458,-43.815346,30.019682,100.0,4874038,3.8146973e-07,0.036304086,0.0058145956,0.5814596,13700,137,0.002867217,2.3748925,172.22816,12.6284685,-0.9476739,1.0294824,9900.654834985733,70.17083,-1.4605113,0.79584515
,5.963296,464.84,14.372978,0.0033949222,0.012176113,-38.56220631811212,100,[-2.154 -0.968 -0.175 -0.819  0.956],98.83409,24.997805,-27.481293,24.674664,100.0,4920522,2.2125244e-06,0.14372978,0.02109088,2.109088,13800,138,3.394922e-05,2.3377812,924.3414,9.941779,2.2601035,1.2176112,9962.915135622025,16.76925,-0.916041,4.497068
,790.34814,462.0,915.1635,3.633848e-05,0.099693984,-37.93521360225383,100,[-2.22  -0.982 -0.173 -0.829  0.919],98.835785,1.1816161,-50.492935,24.042086,100.0,4966722,-1.5258789e-07,9.151635,0.91169524,91.16954,13900,139,3.6338477e-07,2.3123941,1092707.0,12.820079,59.461666,9.9694,10024.458328723907,0.12652652,-1.6830978,106.77882
,25.126293,467.04,79.71517,0.011783064,0.017926605,-36.56430335471647,100,[-2.255 -1.02  -0.122 -0.894  0.893],98.843414,4.4163103,-54.2574,18.390657,100.0,5013426,-8.010864e-07,0.7971517,0.08339887,8.339888,14000,140,0.00011783064,2.3520792,13180.692,11.544055,3.50311,1.7926605,10088.609497070312,3.9798946,-1.8085808,12.568822
,2004.4766,494.0,577.13824,0.00073413027,0.06623247,-26.681491760975174,100,[-2.257 -1.043 -0.127 -0.87   0.933],98.89198,1.3128215,-21.885239,20.45923,100.0,5062826,,5.7713823,0.57424676,57.424683,14100,141,7.3413025e-06,2.4003577,626604.8,8.454719,44.662407,6.623248,10154.82732963562,0.049888335,-0.7295079,77.32349
,7.268518,498.52,8.994342,0.030560248,0.008596087,-37.1249540518234,100,[-2.223 -1.083 -0.118 -0.825  0.981],98.85106,30.332294,-22.04099,26.70467,100.0,5112678,5.7220458e-08,0.08994342,0.013027582,1.3027583,14200,142,0.00030560247,2.4139552,755.7584,9.755188,1.9334121,0.8596086,10222.06143116951,13.757963,-0.89015555,4.3332887
,42.414963,483.76,116.96951,0.002199792,0.028864818,-34.12499888298916,100,[-2.21  -1.068 -0.123 -0.86   0.995],98.85892,4.106706,-46.725674,21.503794,100.0,5161054,3.0517577e-07,1.1696951,0.13948134,13.948133,14300,143,2.1997921e-05,2.4490943,45568.504,11.60181,18.944782,2.886482,10285.572635650635,2.3576586,-1.5575223,29.088423
,6026.8555,478.73,866.07153,1.6980155e-07,0.09077613,-35.819495957498354,100,[-2.286 -0.972 -0.123 -0.821  1.03 ],98.85036,1.0983341,-24.691349,23.590544,100.0,5208927,1.14440915e-07,8.660715,0.86140287,86.14029,14400,144,1.6980155e-09,2.3907506,4173689.5,9.485024,142.28502,9.077614,10350.83348941803,0.0165924,-0.82304496,206.18033
