ReturnMeanIW,EntropyCoefficient,StdIW,TimeElapsed,ReturnStepMax,InitialReturnMax,MaxIWNorm,Weights,InitialReturnStd,EmpiricalD2,MaxIW,MeanIWNorm,ReturnStepMaxmin,MinIW,MeanEntropy,EpRewMean,InitialBound,MeanIW,Iteration,J_sample_variance,ESSRenyi,InitialReturnMean,TimestepsSoFar,EpisodesSoFar,EpThisIter,ESSClassic,MinIWNorm,StdIWNorm,Bound,EpLenMean,InitialReturnMin
94.99244,3.199997,28.377424,971.2293541431427,100.0,49.70643,2.8437364,[ 0.896 -1.059 -0.476 -1.362 -0.31 ],17.380152,305.1572,284.37366,0.043926965,92.89859,0.00042208063,1.0350792,-103.08339050594546,1.8906841,4.392697,68,924520.6,0.32769996,5.722046e-07,182368,6800,100,2.3400915,4.220806e-06,0.28377423,66.0488,33.79,-19.199219
1044.9517,3.0999985,364.69565,985.4885146617889,100.0,45.195312,36.66148,[ 0.847 -1.117 -0.49  -1.423 -0.384],17.215694,28756.068,3666.148,0.37644908,92.78041,2.0183818e-06,0.86418265,-103.80489702510302,1.7022268,37.644905,69,110578040.0,0.0034775268,-6.942749e-06,185706,6900,100,1.0542616,2.0183817e-08,3.6469562,789.4834,33.38,-16.770622
6.530658,3.0,2.0219424,1003.6592366695404,100.0,40.558357,0.19108528,[ 0.874 -1.107 -0.524 -1.358 -0.555],16.183666,3.895826,19.108528,0.011690786,93.12272,0.10224366,0.94211185,-103.7047632615573,1.2406069,1.1690786,70,1849.0995,25.668497,4.4250487e-06,189235,7000,100,25.054916,0.0010224365,0.020219427,3.8622086,35.29,-19.129524
8.131893,2.8999977,6.589267,1020.1105177402496,100.0,51.694176,0.6338267,[ 0.886 -1.124 -0.514 -1.384 -0.477],15.037365,9.116398,63.382668,0.020126795,92.8699,0.010556203,0.9647802,-104.08909421346638,1.0089835,2.0126798,71,16087.24,10.969245,2.2888183e-07,192631,7100,100,8.53368,0.00010556203,0.06589267,2.9291544,33.96,-17.375275
0.9699607,2.7999992,0.451459,1034.629775762558,100.0,41.708584,0.029738244,[ 0.903 -1.078 -0.489 -1.338 -0.454],14.285556,1.2209357,2.9738245,0.011026863,91.985596,0.33094403,0.9625582,-105.35623787755209,1.311094,1.1026863,72,407.2846,81.904396,-3.4713746e-06,195635,7200,100,85.6441,0.0033094403,0.0045145894,-0.56624925,30.04,-15.455986
14.335606,2.699997,4.509893,1051.3175632953644,100.0,40.6681,0.31672177,[ 0.879 -1.063 -0.474 -1.325 -0.457],15.451499,13.274689,31.672178,0.017819634,93.058556,0.013922566,0.99023914,-104.03533376704709,1.2433,1.7819633,73,8525.872,7.5331335,-9.918213e-07,199137,7300,100,13.503962,0.00013922565,0.04509893,9.39654,35.02,-19.032234
7.283048,2.5999985,3.4029393,1066.239824295044,100.0,44.608402,0.33034426,[ 0.883 -1.093 -0.461 -1.311 -0.429],15.35332,5.8117104,33.034428,0.013514855,93.258194,0.038259245,0.9723889,-104.30008894424087,1.0876722,1.3514856,74,2498.597,17.206638,-1.1444092e-06,202770,7400,100,13.624076,0.00038259244,0.034029394,3.6983929,36.33,-18.413017
7.153679,2.5,2.192014,1082.4460349082947,100.0,73.40444,0.17724732,[ 0.87  -1.116 -0.457 -1.292 -0.447],17.600874,3.4627502,17.724731,0.011356457,93.468475,0.02037372,0.95711464,-103.21832224767583,-0.015838385,1.1356457,75,2518.0195,28.87878,4.196167e-06,206502,7500,100,21.161158,0.0002037372,0.021920139,2.600532,37.32,-21.696678
188.25305,2.3999977,49.932037,1098.6010131835938,100.0,41.44992,5.0202494,[ 0.858 -1.151 -0.461 -1.331 -0.462],16.669973,605.9532,502.02496,0.05749954,92.97984,6.515536e-11,0.7682361,-103.54682290294836,0.9154041,5.7499547,76,3652434.8,0.16502926,-4.7302246e-06,209942,7600,100,1.3087269,6.5155357e-13,0.49932033,154.24185,34.4,-19.209717
15.999292,2.2999992,3.7699156,1112.8702292442322,100.0,41.317528,0.32310927,[ 0.886 -1.145 -0.471 -1.283 -0.651],15.845271,11.492273,32.31093,0.012231188,92.9019,0.0074827354,0.7572523,-103.36280430218528,0.38969278,1.2231189,77,9765.669,8.701499,1.1825562e-06,213332,7700,100,9.523766,7.482735e-05,0.037699156,11.330377,33.9,-18.944786
30.929941,2.2000008,7.7313213,1126.7787809371948,100.0,59.46694,0.5876438,[ 0.891 -1.17  -0.45  -1.282 -0.662],16.014082,24.341274,58.76438,0.020745749,92.889175,0.0036790802,0.7870126,-103.12014268099385,-0.31627643,2.074575,78,127956.7,4.108248,-2.2888183e-07,216707,7800,100,6.7166824,3.67908e-05,0.07731321,21.15023,33.75,-18.706863
6.2388515,2.0999985,2.497655,1142.1732637882233,100.0,47.857582,0.19125327,[ 0.88  -1.2   -0.435 -1.289 -0.632],15.477633,5.158456,19.125328,0.013288331,92.99051,0.021452693,0.76765674,-103.15283969245905,0.05747235,1.3288331,79,3785.5952,19.385647,1.5258789e-07,220140,7900,100,22.061226,0.00021452692,0.024976548,2.615676,34.33,-18.966667
13.33952,2.0,6.9882197,1159.4787409305573,100.0,33.046314,0.68291503,[ 0.83  -1.161 -0.418 -1.288 -0.651],15.153501,20.637964,68.291504,0.017554577,93.589905,0.00052078365,0.7135031,-103.71146659174265,0.43377125,1.7554576,80,16270.689,4.845439,1.6021728e-06,223974,8000,100,5.9357076,5.2078362e-06,0.06988219,8.335314,38.34,-21.346123
69.32434,1.9000015,36.239372,1174.0353231430054,100.0,45.18865,2.9642348,[ 0.809 -1.154 -0.379 -1.297 -0.705],17.031866,281.23303,296.4235,0.056710027,93.54498,5.0247967e-05,0.6790933,-101.29968381404233,-0.15063047,5.6710024,81,361570.8,0.35557702,1.1444092e-06,227688,8100,100,2.3902946,5.024797e-07,0.3623937,44.06388,37.14,-22.523193
2.1819649,1.7999992,0.5662613,1192.317673444748,100.0,56.380634,0.033003062,[ 0.771 -1.174 -0.354 -1.292 -0.74 ],20.018915,1.3497281,3.3003063,0.0099722585,94.022064,0.18464868,0.69728893,-100.50439613955777,-0.65698385,0.9972258,82,504.03006,74.089,3.967285e-06,231726,8200,100,75.61788,0.0018464867,0.005662613,-0.0014278889,40.38,-24.820427
1.7524352,1.7000008,0.8310421,1207.4864592552185,100.0,34.714584,0.056782942,[ 0.757 -1.166 -0.345 -1.295 -0.722],15.742438,2.0772827,5.678294,0.009916752,93.91408,0.11318586,0.70544493,-101.18441459651552,0.028239489,0.99167526,83,503.1949,48.139812,8.010864e-07,235705,8300,100,58.744926,0.0011318586,0.008310421,0.08465612,39.79,-24.384575
122.77854,1.6000023,56.176033,1223.0068891048431,100.0,48.48741,5.650545,[ 0.748 -1.169 -0.366 -1.296 -0.714],18.003248,539.0541,565.0545,0.06535092,93.91913,0.00047798955,0.676848,-100.80466950551414,-0.48753154,6.5350933,84,1499957.1,0.18551014,1.9073486e-06,239673,8400,100,1.3352528,4.7798953e-06,0.56176037,85.253265,39.68,-23.442894
3.2113514,1.5,1.2340819,1240.379846572876,100.0,41.312424,0.08943702,[ 0.762 -1.097 -0.365 -1.247 -0.742],16.206871,2.4152334,8.943703,0.010387596,92.719864,0.015523156,0.6234144,-103.37098948450264,-0.36181033,1.0387597,85,1145.1426,41.403866,-1.2207031e-06,242965,8500,100,41.46927,0.00015523155,0.012340818,1.0712271,32.92,-17.77124
10.452052,1.4000015,5.337707,1257.0615048408508,100.0,43.541195,0.4213882,[ 0.766 -1.109 -0.384 -1.237 -0.796],17.92622,10.080408,42.13882,0.01823016,93.89142,0.004565103,0.60850525,-100.5369880456842,-0.57858735,1.8230157,86,14715.772,9.920234,4.7302246e-06,246901,8600,100,10.446136,4.5651028e-05,0.05337707,5.8439918,39.36,-24.099968
171.50198,1.2999992,47.340652,1271.7390100955963,100.0,36.325817,4.7617903,[ 0.778 -1.124 -0.398 -1.275 -0.81 ],16.247488,377.5435,476.17902,0.05780622,93.16289,4.9063987e-05,0.55612314,-103.3168834471705,-0.41980308,5.7806215,87,2995322.2,0.26487014,1.335144e-06,250441,8700,100,1.4691057,4.906399e-07,0.47340652,147.97438,35.4,-18.846588
10.285537,1.2000008,1.9950399,1289.8923466205597,100.0,48.710655,0.1721475,[ 0.703 -1.121 -0.382 -1.268 -0.863],18.037231,2.688236,17.21475,0.013242428,93.799194,0.014964465,0.52098876,-102.01369236221602,-0.95634204,1.3242428,88,4569.688,37.199116,-1.3732911e-06,254364,8800,100,30.583878,0.00014964465,0.0199504,7.6233625,39.23,-21.611748
5.578534,1.1000023,1.2874446,1303.3585629463196,100.0,48.82775,0.11627399,[ 0.658 -1.114 -0.395 -1.25  -0.898],17.186447,3.8554547,11.627399,0.010094435,92.87003,0.024500176,0.52163756,-102.37043762924147,-1.0545027,1.0094436,89,3577.8494,25.937279,5.340576e-07,257704,8900,100,38.07137,0.00024500175,0.012874446,2.3827069,33.4,-18.413948
18.159964,1.0,8.203799,1320.4819769859314,100.0,57.09278,0.8253971,[ 0.686 -1.109 -0.372 -1.257 -0.897],17.665447,35.589237,82.53971,0.013770567,93.85271,0.0001900082,0.5131929,-102.27671106469538,-1.3814574,1.3770567,90,35173.78,2.8098383,-2.0599366e-06,261678,9000,100,2.7403517,1.900082e-06,0.082037985,6.806737,39.74,-22.133858
37.408443,0.9000015,13.738582,1334.6978068351746,100.0,34.712708,1.370728,[ 0.671 -1.14  -0.375 -1.25  -0.906],16.570288,150.62785,137.0728,0.023938442,93.262924,0.0012747804,0.50731623,-103.69759013898614,-0.6952225,2.3938446,91,169729.58,0.66388786,-6.5612794e-06,265293,9100,100,2.946585,1.2747803e-05,0.13738583,23.207413,36.15,-20.510788
6.904011,0.79999924,1.5118822,1353.8667933940887,100.0,34.73408,0.122843,[ 0.667 -1.152 -0.36  -1.228 -0.912],16.515188,3.6142652,12.2843,0.011800976,94.01535,0.027969835,0.4820911,-101.58727338103516,-0.7519512,1.1800976,92,2151.182,27.66814,-9.155273e-07,269369,9200,100,37.859486,0.00027969835,0.015118821,4.7028866,40.76,-22.733696
17.163895,0.70000076,10.434355,1368.887359380722,100.0,38.86559,0.9720923,[ 0.671 -1.134 -0.337 -1.233 -0.937],17.66849,48.56257,97.20923,0.019035464,93.658966,0.0002562288,0.4708312,-100.22462422227014,-0.958055,1.9035465,93,77426.37,2.059199,6.1035155e-07,273122,9300,100,3.220901,2.562288e-06,0.104343556,8.135826,37.53,-22.914055
84.12921,0.6000023,46.962185,1382.878547668457,100.0,57.822884,4.7233305,[ 0.684 -1.099 -0.337 -1.233 -0.948],16.816763,498.86206,472.33304,0.060481083,93.40726,1.8551234e-06,0.4594727,-102.34733276260182,-1.6449313,6.048109,94,725788.5,0.20045622,-1.6784668e-06,276782,9400,100,1.6315429,1.8551233e-08,0.46962184,41.079647,36.6,-23.096664
4.2476106,0.5,1.4686333,1400.0431280136108,100.0,55.75516,0.09980545,[ 0.681 -1.045 -0.336 -1.222 -0.959],17.773144,4.370467,9.980545,0.010812583,93.78429,0.0039782333,0.4589951,-100.8719730848309,-1.6287655,1.0812582,95,2251.0945,22.88085,3.5095215e-06,280650,9500,100,35.150875,3.978233e-05,0.014686333,0.36228204,38.68,-23.05645
3.6001997,0.3999977,1.0814252,1414.548297405243,100.0,39.425964,0.08815968,[ 0.672 -1.048 -0.345 -1.242 -0.96 ],15.417149,2.1642215,8.8159685,0.010587947,93.56352,0.052550882,0.44761917,-102.47756364743866,-1.1306001,1.0587947,96,1656.817,46.20599,1.8692017e-06,284420,9600,100,48.942726,0.00052550883,0.010814252,1.6668432,37.7,-20.413963
4.6351533,0.29999924,1.3834785,1430.952443599701,100.0,48.850567,0.12721348,[ 0.68  -1.029 -0.33  -1.239 -0.971],18.261848,3.0338585,12.721348,0.009321101,93.87277,0.024821889,0.43194386,-101.23716772418688,-1.4940671,0.9321101,97,3411.289,32.961327,-1.14440915e-07,288369,9700,100,31.22093,0.0002482189,0.013834786,1.7988935,39.49,-24.098091
19.853909,0.20000076,9.884553,1447.3392262458801,100.0,39.841568,0.99335414,[ 0.696 -1.024 -0.335 -1.224 -0.987],17.611023,10.686655,99.33542,0.020798456,93.43271,0.001367626,0.4067498,-100.99067178582065,-1.2416699,2.0798457,98,42057.035,9.357465,-7.171631e-06,291997,9800,100,4.2396855,1.367626e-05,0.098845534,15.512445,36.28,-20.363487
9.695808,0.099998474,2.4155104,1462.4415800571442,100.0,39.79464,0.23881787,[ 0.719 -0.999 -0.317 -1.216 -1.012],16.813513,7.4201393,23.881788,0.011379708,93.646545,0.0064248154,0.41605222,-101.76939856366401,-1.2858106,1.1379709,99,9640.665,13.476836,3.1661987e-06,295799,9900,100,18.16322,6.4248154e-05,0.024155106,6.082464,38.02,-22.455696
25.344692,,7.6876225,1478.822276353836,100.0,42.785553,0.73329353,[ 0.743 -0.992 -0.3   -1.217 -1.003],16.0914,20.213253,73.32935,0.01887544,93.07704,0.0031277803,0.40561065,-102.28941155257797,-1.4261831,1.8875443,100,44229.047,4.9472494,1.6784668e-06,299253,10000,100,5.685747,3.1277803e-05,0.07687623,18.932686,34.54,-19.41497
2.8554797,,0.79016775,1492.466774225235,100.0,36.11702,0.054298513,[ 0.745 -0.962 -0.278 -1.18  -1.013],15.358827,1.9007118,5.4298515,0.0097870715,93.156235,0.11681839,0.39594808,-102.79179583828046,-1.2038962,0.97870725,101,632.2965,52.61187,4.53949e-06,302771,10100,100,60.539,0.0011681839,0.007901678,1.1957064,35.18,-19.05378
38.160145,,10.73876,1508.3434193134308,100.0,46.71804,0.76258564,[ 0.725 -0.95  -0.271 -1.185 -1.023],16.283594,62.522987,76.25857,0.026028614,93.42125,0.0010645019,0.38431942,-102.56531922487949,-1.5572776,2.602862,102,126266.266,1.5994117,-9.117127e-06,306448,10200,100,5.548829,1.0645019e-05,0.107387595,25.846596,36.77,-21.011452
0.5731931,,0.45233038,1522.163377046585,100.0,48.791588,0.034661174,[ 0.738 -0.953 -0.238 -1.19  -1.035],17.483944,1.184875,3.4661174,0.0100465,93.19273,0.4124217,0.39116198,-101.19152885327641,-1.6263839,1.0046498,103,389.26553,84.39709,2.784729e-06,309933,10300,100,83.14534,0.0041242167,0.004523304,-1.1971604,34.85,-20.647263
41.477566,,8.123766,1539.816486120224,100.0,56.27217,0.78000534,[ 0.728 -0.959 -0.238 -1.194 -1.028],19.730974,106.352325,78.000534,0.01979697,93.98634,0.0006414992,0.3816392,-100.22312766191142,-1.8757389,1.9796968,104,195736.92,0.9402709,-1.5258789e-07,313931,10400,100,5.60568,6.4149917e-06,0.08123767,22.133583,39.98,-23.846046
199.49416,,123.62752,1553.8218133449554,100.0,42.22574,12.431098,[ 0.736 -0.949 -0.217 -1.212 -1.037],17.165771,1628.8325,1243.1099,0.13368374,92.96988,1.3452652e-05,0.3969347,-102.02972554952107,-1.4075229,13.368374,105,3874309.2,0.061393667,1.6021728e-06,317315,10500,100,1.1557878,1.3452652e-07,1.2362751,142.68816,33.84,-19.668846
7.621908,,1.9074963,1570.6804099082947,100.0,42.512943,0.11210534,[ 0.701 -0.929 -0.22  -1.157 -1.022],16.318895,5.9519544,11.210534,0.011697482,93.35957,0.00603641,0.389119,-101.89432292244885,-1.4171035,1.1697482,106,1690.8384,16.801205,-5.0735475e-06,320928,10600,100,27.328754,6.03641e-05,0.019074965,4.164667,36.13,-21.661911
5.785676,,1.7427253,1586.5586836338043,100.0,44.20613,0.1282278,[ 0.703 -0.95  -0.221 -1.152 -1.03 ],15.919996,5.912765,12.822781,0.01043644,93.545395,0.010866197,0.37452242,-101.97396549375264,-1.4735413,1.043644,107,1249.2836,16.912561,-3.5095215e-06,324667,10700,100,26.396454,0.00010866197,0.01742725,2.2025955,37.39,-21.355965
3.5771399,,0.9798328,1601.0367348194122,100.0,69.77272,0.07278269,[ 0.715 -0.942 -0.226 -1.164 -1.044],18.434193,1.7120703,7.2782693,0.0112171285,93.60777,0.15094507,0.3813444,-101.34696499318754,-2.325767,1.1217129,108,832.6646,58.408813,-9.498596e-06,328426,10800,100,56.720592,0.0015094506,0.009798327,0.5339768,37.59,-21.102386
7.2857585,,3.2516067,1617.7343254089355,100.0,37.200813,0.24130127,[ 0.711 -0.956 -0.238 -1.176 -1.038],16.60293,8.243943,24.130127,0.013725524,93.29662,0.01545069,0.42874813,-102.57533757655972,-1.2400272,1.3725524,109,8170.0327,12.130117,-1.5258789e-07,332023,10900,100,15.123409,0.0001545069,0.032516066,3.7253592,35.97,-19.457489
18.248447,,6.8689303,1630.7402923107147,100.0,41.038715,0.680827,[ 0.704 -0.967 -0.225 -1.177 -0.99 ],15.672464,23.434761,68.0827,0.016337918,93.37846,0.007165561,0.4173277,-102.67737432409413,-1.3679634,1.6337918,110,25763.791,4.267165,-6.2942504e-06,335676,11000,100,5.3544564,7.165561e-05,0.06868931,11.62624,36.53,-20.093437
2.3397512,,0.7068724,1645.6300137043,100.0,32.171574,0.04578437,[ 0.725 -0.958 -0.218 -1.147 -1.002],16.121319,1.5860333,4.578437,0.010619135,93.22055,0.2671093,0.43101025,-102.23849158959452,-1.0723902,1.0619135,111,675.1093,63.050377,-4.272461e-06,339214,11100,100,69.295166,0.002671093,0.0070687244,0.98921204,35.38,-21.011475
2.3300195,,0.9303092,1659.866544008255,100.0,48.223896,0.050741393,[ 0.709 -0.958 -0.215 -1.155 -0.988],17.405455,2.0717728,5.0741396,0.009652183,93.35412,0.032074478,0.41113517,-102.7551442209031,-1.6074588,0.96521837,112,649.6576,48.26784,4.577637e-06,342854,11200,100,51.84104,0.00032074476,0.009303091,0.016292572,36.4,-20.502098
5.920481,,3.7190704,1677.6142654418945,100.0,34.73602,0.33658892,[ 0.723 -0.972 -0.23  -1.17  -1.008],15.958612,10.086106,33.658894,0.014118322,93.613144,0.004586663,0.4091338,-101.94614913417469,-1.1578633,1.4118323,113,3831.2434,9.914629,3.8146973e-06,346639,11300,100,12.5959015,4.586663e-05,0.037190706,2.2432532,37.85,-21.302536
50.143784,,28.1269,1695.405372619629,100.0,49.062294,2.8289485,[ 0.713 -0.986 -0.235 -1.156 -1.01 ],17.80613,154.18848,282.89487,0.036845893,93.8515,0.00037526022,0.40819392,-100.03528068865705,-1.6354047,3.6845899,114,296092.1,0.6485569,5.1879883e-06,350525,11400,100,1.687116,3.7526022e-06,0.28126898,29.836466,38.86,-23.83091
4.1986437,,2.1944366,1713.1225061416626,100.0,52.687172,0.19161394,[ 0.701 -1.011 -0.236 -1.144 -1.011],18.589245,4.8179445,19.161394,0.012232166,93.989075,0.022885349,0.3999428,-101.17067143508149,-1.7562392,1.2232167,115,4014.3848,20.75574,1.5258789e-07,354563,11500,100,23.705694,0.00022885347,0.021944368,0.34373093,40.38,-24.472519
16.938011,,4.1042805,1727.097544670105,100.0,47.479347,0.30783704,[ 0.698 -1.011 -0.234 -1.164 -1.019],16.934153,11.452671,30.783705,0.015810603,93.744644,0.012227905,0.4130494,-101.27067424087868,-1.5826399,1.5810605,116,24128.172,8.731587,4.8065185e-06,358417,11600,100,12.922041,0.00012227905,0.0410428,11.582056,38.54,-23.228287
71.360435,,47.44191,1744.5501773357391,100.0,63.995102,4.767813,[ 0.738 -1.    -0.227 -1.155 -1.006],18.146584,85.85279,476.78134,0.057718262,94.06895,0.0006511885,0.4109754,-100.05108303305887,-2.1331694,5.7718263,117,276751.03,1.1647846,4.5776366e-07,362475,11700,100,1.4585493,6.5118847e-06,0.4744191,51.59517,40.58,-23.89589
7.0574217,,2.2587433,1759.5910351276398,100.0,55.36872,0.16825502,[ 0.727 -0.997 -0.216 -1.123 -1.008],17.307,2.659713,16.825502,0.013502674,93.9485,0.047695376,0.42351928,-101.40882364847798,-1.8456229,1.3502673,118,3439.9458,37.59804,1.2969971e-06,366490,11800,100,26.32757,0.00047695375,0.022587433,4.0474625,40.15,-23.312492
2.3977466,,1.0563768,1774.2147407531738,100.0,36.323036,0.060142536,[ 0.697 -0.975 -0.219 -1.117 -0.995],16.33125,1.9898751,6.0142536,0.011141763,93.865204,0.10294143,0.40707913,-101.54060697883673,-1.210763,1.1141762,119,573.90015,50.25441,4.8065185e-06,370445,11900,100,52.661,0.0010294142,0.010563768,0.6898018,39.55,-24.307869
45.56777,,29.11445,1791.4180300235748,100.0,49.878242,2.9310238,[ 0.692 -0.973 -0.214 -1.129 -1.012],18.439777,103.63023,293.1024,0.038881455,94.356766,0.0006029037,0.4066891,-99.55083219771666,-1.6626074,3.8881454,120,231885.92,0.96496934,6.8664554e-07,374733,12000,100,1.7522273,6.029037e-06,0.29114452,28.642595,42.88,-26.439087
39.95208,,23.18653,1805.1490244865417,100.0,42.377934,2.3375826,[ 0.668 -0.968 -0.231 -1.143 -1.012],16.431381,89.96596,233.75827,0.033158127,92.982834,0.00032975065,0.38496292,-102.50252034623445,-1.4126052,3.3158123,121,184361.98,1.1115315,-7.400513e-06,378140,12100,100,2.0040855,3.2975065e-06,0.2318653,26.553535,34.07,-20.536392
35.85185,,14.176633,1820.6433715820312,100.0,35.733513,1.1222638,[ 0.641 -0.949 -0.216 -1.157 -1.034],17.146555,74.76883,112.22638,0.029327786,93.96899,0.00049557455,0.39453104,-100.82164912851842,-1.1911137,2.9327786,122,79856.305,1.3374557,3.2806397e-06,382148,12200,100,4.10405,4.955745e-06,0.14176632,25.552382,40.08,-23.555267
1.2428458,,0.561705,1836.4032909870148,100.0,38.842438,0.032027822,[ 0.647 -0.964 -0.198 -1.153 -1.024],16.594286,1.4478781,3.2027822,0.00972807,93.412796,0.20603469,0.40670067,-102.35767717292228,-1.2947433,0.972807,123,410.4551,69.06659,4.577637e-06,385812,12300,100,74.99637,0.0020603468,0.00561705,-0.31509602,36.64,-20.86882
36.25501,,10.36629,1850.3041245937347,100.0,35.876892,1.0438043,[ 0.631 -0.964 -0.193 -1.15  -1.012],16.028303,74.012825,104.38043,0.020731,93.51398,0.0099677835,0.4226741,-102.31447616525509,-1.1958929,2.0730996,124,141172.08,1.3511171,3.6621093e-06,389542,12400,100,3.8455906,9.967783e-05,0.103662886,25.966627,37.3,-20.413078
0.9449118,,0.5519999,1864.130764245987,100.0,46.95392,0.04401901,[ 0.596 -0.973 -0.206 -1.172 -0.996],15.296929,1.3596427,4.4019012,0.009261,93.57228,0.22297676,0.42351696,-102.52966459463923,-1.5651305,0.9261,125,241.45102,73.54873,2.2888183e-07,393320,12500,100,73.78587,0.0022297676,0.005519999,-0.88008887,37.78,-19.96489
9.811544,,4.445286,1879.0335648059845,100.0,40.31618,0.3541827,[ 0.594 -0.977 -0.198 -1.178 -0.995],16.737162,14.44782,35.41827,0.015011349,94.11224,0.019572683,0.4431894,-100.90769915184654,-1.3438752,1.5011348,126,4987.6772,6.9214597,-2.4795531e-06,397449,12600,100,10.236253,0.00019572683,0.044452854,4.7034454,41.29,-25.189842
6.15599,,1.7139112,1895.2704651355743,100.0,37.40269,0.10898398,[ 0.624 -0.964 -0.188 -1.189 -0.976],16.685411,2.6537235,10.898398,0.013254647,93.25496,0.020189308,0.435058,-101.68718306931036,-1.2467576,1.3254647,127,1882.1731,37.6829,-9.155273e-07,400989,12700,100,37.42494,0.00020189307,0.01713911,4.1249924,35.4,-19.55185
11.882393,,8.034741,1909.5033912658691,100.0,45.36206,0.80956143,[ 0.591 -0.961 -0.181 -1.185 -0.984],17.280798,13.286862,80.95615,0.014992267,93.15512,0.004618177,0.42138898,-100.97028448435054,-1.5120782,1.4992267,128,17003.559,7.5262313,-9.460449e-06,404444,12800,100,3.3645518,4.6181773e-05,0.080347404,6.370729,34.55,-21.194
7.1416707,,5.0888066,1926.0945205688477,100.0,38.24311,0.4075514,[ 0.586 -0.995 -0.177 -1.221 -0.998],15.567314,6.543915,40.755142,0.018465484,93.478134,0.0021939427,0.39458176,-102.34787005203827,-1.2747626,1.8465488,129,5435.5923,15.281373,7.705688e-06,408151,12900,100,11.635083,2.1939426e-05,0.050888065,3.8806708,37.07,-20.795715
1.107198,,0.5208608,1941.143566608429,100.0,55.574043,0.02760385,[ 0.59  -0.976 -0.153 -1.206 -1.024],16.361137,1.3995614,2.760385,0.009382922,93.51932,0.04843843,0.39262843,-102.02295586675395,-1.8524659,0.93829226,130,312.65576,71.45096,2.2125244e-06,411874,13000,100,76.44363,0.00048438428,0.0052086073,-1.0843284,37.23,-22.08445
17.34499,,7.7654114,1954.6287894248962,100.0,52.229156,0.70202726,[ 0.589 -0.985 -0.157 -1.203 -1.026],18.022532,17.548796,70.20273,0.02033163,93.77893,0.010906094,0.43461365,-101.57593936869617,-1.7409672,2.033163,131,18086.908,5.6983967,4.7302246e-06,415765,13100,100,6.4153466,0.00010906094,0.07765412,10.051834,38.91,-22.202286
11.308912,,3.6935997,1972.1728737354279,100.0,38.355328,0.24598983,[ 0.576 -0.975 -0.151 -1.219 -0.984],17.492771,13.55868,24.598984,0.013337907,94.07719,0.002723179,0.44660884,-100.13005311070006,-1.2785146,1.3337909,132,9051.329,7.3753495,-3.7765503e-06,419833,13200,100,11.535702,2.723179e-05,0.036935996,6.6011653,40.68,-25.663116
2.1744683,,1.2461616,1990.4169414043427,100.0,53.0617,0.100447826,[ 0.562 -0.956 -0.168 -1.186 -0.972],17.206907,2.1146321,10.044783,0.011576509,93.97453,0.016318705,0.4433679,-101.062065987649,-1.7687218,1.157651,133,692.1474,47.28955,1.6784668e-06,423855,13300,100,46.322895,0.00016318704,0.012461616,-0.39756918,40.22,-24.83738
92.32646,,20.408297,2005.3340768814087,100.0,43.454723,2.0205228,[ 0.539 -0.96  -0.163 -1.189 -0.976],16.631645,38.59207,202.05229,0.032203324,93.585495,8.6349115e-05,0.4130829,-101.4678751927572,-1.448494,3.2203321,134,777159.1,2.5912058,-2.7465821e-06,427603,13400,100,2.4294426,8.6349115e-07,0.20408295,83.32807,37.48,-23.27182
0.523959,,0.4551047,2021.6262738704681,100.0,50.375496,0.03440118,[ 0.529 -0.976 -0.142 -1.209 -1.006],16.437586,1.1830997,3.440118,0.010297655,93.84175,0.32620078,0.4042968,-100.79225569386284,-1.6791834,1.0297656,135,381.10773,84.52373,2.2888183e-07,431511,13500,100,83.65963,0.0032620078,0.0045510465,-1.3024952,39.08,-23.351387
19.829935,,6.089364,2037.7471632957458,100.0,46.865433,0.5887823,[ 0.541 -0.978 -0.146 -1.207 -1.015],17.469236,24.68346,58.87823,0.013403615,93.76889,0.0016812833,0.38948405,-101.19572500812534,-1.5621796,1.3403615,136,23573.291,4.0512958,1.4877319e-06,435380,13600,100,4.6211715,1.6812834e-05,0.06089365,12.068636,38.69,-21.953247
135.54346,,33.426746,2055.1202490329742,100.0,44.20178,3.3610284,[ 0.509 -0.977 -0.137 -1.184 -1.029],18.228807,345.01163,336.10284,0.04315354,94.15039,0.00061904127,0.35990578,-99.68381638121872,-1.4733963,4.315354,137,1793925.4,0.28984532,-3.4713746e-06,439491,13700,100,1.6393288,6.1904125e-06,0.33426753,108.17594,41.11,-25.188927
59.29708,,21.572031,2072.280561685562,100.0,51.98265,2.156898,[ 0.529 -0.972 -0.158 -1.165 -1.059],15.601386,146.74368,215.6898,0.030390222,93.74431,0.0021392219,0.36159515,-100.7517010886175,-1.7327557,3.039022,138,452969.66,0.6814603,-1.5258789e-07,443325,13800,100,1.9460355,2.1392218e-05,0.21572031,38.306866,38.34,-22.297005
6.7704105,,3.5714917,2087.0830800533295,100.0,33.853447,0.33448562,[ 0.539 -1.001 -0.151 -1.16  -1.057],15.590431,7.14442,33.448563,0.01470812,94.04355,0.01134711,0.36502886,-101.13649397913665,-1.1284525,1.4708121,139,3543.3477,13.996937,-4.196167e-06,447406,13900,100,14.50038,0.0001134711,0.035714913,3.7541757,40.81,-24.014114
