EntropyCoefficient,InitialReturnMean,J_sample_variance,ReturnStepMax,MinIWNorm,InitialReturnMin,ESSRenyi,MaxIWNorm,StdIW,MeanIW,MaxIW,InitialReturnStd,ESSClassic,Bound,MeanIWNorm,TimestepsSoFar,Iteration,EpThisIter,TimeElapsed,InitialBound,EpRewMean,EpLenMean,MeanEntropy,StdIWNorm,ReturnMeanIW,EpisodesSoFar,EmpiricalD2,InitialReturnMax,ReturnStepMaxmin,MinIW,Weights
4.950001,1.0986329e-05,1931.7408,100.0,0.00013943507,-7.197624,22.395847,0.13817139,1.6960595,1.182632,13.81714,6.5082946,32.714413,2.5302505,0.01182632,2043,1,100,5.300264358520508,6.0016527,-108.8235630534528,20.43,1.5011435,0.016960593,4.689334,100,4.4651136,30.6531,88.47723,0.013943507,[ 0.911 -0.288 -0.586 -0.882  0.   ]
4.8999996,5.760193e-06,1495.5851,100.0,0.0014894601,-6.206131,50.098446,0.08371129,1.0166553,1.0777763,8.371129,6.752501,52.915775,1.037729,0.010777762,4004,2,100,17.7222158908844,5.830824,-107.90142144611919,19.61,1.5695472,0.010166553,3.1919794,200,1.9960699,45.74352,88.06914,0.14894602,[ 0.843 -0.243 -0.599 -0.904  0.082]
4.8500004,-5.1879883e-06,8640.445,100.0,1.749499e-05,-6.332634,13.02024,0.23473212,2.8122923,1.2747575,23.473213,6.0138173,17.044344,4.237649,0.012747574,5895,3,100,30.30723810195923,6.300745,-108.22503520168729,18.91,1.5544847,0.028122922,7.8724165,300,7.6803503,39.34662,87.77537,0.0017494989,[ 0.958 -0.293 -0.613 -0.96   0.151]
4.799999,-2.1743774e-06,2454.403,100.0,5.925956e-05,-7.973976,24.864414,0.10816579,1.7113588,0.96621877,10.81658,10.279516,24.171404,3.8067527,0.009662189,8031,4,100,43.255047082901,5.501711,-107.18576839793944,21.36,1.4746532,0.017113587,7.73705,400,4.021812,58.794373,88.96394,0.005925956,[ 0.895 -0.167 -0.507 -0.953  0.135]
4.75,-1.3732911e-06,397.06125,100.0,0.0026187534,-6.4175644,89.29561,0.028099291,0.3359958,0.9931528,2.8099291,8.921037,89.72994,-1.5949237,0.009931528,10034,5,100,57.75402355194092,4.713584,-107.64106973455165,20.03,1.4381804,0.003359958,0.82952714,500,1.1198759,68.73052,88.25297,0.26187533,[ 0.974 -0.139 -0.534 -0.948  0.056]
4.699999,5.645752e-06,5612.965,100.0,1.3918363e-05,-5.988388,16.875654,0.19694437,2.1055634,0.9648848,19.694437,7.9838376,17.355202,4.089605,0.009648847,11940,6,100,69.6697838306427,5.35597,-107.60333746295333,19.06,1.3533375,0.021055635,7.506067,600,5.925696,42.104465,87.95044,0.0013918363,[ 0.971 -0.111 -0.522 -0.94   0.019]
4.6499996,1.6021728e-06,5258.882,100.0,0.00014368551,-7.8230133,27.67641,0.20961164,2.1610398,1.1426184,20.961164,11.28514,21.848206,2.8666487,0.011426184,14182,7,100,84.03332567214966,4.407569,-107.74669495945956,22.42,1.331115,0.021610398,6.450587,700,3.6131854,56.563545,89.38839,0.014368551,[ 0.98  -0.171 -0.511 -0.912 -0.066]
4.6000004,-4.348755e-06,510.8836,100.0,0.0007802653,-6.3567657,62.228405,0.045920916,0.833478,1.0709388,4.5920916,7.452544,62.27807,-0.10308528,0.010709389,16080,8,100,98.13288927078247,4.5113096,-107.61548471036984,18.98,1.2930306,0.008334779,1.940162,800,1.6069832,48.354454,87.66017,0.07802653,[ 0.961 -0.119 -0.45  -0.881 -0.088]
4.549999,-2.822876e-06,7547.623,100.0,0.0007008597,-6.9609375,31.698002,0.20713347,2.1507761,1.2938583,20.713348,8.260673,26.572918,6.330161,0.012938581,18066,9,100,112.16236710548401,4.4952593,-107.51586650211175,19.86,1.2051318,0.02150776,8.795528,900,3.154773,41.640778,88.172714,0.07008597,[ 0.946 -0.163 -0.467 -0.875 -0.126]
4.5,6.5612794e-06,610.2923,100.0,0.0018339335,-7.9987717,56.540268,0.071182206,1.0190455,1.0290532,7.118221,8.090955,50.48863,-0.42466223,0.010290532,20151,10,100,123.25115776062012,4.253936,-107.69549617013473,20.85,1.2479978,0.010190453,1.1302161,1000,1.768651,35.074913,88.67062,0.18339336,[ 0.968 -0.219 -0.475 -0.923 -0.214]
4.449999,9.841919e-06,1853.2468,100.0,0.0012989361,-8.2536545,67.959984,0.067647144,0.8901548,1.0659465,6.7647142,9.672448,58.91484,0.88379574,0.010659465,22298,11,100,135.88009405136108,3.3934195,-107.12632039040064,21.47,1.2938865,0.008901548,3.5041685,1100,1.4714541,64.80536,89.24632,0.12989362,[ 0.997 -0.188 -0.462 -0.928 -0.171]
4.3999996,-4.5776366e-07,382.0445,100.0,0.0018584221,-7.3676376,85.61476,0.038412154,0.41024205,1.0030769,3.8412154,11.506565,85.67014,-1.6507797,0.010030771,24430,12,100,149.8867907524109,3.096167,-106.99215576837436,21.32,1.2907679,0.0041024205,1.155858,1200,1.1680229,77.90798,88.96322,0.18584222,[ 1.023 -0.19  -0.441 -0.947 -0.125]
4.3499985,-1.4495849e-06,950.558,100.0,0.002922109,-6.2773895,59.716377,0.05304993,0.6846537,0.8976874,5.304993,8.072476,63.223503,-0.11158991,0.008976874,26464,13,100,162.82252144813538,3.7045913,-107.99171916523254,20.34,1.3273867,0.0068465373,2.3603761,1300,1.6745825,57.30737,88.39615,0.2922109,[ 1.015 -0.199 -0.451 -0.927 -0.128]
4.299999,-6.5994263e-06,1154.7916,100.0,0.00083831575,-7.503769,46.207146,0.07105553,1.151447,1.2112013,7.1055536,9.81667,52.52751,2.0680382,0.012112012,28568,14,100,176.64467406272888,3.885723,-107.5362140788722,21.04,1.3426906,0.01151447,4.748449,1400,2.1641674,54.66095,88.77804,0.08383158,[ 1.018 -0.174 -0.462 -0.928 -0.091]
4.25,-4.005432e-06,2207.265,100.0,0.0011973701,-6.86705,29.096582,0.27459309,2.7404478,1.2489322,27.45931,6.723211,17.197924,2.7396164,0.012489322,30503,15,100,189.34575700759888,4.761389,-107.49339771468085,19.35,1.3809172,0.027404474,4.491601,1500,3.4368298,28.351269,88.07315,0.119737014,[ 1.029 -0.167 -0.429 -0.902 -0.076]
4.200001,1.6784668e-06,29709.377,100.0,9.174174e-06,-7.211403,7.253187,0.42007843,4.154745,1.3007184,42.007843,10.472415,8.926283,9.903901,0.013007183,32597,16,100,201.30683755874634,3.9771385,-107.38366817712364,20.94,1.3620363,0.041547455,16.671812,1600,13.787043,54.681488,88.74368,0.0009174174,[ 0.953 -0.186 -0.463 -0.917 -0.038]
4.1499996,-1.5258789e-07,10767.29,100.0,0.00029650898,-8.375641,16.158785,0.2877306,3.151471,1.4138119,28.773062,9.961169,16.75405,9.858434,0.014138119,34828,17,100,213.7387340068817,4.2580967,-107.39915458735166,22.31,1.3290738,0.031514708,13.327147,1700,6.188584,41.830585,89.37228,0.029650899,[ 0.921 -0.216 -0.435 -0.965 -0.057]
4.1000004,-2.9373168e-06,241737.6,100.0,1.5207246e-05,-8.311005,1.7584094,1.1570295,12.029258,2.560064,115.70296,8.286385,4.3329763,38.23285,0.02560064,36955,18,100,225.69847750663757,4.038292,-107.07822847668946,21.27,1.3173316,0.12029256,48.87278,1800,56.86958,42.32725,88.95005,0.0015207246,[ 0.905 -0.207 -0.368 -0.985 -0.09 ]
4.050001,2.4032593e-06,501630.34,100.0,6.473849e-10,-10.6536255,0.55148923,4.8682528,48.38745,6.0572963,486.8253,12.152961,1.5429047,49.612545,0.060572963,39361,19,100,241.19657063484192,3.6929865,-106.59311460012142,24.06,1.1356852,0.48387453,71.72618,1900,181.32721,49.266296,90.13951,6.4738494e-08,[ 0.93  -0.227 -0.289 -1.027 -0.102]
4.0,-5.340576e-07,49181.496,100.0,1.11870895e-05,-10.523659,6.6571264,0.58901566,7.1745815,2.0930204,58.901566,13.940834,7.842997,22.850569,0.020930205,41842,20,100,257.2507178783417,2.3858974,-106.2927457758247,24.81,1.0155472,0.07174581,31.209969,2000,15.021497,64.705284,90.43154,0.001118709,[ 0.89  -0.221 -0.228 -1.063 -0.283]
3.9500008,-7.2860717e-06,2749.7825,100.0,3.5471e-05,-7.4001694,65.42268,0.111449175,1.2096354,1.0915773,11.1449175,8.664904,44.883217,2.595839,0.010915773,43855,21,100,270.8960151672363,2.4642963,-106.80339400933411,20.13,0.95437276,0.012096354,4.5085816,2100,1.5285218,46.41325,88.388725,0.0035471,[ 0.883 -0.23  -0.248 -1.033 -0.404]
3.8999996,1.033783e-05,1291.9845,100.0,0.00057231594,-9.939751,57.922752,0.08334069,1.0010226,1.0529563,8.334069,13.230898,52.52683,1.6088717,0.010529564,46247,22,100,284.60026574134827,2.1173534,-105.89462112846178,23.92,0.9247995,0.010010224,3.7173643,2200,1.7264373,48.14131,90.145935,0.057231598,[ 0.931 -0.24  -0.262 -1.029 -0.464]
3.8500004,8.239746e-06,1511944.1,100.0,1.24556e-06,-7.834137,7.632151,3.0003707,29.795444,3.9554226,300.03708,10.464623,1.7318054,118.109955,0.039554223,48370,23,100,298.08928298950195,2.0522373,-106.4683743786548,21.23,0.8504931,0.2979544,123.56941,2300,13.102466,45.247486,88.970055,0.00012455601,[ 0.94  -0.247 -0.243 -1.05  -0.494]
3.8000011,-1.7547608e-06,1240.0785,100.0,0.002594943,-9.093559,73.220985,0.05952484,0.70162445,1.0396163,5.952484,10.5943985,68.70616,0.16566205,0.010396164,50545,24,100,312.32052850723267,1.3373427,-105.8109167654932,21.75,0.9178827,0.0070162453,2.3796933,2400,1.3657287,56.835907,89.27031,0.2594943,[ 0.87  -0.253 -0.267 -1.001 -0.569]
3.75,-3.5858154e-06,5108.622,100.0,0.0011407372,-8.684265,51.70328,0.09798707,1.1572257,1.0637704,9.798707,13.900957,45.79962,4.832443,0.010637704,52863,25,100,326.8789587020874,1.2178366,-106.48212461812668,23.18,0.9511706,0.011572259,7.9257197,2500,1.9341133,66.7266,89.81321,0.11407372,[ 0.9   -0.263 -0.262 -1.008 -0.501]
3.7000008,3.5095215e-06,4421.111,100.0,0.0005900616,-11.474022,35.509354,0.15585801,1.8870164,1.1693974,15.585801,14.609133,27.74759,1.0806711,0.011693973,55430,26,100,341.4940285682678,1.3398318,-105.92709579753469,25.67,0.9255054,0.018870162,4.7381873,2600,2.8161592,65.38512,90.74701,0.059006162,[ 0.9   -0.258 -0.278 -1.019 -0.468]
3.6499996,7.2479247e-07,329.76337,100.0,0.002931582,-8.727516,80.538345,0.030334614,0.51276296,1.024524,3.0334616,10.370469,79.96871,-0.85935116,0.010245239,57565,27,100,353.6108980178833,1.6532507,-106.6791770999354,21.35,0.9189246,0.0051276293,1.0626273,2700,1.2416446,51.74533,89.00705,0.2931582,[ 0.897 -0.292 -0.272 -1.03  -0.493]
3.6000004,-1.2969971e-06,54445.945,100.0,0.0006914163,-10.320045,14.099796,0.3017648,3.2396793,1.4378144,30.17648,14.435713,16.455763,18.776054,0.014378143,60077,28,100,366.3028416633606,0.788867,-106.17524669881479,25.12,0.943037,0.032396797,25.485191,2800,7.092301,75.57782,90.54656,0.069141634,[ 0.901 -0.299 -0.27  -1.016 -0.5  ]
3.5500011,1.1749267e-05,43377.61,100.0,0.0006999608,-11.226578,5.646074,0.8224136,8.144642,1.7902341,82.24136,13.373585,4.60876,10.404312,0.01790234,62666,29,100,381.63855385780334,1.5347446,-106.26330153368384,25.89,0.9472455,0.081446424,18.03452,2900,17.711422,54.39148,90.79128,0.06999608,[ 0.914 -0.303 -0.259 -0.989 -0.476]
3.5,1.0681152e-06,4111.679,100.0,0.00046581394,-7.7527924,40.055927,0.11636795,1.3283055,1.0849328,11.636795,9.792077,40.016636,2.9496691,0.010849328,64750,30,100,395.3712537288666,1.5308521,-106.72444891709861,20.84,0.9329387,0.013283054,5.7692537,3000,2.4965093,53.53524,88.758026,0.046581395,[ 0.857 -0.229 -0.243 -0.959 -0.472]
3.4500008,-1.8692017e-06,75835.125,100.0,6.2050916e-05,-8.812378,4.762639,0.658186,7.5387807,1.990441,65.8186,9.702054,6.5167384,26.636768,0.01990441,66929,31,100,406.9458496570587,1.8878961,-106.738442443248,21.79,0.9372388,0.075387806,32.73452,3100,20.996763,39.922234,89.21145,0.0062050917,[ 0.898 -0.263 -0.277 -0.99  -0.486]
3.3999996,3.4332274e-06,573.8689,100.0,0.0015613954,-8.351715,72.51739,0.03669336,0.59365857,0.96425074,3.6693363,12.5328,72.51381,-0.96168756,0.009642507,69263,32,100,419.0683071613312,0.9882021,-106.93542901142592,23.34,0.9352849,0.005936586,1.6199081,3200,1.3789797,65.952385,89.8369,0.15613954,[ 0.895 -0.258 -0.323 -0.967 -0.482]
3.3500004,5.9509275e-06,7079179.0,100.0,5.4065822e-08,-10.3018265,0.10757233,8.004171,79.58695,8.588142,800.4171,12.872365,1.1510309,212.15785,0.08588141,71641,33,100,431.39384150505066,1.3793741,-106.38679050646623,23.78,0.8626047,0.79586947,265.63138,3300,929.60706,52.615093,90.05252,5.406582e-06,[ 0.89  -0.27  -0.316 -0.963 -0.484]
3.2999992,-3.0899048e-06,13327103000.0,100.0,3.4683367e-06,-8.549728,6.9162634e-05,309.24084,3076.8423,309.89,30924.086,10.926258,1.0042028,9643.937,3.0988998,73883,34,100,444.15210008621216,1.2674739,-106.69035764955768,22.42,0.8879838,30.768423,11542.734,3400,1445867.4,47.37353,89.48262,0.00034683367,[ 0.879 -0.299 -0.276 -0.969 -0.556]
3.25,1.6021728e-06,3399.815,100.0,0.00040898926,-11.125877,38.797142,0.15018319,1.5664058,1.1198967,15.018319,13.76531,33.82518,2.2439377,0.011198968,76372,35,100,460.80962800979614,0.87141776,-106.01132342517198,24.89,0.87100756,0.015664056,5.4781914,3500,2.5775094,60.435925,90.48164,0.040898927,[ 0.871 -0.327 -0.291 -1.036 -0.531]
3.1999989,1.9454956e-06,3320.2769,100.0,0.00092626456,-9.730103,64.81053,0.0759611,0.9561434,1.0122321,7.5961103,13.288005,52.84717,1.025526,0.010122322,78758,36,100,475.3294563293457,0.29689455,-106.45008313291069,23.86,0.8274623,0.009561434,4.1189127,3600,1.5429591,74.709915,90.07726,0.09262646,[ 0.853 -0.336 -0.307 -1.058 -0.548]
3.1499996,1.2207031e-06,12112.15,100.0,0.00023798166,-11.678749,15.1585245,0.30816823,3.2050047,1.3027704,30.816824,13.441769,14.179741,5.084128,0.0130277015,81172,37,100,488.3142569065094,0.78483987,-105.9982402251821,24.14,0.817768,0.032050047,9.762993,3700,6.596948,54.65001,90.21805,0.023798166,[ 0.853 -0.347 -0.296 -1.06  -0.591]
3.1000004,5.264282e-06,25913.277,100.0,0.00024517576,-11.636215,8.656817,0.4079246,5.2940726,1.6734238,40.79246,13.178828,9.083909,17.282047,0.016734237,83654,38,100,500.7581558227539,0.32780957,-106.80146812641604,24.82,0.74281436,0.052940723,24.784058,3800,11.551589,66.2183,90.39432,0.024517577,[ 0.867 -0.382 -0.279 -1.065 -0.601]
3.0499992,-4.196167e-07,1421377.0,100.0,7.716041e-05,-10.612968,0.76753306,2.6084583,25.91569,3.4597862,260.84583,12.588585,1.7510589,99.82765,0.034597863,86104,39,100,513.2241189479828,0.7424053,-106.44775162008922,24.5,0.7225459,0.2591569,117.21374,3900,130.28755,45.69532,90.310425,0.0077160415,[ 0.858 -0.346 -0.287 -1.064 -0.676]
3.0,-5.8364867e-06,65820.79,100.0,1.5889904e-05,-8.66787,12.015148,0.53752273,5.2765846,1.5282844,53.752274,11.328662,7.73959,18.880417,0.015282843,88369,40,100,529.5467393398285,0.5788367,-106.4765993049004,22.65,0.7271209,0.052765846,23.463982,4000,8.322827,47.663857,89.7428,0.0015889904,[ 0.818 -0.297 -0.292 -1.064 -0.697]
2.9499989,4.7683716e-06,99274.586,100.0,0.00028911413,-8.561371,4.813106,0.601965,6.573898,1.758299,60.196503,10.825303,6.6762376,23.345087,0.017582988,90619,41,100,541.8203530311584,0.40458083,-106.85042663879527,22.5,0.7431855,0.065738976,31.278202,4100,20.776604,52.212887,89.50223,0.028911415,[ 0.742 -0.261 -0.303 -1.042 -0.692]
2.8999996,6.3323973e-06,2073.8792,100.0,0.0012095959,-11.227348,62.379387,0.071175314,0.9183652,1.1319841,7.117532,13.452157,60.306778,1.7207243,0.01131984,92992,42,100,555.5870969295502,0.10720968,-106.23282357072686,23.73,0.70465195,0.009183653,4.313809,4200,1.6030936,61.441025,90.04655,0.120959595,[ 0.758 -0.302 -0.31  -1.032 -0.676]
2.8499985,-2.9754638e-06,9632.272,100.0,0.00044697948,-10.937096,28.419758,0.19244903,1.9565382,1.1164246,19.244904,13.195384,24.56237,6.107044,0.011164243,95512,43,100,569.0689051151276,0.21685171,-106.5780114731732,25.2,0.6870398,0.01956538,9.467382,4300,3.518679,53.74207,90.54143,0.044697948,[ 0.722 -0.29  -0.315 -1.007 -0.714]
2.7999992,-2.5558472e-06,1239.8411,100.0,0.0011756205,-9.85907,50.04507,0.13036186,1.5035336,1.2176708,13.036186,12.930027,39.609653,1.7041137,0.012176706,97905,44,100,580.6299912929535,-0.0015029907,-106.28908759351816,23.93,0.6982203,0.015035334,4.4255476,4400,1.9981989,57.75634,90.11679,0.11756205,[ 0.674 -0.287 -0.323 -1.011 -0.732]
2.75,4.8065185e-06,24077.566,100.0,0.00045144468,-9.067268,42.488743,0.3114125,3.0773542,1.2489587,31.14125,11.941907,14.142313,10.010664,0.012489588,100205,45,100,593.3269624710083,-0.038986564,-106.44884552329074,23.0,0.67861694,0.030773545,13.01618,4500,2.3535645,58.77291,89.78607,0.04514447,[ 0.626 -0.283 -0.327 -1.012 -0.721]
2.7000008,-2.1362305e-06,693423.8,100.0,4.0984783e-06,-9.137642,7.9789248,1.3398641,13.369132,2.426588,133.98642,12.53564,3.1893973,72.74933,0.02426588,102476,46,100,604.4070246219635,-0.23842824,-106.6043143394909,22.71,0.59068656,0.13369133,80.079994,4600,12.533017,62.120758,89.611786,0.00040984785,[ 0.675 -0.305 -0.347 -1.012 -0.74 ]
2.6499996,-3.4332277e-07,36588.41,100.0,0.00033573422,-10.373108,6.9244413,0.36876735,4.022031,1.5889539,36.876736,12.343015,13.500378,18.80229,0.015889537,104805,47,100,616.1581320762634,-0.1259073,-106.17967846448776,23.29,0.60110086,0.040220313,25.229305,4700,14.441598,50.736786,89.88195,0.033573423,[ 0.665 -0.274 -0.353 -1.014 -0.828]
2.6000004,-1.1405945e-05,3500.3757,100.0,0.00039844736,-8.509354,31.210707,0.16590098,2.105238,1.1726753,16.590097,9.927597,23.6804,1.121949,0.011726753,106981,48,100,626.8791863918304,-0.01493299,-107.18826780062405,21.76,0.5952132,0.021052383,3.946151,4800,3.2040286,47.333523,89.148285,0.039844736,[ 0.696 -0.269 -0.331 -0.998 -0.818]
2.5500011,4.119873e-06,40971.582,100.0,0.0002624642,-10.351898,7.7115073,0.4476503,4.604068,1.277436,44.765034,12.59126,7.1480255,13.054064,0.012774361,109451,49,100,638.6387956142426,-0.071258426,-106.7943856089915,24.7,0.62111795,0.046040677,18.776354,4900,12.967633,47.671707,90.4741,0.026246421,[ 0.704 -0.251 -0.325 -1.014 -0.824]
2.5,-3.4332274e-06,5202.5244,100.0,8.723103e-05,-11.234711,26.120447,0.3329871,3.4077435,1.5678662,33.29871,15.509549,17.470108,4.571306,0.015678665,111982,50,100,650.5664258003235,-0.6552627,-105.60793387399802,25.31,0.596546,0.03407743,8.891661,5000,3.8284185,66.24162,90.65497,0.0087231025,[ 0.747 -0.235 -0.331 -1.028 -0.798]
2.4500008,2.2888183e-07,322.9768,100.0,0.0030823767,-7.6151733,86.60949,0.03127822,0.39850694,1.0292332,3.1278222,10.747731,86.963,-0.7181146,0.010292333,114136,51,100,662.4699878692627,-0.5182078,-106.91155819438323,21.54,0.55807006,0.0039850688,1.4091759,5100,1.1546079,59.392387,89.073204,0.30823767,[ 0.749 -0.206 -0.312 -1.033 -0.822]
2.4000015,-3.7384034e-06,2665.256,100.0,0.0002235376,-7.364464,19.548065,0.22922553,2.300255,1.1017624,22.922554,7.4401584,18.660578,1.1298358,0.011017624,116018,52,100,672.8384540081024,-0.035061955,-106.6698489737231,18.82,0.5814134,0.023002552,4.238472,5200,5.115596,41.23282,87.66421,0.02235376,[ 0.739 -0.209 -0.319 -1.026 -0.861]
2.3500004,8.31604e-06,37718.32,100.0,1.1681598e-06,-6.976509,2.7307854,0.88507056,8.861646,1.6360837,88.50706,6.849929,3.29629,12.435457,0.016360838,117938,53,100,683.204507112503,0.5131249,-106.98739192804345,19.2,0.53763485,0.08861647,17.598547,5300,36.619503,25.596153,87.88765,0.00011681598,[ 0.719 -0.172 -0.306 -1.036 -0.838]
2.3000011,5.340576e-06,3577.1553,100.0,0.0018156349,-7.35376,60.91064,0.13092962,1.3209665,1.1246295,13.092962,9.554263,42.023228,3.0992236,0.011246295,119973,54,100,693.9222505092621,-0.25506425,-106.48738354896845,20.35,0.5645927,0.013209665,5.010461,5400,1.6417493,44.74891,88.53441,0.1815635,[ 0.705 -0.177 -0.325 -1.076 -0.881]
2.25,1.3732911e-06,378.70645,100.0,0.0026377707,-8.776199,79.45738,0.0345638,0.45217285,0.9733543,3.45638,12.359226,82.249855,-1.0411787,0.009733541,122161,55,100,705.2258403301239,-0.9984375,-106.23831529823134,21.88,0.5649763,0.0045217285,1.5040324,5500,1.2585363,68.06317,89.28916,0.26377708,[ 0.681 -0.155 -0.325 -1.074 -0.854]
2.2000008,2.1362305e-06,5948.7603,100.0,0.00032696026,-10.3116,29.093327,0.20493509,2.2716138,1.2030221,20.49351,12.810366,21.903353,4.193313,0.0120302215,124549,56,100,716.0261783599854,-0.83786154,-105.87939863990749,23.88,0.58290327,0.022716137,8.051081,5600,3.4372144,62.424347,90.13245,0.032696027,[ 0.683 -0.156 -0.315 -1.071 -0.854]
2.1499996,-2.1743774e-06,60208.367,100.0,6.161819e-05,-10.160355,8.171734,0.55647105,5.491317,1.3987961,55.647106,12.869161,6.0932984,16.223173,0.013987958,127043,57,100,730.7500479221344,-0.47312307,-106.80661721907961,24.94,0.59436613,0.054913167,22.26231,5700,12.237305,51.79088,90.48967,0.0061618197,[ 0.677 -0.141 -0.316 -1.086 -0.836]
2.1000004,7.05719e-06,11227.049,100.0,0.0002694258,-7.3366547,18.085703,0.206608,2.4261098,1.181137,20.6608,9.514065,19.160374,6.19378,0.011811368,129083,58,100,742.9649012088776,-0.46745336,-106.6322029198137,20.4,0.5869135,0.024261096,10.227964,5800,5.529229,51.46888,88.54587,0.026942581,[ 0.639 -0.15  -0.325 -1.096 -0.824]
2.0499992,5.340576e-06,4472620.5,100.0,2.7852328e-05,-9.263718,0.04628945,5.323506,52.914295,6.0009766,532.3506,10.657648,1.2698356,143.29942,0.060009774,131279,59,100,753.4071917533875,-0.23249137,-107.15126649360685,21.96,0.64599425,0.529143,210.02821,5900,2160.3193,43.07007,89.442055,0.0027852328,[ 0.61  -0.142 -0.294 -1.088 -0.832]
2.0,-3.967285e-06,124507.73,100.0,8.513307e-07,-8.298584,2.9170215,0.6939916,6.8822722,1.6911774,69.39916,13.351558,5.6944504,22.527298,0.016911773,133544,60,100,765.7631738185883,-0.63114023,-106.82612175164813,22.65,0.66542226,0.06882273,33.78728,6000,34.281544,57.69375,89.56724,8.513307e-05,[ 0.689 -0.141 -0.32  -1.087 -0.773]
1.9500008,5.7983398e-06,374.84164,100.0,0.0051295906,-9.755005,90.57849,0.020419857,0.27092624,1.0609761,2.0419858,12.879908,93.878525,-0.9442265,0.01060976,135796,61,100,776.8015711307526,-1.2801074,-106.46192941589106,22.52,0.6709278,0.0027092625,1.7642035,6100,1.1040149,77.330605,89.54512,0.51295906,[ 0.717 -0.192 -0.337 -1.107 -0.754]
1.8999996,3.4713746e-06,2240.8105,100.0,0.00011144895,-9.5308,24.49905,0.088252656,1.3977318,1.1796505,8.825266,12.0725565,41.598804,2.678624,0.011796503,138109,62,100,790.3518114089966,-0.23851764,-106.2819467343917,23.13,0.67187345,0.013977317,5.735978,6200,4.081791,45.398514,89.810524,0.011144895,[ 0.697 -0.183 -0.336 -1.108 -0.748]
1.8500004,-1.0986329e-05,38338966000.0,100.0,4.263412e-06,-8.924591,0.00064631976,303.8113,3022.7712,304.94882,30381.133,13.314771,1.0075012,18731.537,3.0494878,140410,63,100,801.6687836647034,-0.9053407,-106.13994632751746,23.01,0.6816475,30.22771,19576.564,6300,154722.17,64.44888,89.774445,0.0004263412,[ 0.717 -0.175 -0.335 -1.135 -0.747]
1.7999992,1.0414124e-05,404.83557,100.0,0.004287128,-7.151497,84.62735,0.030532816,0.49264404,1.0482543,3.0532818,10.148789,81.90891,-0.30210936,0.010482542,142365,64,100,815.957932472229,-0.53346336,-106.2159020176013,19.55,0.7177721,0.0049264403,1.6115539,6400,1.1816511,52.813156,88.13488,0.4287128,[ 0.814 -0.154 -0.32  -1.134 -0.737]
1.75,4.997253e-06,354.0463,100.0,0.00020921949,-8.360947,76.48662,0.030821167,0.51073855,1.0325046,3.0821168,10.342432,80.341415,-0.6646441,0.010325044,144501,65,100,827.2702550888062,-0.2192136,-106.39541638470757,21.36,0.70560783,0.005107385,1.0222716,6500,1.3074182,44.25959,89.0381,0.02092195,[ 0.825 -0.155 -0.326 -1.139 -0.701]
1.7000008,3.5858154e-06,17172.521,100.0,0.0017989627,-8.561348,28.766085,0.3168822,3.136609,1.3478665,31.688221,11.672399,15.587597,10.384613,0.013478664,146652,66,100,837.7853932380676,-0.7948899,-105.87471908677799,21.51,0.7301348,0.031366087,14.103199,6600,3.476316,59.832825,89.15577,0.17989628,[ 0.84  -0.155 -0.328 -1.124 -0.713]
1.6499996,-1.4152527e-05,8414.647,100.0,0.00020604549,-8.466072,17.113901,0.20492946,2.1750576,1.1812176,20.492947,12.425452,22.775719,2.297748,0.011812176,148763,67,100,849.382401227951,-0.65745485,-106.18142915470284,21.11,0.7357606,0.021750575,6.799102,6700,5.843203,55.864883,88.940186,0.020604549,[ 0.789 -0.119 -0.319 -1.118 -0.689]
