EntropyCoefficient,InitialReturnMean,J_sample_variance,ReturnStepMax,MinIWNorm,InitialReturnMin,ESSRenyi,MaxIWNorm,StdIW,MeanIW,MaxIW,InitialReturnStd,ESSClassic,Bound,MeanIWNorm,TimestepsSoFar,Iteration,EpThisIter,TimeElapsed,InitialBound,EpRewMean,EpLenMean,MeanEntropy,StdIWNorm,ReturnMeanIW,EpisodesSoFar,EmpiricalD2,InitialReturnMax,ReturnStepMaxmin,MinIW,Weights
1.5999985,-1.6784668e-06,1393.6007,100.0,0.00086319505,-8.589935,55.02933,0.10483859,1.2726732,1.0815862,10.483859,12.286788,41.936478,1.913235,0.010815862,151008,68,100,860.8429341316223,-1.0406286,-106.4316384994157,22.45,0.764089,0.012726733,4.902976,6800,1.8172127,66.53527,89.51835,0.086319506,[ 0.79  -0.127 -0.35  -1.103 -0.683]
1.5499992,8.163453e-06,87608.805,100.0,0.00012102654,-7.91494,3.873833,0.52780396,5.2644024,1.3216028,52.780396,11.948361,5.9287176,17.582153,0.01321603,153131,69,100,873.4430718421936,-0.6830745,-106.21323639367502,21.23,0.7626888,0.05264403,27.070086,6900,25.814226,56.022602,88.99405,0.012102654,[ 0.774 -0.138 -0.359 -1.089 -0.655]
1.5,3.2424928e-06,218.5049,100.0,0.0012163185,-7.580818,70.92404,0.043059077,0.6443157,1.0717463,4.3059077,8.256802,73.45266,0.5980586,0.010717464,155182,70,100,884.8816275596619,0.16715246,-107.68773725486231,20.51,0.7286186,0.006443157,1.7580271,7000,1.4099591,29.306515,88.776695,0.121631846,[ 0.775 -0.124 -0.392 -1.093 -0.656]
1.4499989,3.890991e-06,217.13094,100.0,0.00015356416,-6.3450317,19.852158,0.11597719,1.9756635,1.081212,11.597719,5.5781403,23.047281,0.19867563,0.01081212,157073,71,100,895.0547506809235,0.25244337,-107.07818053521368,18.91,0.7030182,0.019756636,2.003283,7100,5.0372357,24.121696,87.95678,0.015356417,[ 0.768 -0.138 -0.396 -1.113 -0.69 ]
1.3999996,-6.027222e-06,2075058.4,100.0,5.5861514e-05,-7.54438,0.75524485,2.2189715,22.23043,3.337279,221.89716,11.546639,2.2039943,116.60333,0.03337279,159165,72,100,908.4050056934357,-1.2771778,-106.7091609512404,20.92,0.7338289,0.22230427,142.62486,7200,132.4074,67.8419,88.79837,0.0055861515,[ 0.807 -0.131 -0.423 -1.101 -0.716]
1.3499985,4.615784e-06,1075.8977,100.0,0.002436946,-9.179924,78.51623,0.04728261,0.56373626,1.004629,4.728261,14.799529,76.05276,-0.75553703,0.01004629,161577,73,100,920.5504722595215,-1.1741183,-106.14462684242083,24.12,0.7290537,0.0056373626,1.6875343,7300,1.273622,64.94371,90.19864,0.2436946,[ 0.869 -0.15  -0.467 -1.111 -0.685]
1.2999992,2.0980835e-06,88826.695,100.0,4.7596714e-05,-8.5939865,4.764457,0.5989464,5.9155464,1.5214529,59.894638,9.501453,6.2045336,21.209347,0.015214528,163678,74,100,931.9069030284882,-0.709799,-107.2145347218469,21.01,0.7262097,0.05915547,28.803253,7400,20.98875,49.727104,88.79492,0.0047596716,[ 0.847 -0.138 -0.458 -1.094 -0.69 ]
1.25,2.784729e-06,727.5663,100.0,0.0012992927,-6.260193,64.847305,0.07404791,0.7901938,1.0094926,7.404791,7.7057004,62.007095,0.27025735,0.010094927,165534,75,100,941.3713114261627,-0.5921325,-106.71740736321627,18.56,0.6995899,0.007901938,2.13284,7500,1.5420841,44.996918,87.56028,0.12992927,[ 0.849 -0.092 -0.426 -1.077 -0.693]
1.1999989,-2.2125244e-06,14050427.0,100.0,3.7886784e-06,-8.22142,0.10794927,5.558436,55.2244,6.485507,555.8436,12.761186,1.3604329,303.64197,0.06485505,167774,76,100,951.8919007778168,-1.4081936,-106.76247688910651,22.4,0.72557944,0.552244,372.0533,7600,926.361,67.43095,89.46782,0.00037886784,[ 0.879 -0.098 -0.433 -1.061 -0.719]
1.1499996,-1.1825562e-06,10944.8545,100.0,0.00030050537,-8.975014,15.226779,0.4354178,4.294107,1.2482162,43.541782,11.198997,7.7912316,4.8173027,0.012482159,170007,77,100,965.6371808052063,-0.76056784,-106.47744195976577,22.33,0.73206794,0.04294106,8.904748,7700,6.567377,47.84948,89.46395,0.030050538,[ 0.88  -0.126 -0.45  -1.035 -0.693]
1.1000004,-6.4849854e-07,709807.2,100.0,2.9771347e-05,-9.316315,3.8846445,1.5771838,15.669888,2.597532,157.71838,10.171014,2.6743445,74.73811,0.025975322,172181,78,100,975.9936063289642,-0.97500676,-107.31595749532629,21.74,0.676869,0.15669888,83.77071,7800,25.742382,53.408432,89.12733,0.0029771347,[ 0.873 -0.154 -0.47  -1.06  -0.687]
1.0499992,3.6621093e-06,239090.39,100.0,2.365208e-05,-8.805321,2.5290422,1.0033607,9.921755,1.8354846,100.336075,11.834313,3.309102,37.372494,0.018354848,174420,79,100,986.886253118515,-1.059272,-106.61932064386842,22.39,0.69335383,0.09921755,48.502415,7900,39.54066,53.09962,89.47622,0.002365208,[ 0.858 -0.161 -0.443 -1.09  -0.742]
1.0,4.7302246e-06,1409.5043,100.0,5.735645e-05,-8.099976,21.776497,0.365475,3.9873345,1.564571,36.5475,9.71808,13.342341,1.1011813,0.01564571,176530,80,100,999.8132655620575,-0.87039083,-106.73827814403607,21.1,0.6844535,0.03987335,4.4521713,8000,4.592107,46.91248,88.882645,0.005735645,[ 0.827 -0.189 -0.47  -1.078 -0.726]
0.95000076,-6.4849855e-06,463.10922,100.0,0.0028543354,-7.801895,69.97149,0.04228754,0.62997246,0.99058294,4.228754,9.278536,71.202415,-0.38942695,0.00990583,178602,81,100,1012.5212051868439,-1.4216125,-106.89088174339466,20.72,0.7143085,0.0062997243,2.0873969,8100,1.4291536,62.15512,88.68243,0.28543353,[ 0.821 -0.205 -0.449 -1.086 -0.735]
0.8999996,3.6621093e-06,12370.655,100.0,6.692076e-05,-8.297791,34.32096,0.17370735,1.7637035,1.1386137,17.370735,11.200064,29.417164,5.7841673,0.011386136,180713,82,100,1025.9268100261688,-1.4825718,-106.79781332149327,21.11,0.70668584,0.017637035,9.412205,8200,2.9136713,63.76358,88.88187,0.0066920756,[ 0.804 -0.188 -0.443 -1.094 -0.705]
0.8500004,-3.5095215e-06,2497.3765,100.0,0.0009363179,-10.387421,66.14551,0.07473861,0.90050143,1.0812465,7.4738607,12.980252,59.045246,3.583146,0.010812465,183075,83,100,1036.0103132724762,-1.361657,-106.30038547861724,23.62,0.6821719,0.009005015,5.9959574,8300,1.5118185,58.870102,89.99916,0.09363179,[ 0.822 -0.23  -0.464 -1.116 -0.712]
0.80000114,-5.9509275e-06,6978.0703,100.0,0.0012458287,-7.67762,33.36684,0.21847351,2.1685019,1.2541912,21.847351,9.37414,25.066074,4.49003,0.0125419125,185109,84,100,1046.7249417304993,-1.2405,-107.16263064327669,20.34,0.6790698,0.021685021,7.5823207,8400,2.9969873,53.58696,88.69347,0.12458287,[ 0.807 -0.223 -0.47  -1.096 -0.737]
0.75,-7.171631e-06,1237.4578,100.0,0.0005592369,-10.285332,53.718052,0.10523024,1.170592,1.0882372,10.523025,12.34005,46.358936,1.3041267,0.01088237,187566,85,100,1058.7469830513,-1.0759149,-107.08415245957003,24.57,0.6342769,0.011705918,3.4669776,8500,1.8615716,47.556286,90.28347,0.055923693,[ 0.779 -0.24  -0.493 -1.099 -0.74 ]
0.70000076,-7.3242186e-06,28572.086,100.0,0.00017827758,-7.4332123,3.4068484,0.6298269,6.302047,1.5943837,62.98269,6.65318,6.01559,11.081448,0.015943836,189601,86,100,1069.3135135173798,-0.44930732,-107.41343304203518,20.35,0.67239845,0.06302047,15.9211445,8600,29.352642,26.798828,88.44586,0.017827759,[ 0.775 -0.213 -0.487 -1.088 -0.785]
0.6499996,3.5095215e-06,23858.898,100.0,0.00030462723,-6.5143204,10.824159,0.30578113,4.215397,1.5679326,30.578114,9.456928,12.153523,10.199915,0.015679326,191579,87,100,1079.2421941757202,-1.2549429,-107.17935777862607,19.78,0.7002235,0.042153966,15.342773,8700,9.238593,50.760155,88.163536,0.030462725,[ 0.773 -0.163 -0.457 -1.057 -0.747]
0.6000004,5.1879883e-06,2463.135,100.0,6.680897e-05,-8.609367,21.478354,0.11097006,1.8826619,1.3773416,11.097006,9.1625805,34.863083,4.7298107,0.013773417,193726,88,100,1091.3270087242126,-0.8148914,-107.09780084011012,21.47,0.6790938,0.018826619,7.394689,8800,4.6558504,37.050926,89.02351,0.0066808974,[ 0.815 -0.146 -0.438 -1.071 -0.719]
0.55000114,6.3323973e-06,1296420.6,100.0,0.00015104964,-8.987762,3.339984,1.9581655,19.422354,2.933079,195.81656,10.845623,2.2297213,99.22451,0.029330788,195749,89,100,1101.1913106441498,-1.9466072,-106.07638234763472,20.23,0.7535861,0.19422355,111.91965,8900,29.940264,69.60347,88.513016,0.015104963,[ 0.816 -0.174 -0.429 -1.093 -0.74 ]
0.5,-3.3569336e-06,63.007946,100.0,0.0042225127,-6.851158,88.26988,0.02223228,0.36112788,1.0118481,2.223228,7.42463,88.70145,-0.95706326,0.010118482,197697,90,100,1110.4523544311523,-0.8374288,-107.18570006226096,19.48,0.7523768,0.0036112787,0.33531767,9000,1.1328893,36.42655,88.27139,0.42225128,[ 0.867 -0.196 -0.432 -1.137 -0.665]
0.45000076,-2.7465821e-06,14441.056,100.0,0.00011163761,-7.3333893,22.575064,0.26392606,2.8486938,1.4035159,26.392607,11.409193,19.532713,10.522018,0.014035158,199750,91,100,1119.3589260578156,-1.7347934,-107.32386455610742,20.53,0.7198155,0.028486934,14.885775,9100,4.4296665,62.200825,88.54468,0.011163761,[ 0.865 -0.197 -0.421 -1.138 -0.667]
0.39999962,5.41687e-06,2194.8796,100.0,0.00019760389,-6.2191772,55.495384,0.08599724,1.143869,1.1237853,8.599724,9.513331,49.114407,1.6219957,0.011237852,201686,92,100,1129.7978465557098,-1.5513043,-107.05744653606988,19.36,0.6829699,0.01143869,4.0909266,9200,1.8019516,55.17707,87.94072,0.019760389,[ 0.83  -0.164 -0.407 -1.101 -0.699]
0.35000038,-2.4795531e-06,6170.3945,100.0,0.0006575614,-8.490166,60.41988,0.12411789,1.2771565,1.124851,12.411789,12.194267,43.684643,4.2352896,0.011248508,203956,93,100,1139.3709077835083,-1.8487028,-107.2946594271311,22.7,0.6419949,0.0127715655,6.921169,9300,1.6550844,62.632195,89.54677,0.06575614,[ 0.83  -0.179 -0.414 -1.127 -0.736]
0.30000114,1.6021728e-06,29014.912,100.0,0.00019476346,-9.037575,7.905042,0.40627643,4.1837363,1.2277503,40.627644,11.273491,7.9289336,10.740582,0.012277502,206131,94,100,1152.340350151062,-1.6306765,-106.45295875920436,21.75,0.6713457,0.041837357,17.225443,9400,12.650154,54.69832,89.2117,0.019476347,[ 0.814 -0.169 -0.395 -1.131 -0.777]
0.25,-1.0299683e-05,113196.03,100.0,0.0005356545,-8.173759,44.743465,0.44467825,4.4189167,1.466752,44.467827,11.822604,9.924083,29.270878,0.01466752,208332,95,100,1163.0265390872955,-2.348858,-106.51911614331253,22.01,0.64415973,0.044189174,33.033268,9500,2.2349632,75.50053,89.32102,0.05356545,[ 0.784 -0.199 -0.4   -1.121 -0.748]
0.19999886,-1.6784668e-06,560.96265,100.0,0.0005604597,-7.9195786,46.01541,0.060996234,0.8763081,1.0671273,6.0996237,9.276104,59.724903,1.2308805,0.010671275,210422,96,100,1173.0751798152924,-1.094034,-106.7944189920373,20.9,0.64514315,0.008763081,3.0335925,9600,2.1731849,36.685905,88.80697,0.05604597,[ 0.726 -0.186 -0.392 -1.11  -0.775]
0.14999962,-1.9454956e-06,175536.44,100.0,0.00017497884,-7.5091476,6.5412135,0.90068054,8.90172,1.8112279,90.068054,11.462908,3.9753997,34.8654,0.018112274,212492,97,100,1183.390409231186,-1.7454755,-106.81102278918657,20.7,0.6147197,0.08901718,42.068478,9700,15.2876835,55.267338,88.68017,0.017497884,[ 0.716 -0.201 -0.408 -1.096 -0.774]
0.10000038,-6.1035155e-07,73549.2,100.0,1.5209466e-05,-8.413681,1.4805231,1.1820049,11.775434,1.8425943,118.20049,9.433234,2.390011,16.374222,0.018425947,214679,98,100,1195.1311204433441,-1.2395042,-107.19851977930888,21.87,0.60305893,0.11775433,27.066286,9800,67.54369,39.02927,89.19693,0.0015209466,[ 0.701 -0.189 -0.382 -1.118 -0.804]
0.049999237,-4.348755e-06,84742344.0,100.0,1.16910925e-08,-9.657715,0.011291795,18.139854,180.44098,18.659826,1813.9855,13.554361,1.0580963,740.4426,0.18659824,217023,99,100,1206.110030889511,-1.8609186,-106.33667935452344,23.44,0.58827007,1.8044097,918.4039,9900,8855.987,56.732002,89.927025,1.1691093e-06,[ 0.706 -0.232 -0.382 -1.102 -0.816]
,-4.348755e-06,999.2975,100.0,0.00015313816,-9.361076,49.285767,0.07042098,0.96455485,1.0223191,7.0420985,10.76274,52.90483,0.45805717,0.010223191,219210,100,100,1219.2521607875824,-1.5226136,-106.5043192739973,21.87,0.57082707,0.009645548,2.6268983,10000,2.0289834,45.67828,89.423485,0.015313815,[ 0.699 -0.234 -0.339 -1.084 -0.831]
,-5.340576e-06,336365.34,100.0,1.541053e-05,-8.086998,1.852185,1.1513081,11.446022,2.1362119,115.13081,11.134235,3.3659654,42.255558,0.021362117,221292,101,100,1229.6309258937836,-1.9009135,-106.21762351944783,20.82,0.5684995,0.11446023,56.223064,10100,53.990288,57.02724,88.79663,0.001541053,[ 0.713 -0.221 -0.333 -1.096 -0.848]
,-7.476807e-06,15786.109,100.0,3.8321356e-05,-7.8329544,15.287531,0.31598043,3.1474035,1.1833632,31.598043,9.726704,12.385344,6.6237764,0.011833632,223349,102,100,1240.6840751171112,-1.8342618,-106.7873220960433,20.57,0.5961594,0.03147403,11.315051,10200,6.541279,55.027626,88.6173,0.0038321358,[ 0.745 -0.184 -0.32  -1.086 -0.85 ]
,-4.043579e-06,479.6402,100.0,8.2450795e-05,-7.3714066,27.367167,0.09134196,1.3788457,0.96196085,9.134196,8.719497,32.73806,0.6560786,0.009619608,225462,103,100,1250.8851459026337,-1.3173008,-107.28656239097741,21.13,0.57815105,0.013788456,3.1741536,10300,3.6540136,39.518898,89.02099,0.00824508,[ 0.739 -0.195 -0.35  -1.077 -0.823]
,7.019043e-06,13512.494,100.0,1.2747226e-05,-5.789276,4.8395224,0.53355056,7.014753,1.7805738,53.355057,6.7144766,6.0530996,7.8650656,0.017805738,227332,104,100,1261.7355196475983,-1.2702785,-107.20553932222045,18.7,0.5530866,0.07014752,13.639375,10400,20.663197,38.10856,87.73486,0.0012747226,[ 0.737 -0.202 -0.327 -1.077 -0.841]
,-6.2561035e-06,467.09628,100.0,0.002149445,-10.416733,75.441284,0.046085842,0.5616671,1.0395846,4.6085844,12.896396,77.40521,-0.4972614,0.010395845,229704,105,100,1272.1266922950745,-1.817855,-105.98483083015407,23.72,0.5771554,0.00561667,1.5956613,10500,1.3255341,54.53546,90.06368,0.2149445,[ 0.695 -0.224 -0.311 -1.083 -0.866]
,-3.890991e-06,880.1943,100.0,0.0014091166,-10.525696,66.177765,0.09723201,0.9904302,1.0145186,9.723201,13.077891,51.201275,0.7939658,0.010145187,232151,106,100,1283.7938532829285,-2.125467,-106.33983124307144,24.47,0.55457884,0.009904303,3.4067137,10600,1.5110816,63.76389,90.30862,0.14091165,[ 0.684 -0.225 -0.313 -1.094 -0.842]
,-1.1062622e-06,21804.674,100.0,0.000102669335,-9.06768,18.351933,0.25746757,2.5502417,1.0931582,25.746758,10.469724,15.52198,8.412127,0.010931582,234432,107,100,1295.789880990982,-1.9080776,-106.76919283120755,22.81,0.567871,0.025502415,12.866174,10700,5.4490175,57.242294,89.84885,0.010266934,[ 0.675 -0.201 -0.296 -1.082 -0.864]
,8.430481e-06,8635.585,100.0,0.00045180754,-8.461487,38.53017,0.31133616,3.0421607,1.2684091,31.133617,11.735569,14.809652,3.7991266,0.012684091,236601,108,100,1306.5705571174622,-2.3828037,-106.23776043257526,21.69,0.5528721,0.030421607,7.637872,10800,2.5953689,71.48436,89.20406,0.045180757,[ 0.661 -0.184 -0.275 -1.095 -0.851]
,-2.7465821e-06,3681.3384,100.0,0.00029813696,-8.213684,39.810493,0.12011186,1.2268717,1.040232,12.011187,12.169732,41.822903,0.8001032,0.010402319,238786,109,100,1317.004863500595,-2.2580273,-105.65229514503318,21.85,0.5722939,0.012268716,4.378841,10900,2.5119004,67.74074,89.329506,0.029813698,[ 0.638 -0.185 -0.289 -1.076 -0.866]
,-7.133484e-06,1508.136,100.0,0.0021257575,-9.082443,85.18989,0.056991477,0.59528387,1.0458728,5.6991477,11.7906065,75.53103,0.21289349,0.010458726,241072,110,100,1328.4993529319763,-2.1687217,-106.43513103296253,22.86,0.57522964,0.005952839,2.5625715,11000,1.1738483,65.06143,89.82978,0.21257575,[ 0.627 -0.188 -0.31  -1.069 -0.847]
,3.890991e-06,2749.8635,100.0,0.00019349431,-9.4027405,28.277496,0.17686005,2.2336118,1.2795205,17.686005,13.621457,24.707588,3.2422853,0.012795205,243488,111,100,1340.0506601333618,-1.8049331,-105.99356466153698,24.16,0.53159,0.02233612,6.636517,11100,3.536381,54.148098,90.225716,0.019349432,[ 0.658 -0.207 -0.313 -1.082 -0.844]
,3.3569336e-06,63283.54,100.0,5.350406e-05,-7.7324066,2.5281096,0.70766956,7.108617,1.6193471,70.76696,8.816719,4.933306,16.99893,0.016193474,245506,112,100,1350.6463475227356,-1.1835859,-106.59209298523812,20.18,0.51029116,0.07108616,24.442873,11200,39.55525,35.50767,88.43789,0.0053504063,[ 0.646 -0.202 -0.287 -1.083 -0.887]
,-4.577637e-06,1646.8899,100.0,0.001207183,-10.406288,74.61095,0.072963834,0.89778364,1.1408801,7.296384,12.66045,61.757133,1.7705634,0.011408801,247937,113,100,1361.9502446651459,-2.0277877,-106.27664671060477,24.31,0.45849335,0.008977836,4.1181426,11300,1.3402859,60.833492,90.256546,0.12071831,[ 0.673 -0.257 -0.302 -1.091 -0.909]
,8.392334e-07,4800.7876,100.0,0.0003557944,-8.137192,12.364803,0.3586437,3.5536995,1.1350385,35.864372,9.424057,9.2570505,1.8193896,0.011350385,250142,114,100,1372.0267612934113,-1.3417499,-107.00125610678168,22.05,0.46680495,0.035536997,5.635125,11400,8.087472,40.252525,89.49016,0.03557944,[ 0.674 -0.263 -0.313 -1.095 -0.96 ]
,-1.9836425e-06,1121586.1,100.0,5.589351e-06,-10.109062,0.20107801,4.532421,45.08588,5.564983,453.24213,13.038477,1.5006517,76.377716,0.05564983,252523,115,100,1382.1783349514008,-1.8282733,-106.17122478588934,23.81,0.43620926,0.45085883,117.14937,11500,497.31943,54.848137,90.0818,0.0005589351,[ 0.68  -0.257 -0.311 -1.122 -0.952]
,-1.6403199e-06,163111.84,100.0,4.195047e-06,-9.291008,8.051523,0.6815036,6.804471,1.7978102,68.15036,13.397413,6.5251956,32.54328,0.017978102,254831,116,100,1394.9746253490448,-2.2243164,-106.38476153261855,23.08,0.4478879,0.06804471,40.38222,11600,12.420011,66.72945,89.78122,0.0004195047,[ 0.694 -0.239 -0.333 -1.098 -0.983]
,-9.918213e-07,10125.623,100.0,0.00022533644,-5.870636,29.603466,0.29916388,2.954337,1.2186453,29.91639,8.817576,14.540945,5.232662,0.012186454,256867,117,100,1404.016039133072,-1.7986548,-107.27679226850725,20.36,0.44838503,0.029543366,8.53846,11700,3.3779829,53.959614,88.57388,0.022533644,[ 0.673 -0.219 -0.348 -1.081 -0.971]
,6.752014e-06,2612.372,100.0,0.0006090593,-12.3366165,52.738674,0.075568736,0.90419835,0.98787886,7.556874,16.185827,54.414062,1.782088,0.009878787,259625,118,100,1415.4022295475006,-2.0570416,-104.94769846056133,27.58,0.4331488,0.009041983,4.6146526,11800,1.8961416,61.71144,91.38959,0.06090593,[ 0.644 -0.21  -0.346 -1.097 -0.971]
,4.7302246e-06,528.5916,100.0,0.0005772257,-11.241539,61.755314,0.05639947,0.7372297,0.997977,5.639947,12.893178,64.695045,-0.84475374,0.0099797705,262049,119,100,1427.3614497184753,-1.5946351,-105.9652774711823,24.24,0.43439478,0.007372298,1.1844492,11900,1.6192938,47.839195,90.257164,0.05772257,[ 0.635 -0.192 -0.336 -1.099 -0.986]
,1.8692017e-06,45688.418,100.0,0.00012979498,-8.0383835,11.406719,0.46895906,4.6393213,1.4326733,46.89591,9.236475,8.706163,15.307242,0.014326734,264144,120,100,1438.5439205169678,-1.5167413,-107.60635432690458,20.95,0.43684,0.046393212,19.798124,12000,8.766763,45.502293,88.99878,0.012979498,[ 0.638 -0.2   -0.34  -1.116 -0.985]
,-3.3187866e-06,61801.332,100.0,0.00032236936,-8.906258,7.7506585,0.6674001,6.5995936,1.5363781,66.74001,11.359998,5.1409197,17.081547,0.01536378,266411,121,100,1450.2308025360107,-1.9018975,-106.83814032943164,22.67,0.40865466,0.06599593,23.913061,12100,12.902129,57.056824,89.574554,0.032236937,[ 0.643 -0.207 -0.321 -1.135 -0.982]
,-7.05719e-06,3729573.5,100.0,3.2853903e-05,-8.954208,0.16241637,3.6343772,36.173954,4.7956986,363.43774,11.525605,1.7272099,154.51053,0.047956992,268728,122,100,1461.1601355075836,-1.7699609,-106.67854518710705,23.17,0.4335499,0.36173952,198.42897,12200,615.7015,53.09861,89.87274,0.0032853903,[ 0.658 -0.24  -0.341 -1.165 -1.01 ]
,2.822876e-06,152842.9,100.0,0.00012515242,-8.18882,1.8304671,1.0244293,10.192677,1.8843546,102.44293,10.626776,3.3048623,29.882093,0.01884355,270952,123,100,1473.4167466163635,-1.2709777,-107.07446556077475,22.24,0.45947194,0.10192678,39.276253,12300,54.630863,38.129414,89.60995,0.012515243,[ 0.667 -0.222 -0.329 -1.191 -0.985]
,8.735657e-06,1548438.0,100.0,2.4690908e-05,-10.23275,0.88979185,3.4610546,34.38177,4.526154,346.10547,12.151595,1.7034925,107.32954,0.045261536,273354,124,100,1486.2451548576355,-1.6916641,-106.39816090278529,24.02,0.45116964,0.34381768,125.26333,12400,112.38583,50.750183,90.1962,0.0024690907,[ 0.68  -0.237 -0.307 -1.192 -0.959]
,-9.155273e-07,1007.7443,100.0,0.0006510956,-11.872505,49.059338,0.07532777,1.1972123,1.041351,7.532777,13.531902,43.071033,1.6106167,0.010413511,275878,125,100,1497.868733406067,-1.5644768,-106.49953824091766,25.24,0.4438054,0.011972123,3.8442302,12500,2.038348,46.934277,90.56111,0.06510956,[ 0.656 -0.25  -0.289 -1.207 -0.968]
,-5.760193e-06,19784.586,100.0,0.00017951612,-9.102905,8.54724,0.4137889,4.141935,1.2693868,41.37889,10.743987,8.586058,8.605009,0.012693869,278229,126,100,1508.8131804466248,-1.3468997,-106.74176845452037,23.51,0.45637023,0.04141935,13.212032,12600,11.699682,40.406815,90.06109,0.017951613,[ 0.664 -0.265 -0.283 -1.204 -0.975]
,-1.1901855e-05,897.2964,100.0,0.0010260228,-11.848412,57.049553,0.048557643,0.6768811,0.88304627,4.8557644,14.101915,62.989445,-0.8061174,0.008830463,280831,127,100,1520.3724327087402,-1.9131279,-105.72100204437666,26.02,0.44695616,0.0067688115,1.726766,12700,1.7528621,57.39348,90.87413,0.10260229,[ 0.67  -0.286 -0.27  -1.204 -0.963]
,8.239746e-06,7702.2837,100.0,0.00029053394,-8.405594,23.960052,0.16209087,1.7627172,1.1774844,16.209087,11.633968,30.854025,2.1960082,0.011774844,282982,128,100,1531.5592467784882,-2.3315282,-106.47901934791551,21.51,0.441234,0.017627174,6.9592037,12800,4.1736135,69.946106,89.09959,0.029053394,[ 0.657 -0.299 -0.272 -1.202 -0.972]
,4.196167e-06,77153.22,100.0,5.7998823e-05,-11.663727,3.0680718,0.66846967,6.679823,1.5333645,66.84697,15.466499,5.0056305,18.875078,0.015333644,285534,129,100,1543.5572979450226,-1.7380133,-105.39702727866523,25.52,0.44921613,0.06679822,28.797585,12900,32.59376,52.140526,90.74005,0.0057998826,[ 0.635 -0.277 -0.278 -1.203 -0.978]
,-5.8746336e-06,2334962.5,100.0,7.4692034e-05,-10.021782,1.1002758,3.2963579,32.731056,4.3284917,329.6358,14.000864,1.7187933,132.60368,0.043284923,288019,130,100,1555.2567477226257,-1.8256118,-106.46456096010455,24.85,0.4394985,0.32731056,150.00797,13000,90.88631,54.768173,90.58077,0.0074692033,[ 0.635 -0.279 -0.291 -1.177 -0.97 ]
,2.4795531e-06,52079068.0,100.0,1.2832503e-08,-10.593376,0.017708492,19.056526,189.60893,20.956247,1905.6527,13.507618,1.2068031,592.0918,0.20956245,290477,131,100,1568.6001777648926,-2.082195,-106.01687020918587,24.58,0.425605,1.8960893,748.5618,13100,5647.0083,62.46592,90.37379,1.2832503e-06,[ 0.608 -0.265 -0.307 -1.187 -0.979]
,5.760193e-06,4467.0034,100.0,0.0007269722,-9.040031,39.29535,0.09595208,1.3802341,0.99753374,9.595208,11.315267,34.31146,5.3935328,0.009975337,292791,132,100,1581.251276731491,-2.1674845,-106.52793678527956,23.14,0.38394856,0.013802342,8.851227,13200,2.5448303,65.024704,89.79275,0.07269722,[ 0.601 -0.295 -0.331 -1.224 -0.993]
,1.9836425e-06,24281.201,100.0,0.00068240165,-8.786789,30.911678,0.21902458,2.214805,1.2810239,21.902458,12.890944,25.067612,12.8514385,0.012810239,295045,133,100,1591.159687757492,-2.319376,-106.34333048993338,22.54,0.38232735,0.022148047,17.023111,13300,3.2350233,69.58133,89.56406,0.068240166,[ 0.606 -0.303 -0.314 -1.226 -1.035]
,-5.41687e-06,8725.59,100.0,7.120499e-05,-10.657387,17.121862,0.23030168,2.3214128,1.0045019,23.030169,11.5095,15.770982,3.6376786,0.010045021,297451,134,100,1603.4846618175507,-1.827951,-106.77159967050392,24.06,0.37960273,0.023214126,8.055292,13400,5.840486,54.83836,90.12456,0.007120499,[ 0.564 -0.274 -0.297 -1.209 -1.037]
,-5.722046e-07,16028.775,100.0,8.7282584e-05,-8.684761,7.582622,0.4118552,4.1495066,1.2557032,41.18552,11.79972,8.389328,5.125809,0.01255703,299728,135,100,1614.539218902588,-1.629104,-106.76032814647053,22.77,0.3864373,0.041495062,11.041956,13500,13.18805,48.8731,89.85013,0.008728258,[ 0.55  -0.253 -0.302 -1.213 -1.039]
,-4.043579e-06,144203.16,100.0,1.7357079e-06,-10.80323,2.6313803,0.96978664,9.620061,1.9512836,96.97867,14.459063,3.9516191,25.896927,0.019512834,302271,136,100,1625.410635471344,-1.8961653,-105.89461502573796,25.43,0.3792239,0.096200615,37.58609,13600,38.00287,56.88483,90.718666,0.00017357079,[ 0.542 -0.276 -0.309 -1.203 -1.032]
,4.959106e-07,20497267000.0,100.0,2.8865835e-10,-10.649284,0.00014571402,317.4689,3158.5493,321.4935,31746.89,12.70337,1.0253986,12894.368,3.214934,304654,137,100,1636.7952539920807,-1.6825292,-105.93944124650177,23.83,0.36234692,31.585495,14288.205,13700,686275.75,50.475883,90.108734,2.8865834e-08,[ 0.527 -0.285 -0.329 -1.222 -1.04 ]
,-8.239746e-06,2302.951,100.0,0.0018017831,-9.651337,71.31703,0.07513371,0.9282051,1.2314647,7.5133715,12.431476,63.77043,3.6223354,0.0123146465,307085,138,100,1650.0545818805695,-1.9500796,-106.28998980063793,24.31,0.356456,0.00928205,5.9314947,13800,1.4021896,58.50214,90.34376,0.18017831,[ 0.456 -0.321 -0.355 -1.205 -1.057]
,8.239746e-06,5131.7544,100.0,0.0002188976,-10.7508545,40.251568,0.12857293,1.3743747,1.091737,12.857293,13.582794,38.687733,3.858893,0.010917369,309601,139,100,1662.6549100875854,-2.0058837,-106.2886980853988,25.16,0.37504315,0.013743746,7.020559,13900,2.4843752,60.176735,90.60896,0.021889761,[ 0.49  -0.34  -0.356 -1.216 -1.062]
