TimeElapsed,EpLenMean,ReturnStepMaxmin,ESSRenyi,StdIWNorm,TimestepsSoFar,MinIWNorm,EpisodesSoFar,InitialReturnStd,ESSClassic,EmpiricalD2,InitialReturnMin,StdIW,Weights,InitialReturnMean,ReturnMeanIW,MaxIW,MeanIW,Bound,EpRewMean,ReturnStepMax,EpThisIter,MeanEntropy,InitialBound,Iteration,InitialReturnMax,MeanIWNorm,J_sample_variance,MaxIWNorm,MinIW
12.292432069778442,20.43,88.47723,31.627554,0.015835755,2043,0.00018627191,100,6.5082946,35.821888,3.1618,-7.197624,1.5835755,[ 0.911 -0.288 -0.586 -0.882  0.   ],1.0986329e-05,4.455673,13.013551,1.1830946,2.6388178,-108.8235630534528,100.0,100,1.4961346,0.39711177,1,30.6531,0.011830945,1717.4005,0.1301355,0.018627191
31.26343584060669,21.69,89.08582,28.773027,0.02328187,4212,0.0013788732,200,10.67349,21.230795,3.4754772,-8.199905,2.3281875,[ 0.837 -0.244 -0.594 -0.9    0.077],5.569458e-06,7.892525,21.767242,1.2087119,4.943022,-107.64595526999268,100.0,100,1.5546778,-0.085987926,2,47.46384,0.012087119,5961.4355,0.21767242,0.13788733
49.35783767700195,20.93,88.8048,0.04375792,1.1470138,6305,6.4421596e-07,300,8.980785,1.1635456,2285.3005,-7.484909,114.70138,[ 0.756 -0.237 -0.579 -0.85   0.136],-9.231568e-06,320.16885,1153.5986,12.445195,255.97363,-108.39476357656868,100.0,100,1.514474,0.21180785,3,40.28582,0.124451965,10412225.0,11.535986,6.44216e-05
70.19083404541016,21.84,89.13354,16.06894,0.043435246,8489,5.308827e-05,400,10.187006,11.071274,6.223186,-7.4202576,4.3435245,[ 0.775 -0.261 -0.476 -0.91   0.096],3.2424928e-06,18.225832,37.129456,1.5325689,14.345263,-107.74181233098302,100.0,100,1.5691342,-0.041091084,4,46.66705,0.01532569,30549.664,0.37129456,0.0053088274
88.38426947593689,20.25,88.48777,0.555908,0.3036385,10514,2.4936824e-05,500,6.992479,1.5964347,179.88586,-7.2424393,30.363852,[ 0.637 -0.194 -0.479 -0.894  0.15 ],-8.659363e-06,111.585075,305.65134,3.86747,95.118385,-107.29034094637316,100.0,100,1.5203334,0.34138155,5,36.832317,0.0386747,1267641.2,3.0565133,0.0024936826
108.296626329422,23.66,89.87674,57.123043,0.006379348,12880,0.0012124038,600,10.662727,69.63193,1.750607,-9.540367,0.63793486,[ 0.375 -0.183 -0.44  -0.865  0.101],1.1558533e-05,1.9054115,5.2093043,0.965988,-0.018528104,-107.97525913733043,100.0,100,1.566562,0.06623566,6,43.623283,0.009659879,629.13666,0.052093044,0.12124038
127.94581174850464,22.97,89.72281,0.8007046,0.21933793,15177,1.6644323e-06,700,10.482464,1.8173295,124.89001,-9.115341,21.93379,[ 0.413 -0.211 -0.424 -0.857  0.148],-3.5858154e-06,70.08226,220.89993,2.9840984,53.21746,-107.89916909562153,100.0,100,1.5245535,0.057460904,7,45.272926,0.029840983,450272.2,2.2089994,0.00016644323
147.93544030189514,26.9,90.96601,19.03462,0.016431255,17867,0.00030463727,800,13.38925,22.500048,5.2535853,-11.294838,1.6431255,[ 0.345 -0.233 -0.329 -0.874  0.106],9.155273e-07,7.9562564,14.298036,0.8853434,3.9187412,-108.0572273132403,100.0,100,1.5418037,-0.23696041,8,52.845444,0.008853435,6142.897,0.14298035,0.030463727
169.44355416297913,30.54,91.98356,5.7326035,0.079313636,20921,0.00035015866,900,15.259224,6.3095746,17.44408,-13.394516,7.931365,[ 0.329 -0.238 -0.282 -0.841  0.123],-4.234314e-06,40.413406,76.7452,2.0582604,31.845652,-107.26259091867972,100.0,100,1.572431,-0.50956595,9,61.540955,0.020582605,115890.56,0.767452,0.035015866
191.44012546539307,28.19,91.54677,25.573454,0.025272578,23740,0.00021641132,1000,14.567009,18.183966,3.9103048,-13.718956,2.5272584,[ 0.317 -0.281 -0.303 -0.908  0.154],-2.632141e-06,7.9637003,25.429344,1.1914468,4.332664,-107.05191993111848,100.0,100,1.5514098,-0.26379418,10,55.08667,0.0119144665,9968.438,0.25429344,0.021641133
