ReturnStepMaxmin,InitialReturnMax,EpisodesSoFar,InitialReturnMin,InitialBound,Bound,MaxIWNorm,EmpiricalD2,InitialReturnMean,Iteration,TimestepsSoFar,Weights,EntropyCoefficient,InitialReturnStd,MinIWNorm,MeanIW,MinIW,EpLenMean,StdIW,EpThisIter,MaxIW,ReturnMeanIW,MeanEntropy,ReturnStepMax,MeanIWNorm,StdIWNorm,ESSClassic,J_sample_variance,EpRewMean,ESSRenyi,TimeElapsed
98.0011,39.719418,2300,-50.989532,19.44612,8.039612,0.20340078,10.167744,1.4305115e-06,23,127863,[-6.460e-01 -4.597e-01 -1.902e-04 -5.294e-01  1.328e+00],7.700001,21.067974,5.610152e-05,1.0582844,0.005610152,252.9,2.553158,100,20.340078,13.459272,2.6956758,100.0,0.010582843,0.025531577,14.661964,6066.063,-126.31144410650379,9.835024,560.0343871116638
98.083145,37.541706,2400,-52.40123,18.740437,1.387989,0.079239324,2.3532724,1.2207031e-06,24,151714,[-0.705 -0.479  0.019 -0.567  1.277],7.6000023,17.970392,0.0015387533,0.9908818,0.15387534,238.51,1.0545294,100,7.9239326,4.067505,2.6893976,100.0,0.009908818,0.010545295,46.89128,413.4911,-109.33977764280117,42.49402,641.0518088340759
98.1812,41.101795,2500,-56.217976,18.29655,177.71573,7.5813775,1112.982,-1.9073487e-07,25,179447,[-0.713 -0.583  0.004 -0.564  1.27 ],7.5,19.983809,1.3087174e-06,7.990321,0.00013087175,277.33,75.39959,100,758.13776,240.23271,2.6817744,100.0,0.0799032,0.75399595,1.1105559,5775556.5,-113.53840702373128,0.089848705,736.6670036315918
98.49545,33.06989,2600,-43.788177,18.385529,0.60892415,0.07248645,1.883534,-1.9073487e-07,26,220378,[-0.929 -0.6    0.041 -0.464  1.263],7.4000015,16.0859,0.00092975266,0.9366818,0.09297527,409.31,0.883192,100,7.248646,2.612115,2.6839588,100.0,0.009366818,0.00883192,52.936672,325.12473,-103.25954348169452,53.09169,877.5539960861206
98.49191,32.805504,2700,-30.137981,18.499378,885.4544,36.930172,26300.707,-3.0326844e-06,27,259512,[-0.981 -0.659  0.042 -0.49   1.265],7.299999,13.419031,4.4964835e-10,37.51848,4.4964835e-08,391.34,367.39706,100,3693.017,1062.7954,2.6034174,100.0,0.37518483,3.6739707,1.0320805,113258110.0,-99.41809246683044,0.0038021791,1010.131870508194
98.50923,30.644146,2800,-49.064262,17.109129,5.216269,0.28736678,9.74191,-3.2806397e-06,28,294563,[-1.091 -0.661  0.012 -0.578  1.184],7.200001,17.578415,2.5233225e-05,1.5590408,0.0025233226,350.51,3.792123,100,28.73668,10.32092,2.5706933,100.0,0.015590408,0.037921224,14.458609,7756.354,-86.01043764726948,10.264928,1130.3993780612946
98.680954,25.070398,2900,-62.73618,16.160723,-1.5252191,0.020034935,1.2745521,1.0681152e-06,29,335696,[-1.151 -0.747  0.031 -0.598  1.152],7.1000023,13.650572,0.0023097186,0.9757751,0.23097187,411.33,0.38536072,100,2.0034935,0.8356701,2.5727572,100.0,0.0097577525,0.0038536075,86.50758,219.16125,-65.61552539105543,78.45893,1261.110687494278
98.695816,22.799301,3000,-41.67788,16.620039,1.0381567,0.19565652,7.4486585,7.05719e-07,30,376579,[-1.151 -0.749  0.012 -0.596  1.154],7.0,14.015587,0.00014292188,0.897155,0.014292189,408.83,2.317064,100,19.565653,4.8297644,2.5902202,100.0,0.00897155,0.023170637,13.037414,1535.5796,-62.17976761438311,13.425237,1390.4840927124023
98.72385,29.151783,3100,-65.39511,15.692689,-0.055200815,0.0703317,1.4904904,1.9073486e-06,31,420940,[-1.2   -0.819  0.04  -0.624  1.171],6.9000015,13.909507,0.002017377,1.069163,0.2017377,443.61,0.9147382,100,7.03317,2.6060674,2.5820296,100.0,0.01069163,0.0091473805,57.73702,403.38525,-61.25189784166583,67.09201,1528.1560955047607
98.73474,25.87406,3200,-37.00525,16.32429,49.681725,11.370213,1279.025,-1.2969971e-06,32,464060,[-1.247 -0.801  0.038 -0.636  1.163],6.799999,12.481771,7.2362315e-07,11.640417,7.2362316e-05,431.2,113.10671,100,1137.0212,93.79625,2.6342778,100.0,0.11640419,1.131067,1.048057,880497.44,-57.191397423520606,0.07818455,1667.1700949668884
98.6552,24.993402,3300,-33.93409,16.51853,-0.8981408,0.017831666,1.118644,1.964569e-06,33,505187,[-1.195 -0.863 -0.015 -0.619  1.215],6.700001,13.053428,0.0036981993,1.0035995,0.36981994,411.27,0.30472994,100,1.7831666,0.29821658,2.6421993,100.0,0.010035994,0.0030472993,91.55871,200.9445,-70.90357564292147,89.39394,1794.0587747097015
98.666046,35.802277,3400,-52.35013,15.693508,20.57447,9.676084,177.95691,1.5258789e-06,34,547109,[-1.195 -0.859 -0.014 -0.628  1.223],6.5999985,15.034839,1.304385e-06,10.843827,0.00013043851,419.22,96.28083,100,967.60834,43.852913,2.6010761,100.0,0.1084383,0.9628083,1.2525963,166748.4,-69.99951062918397,0.5619338,1919.5673718452454
98.6559,26.41944,3500,-40.199966,15.566996,1.1555159,0.07779469,2.478657,9.918213e-07,35,585728,[-1.25  -0.766  0.017 -0.669  1.182],6.5,15.291544,0.00071393064,0.90164995,0.071393065,386.19,1.029473,100,7.7794695,3.2651768,2.604983,100.0,0.009016498,0.010294731,43.409763,624.083,-66.44538080166458,40.34443,2039.7167055606842
98.68733,27.854801,3600,-54.397808,14.858625,-0.022366047,0.041289225,1.7248629,-3.8146973e-07,36,625232,[-1.349 -0.738  0.012 -0.631  1.186],6.3999977,15.939119,0.0016331137,1.0313959,0.16331138,395.04,0.80712146,100,4.1289225,2.359062,2.5893493,100.0,0.010313959,0.008071214,62.019806,331.76855,-61.75683064514523,57.97562,2162.039211988449
98.726746,38.81394,3700,-53.967537,14.513979,2.3978791,0.40774795,15.976106,-1.3732911e-06,37,667048,[-1.371 -0.733  0.031 -0.619  1.17 ],6.299999,15.926703,0.00015433304,1.427604,0.015433305,418.16,4.5607567,100,40.774796,9.588176,2.6075213,100.0,0.014276037,0.045607567,8.923738,7052.722,-57.13119822633605,6.2593474,2288.9713780879974
98.719955,26.935532,3800,-43.502182,14.716561,6.544008,0.16992061,10.430037,7.6293944e-08,38,707871,[-1.389 -0.694 -0.017 -0.625  1.189],6.200001,13.085098,2.537333e-05,1.3209867,0.0025373332,408.23,2.6465676,100,16.992062,11.2271,2.5902147,100.0,0.013209867,0.026465675,19.944462,3564.6257,-57.16007883347794,9.587694,2413.199726819992
98.713165,27.1421,3900,-50.95038,14.101961,119.37474,10.2457285,4412.6226,1.0681152e-06,39,747547,[-1.461 -0.766 -0.055 -0.666  1.171],6.0999985,14.736106,3.77421e-07,10.830984,3.7742102e-05,396.76,101.899345,100,1024.5729,232.19174,2.5834963,100.0,0.10830982,1.0189935,1.1171564,5473250.5,-56.901628251137836,0.02266226,2534.4777324199677
98.28624,38.517273,4000,-42.917297,14.070404,506.2403,50.890057,53797.66,1.9836425e-06,40,772503,[-1.449 -0.554 -0.083 -0.623  1.164],6.0,18.552767,2.0135271e-10,51.838734,2.0135271e-08,249.56,506.26,100,5089.006,838.05286,2.5389676,100.0,0.5183873,5.0626,1.0376043,70133340.0,-89.06268724343488,0.001858817,2610.4194543361664
98.38805,38.07312,4100,-41.860752,13.584544,2.8358417,0.6585508,14.661884,-8.392334e-07,41,799584,[-1.518 -0.669 -0.042 -0.747  1.12 ],5.8999977,18.169374,0.00013174143,1.5796758,0.013174143,270.81,6.677197,100,65.85508,8.178786,2.5780008,100.0,0.015796758,0.06677197,5.3002496,5833.614,-82.86229589572103,6.820406,2695.9862480163574
98.49994,28.510384,4200,-58.200157,13.012396,4.422844,0.43232012,12.214517,-9.3460085e-07,42,830031,[-1.571 -0.701 -0.025 -0.723  1.159],5.799999,18.164455,8.5964675e-05,1.3426077,0.008596468,304.47,4.4152517,100,43.232014,11.203021,2.5410154,100.0,0.013426077,0.044152517,8.464065,9119.908,-76.12640370115756,8.186979,2787.6663444042206
98.62938,30.1363,4300,-38.391666,13.204059,2.035132,0.211706,6.244045,9.155273e-07,43,864671,[-1.567 -0.716 -0.069 -0.697  1.122],5.699997,16.157635,0.0004217123,1.3430256,0.04217123,346.4,2.539906,100,21.1706,5.232913,2.5745993,100.0,0.0134302545,0.025399059,21.850428,1232.5168,-64.19126246740996,16.01526,2893.654934644699
98.585785,23.07195,4400,-56.223015,12.543654,10.754981,0.7262047,18.870274,2.7465821e-06,44,899752,[-1.625 -0.72  -0.047 -0.701  1.156],5.5999985,16.47976,9.158942e-05,1.8261018,0.009158942,350.81,7.646341,100,72.62047,18.89606,2.5877962,100.0,0.018261017,0.0764634,5.3957677,17732.963,-72.6567152554182,5.2993402,3002.956428050995
98.72914,39.58725,4500,-38.41481,12.9133005,22.085228,4.9019074,367.69446,-3.8146973e-06,45,941123,[-1.752 -0.807 -0.052 -0.713  1.169],5.5,13.727117,2.719242e-07,5.681556,2.719242e-05,413.71,48.75318,100,490.19077,47.388554,2.524979,100.0,0.056815557,0.48753172,1.3398938,222314.58,-56.02975199883836,0.27196494,3126.490086078644
98.73775,32.79245,4600,-53.501167,11.851522,2.086453,0.8804919,12.330767,2.8800964e-06,46,980609,[-1.831 -0.788 -0.083 -0.76   1.106],5.4000015,16.642275,0.00010139475,1.9182919,0.010139475,394.86,8.9817095,100,88.049194,8.348799,2.5215797,100.0,0.019182919,0.089817084,4.3625402,4374.7964,-51.77735483865271,8.109796,3251.277317762375
98.77455,29.880072,4700,-51.30307,11.654268,162.7478,20.355186,1858.7015,1.335144e-07,47,1022674,[-1.854 -0.85  -0.111 -0.737  1.103],5.299999,13.854919,2.6024645e-06,21.203642,0.00026024645,420.65,202.46931,100,2035.5187,236.47487,2.576667,100.0,0.21203648,2.024693,1.0848392,5510050.5,-47.41642603578654,0.053801,3382.7952134609222
98.708466,30.687057,4800,-57.141293,11.49396,886.9562,74.47731,18340.914,-8.392334e-07,48,1063275,[-1.891 -0.733 -0.087 -0.665  1.158],5.200001,16.264023,5.474927e-08,74.858345,5.474927e-06,406.01,741.0043,100,7447.731,1144.9084,2.525772,100.0,0.74858356,7.4100437,1.0102508,132386184.0,-59.18439228810653,0.005452291,3506.5666031837463
98.823074,27.046423,4900,-37.065933,11.64591,6.951336,0.9741451,46.96577,-1.8310546e-06,49,1110131,[-1.707 -0.787 -0.111 -0.6    1.107],5.1000023,11.646196,1.5099123e-05,1.8309807,0.0015099123,468.56,10.071347,100,97.41451,15.418625,2.494243,100.0,0.018309806,0.10071348,3.1994135,12446.258,-41.45178955026076,2.1292102,3654.1680936813354
98.75304,26.666565,5000,-42.429832,11.056886,-0.44660318,0.042200156,1.4648846,-7.8201293e-07,50,1151722,[-1.694 -0.765 -0.153 -0.629  1.076],5.0,12.527801,0.0013164077,0.93833494,0.13164078,415.91,0.731399,100,4.2200155,1.265192,2.479006,100.0,0.009383348,0.00731399,62.205875,156.64006,-51.357215549222495,68.26476,3774.5619950294495
98.79965,37.11508,5100,-34.246986,10.909963,140.64409,18.377825,1516.2032,-1.7547608e-06,51,1195533,[-1.753 -0.764 -0.162 -0.628  1.06 ],4.9000015,13.6669035,1.5323543e-06,19.233246,0.00015323544,438.11,182.78748,100,1837.7826,188.81755,2.531125,100.0,0.19233246,1.8278749,1.0950409,3565213.0,-43.888261244453304,0.065954216,3906.5954732894897
98.83478,27.056183,5200,-45.661865,10.627346,12.740103,1.6751226,63.156334,3.8146973e-07,52,1241796,[-1.779 -0.905 -0.179 -0.666  1.112],4.800003,11.247937,5.954962e-06,2.2574136,0.0005954962,462.63,16.632011,100,167.51227,24.836077,2.5385656,100.0,0.022574136,0.1663201,1.8088604,66273.55,-38.219401800748365,1.5833725,4038.5452315807343
98.78801,27.135761,5300,-50.15085,10.259564,1.1165214,0.36408642,7.0317383,-6.8664554e-07,53,1286431,[-1.751 -0.85  -0.116 -0.65   1.119],4.700001,12.927228,9.608279e-05,1.3317544,0.009608279,446.35,3.7518342,100,36.40864,5.549426,2.5698159,100.0,0.013317544,0.037518337,11.189838,2884.0845,-47.31141643959554,14.221234,4149.383010387421
98.81378,24.68688,5400,-47.627457,10.233579,12.275986,0.6607054,42.20239,1.3732911e-06,54,1332543,[-1.838 -0.869 -0.147 -0.666  1.15 ],4.6000023,12.833886,5.7064494e-06,1.8944546,0.000570645,461.12,8.763406,100,66.07054,22.589453,2.5819309,100.0,0.018944543,0.08763405,4.464643,20503.48,-42.93579699756399,2.369534,4263.635066986084
98.807724,21.2148,5500,-37.001915,10.385292,47.53197,3.6766393,362.01746,6.8664554e-07,55,1376820,[-1.922 -0.801 -0.122 -0.692  1.163],4.5,12.734632,5.825076e-07,5.006203,5.825076e-05,442.77,37.712814,100,367.66394,70.99952,2.5780084,100.0,0.05006203,0.3771281,1.7316216,390610.78,-42.56597921336583,0.27622977,4372.655658483505
98.842255,25.620262,5600,-47.322227,9.765832,0.8850286,0.090003066,3.5174837,-1.2207031e-06,56,1422300,[-1.928 -0.864 -0.045 -0.73   1.159],4.4000015,13.076012,0.00023652351,1.0119388,0.023652352,454.8,1.3576323,100,9.000307,3.8434496,2.5527346,100.0,0.010119388,0.013576321,35.715164,419.67636,-35.87200726142759,28.429415,4486.731854438782
98.8058,25.5511,5700,-37.309994,9.733092,0.12735951,0.05479737,2.3084857,1.6784668e-06,57,1466871,[-1.93  -0.937 -0.048 -0.76   1.134],4.299999,10.896782,0.0003190538,0.96905196,0.03190538,445.71,1.0147938,100,5.4797373,2.0169492,2.5287921,100.0,0.009690519,0.010147937,47.695515,193.51657,-43.276393286555795,43.31844,4598.4274344444275
98.87546,35.83497,5800,-48.641518,8.999544,17.55588,5.6692667,277.7892,-5.340576e-07,58,1514431,[-1.966 -0.927 -0.037 -0.769  1.109],4.200001,12.728549,1.9177862e-06,6.360437,0.00019177863,475.6,56.364117,100,566.9267,44.579502,2.5405416,100.0,0.06360438,0.5636412,1.2573985,200549.92,-29.617142523931353,0.35998517,4711.7238945961
98.86807,21.809488,5900,-40.720688,9.058859,-0.35057282,0.052159075,1.9507977,-1.5258789e-06,59,1561204,[-1.928 -0.869 -0.103 -0.718  1.121],4.0999985,10.859381,0.00025439422,1.0123621,0.025439424,467.73,0.95573926,100,5.2159076,1.5452597,2.5277548,100.0,0.010123622,0.009557392,52.874657,246.43188,-30.85430358622417,51.26108,4812.7433388233185
98.851746,24.32634,6000,-48.35771,8.499095,1.7029612,0.093961716,4.326789,-1.9073487e-07,60,1606957,[-1.977 -0.889 -0.126 -0.725  1.109],4.0,12.835201,8.342831e-05,1.2464215,0.008342831,457.53,2.0281758,100,9.396172,5.0559134,2.5019276,100.0,0.012464214,0.02028176,27.413956,961.649,-33.91619413633636,23.111828,4912.0874490737915
98.84874,25.430931,6100,-51.629925,8.036525,23.56924,1.1478864,129.23724,8.392334e-07,61,1654510,[-2.018 -0.845 -0.134 -0.678  1.083],3.9000015,13.243699,9.966467e-07,3.0131254,9.966467e-05,475.53,15.243052,100,114.78864,43.13398,2.4297884,100.0,0.030131249,0.1524305,3.7604866,100798.02,-35.964734792544135,0.77377075,5016.923381090164
98.87369,28.063904,6200,-30.248371,8.224916,13.373994,1.5079476,130.97885,1.1825562e-06,62,1703970,[-2.041 -0.819 -0.118 -0.667  1.011],3.7999992,10.269382,1.2459735e-06,2.2229397,0.00012459735,494.6,15.100433,100,150.79475,24.913343,2.370655,100.0,0.022229398,0.15100434,2.1211212,48628.996,-31.238641116910507,0.76348203,5124.47877407074
98.85103,24.222717,6300,-49.09359,7.134974,2.7698088,0.99018186,28.201109,1.8310546e-06,63,1752068,[-2.044 -0.805 -0.097 -0.703  0.951],3.7000008,10.94403,1.08844915e-05,1.7276202,0.0010884491,480.98,10.028536,100,99.01819,11.460146,2.34722,100.0,0.017276203,0.100285366,2.8821754,9792.497,-35.825701555317906,3.54596,5227.290910959244
98.835724,27.823652,6400,-41.909775,7.052996,-0.53767,0.06765256,2.889802,5.340576e-07,64,1800038,[-2.065 -0.799 -0.054 -0.71   0.928],3.5999985,9.444334,0.00017563874,1.1530901,0.017563874,479.7,1.2355071,100,6.7652564,1.8371359,2.324253,100.0,0.011530901,0.012355071,46.55367,497.73557,-39.400525019332584,34.604446,5329.575777769089
98.83763,17.62832,6500,-37.87567,6.8723645,-0.039790392,0.091819435,3.1795819,1.1444092e-06,65,1847158,[-2.09  -0.777 -0.039 -0.706  0.906],3.5,8.59675,0.0002705699,1.274669,0.02705699,471.2,1.7038078,100,9.181944,2.2114615,2.3052084,100.0,0.012746689,0.017038079,35.885017,235.69646,-38.25457405656485,31.450676,5422.774343252182
98.84396,21.862537,6600,-25.935558,6.973193,19.23379,5.6541862,791.8234,-8.392334e-07,66,1896354,[-2.097 -0.756 -0.048 -0.67   0.886],3.4000015,9.054748,9.693384e-09,6.132594,9.693384e-07,491.96,56.22987,100,565.41864,43.560787,2.2435985,100.0,0.06132594,0.56229866,1.17549,199104.95,-38.38137228663265,0.12629078,5512.709316253662
98.81958,22.57405,6700,-43.70527,5.947031,-0.8095732,0.042535286,1.7152488,3.8146973e-07,67,1943708,[-2.112 -0.741 -0.09  -0.683  0.824],3.2999992,10.415406,0.0009816407,1.0127766,0.09816407,473.54,0.7448872,100,4.2535286,1.0984168,2.2285087,100.0,0.010127767,0.0074488726,64.89522,128.02943,-42.71703481596225,58.30058,5594.054663658142
98.87103,35.23414,6800,-42.532387,5.7134743,-0.58657336,0.046324067,1.742077,-7.2479247e-07,68,1991774,[-2.105 -0.77  -0.083 -0.703  0.81 ],3.199997,11.187903,0.0017810237,1.0376952,0.17810237,480.66,0.79657686,100,4.6324067,1.2846781,2.2357824,100.0,0.010376952,0.007965768,62.92189,154.8769,-30.993522871216527,57.402744,5673.30734372139
98.86461,18.3698,6900,-45.895008,5.401089,0.78003216,0.3954795,13.283062,8.010864e-07,69,2039572,[-2.073 -0.777 -0.069 -0.718  0.817],3.0999985,9.844958,3.2561566e-05,1.1866088,0.0032561568,477.98,4.093234,100,39.54795,6.3556542,2.2104943,100.0,0.011866088,0.04093234,7.7524147,4634.963,-32.35764373473394,7.5283847,5755.049911260605
98.86145,24.914831,7000,-39.684372,5.308671,13.552723,4.2109766,85.36209,6.1035155e-07,70,2087619,[-2.09  -0.751 -0.041 -0.721  0.791],3.0,8.455764,2.0365736e-05,5.2207527,0.0020365736,480.47,42.091736,100,421.09766,25.774399,2.2191846,100.0,0.052207526,0.4209174,1.5151032,53847.004,-33.28479133390453,1.1714802,5834.684618234634
98.82875,30.23425,7100,-43.11606,4.9984283,230.56667,27.677362,11083.341,1.335144e-07,71,2133230,[-2.03  -0.801 -0.024 -0.787  0.8  ],2.8999977,11.040528,2.3030493e-08,27.835182,2.3030493e-06,456.11,275.37094,100,2767.7363,381.8716,2.210827,100.0,0.27835178,2.753709,1.0114326,14587658.0,-39.05293917231185,0.009022551,5913.126537799835
