TimestepsSoFar,MeanIWNorm,EpThisIter,EpisodesSoFar,InitialReturnMax,InitialReturnStd,ESSRenyi,MaxIWNorm,ESSClassic,MeanEntropy,EntropyCoefficient,MaxIW,MeanIW,ReturnMeanIW,ReturnStepMaxmin,EmpiricalD2,MinIWNorm,Iteration,Bound,MinIW,StdIW,InitialReturnMean,TimeElapsed,StdIWNorm,EpRewMean,EpLenMean,ReturnStepMax,InitialBound,Weights,InitialReturnMin,J_sample_variance
1494238,0.010495234,100,7200,36.79851,12.752384,63.413044,0.041492835,64.69248,1.5449119,1.3999996,4.1492834,1.0495235,1.0183606,98.81067,1.5769626,0.00171239,72,-0.95402503,0.171239,0.775352,-9.155273e-07,4813.113253355026,0.007753519,-40.2166243047864,424.82,100.0,0.5769255,[-0.885 -0.303 -0.048 -0.313  0.115],-47.119686,235.28946
1537952,0.009120371,100,7300,32.96586,12.122802,64.18056,0.052886114,61.761883,1.5548828,1.3499985,5.2886114,0.9120371,1.2274837,98.81642,1.5581043,0.0021021878,73,-0.7112317,0.21021879,0.7176299,6.67572e-07,4909.391956567764,0.007176298,-40.12637831045588,437.14,100.0,0.53247094,[-0.887 -0.31  -0.055 -0.313  0.126],-46.594757,202.533
1582197,0.010871589,100,7400,25.90915,12.124148,57.29754,0.04148681,60.546574,1.549965,1.2999992,4.148681,1.0871589,1.3345358,98.84735,1.7452756,0.0015442969,74,-0.75314355,0.15442969,0.8775878,-6.1035155e-07,5010.861897230148,0.008775879,-33.770444987272505,442.45,100.0,0.441074,[-0.908 -0.315 -0.06  -0.316  0.136],-47.408154,238.03914
1627516,0.010741984,100,7500,17.88317,10.897765,45.299164,0.07903179,39.892323,1.5357814,1.25,7.9031787,1.0741982,1.7964656,98.859604,2.2075462,0.0005547329,75,-0.024485826,0.055473294,1.3185748,1.14440915e-07,5112.187238931656,0.013185748,-31.814100859157,453.19,100.0,0.71187127,[-0.897 -0.328 -0.065 -0.322  0.131],-36.76755,125.995995
1674295,0.009477279,100,7600,18.758297,10.524021,71.784355,0.024527783,75.21696,1.5359795,1.1999989,2.4527783,0.947728,0.88175416,98.89136,1.3930612,0.0022126008,76,-0.6231482,0.22126009,0.5440053,-4.196167e-07,5215.138845682144,0.005440052,-25.412576575303163,467.79,100.0,0.5678972,[-0.882 -0.317 -0.065 -0.308  0.117],-38.25115,143.99637
1717840,0.012065625,100,7700,27.884323,12.590533,15.310581,0.19356258,14.50226,1.4928739,1.1499996,19.356258,1.2065625,4.971774,98.85852,6.5314307,8.407491e-05,77,1.8010876,0.008407491,2.9296067,-1.707077e-06,5309.772166967392,0.029296067,-30.804945217598874,435.45,100.0,0.52572465,[-0.882 -0.316 -0.065 -0.316  0.117],-37.219486,678.9631
1762810,0.123887606,100,7800,24.260397,11.662391,0.07542568,11.490129,1.1610951,1.5618726,1.1000004,1149.013,12.388759,159.39685,98.85149,1325.8085,1.0184795e-05,78,103.3922,0.0010184796,114.30305,-6.1035155e-07,5401.02353644371,1.1430305,-33.39202190170323,449.7,100.0,0.104064226,[-0.876 -0.323 -0.058 -0.317  0.074],-46.142902,2556587.2
1805365,0.17518505,100,7900,34.563114,13.541947,0.0451925,16.961637,1.0665724,1.5195314,1.0499992,1696.1637,17.518507,253.15753,98.827484,2212.7566,1.1720279e-09,79,172.64691,1.17202795e-07,168.72269,8.392334e-07,5480.946848392487,1.6872269,-36.7063912133217,425.55,100.0,-0.071570754,[-0.9   -0.312 -0.071 -0.317  0.143],-51.346115,6334693.0
1852777,0.011515374,100,8000,24.883766,10.375842,7.9672966,0.3376761,8.469671,1.5232766,1.0,33.767612,1.1515377,8.425675,98.894455,12.551309,0.0001277604,80,4.6816616,0.0127760405,3.7855356,-8.201599e-07,5563.019917964935,0.037855357,-25.02191758863756,474.12,100.0,0.46273053,[-0.879 -0.305 -0.079 -0.278  0.101],-31.70401,3282.3984
1896385,0.014831991,100,8100,29.481218,12.41259,5.230132,0.37802103,10.624095,1.5396982,0.95000076,37.802105,1.4831991,10.370784,98.83577,19.119976,4.042396e-05,81,4.4147635,0.0040423963,4.3019333,8.583069e-08,5636.6273539066315,0.043019336,-35.80977124707283,436.08,100.0,0.0850029,[-0.851 -0.299 -0.067 -0.294  0.104],-40.86333,5468.0083
1941660,0.00966904,100,8200,27.012787,13.005528,82.38426,0.022053126,86.56405,1.5431658,0.8999996,2.2053127,0.96690404,0.6310093,98.85869,1.213824,0.0032231172,82,-1.2413723,0.32231173,0.3809332,2.0217894e-06,5712.847168922424,0.003809332,-31.98819687329754,452.75,100.0,-0.3137517,[-0.871 -0.301 -0.052 -0.291  0.121],-50.98445,150.80936
1987880,0.012963228,100,8300,29.5496,11.928553,6.9871316,0.3289929,8.702646,1.563647,0.8500004,32.899292,1.296323,8.503964,98.88866,14.312025,0.00019010245,83,3.5138192,0.019010246,4.198717,-4.959106e-07,5789.795718669891,0.04198717,-25.732959105891155,462.2,100.0,-0.007363081,[-0.868 -0.314 -0.052 -0.297  0.124],-39.571625,4186.4067
2034545,0.009184495,100,8400,22.052382,12.910196,18.395687,0.21532267,13.700892,1.5587485,0.80000114,21.532269,0.9184496,3.4363668,98.8954,5.4360566,0.0001548308,84,0.04215145,0.015483081,2.3050697,-9.918213e-07,5867.266919851303,0.023050694,-24.406018027956197,466.65,100.0,-0.20486724,[-0.872 -0.315 -0.035 -0.295  0.145],-43.67357,1335.9749
2083770,0.009996141,100,8500,21.931915,8.779065,71.616745,0.03535445,75.11178,1.568408,0.75,3.5354452,0.9996141,0.6771321,98.925934,1.3963214,0.0027184363,85,-0.6121969,0.27184364,0.575407,1.1444092e-06,5949.406745672226,0.005754071,-18.22920314664196,492.25,100.0,0.077946186,[-0.885 -0.299 -0.023 -0.285  0.14 ],-32.73349,88.18851
2131118,0.09603372,100,8600,24.840557,10.298862,0.020179456,9.048091,1.1258875,1.5871248,0.70000076,904.80914,9.603375,183.50648,98.87378,4955.535,4.7914307e-07,86,113.17789,4.7914305e-05,89.99485,1.411438e-06,6026.686949253082,0.8999484,-29.88319887887767,473.48,100.0,0.09883946,[-0.889 -0.296 -0.018 -0.281  0.15 ],-29.971462,3372497.8
2179315,0.009344027,100,8700,20.556385,9.252615,34.715363,0.06451317,43.620888,1.5594018,0.6499996,6.451317,0.9344028,1.9698162,98.907196,2.8805692,0.00025441285,87,0.41968226,0.025441287,1.0622971,-8.392334e-07,6108.713836431503,0.010622972,-22.362631848339817,481.97,100.0,0.11829448,[-0.855 -0.349 -0.001 -0.326  0.168],-27.400047,193.9882
2227984,0.020207271,100,8800,18.22985,10.247507,0.90567404,1.4426564,1.9246956,1.5312625,0.6000004,144.26564,2.020727,28.692165,98.90393,110.415,8.9051144e-07,88,16.495884,8.9051144e-05,14.424688,1.0681152e-06,6190.637757778168,0.14424689,-23.37888537000179,486.69,100.0,-0.22503984,[-0.875 -0.352 -0.002 -0.322  0.141],-34.820473,69349.336
2274596,0.016883384,100,8900,27.4982,12.568129,3.34511,0.97234905,2.923276,1.5332025,0.55000114,97.23491,1.6883383,14.571965,98.93141,29.894384,5.6991645e-05,89,4.716223,0.0056991647,9.729312,-2.2888183e-07,6267.066075086594,0.097293116,-15.985710514355796,466.12,100.0,-0.96038395,[-0.823 -0.334 -0.012 -0.327  0.112],-54.077396,20889.572
2321193,0.011347826,100,9000,25.255514,12.0404215,40.109707,0.1512793,27.10894,1.5466809,0.5,15.127931,1.1347824,2.4581008,98.90614,2.4931622,0.00047510458,90,-0.561697,0.04751046,1.8607733,9.918213e-07,6346.98560833931,0.018607734,-21.866586367383025,465.97,100.0,-1.1459029,[-0.796 -0.346 -0.024 -0.315  0.114],-57.375156,321.424
2369303,0.010520906,100,9100,19.074104,8.133338,12.913048,0.27706954,10.186992,1.5312893,0.45000076,27.706953,1.0520906,2.8140435,98.913574,7.7441053,6.1443214e-05,91,1.0447147,0.0061443215,3.12392,1.0204316e-06,6426.470139026642,0.031239199,-20.79069867114056,481.1,100.0,0.060205042,[-0.818 -0.36  -0.031 -0.32   0.128],-18.848043,307.81787
2417535,0.08018423,100,9200,20.194164,10.117031,0.48631117,7.086043,1.2762319,1.5587983,0.39999962,708.6043,8.018424,27.323313,98.89813,205.62965,2.0169704e-05,92,11.4750805,0.0020169704,70.5237,-1.3923645e-06,6505.367422103882,0.705237,-24.564874711423386,482.32,100.0,-0.49267894,[-0.8   -0.376 -0.021 -0.313  0.112],-33.155777,47035.48
2466199,0.015710518,100,9300,21.592724,9.83274,4.0298114,0.31910852,10.049978,1.5501513,0.35000038,31.910852,1.571052,11.342082,98.893326,24.815056,5.109792e-06,93,5.261033,0.0005109792,4.7001157,1.0681152e-06,6585.456326007843,0.047001157,-25.95775006797494,486.64,100.0,-0.6751524,[-0.791 -0.411 -0.04  -0.323  0.14 ],-36.622005,4826.081
2514555,0.024624687,100,9400,20.300497,9.851685,0.5701451,1.75531,1.9258089,1.5338411,0.30000114,175.531,2.4624689,32.93985,98.90137,175.39395,5.852829e-07,94,18.84031,5.852829e-05,17.572823,-1.5258789e-07,6667.829860925674,0.17572822,-23.846785590763684,483.56,100.0,-0.5995802,[-0.758 -0.453 -0.025 -0.355  0.131],-31.938822,109161.96
2558155,0.027058369,100,9500,27.495895,12.997428,1.1325853,2.206879,1.4948794,1.514951,0.25,220.6879,2.7058365,36.4799,98.86505,88.29357,2.7033595e-06,95,23.668459,0.00027033596,21.964828,1.7929077e-06,6738.656190872192,0.21964829,-29.41879115547667,436.0,100.0,-0.9799702,[-0.724 -0.469 -0.006 -0.387  0.115],-40.902954,133267.64
2606215,0.012077441,100,9600,21.33965,8.931406,16.671322,0.13217954,25.944073,1.5343319,0.19999886,13.217955,1.2077442,3.7927809,98.936966,5.9983244,0.00022703176,96,1.3660591,0.022703176,2.0404963,-4.196167e-07,6817.051717042923,0.020404963,-15.147992328110963,480.6,100.0,-0.6878555,[-0.656 -0.474  0.009 -0.376  0.096],-29.725304,1046.2008
2654415,0.046199545,100,9700,16.334343,8.853871,0.6618625,3.3088098,1.9073232,1.4960403,0.14999962,330.88098,4.619954,25.318783,98.88933,151.08879,7.1257296e-07,97,14.362235,7.1257295e-05,33.131706,7.05719e-07,6896.134420633316,0.33131707,-26.672665777879573,482.0,100.0,-0.661219,[-0.677 -0.486  0.006 -0.369  0.115],-26.741076,45963.47
2702301,0.016838,100,9800,25.8723,10.490513,5.7008142,0.959734,2.9897082,1.483241,0.10000038,95.973404,1.6838001,7.605193,98.89841,17.541353,3.307937e-05,98,3.0097022,0.003307937,9.591467,9.155273e-07,6976.167815685272,0.095914654,-24.323081718394125,478.86,100.0,-0.9476312,[-0.696 -0.511 -0.003 -0.403  0.077],-32.9171,4434.1064
2743267,0.06230661,100,9900,30.414173,16.94643,0.1379952,5.6390805,1.2194891,1.4530725,0.049999237,563.9081,6.230661,112.13131,98.82222,724.6629,2.4275027e-07,99,65.98058,2.4275028e-05,56.076496,-1.2207031e-06,7041.528238296509,0.5607649,-36.41328132834009,409.66,100.0,-1.6402341,[-0.655 -0.492 -0.01  -0.402  0.064],-51.43181,1380644.5
2782451,0.018822039,100,10000,23.429768,15.464158,6.69943,0.64347345,6.654682,1.4724907,,64.34734,1.8822039,11.100727,98.75348,14.926643,2.1542282e-05,100,4.787705,0.0021542283,7.049353,1.3732911e-06,7107.441579818726,0.070493534,-48.29859121852224,391.84,100.0,-1.6340141,[-0.683 -0.47   0.006 -0.414  0.034],-49.02047,6264.427
2819010,0.00946803,100,10100,30.233421,15.810263,31.676937,0.07913541,38.23757,1.4667858,,7.9135413,0.94680303,4.464956,98.671524,3.1568708,0.00030566726,101,1.7047994,0.030566726,1.2033076,7.2479247e-07,7167.4429523944855,0.012033076,-60.043014420756336,365.59,100.0,-1.5534779,[-0.662 -0.443 -0.005 -0.393  0.053],-46.60436,515.9668
2859612,0.017719649,100,10200,26.921375,14.640678,1.7015485,0.7587207,4.5282326,1.4544178,,75.87207,1.771965,25.020351,98.795044,58.769997,1.9686284e-05,102,12.767307,0.0019686285,8.136325,,7234.170475721359,0.08136324,-41.60856968343777,406.02,100.0,-1.598329,[-0.667 -0.452 -0.008 -0.383  0.048],-47.949867,42618.047
2907626,0.018154785,100,10300,20.172304,10.608727,2.0454397,0.9514474,3.2639952,1.4726566,,95.144745,1.8154783,15.84325,98.91316,48.889244,2.1443406e-05,103,7.4746933,0.0021443407,9.883492,9.536743e-08,7307.987106084824,0.09883491,-20.846553509375816,480.14,100.0,-1.1968616,[-0.675 -0.468 -0.021 -0.367  0.036],-35.905846,15199.332
2952022,0.04411798,100,10400,25.253378,13.76524,1.1185085,3.4350214,1.6224582,1.4286195,,343.50214,4.411798,31.799774,98.8855,89.40478,7.1347254e-06,104,14.813211,0.00071347255,34.353962,-6.1035155e-07,7367.254515171051,0.34353963,-25.416866123903965,443.96,100.0,-1.7964923,[-0.67  -0.446 -0.009 -0.375  0.054],-53.894745,90654.46
2998306,0.010349398,100,10500,21.409224,12.27379,54.973557,0.05422797,58.28918,1.417743,,5.422797,1.0349399,1.38833,98.90552,1.8190564,0.0012114756,105,-0.81746197,0.121147566,0.87547874,1.9073487e-07,7428.455048561096,0.008754787,-21.86659834819596,462.84,100.0,-1.6354659,[-0.698 -0.443  0.006 -0.379  0.01 ],-49.063972,239.86748
3043296,0.009717909,100,10600,20.874634,9.79902,94.776764,0.01595369,95.80773,1.4196997,,1.5953691,0.971791,0.1844038,98.88234,1.0551109,0.0052853683,106,-1.3960949,0.52853686,0.20328134,4.5776366e-07,7489.312116146088,0.0020328134,-26.466331162812953,449.9,100.0,-1.5386684,[-0.707 -0.451  0.01  -0.39  -0.001],-46.160057,96.088104
3088127,0.0093912445,100,10700,24.96899,12.028589,52.4475,0.056150753,57.685696,1.4268479,,5.6150756,0.93912446,1.1925626,98.87633,1.9066687,0.00084932614,107,-0.4347762,0.08493262,0.8043268,-6.4849854e-07,7549.102167844772,0.008043268,-27.721500029391258,448.31,100.0,-1.17853,[-7.105e-01 -4.475e-01  1.190e-02 -3.889e-01  5.450e-04],-35.355877,170.4949
3135438,0.0759859,100,10800,31.217136,9.380084,0.7545534,6.05562,1.5305127,1.4362576,,605.562,7.5985894,34.89599,98.8983,132.52873,8.2649177e-07,108,22.916817,8.264918e-05,60.94883,-7.2479247e-07,7613.84886598587,0.60948825,-24.059425620960543,473.11,100.0,-1.0405719,[-0.707 -0.444  0.012 -0.377  0.008],-28.539757,102745.87
3181839,0.010220742,100,10900,17.447151,10.072577,78.88437,0.030439846,80.72265,1.4328715,,3.0439847,1.0220742,0.7370703,98.91222,1.2676783,0.0021257182,109,-0.8579395,0.21257181,0.49946883,-6.67572e-08,7677.139331817627,0.004994688,-20.364993016170914,464.01,100.0,-1.4166379,[-0.729 -0.412 -0.008 -0.363  0.017],-42.499134,78.36582
3229510,0.010000458,100,11000,21.830135,10.600334,100.0,0.010001527,100.00001,1.4328715,,1.0001527,1.0000459,5.620718e-05,98.94298,1.0,0.00999951,110,-1.7054944,0.999951,3.868576e-05,9.536743e-07,7741.848145246506,3.868287e-07,-13.589945508403545,476.71,100.0,-1.7055496,[-0.734 -0.42  -0.007 -0.363  0.014],-51.166515,113.50964
3276522,0.016739333,100,11100,21.570847,9.747776,6.8681917,0.43139642,10.501775,1.4433168,,43.139645,1.6739331,7.3154726,98.89621,14.559873,5.3320506e-05,111,2.6381369,0.005332051,4.8866806,-4.959106e-07,7804.060986995697,0.04886681,-24.39621567828911,470.12,100.0,-1.2258011,[-0.734 -0.42  -0.007 -0.363  0.014],-36.774014,3049.4292
3319856,0.07270614,100,11200,29.61926,13.097524,0.118409395,6.6185946,1.2006799,1.4411869,,661.8595,7.270615,90.13698,98.875,844.5276,2.12694e-06,112,45.482845,0.000212694,65.952995,7.6293946e-07,7861.871375322342,0.6595299,-27.084020446418773,433.34,100.0,-1.5365777,[-0.736 -0.421 -0.02  -0.374  0.024],-46.097355,800421.0
3368451,0.32926872,100,11300,15.859759,8.762128,0.0037114518,32.18239,1.046628,1.4993595,,3218.239,32.926876,474.3233,98.93555,26943.635,1.0046914e-06,113,338.51672,0.000100469144,320.1619,3.0517577e-07,7929.487836837769,3.2016187,-15.662309576716929,485.95,100.0,-0.8273561,[-0.716 -0.44  -0.003 -0.359  0.022],-24.820694,22125606.0
3415764,0.010524724,100,11400,26.362846,10.692935,11.80637,0.1579117,19.619698,1.4921908,,15.79117,1.0524724,4.563843,98.90289,8.470004,1.1533195e-05,114,1.787324,0.0011533195,2.1302931,-1.14440915e-07,7992.789044618607,0.021302931,-22.972892274220758,473.13,100.0,-0.9540229,[-0.735 -0.385  0.008 -0.334  0.081],-28.620686,783.50665
3461141,0.010298749,100,11500,25.66352,12.389383,9.264146,0.3200389,8.806721,1.4822489,,32.00389,1.0298749,5.66665,98.88107,10.794303,5.335642e-05,115,0.5781126,0.005335642,3.314048,1.0299683e-06,8053.844948291779,0.03314048,-26.98223628754428,453.77,100.0,-1.5488003,[-0.733 -0.393 -0.003 -0.35   0.073],-46.464035,4036.5916
3507829,0.046581376,100,11600,18.197376,9.583314,0.18747702,4.2899375,1.1782306,1.4435369,,428.99377,4.6581383,52.91854,98.92148,533.3987,9.688574e-08,116,33.25409,9.688574e-06,42.66026,4.5776366e-07,8118.731366157532,0.42660263,-18.329914457376287,466.88,100.0,-0.8514433,[-0.741 -0.375 -0.02  -0.341  0.063],-25.543304,292369.22
3556291,0.015066398,100,11700,21.02414,10.280701,4.089854,0.5514901,6.017307,1.4179256,,55.149014,1.5066397,14.643905,98.91585,24.450752,1.3007447e-05,117,6.685345,0.0013007447,5.954322,6.67572e-08,8185.186954021454,0.059543215,-20.38919292240157,484.62,100.0,-1.6094902,[-0.769 -0.418 -0.006 -0.358  0.025],-48.284706,12365.884
3605297,0.011376606,100,11800,22.944633,9.748505,24.89705,0.13821356,27.735245,1.4433175,,13.821357,1.1376606,5.198369,98.90059,4.01654,0.0002345791,118,3.1891062,0.02345791,1.8363693,7.6293944e-08,8250.784138441086,0.018363694,-24.357367577602545,490.06,100.0,-1.0025606,[-0.785 -0.412 -0.011 -0.335 -0.001],-30.076824,1433.4746
3654870,0.01079487,100,11900,20.824905,8.312605,50.13037,0.045731593,54.633625,1.4608964,,4.573159,1.0794871,1.8387346,98.933,1.9947988,0.0018181467,119,0.4682995,0.18181467,0.98368156,4.386902e-07,8319.070970058441,0.009836814,-16.606831799549756,495.73,100.0,-0.9703061,[-0.803 -0.397 -0.017 -0.332  0.024],-29.109194,166.20813
3704086,0.10608792,100,12000,25.162249,10.74944,0.20552258,9.031491,1.3549793,1.4850342,,903.1491,10.608792,71.848145,98.912766,486.56454,1.6096317e-05,120,44.185,0.0016096318,90.518486,-6.1035155e-07,8385.346269607544,0.90518486,-21.465277674980662,492.16,100.0,-1.2540982,[-0.788 -0.411 -0.017 -0.338  0.042],-37.622925,337180.22
3752865,0.008707884,100,12100,22.878555,8.896939,39.12393,0.04769165,49.764572,1.4902445,,4.769165,0.8707884,1.698276,98.93164,2.5559804,0.0011089438,121,0.47904468,0.11089438,0.87489843,-8.106232e-07,8452.076247215271,0.008748983,-16.674299661850085,487.79,100.0,-0.7626195,[-0.834 -0.363 -0.025 -0.331  0.066],-19.727253,140.35498
3798311,0.011951547,100,12200,25.430069,11.187805,18.939259,0.15235727,20.146112,1.4646254,,15.235726,1.1951548,4.912784,98.87439,5.280038,0.0001537958,122,1.4061599,0.015379581,2.3794498,1.1062622e-06,8513.09173464775,0.023794498,-28.543104660897953,454.46,100.0,-1.5260558,[-0.825 -0.36  -0.028 -0.34   0.071],-45.7817,1646.5126
3844495,0.012253381,100,12300,26.643627,12.355529,5.584008,0.34622213,9.332719,1.452957,,34.622215,1.2253382,11.408592,98.89169,17.908283,1.8382494e-05,123,4.6991963,0.0018382494,3.819242,-5.722046e-07,8576.265721082687,0.038192417,-25.009489351945355,461.84,100.0,-1.5854647,[-0.811 -0.372 -0.037 -0.339  0.045],-47.563923,8819.35
3893871,0.0110524185,100,12400,25.125038,9.4689045,5.1138806,0.27888533,8.039898,1.4695793,,27.888533,1.1052419,7.771303,98.928604,19.55462,1.3525747e-05,124,4.0678215,0.0013525747,3.7379353,-7.2479247e-07,8642.656750202179,0.037379354,-17.625659569033157,493.76,100.0,-0.837502,[-0.813 -0.374 -0.037 -0.317  0.034],-21.576675,2356.2104
3941296,0.009660459,100,12500,19.538786,10.92606,71.61924,0.02923888,78.98251,1.4581586,,2.923888,0.966046,1.04082,98.91478,1.3962729,0.0019981908,125,-0.55593634,0.19981907,0.4983366,4.863739e-07,8705.320999622345,0.004983366,-20.20968179479933,474.25,100.0,-1.3513049,[-0.814 -0.375 -0.052 -0.326  0.051],-40.53916,127.56044
3989911,1.0514214,100,12600,20.812946,8.492592,0.0020553789,105.00019,1.0027053,1.3682197,,10500.02,105.14215,696.19336,98.91957,48652.83,6.2885197e-10,126,499.73712,6.28852e-08,1044.7247,7.6293944e-08,8770.389508485794,10.4472475,-19.549181911236055,486.15,100.0,-0.8906597,[-0.83  -0.378 -0.052 -0.329  0.039],-26.719791,48354228.0
4039276,0.017596697,100,12700,18.18946,9.616949,3.325534,0.5900507,6.6230893,1.3309911,,59.00507,1.7596698,8.223604,98.92206,30.070358,1.9732523e-05,127,3.5893102,0.0019732523,6.607248,1.4877319e-06,8836.466631650925,0.06607247,-19.237880467095756,493.65,100.0,-0.8451108,[-0.769 -0.389 -0.05  -0.315 -0.051],-25.35336,3125.5596
4086170,0.009545198,100,12800,18.262096,10.389494,59.12273,0.038124576,69.0581,1.3484273,,3.8124576,0.9545198,1.9081992,98.91257,1.6913968,0.002669179,128,-0.19749844,0.2669179,0.63892686,-9.536743e-08,8897.997600793839,0.006389268,-20.499826160771928,468.94,100.0,-1.6190984,[-0.759 -0.387 -0.061 -0.32  -0.088],-48.57295,116.711334
4134047,0.011372031,100,12900,21.66024,9.6296,29.905401,0.13713335,22.079372,1.3417515,,13.713334,1.1372032,2.2318215,98.90549,3.3438776,0.00045551485,129,0.26531196,0.045551486,2.1363428,-7.6293946e-07,8961.797801733017,0.021363428,-22.624853817393326,478.77,100.0,-1.075403,[-0.771 -0.379 -0.062 -0.316 -0.071],-32.262062,413.55795
4181599,0.009435701,100,13000,33.544876,11.836847,72.39325,0.036994122,72.479,1.3485581,,3.699412,0.94357026,1.118131,98.905106,1.3813443,0.00225207,130,-1.0168322,0.225207,0.58143383,1.1444092e-06,9024.536204576492,0.0058143386,-22.5631057874888,475.52,100.0,-1.8165159,[-0.794 -0.366 -0.058 -0.316 -0.077],-54.495506,215.49658
4228756,0.02887604,100,13100,21.524837,9.527322,1.1753638,1.4798548,2.5729263,1.3544465,,147.98549,2.8876038,18.056046,98.92465,85.08004,5.314174e-05,131,8.867122,0.005314174,17.769033,1.411438e-06,9087.76693201065,0.17769031,-17.766677777860703,471.57,100.0,-0.9962085,[-0.778 -0.365 -0.054 -0.317 -0.07 ],-29.886293,21482.01
4278439,0.009919946,100,13200,18.735899,9.341369,8.829016,0.15038788,14.442732,1.3552363,,15.038789,0.9919946,5.0050044,98.92618,11.326291,0.00010928483,132,2.6090324,0.010928484,2.4144213,4.2915343e-07,9153.034860372543,0.024144212,-18.337366196396736,496.83,100.0,-0.7119306,[-0.773 -0.372 -0.063 -0.298 -0.065],-21.35793,896.4331
4324816,0.04496132,100,13300,23.817936,11.257717,0.29229134,3.3179388,1.7136134,1.3017431,,331.79388,4.4961314,53.170277,98.8923,342.1244,1.17953064e-07,133,26.187965,1.1795307e-05,34.050957,7.2479247e-07,9214.884750127792,0.34050956,-24.973436408394814,463.77,100.0,-1.4587705,[-0.773 -0.374 -0.062 -0.317 -0.064],-43.76313,287570.4
4371252,0.01064224,100,13400,18.99623,8.799613,25.825216,0.120452784,26.415525,1.2863195,,12.045279,1.0642241,3.6293118,98.88153,3.8721845,0.0003399638,134,1.7148393,0.03399638,1.7762194,-2.2888183e-07,9276.15063905716,0.017762193,-27.507012759699734,464.36,100.0,-0.9729067,[-0.805 -0.354 -0.063 -0.326 -0.117],-29.187193,349.41016
4419409,0.009597283,100,13500,27.786293,9.851643,70.30451,0.032852344,75.92688,1.279296,,3.2852345,0.9597283,1.0556037,98.924805,1.4223838,0.0022308517,135,-0.7052865,0.22308517,0.5404018,-1.2207031e-06,9340.19424033165,0.005404018,-18.10545321435706,481.57,100.0,-1.4764689,[-0.802 -0.362 -0.053 -0.33  -0.133],-44.294025,77.08303
4467394,0.014620926,100,13600,37.878456,10.216439,5.776089,0.47956747,7.595466,1.2917454,,47.95675,1.4620926,7.646236,98.91882,17.312752,2.4879862e-05,136,1.9477072,0.0024879863,5.099696,-7.9154967e-07,9404.086837768555,0.050996955,-19.474809344157727,479.85,100.0,-1.3695564,[-0.806 -0.357 -0.053 -0.322 -0.14 ],-41.08667,4328.195
4515713,0.015437867,100,13700,17.284403,8.814874,13.922826,0.24395911,16.383902,1.3057218,,24.395912,1.5437868,3.6860802,98.91145,7.18245,7.570448e-05,137,1.0200992,0.0075704483,3.4875748,-6.8664554e-07,9468.346455335617,0.034875747,-21.3940756157179,483.19,100.0,-0.99476635,[-0.81  -0.374 -0.065 -0.329 -0.127],-29.842966,915.95526
4563772,0.063651316,100,13800,27.127321,10.662467,0.5522046,5.7105885,1.2398536,1.2932123,,571.05884,6.3651323,96.7822,98.90907,181.0923,1.1064683e-06,138,74.412315,0.00011064683,56.80848,-7.6293946e-07,9533.671807527542,0.5680848,-21.849878624740715,480.59,100.0,-1.6623179,[-0.808 -0.368 -0.054 -0.333 -0.113],-49.86951,923393.7
4607719,0.04510081,100,13900,21.154545,12.884451,2.1899142,3.0989063,2.036344,1.2812353,,309.89062,4.5100803,28.467768,98.86241,45.663887,5.2625983e-06,139,17.722078,0.0005262598,31.281765,7.6293944e-08,9591.182829141617,0.3128176,-30.233464148100374,439.47,100.0,-1.5901853,[-0.79  -0.336 -0.062 -0.331 -0.126],-47.705566,80502.336
4642293,0.011386468,100,14000,30.369267,16.993134,12.469011,0.28112438,12.804254,1.2702597,,28.11244,1.1386468,8.261208,98.66411,8.019882,8.395472e-05,140,3.7210479,0.008395473,2.9713893,-1.1062622e-06,9638.515524148941,0.029713891,-58.06524974999528,345.74,100.0,-1.6031994,[-0.775 -0.31  -0.06  -0.334 -0.138],-48.09594,2753.6648
4680862,0.020159991,100,14100,32.463516,16.621422,2.249806,0.550079,7.524542,1.2726644,,55.0079,2.015999,28.25,98.7522,44.448277,6.1650817e-06,141,16.0223,0.0006165082,7.067464,,9689.60415649414,0.070674635,-47.78669125418889,385.69,100.0,-1.8340762,[-0.78  -0.334 -0.058 -0.337 -0.149],-55.022278,25682.398
4725897,0.01254452,100,14200,20.560715,11.564237,13.785788,0.35050455,8.755415,1.2558445,,35.050457,1.2544521,6.342636,98.87663,7.2538476,0.000117790194,142,1.4104419,0.01177902,4.049666,6.1035155e-07,9749.34945178032,0.040496662,-27.779125951979733,450.35,100.0,-1.8312849,[-0.785 -0.363 -0.044 -0.349 -0.146],-54.938553,1253.0062
4773670,0.01902761,100,14300,16.660357,9.363261,3.6891203,0.49386367,7.6179037,1.2578157,,49.386368,1.902761,13.866056,98.927704,27.106733,1.9089928e-05,143,7.6437845,0.0019089929,6.6261363,1.2016296e-06,9812.481516122818,0.066261366,-17.26882329633547,477.73,100.0,-1.1951158,[-0.773 -0.374 -0.032 -0.353 -0.163],-35.853508,9020.382
4813260,0.0114235245,100,14400,24.852655,16.296453,47.273724,0.11569851,40.36935,1.2551374,,11.569851,1.1423525,3.7634325,98.748474,2.11534,0.001241933,144,1.1445398,0.1241933,1.3883821,4.5776366e-07,9865.199570655823,0.013883821,-49.79039925854948,395.9,100.0,-1.8006424,[-0.769 -0.39  -0.028 -0.379 -0.161],-54.019287,573.9592
