AvgDiscRet,AvgEpLen,ESSRenyi,VarJ,AvgVanillaIw,eRenyi2,J,MinNormIw,VarNormIw,MaxNormIw,MinVanillaIw,ESSClassic,VarRet,VarVanillaIw,VarDiscRet,MaxVanillaIw,BatchSize,AvgRet,AvgNormIw,Bound
34.07641874443197,4.41,6.49076774553132,70.84828,0.7888394,15.406498,68.5112,1.0976476e-23,0.0037687588,0.5881048,8.658677e-22,2.610236119700204,256.62887337303863,23.451761,256.62887337303863,46.39202,100,34.07641874443197,0.010000003,38.79111
53.86624526172043,6.39,99.99986886995345,259.6328,0.616816,1.0000013,163.32251,,0.006547289,0.7976057,,1.5193379176774793,1104.4596026982827,24.90993,1104.4596026982827,49.197594,100,53.86624526172043,0.01,147.33781
115.13763860498932,12.52,11.351100966164696,318.3189,1.7928133,8.809718,281.738,3.211732e-07,0.0026519934,0.5077947,5.7580357e-05,3.669088174435688,8050.96647461046,85.23981,8050.96647461046,91.0381,100,115.13763860498932,0.01,184.41313
799.0715835212256,80.84,6.065770281950814,1802.7218,1.0472499,16.485952,4684.895,3.6748537e-21,0.0021185,0.3034354,3.84849e-19,4.5510098776338115,1675527.2960465027,23.234266,1675527.2960465027,31.777267,100,799.0715835212256,0.01,2976.2844
2315.8955932343133,232.3,18.874166046423305,754.329,0.61918163,5.2982473,4790.7886,3.0778732e-17,0.0006426262,0.14953293,1.9057625e-15,13.583268760202998,4383938.338925566,2.463738,4383938.338925566,9.258804,100,2315.8955932343133,0.01,3822.1702
4800.783331434776,480.17,85.90905790463249,122.12531,1.0072975,1.1640216,4968.463,2.534757e-05,1.7393215e-05,0.016812699,0.0025532544,85.31019494183471,675197.4171600181,0.17647994,675197.4171600181,1.6935389,100,4800.783331434776,0.010000002,4514.451
4898.5275680920795,489.89,91.41976328487463,119.17705,1.0011188,1.0938554,4979.8374,0.00096711516,9.751978e-06,0.014148889,0.09681971,91.1955703891854,421156.46201049176,0.09773808,421156.46201049176,1.4164718,100,4898.5275680920795,0.009999998,4539.722
4944.415998629112,494.48,94.7582213856109,182.31522,1.0347043,1.0553174,4974.195,0.003923964,4.1605535e-06,0.013929245,0.40601426,96.04401569714105,152781.73892184574,0.04454343,152781.73892184574,1.441265,100,4944.415998629112,0.009999998,4541.902
4920.630222929904,492.1,93.71134952324958,52.316414,0.97756356,1.0671066,4991.0337,0.00097354787,1.0687082e-05,0.01333362,0.09517049,90.43209052149399,223080.09276362037,0.102129005,223080.09276362037,1.303446,100,4920.630222929904,0.01,4556.333
4999.956920174176,500.0,99.99996423722592,0.041261915,0.999981,1.0000004,4999.957,0.009981354,4.2545068e-11,0.010013612,0.9981164,99.99995803754612,0.001721158133536995,4.254395e-07,0.001721158133536995,1.0013422,100,4999.956920174176,0.009999999,4579.1465
4991.427666101514,499.16,99.19221201283398,39.255512,0.9945535,1.0081437,4996.0054,0.0046165963,9.883685e-07,0.011154189,0.45914522,99.0309735669422,7223.857293561956,0.009776314,7223.857293561956,1.1093438,100,4991.427666101514,0.010000002,4573.485
4999.947705043964,500.0,100.0,0.05782771,1.0,1.0,4999.9478,0.01,3.5044917e-18,0.01,1.0,100.0,0.0033781682524975623,,0.0033781682524975623,1.0,100,4999.947705043964,0.009999998,4579.137
4972.733323774794,497.3,97.45881884940938,114.27266,0.99912065,1.0260744,4987.265,0.003820806,2.8807963e-06,0.012388688,0.38174462,97.22709059661683,66740.68455662907,0.028757315,66740.68455662907,1.2377794,100,4972.733323774794,0.010000002,4561.004
4999.937603366867,500.0,100.0,0.11509701,1.0,1.0,4999.938,0.01,3.5044917e-18,0.01,1.0,100.0,0.013375942372444157,,0.013375942372444157,1.0,100,4999.937603366867,0.009999998,4579.1274
4999.949584970679,500.0,100.0,0.050528474,1.0,1.0,4999.9497,0.01,3.5044917e-18,0.01,1.0,100.0,0.0025781153880235705,,0.0025781153880235705,1.0,100,4999.949584970679,0.009999998,4579.139
4984.949007845844,498.51,98.54228371048947,65.56483,0.99275863,1.0147928,4993.409,0.0043643047,1.8906876e-06,0.011648847,0.4332701,98.16258702781359,22536.14036545464,0.018634044,22536.14036545464,1.1564493,100,4984.949007845844,0.01,4569.4976
