MaxNormIw,AvgDiscRet,AvgVanillaIw,VarJ,J,VanillaAvgRet,Bound,ESSRenyi,VarVanillaIw,EpsThisIter,AvgRet,VarDiscRet,BatchSize,VarNormIw,MinVanillaIw,eRenyi2,ESSClassic,AvgEpLen,MaxVanillaIw,AvgNormIw,SamplesThisIter,VarRet,MinNormIw,Delta,IterType
0.000116932,48.4344927027,1.0,60.6089,48.4345,48.4344927027,39.2561,100.0,,8552,48.4344927027,3673.87163009,100,8.47132e-22,1.0,1.0,8551.99931207,5.84658559401,1.0,0.000116932,50000,3673.87163009,0.000116932,0.6,1
0.00011989,49.9132117669,1.0,64.5757,49.9132,49.9132117669,37.759,100.0,,8341,49.9132117669,4170.52254199,100,2.11784e-22,1.0,1.0,8340.9993885,5.99448507373,1.0,0.00011989,50000,4170.52254199,0.00011989,0.6,1
0.000119531,49.7340031682,1.0,62.7367,49.734,49.7340031682,38.4909,100.0,,8366,49.7340031682,3936.3610428,100,4.76513e-22,1.0,1.0,8365.99952759,5.97657183839,1.0,0.000119531,50000,3936.3610428,0.000119531,0.6,1
0.000117192,48.5647615289,1.0,59.4244,48.5648,48.5647615289,40.6117,100.0,,8533,48.5647615289,3531.68118602,100,2.11783e-22,1.0,1.0,8533.00032748,5.85960389078,1.0,0.000117192,50000,3531.68118602,0.000117192,0.6,1
0.000118455,49.1961336332,1.0,58.4308,49.1961,49.1961336332,41.8231,100.0,,8442,49.1961336332,3414.56669044,100,2.11783e-22,1.0,1.0,8442.00021164,5.9227671168,1.0,0.000118455,50000,3414.56669044,0.000118455,0.6,1
0.000116158,48.0477031332,1.0,56.969,48.0477,48.0477031332,41.7135,100.0,,8609,48.0477031332,3245.84548,100,4.76511e-22,1.0,1.0,8608.9997268,5.80787547915,1.0,0.000116157,50000,3245.84548,0.000116158,0.6,1
0.000117481,48.7079966304,1.0,59.8279,48.708,48.7079966304,38.799,100.0,,8512,48.7079966304,3579.79378415,100,2.11783e-22,1.0,1.0,8512.00050014,5.87406015038,1.0,0.000117481,50000,3579.79378415,0.000117481,0.6,1
0.000118231,49.0840098677,1.0,59.3081,49.084,49.0840098677,40.4744,100.0,,8458,49.0840098677,3517.86893211,100,2.11783e-22,1.0,1.0,8458.00021796,5.91156301726,1.0,0.000118231,50000,3517.86893211,0.000118231,0.6,1
0.000118301,49.1192099167,1.0,60.1957,49.1192,49.1192099167,40.8622,100.0,,8453,49.1192099167,3623.94614469,100,8.47133e-22,1.0,1.0,8452.99947581,5.9150597421,1.0,0.000118301,50000,3623.94614469,0.000118301,0.6,1
0.000119574,49.7555507038,1.0,62.6365,49.7556,49.7555507038,35.117,100.0,,8363,49.7555507038,3923.80229151,100,8.47134e-22,1.0,1.0,8362.99992324,5.97871577185,1.0,0.000119574,50000,3923.80229151,0.000119574,0.6,1
0.000118203,49.0694161232,1.0,60.0333,49.0694,49.0694161232,38.8637,100.0,,8460,49.0694161232,3604.42590756,100,2.11783e-22,1.0,1.0,8460.0003817,5.91016548463,1.0,0.000118203,50000,3604.42590756,0.000118203,0.6,1
0.000117925,48.9309139194,1.0,60.3765,48.9309,48.9309139194,39.624,100.0,,8480,48.9309139194,3645.7516217,100,,1.0,1.0,8480.00025845,5.89622641509,1.0,0.000117925,50000,3645.7516217,0.000117925,0.6,1
0.000120221,50.0774658271,1.0,60.7299,50.0775,50.0774658271,42.0225,100.0,,8318,50.0774658271,3688.56557817,100,2.11784e-22,1.0,1.0,8317.99973178,6.01106035105,1.0,0.000120221,50000,3688.56557817,0.000120221,0.6,1
0.000120322,50.1291233216,1.0,61.3759,50.1291,50.1291233216,42.0707,100.0,,8311,50.1291233216,3767.45706411,100,5.29459e-23,1.0,1.0,8310.99964174,6.0161232102,1.0,0.000120322,50000,3767.45706411,0.000120322,0.6,1
0.000116891,48.4130503474,1.0,57.5622,48.413,48.4130503474,39.9411,100.0,,8555,48.4130503474,3313.79184131,100,8.47132e-22,1.0,1.0,8555.00048836,5.84453535944,1.0,0.000116891,50000,3313.79184131,0.000116891,0.6,1
0.000115915,47.926578578,1.0,59.3057,47.9266,47.926578578,36.3259,100.0,,8627,47.926578578,3517.57192766,100,8.47131e-22,1.0,1.0,8626.99998445,5.79575750551,1.0,0.000115915,50000,3517.57192766,0.000115915,0.6,1
0.000120106,50.021024256,1.0,61.8443,50.021,50.021024256,41.7921,100.0,,8326,50.021024256,3825.17806753,100,,1.0,1.0,8326.00000576,6.00528465049,1.0,0.000120106,50000,3825.17806753,0.000120106,0.6,1
0.000117911,48.9235756316,1.0,62.3365,48.9236,48.9235756316,35.805,100.0,,8481,48.9235756316,3886.29824703,100,8.47133e-22,1.0,1.0,8480.99977296,5.89553118736,1.0,0.000117911,50000,3886.29824703,0.000117911,0.6,1
0.000117897,48.9157256179,1.0,62.2444,48.9157,48.9157256179,32.4286,100.0,,8482,48.9157256179,3874.82204608,100,5.29458e-23,1.0,1.0,8482.00063376,5.89483612356,1.0,0.000117897,50000,3874.82204608,0.000117897,0.6,1
0.000117151,48.5443242893,1.0,56.7788,48.5443,48.5443242893,41.7424,100.0,,8536,48.5443242893,3224.20258653,100,8.47132e-22,1.0,1.0,8536.00060747,5.85754451734,1.0,0.000117151,50000,3224.20258653,0.000117151,0.6,1
0.000121095,50.5150064124,1.0,61.5652,50.515,50.5150064124,42.52,100.0,,8258,50.5150064124,3790.72691668,100,8.47136e-22,1.0,1.0,8258.00060821,6.05473480262,1.0,0.000121095,50000,3790.72691668,0.000121095,0.6,1
0.000117647,48.7920911687,1.0,58.4329,48.7921,48.7920911687,41.8875,100.0,,8500,48.7920911687,3414.80459096,100,4.76512e-22,1.0,1.0,8500.0004376,5.88235294118,1.0,0.000117647,50000,3414.80459096,0.000117647,0.6,1
