AvgDiscRet,VarJ,J,MinNormIw,ESSRenyi,MinVanillaIw,MaxNormIw,VarRet,AvgRet,AvgEpLen,VanillaAvgRet,Bound,eRenyi2,Delta,VarDiscRet,MaxVanillaIw,ESSClassic,IterType,EpsThisIter,VarVanillaIw,VarNormIw,AvgNormIw,BatchSize,AvgVanillaIw
1130.95242474,413.87,1150.43,0.005,400.0,1.0,0.005,157661.893705,1130.95242474,122.96,1130.95242474,556.588,1.0,0.1,157661.893705,1.0,200.000000102,2,100,,2.1793e-19,0.005,400,1.0
1228.67937915,408.826,1176.51,0.00333333,400.0,1.0,0.00333333,156321.03923,1228.67937915,133.23,1228.67937915,691.643,1.0,0.1,156321.03923,1.0,299.999969474,2,100,,5.43914e-20,0.00333333,400,1.0
1237.79014819,505.973,1179.36,1.04367e-06,247.53649984,0.00081374,0.019682,181854.249952,1135.53279847,123.26,1135.53279847,582.568,2.0199,0.1,163864.152715,15.3458,198.1796912,,100,3.87895,6.38076e-06,0.0025,500,1.94922
1140.58244953,7061.15,2397.31,2.41217e-05,111.942783395,0.0462787,0.748223,162403.963662,1140.58244953,123.93,1140.58244953,1598.14,4.46657,0.1,162403.963662,1435.5,1.78543928088,1,100,4116.67,0.00111841,0.002,500,3.8371
1196.22768943,384.663,1196.23,0.01,500.0,1.0,0.01,149460.430249,1196.22768943,129.83,1196.22768943,522.421,1.0,0.1,149460.430249,1.0,100.0,2,100,,3.50449e-18,0.01,500,1.0
1204.65758053,393.011,1200.44,0.005,500.0,1.0,0.005,162539.151149,1204.65758053,130.84,1204.65758053,612.551,1.0,0.1,162539.151149,1.0,200.000000102,2,100,,2.1793e-19,0.005,500,1.0
1200.24519127,405.302,1200.38,0.00333333,500.0,1.0,0.00333333,185751.858859,1200.24519127,130.31,1200.24519127,720.365,1.0,0.1,185751.858859,1.0,299.999969474,2,100,,5.43914e-20,0.00333333,500,1.0
1131.68320312,400.625,1183.2,0.0025,500.0,1.0,0.0025,147124.451669,1131.68320312,122.98,1131.68320312,767.501,1.0,0.1,147124.451669,1.0,400.0,2,100,,5.4346e-20,0.0025,500,1.0
1144.61571712,407.61,1196.36,0.000497795,472.503825156,0.248505,0.00387871,206079.545437,1144.61571712,124.4,1144.61571712,813.88,1.05819,0.1,206079.545437,1.9363,471.220687975,1,100,0.0610032,2.44784e-07,0.002,500,0.998424
1113.00181644,421.604,1113.0,0.01,500.0,1.0,0.01,179545.696146,1113.00181644,120.86,1113.00181644,280.749,1.0,0.1,179545.696146,1.0,100.0,2,100,,3.50449e-18,0.01,500,1.0
1127.83385789,408.181,1120.42,0.005,500.0,1.0,0.005,156932.878759,1127.83385789,122.32,1127.83385789,531.926,1.0,0.1,156932.878759,1.0,200.000000102,2,100,,2.1793e-19,0.005,500,1.0
1173.36761812,406.665,1138.07,0.00333333,500.0,1.0,0.00333333,162663.279568,1173.36761812,127.35,1173.36761812,657.566,1.0,0.1,162663.279568,1.0,299.999969474,2,100,,5.43914e-20,0.00333333,500,1.0
1178.62562329,411.491,1148.21,0.0025,500.0,1.0,0.0025,181754.192061,1178.62562329,127.9,1178.62562329,732.081,1.0,0.1,181754.192061,1.0,400.0,2,100,,5.4346e-20,0.0025,500,1.0
1093.69744545,992.561,1174.94,1.29512e-09,499.996483351,6.8848e-07,0.296455,96575.2100969,1093.69744545,118.96,1093.69744545,802.745,1.00001,0.1,96575.2100969,157.594,10.4694860751,1,100,52.96,0.000187406,0.002,500,1.06319
1222.4286924,354.199,1222.43,0.01,500.0,1.0,0.01,126724.179001,1222.4286924,132.53,1222.4286924,368.524,1.0,0.1,126724.179001,1.0,100.0,2,100,,3.50449e-18,0.01,500,1.0
1185.3218867,351.649,1203.88,0.005,500.0,1.0,0.005,122391.899927,1185.3218867,128.68,1185.3218867,600.073,1.0,0.1,122391.899927,1.0,200.000000102,2,100,,2.1793e-19,0.005,500,1.0
1157.17787323,339.889,1188.31,0.00333333,500.0,1.0,0.00333333,98795.1417258,1157.17787323,125.48,1157.17787323,695.307,1.0,0.1,98795.1417258,1.0,299.999969474,2,100,,5.43914e-20,0.00333333,500,1.0
1257.03494756,351.602,1205.49,0.0025,500.0,1.0,0.0025,145838.062553,1257.03494756,136.22,1257.03494756,778.538,1.0,0.1,145838.062553,1.0,400.0,2,100,,5.4346e-20,0.0025,500,1.0
1235.03863877,400.295,1232.45,0.00048476,471.155446888,0.245539,0.00433888,121604.085238,1235.03863877,134.06,1235.03863877,839.061,1.06122,0.1,121604.085238,2.19772,473.154093575,1,100,0.0583426,2.27404e-07,0.002,500,1.01303
1200.1323821,351.5,1200.13,0.01,500.0,1.0,0.01,124800.153046,1200.1323821,130.38,1200.1323821,435.614,1.0,0.1,124800.153046,1.0,100.0,2,100,,3.50449e-18,0.01,500,1.0
1200.81228877,338.099,1200.47,0.005,500.0,1.0,0.005,106131.372355,1200.81228877,130.18,1200.81228877,651.682,1.0,0.1,106131.372355,1.0,200.000000102,2,100,,2.1793e-19,0.005,500,1.0
1155.07184364,334.813,1185.34,0.00333333,500.0,1.0,0.00333333,107377.110779,1155.07184364,125.52,1155.07184364,737.253,1.0,0.1,107377.110779,1.0,299.999969474,2,100,,5.43914e-20,0.00333333,500,1.0
1220.49372413,359.936,1194.13,0.0025,500.0,1.0,0.0025,182817.353496,1220.49372413,132.4,1220.49372413,692.604,1.0,0.1,182817.353496,1.0,400.0,2,100,,5.4346e-20,0.0025,500,1.0
1205.82149047,385.09,1206.27,0.000853852,489.028324277,0.425252,0.00327904,179296.349877,1205.82149047,130.91,1205.82149047,752.688,1.02244,0.1,179296.349877,1.63309,489.037501192,1,100,0.0222857,8.98459e-08,0.002,500,0.996079
1221.54243149,320.842,1221.54,0.01,500.0,1.0,0.01,103979.696277,1221.54243149,132.3,1221.54243149,577.29,1.0,0.1,103979.696277,1.0,100.0,2,100,,3.50449e-18,0.01,500,1.0
1224.03183948,353.854,1222.79,0.005,500.0,1.0,0.005,148972.193334,1224.03183948,132.74,1224.03183948,572.742,1.0,0.1,148972.193334,1.0,200.000000102,2,100,,2.1793e-19,0.005,500,1.0
1199.61956507,340.977,1215.06,0.00333333,500.0,1.0,0.00333333,99002.8978675,1199.61956507,130.18,1199.61956507,684.305,1.0,0.1,99002.8978675,1.0,299.999969474,2,100,,5.43914e-20,0.00333333,500,1.0
1216.50534708,343.786,1215.42,0.0025,500.0,1.0,0.0025,125210.178198,1216.50534708,131.92,1216.50534708,755.773,1.0,0.1,125210.178198,1.0,400.0,2,100,,5.4346e-20,0.0025,500,1.0
1207.89180241,370.685,1230.63,0.000738982,478.673415237,0.374769,0.00326704,110881.849154,1207.89180241,131.28,1207.89180241,810.448,1.04455,0.1,110881.849154,1.65685,480.071508084,1,100,0.0427919,1.66381e-07,0.002,500,1.01428
1277.14584056,413.453,1277.15,0.01,500.0,1.0,0.01,172670.094094,1277.14584056,138.36,1277.14584056,310.144,1.0,0.1,172670.094094,1.0,100.0,2,100,,3.50449e-18,0.01,500,1.0
1175.23949428,372.945,1226.19,0.005,500.0,1.0,0.005,103070.179135,1175.23949428,127.57,1175.23949428,542.419,1.0,0.1,103070.179135,1.0,200.000000102,2,100,,2.1793e-19,0.005,500,1.0
1142.66924684,355.794,1198.35,0.00333333,500.0,1.0,0.00333333,97922.1363663,1142.66924684,124.01,1142.66924684,640.053,1.0,0.1,97922.1363663,1.0,299.999969474,2,100,,5.43914e-20,0.00333333,500,1.0
1217.51115789,349.845,1203.14,0.0025,500.0,1.0,0.0025,110628.485517,1217.51115789,132.02,1217.51115789,719.641,1.0,0.1,110628.485517,1.0,400.0,2,100,,5.4346e-20,0.0025,500,1.0
1208.82688402,356.033,1215.33,0.000940563,487.683114993,0.466562,0.00295442,124148.193102,1208.82688402,131.24,1208.82688402,777.448,1.02526,0.1,124148.193102,1.46553,487.449189246,1,100,0.0253929,1.03198e-07,0.002,500,0.992092
1190.67739192,379.888,1190.68,0.01,500.0,1.0,0.01,145772.345375,1190.67739192,129.21,1190.67739192,381.931,1.0,0.1,145772.345375,1.0,100.0,2,100,,3.50449e-18,0.01,500,1.0
1150.41942492,346.271,1170.55,0.005,500.0,1.0,0.005,95638.7128013,1150.41942492,124.76,1150.41942492,598.679,1.0,0.1,95638.7128013,1.0,200.000000102,2,100,,2.1793e-19,0.005,500,1.0
1245.46215572,347.097,1195.52,0.00333333,500.0,1.0,0.00333333,119070.56903,1245.46215572,135.05,1245.46215572,688.314,1.0,0.1,119070.56903,1.0,299.999969474,2,100,,5.43914e-20,0.00333333,500,1.0
1241.16115767,361.358,1206.93,0.0025,500.0,1.0,0.0025,160936.502451,1241.16115767,134.77,1241.16115767,767.677,1.0,0.1,160936.502451,1.0,400.0,2,100,,5.4346e-20,0.0025,500,1.0
1215.80512221,379.699,1221.28,0.000845772,486.138409824,0.418865,0.0029485,125522.526829,1215.80512221,132.04,1215.80512221,768.833,1.02851,0.1,125522.526829,1.46023,485.602816579,1,100,0.0291456,1.18832e-07,0.002,500,0.99049
1223.42116605,318.978,1223.42,0.01,500.0,1.0,0.01,102774.53125,1223.42116605,132.8,1223.42116605,521.642,1.0,0.1,102774.53125,1.0,100.0,2,100,,3.50449e-18,0.01,500,1.0
1185.55918478,332.653,1204.49,0.005,500.0,1.0,0.005,120052.919469,1185.55918478,128.8,1185.55918478,637.947,1.0,0.1,120052.919469,1.0,200.000000102,2,100,,2.1793e-19,0.005,500,1.0
1243.97843859,348.693,1217.65,0.00333333,500.0,1.0,0.00333333,143842.952106,1243.97843859,135.01,1243.97843859,700.732,1.0,0.1,143842.952106,1.0,299.999969474,2,100,,5.43914e-20,0.00333333,500,1.0
1205.69540755,349.406,1214.66,0.0025,500.0,1.0,0.0025,124717.59452,1205.69540755,130.8,1205.69540755,766.996,1.0,0.1,124717.59452,1.0,400.0,2,100,,5.4346e-20,0.0025,500,1.0
1186.83509902,377.038,1225.08,0.000707662,481.956218933,0.352973,0.00339748,121352.923892,1186.83509902,128.67,1186.83509902,744.81,1.03744,0.1,121352.923892,1.69462,480.412277285,1,100,0.0406572,1.6342e-07,0.002,500,0.997576
1240.30151936,384.785,1240.3,0.01,500.0,1.0,0.01,149555.232927,1240.30151936,134.65,1240.30151936,263.434,1.0,0.1,149555.232927,1.0,100.0,2,100,,3.50449e-18,0.01,500,1.0
1248.61186971,391.944,1244.46,0.005,500.0,1.0,0.005,160754.291463,1248.61186971,135.38,1248.61186971,553.707,1.0,0.1,160754.291463,1.0,200.000000102,2,100,,2.1793e-19,0.005,500,1.0
1185.24888837,373.018,1224.72,0.00333333,500.0,1.0,0.00333333,108938.328132,1185.24888837,129.03,1185.24888837,660.726,1.0,0.1,108938.328132,1.0,299.999969474,2,100,,5.43914e-20,0.00333333,500,1.0
1180.97129686,361.239,1213.78,0.0025,500.0,1.0,0.0025,104154.641207,1180.97129686,128.19,1180.97129686,725.35,1.0,0.1,104154.641207,1.0,400.0,2,100,,5.4346e-20,0.0025,500,1.0
1156.22609932,346.705,1213.36,0.000586393,487.590137769,0.292751,0.00357454,109122.592238,1156.22609932,125.62,1156.22609932,770.969,1.02545,0.1,109122.592238,1.78455,486.395200422,1,100,0.0279409,1.12104e-07,0.002,500,0.99848
1250.80459884,409.965,1250.8,0.01,500.0,1.0,0.01,169768.988078,1250.80459884,135.82,1250.80459884,315.56,1.0,0.1,169768.988078,1.0,100.0,2,100,,3.50449e-18,0.01,500,1.0
1259.48595241,391.52,1255.15,0.005,500.0,1.0,0.005,139865.365203,1259.48595241,136.74,1259.48595241,593.828,1.0,0.1,139865.365203,1.0,200.000000102,2,100,,2.1793e-19,0.005,500,1.0
1204.37288827,385.442,1238.22,0.00333333,500.0,1.0,0.00333333,138789.425951,1204.37288827,130.79,1204.37288827,698.258,1.0,0.1,138789.425951,1.0,299.999969474,2,100,,5.43914e-20,0.00333333,500,1.0
1221.26474038,385.163,1233.98,0.0025,500.0,1.0,0.0025,148980.841181,1221.26474038,132.58,1221.26474038,766.36,1.0,0.1,148980.841181,1.0,400.0,2,100,,5.4346e-20,0.0025,500,1.0
1196.80562857,388.771,1240.35,0.000830125,483.1033211,0.414378,0.00323711,125800.61012,1196.80562857,129.89,1196.80562857,814.846,1.03498,0.1,125800.61012,1.61589,483.289105528,1,100,0.0345328,1.38588e-07,0.002,500,0.998352
1175.53345215,289.296,1175.53,0.01,500.0,1.0,0.01,84537.3258151,1175.53345215,127.59,1175.53345215,548.66,1.0,0.1,84537.3258151,1.0,100.0,2,100,,3.50449e-18,0.01,500,1.0
1204.89161201,303.698,1190.21,0.005,500.0,1.0,0.005,101355.352852,1204.89161201,130.82,1204.89161201,712.063,1.0,0.1,101355.352852,1.0,200.000000102,2,100,,2.1793e-19,0.005,500,1.0
1189.95991853,319.732,1190.13,0.00333333,500.0,1.0,0.00333333,123455.467189,1189.95991853,129.12,1189.95991853,742.334,1.0,0.1,123455.467189,1.0,299.999969474,2,100,,5.43914e-20,0.00333333,500,1.0
1176.66525719,322.851,1186.76,0.0025,500.0,1.0,0.0025,111222.14378,1176.66525719,127.69,1176.66525719,776.613,1.0,0.1,111222.14378,1.0,400.0,2,100,,5.4346e-20,0.0025,500,1.0
1272.10354726,356.346,1219.81,0.00110373,478.008092954,0.555542,0.00396808,116266.860899,1272.10354726,137.98,1272.10354726,844.62,1.04601,0.1,116266.860899,1.99726,478.591965714,1,100,0.0454198,1.79282e-07,0.002,500,1.00667
1261.99904857,294.162,1262.0,0.01,500.0,1.0,0.01,87405.4953184,1261.99904857,136.81,1261.99904857,489.883,1.0,0.1,87405.4953184,1.0,100.0,2,100,,3.50449e-18,0.01,500,1.0
1241.02374098,335.36,1251.51,0.005,500.0,1.0,0.005,139576.382249,1241.02374098,134.57,1241.02374098,621.789,1.0,0.1,139576.382249,1.0,200.000000102,2,100,,2.1793e-19,0.005,500,1.0
1215.00964221,339.345,1239.34,0.00333333,500.0,1.0,0.00333333,120854.054726,1215.00964221,131.75,1215.00964221,725.178,1.0,0.1,120854.054726,1.0,299.999969474,2,100,,5.43914e-20,0.00333333,500,1.0
1187.64935795,351.578,1226.42,0.0025,500.0,1.0,0.0025,148441.735496,1187.64935795,129.02,1187.64935795,781.139,1.0,0.1,148441.735496,1.0,400.0,2,100,,5.4346e-20,0.0025,500,1.0
1172.16706013,488.189,1255.39,0.000579024,440.867679068,0.293087,0.0125319,112129.533494,1172.16706013,127.48,1172.16706013,831.245,1.13413,0.1,112129.533494,6.34334,412.335508071,1,100,0.218325,8.52123e-07,0.002,500,1.01235
1262.95338185,335.801,1262.95,0.01,500.0,1.0,0.01,113901.262844,1262.95338185,136.76,1262.95338185,431.287,1.0,0.1,113901.262844,1.0,100.0,2,100,,3.50449e-18,0.01,500,1.0
1219.06752802,325.561,1241.01,0.005,500.0,1.0,0.005,99247.4523922,1219.06752802,132.38,1219.06752802,652.933,1.0,0.1,99247.4523922,1.0,200.000000102,2,100,,2.1793e-19,0.005,500,1.0
1253.27828927,335.478,1245.1,0.00333333,500.0,1.0,0.00333333,126825.075087,1253.27828927,136.0,1253.27828927,745.604,1.0,0.1,126825.075087,1.0,299.999969474,2,100,,5.43914e-20,0.00333333,500,1.0
1289.4291641,350.342,1256.18,0.0025,500.0,1.0,0.0025,153382.113236,1289.4291641,139.91,1289.4291641,823.606,1.0,0.1,153382.113236,1.0,400.0,2,100,,5.4346e-20,0.0025,500,1.0
1223.69684659,368.173,1260.05,0.00103226,486.57559368,0.512653,0.003907,138646.242281,1223.69684659,132.99,1223.69684659,867.846,1.02759,0.1,138646.242281,1.94035,486.708104314,1,100,0.0269978,1.09461e-07,0.002,500,0.993266
1281.88719221,429.503,1281.89,0.01,500.0,1.0,0.01,186336.010595,1281.88719221,139.05,1281.88719221,463.648,1.0,0.1,186336.010595,1.0,100.0,2,100,,3.50449e-18,0.01,500,1.0
1216.49189994,390.876,1249.19,0.005,500.0,1.0,0.005,120158.302577,1216.49189994,131.85,1216.49189994,670.607,1.0,0.1,120158.302577,1.0,200.000000102,2,100,,2.1793e-19,0.005,500,1.0
1195.39349866,377.817,1231.26,0.00333333,500.0,1.0,0.00333333,121958.580887,1195.39349866,129.65,1195.39349866,758.847,1.0,0.1,121958.580887,1.0,299.999969474,2,100,,5.43914e-20,0.00333333,500,1.0
1214.72342839,367.864,1227.12,0.0025,500.0,1.0,0.0025,113995.254502,1214.72342839,131.81,1214.72342839,818.005,1.0,0.1,113995.254502,1.0,400.0,2,100,,5.4346e-20,0.0025,500,1.0
1253.97252853,615.533,1275.73,0.000394246,425.431580417,0.203719,0.0274017,115355.124938,1253.97252853,136.05,1253.97252853,879.032,1.17528,0.1,115355.124938,14.1593,323.033786251,1,100,0.586274,2.1957e-06,0.002,500,1.03346
1252.70671644,437.478,1252.71,0.01,500.0,1.0,0.01,193320.409196,1252.70671644,136.05,1252.70671644,436.498,1.0,0.1,193320.409196,1.0,100.0,2,100,,3.50449e-18,0.01,500,1.0
1299.28758791,414.566,1276.0,0.005,500.0,1.0,0.005,152785.438219,1299.28758791,140.91,1299.28758791,664.092,1.0,0.1,152785.438219,1.0,200.000000102,2,100,,2.1793e-19,0.005,500,1.0
1212.01853721,402.959,1254.67,0.00333333,500.0,1.0,0.00333333,142089.14995,1212.01853721,131.83,1212.01853721,755.052,1.0,0.1,142089.14995,1.0,299.999969474,2,100,,5.43914e-20,0.00333333,500,1.0
1202.03316234,399.613,1241.51,0.0025,500.0,1.0,0.0025,151067.868777,1202.03316234,130.56,1202.03316234,808.829,1.0,0.1,151067.868777,1.0,400.0,2,100,,5.4346e-20,0.0025,500,1.0
1212.65735561,1086.72,2433.93,1.06029e-13,499.996364143,4.71036e-10,0.936127,119755.455626,1212.65735561,131.89,1212.65735561,2046.93,1.00001,0.1,119755.455626,4158.77,1.14059979758,1,100,34596.7,0.00175297,0.002,500,8.88506
1271.04790604,347.722,1271.05,0.01,500.0,1.0,0.01,122131.753928,1271.04790604,137.82,1271.04790604,457.204,1.0,0.1,122131.753928,1.0,100.0,2,100,,3.50449e-18,0.01,500,1.0
1231.96967568,312.621,1251.51,0.005,500.0,1.0,0.005,74535.3429983,1231.96967568,133.8,1231.96967568,676.035,1.0,0.1,74535.3429983,1.0,200.000000102,2,100,,2.1793e-19,0.005,500,1.0
1213.41808974,314.032,1238.81,0.00333333,500.0,1.0,0.00333333,100420.986945,1213.41808974,131.64,1213.41808974,768.939,1.0,0.1,100420.986945,1.0,299.999969474,2,100,,5.43914e-20,0.00333333,500,1.0
1171.26619937,304.319,1221.93,0.0025,500.0,1.0,0.0025,71888.9001582,1171.26619937,127.44,1171.26619937,815.004,1.0,0.1,71888.9001582,1.0,400.0,2,100,,5.4346e-20,0.0025,500,1.0
1182.98955955,3574.21,1299.49,9.33993e-07,499.99797345,0.000555872,0.202377,116422.300842,1182.98955955,128.76,1182.98955955,918.557,1.0,0.1,116422.300842,120.446,15.601845786,1,100,44.0777,0.000124439,0.002,500,1.19031
1190.08660109,279.811,1190.09,0.01,500.0,1.0,0.01,79085.2029263,1190.08660109,129.21,1190.08660109,521.365,1.0,0.1,79085.2029263,1.0,100.0,2,100,,3.50449e-18,0.01,500,1.0
1231.41488639,293.728,1210.75,0.005,500.0,1.0,0.005,94347.7489385,1231.41488639,133.67,1231.41488639,666.55,1.0,0.1,94347.7489385,1.0,200.000000102,2,100,,2.1793e-19,0.005,500,1.0
1243.72173104,294.459,1221.74,0.00333333,500.0,1.0,0.00333333,87718.5545056,1243.72173104,134.88,1243.72173104,777.403,1.0,0.1,87718.5545056,1.0,299.999969474,2,100,,5.43914e-20,0.00333333,500,1.0
1252.08444902,320.671,1229.33,0.0025,500.0,1.0,0.0025,152030.903365,1252.08444902,135.86,1252.08444902,805.503,1.0,0.1,152030.903365,1.0,400.0,2,100,,5.4346e-20,0.0025,500,1.0
1143.9456788,347.898,1229.94,0.000650258,476.218125701,0.325708,0.00452188,66311.0814373,1143.9456788,124.5,1143.9456788,841.513,1.04994,0.1,66311.0814373,2.26496,471.896289224,1,100,0.0598866,2.38696e-07,0.002,500,1.00178
1242.61614825,308.304,1242.62,0.01,500.0,1.0,0.01,96011.4049328,1242.61614825,134.51,1242.61614825,615.96,1.0,0.1,96011.4049328,1.0,100.0,2,100,,3.50449e-18,0.01,500,1.0
1203.00096164,298.984,1222.81,0.005,500.0,1.0,0.005,83784.5917671,1203.00096164,130.66,1203.00096164,696.729,1.0,0.1,83784.5917671,1.0,200.000000102,2,100,,2.1793e-19,0.005,500,1.0
1183.69598388,300.471,1209.77,0.00333333,500.0,1.0,0.00333333,91965.5388804,1183.69598388,128.62,1183.69598388,724.959,1.0,0.1,91965.5388804,1.0,299.999969474,2,100,,5.43914e-20,0.00333333,500,1.0
1174.84290703,302.777,1201.04,0.0025,500.0,1.0,0.0025,95890.636306,1174.84290703,127.62,1174.84290703,738.696,1.0,0.1,95890.636306,1.0,400.0,2,100,,5.4346e-20,0.0025,500,1.0
1166.49792541,302.502,1203.85,0.00100858,488.646434474,0.506116,0.0035903,80594.6128493,1166.49792541,126.75,1166.49792541,785.538,1.02323,0.1,80594.6128493,1.80165,487.766888302,1,100,0.0253124,1.00521e-07,0.002,500,1.00362
1235.11623132,412.123,1235.12,0.01,500.0,1.0,0.01,171561.125716,1235.11623132,134.1,1235.11623132,276.864,1.0,0.1,171561.125716,1.0,100.0,2,100,,3.50449e-18,0.01,500,1.0
1199.71688046,345.226,1217.42,0.005,500.0,1.0,0.005,68575.1605318,1199.71688046,130.31,1199.71688046,539.83,1.0,0.1,68575.1605318,1.0,200.000000102,2,100,,2.1793e-19,0.005,500,1.0
1244.12948714,343.807,1226.32,0.00333333,500.0,1.0,0.00333333,116942.868777,1244.12948714,135.2,1244.12948714,673.074,1.0,0.1,116942.868777,1.0,299.999969474,2,100,,5.43914e-20,0.00333333,500,1.0
1139.19488367,328.48,1204.54,0.0025,500.0,1.0,0.0025,72013.4415049,1139.19488367,123.89,1139.19488367,725.413,1.0,0.1,72013.4415049,1.0,400.0,2,100,,5.4346e-20,0.0025,500,1.0
1298.77958667,7079.31,1786.36,5.22346e-05,170.908118892,0.0410526,0.421531,172939.491026,1298.77958667,140.8,1298.77958667,1053.37,2.92555,0.1,172939.491026,331.293,5.57578670304,1,100,219.527,0.000355405,0.002,500,1.57185
1259.67346787,368.21,1259.67,0.01,500.0,1.0,0.01,136947.888424,1259.67346787,136.46,1259.67346787,470.94,1.0,0.1,136947.888424,1.0,100.0,2,100,,3.50449e-18,0.01,500,1.0
1232.8365986,333.831,1246.26,0.005,500.0,1.0,0.005,87826.4621719,1232.8365986,133.74,1232.8365986,677.284,1.0,0.1,87826.4621719,1.0,200.000000102,2,100,,2.1793e-19,0.005,500,1.0
1290.67000985,370.479,1261.06,0.00333333,500.0,1.0,0.00333333,189457.535362,1290.67000985,139.88,1290.67000985,766.349,1.0,0.1,189457.535362,1.0,299.999969474,2,100,,5.43914e-20,0.00333333,500,1.0
1226.06925886,353.451,1252.31,0.0025,500.0,1.0,0.0025,87907.5119329,1226.06925886,133.17,1226.06925886,823.88,1.0,0.1,87907.5119329,1.0,400.0,2,100,,5.4346e-20,0.0025,500,1.0
1193.20637541,2755.55,1384.11,0.000207962,314.90220345,0.107945,0.0953929,109911.222284,1193.20637541,129.52,1193.20637541,901.247,1.58779,0.1,109911.222284,49.5146,87.8741157474,1,100,5.06446,1.87974e-05,0.002,500,1.03812
1214.96440912,361.844,1214.96,0.01,500.0,1.0,0.01,132253.330088,1214.96440912,131.61,1214.96440912,348.168,1.0,0.1,132253.330088,1.0,100.0,2,100,,3.50449e-18,0.01,500,1.0
1170.77601368,331.81,1192.87,0.005,500.0,1.0,0.005,89180.5654585,1170.77601368,127.24,1170.77601368,579.952,1.0,0.1,89180.5654585,1.0,200.000000102,2,100,,2.1793e-19,0.005,500,1.0
1215.51693307,339.092,1200.42,0.00333333,500.0,1.0,0.00333333,125668.420281,1215.51693307,131.93,1215.51693307,699.974,1.0,0.1,125668.420281,1.0,299.999969474,2,100,,5.43914e-20,0.00333333,500,1.0
1279.7360826,345.907,1220.25,0.0025,500.0,1.0,0.0025,130240.121617,1279.7360826,138.75,1279.7360826,786.85,1.0,0.1,130240.121617,1.0,400.0,2,100,,5.4346e-20,0.0025,500,1.0
1200.50395415,365.27,1231.92,0.000499425,480.744616457,0.246771,0.00311703,109445.079231,1200.50395415,130.22,1200.50395415,836.592,1.04005,0.1,109445.079231,1.54015,479.375225426,1,100,0.0421008,1.72442e-07,0.002,500,0.98822
1270.10610248,402.812,1270.11,0.01,500.0,1.0,0.01,163896.747768,1270.10610248,137.66,1270.10610248,337.232,1.0,0.1,163896.747768,1.0,100.0,2,100,,3.50449e-18,0.01,500,1.0
1157.09006616,356.251,1213.6,0.005,500.0,1.0,0.005,86045.4039584,1157.09006616,125.75,1157.09006616,553.957,1.0,0.1,86045.4039584,1.0,200.000000102,2,100,,2.1793e-19,0.005,500,1.0
1217.35625798,340.59,1214.85,0.00333333,500.0,1.0,0.00333333,95117.299311,1217.35625798,132.34,1217.35625798,676.256,1.0,0.1,95117.299311,1.0,299.999969474,2,100,,5.43914e-20,0.00333333,500,1.0
1210.5982758,328.937,1213.79,0.0025,500.0,1.0,0.0025,85635.9667048,1210.5982758,131.17,1210.5982758,747.351,1.0,0.1,85635.9667048,1.0,400.0,2,100,,5.4346e-20,0.0025,500,1.0
1265.96174376,389.855,1245.72,0.000756642,474.418331082,0.375646,0.00494547,104441.422487,1265.96174376,137.13,1265.96174376,817.43,1.05392,0.1,104441.422487,2.45525,472.115985574,1,100,0.0583459,2.36719e-07,0.002,500,0.99293
1176.37494331,263.888,1176.38,0.01,500.0,1.0,0.01,70340.3285469,1176.37494331,127.72,1176.37494331,499.403,1.0,0.1,70340.3285469,1.0,100.0,2,100,,3.50449e-18,0.01,500,1.0
1243.05190223,285.047,1209.71,0.005,500.0,1.0,0.005,91559.4166927,1243.05190223,134.72,1243.05190223,683.538,1.0,0.1,91559.4166927,1.0,200.000000102,2,100,,2.1793e-19,0.005,500,1.0
1248.49037152,302.924,1222.64,0.00333333,500.0,1.0,0.00333333,112912.507719,1248.49037152,135.21,1248.49037152,712.598,1.0,0.1,112912.507719,1.0,299.999969474,2,100,,5.43914e-20,0.00333333,500,1.0
1285.01586575,331.398,1238.23,0.0025,500.0,1.0,0.0025,162717.5274,1285.01586575,139.32,1285.01586575,796.525,1.0,0.1,162717.5274,1.0,400.0,2,100,,5.4346e-20,0.0025,500,1.0
1221.20994872,450.143,1259.77,0.00044239,462.821896664,0.221143,0.00583587,120939.72084,1221.20994872,132.7,1221.20994872,849.137,1.08033,0.1,120939.72084,2.91725,459.914828513,1,100,0.0872911,3.49328e-07,0.002,500,0.999766
1201.9506615,333.069,1201.95,0.01,500.0,1.0,0.01,112055.769372,1201.9506615,130.49,1201.9506615,238.775,1.0,0.1,112055.769372,1.0,100.0,2,100,,3.50449e-18,0.01,500,1.0
1233.72823798,309.518,1217.84,0.005,500.0,1.0,0.005,80972.6091309,1233.72823798,133.78,1233.72823798,536.771,1.0,0.1,80972.6091309,1.0,200.000000102,2,100,,2.1793e-19,0.005,500,1.0
1245.684058,303.146,1227.12,0.00333333,500.0,1.0,0.00333333,84416.2991634,1245.684058,135.04,1245.684058,671.031,1.0,0.1,84416.2991634,1.0,299.999969474,2,100,,5.43914e-20,0.00333333,500,1.0
1235.95634753,316.698,1229.33,0.0025,500.0,1.0,0.0025,126706.394022,1235.95634753,134.09,1235.95634753,747.742,1.0,0.1,126706.394022,1.0,400.0,2,100,,5.4346e-20,0.0025,500,1.0
