EpisodesSoFar,entloss,surrgain,ev_tdlam_before,Step_size,TimeElapsed,optimgain,EpThisIter,EpRewMean,EpLenMean,entropy,TimestepsSoFar,meankl,DiscEpRewMean
20400,,0.007716919,,1.0,1938.2188005447388,0.007716919,100,1185.0473784735057,119.53,0.4189424,1862919,0.00928042,274.43931632995606
20500,,0.0070350734,,1.0,1948.9572851657867,0.0070350734,100,1189.353005134436,119.96,0.4189424,1874915,0.009481763,288.83921626091
20600,,0.005202185,,1.0,1960.5448243618011,0.005202185,100,1214.3428674886015,122.46,0.4189424,1887161,0.008946612,312.43508377075193
20700,,0.0046823877,,1.0,1972.073406457901,0.0046823877,100,1206.1426830542816,121.64,0.4189424,1899325,0.004727718,308.3348937320709
20800,,0.011654709,,1.0,1983.262820482254,0.011654709,100,1191.5420300715375,120.18,0.4189424,1911343,0.009470347,291.5375371265411
20900,,0.004047278,,1.0,1995.5602662563324,0.004047278,100,1267.839644884549,127.81,0.4189424,1924124,0.008462414,317.6327678775787
21000,,0.0054323683,,1.0,2006.0806441307068,0.0054323683,100,1192.744959500264,120.3,0.4189424,1936154,0.009211576,298.03729293823244
21100,,0.007045262,,1.0,2016.6016070842743,0.007045262,100,1175.5417908138165,118.58,0.4189424,1948012,0.009394956,288.03923592567446
21200,,0.007932268,,1.0,2027.4339015483856,0.007932268,100,1225.8419352096582,123.61,0.4189424,1960373,0.00981937,313.53509967803956
21300,,0.0033332813,,1.0,2039.569000005722,0.0033332813,100,1232.0410273286457,124.23,0.4189424,1972796,0.008691399,294.1350845050812
21400,,0.0066552907,,1.0,2049.0713636875153,0.0066552907,100,1227.4445339320614,123.77,0.4189424,1985173,0.009006976,299.3361381053925
21500,,0.0039593577,,1.0,2059.231598854065,0.0039593577,100,1137.0413715705552,114.73,0.4189424,1996646,0.009803092,272.0397573661804
21600,,0.00811442,,1.0,2070.240464448929,0.00811442,100,1203.6403753579068,121.39,0.4189424,2008785,0.009578389,294.53559208869933
21700,,0.0026663959,,1.0,2081.1183257102966,0.0026663959,100,1155.0444916865492,116.53,0.4189424,2020438,0.0096041905,281.93850397109986
21800,,0.011639316,,1.0,2093.0986337661743,0.011639316,100,1203.9422083241682,121.42,0.4189424,2032580,0.009799512,316.43378316879273
21900,,0.008466994,,1.0,2104.523134946823,0.008466994,100,1173.5424784404263,118.38,0.4189424,2044418,0.010082109,288.4371377849579
22000,,0.008437838,,1.0,2116.03516125679,0.008437838,100,1145.9435195034198,115.62,0.4189424,2055980,0.009323643,241.3435961341858
22100,,0.006295395,,1.0,2127.9417243003845,0.006295395,100,1151.045428162304,116.13,0.4189424,2067593,0.008674308,289.74031131744385
22200,,0.0052366476,,1.0,2138.9243092536926,0.0052366476,100,1157.1367759256534,116.74,0.4189424,2079267,0.007803496,269.8374300003052
22300,,0.005020525,,1.0,2150.7484543323517,0.005020525,100,1162.9371666484424,117.32,0.4189424,2090999,0.005811925,281.73872528076174
22400,,0.0065673846,,1.0,2162.5764951705933,0.0065673846,100,1141.7365009534735,115.2,0.4189424,2102519,0.009543833,269.43928913116457
22500,,0.006921965,,1.0,2174.948801755905,0.006921965,100,1077.4363901533104,108.77,0.4189424,2113396,0.00860329,241.2401912689209
22600,,0.013331702,,1.0,2185.3684680461884,0.013331702,100,1090.8338321817341,110.11,0.4189424,2124407,0.00943497,256.2405689144135
22700,,0.0050947713,,1.0,2197.752840280533,0.0050947713,100,1095.0346407053148,110.53,0.4189424,2135460,0.009584528,242.5413712978363
22800,,0.0018886523,,1.0,2209.074957847595,0.0018886523,100,1114.7296548639847,112.5,0.4189424,2146710,0.008658743,266.8365729999542
22900,,0.006045244,,1.0,2220.592371940613,0.006045244,100,1108.3347770543485,111.86,0.4189424,2157896,0.008827192,267.6383138751984
23000,,0.014570734,,1.0,2231.1714808940887,0.014570734,100,1103.4374416808525,111.37,0.4189424,2169033,0.009658194,244.84218909263612
23100,,0.0018275916,,1.0,2243.2674753665924,0.0018275916,100,1119.4293210141095,112.97,0.4189424,2180330,0.0039619966,273.23725602149966
23200,,0.006136985,,1.0,2254.534143447876,0.006136985,100,1103.1362284769189,111.34,0.4189424,2191464,0.008266547,270.1406563472748
23300,,0.01218758,,1.0,2265.76646733284,0.01218758,100,1055.7380342254303,106.6,0.4189424,2202124,0.009574245,229.83962441444396
23400,,0.0053251684,,1.0,2278.8866930007935,0.0053251684,100,1155.4323325423131,116.57,0.4189424,2213781,0.008988019,259.43750960350036
23500,,0.0071743177,,1.0,2288.957416534424,0.0071743177,100,1188.3269091962718,119.86,0.4189424,2225767,0.008936107,271.63507472991944
23600,,0.010525292,,1.0,2300.525650501251,0.010525292,100,1133.4276890129563,114.37,0.4189424,2237204,0.009934018,252.5383762550354
23700,,0.0063091344,,1.0,2311.70995759964,0.0063091344,100,1137.7345014622504,114.8,0.4189424,2248684,0.009520484,268.63986535072326
23800,,0.007953711,,1.0,2323.0600929260254,0.007953711,100,1105.832116437051,111.61,0.4189424,2259845,0.009949944,250.4385294532776
23900,,0.011647162,,1.0,2334.113779783249,0.011647162,100,1162.3286978235492,117.26,0.4189424,2271571,0.009379112,263.5358016872406
24000,,0.005488413,,1.0,2345.5635244846344,0.005488413,100,1165.1321172014514,117.54,0.4189424,2283325,0.0066212923,276.435126209259
24100,,0.0071250685,,1.0,2357.2020239830017,0.0071250685,100,1114.4342026088143,112.47,0.4189424,2294572,0.009164926,249.44041325569154
24200,,0.0032813402,,1.0,2368.1798667907715,0.0032813402,100,1161.2285994169524,117.15,0.4189424,2306287,0.007076206,283.33400763511656
24300,,0.0074352613,,1.0,2380.296140432358,0.0074352613,100,1108.73195336767,111.9,0.4189424,2317477,0.009908581,264.53928009033206
24400,,0.011818489,,1.0,2391.1682708263397,0.011818489,100,1132.7365183328534,114.3,0.4189424,2328907,0.009934341,273.3384810447693
24500,,0.0043958635,,1.0,2403.0784029960632,0.0043958635,100,1135.0320212308145,114.53,0.4189424,2340360,0.009556607,249.73739298820496
24600,,0.0069665406,,1.0,2414.193217754364,0.0069665406,100,1161.5350312291673,117.18,0.4189424,2352078,0.00940566,269.5360235118866
24700,,0.01364615,,1.0,2426.565826654434,0.01364615,100,1194.6330010909323,120.49,0.4189424,2364127,0.00994239,285.13470388412475
24800,,0.008545298,,1.0,2437.9106781482697,0.008545298,100,1180.5359317519758,119.08,0.4189424,2376035,0.009085577,297.3356390953064
24900,,0.0063833753,,1.0,2448.8932564258575,0.0063833753,100,1174.7363862287239,118.5,0.4189424,2387885,0.009464841,280.13561666488647
25000,,0.0038145806,,1.0,2459.6756076812744,0.0038145806,100,1168.5348914516774,117.88,0.4189424,2399673,0.0100654,280.4371935844421
25100,,0.0009235339,,1.0,2470.7457914352417,0.0009235339,100,1121.9394758975432,113.22,0.4189424,2410995,0.0063325,266.74132565498354
25200,,0.0064434996,,1.0,2481.8919491767883,0.0064434996,100,1164.3305687736329,117.46,0.4189424,2422741,0.009349455,256.8357230567932
25300,,0.0041006343,,1.0,2494.372668027878,0.0041006343,100,1196.0285237312746,120.63,0.4189424,2434804,0.008105008,281.5349172782898
25400,,0.004885501,,1.0,2506.8178968429565,0.004885501,100,1170.7325748288508,118.1,0.4189424,2446614,0.0058712102,300.633513917923
25500,,0.0014686804,,1.0,2518.0167253017426,0.0014686804,100,1173.1270821885612,118.34,0.4189424,2458448,0.008868052,271.2330366516113
25600,,0.0068589244,,1.0,2530.1904776096344,0.0068589244,100,1154.8304082626507,116.51,0.4189424,2470099,0.009506745,281.03469610214233
25700,,0.0059443093,,1.0,2541.7907798290253,0.0059443093,100,1199.9304998474138,121.02,0.4189424,2482201,0.0075936094,289.1331443786621
25800,,0.0032235852,,1.0,2553.99018740654,0.0032235852,100,1215.7307646006548,122.6,0.4189424,2494461,0.0059388853,285.3326405906677
25900,,0.004769851,,1.0,2563.9003126621246,0.004769851,100,1143.7354974499183,115.4,0.4189424,2506001,0.0073425816,260.64046516418455
26000,,0.013234946,,1.0,2576.1057302951813,0.013234946,100,1150.9316194376415,116.12,0.4189424,2517613,0.009620084,246.94026258468628
26100,,0.007949791,,1.0,2587.9305427074432,0.007949791,100,1143.427116877617,115.37,0.4189424,2529150,0.009970842,253.93647172927857
26200,,0.006202801,,1.0,2598.5606467723846,0.006202801,100,1129.8323299333033,114.01,0.4189424,2540551,0.009794257,264.43766102790835
26300,,0.0035199071,,1.0,2608.923062324524,0.0035199071,100,1137.8308469989013,114.81,0.4189424,2552032,0.008287797,277.4371338558197
26400,,0.010516875,,1.0,2619.6627366542816,0.010516875,100,1158.529740736866,116.88,0.4189424,2563720,0.010229818,275.4356069087982
26500,,0.00675811,,1.0,2630.703006505966,0.00675811,100,1131.3365407053898,114.16,0.4189424,2575136,0.0066982997,271.1392705345154
26600,,0.009803603,,1.0,2642.138215780258,0.009803603,100,1163.5355854432898,117.38,0.4189424,2586874,0.009644917,265.53628870964053
26700,,0.008123222,,1.0,2652.7951657772064,0.008123222,100,1137.2361163084415,114.75,0.4189424,2598349,0.010097189,264.6390736484528
26800,,0.007710499,,1.0,2664.8301899433136,0.007710499,100,1144.5318455908139,115.48,0.4189424,2609897,0.009845825,286.5366296291351
26900,,0.0067313784,,1.0,2675.9121861457825,0.0067313784,100,1139.8391096102312,115.01,0.4189424,2621398,0.0077226968,269.03943037986755
27000,,0.015372571,,1.0,2686.788128376007,0.015372571,100,1137.7349520976852,114.8,0.4189424,2632878,0.009917124,257.0392068386078
27100,,0.010931637,,1.0,2698.2448143959045,0.010931637,100,1203.2302361528216,121.35,0.4189424,2645013,0.009220649,290.5313320446014
27200,,0.003963074,,1.0,2709.953518152237,0.003963074,100,1128.7316751043559,113.9,0.4189424,2656403,0.009529272,263.03943083763124
27300,,0.0035379773,,1.0,2720.442320585251,0.0035379773,100,1117.2316707948353,112.75,0.4189424,2667678,0.00891158,235.24159564971924
27400,,0.001698219,,1.0,2731.8478825092316,0.001698219,100,1114.627705339168,112.49,0.4189424,2678927,0.0067301216,260.838187007904
27500,,0.008937451,,1.0,2743.881199359894,0.008937451,100,1159.5244502998576,116.98,0.4189424,2690625,0.009680198,265.7338622570038
27600,,0.012961443,,1.0,2755.5241346359253,0.012961443,100,1140.3325173479836,115.06,0.4189424,2702131,0.009594278,249.13818670272826
27700,,0.006145061,,1.0,2766.3225021362305,0.006145061,100,1127.4332398319673,113.77,0.4189424,2713508,0.009770752,252.8392455482483
27800,,0.008667882,,1.0,2778.357171058655,0.008667882,100,1147.1320099773839,115.74,0.4189424,2725082,0.010091109,275.6376240444183
27900,,0.0040988526,,1.0,2789.2887918949127,0.0040988526,100,1147.432703300804,115.77,0.4189424,2736659,0.0069489153,285.33754653930663
28000,,0.009246759,,1.0,2800.612369298935,0.009246759,100,1219.4317434782406,122.97,0.4189424,2748956,0.009944083,320.43099110603333
28100,,0.002176733,,1.0,2811.5895829200745,0.002176733,100,1152.5327638915628,116.28,0.4189424,2760584,0.008128066,271.5354333972931
28200,,0.009508651,,1.0,2822.088347196579,0.009508651,100,1149.2326149832506,115.95,0.4189424,2772179,0.009953788,290.8366802883148
28300,,0.0044665867,,1.0,2834.1511895656586,0.0044665867,100,1128.031165133026,113.83,0.4189424,2783562,0.010159186,256.3372830867767
28400,,0.0066002174,,1.0,2845.62407040596,0.0066002174,100,1142.1331041107348,115.24,0.4189424,2795086,0.009836416,267.3390007305145
28500,,0.006177904,,1.0,2857.3062806129456,0.006177904,100,1201.9315023038976,121.22,0.4189424,2807208,0.010082875,308.63308260917665
28600,,0.003581784,,1.0,2867.6415791511536,0.003581784,100,1197.3300376795728,120.76,0.4189424,2819284,0.008468594,304.9342289161682
28700,,0.007729645,,1.0,2878.6763553619385,0.007729645,100,1195.8338502391168,120.61,0.4189424,2831345,0.009925562,288.43524324417115
28800,,0.0041665137,,1.0,2890.768869638443,0.0041665137,100,1220.6301995645688,123.09,0.4189424,2843654,0.008426003,309.2323344993591
28900,,0.0052081677,,1.0,2900.0163028240204,0.0052081677,100,1190.7317323452835,120.1,0.4189424,2855664,0.009617203,282.33637042999266
29000,,0.008503586,,1.0,2910.296918153763,0.008503586,100,1202.0287809562878,121.23,0.4189424,2867787,0.009905963,303.63122138023374
29100,,0.008591422,,1.0,2919.9221427440643,0.008591422,100,1146.7344317650814,115.7,0.4189424,2879357,0.008704376,279.63743859291077
29200,,0.0038927398,,1.0,2930.417295217514,0.0038927398,100,1169.037384124973,117.93,0.4189424,2891150,0.008977858,251.33697220802307
29300,,0.0060838875,,1.0,2941.104630947113,0.0060838875,100,1196.536171003825,120.68,0.4189424,2903218,0.008089479,297.137133731842
29400,,0.0096969865,,1.0,2952.2197358608246,0.0096969865,100,1191.9388591942316,120.22,0.4189424,2915240,0.010130243,285.23826585769655
29500,,0.012092181,,1.0,2962.3414301872253,0.012092181,100,1173.1376102946797,118.34,0.4189424,2927074,0.010020104,281.2358182621002
29600,,0.004049993,,1.0,2973.7424960136414,0.004049993,100,1200.4333679162112,121.07,0.4189424,2939181,0.004340283,298.83454418182373
29700,,0.0059222193,,1.0,2984.2931141853333,0.0059222193,100,1153.7336520430028,116.4,0.4189424,2950821,0.009852326,285.4360964202881
29800,,0.00646042,,1.0,2994.1783804893494,0.00646042,100,1191.3334889559103,120.16,0.4189424,2962837,0.009705168,286.03444133758546
29900,,0.008450746,,1.0,3005.9406855106354,0.008450746,100,1219.8286137941138,123.01,0.4189424,2975138,0.009847373,289.8330372333527
30000,,0.010622139,,1.0,3016.2417063713074,0.010622139,100,1144.431248476704,115.47,0.4189424,2986685,0.009347797,251.43816140174866
30100,,0.0039150957,,1.0,3027.19868183136,0.0039150957,100,1116.1327948920955,112.64,0.4189424,2997949,0.0083550345,261.6386950016022
30200,,0.0077075805,,1.0,3038.1721625328064,0.0077075805,100,1181.6313907522372,119.19,0.4189424,3009868,0.008974245,290.4349357223511
30300,,0.0046352795,,1.0,3049.5850982666016,0.0046352795,100,1218.7310252530588,122.9,0.4189424,3022158,0.008007561,306.53277724266053
30400,,0.013018323,,1.0,3061.7455537319183,0.013018323,100,1209.4308739560638,121.97,0.4189424,3034355,0.010047005,287.63289878845217
30500,,0.0056465846,,1.0,3073.1472504138947,0.0056465846,100,1175.0367367032836,118.53,0.4189424,3046208,0.009933053,293.2361163139343
30600,,0.00851833,,1.0,3084.702951669693,0.00851833,100,1157.637006135102,116.79,0.4189424,3057887,0.008718477,294.2356810283661
30700,,0.015192978,,1.0,3096.3975586891174,0.015192978,100,1198.3351223723098,120.86,0.4189424,3069973,0.00988758,277.83719796180725
30800,,0.007593345,,1.0,3107.4259843826294,0.007593345,100,1247.8283722849235,125.81,0.4189424,3082554,0.008661618,316.7325451755524
30900,,0.0048599914,,1.0,3118.323189496994,0.0048599914,100,1161.9354779597652,117.22,0.4189424,3094276,0.009633728,279.63793873786926
31000,,0.003613293,,1.0,3130.0289068222046,0.003613293,100,1138.0327451443545,114.83,0.4189424,3105759,0.0067374012,259.63809566497804
31100,,0.00195463,,1.0,3141.2556126117706,0.00195463,100,1179.3306750843446,118.96,0.4189424,3117655,0.0090987785,266.635971364975
31200,,0.0014978296,,1.0,3152.984997034073,0.0014978296,100,1211.1317900591316,122.14,0.4189424,3129869,0.008261419,306.6323126029968
31300,,0.008033206,,1.0,3163.9631910324097,0.008033206,100,1175.0352916142597,118.53,0.4189424,3141722,0.009867553,266.2369121074677
31400,,0.002717887,,1.0,3176.2671501636505,0.002717887,100,1113.5351296163137,112.38,0.4189424,3152960,0.006354791,257.7384617328644
31500,,0.00877648,,1.0,3186.022602081299,0.00877648,100,1116.7359649954328,112.7,0.4189424,3164230,0.008625386,273.7372563457489
31600,,0.007680703,,1.0,3197.554302215576,0.007680703,100,1112.5285518680134,112.28,0.4189424,3175458,0.00972388,260.23702910423276
31700,,0.001096455,,1.0,3207.5027253627777,0.001096455,100,1116.8299343696679,112.71,0.4189424,3186729,0.0014043573,266.8386322593689
31800,,0.003014372,,1.0,3218.6286492347717,0.003014372,100,1096.4327172372673,110.67,0.4189424,3197796,0.010119643,245.93999019622802
31900,,0.0073947413,,1.0,3229.7700498104095,0.0073947413,100,1110.4301963025362,112.07,0.4189424,3209003,0.0090587735,258.4364335536957
32000,,0.0049532657,,1.0,3241.9925134181976,0.0049532657,100,1122.42746490493,113.27,0.4189424,3220330,0.0075770416,267.2376568889618
32100,,0.0041353954,,1.0,3253.8229475021362,0.0041353954,100,1139.5274592330825,114.98,0.4189424,3231828,0.009478129,253.33802358627318
32200,,0.0050016395,,1.0,3264.744537591934,0.0050016395,100,1083.629803159478,109.39,0.4189424,3242767,0.009656208,249.03962288856508
32300,,0.006572376,,1.0,3277.320764541626,0.006572376,100,1109.025688153674,111.93,0.4189424,3253960,0.009933498,248.23672246932983
32400,,0.011700589,,1.0,3290.526245355606,0.011700589,100,1171.5273247455216,118.18,0.4189424,3265778,0.010230948,274.13433209419253
32500,,0.0074928054,,1.0,3301.2858040332794,0.0074928054,100,1053.2302109921593,106.35,0.4189424,3276413,0.009990393,226.0406725025177
32600,,0.0083555,,1.0,3311.6164469718933,0.0083555,100,1065.9274237295008,107.62,0.4189424,3287175,0.010064844,228.7406565475464
32700,,0.008001696,,1.0,3323.1815464496613,0.008001696,100,1171.2243464964113,118.15,0.4189424,3298990,0.009135105,272.8338390350342
32800,,0.006524386,,1.0,3334.1950747966766,0.006524386,100,1127.7311394822477,113.8,0.4189424,3310370,0.00946942,253.039083776474
32900,,0.00987828,,1.0,3345.968990087509,0.00987828,100,1099.332541455207,110.96,0.4189424,3321466,0.009840193,250.44059073448182
33000,,0.013877732,,1.0,3356.667901277542,0.013877732,100,1079.9346195252338,109.02,0.4189424,3332368,0.009773754,241.2415697956085
33100,,0.0062493063,,1.0,3367.866550922394,0.0062493063,100,1198.5283221378997,120.88,0.4189424,3344456,0.009162223,298.7333587265015
33200,,0.0025903771,,1.0,3378.845097064972,0.0025903771,100,1147.4303297083504,115.77,0.4189424,3356033,0.007899292,256.13853536605836
33300,,0.0066821165,,1.0,3389.3743538856506,0.0066821165,100,1221.2238356304572,123.15,0.4189424,3368348,0.008990162,330.8307360935211
33400,,0.009733926,,1.0,3399.640895843506,0.009733926,100,1177.827036567591,118.81,0.4189424,3380229,0.009737583,311.03371050834653
33500,,0.006160835,,1.0,3410.7968380451202,0.006160835,100,1118.2274648063703,112.85,0.4189424,3391514,0.009626453,265.5376792907715
33600,,0.007968502,,1.0,3422.91788649559,0.007968502,100,1143.324596514162,115.36,0.4189424,3403050,0.009011053,266.53624148368834
33700,,0.008661555,,1.0,3434.8855419158936,0.008661555,100,1199.0253797559333,120.93,0.4189424,3415143,0.010107204,283.6344365978241
33800,,0.006035193,,1.0,3446.979786157608,0.006035193,100,1173.0289984228502,118.33,0.4189424,3426976,0.008750919,265.63714424133303
33900,,0.005640443,,1.0,3457.651593208313,0.005640443,100,1162.3269934186442,117.26,0.4189424,3438702,0.009098378,281.635261554718
34000,,0.01259646,,1.0,3469.8312618732452,0.01259646,100,1165.3257115833405,117.56,0.4189424,3450458,0.010249963,312.2326266002655
34100,,0.013982051,,1.0,3480.4166116714478,0.013982051,100,1151.9242800305176,116.22,0.4189424,3462080,0.010049229,254.33535905838013
34200,,0.008346912,,1.0,3491.8633675575256,0.008346912,100,1183.8244412072354,119.41,0.4189424,3474021,0.010045874,270.13394019126895
34300,,0.010807839,,1.0,3503.254033088684,0.010807839,100,1198.1274554523995,120.84,0.4189424,3486105,0.009841325,302.93392792701724
34400,,0.0040623583,,1.0,3516.4607903957367,0.0040623583,100,1161.3292037385668,117.16,0.4189424,3497821,0.0045378245,309.6334397411346
34500,,0.0054161125,,1.0,3527.5047838687897,0.0054161125,100,1159.428777552145,116.97,0.4189424,3509518,0.009454902,285.7351323223114
34600,,0.003615913,,1.0,3537.9608771800995,0.003615913,100,1204.4245394349452,121.47,0.4189424,3521665,0.009822986,311.6301270675659
34700,,0.0036386694,,1.0,3549.55917263031,0.0036386694,100,1170.4268668990119,118.07,0.4189424,3533472,0.008564511,263.4354515266418
34800,,0.001574956,,1.0,3559.949563264847,0.001574956,100,1115.1317868460299,112.54,0.4189424,3544726,0.009903995,254.93867294311522
34900,,0.0035082544,,1.0,3570.3832001686096,0.0035082544,100,1133.3327409331882,114.36,0.4189424,3556162,0.0071515953,289.5371787452698
35000,,0.0038355207,,1.0,3582.2027015686035,0.0038355207,100,1182.7321861416617,119.3,0.4189424,3568092,0.001945317,303.03465808868407
35100,,0.004065307,,1.0,3593.631214618683,0.004065307,100,1163.9322919831222,117.42,0.4189424,3579834,0.008917003,278.1365434265137
35200,,0.006690892,,1.0,3604.5916216373444,0.006690892,100,1152.8354474444056,116.31,0.4189424,3591465,0.009545764,295.1374387359619
35300,,0.0038056318,,1.0,3616.7769060134888,0.0038056318,100,1145.8358623399158,115.61,0.4189424,3603026,0.0053928453,269.33865322113036
35400,,0.0026603967,,1.0,3629.007303237915,0.0026603967,100,1154.6327339515194,116.49,0.4189424,3614675,0.009216782,249.6375987625122
35500,,0.003851797,,1.0,3641.0971558094025,0.003851797,100,1161.7358900879767,117.2,0.4189424,3626395,0.0036636787,283.63687770843507
35600,,0.0085987095,,1.0,3652.3124873638153,0.0085987095,100,1051.0444456589355,106.13,0.4189424,3637008,0.010094019,228.24440549850465
35700,,0.0065531214,,1.0,3663.861757516861,0.0065531214,100,1100.6415541146262,111.09,0.4189424,3648117,0.00925848,259.5408895874023
35800,,0.003823203,,1.0,3675.7406051158905,0.003823203,100,1092.1393419362744,110.24,0.4189424,3659141,0.009435926,260.44167463302614
35900,,0.0038814282,,1.0,3687.3568725585938,0.0038814282,100,1102.9339231332403,111.32,0.4189424,3670273,0.007312378,261.63915964126585
36000,,0.009472629,,1.0,3698.66105055809,0.009472629,100,1129.938998966633,114.02,0.4189424,3681675,0.009761488,261.3400148296356
36100,,0.0053928173,,1.0,3710.5070474147797,0.0053928173,100,1097.8395051073862,110.81,0.4189424,3692756,0.0075038127,257.04175188064573
36200,,0.007887782,,1.0,3721.562235593796,0.007887782,100,1060.9418601962495,107.12,0.4189424,3703468,0.009669339,240.14334280967714
36300,,0.0079366965,,1.0,3732.9627447128296,0.0079366965,100,1135.139786904625,114.54,0.4189424,3714922,0.009688222,293.63954233169557
36400,,0.005466716,,1.0,3744.3168222904205,0.005466716,100,1170.8370214569989,118.11,0.4189424,3726733,0.0080255885,259.5389872741699
36500,,0.005069298,,1.0,3755.4482657909393,0.005069298,100,1146.7433558024438,115.7,0.4189424,3738303,0.009346952,284.64024578094484
36600,,0.003636752,,1.0,3766.4159677028656,0.003636752,100,1143.9390342062698,115.42,0.4189424,3749845,0.008642068,265.2396743011475
36700,,0.008391609,,1.0,3777.1536309719086,0.008391609,100,1153.3356985859593,116.36,0.4189424,3761481,0.009662944,266.0381736278534
36800,,0.009924474,,1.0,3788.3217825889587,0.009924474,100,1247.233016752782,125.75,0.4189424,3774056,0.009739187,328.6312424373627
36900,,0.0052195103,,1.0,3798.4367909431458,0.0052195103,100,1181.4351994282515,119.17,0.4189424,3785973,0.009973551,289.23671534538266
37000,,0.0016615186,,1.0,3809.843874692917,0.0016615186,100,1236.0325298739772,124.63,0.4189424,3798436,0.005637912,299.3337169265747
37100,,0.0053667347,,1.0,3820.5038487911224,0.0053667347,100,1214.335166795731,122.46,0.4189424,3810682,0.008401259,315.6323488998413
37200,,0.0039849095,,1.0,3829.5516469478607,0.0039849095,100,1195.0351595282273,120.53,0.4189424,3822735,0.0074508837,274.4343880367279
37300,,0.009261594,,1.0,3838.382580757141,0.009261594,100,1152.7341444124606,116.3,0.4189424,3834365,0.009780031,271.83600982666013
37400,,0.005831203,,1.0,3847.6236124038696,0.005831203,100,1225.930707351836,123.62,0.4189424,3846727,0.00971991,317.2325729751587
37500,,0.010644059,,1.0,3857.6715745925903,0.010644059,100,1226.9310084314875,123.72,0.4189424,3859099,0.010071982,315.1317639923096
37600,,0.0059495186,,1.0,3868.1575136184692,0.0059495186,100,1166.4312089825555,117.67,0.4189424,3870866,0.009320256,258.1360393714905
37700,,0.008847716,,1.0,3878.4932663440704,0.008847716,100,1223.9302185118827,123.42,0.4189424,3883208,0.009537344,315.23092562675475
37800,,0.0037516938,,1.0,3889.646260499954,0.0037516938,100,1300.0299637966157,131.03,0.4189424,3896311,0.0023463424,325.72901839256286
37900,,0.007841178,,1.0,3900.1223685741425,0.007841178,100,1120.9406223016504,113.12,0.4189424,3907623,0.009649691,262.4406374835968
38000,,0.0065752785,,1.0,3910.84965133667,0.0065752785,100,1139.4393055303078,114.97,0.4189424,3919120,0.009206283,246.54116262435912
38100,,0.0021091576,,1.0,3921.921741247177,0.0021091576,100,1140.738212181711,115.1,0.4189424,3930630,0.002593571,254.33962887763977
38200,,0.0070346165,,1.0,3933.1799306869507,0.0070346165,100,1136.439724874943,114.67,0.4189424,3942097,0.008295591,259.23906457901
38300,,0.00449751,,1.0,3944.284011363983,0.00449751,100,1146.23588930654,115.65,0.4189424,3953662,0.009338313,269.43756373405455
38400,,0.009713452,,1.0,3956.2569625377655,0.009713452,100,1160.54025780149,117.08,0.4189424,3965370,0.00971799,270.23919211387636
38500,,0.009590187,,1.0,3966.6689863204956,0.009590187,100,1083.9386479166483,109.42,0.4189424,3976312,0.010041425,234.8423124408722
38600,,0.002890835,,1.0,3977.5145614147186,0.002890835,100,1116.5398547579023,112.68,0.4189424,3987580,0.007790604,250.5403159236908
38700,,0.0056526833,,1.0,3988.411113023758,0.0056526833,100,1098.1426580519683,110.84,0.4189424,3998664,0.0059337877,253.94019490242005
38800,,0.010797686,,1.0,3999.755665063858,0.010797686,100,1119.038689222678,112.93,0.4189424,4009957,0.008887921,259.0390402030945
38900,,0.0077556553,,1.0,4010.921143770218,0.0077556553,100,1031.2439559320533,104.15,0.4189424,4020372,0.008370457,203.8460327243805
39000,,0.004237579,,1.0,4021.798668384552,0.004237579,100,1064.8404188780498,107.51,0.4189424,4031123,0.009728787,229.04295435905456
39100,,0.0047080726,,1.0,4033.424352645874,0.0047080726,100,1097.1406238121863,110.74,0.4189424,4042197,0.0070008067,251.24048896789552
39200,,0.0054381397,,1.0,4044.4592802524567,0.0054381397,100,1108.9396555972514,111.92,0.4189424,4053389,0.008552419,239.5406943321228
39300,,0.0039872266,,1.0,4055.9065656661987,0.0039872266,100,1099.8417376634102,111.01,0.4189424,4064490,0.008905738,271.340621175766
39400,,0.0066429535,,1.0,4066.800120830536,0.0066429535,100,1095.1442581570134,110.54,0.4189424,4075544,0.009980822,240.34344585418702
39500,,0.0109100295,,1.0,4077.6568937301636,0.0109100295,100,1053.342385060563,106.36,0.4189424,4086180,0.009812147,229.64366270065307
39600,,0.014330259,,1.0,4089.2151441574097,0.014330259,100,1071.2388301802973,108.15,0.4189424,4096995,0.009502689,243.8427684020996
39700,,0.005305097,,1.0,4099.554652452469,0.005305097,100,1077.3339175726812,108.76,0.4189424,4107871,0.0096866945,247.64182258605956
39800,,0.0033618617,,1.0,4110.341754198074,0.0033618617,100,1089.1393614678655,109.94,0.4189424,4118865,0.0056930836,248.74278616905212
39900,,0.015877454,,1.0,4121.544193506241,0.015877454,100,1132.8329458753933,114.31,0.4189424,4130296,0.010012632,271.9372890472412
40000,,0.004795749,,1.0,4132.654004335403,0.004795749,100,1094.2327261724809,110.45,0.4189424,4141341,0.009743915,238.74092094421385
40100,,0.0027659608,,1.0,4143.998465299606,0.0027659608,100,1064.1381341778083,107.44,0.4189424,4152085,0.008815155,236.3419542312622
40200,,0.008968432,,1.0,4155.099100351334,0.008968432,100,1109.1393288990284,111.94,0.4189424,4163279,0.0098068565,244.23925583839417
40300,,0.00815616,,1.0,4165.7157571315765,0.00815616,100,1151.136962378269,116.14,0.4189424,4174893,0.009099024,272.93708704948426
