EpRewMean,Step_size,optimgain,TimeElapsed,entloss,EpLenMean,surrgain,meankl,DiscEpRewMean,EpisodesSoFar,TimestepsSoFar,EpThisIter,ev_tdlam_before,entropy
76.95441068894354,1.0,0.0054766056,7.62997841835022,,8.7,0.0054766056,0.009590808,2.5991943359375,100,870,100,,0.4189424
89.64765801750401,1.0,0.007636339,14.847233772277832,,9.97,0.007636339,0.009613597,2.1983239364624025,200,1867,100,,0.4189424
94.14384134522884,1.0,0.0072951294,22.067699193954468,,10.42,0.0072951294,0.009319675,5.39722710609436,300,2909,100,,0.4189424
100.34099101061958,1.0,0.0033698536,32.09655785560608,,11.04,0.0033698536,0.008890559,4.597026672363281,400,4013,100,,0.4189424
102.94157060648485,1.0,0.007604644,40.554306507110596,,11.3,0.007604644,0.009697358,3.6987081146240235,500,5143,100,,0.4189424
116.33899194958994,1.0,0.006993151,54.803139209747314,,12.64,0.006993151,0.009677785,2.998917694091797,600,6407,100,,0.4189424
121.93574900120579,1.0,0.006831413,72.27255034446716,,13.2,0.006831413,0.0098051755,4.2982437038421635,700,7727,100,,0.4189424
137.3286677454225,1.0,0.007883215,92.00597739219666,,14.74,0.007883215,0.009855197,3.5978030490875246,800,9201,100,,0.4189424
131.2303339224758,1.0,0.0044915825,112.15485429763794,,14.13,0.0044915825,0.009857359,2.2986613178253172,900,10614,100,,0.4189424
166.0130221837152,1.0,0.008621263,148.1623203754425,,17.61,0.008621263,0.009913515,8.99634268760681,1000,12375,100,,0.4189424
157.71853332656477,1.0,0.006698563,185.9725420475006,,16.78,0.006698563,0.009923943,5.496824016571045,1100,14053,100,,0.4189424
176.30991280121748,1.0,0.0053929677,228.44790959358215,,18.64,0.0053929677,0.008608772,7.095488357543945,1200,15917,100,,0.4189424
183.31908521646986,1.0,0.011091746,260.8325877189636,,19.34,0.011091746,0.009744774,10.895941801071167,1300,17851,100,,0.4189424
182.51218285142286,1.0,0.00975563,302.27269530296326,,19.26,0.00975563,0.009613763,8.795955657958984,1400,19777,100,,0.4189424
193.1007642038099,1.0,0.0070763617,341.6479778289795,,20.32,0.0070763617,0.0098319845,6.096749095916748,1500,21809,100,,0.4189424
206.20533127254947,1.0,0.010108311,378.4741315841675,,21.63,0.010108311,0.009907814,10.294274702072144,1600,23972,100,,0.4189424
228.19205939700376,1.0,0.0068761194,422.7432029247284,,23.83,0.0068761194,0.009745929,12.793783454895019,1700,26355,100,,0.4189424
233.48800966804967,1.0,0.008086655,460.64442443847656,,24.36,0.008086655,0.009715432,10.095397901535033,1800,28791,100,,0.4189424
249.98489895232618,1.0,0.009307064,506.6389968395233,,26.01,0.009307064,0.009477765,12.293547077178955,1900,31392,100,,0.4189424
275.47961671271213,1.0,0.0062940367,547.6668925285339,,28.56,0.0062940367,0.009152617,15.193129663467408,2000,34248,100,,0.4189424
281.3802209898992,1.0,0.011691178,592.0347607135773,,29.15,0.011691178,0.009964124,20.089524230957032,2100,37163,100,,0.4189424
300.1752940425941,1.0,0.014587649,633.6202595233917,,31.03,0.014587649,0.009671076,12.493864288330078,2200,40266,100,,0.4189424
358.13914577523536,1.0,0.010470256,676.9579429626465,,36.83,0.010470256,0.009910281,30.48730269432068,2300,43949,100,,0.4189424
408.1329914875984,1.0,0.011121257,727.225289106369,,41.83,0.011121257,0.009814512,39.48481879234314,2400,48132,100,,0.4189424
424.3340176214702,1.0,0.015026677,777.9180467128754,,43.45,0.015026677,0.010021311,36.08353730201721,2500,52477,100,,0.4189424
464.72117738653986,1.0,0.011095006,825.9810993671417,,47.49,0.011095006,0.009718474,57.3819268989563,2600,57226,100,,0.4189424
418.5315579645418,1.0,0.009736164,874.090916633606,,42.87,0.009736164,0.009413462,38.186118087768556,2700,61513,100,,0.4189424
550.0847200047157,1.0,0.01786727,922.8058717250824,,56.03,0.01786727,0.009887052,67.27507353782654,2800,67116,100,,0.4189424
484.9058171748872,1.0,0.01872641,967.6179287433624,,49.51,0.01872641,0.00991025,49.27998083114624,2900,72067,100,,0.4189424
513.112839003699,1.0,0.014556177,1024.8046276569366,,52.33,0.014556177,0.009648056,40.98240623474121,3000,77300,100,,0.4189424
557.6973537548872,1.0,0.02002262,1077.6997318267822,,56.79,0.02002262,0.01003148,66.57373985290528,3100,82979,100,,0.4189424
570.4931568830267,1.0,0.018530918,1129.9225249290466,,58.07,0.018530918,0.009283075,67.2782528781891,3200,88786,100,,0.4189424
581.2923595366512,1.0,0.009209356,1191.9098644256592,,59.15,0.009209356,0.009081293,63.07926769256592,3300,94701,100,,0.4189424
550.4945044365606,1.0,0.018664222,1251.9766902923584,,56.07,0.018664222,0.009608342,58.078812217712404,3400,100308,100,,0.4189424
554.7825970928146,1.0,0.018437319,1302.4797201156616,,56.5,0.018437319,0.01000445,73.37171890258789,3500,105958,100,,0.4189424
581.2821382564395,1.0,0.013214492,1361.793630361557,,59.15,0.013214492,0.009301481,70.27042182922364,3600,111873,100,,0.4189424
600.2887736279324,1.0,0.010990904,1421.083191394806,,61.05,0.010990904,0.009984706,87.66887837409973,3700,117978,100,,0.4189424
572.8891051864761,1.0,0.009902566,1486.6819472312927,,58.31,0.009902566,0.008371407,56.27807331085205,3800,123809,100,,0.4189424
630.8775031082658,1.0,0.011488311,1555.29523563385,,64.11,0.011488311,0.009184885,80.56922351837159,3900,130220,100,,0.4189424
580.2881815042333,1.0,0.0119510405,1617.455050945282,,59.05,0.0119510405,0.009974029,68.57332211494446,4000,136125,100,,0.4189424
714.2597141705675,1.0,0.023662211,1687.0776953697205,,72.45,0.023662211,0.009671893,110.96694926261902,4100,143370,100,,0.4189424
740.9522905903311,1.0,0.013826949,1741.6139221191406,,75.12,0.013826949,0.009294804,114.66431204795838,4200,150882,100,,0.4189424
645.7611234994594,1.0,0.010832577,1813.0203382968903,,65.6,0.010832577,0.008907394,107.26248292922973,4300,157442,100,,0.4189424
589.5662201741605,1.0,0.010414082,1870.745816230774,,59.98,0.010414082,0.009820142,84.7696487903595,4400,163440,100,,0.4189424
607.464392017144,1.0,0.012235727,1936.7739119529724,,61.77,0.012235727,0.009984254,78.86810255050659,4500,169617,100,,0.4189424
791.8448478160419,1.0,0.017385354,2009.7096900939941,,80.21,0.017385354,0.009791431,129.2624500656128,4600,177638,100,,0.4189424
732.5449024519097,1.0,0.013666067,2085.4196870326996,,74.28,0.013666067,0.008856588,99.26354844093322,4700,185066,100,,0.4189424
683.6764290741876,1.0,0.016155638,2135.4976205825806,,69.39,0.016155638,0.009513733,110.86867721557617,4800,192005,100,,0.4189424
765.7373413356471,1.0,0.020159034,2217.042782306671,,77.6,0.020159034,0.009812442,131.05641207695007,4900,199765,100,,0.4189424
826.7375551505058,1.0,0.020384483,2278.6490824222565,,83.7,0.020384483,0.009299925,137.85954424858093,5000,208135,100,,0.4189424
793.7471526136737,1.0,0.01790859,2362.9698626995087,,80.4,0.01790859,0.01003354,123.56265309333801,5100,216175,100,,0.4189424
830.7135065084495,1.0,0.02522028,2425.5958325862885,,84.1,0.02522028,0.010037479,152.8512079811096,5200,224585,100,,0.4189424
882.6205848473074,1.0,0.024388203,2505.7600424289703,,89.29,0.024388203,0.009850742,153.5518387413025,5300,233514,100,,0.4189424
795.1247307739812,1.0,0.017313577,2577.387363910675,,80.54,0.017313577,0.010001379,139.95096710205078,5400,241568,100,,0.4189424
865.7197148129443,1.0,0.024235811,2637.6634364128113,,87.6,0.024235811,0.009887702,161.2571894454956,5500,250328,100,,0.4189424
834.9220008171131,1.0,0.017467331,2720.3438291549683,,84.52,0.017467331,0.009963835,106.9642712020874,5600,258780,100,,0.4189424
851.0070174913038,1.0,0.009947426,2784.4333634376526,,86.13,0.009947426,0.009175939,173.93661154747008,5700,267393,100,,0.4189424
790.6416394077861,1.0,0.019015828,2862.121556043625,,80.09,0.019015828,0.009930721,140.05877194404601,5800,275402,100,,0.4189424
882.6069505841201,1.0,0.018772036,2935.0262479782104,,89.29,0.018772036,0.009996089,163.34411546707153,5900,284331,100,,0.4189424
863.7246284909509,1.0,0.009653572,3009.9215517044067,,87.4,0.009653572,0.008487222,139.85536502838136,6000,293071,100,,0.4189424
871.9266896116641,1.0,0.015369384,3090.8034479618073,,88.22,0.015369384,0.009791884,181.25094944953918,6100,301893,100,,0.4189424
881.5299698736931,1.0,0.015701855,3154.796376466751,,89.18,0.015701855,0.009938417,180.14673179626465,6200,310811,100,,0.4189424
960.9188272315123,1.0,0.015582374,3251.004715204239,,97.12,0.015582374,0.008746714,184.64374102592467,6300,320523,100,,0.4189424
912.6920340118519,1.0,0.011419187,3321.2135169506073,,92.3,0.011419187,0.009974331,172.03957244873047,6400,329753,100,,0.4189424
934.3229763516875,1.0,0.022740869,3417.1020374298096,,94.46,0.022740869,0.009965191,162.05162412643432,6500,339199,100,,0.4189424
878.7246649682628,1.0,0.020127343,3454.8598687648773,,88.9,0.020127343,0.009806049,144.05346307754516,6600,348089,100,,0.4189424
900.012111992499,1.0,0.019030716,3513.255429506302,,91.03,0.019030716,0.009927975,175.3473410129547,6700,357192,100,,0.4189424
935.6902793993542,1.0,0.012740428,3550.488733291626,,94.6,0.012740428,0.009747907,167.04453265190125,6800,366652,100,,0.4189424
1062.0999398302909,1.0,0.021583494,3603.9835543632507,,107.24,0.021583494,0.009896445,247.93602251052857,6900,377376,100,,0.4189424
1122.7961392676777,1.0,0.013225258,3662.926558971405,,113.31,0.013225258,0.0098807365,252.62830785751342,7000,388707,100,,0.4189424
1180.595451544346,1.0,0.015706196,3719.1264374256134,,119.09,0.015706196,0.008863353,301.7225912952423,7100,400616,100,,0.4189424
1143.696638725228,1.0,0.019180773,3786.5320217609406,,115.4,0.019180773,0.009792336,270.2311803817749,7200,412156,100,,0.4189424
1141.3044682065117,1.0,0.016426712,3838.1521232128143,,115.16,0.016426712,0.009715812,251.23766310691835,7300,423672,100,,0.4189424
1184.3117855803691,1.0,0.012306167,3895.3812067508698,,119.46,0.012306167,0.009827646,314.3292150688171,7400,435618,100,,0.4189424
1179.7224918035272,1.0,0.013986363,3950.5507066249847,,119.0,0.013986363,0.008462408,279.3381720542908,7500,447518,100,,0.4189424
1268.3320836747635,1.0,0.013558719,4013.3612830638885,,127.86,0.013558719,0.008291066,335.83056182861327,7600,460304,100,,0.4189424
1268.4485690640236,1.0,0.008181797,4076.2890651226044,,127.87,0.008181797,0.0078337565,348.23653906822204,7700,473091,100,,0.4189424
