TimestepsSoFar,ev_tdlam_before,EpisodesSoFar,Step_size,EpLenMean,DiscEpRewMean,meankl,optimgain,entloss,TimeElapsed,EpRewMean,EpThisIter,entropy,surrgain
947,,100,1.0,9.47,0.8994165134429931,0.009062675,0.0055782967,,104.84481406211853,84.64987309669509,100,0.4189424,0.0055782967
2043,,200,1.0,10.96,2.6989716053009034,0.009654447,0.0060359826,,189.8923888206482,99.54197110714495,100,0.4189424,0.0060359826
3058,,300,1.0,10.15,1.798666706085205,0.00987393,0.0034259204,,279.86542296409607,91.44751351370942,100,0.4189424,0.0034259204
4251,,400,1.0,11.93,3.2984886932373048,0.009131357,0.0074561546,,364.9289462566376,109.24020005271183,100,0.4189424,0.0074561546
5464,,500,1.0,12.13,6.297082223892212,0.009905429,0.008475064,,451.1659562587738,111.23418990821055,100,0.4189424,0.008475064
6733,,600,1.0,12.69,3.3980485916137697,0.00887368,0.007422108,,538.8449187278748,116.8368668783049,100,0.4189424,0.007422108
8123,,700,1.0,13.9,1.4991329669952393,0.009421593,0.0066164634,,617.7284235954285,128.93070049598055,100,0.4189424,0.0066164634
9512,,800,1.0,13.89,3.1980034637451173,0.009682058,0.0060356106,,678.726722240448,128.82939233500394,100,0.4189424,0.0060356106
10970,,900,1.0,14.58,3.7983258247375487,0.009416766,0.008028102,,753.2379446029663,135.72885991933245,100,0.4189424,0.008028102
12594,,1000,1.0,16.24,8.797171535491943,0.008230752,0.00775621,,843.7527039051056,152.31481721656056,100,0.4189424,0.00775621
14187,,1100,1.0,15.93,4.696409835815429,0.0095738275,0.0059825163,,940.4344325065613,149.21673797881553,100,0.4189424,0.0059825163
15724,,1200,1.0,15.37,6.0965554141998295,0.009737139,0.004937347,,1019.1604192256927,143.62257912846576,100,0.4189424,0.004937347
17690,,1300,1.0,19.66,6.897342300415039,0.009951414,0.008999078,,1116.2272005081177,186.51231474474926,100,0.4189424,0.008999078
19539,,1400,1.0,18.49,5.5966747379302975,0.008938004,0.008235538,,1221.210233449936,174.815882538846,100,0.4189424,0.008235538
21723,,1500,1.0,21.84,10.093814916610718,0.009960976,0.007737339,,1320.8657803535461,208.29695808067197,100,0.4189424,0.007737339
24562,,1600,1.0,28.39,18.791506690979006,0.010004764,0.012394658,,1421.2706942558289,273.7680164527236,100,0.4189424,0.012394658
28143,,1700,1.0,35.81,35.387621068954466,0.009863065,0.013657595,,1541.814121723175,347.9466530642227,100,0.4189424,0.013657595
32351,,1800,1.0,42.08,40.58365921020508,0.009786338,0.01712844,,1655.4419059753418,410.6237219452078,100,0.4189424,0.01712844
37301,,1900,1.0,49.5,68.56770016670227,0.010019115,0.0049442854,,1777.6529867649078,484.782518994091,100,0.4189424,0.0049442854
44834,,2000,1.0,75.33,114.05340559005737,0.0097378995,0.021655599,,1935.0511338710785,742.9937462479188,100,0.4189424,0.021655599
51712,,2100,1.0,68.78,139.84398847579956,0.009731604,0.014635568,,2079.7209610939026,677.5296616380813,100,0.4189424,0.014635568
58911,,2200,1.0,71.99,109.96058831214904,0.009543116,0.014724665,,2243.5013620853424,709.6275730340004,100,0.4189424,0.014724665
67419,,2300,1.0,85.08,159.63705348968506,0.009998808,0.010301439,,2417.1725380420685,840.4857800068911,100,0.4189424,0.010301439
74968,,2400,1.0,75.49,99.06157170295715,0.009693225,0.018354727,,2591.091651201248,744.6149934778872,100,0.4189424,0.018354727
83893,,2500,1.0,89.25,191.63291516304017,0.010029222,0.012638135,,2765.0928823947906,882.1892377518244,100,0.4189424,0.012638135
94787,,2600,1.0,108.94,195.84267707824708,0.009872366,0.018397218,,2947.235676050186,1079.0702009366928,100,0.4189424,0.018397218
105604,,2700,1.0,108.17,306.62656471252444,0.009485172,0.016966362,,3119.2763600349426,1071.4130066805271,100,0.4189424,0.016966362
119292,,2800,1.0,136.88,356.00955657958986,0.009959351,0.012814716,,3247.4142093658447,1358.4821078133602,100,0.4189424,0.012814716
130877,,2900,1.0,115.85,267.3245581436157,0.009543032,0.010319331,,3328.6817553043365,1148.1968457158969,100,0.4189424,0.010319331
143047,,3000,1.0,121.7,314.2142000579834,0.00943707,0.008412115,,3428.1697351932526,1206.6649151160414,100,0.4189424,0.008412115
156734,,3100,1.0,136.87,359.0159207057953,0.008093099,0.0050310646,,3526.6451013088226,1358.397171524202,100,0.4189424,0.0050310646
169238,,3200,1.0,125.04,280.225441904068,0.008158202,0.01705873,,3619.117432832718,1240.1009533441145,100,0.4189424,0.01705873
181531,,3300,1.0,122.93,315.6191613960266,0.009300778,0.0088823605,,3711.646643638611,1219.001405192518,100,0.4189424,0.0088823605
194102,,3400,1.0,125.71,345.41243912696837,0.008873873,0.008849968,,3815.561313390732,1246.7794290401878,100,0.4189424,0.008849968
206491,,3500,1.0,123.89,322.81067200660704,0.009058108,0.015710874,,3898.4611344337463,1228.5803445080655,100,0.4189424,0.015710874
218240,,3600,1.0,117.49,261.53374454498294,0.009270188,0.013018501,,4002.2909796237946,1164.5879109157445,100,0.4189424,0.013018501
228920,,3700,1.0,106.8,241.23624797821046,0.009760003,0.010427792,,4091.743954896927,1057.7154587509053,100,0.4189424,0.010427792
241587,,3800,1.0,126.67,314.62573704719546,0.008159924,0.006333,,4175.554040193558,1256.4150236081052,100,0.4189424,0.006333
253806,,3900,1.0,122.19,287.0388610935211,0.008822863,0.0032232653,,4262.06217622757,1211.6132333183643,100,0.4189424,0.0032232653
267206,,4000,1.0,134.0,368.11705657958987,0.009925416,0.0036071436,,4340.166420698166,1329.6868439175003,100,0.4189424,0.0036071436
278841,,4100,1.0,116.35,251.93416068077087,0.009487679,0.009570405,,4415.247699260712,1153.1935486966647,100,0.4189424,0.009570405
291783,,4200,1.0,129.42,349.81440553665163,0.009388839,0.017326469,,4510.068658590317,1283.863751025698,100,0.4189424,0.017326469
304870,,4300,1.0,130.87,356.3222675895691,0.00859746,0.011363552,,4605.955034255981,1298.4014865439617,100,0.4189424,0.011363552
318555,,4400,1.0,136.85,385.40480298042297,0.008227851,0.004666214,,4679.839364051819,1358.1781191523874,100,0.4189424,0.004666214
332623,,4500,1.0,140.68,404.92161199569705,0.009004629,0.012247629,,4722.654020786285,1396.5263220067113,100,0.4189424,0.012247629
346893,,4600,1.0,142.7,401.4205766105652,0.00711705,0.006884252,,4755.577910900116,1416.7271532171296,100,0.4189424,0.006884252
360778,,4700,1.0,138.85,397.3270697402954,0.008452967,0.014533471,,4792.69527554512,1378.2353151700495,100,0.4189424,0.014533471
375013,,4800,1.0,142.35,389.4368281459808,0.0075955675,0.011531112,,4826.777636051178,1413.2667281974886,100,0.4189424,0.011531112
388287,,4900,1.0,132.74,355.134967212677,0.006524851,0.0071822326,,4859.616368770599,1317.1502986116702,100,0.4189424,0.0071822326
401298,,5000,1.0,130.11,337.34017493247984,0.0075742165,0.009291626,,4895.884956598282,1290.8754625900792,100,0.4189424,0.009291626
415347,,5100,1.0,140.49,369.1270894527435,0.009517571,0.008073853,,4938.355726957321,1394.6297388581772,100,0.4189424,0.008073853
428344,,5200,1.0,129.97,343.53308539390565,0.0066518444,0.0072290325,,4972.662677288055,1289.4401144766182,100,0.4189424,0.0072290325
441198,,5300,1.0,128.54,347.7337819671631,0.008849135,0.008343587,,5008.505852460861,1275.1453463345233,100,0.4189424,0.008343587
454681,,5400,1.0,134.83,374.5340295791626,0.008320603,0.004283832,,5046.035958528519,1338.0616227740718,100,0.4189424,0.004283832
467351,,5500,1.0,126.7,315.7443035888672,0.009864252,0.009767821,,5075.33811211586,1256.7775525636214,100,0.4189424,0.009767821
480582,,5600,1.0,132.31,374.2419025325775,0.004141767,0.007582811,,5106.803780794144,1312.8889310641327,100,0.4189424,0.007582811
493951,,5700,1.0,133.69,367.3416853713989,0.00876289,0.008237541,,5151.730496406555,1326.6919717361584,100,0.4189424,0.008237541
506529,,5800,1.0,125.78,310.546869764328,0.004148863,0.0074733538,,5173.710272550583,1247.5966136390862,100,0.4189424,0.0074733538
518672,,5900,1.0,121.43,323.5463148021698,0.009615491,0.010045347,,5192.625654697418,1204.0977900279322,100,0.4189424,0.010045347
530462,,6000,1.0,117.9,264.5502789402008,0.007722039,0.0073670107,,5205.705490589142,1168.782987799438,100,0.4189424,0.0073670107
541689,,6100,1.0,112.27,270.25204161643984,0.0064210473,0.0071938853,,5219.718105316162,1112.4948651783197,100,0.4189424,0.0071938853
553759,,6200,1.0,120.7,292.55010642051695,0.007178856,0.008044065,,5238.120784044266,1196.7961548508204,100,0.4189424,0.008044065
564943,,6300,1.0,111.84,239.45465777397155,0.008356661,0.004384388,,5255.147933959961,1108.2019836033598,100,0.4189424,0.004384388
575111,,6400,1.0,101.68,227.35874956130982,0.00754839,0.005175655,,5271.6399483680725,1006.6054007334262,100,0.4189424,0.005175655
586586,,6500,1.0,114.75,266.2542335987091,0.010080778,0.015578714,,5289.150942802429,1137.3022917324258,100,0.4189424,0.015578714
597665,,6600,1.0,110.79,246.45654678344727,0.009360599,0.01123231,,5303.856294631958,1097.7080411342874,100,0.4189424,0.01123231
608393,,6700,1.0,107.28,243.15524887084962,0.006503744,0.009367308,,5318.464637756348,1062.599538537647,100,0.4189424,0.009367308
620327,,6800,1.0,119.34,288.94936654090884,0.004856408,0.008533537,,5331.233589887619,1183.1934406557552,100,0.4189424,0.008533537
632882,,6900,1.0,125.55,284.24988753318786,0.003797,0.0038545849,,5344.731920480728,1245.2878427745788,100,0.4189424,0.0038545849
645108,,7000,1.0,122.26,302.24525324821474,0.010004457,0.011490598,,5360.148339271545,1212.3853019803107,100,0.4189424,0.011490598
657035,,7100,1.0,119.27,292.64999501228334,0.009879653,0.0052358424,,5373.290215730667,1182.4905159797934,100,0.4189424,0.0052358424
668669,,7200,1.0,116.34,301.851073551178,0.004379542,0.0017201245,,5387.96040058136,1153.195207774516,100,0.4189424,0.0017201245
679684,,7300,1.0,110.15,247.25498052597047,0.008770794,0.00924054,,5402.47257399559,1091.3032645829223,100,0.4189424,0.00924054
690738,,7400,1.0,110.54,250.75615343093872,0.008835955,0.0075369426,,5418.809202432632,1095.1990714857825,100,0.4189424,0.0075369426
702243,,7500,1.0,115.05,255.3526348018646,0.007967356,0.009585304,,5433.291815280914,1140.2926709817048,100,0.4189424,0.009585304
713612,,7600,1.0,113.69,250.45309931755065,0.008591679,0.008132925,,5449.072882175446,1126.698540638601,100,0.4189424,0.008132925
725022,,7700,1.0,114.1,253.55293494224549,0.007478962,0.0065902895,,5462.167603254318,1130.7944957136062,100,0.4189424,0.0065902895
736383,,7800,1.0,113.61,283.45239334106446,0.008968903,0.013696455,,5476.337586402893,1125.8961913636479,100,0.4189424,0.013696455
748691,,7900,1.0,123.08,323.0453038597107,0.009479196,0.015244233,,5493.57865524292,1220.5853216631701,100,0.4189424,0.015244233
760676,,8000,1.0,119.85,268.45075311660764,0.0073186806,0.007663472,,5506.9972677230835,1188.2849773408961,100,0.4189424,0.007663472
773056,,8100,1.0,123.8,302.5455038356781,0.01006638,0.010211047,,5520.8420333862305,1227.789086540992,100,0.4189424,0.010211047
784274,,8200,1.0,112.18,260.05251074790954,0.008176361,0.006164504,,5534.841010808945,1111.593292703523,100,0.4189424,0.006164504
795290,,8300,1.0,110.16,261.0543204116821,0.00948086,0.011708148,,5549.052164554596,1091.3934379923417,100,0.4189424,0.011708148
806702,,8400,1.0,114.12,274.5525891780853,0.007906476,0.005910241,,5565.118589639664,1130.994369341184,100,0.4189424,0.005910241
818128,,8500,1.0,114.26,281.2516074466705,0.0087386705,0.015716491,,5578.977007389069,1132.3920979706995,100,0.4189424,0.015716491
829141,,8600,1.0,110.13,258.7532600879669,0.008141767,0.006493189,,5590.108229398727,1091.0932586255974,100,0.4189424,0.006493189
839548,,8700,1.0,104.07,210.35548891067504,0.007653943,0.0075522144,,5604.475316524506,1030.486951166821,100,0.4189424,0.0075522144
851140,,8800,1.0,115.92,265.3486878681183,0.010072471,0.0053540333,,5620.548718929291,1148.9832825312033,100,0.4189424,0.0053540333
862106,,8900,1.0,109.66,235.65302658081055,0.009992481,0.015784178,,5633.370931386948,1086.387833412538,100,0.4189424,0.015784178
873339,,9000,1.0,112.33,245.85183309555055,0.010074083,0.012374158,,5648.1463096141815,1113.0853566754006,100,0.4189424,0.012374158
883664,,9100,1.0,103.25,214.0571441936493,0.009023423,0.00715791,,5661.6187155246735,1022.284216051812,100,0.4189424,0.00715791
894335,,9200,1.0,106.71,260.1502383232117,0.00899858,0.009710837,,5675.730523347855,1056.8765543135576,100,0.4189424,0.009710837
906156,,9300,1.0,118.21,287.0463276386261,0.008528984,0.007236397,,5689.89773106575,1171.8732167795038,100,0.4189424,0.007236397
917292,,9400,1.0,111.36,236.8503129863739,0.009746497,0.013772578,,5704.833005189896,1103.3784232467851,100,0.4189424,0.013772578
928814,,9500,1.0,115.22,267.44820664405825,0.009730963,0.009942986,,5718.097454071045,1141.9779190932827,100,0.4189424,0.009942986
939915,,9600,1.0,111.01,252.64685990333558,0.009484176,0.010811582,,5731.446572780609,1099.8706129518691,100,0.4189424,0.010811582
951587,,9700,1.0,116.72,277.74308685302736,0.00678557,0.005095697,,5746.3676834106445,1156.9660569876728,100,0.4189424,0.005095697
963365,,9800,1.0,117.78,307.34193283081055,0.009020798,0.00508845,,5758.195489168167,1167.5639963173041,100,0.4189424,0.00508845
974801,,9900,1.0,114.36,257.8468574333191,0.009547473,0.007580508,,5771.936943769455,1133.3670530463187,100,0.4189424,0.007580508
986473,,10000,1.0,116.72,260.04614326477054,0.009688692,0.006836501,,5783.5019454956055,1156.9673762897726,100,0.4189424,0.006836501
997703,,10100,1.0,112.3,254.34551352500915,0.009826482,0.0046512196,,5798.133527755737,1112.7629217782803,100,0.4189424,0.0046512196
1008838,,10200,1.0,111.35,246.44443488121033,0.00846071,0.003617146,,5812.429924964905,1103.2643747619502,100,0.4189424,0.003617146
1020105,,10300,1.0,112.67,250.94534682273866,0.009132656,0.0061615724,,5824.622394800186,1116.4628226252155,100,0.4189424,0.0061615724
1031578,,10400,1.0,114.73,259.0453315258026,0.010040282,0.013019373,,5838.250333547592,1137.0608867568033,100,0.4189424,0.013019373
1042877,,10500,1.0,112.99,254.44513781547548,0.009357093,0.0073434548,,5851.928431749344,1119.6611920084617,100,0.4189424,0.0073434548
1053116,,10600,1.0,102.39,218.55098007202147,0.008986392,0.0076175635,,5866.725489616394,1013.6686723650968,100,0.4189424,0.0076175635
1063873,,10700,1.0,107.57,221.34808179855347,0.009297436,0.010466636,,5883.35163807869,1065.464831562307,100,0.4189424,0.010466636
1074144,,10800,1.0,102.71,207.4505564880371,0.005618114,0.008672639,,5897.752657413483,1016.8629677557848,100,0.4189424,0.008672639
1085278,,10900,1.0,111.34,231.2468624019623,0.008188584,0.005386228,,5910.671356201172,1103.1663537495408,100,0.4189424,0.005386228
1095971,,11000,1.0,106.93,225.14889746665955,0.009293615,0.007573977,,5924.180380344391,1059.0639491491886,100,0.4189424,0.007573977
1107009,,11100,1.0,110.38,215.74588983535767,0.009273057,0.0067042676,,5937.221389293671,1093.55680075486,100,0.4189424,0.0067042676
1117616,,11200,1.0,106.07,236.84694913864135,0.010002089,0.012074917,,5950.344079732895,1050.4580720267804,100,0.4189424,0.012074917
1127990,,11300,1.0,103.74,220.94924918174743,0.009997886,0.0066972496,,5962.750805139542,1027.1565995488997,100,0.4189424,0.0066972496
1138152,,11400,1.0,101.62,223.54896928787232,0.0055759633,0.004440691,,5975.17133808136,1005.9562572049135,100,0.4189424,0.004440691
1149092,,11500,1.0,109.4,256.24463854789735,0.009014903,0.0072341003,,5987.395334720612,1083.7511556405948,100,0.4189424,0.0072341003
1159527,,11600,1.0,104.35,216.54633699417116,0.0063134534,0.008454077,,6001.215834140778,1033.2468489810399,100,0.4189424,0.008454077
1169847,,11700,1.0,103.2,206.74595081329346,0.010024153,0.013010643,,6013.32546210289,1021.7479627063996,100,0.4189424,0.013010643
1179444,,11800,1.0,95.97,194.34942825317384,0.009412747,0.010875999,,6030.258360147476,949.4490118946055,100,0.4189424,0.010875999
1189817,,11900,1.0,103.73,196.9497582912445,0.009448809,0.0039439113,,6044.058811187744,1027.0516448425994,100,0.4189424,0.0039439113
1200427,,12000,1.0,106.1,232.5442158126831,0.008676998,0.0062769507,,6059.710924863815,1050.7509675625965,100,0.4189424,0.0062769507
1210672,,12100,1.0,102.45,218.2461747455597,0.008658635,0.00867831,,6074.35711145401,1014.2499831421161,100,0.4189424,0.00867831
1220557,,12200,1.0,98.85,183.15198519706726,0.009507524,0.006416261,,6088.97178030014,978.2544319898592,100,0.4189424,0.006416261
1230788,,12300,1.0,102.31,201.1494007587433,0.00642538,0.0037285131,,6105.482111692429,1012.857926983196,100,0.4189424,0.0037285131
1240325,,12400,1.0,95.37,191.4525809288025,0.008319515,0.009069989,,6119.71782875061,943.4582634351073,100,0.4189424,0.009069989
1250230,,12500,1.0,99.05,203.84932500839233,0.00903659,0.005079875,,6134.750930547714,980.251836664286,100,0.4189424,0.005079875
1260152,,12600,1.0,99.22,192.25122785568237,0.009181067,0.008032978,,6147.1923933029175,981.9519286203081,100,0.4189424,0.008032978
1269917,,12700,1.0,97.65,186.9516890144348,0.007791804,0.0079429345,,6160.5519189834595,966.2631923428844,100,0.4189424,0.0079429345
1279385,,12800,1.0,94.68,170.15261711120604,0.008965769,0.0054817614,,6175.468613386154,936.554432803936,100,0.4189424,0.0054817614
1288918,,12900,1.0,95.33,168.25364912986754,0.0098184245,0.006815232,,6187.446300983429,943.0544419028041,100,0.4189424,0.006815232
1299278,,13000,1.0,103.6,206.74809808731078,0.0076359357,0.0068801744,,6199.673418521881,1025.754140882635,100,0.4189424,0.0068801744
1309145,,13100,1.0,98.67,198.35106461524964,0.009824074,0.011874762,,6215.5120170116425,976.4573728562169,100,0.4189424,0.011874762
1319386,,13200,1.0,102.41,209.84950310707092,0.0061090277,0.0036872607,,6232.237827539444,1013.860208731427,100,0.4189424,0.0036872607
1330317,,13300,1.0,109.31,248.14607813835144,0.0052201673,0.008684311,,6245.25417137146,1082.8574968846037,100,0.4189424,0.008684311
1341049,,13400,1.0,107.32,244.246925945282,0.009543876,0.011893443,,6260.90105009079,1062.955929161894,100,0.4189424,0.011893443
1351727,,13500,1.0,106.78,243.84630453109742,0.010095002,0.010586771,,6274.70981836319,1057.5558111234939,100,0.4189424,0.010586771
1362977,,13600,1.0,112.5,261.74479845046994,0.0074379724,0.006014957,,6291.63686299324,1114.7586380792727,100,0.4189424,0.006014957
1374222,,13700,1.0,112.45,262.3443552589417,0.009798628,0.007816554,,6303.647270441055,1114.25991483924,100,0.4189424,0.007816554
1385245,,13800,1.0,110.23,247.94557673454284,0.009704872,0.0025894397,,6317.463563203812,1092.056121048334,100,0.4189424,0.0025894397
1396543,,13900,1.0,112.98,252.84431735038757,0.009455204,0.012389806,,6330.013802528381,1119.5616532605752,100,0.4189424,0.012389806
1407648,,14000,1.0,111.05,258.84425539970397,0.009430448,0.005296218,,6347.4533150196075,1100.2596735150007,100,0.4189424,0.005296218
1418655,,14100,1.0,110.07,247.24793719291688,0.009073773,0.0059455764,,6362.467892169952,1090.4595357607182,100,0.4189424,0.0059455764
