TimestepsSoFar,surrgain,meankl,TimeElapsed,EpisodesSoFar,EpRewMean,entropy,entloss,Step_size,ev_tdlam_before,EpThisIter,optimgain,DiscEpRewMean,EpLenMean
871,0.005964336,0.009412299,6.153318405151367,100,77.05250900837244,0.4189424,,1.0,,100,0.005964336,0.9993393039703369,8.71
1898,0.005395228,0.00946651,11.717774868011475,200,92.64850364765925,0.4189424,,1.0,,100,0.005395228,2.198539400100708,10.27
2890,0.009272735,0.009787988,17.329854726791382,300,89.14855805698363,0.4189424,,1.0,,100,0.009272735,1.3986846065521241,9.92
3908,0.00748679,0.009167292,22.833575010299683,400,91.74674272937118,0.4189424,,1.0,,100,0.00748679,1.799057092666626,10.18
5138,0.004573578,0.0098474,28.263158321380615,500,112.93583836955732,0.4189424,,1.0,,100,0.004573578,3.7986618995666506,12.3
6392,0.0056491992,0.009277539,33.70479416847229,600,115.32904638031572,0.4189424,,1.0,,100,0.0056491992,2.3988003444671633,12.54
7741,0.0049429974,0.01002354,39.28846478462219,700,124.83612020068782,0.4189424,,1.0,,100,0.0049429974,4.8981754589080815,13.49
9071,0.007257234,0.009749563,44.77068543434143,800,122.93031862564533,0.4189424,,1.0,,100,0.007257234,3.8979014682769777,13.3
10707,0.0076176585,0.010001819,50.17002844810486,900,153.52247967015322,0.4189424,,1.0,,100,0.0076176585,4.797150526046753,16.36
12250,0.0051640077,0.0093005495,55.749587535858154,1000,144.2296438808665,0.4189424,,1.0,,100,0.0051640077,8.597161903381348,15.43
13852,0.0050778296,0.009746603,61.10024046897888,1100,150.127586936845,0.4189424,,1.0,,100,0.0050778296,3.4974270915985106,16.02
15241,0.0080527635,0.008703962,66.57627153396606,1200,128.83441617969632,0.4189424,,1.0,,100,0.0080527635,2.898329944610596,13.89
16799,0.0094003845,0.009832932,72.11333227157593,1300,145.72883795900177,0.4189424,,1.0,,100,0.0094003845,4.497575807571411,15.58
18347,0.004252463,0.010014401,77.59887456893921,1400,144.7276588079949,0.4189424,,1.0,,100,0.004252463,3.0975926303863526,15.48
20440,0.010512926,0.009784359,83.10201835632324,1500,199.20224962501536,0.4189424,,1.0,,100,0.010512926,14.694455366134644,20.93
22377,0.0070484495,0.009660482,88.66288685798645,1600,183.60707746115807,0.4189424,,1.0,,100,0.0070484495,6.696106557846069,19.37
24039,0.007327919,0.009845733,94.33813524246216,1700,156.1190895376683,0.4189424,,1.0,,100,0.007327919,13.494863567352295,16.62
26329,0.012348925,0.009854465,99.95163679122925,1800,218.89528979059156,0.4189424,,1.0,,100,0.012348925,12.494241771697999,22.9
28629,0.006911734,0.009710256,105.75740265846252,1900,219.89511976002234,0.4189424,,1.0,,100,0.006911734,10.394626245498657,23.0
30981,0.0122962305,0.00987172,111.78988003730774,2000,225.09330590065068,0.4189424,,1.0,,100,0.0122962305,12.89357545852661,23.52
33277,0.008181335,0.009994467,117.96544551849365,2100,219.49181074156667,0.4189424,,1.0,,100,0.008181335,13.695649824142457,22.96
36462,0.008646822,0.009148468,124.3411922454834,2200,308.35079162633735,0.4189424,,1.0,,100,0.008646822,21.78918348312378,31.85
39705,0.013253338,0.009931412,130.91402912139893,2300,314.1501801908913,0.4189424,,1.0,,100,0.013253338,15.290473098754882,32.43
43353,0.0147560965,0.009668977,137.49495720863342,2400,354.64202395973194,0.4189424,,1.0,,100,0.0147560965,15.592266159057617,36.48
47885,0.011193053,0.009567432,144.45417070388794,2500,443.00432305755595,0.4189424,,1.0,,100,0.011193053,53.57921622276306,45.32
54754,0.017755833,0.0097300345,151.290629863739,2600,676.638985497195,0.4189424,,1.0,,100,0.017755833,62.17312266349793,68.69
61741,0.017026855,0.009036122,158.29704332351685,2700,688.4376093678632,0.4189424,,1.0,,100,0.017026855,94.36511533737183,69.87
69607,0.013493562,0.009649708,164.91271328926086,2800,776.3254688880735,0.4189424,,1.0,,100,0.013493562,136.7502339553833,78.66
78221,0.017309248,0.009382268,171.96330285072327,2900,851.1017246054658,0.4189424,,1.0,,100,0.017309248,171.1408795261383,86.14
87211,0.018043693,0.01003042,178.35118055343628,3000,888.7000684025505,0.4189424,,1.0,,100,0.018043693,177.93748207092284,89.9
97399,0.015102922,0.009714984,185.1205713748932,3100,1008.4923146767869,0.4189424,,1.0,,100,0.015102922,215.93402544021606,101.88
108162,0.0158703,0.009957775,193.19313168525696,3200,1066.0044639618998,0.4189424,,1.0,,100,0.0158703,270.2302823638916,107.63
120075,0.013791729,0.008745088,201.91730856895447,3300,1180.9960260561163,0.4189424,,1.0,,100,0.013791729,268.3251430034637,119.13
131786,0.013525962,0.0084661385,210.60111618041992,3400,1160.8282001371417,0.4189424,,1.0,,100,0.013525962,276.93562452316286,117.11
143810,0.01197212,0.008814128,218.54914093017578,3500,1192.143320518831,0.4189424,,1.0,,100,0.01197212,265.5417565059662,120.24
156092,0.008827861,0.0075199804,226.18952465057373,3600,1217.939230175169,0.4189424,,1.0,,100,0.008827861,311.1355659389496,122.82
168266,0.0074345875,0.007113172,233.50182390213013,3700,1207.149899666921,0.4189424,,1.0,,100,0.0074345875,303.03634587287905,121.74
180786,0.00955414,0.009586723,242.56798338890076,3800,1241.7411436811633,0.4189424,,1.0,,100,0.00955414,308.83545495033263,125.2
193163,0.013379651,0.008964543,251.51673865318298,3900,1227.4601197418942,0.4189424,,1.0,,100,0.013379651,322.13736295700073,123.77
205924,0.00891573,0.008511493,259.6184763908386,4000,1265.8686427107034,0.4189424,,1.0,,100,0.00891573,316.94069115638735,127.61
219202,0.0039035266,0.0068476344,269.26990723609924,4100,1317.5707994263298,0.4189424,,1.0,,100,0.0039035266,382.9387097454071,132.78
231762,0.0093190055,0.008635619,277.1706666946411,4200,1245.7637803011485,0.4189424,,1.0,,100,0.0093190055,330.2400061702728,125.6
244221,0.010233878,0.00928667,285.87870597839355,4300,1235.6743403822172,0.4189424,,1.0,,100,0.010233878,318.6439321231842,124.59
256389,0.010938922,0.009495641,293.88900899887085,4400,1206.5632528397553,0.4189424,,1.0,,100,0.010938922,307.1421578502655,121.68
268987,0.0012844629,0.009559567,302.15211939811707,4500,1249.5757131718026,0.4189424,,1.0,,100,0.0012844629,353.93664499282835,125.98
281347,0.010613949,0.007597311,310.3769459724426,4600,1225.7600943370892,0.4189424,,1.0,,100,0.010613949,302.5409486103058,123.6
292744,0.003400252,0.0081495335,318.6956570148468,4700,1129.4737073275505,0.4189424,,1.0,,100,0.003400252,258.34767859458924,113.97
304907,0.011978217,0.009912019,327.7699158191681,4800,1206.0692838217687,0.4189424,,1.0,,100,0.011978217,312.44191655158994,121.63
317008,0.007970776,0.008326904,336.4451274871826,4900,1199.8758097321052,0.4189424,,1.0,,100,0.007970776,293.4423792648315,121.01
329382,0.005487412,0.008696079,346.45498919487,5000,1227.1760973885785,0.4189424,,1.0,,100,0.005487412,330.5443168258667,123.74
342119,0.012025549,0.009691963,356.04601669311523,5100,1263.4660466536689,0.4189424,,1.0,,100,0.012025549,344.13805083274843,127.37
354537,0.008406747,0.009886979,366.05590987205505,5200,1231.569564292348,0.4189424,,1.0,,100,0.008406747,317.94106455802915,124.18
367008,0.013278613,0.008394817,375.77909541130066,5300,1236.872073801809,0.4189424,,1.0,,100,0.013278613,303.94331338882444,124.71
379177,0.010325863,0.00893367,385.01937985420227,5400,1206.6769965681744,0.4189424,,1.0,,100,0.010325863,310.3442236042023,121.69
390954,0.016902559,0.00815995,394.4536352157593,5500,1167.4869567755568,0.4189424,,1.0,,100,0.016902559,286.1493528842926,117.77
402560,0.00821487,0.008136543,404.0820324420929,5600,1150.3833779453741,0.4189424,,1.0,,100,0.00821487,277.5486971950531,116.06
414290,0.0069597624,0.009139086,414.2881898880005,5700,1162.7785072378329,0.4189424,,1.0,,100,0.0069597624,283.14781423568724,117.3
425907,0.0071365586,0.008691562,425.6398000717163,5800,1151.4853197334555,0.4189424,,1.0,,100,0.0071365586,256.6499264335632,116.17
437606,0.006460208,0.0076143383,434.54878425598145,5900,1159.6859405467587,0.4189424,,1.0,,100,0.006460208,289.5466473579407,116.99
449444,0.011604668,0.007954394,444.93338799476624,6000,1173.5882600695445,0.4189424,,1.0,,100,0.011604668,259.1493328666687,118.38
462234,0.010544809,0.009231499,455.2277021408081,6100,1268.7751567132336,0.4189424,,1.0,,100,0.010544809,319.3438525390625,127.9
473939,0.0049775853,0.0048519545,465.3851010799408,6200,1160.281918639777,0.4189424,,1.0,,100,0.0049775853,275.84893591880797,117.05
486065,0.0046382253,0.010152138,475.35645151138306,6300,1202.3770202117466,0.4189424,,1.0,,100,0.0046382253,301.74433548927306,121.26
498153,0.012303979,0.009999775,485.4636001586914,6400,1198.5605006076905,0.4189424,,1.0,,100,0.012303979,300.84002229690554,120.88
509988,0.009342267,0.008050272,494.9628756046295,6500,1173.27954772381,0.4189424,,1.0,,100,0.009342267,296.84602526664736,118.35
521357,0.0075959484,0.008686139,504.2403860092163,6600,1126.6869341157817,0.4189424,,1.0,,100,0.0075959484,269.54993909835815,113.69
532647,0.0016994397,0.008455759,513.5850124359131,6700,1118.777669234242,0.4189424,,1.0,,100,0.0016994397,250.34975430488586,112.9
544114,0.0049069435,0.0062081763,524.1976537704468,6800,1136.4807118559138,0.4189424,,1.0,,100,0.0049069435,253.45069007873536,114.67
555036,0.0040512276,0.00822539,533.6803405284882,6900,1081.9864450934888,0.4189424,,1.0,,100,0.0040512276,240.95283182144166,109.22
567094,0.009435241,0.009165739,543.9163022041321,7000,1195.5757564189992,0.4189424,,1.0,,100,0.009435241,293.64435656547545,120.58
578413,0.007886698,0.009932767,553.7412326335907,7100,1121.6786804939647,0.4189424,,1.0,,100,0.007886698,255.94829060554505,113.19
590111,0.00986157,0.009413392,564.4949262142181,7200,1159.5721395839191,0.4189424,,1.0,,100,0.00986157,274.14495032310487,116.98
602017,0.005480483,0.008065737,574.3230681419373,7300,1180.3625596886802,0.4189424,,1.0,,100,0.005480483,285.54211086273193,119.06
614284,0.009871815,0.0060993736,585.274213552475,7400,1216.4690892390208,0.4189424,,1.0,,100,0.009871815,282.74264342308044,122.67
626380,0.012209678,0.00989208,596.018449306488,7500,1199.3670263726028,0.4189424,,1.0,,100,0.012209678,288.7435001087189,120.96
637532,0.012175813,0.009404242,607.0177404880524,7600,1104.9742490619026,0.4189424,,1.0,,100,0.012175813,261.84735014915464,111.52
648755,0.0018737842,0.0044755554,618.0314192771912,7700,1112.0746630708647,0.4189424,,1.0,,100,0.0018737842,257.94757214546206,112.23
658913,0.005086296,0.008753637,629.0627946853638,7800,1005.5797817984188,0.4189424,,1.0,,100,0.005086296,204.35524259567262,101.58
669825,0.008785523,0.009350653,639.8913507461548,7900,1080.9793858749713,0.4189424,,1.0,,100,0.008785523,239.8516596221924,109.12
680930,0.0076787937,0.0094565265,650.941338300705,8000,1100.2737241715577,0.4189424,,1.0,,100,0.0076787937,277.54877558708193,111.05
691773,0.011092708,0.009828825,661.7810230255127,8100,1074.07920549048,0.4189424,,1.0,,100,0.011092708,236.7517075920105,108.43
702300,0.014401558,0.010039801,672.8249359130859,8200,1042.476682004962,0.4189424,,1.0,,100,0.014401558,214.15364547729493,105.27
712945,0.007535076,0.0089075705,683.7726383209229,8300,1054.2737817512075,0.4189424,,1.0,,100,0.007535076,245.45011264801025,106.45
723433,0.004796611,0.0037256414,693.4428088665009,8400,1038.5698451944372,0.4189424,,1.0,,100,0.004796611,231.95096056938172,104.88
733977,0.0058484855,0.009610155,703.2283568382263,8500,1044.1655686954578,0.4189424,,1.0,,100,0.0058484855,228.44950169563293,105.44
744895,0.004486852,0.005372125,711.7860217094421,8600,1081.5709390149912,0.4189424,,1.0,,100,0.004486852,231.0496956539154,109.18
755978,0.010034941,0.0088820625,721.8789455890656,8700,1098.068294126672,0.4189424,,1.0,,100,0.010034941,249.7498709487915,110.83
767218,0.009950988,0.009361764,732.2707169055939,8800,1113.7700974984193,0.4189424,,1.0,,100,0.009950988,247.2477467250824,112.4
778066,0.0074633937,0.009522856,743.186473608017,8900,1074.5681902936026,0.4189424,,1.0,,100,0.0074633937,220.34927967071533,108.48
788551,0.0019871197,0.005905894,753.2780249118805,9000,1038.2674294516764,0.4189424,,1.0,,100,0.0019871197,217.75067085266113,104.85
799260,0.007085451,0.008192792,762.4619998931885,9100,1060.6683510203895,0.4189424,,1.0,,100,0.007085451,229.14842463493346,107.09
810931,0.013122783,0.009249717,772.1981463432312,9200,1156.8650323293712,0.4189424,,1.0,,100,0.013122783,263.1442563915253,116.71
822030,0.0031457758,0.0049527436,781.3863589763641,9300,1099.6633853347673,0.4189424,,1.0,,100,0.0031457758,250.74677732467651,110.99
833601,0.01086031,0.008508714,790.0299725532532,9400,1146.8659143614782,0.4189424,,1.0,,100,0.01086031,271.3453822994232,115.71
844742,0.005285506,0.009423844,799.6938202381134,9500,1103.8612614247315,0.4189424,,1.0,,100,0.005285506,248.5457272720337,111.41
855702,0.00582751,0.008702577,809.8448462486267,9600,1085.7712392379565,0.4189424,,1.0,,100,0.00582751,219.55420983314514,109.6
867978,0.008989005,0.008382316,820.6205151081085,9700,1217.3586684819632,0.4189424,,1.0,,100,0.008989005,307.9400841522217,122.76
879337,0.009147177,0.00982672,831.9232294559479,9800,1125.6625267406032,0.4189424,,1.0,,100,0.009147177,275.1442376613617,113.59
890221,0.007315476,0.00804383,843.3048920631409,9900,1078.159888606161,0.4189424,,1.0,,100,0.007315476,243.34766380310057,108.84
900943,0.007446436,0.008856648,853.7840974330902,10000,1061.9620007933786,0.4189424,,1.0,,100,0.007446436,236.94578946113586,107.22
911582,0.0063044652,0.009595955,864.6391890048981,10100,1053.6609082417476,0.4189424,,1.0,,100,0.0063044652,226.54865065574646,106.39
922382,0.00411641,0.008802229,875.7213697433472,10200,1069.754962860573,0.4189424,,1.0,,100,0.00411641,232.74669598579408,108.0
932999,0.0014500953,0.0050848033,886.0985734462738,10300,1051.455523354909,0.4189424,,1.0,,100,0.0014500953,241.34483959198,106.17
