Step_size,entropy,DiscEpRewMean,EpLenMean,entloss,EpThisIter,EpisodesSoFar,EpRewMean,TimeElapsed,ev_tdlam_before,surrgain,optimgain,meankl,TimestepsSoFar
1.0,0.4189424,1.4991861820220946,8.7,,100,100,76.94915701154041,5.917803049087524,,0.0065870197,0.0065870197,0.008865525,870
1.0,0.4189424,1.098623561859131,9.52,,100,200,85.14983635142946,11.49993634223938,,0.005356189,0.005356189,0.009172328,1822
1.0,0.4189424,1.2992865943908691,9.62,,100,300,86.15031318585467,16.950164556503296,,0.0069500403,0.0069500403,0.009515457,2784
1.0,0.4189424,2.5989941215515135,9.35,,100,400,83.45405196949442,22.36497664451599,,0.007835926,0.007835926,0.00969393,3719
1.0,0.4189424,4.297577018737793,11.58,,100,500,105.73826628721582,27.754167318344116,,0.0062015723,0.0062015723,0.009814513,4877
1.0,0.4189424,2.6987441539764405,11.3,,100,600,102.94242058506332,33.37950301170349,,0.0051034736,0.0051034736,0.009477048,6007
1.0,0.4189424,2.0988088607788087,12.13,,100,700,111.23904662645278,38.84295582771301,,0.0052436595,0.0052436595,0.009173821,7220
1.0,0.4189424,2.9984496212005616,11.22,,100,800,102.14404822413834,44.11356043815613,,0.0026596275,0.0026596275,0.00784299,8342
1.0,0.4189424,2.7974985599517823,12.21,,100,900,112.03988267585679,49.63305997848511,,0.005377378,0.005377378,0.00984056,9563
1.0,0.4189424,3.7979859256744386,12.92,,100,1000,119.13648370650454,55.025734663009644,,0.0066298144,0.0066298144,0.009866007,10855
1.0,0.4189424,2.7978978157043457,12.37,,100,1100,113.64017452667278,60.36063599586487,,0.0039849104,0.0039849104,0.009897873,12092
1.0,0.4189424,5.7969566917419435,14.42,,100,1200,134.13093692127097,65.75873923301697,,0.004919307,0.004919307,0.009174985,13534
1.0,0.4189424,3.798628692626953,13.49,,100,1300,124.83673992710193,71.30869126319885,,0.008750459,0.008750459,0.009980171,14883
1.0,0.4189424,4.19726634979248,16.17,,100,1400,151.6250659739516,76.95763564109802,,0.006300205,0.006300205,0.009147961,16500
1.0,0.4189424,4.197793025970459,15.78,,100,1500,147.72378881891248,82.59788513183594,,0.0063598,0.0063598,0.009384484,18078
1.0,0.4189424,5.097974653244019,16.71,,100,1600,157.02104761526348,88.12020659446716,,0.00878544,0.00878544,0.009616045,19749
1.0,0.4189424,5.896132755279541,19.08,,100,1700,180.71734068283632,93.82542490959167,,0.009949863,0.009949863,0.009519286,21657
1.0,0.4189424,3.9968309593200684,17.63,,100,1800,166.21602381990138,99.51837730407715,,0.0060231118,0.0060231118,0.00797917,23420
1.0,0.4189424,5.39614691734314,20.32,,100,1900,193.10262407908382,105.3138120174408,,0.008881225,0.008881225,0.008998445,25452
1.0,0.4189424,10.596456012725831,18.3,,100,2000,172.9168230407922,110.64440584182739,,0.0057256226,0.0057256226,0.009640855,27282
1.0,0.4189424,11.093579788208007,26.95,,100,2100,259.3732561675347,116.32334089279175,,0.007603623,0.007603623,0.009826896,29977
1.0,0.4189424,12.193852872848511,29.23,,100,2200,282.16937392711486,121.82718014717102,,0.01031117,0.01031117,0.009790203,32900
1.0,0.4189424,12.99258397102356,33.14,,100,2300,321.25979568260186,128.11897039413452,,0.008270282,0.008270282,0.009725699,36214
1.0,0.4189424,26.887182788848875,38.51,,100,2400,374.9409637989022,134.0372874736786,,0.013202061,0.013202061,0.009920594,40065
1.0,0.4189424,54.37597767829895,51.41,,100,2500,503.88830924795695,140.28007221221924,,0.016079968,0.016079968,0.009772256,45206
1.0,0.4189424,51.17975625038147,52.1,,100,2600,510.7866316951617,146.74766159057617,,0.01760354,0.01760354,0.009222285,50416
1.0,0.4189424,58.573559799194335,58.4,,100,2700,573.7641143357883,152.72532773017883,,0.01512251,0.01512251,0.009906715,56256
1.0,0.4189424,98.56221490859986,70.41,,100,2800,693.8396618267411,159.59690475463867,,0.020310335,0.020310335,0.009631198,63297
1.0,0.4189424,106.66560606002808,65.39,,100,2900,643.6694479624182,166.0599663257599,,0.019765712,0.019765712,0.009651858,69836
1.0,0.4189424,96.96407091140748,65.42,,100,3000,643.960521469287,173.09860610961914,,0.008944954,0.008944954,0.009484627,76378
