DiscEpRewMean,entloss,optimgain,EpThisIter,EpRewMean,TimeElapsed,surrgain,EpisodesSoFar,entropy,EpLenMean,meankl,ev_tdlam_before,Step_size,TimestepsSoFar
1.0994969367980958,,0.0056008752,100,68.7529173566919,5.747230291366577,0.0056008752,100,0.4189424,7.88,0.009502516,,1.0,788
2.1990870952606203,,0.007474605,100,82.25402010568614,11.027419090270996,0.007474605,200,0.4189424,9.23,0.0093607055,,1.0,1711
2.8982673835754396,,0.006772356,100,93.7417050606277,16.410274505615234,0.006772356,300,0.4189424,10.38,0.009777968,,1.0,2749
2.198548812866211,,0.0058068153,100,102.84012485804443,21.938129663467407,0.0058068153,400,0.4189424,11.29,0.009574606,,1.0,3878
3.097658004760742,,0.0060885954,100,102.43613276172613,27.612132787704468,0.0060885954,500,0.4189424,11.25,0.009804517,,1.0,5003
4.2973128700256344,,0.0075038257,100,116.13457725651762,33.52213644981384,0.0075038257,600,0.4189424,12.62,0.009716196,,1.0,6265
2.8977720737457275,,0.006507338,100,108.43772833848863,39.1998553276062,0.006507338,700,0.4189424,11.85,0.009675658,,1.0,7450
2.1977905082702636,,0.005939558,100,112.9359103863639,44.561898946762085,0.005939558,800,0.4189424,12.3,0.009782405,,1.0,8680
2.598614559173584,,0.004513515,100,118.9338154158396,50.2475688457489,0.004513515,900,0.4189424,12.9,0.0096351905,,1.0,9970
4.098103122711182,,0.004065747,100,122.93745586566473,55.97371983528137,0.004065747,1000,0.4189424,13.3,0.009427988,,1.0,11300
3.697807674407959,,0.0061318465,100,129.43391203060204,61.05998396873474,0.0061318465,1100,0.4189424,13.95,0.00926802,,1.0,12695
2.1985982131958006,,0.0036805756,100,106.34094089272295,66.24023127555847,0.0036805756,1200,0.4189424,11.64,0.009355894,,1.0,13859
3.2988064289093018,,0.0063375975,100,117.43771276821285,71.71075916290283,0.0063375975,1300,0.4189424,12.75,0.009907187,,1.0,15134
4.597865858078003,,0.0057841176,100,121.13364045398782,77.51275157928467,0.0057841176,1400,0.4189424,13.12,0.008848873,,1.0,16446
4.497369165420532,,0.0056326026,100,134.43253517859932,83.08439540863037,0.0056326026,1500,0.4189424,14.45,0.009642147,,1.0,17891
3.3984575939178465,,0.007393139,100,136.73782851247046,87.80851244926453,0.007393139,1600,0.4189424,14.68,0.009548052,,1.0,19359
4.197247047424316,,0.005286285,100,139.42642426959898,93.34872555732727,0.005286285,1700,0.4189424,14.95,0.009255193,,1.0,20854
5.996641216278076,,0.009034072,100,158.82420442351315,98.19865226745605,0.009034072,1800,0.4189424,16.89,0.00992834,,1.0,22543
4.397800579071045,,0.0043716542,100,160.81670030062247,103.68902134895325,0.0043716542,1900,0.4189424,17.09,0.0087485025,,1.0,24252
6.895867280960083,,0.0035552096,100,168.61486487334457,110.19917726516724,0.0035552096,2000,0.4189424,17.87,0.009298149,,1.0,26039
6.596037912368774,,0.005582179,100,176.2085089070337,114.85124087333679,0.005582179,2100,0.4189424,18.63,0.008151181,,1.0,27902
6.896186819076538,,0.00668365,100,156.3184180277735,120.65259885787964,0.00668365,2200,0.4189424,16.64,0.009461049,,1.0,29566
10.896568756103516,,0.008681708,100,168.716001201993,126.80327105522156,0.008681708,2300,0.4189424,17.88,0.009999949,,1.0,31354
13.79378560066223,,0.010357014,100,220.68854714805832,131.98348116874695,0.010357014,2400,0.4189424,23.08,0.009828145,,1.0,33662
13.194159345626831,,0.0071365586,100,243.67982426751624,137.99230480194092,0.0071365586,2500,0.4189424,25.38,0.009243549,,1.0,36200
18.293695287704466,,0.009459497,100,335.95812106549766,144.12608909606934,0.009459497,2600,0.4189424,34.61,0.009424442,,1.0,39661
20.792241706848145,,0.009100045,100,273.3677894241332,149.9553198814392,0.009100045,2700,0.4189424,28.35,0.009745293,,1.0,42496
29.184887018203735,,0.01322853,100,365.9306787757967,156.14539074897766,0.01322853,2800,0.4189424,37.61,0.00987296,,1.0,46257
44.680454874038695,,0.010725923,100,420.32824103113546,162.56823110580444,0.010725923,2900,0.4189424,43.05,0.009871173,,1.0,50562
78.86931380271912,,0.0155959055,100,561.5808617590136,169.14132070541382,0.0155959055,3000,0.4189424,57.18,0.009947199,,1.0,56280
87.56906041145325,,0.009641224,100,650.0529673193688,177.13658928871155,0.009641224,3100,0.4189424,66.03,0.009963828,,1.0,62883
99.77001536369323,,0.018070547,100,683.051894556304,183.95517420768738,0.018070547,3200,0.4189424,69.33,0.009759991,,1.0,69816
92.15976064682008,,0.012684768,100,645.2488234093912,190.78335404396057,0.012684768,3300,0.4189424,65.55,0.009123554,,1.0,76371
73.0715547657013,,0.013678467,100,582.0663306918472,196.06400537490845,0.013678467,3400,0.4189424,59.23,0.009366795,,1.0,82294
107.15982166290283,,0.014420894,100,690.7353231011399,203.58272504806519,0.014420894,3500,0.4189424,70.1,0.009544942,,1.0,89304
153.7466401386261,,0.022160556,100,787.7128051684969,211.5518856048584,0.022160556,3600,0.4189424,79.8,0.009632763,,1.0,97284
119.1632447052002,,0.015934505,100,777.9383858696802,218.85913944244385,0.015934505,3700,0.4189424,78.82,0.009408178,,1.0,105166
154.04954014778139,,0.015338259,100,880.0125276580749,226.75904273986816,0.015338259,3800,0.4189424,89.03,0.009364424,,1.0,114069
158.64447189331054,,0.018186113,100,865.0079547934745,235.51567268371582,0.018186113,3900,0.4189424,87.53,0.008915315,,1.0,122822
215.53633893013,,0.0102284225,100,983.6012828858652,243.01596760749817,0.0102284225,4000,0.4189424,99.39,0.009839047,,1.0,132761
208.93610260009766,,0.024197102,100,1006.5963717486338,250.81135630607605,0.024197102,4100,0.4189424,101.69,0.00986568,,1.0,142930
221.93578130722045,,0.015154441,100,1044.700612121527,258.0056092739105,0.015154441,4200,0.4189424,105.5,0.008528788,,1.0,153480
263.2307130908966,,0.023327095,100,1135.793458961375,266.23528385162354,0.023327095,4300,0.4189424,114.61,0.0091316765,,1.0,164941
278.72621077537536,,0.022069473,100,1169.6955654640776,275.114191532135,0.022069473,4400,0.4189424,118.0,0.008190794,,1.0,176741
260.03901456832887,,0.024503637,100,1124.7204411737218,284.332227230072,0.024503637,4500,0.4189424,113.5,0.008971917,,1.0,188091
269.83584209442137,,0.026397703,100,1180.5255108899482,293.79751205444336,0.026397703,4600,0.4189424,119.08,0.009806584,,1.0,199999
