EpLenMean,Step_size,meankl,optimgain,EpThisIter,TimeElapsed,ev_tdlam_before,entropy,DiscEpRewMean,entloss,EpisodesSoFar,EpRewMean,TimestepsSoFar,surrgain
26.76,1.0,0.009198957,0.0116198165,100,204.70155239105225,,0.4189424,13.093111085891724,,1800,257.48236934359653,28175,0.0116198165
28.87,1.0,0.008611849,0.012245215,100,228.82298517227173,,0.4189424,17.79283004760742,,1900,278.5714845041906,31062,0.012245215
29.13,1.0,0.009300964,0.00938097,100,255.39335799217224,,0.4189424,18.69266981124878,,2000,281.1668510777993,33975,0.00938097
26.6,1.0,0.009543982,0.008874754,100,277.5325815677643,,0.4189424,10.194351348876953,,2100,255.877693343094,36635,0.008874754
28.98,1.0,0.009991564,0.006557092,100,292.2417559623718,,0.4189424,20.692333889007568,,2200,279.66972743048734,39533,0.006557092
36.02,1.0,0.009816214,0.0130447745,100,312.72174620628357,,0.4189424,29.089168996810912,,2300,350.0443102899758,43135,0.0130447745
45.5,1.0,0.009420009,0.014917546,100,329.78683280944824,,0.4189424,43.98174345016479,,2400,444.8244909910279,47685,0.014917546
42.59,1.0,0.00993114,0.013078017,100,349.3793501853943,,0.4189424,49.48190287590027,,2500,415.72953153115753,51944,0.013078017
56.13,1.0,0.009987568,0.012093516,100,364.76175332069397,,0.4189424,77.67205471038818,,2600,551.084545742812,57557,0.012093516
63.7,1.0,0.009373523,0.016946375,100,384.71687388420105,,0.4189424,75.77055918693543,,2700,626.749479652717,63927,0.016946375
62.01,1.0,0.009806104,0.009423429,100,404.80882263183594,,0.4189424,80.87131945610047,,2800,609.8761311817464,70128,0.009423429
75.49,1.0,0.009998712,0.020298103,100,420.87577176094055,,0.4189424,110.7542840385437,,2900,744.6283071484216,77677,0.020298103
70.62,1.0,0.009625948,0.018458242,100,442.37947511672974,,0.4189424,117.75365216255187,,3000,695.9519144138741,84739,0.018458242
81.13,1.0,0.009491195,0.012666414,100,455.336537361145,,0.4189424,174.54336207389832,,3100,801.0174040468876,92852,0.012666414
89.91,1.0,0.009932477,0.022658557,100,476.4546899795532,,0.4189424,151.0493358898163,,3200,888.8029980316454,101843,0.022658557
99.55,1.0,0.009052347,0.026408091,100,499.4548954963684,,0.4189424,192.24225673675537,,3300,985.2049574184633,111798,0.026408091
106.35,1.0,0.009740825,0.029190728,100,515.8825471401215,,0.4189424,243.32868995666504,,3400,1053.1922619181157,122433,0.029190728
107.79,1.0,0.008939004,0.025872214,100,537.0801250934601,,0.4189424,239.82940675735475,,3500,1067.586404286528,133212,0.025872214
115.18,1.0,0.009031393,0.013997588,100,552.4334781169891,,0.4189424,249.63682809829712,,3600,1141.5089454590684,144730,0.013997588
111.38,1.0,0.009092328,0.027683778,100,569.245438337326,,0.4189424,278.33883444786073,,3700,1103.5380516944101,155868,0.027683778
114.38,1.0,0.007826693,0.01766854,100,587.8290297985077,,0.4189424,287.13865111351015,,3800,1133.5436901461458,167306,0.01766854
119.0,1.0,0.0050985976,0.01136561,100,603.067640542984,,0.4189424,302.7382193565369,,3900,1179.7424224641309,179206,0.01136561
115.09,1.0,0.009246264,0.0039911657,100,626.1888201236725,,0.4189424,267.2442370414734,,4000,1140.652787843922,190715,0.0039911657
120.19,1.0,0.00899777,0.008819715,100,641.5234687328339,,0.4189424,292.6421069431305,,4100,1191.6590353759168,202734,0.008819715
114.47,1.0,0.0046903556,0.005630591,100,657.589515209198,,0.4189424,265.2475499248505,,4200,1134.471739777992,214181,0.005630591
114.86,1.0,0.008288676,0.013791002,100,684.6483995914459,,0.4189424,270.74845910072327,,4300,1138.377115711162,225667,0.013791002
115.74,1.0,0.0071855597,0.004659706,100,697.5460228919983,,0.4189424,267.8503294086456,,4400,1147.183487702878,237241,0.004659706
115.24,1.0,0.00467932,0.0059151268,100,712.2046701908112,,0.4189424,258.75013968467715,,4500,1142.179803979615,248765,0.0059151268
118.21,1.0,0.0089040315,0.013711963,100,739.1150298118591,,0.4189424,312.24544545173643,,4600,1171.8876395607147,260586,0.013711963
120.89,1.0,0.005142594,0.0027304003,100,754.4693975448608,,0.4189424,287.2469576454163,,4700,1198.6812629154927,272675,0.0027304003
115.71,1.0,0.009553198,0.011262295,100,768.5691547393799,,0.4189424,236.54902959823607,,4800,1146.8773250016404,284246,0.011262295
124.8,1.0,0.0049903174,0.008748398,100,793.9834833145142,,0.4189424,311.5455723285675,,4900,1237.7795445051736,296726,0.008748398
124.16,1.0,0.009898442,0.017334085,100,823.2956066131592,,0.4189424,293.8457211780548,,5000,1231.3737654848392,309142,0.017334085
120.31,1.0,0.009922685,0.009921728,100,838.3079664707184,,0.4189424,282.04537788391116,,5100,1192.8749896970978,321173,0.009921728
114.23,1.0,0.007790799,0.007884314,100,856.6321082115173,,0.4189424,258.3485579586029,,5200,1132.080875116863,332596,0.007884314
113.43,1.0,0.009630207,0.007976007,100,883.7004632949829,,0.4189424,264.74883450508116,,5300,1124.0802161549625,343939,0.007976007
113.77,1.0,0.009317739,0.0106438175,100,900.9987165927887,,0.4189424,252.24696187019347,,5400,1127.4765565077598,355316,0.0106438175
113.2,1.0,0.009742637,0.0069824266,100,914.3654611110687,,0.4189424,279.24729318618773,,5500,1121.7752877113085,366636,0.0069824266
110.85,1.0,0.008170006,0.0057909833,100,943.3879210948944,,0.4189424,272.24827843666077,,5600,1098.2723591853226,377721,0.0057909833
111.03,1.0,0.006288743,0.0039177183,100,957.1964552402496,,0.4189424,255.34871751785278,,5700,1100.0798723933935,388824,0.0039177183
115.25,1.0,0.008919533,0.0022435584,100,972.0677649974823,,0.4189424,276.24746494293214,,5800,1142.2715180906605,400349,0.0022435584
113.66,1.0,0.009671579,0.014509805,100,995.4825541973114,,0.4189424,260.7469300937653,,5900,1126.3665006777671,411715,0.014509805
108.74,1.0,0.010042384,0.014282031,100,1016.1232280731201,,0.4189424,228.84822607040405,,6000,1077.1644118037498,422589,0.014282031
104.72,1.0,0.009688903,0.0069405115,100,1032.0119569301605,,0.4189424,214.9520848083496,,6100,1036.9712866332993,433061,0.0069405115
108.45,1.0,0.009078939,0.00753973,100,1052.8376696109772,,0.4189424,257.1487526988983,,6200,1074.271864342263,443906,0.00753973
109.08,1.0,0.009965756,0.008799399,100,1074.3615736961365,,0.4189424,254.94910611152648,,6300,1080.575228140074,454814,0.008799399
107.91,1.0,0.009899541,0.008400365,100,1090.995966911316,,0.4189424,243.94853456497194,,6400,1068.8687913476015,465605,0.008400365
103.18,1.0,0.00998631,0.013716304,100,1107.6268465518951,,0.4189424,233.3499852180481,,6500,1021.5665305686172,475923,0.013716304
100.98,1.0,0.010081243,0.0033922559,100,1124.6484189033508,,0.4189424,219.35074889183045,,6600,999.5728869967052,486021,0.0033922559
104.79,1.0,0.0033322352,0.0062849154,100,1145.4885375499725,,0.4189424,223.95163232803344,,6700,1037.6765036139848,496500,0.0062849154
108.01,1.0,0.009525068,0.0041943993,100,1167.295872926712,,0.4189424,211.1504480075836,,6800,1069.8723197910206,507301,0.0041943993
108.76,1.0,0.0071269628,0.005006305,100,1181.9142870903015,,0.4189424,218.64833889007568,,6900,1077.3651504284003,518177,0.005006305
108.69,1.0,0.0077547175,0.0063753477,100,1201.8581805229187,,0.4189424,240.14794949531554,,7000,1076.6627747187897,529046,0.0063753477
109.32,1.0,0.006525214,0.004184078,100,1223.0657155513763,,0.4189424,243.24702687263488,,7100,1082.9583275218677,539978,0.004184078
116.67,1.0,0.00773402,0.005728526,100,1240.4584567546844,,0.4189424,260.241840877533,,7200,1156.45625077701,551645,0.005728526
110.58,1.0,0.0032456152,0.004346467,100,1264.0074665546417,,0.4189424,266.04645105361936,,7300,1095.5601789658758,562703,0.004346467
108.19,1.0,0.009560499,0.012574793,100,1282.1673543453217,,0.4189424,248.848113861084,,7400,1071.665780806666,573522,0.012574793
107.23,1.0,0.0092873415,0.0060677193,100,1295.9771044254303,,0.4189424,221.64740545272826,,7500,1062.0652586361314,584245,0.0060677193
105.68,1.0,0.008194805,0.004768774,100,1318.5933332443237,,0.4189424,228.94883756637574,,7600,1046.557777786963,594813,0.004768774
100.87,1.0,0.006485896,0.004306328,100,1337.4389736652374,,0.4189424,216.74943145751953,,7700,998.4582691908836,604900,0.004306328
107.15,1.0,0.007299402,0.0012231591,100,1357.4827315807343,,0.4189424,235.34722893714905,,7800,1061.2573401768304,615615,0.0012231591
104.63,1.0,0.0079689585,0.008791234,100,1373.1441621780396,,0.4189424,214.74860335350036,,7900,1036.0555050824273,626078,0.008791234
109.62,1.0,0.010038166,0.007786031,100,1394.5231494903564,,0.4189424,247.7451619529724,,8000,1085.952979152024,637040,0.007786031
109.17,1.0,0.0069417553,0.007141288,100,1413.8404650688171,,0.4189424,254.24497978210448,,8100,1081.4567481250838,647957,0.007141288
115.46,1.0,0.0099195205,0.011039148,100,1432.720332145691,,0.4189424,292.2419577407837,,8200,1144.3499555858882,659503,0.011039148
107.85,1.0,0.010084437,0.0045943665,100,1450.5877938270569,,0.4189424,243.6450171470642,,8300,1068.252475644403,670288,0.0045943665
108.85,1.0,0.0047139022,0.0014100147,100,1472.0261886119843,,0.4189424,255.1460242652893,,8400,1078.2566030459136,681173,0.0014100147
105.07,1.0,0.0073370775,0.0074786725,100,1488.2118453979492,,0.4189424,224.4485042858124,,8500,1040.4572036173072,691680,0.0074786725
105.38,1.0,0.00612814,0.0026164032,100,1512.306629896164,,0.4189424,218.74896823883057,,8600,1043.557558962455,702218,0.0026164032
109.21,1.0,0.00720269,0.0093807895,100,1532.626698255539,,0.4189424,222.3460066509247,,8700,1081.8555499942947,713139,0.0093807895
108.07,1.0,0.008487317,0.0032948705,100,1553.90141248703,,0.4189424,220.24530242919923,,8800,1070.4551143095157,723946,0.0032948705
116.18,1.0,0.0023523031,0.0016375574,100,1575.3935136795044,,0.4189424,271.64184323310855,,8900,1151.5584057851775,735564,0.0016375574
108.05,1.0,0.009634217,0.01332156,100,1593.644276380539,,0.4189424,237.64598834991455,,9000,1070.2572645083885,746369,0.01332156
109.23,1.0,0.0033634657,0.0029284924,100,1609.2315127849579,,0.4189424,242.84465523719788,,9100,1082.0562582841117,757292,0.0029284924
114.39,1.0,0.0052260444,0.0050201723,100,1626.7526659965515,,0.4189424,245.4497918510437,,9200,1133.6649783102712,768731,0.0050201723
112.62,1.0,0.009781002,0.014002175,100,1653.2407057285309,,0.4189424,251.74610116958618,,9300,1115.9586969164816,779993,0.014002175
112.86,1.0,0.009678096,0.0035652344,100,1669.638526916504,,0.4189424,266.1432188034058,,9400,1118.3523335136617,791279,0.0035652344
110.6,1.0,0.008523717,0.0045416686,100,1684.8975443840027,,0.4189424,238.9442126750946,,9500,1095.7533231002963,802339,0.0045416686
115.63,1.0,0.009538593,0.008873292,100,1703.3396439552307,,0.4189424,254.2459341621399,,9600,1146.0596983633075,813902,0.008873292
110.1,1.0,0.009598311,0.010677749,100,1725.9814324378967,,0.4189424,229.64783744812013,,9700,1090.758936732723,824912,0.010677749
113.9,1.0,0.008138778,0.005125205,100,1741.556956768036,,0.4189424,230.0451272583008,,9800,1128.7544001574147,836302,0.005125205
112.87,1.0,0.009226656,0.008341048,100,1768.1943955421448,,0.4189424,264.54358122825624,,9900,1118.454112124061,847589,0.008341048
113.52,1.0,0.009638028,0.007990301,100,1785.1969103813171,,0.4189424,264.74243958473204,,10000,1124.9516364237495,858941,0.007990301
109.64,1.0,0.007297827,0.0068778587,100,1801.5869164466858,,0.4189424,240.54460886001587,,10100,1086.1532076753965,869905,0.0068778587
108.9,1.0,0.0087134745,0.0071127,100,1819.6897711753845,,0.4189424,241.14537190437318,,10200,1078.7532967626662,880795,0.0071127
104.6,1.0,0.009894118,0.0052533667,100,1842.9145708084106,,0.4189424,216.74691899299623,,10300,1035.749074205056,891255,0.0052533667
100.76,1.0,0.009744755,0.0018876166,100,1861.3996539115906,,0.4189424,202.75054167747498,,10400,997.3492088971097,901331,0.0018876166
100.77,1.0,0.008684998,0.004847961,100,1878.4099910259247,,0.4189424,210.3466615009308,,10500,997.4449449255611,911408,0.004847961
100.39,1.0,0.009962568,0.010539783,100,1901.6552217006683,,0.4189424,191.4480911064148,,10600,993.6401377085282,921447,0.010539783
99.38,1.0,0.0057838564,0.00929467,100,1916.6805148124695,,0.4189424,198.65150091171265,,10700,983.54540962525,931385,0.00929467
99.31,1.0,0.008868007,0.00853584,100,1947.1681869029999,,0.4189424,209.94800585746765,,10800,982.8426380108808,941316,0.00853584
102.66,1.0,0.009805021,0.008171682,100,1960.2673480510712,,0.4189424,200.04838322639466,,10900,1016.3455201093411,951582,0.008171682
98.78,1.0,0.007872004,0.007169568,100,1984.2979485988617,,0.4189424,186.05111263275145,,11000,977.5521151852342,961460,0.007169568
97.47,1.0,0.0100345835,0.0020898718,100,2000.9291582107544,,0.4189424,193.94935144424437,,11100,964.4554123170815,971207,0.0020898718
98.3,1.0,0.006082168,0.0059745098,100,2020.9871230125427,,0.4189424,182.5520267391205,,11200,972.761081146284,981037,0.0059745098
102.86,1.0,0.008542734,0.008225859,100,2040.0860238075256,,0.4189424,219.84810130119322,,11300,1018.3549601943738,991323,0.008225859
100.22,1.0,0.0092218965,0.009726719,100,2057.659966468811,,0.4189424,198.85149703025817,,11400,991.9543021040731,1001345,0.009726719
97.58,1.0,0.009728666,0.008266179,100,2073.3140704631805,,0.4189424,189.05186747550965,,11500,965.5562376357011,1011103,0.008266179
94.48,1.0,0.009206671,0.0033736664,100,2091.3158283233643,,0.4189424,165.3539224433899,,11600,934.5561394016803,1020551,0.0033736664
99.2,1.0,0.009484881,0.011043486,100,2111.477012872696,,0.4189424,194.55133957862853,,11700,981.7548634644522,1030471,0.011043486
102.4,1.0,0.009453066,0.009738529,100,2129.4971973896027,,0.4189424,226.84656359672547,,11800,1013.7572389385513,1040711,0.009738529
102.89,1.0,0.0022163603,0.0038607782,100,2150.5556848049164,,0.4189424,218.75008888244628,,11900,1018.6611769654387,1051000,0.0038607782
107.9,1.0,0.004163219,0.003507002,100,2169.5281953811646,,0.4189424,235.24698302268982,,12000,1068.7584336947048,1061790,0.003507002
102.93,1.0,0.008179917,0.0024577687,100,2189.1390080451965,,0.4189424,202.65009782791137,,12100,1019.0579995446001,1072083,0.0024577687
99.85,1.0,0.009453797,0.010423548,100,2206.776277780533,,0.4189424,203.85121300697327,,12200,988.2594651487165,1082068,0.010423548
102.94,1.0,0.009916448,0.01007805,100,2226.595878124237,,0.4189424,224.24873254776,,12300,1019.1556955801259,1092362,0.01007805
105.27,1.0,0.010109433,0.0063337884,100,2243.2266957759857,,0.4189424,205.8469095993042,,12400,1042.44662335088,1102889,0.0063337884
96.56,1.0,0.0074539515,0.0051015564,100,2262.5042746067047,,0.4189424,213.04795988082887,,12500,955.3473482586231,1112545,0.0051015564
97.8,1.0,0.0067693456,0.008903623,100,2280.1326756477356,,0.4189424,202.04709037780762,,12600,967.7429418909182,1122325,0.008903623
98.98,1.0,0.009646349,0.005127638,100,2302.3376774787903,,0.4189424,207.2464091205597,,12700,979.5393165755913,1132223,0.005127638
94.55,1.0,0.009886636,0.015859293,100,2318.5419335365295,,0.4189424,176.05004154205324,,12800,935.23960472346,1141678,0.015859293
98.26,1.0,0.009772379,0.009804432,100,2337.953943967819,,0.4189424,199.34829132080077,,12900,972.3408591972785,1151504,0.009804432
105.68,1.0,0.009518703,0.0065145697,100,2354.6328971385956,,0.4189424,212.64536758422852,,13000,1046.542481379973,1162072,0.0065145697
104.23,1.0,0.008153834,0.0058407607,100,2380.8178300857544,,0.4189424,227.0439620780945,,13100,1032.042095728197,1172495,0.0058407607
98.9,1.0,0.008671054,0.007640935,100,2396.177173137665,,0.4189424,205.4483969974518,,13200,978.744983564198,1182385,0.007640935
101.1,1.0,0.009371302,0.0046073757,100,2412.2136776447296,,0.4189424,223.8468558216095,,13300,1000.7461426094949,1192495,0.0046073757
97.91,1.0,0.010010004,0.004926065,100,2428.0777122974396,,0.4189424,175.25197708129883,,13400,968.8432252889685,1202286,0.004926065
103.5,1.0,0.00338459,0.005850985,100,2446.381628513336,,0.4189424,195.44666971206664,,13500,1024.7435812822407,1212636,0.005850985
105.8,1.0,0.009587047,0.00905636,100,2464.7033636569977,,0.4189424,232.04502195358276,,13600,1047.7412457623918,1223216,0.00905636
105.21,1.0,0.008764635,0.0050527733,100,2483.9162499904633,,0.4189424,212.1453943157196,,13700,1041.8421389733849,1233737,0.0050527733
106.55,1.0,0.009946275,0.010831402,100,2503.809828519821,,0.4189424,229.3412293434143,,13800,1055.2363002593065,1244392,0.010831402
101.87,1.0,0.008554306,0.010952239,100,2523.8116602897644,,0.4189424,227.74520290374755,,13900,1008.4434620883845,1254579,0.010952239
107.48,1.0,0.008085653,0.0043412806,100,2543.356645822525,,0.4189424,217.64309314727782,,14000,1064.538613104694,1265327,0.0043412806
107.17,1.0,0.00964428,0.007181332,100,2561.572558403015,,0.4189424,209.7439660358429,,14100,1061.4437257005018,1276044,0.007181332
105.37,1.0,0.00931471,0.012998748,100,2580.756824016571,,0.4189424,206.14950210571288,,14200,1043.4505506392263,1286581,0.012998748
110.73,1.0,0.0070095644,0.003456123,100,2601.518642425537,,0.4189424,269.1431130218506,,14300,1097.0467283346345,1297654,0.003456123
105.27,1.0,0.009900455,0.0143762315,100,2620.5720975399017,,0.4189424,209.34638125419616,,14400,1042.4475730082113,1308181,0.0143762315
106.87,1.0,0.009468719,0.012024877,100,2635.7411637306213,,0.4189424,222.343896484375,,14500,1058.4446783651965,1318868,0.012024877
107.46,1.0,0.008212443,0.0047921515,100,2656.067465543747,,0.4189424,216.64516366958617,,14600,1064.3469383668157,1329614,0.0047921515
113.04,1.0,0.009506569,0.007113336,100,2673.661871433258,,0.4189424,261.4422065353394,,14700,1120.1426805652518,1340918,0.007113336
112.95,1.0,0.008999942,0.0037268433,100,2692.6021523475647,,0.4189424,270.8406284427643,,14800,1119.2453560687534,1352213,0.0037268433
111.35,1.0,0.003266678,0.0038897754,100,2706.83589720726,,0.4189424,257.242471446991,,14900,1103.2531209344834,1363348,0.0038897754
114.52,1.0,0.007410437,0.0059756706,100,2732.2995371818542,,0.4189424,257.34161211967466,,15000,1134.9480125661762,1374800,0.0059756706
112.2,1.0,0.010083691,0.005789155,100,2751.691472530365,,0.4189424,251.24235295295716,,15100,1111.7492213186615,1386020,0.005789155
112.41,1.0,0.0068164356,0.0036035338,100,2769.9338099956512,,0.4189424,275.34129605293276,,15200,1113.8462849974771,1397261,0.0036035338
108.35,1.0,0.009709743,0.00874517,100,2792.556697845459,,0.4189424,237.7453245162964,,15300,1073.2514006857762,1408096,0.00874517
105.23,1.0,0.008853527,0.0058168042,100,2813.449036359787,,0.4189424,238.44615020751954,,15400,1042.0490731060008,1418619,0.0058168042
101.97,1.0,0.004896248,0.0038161352,100,2827.756630897522,,0.4189424,197.7483491706848,,15500,1009.4533059476173,1428816,0.0038161352
102.36,1.0,0.009862272,0.014621514,100,2847.367921113968,,0.4189424,223.84820050239563,,15600,1013.3511507229607,1439052,0.014621514
100.14,1.0,0.008333655,0.006586109,100,2869.4569234848022,,0.4189424,196.04953113555908,,15700,991.1479511239596,1449066,0.006586109
104.18,1.0,0.0101148505,0.010913083,100,2889.7327461242676,,0.4189424,233.24708764076232,,15800,1031.5494783637662,1459484,0.010913083
104.37,1.0,0.009229452,0.006868838,100,2908.606142282486,,0.4189424,217.04823978424074,,15900,1033.4556485604498,1469921,0.006868838
101.05,1.0,0.003996282,0.0023775713,100,2925.1639058589935,,0.4189424,210.34804286003111,,16000,1000.2533554395978,1480026,0.0023775713
99.24,1.0,0.008233934,0.0036933045,100,2949.929406642914,,0.4189424,199.25023837089537,,16100,982.1552162115846,1489950,0.0036933045
99.31,1.0,0.0035433215,0.003743432,100,2970.7304394245148,,0.4189424,200.5517342185974,,16200,982.860383831145,1499881,0.003743432
102.48,1.0,0.007549652,0.003204173,100,2988.643420934677,,0.4189424,202.5487763595581,,16300,1014.553468415303,1510129,0.003204173
109.44,1.0,0.009796016,0.005547473,100,3011.807699203491,,0.4189424,263.3438946723938,,16400,1084.149971917105,1521073,0.005547473
104.47,1.0,0.009685629,0.004299082,100,3034.9604930877686,,0.4189424,208.64798475265502,,16500,1034.4511941962246,1531520,0.004299082
105.31,1.0,0.00966998,0.006238106,100,3053.883446455002,,0.4189424,221.54681645393373,,16600,1042.8523767873455,1542051,0.006238106
106.58,1.0,0.009487233,0.0075421943,100,3073.2571465969086,,0.4189424,239.44540334701537,,16700,1055.5517920771347,1552709,0.0075421943
108.31,1.0,0.009681492,0.007829984,100,3092.078928232193,,0.4189424,232.34457543373108,,16800,1072.8480500510234,1563540,0.007829984
103.17,1.0,0.007979173,0.0031528808,100,3112.4122955799103,,0.4189424,224.2465032196045,,16900,1021.4463151935211,1573857,0.0031528808
105.56,1.0,0.008284657,0.00063142576,100,3135.028819322586,,0.4189424,212.5471834754944,,17000,1045.3488417972426,1584413,0.00063142576
104.88,1.0,0.008887888,0.005191996,100,3151.554182291031,,0.4189424,207.24745671272277,,17100,1038.544286962117,1594901,0.005191996
108.45,1.0,0.008271006,0.003142539,100,3171.2459466457367,,0.4189424,229.7452343082428,,17200,1074.2486440895448,1605746,0.003142539
101.62,1.0,0.0075491406,0.004851101,100,3192.97767829895,,0.4189424,207.44629116058348,,17300,1005.9484301312234,1615908,0.004851101
105.19,1.0,0.009316201,0.011392277,100,3217.8594465255737,,0.4189424,229.64701137542724,,17400,1041.6503511106346,1626427,0.011392277
105.53,1.0,0.009542018,0.007887453,100,3232.0681915283203,,0.4189424,230.34599513053894,,17500,1045.049314092092,1636980,0.007887453
99.57,1.0,0.009728251,0.0074730604,100,3248.8179075717926,,0.4189424,187.15076457023622,,17600,985.4498705763758,1646937,0.0074730604
107.06,1.0,0.00989496,0.0027412586,100,3271.556698322296,,0.4189424,212.7445828437805,,17700,1060.3460555900265,1657643,0.0027412586
100.65,1.0,0.009536933,0.0049225707,100,3290.5436642169952,,0.4189424,233.14750262260438,,17800,996.2452258845701,1667708,0.0049225707
101.94,1.0,0.0097455075,0.0054262313,100,3308.296705722809,,0.4189424,206.84686734199525,,17900,1009.1472142974058,1677902,0.0054262313
104.43,1.0,0.0099590225,0.0041840184,100,3329.2671406269073,,0.4189424,206.74928124427797,,18000,1034.0519384346817,1688345,0.0041840184
107.71,1.0,0.005947466,0.004215235,100,3350.1521825790405,,0.4189424,218.7473781967163,,18100,1066.8561192416416,1699116,0.004215235
102.72,1.0,0.010038083,0.014513679,100,3372.2581458091736,,0.4189424,211.65093881607055,,18200,1016.9540214246747,1709388,0.014513679
104.82,1.0,0.009823109,0.006716371,100,3389.918456554413,,0.4189424,219.9469953918457,,18300,1037.9489877247652,1719870,0.006716371
103.05,1.0,0.009837908,0.0070528504,100,3409.967434644699,,0.4189424,211.34779955863954,,18400,1020.2514837282075,1730175,0.0070528504
97.83,1.0,0.0028633052,0.0038676905,100,3433.115660905838,,0.4189424,185.75089259147643,,18500,968.0526079989814,1739958,0.0038676905
108.15,1.0,0.00709307,0.0053661084,100,3451.492110490799,,0.4189424,247.04398279190065,,18600,1071.2480075577444,1750773,0.0053661084
104.35,1.0,0.009011893,0.004906709,100,3472.448390722275,,0.4189424,210.24996716499328,,18700,1033.2553074458049,1761208,0.004906709
108.94,1.0,0.007407388,0.005500525,100,3493.143259048462,,0.4189424,243.64410478591918,,18800,1079.1471283509852,1772102,0.005500525
109.36,1.0,0.009063548,0.0067826784,100,3514.278875350952,,0.4189424,233.34453471183778,,18900,1083.343228025557,1783038,0.0067826784
110.22,1.0,0.0093533695,0.0049085077,100,3533.091158390045,,0.4189424,248.24461997985838,,19000,1091.9480631355968,1794060,0.0049085077
105.33,1.0,0.0093675405,0.005375835,100,3549.662099838257,,0.4189424,209.84780584335329,,19100,1043.05229453657,1804593,0.005375835
109.55,1.0,0.010079522,0.009168695,100,3572.744210243225,,0.4189424,227.9463289642334,,19200,1085.2531741239752,1815548,0.009168695
105.61,1.0,0.009436933,0.0026162998,100,3592.816837310791,,0.4189424,220.14653924942016,,19300,1045.8488956397223,1826109,0.0026162998
97.39,1.0,0.008328635,0.0045849443,100,3612.3455646038055,,0.4189424,206.44932015419008,,19400,963.6506942641106,1835848,0.0045849443
97.85,1.0,0.007843706,0.009727702,100,3635.7557175159454,,0.4189424,191.24978532791138,,19500,968.2544223831495,1845633,0.009727702
102.53,1.0,0.008448352,0.007977151,100,3657.3470211029053,,0.4189424,231.14559861183167,,19600,1015.0453546536841,1855886,0.007977151
94.54,1.0,0.009931289,0.0050552874,100,3673.233712911606,,0.4189424,164.55190205574036,,19700,935.1447941476623,1865340,0.0050552874
97.51,1.0,0.0061172387,0.007463091,100,3693.2683057785034,,0.4189424,202.54916967391966,,19800,964.8487859604942,1875091,0.007463091
98.29,1.0,0.005584768,0.0031673627,100,3713.560533285141,,0.4189424,199.34901176452638,,19900,972.6458593529445,1884920,0.0031673627
106.88,1.0,0.008760708,0.0020986844,100,3728.8187294006348,,0.4189424,220.94368343353273,,20000,1058.541142670204,1895608,0.0020986844
110.43,1.0,0.009828814,0.010785166,100,3747.8811683654785,,0.4189424,253.04229533195496,,20100,1094.043853684856,1906651,0.010785166
107.03,1.0,0.0017671277,0.0017953784,100,3766.3767042160034,,0.4189424,224.14429587364197,,20200,1060.0438833654011,1917354,0.0017953784
