meankl,TimestepsSoFar,TimeElapsed,EpLenMean,Step_size,surrgain,entloss,optimgain,entropy,EpisodesSoFar,DiscEpRewMean,EpThisIter,EpRewMean,ev_tdlam_before
0.009594878,936,6.009531497955322,9.36,1.0,0.0064806812,,0.0064806812,0.4189424,100,0.9986866378784179,100,83.55070645355934,
0.008728951,1966,11.38026475906372,10.3,1.0,0.008007799,,0.008007799,0.4189424,200,2.7984740924835205,100,92.94718483370069,
0.009834839,2981,16.696382999420166,10.15,1.0,0.005274122,,0.005274122,0.4189424,300,1.7989066600799561,100,91.44339804084365,
0.00961658,4122,22.236951112747192,11.41,1.0,0.006980104,,0.006980104,0.4189424,400,2.198617486953735,100,104.04169512725639,
0.009662994,5314,27.403111457824707,11.92,1.0,0.0064720544,,0.0064720544,0.4189424,500,5.397361545562744,100,109.13624836768282,
0.009722686,6721,32.917454957962036,14.07,1.0,0.007641653,,0.007641653,0.4189424,600,4.097365484237671,100,130.63116705944734,
0.009582927,7992,38.25476789474487,12.71,1.0,0.0050186645,,0.0050186645,0.4189424,700,3.497810525894165,100,117.03420054382987,
0.009938566,9341,43.51283574104309,13.49,1.0,0.0041751456,,0.0041751456,0.4189424,800,2.8980460929870606,100,124.83118095072533,
0.009861742,10785,48.87794280052185,14.44,1.0,0.008668954,,0.008668954,0.4189424,900,3.3982287406921388,100,134.32931809555467,
0.009832318,12270,54.174742698669434,14.85,1.0,0.008189774,,0.008189774,0.4189424,1000,2.298769874572754,100,138.42924848565227,
0.009936685,13804,59.92660188674927,15.34,1.0,0.0074212933,,0.0074212933,0.4189424,1100,8.795592603683472,100,143.32694921623224,
0.009568794,15592,65.63450384140015,17.88,1.0,0.006117293,,0.006117293,0.4189424,1200,6.695935821533203,100,168.7090359263874,
0.009257577,17517,71.43250513076782,19.25,1.0,0.006142846,,0.006142846,0.4189424,1300,7.29648678779602,100,182.4137189549287,
0.009532619,19493,76.86425113677979,19.76,1.0,0.010517729,,0.010517729,0.4189424,1400,7.897113647460937,100,187.51672565025805,
0.009958928,21370,82.71493530273438,18.77,1.0,0.008028122,,0.008028122,0.4189424,1500,4.397985944747925,100,177.61123782911406,
0.009639524,23475,88.58480978012085,21.05,1.0,0.008776605,,0.008776605,0.4189424,1600,9.194672784805299,100,200.4029110292345,
0.00990987,25604,94.79474925994873,21.29,1.0,0.007306404,,0.007306404,0.4189424,1700,8.095840473175048,100,202.80568262304888,
0.00884147,27947,101.02241230010986,23.43,1.0,0.0067069544,,0.0067069544,0.4189424,1800,12.393498992919922,100,224.19599749634983,
0.009914653,30357,107.5176649093628,24.1,1.0,0.011099524,,0.011099524,0.4189424,1900,14.092908191680909,100,230.88915704877,
0.009548152,33092,113.67292428016663,27.35,1.0,0.011494041,,0.011494041,0.4189424,2000,11.794477682113648,100,263.3829033154013,
0.009092932,36237,119.79095554351807,31.45,1.0,0.008994195,,0.008994195,0.4189424,2100,23.19149808883667,100,304.3656734191563,
0.009575115,39536,126.14943099021912,32.99,1.0,0.013496215,,0.013496215,0.4189424,2200,20.691430492401125,100,319.7541995185936,
0.009907166,43509,131.88649702072144,39.73,1.0,0.009004368,,0.009004368,0.4189424,2300,30.98729776382446,100,387.1287680831333,
