TimestepsSoFar,TimeElapsed,optimgain,EpThisIter,EpRewMean,entloss,Step_size,EpLenMean,EpisodesSoFar,meankl,ev_tdlam_before,entropy,DiscEpRewMean,surrgain
54841,1215.6432528495789,0.014528977,100,404.7327116433785,,1.0,41.49,2700,0.00999831,,0.4189424,35.68392934799194,0.014528977
59231,1274.2306580543518,0.014733218,100,428.82753777065614,,1.0,43.9,2800,0.008673966,,0.4189424,31.48755765914917,0.014733218
63834,1339.5489780902863,0.012995586,100,450.1147612064818,,1.0,46.03,2900,0.009983567,,0.4189424,47.68246241569519,0.012995586
68892,1415.7630066871643,0.01605774,100,495.6245369325565,,1.0,50.58,3000,0.009755537,,0.4189424,46.68028190612793,0.01605774
74471,1478.7002437114716,0.018654047,100,547.7075047287727,,1.0,55.79,3100,0.009427206,,0.4189424,64.07788093566894,0.018654047
80032,1543.3338522911072,0.012770637,100,545.8865545149433,,1.0,55.61,3200,0.009949917,,0.4189424,68.87819646835327,0.012770637
86318,1605.7488520145416,0.016088411,100,618.3939655128931,,1.0,62.86,3300,0.009626252,,0.4189424,76.2720700263977,0.016088411
92466,1666.5293550491333,0.016762566,100,604.5870517819325,,1.0,61.48,3400,0.009312628,,0.4189424,90.67047622680664,0.016762566
98283,1734.994422197342,0.01295983,100,571.4988030882432,,1.0,58.17,3500,0.009984252,,0.4189424,53.78030536651611,0.01295983
105215,1805.95854139328,0.020131748,100,682.9630849166583,,1.0,69.32,3600,0.009378102,,0.4189424,83.97251335144043,0.020131748
111955,1871.270916223526,0.021781048,100,663.7607289332166,,1.0,67.4,3700,0.010006503,,0.4189424,96.36571459770202,0.021781048
118806,1947.5140771865845,0.013749574,100,674.8621086862457,,1.0,68.51,3800,0.008810064,,0.4189424,93.36381156921387,0.013749574
126296,2017.3426508903503,0.022188462,100,738.7536993088833,,1.0,74.9,3900,0.010027615,,0.4189424,105.96632866859436,0.022188462
133633,2088.6600086688995,0.024813103,100,723.4671082972108,,1.0,73.37,4000,0.009755678,,0.4189424,97.37018798828124,0.024813103
141077,2166.115877389908,0.015309763,100,734.147850722086,,1.0,74.44,4100,0.009238862,,0.4189424,118.46409271240235,0.015309763
148785,2229.507286310196,0.02595349,100,760.5548537693702,,1.0,77.08,4200,0.00998948,,0.4189424,122.957339925766,0.02595349
156263,2298.2583391666412,0.015497528,100,737.556338011557,,1.0,74.78,4300,0.010003285,,0.4189424,114.96212482452393,0.015497528
163810,2370.2825980186462,0.020070652,100,744.462168628143,,1.0,75.47,4400,0.009910488,,0.4189424,121.16217195510865,0.020070652
171701,2448.254173517227,0.023576165,100,778.8362903471249,,1.0,78.91,4500,0.00971107,,0.4189424,125.55852721214295,0.023576165
179592,2521.32754611969,0.025807876,100,778.8722325045553,,1.0,78.91,4600,0.009700106,,0.4189424,130.95972687721252,0.025807876
188113,2602.7777421474457,0.020943789,100,841.8468918180763,,1.0,85.21,4700,0.009484391,,0.4189424,139.25318530082703,0.020943789
196261,2673.3647317886353,0.01993863,100,804.5366459990196,,1.0,81.48,4800,0.010025369,,0.4189424,148.6543820667267,0.01993863
204940,2755.2825915813446,0.020649921,100,857.6232862281125,,1.0,86.79,4900,0.009640311,,0.4189424,153.0512938594818,0.020649921
213109,2825.7246096134186,0.020540945,100,806.6413085790608,,1.0,81.69,5000,0.009898029,,0.4189424,154.2523991203308,0.020540945
221547,2904.8990409374237,0.01868409,100,833.537766096591,,1.0,84.38,5100,0.009997169,,0.4189424,157.25037176132201,0.01868409
230033,2993.792801618576,0.020432673,100,838.3271858105378,,1.0,84.86,5200,0.010012142,,0.4189424,152.54672340393066,0.020432673
239322,3060.11789226532,0.024282185,100,918.6334376602003,,1.0,92.89,5300,0.008951646,,0.4189424,190.1440452003479,0.024282185
248723,3150.3014812469482,0.021032821,100,929.8213489656162,,1.0,94.01,5400,0.010009089,,0.4189424,170.55303154945375,0.021032821
256545,3222.371520757675,0.015193681,100,771.9339519129572,,1.0,78.22,5500,0.00988592,,0.4189424,112.36313210487366,0.015193681
264317,3311.7524919509888,0.018579846,100,766.9532931059066,,1.0,77.72,5600,0.009726927,,0.4189424,146.45567046165468,0.018579846
272610,3368.7271440029144,0.017372744,100,819.0331679105262,,1.0,82.93,5700,0.009876911,,0.4189424,125.05806733131409,0.017372744
280951,3425.9079332351685,0.017953835,100,823.8392984971443,,1.0,83.41,5800,0.009682076,,0.4189424,144.55337259292602,0.017953835
288404,3460.4118649959564,0.0150371585,100,735.0378285492286,,1.0,74.53,5900,0.009877771,,0.4189424,100.66556516647339,0.0150371585
297879,3518.4941890239716,0.014013787,100,937.2068575576859,,1.0,94.75,6000,0.009930781,,0.4189424,181.64906483650208,0.014013787
306523,3570.218028306961,0.015829653,100,854.1254381567866,,1.0,86.44,6100,0.009616449,,0.4189424,151.94813946723937,0.015829653
316662,3627.5541524887085,0.019071192,100,1003.5775346114735,,1.0,101.39,6200,0.01000635,,0.4189424,210.43696076393127,0.019071192
327523,3695.2183418273926,0.025080925,100,1075.8037646037258,,1.0,108.61,6300,0.009732104,,0.4189424,265.4263731002808,0.025080925
338255,3740.485440015793,0.031001521,100,1062.903765991833,,1.0,107.32,6400,0.009586958,,0.4189424,240.63352890968324,0.031001521
348904,3799.028312444687,0.010513438,100,1054.6062504967301,,1.0,106.49,6500,0.009382345,,0.4189424,243.63405499458312,0.010513438
359876,3847.460782766342,0.011987917,100,1086.8973932176361,,1.0,109.72,6600,0.009363859,,0.4189424,217.93739550590516,0.011987917
371688,3908.7708814144135,0.023740232,100,1170.9123095861682,,1.0,118.12,6700,0.009402699,,0.4189424,294.72737133026124,0.023740232
383647,3977.7007620334625,0.032792017,100,1185.61822823943,,1.0,119.59,6800,0.009617757,,0.4189424,307.33157938957214,0.032792017
395991,4031.0889978408813,0.02475954,100,1224.1265462144938,,1.0,123.44,6900,0.0098791495,,0.4189424,284.9309897232056,0.02475954
408112,4089.8341109752655,0.019022273,100,1201.8287520600713,,1.0,121.21,7000,0.009520044,,0.4189424,314.43082242012025,0.019022273
419913,4159.934019327164,0.017441228,100,1169.833935360214,,1.0,118.01,7100,0.009961911,,0.4189424,286.43680891990664,0.017441228
431541,4210.591651439667,0.013254195,100,1152.5466337894259,,1.0,116.28,7200,0.0076475195,,0.4189424,251.44113676071166,0.013254195
443835,4270.393609762192,0.012588137,100,1219.1477380188276,,1.0,122.94,7300,0.009256162,,0.4189424,326.23395256996156,0.012588137
455724,4338.075417757034,0.009672822,100,1178.6515718001156,,1.0,118.89,7400,0.00882222,,0.4189424,269.1419001865387,0.009672822
467042,4390.6982679367065,0.014033587,100,1121.5610468576822,,1.0,113.18,7500,0.008742485,,0.4189424,261.34741253852843,0.014033587
478449,4447.604880571365,0.017873958,100,1130.464523304779,,1.0,114.07,7600,0.009427369,,0.4189424,286.04431304931643,0.017873958
489682,4495.601341962814,0.008517425,100,1113.0653669509995,,1.0,112.33,7700,0.009345357,,0.4189424,274.84657272338865,0.008517425
501288,4552.207963466644,0.0071986616,100,1150.3642664980036,,1.0,116.06,7800,0.005821626,,0.4189424,269.7430774593353,0.0071986616
512858,4612.069955825806,0.0039200066,100,1146.7628044762607,,1.0,115.7,7900,0.00804861,,0.4189424,263.54533029556274,0.0039200066
525213,4679.277653455734,0.004260292,100,1225.2570416512938,,1.0,123.55,8000,0.005334348,,0.4189424,324.0392767333984,0.004260292
537283,4728.830325603485,0.0070980247,100,1196.761409626526,,1.0,120.7,8100,0.009519924,,0.4189424,275.8414453315735,0.0070980247
549175,4782.519176483154,0.010830736,100,1178.9584222601557,,1.0,118.92,8200,0.00975208,,0.4189424,262.3411193656921,0.010830736
561414,4837.40837264061,0.009747562,100,1213.6514386079275,,1.0,122.39,8300,0.008153883,,0.4189424,295.0380538749695,0.009747562
573345,4859.415587425232,0.011110705,100,1182.855700959348,,1.0,119.31,8400,0.008157707,,0.4189424,293.8401467704773,0.011110705
585040,4889.308303117752,0.004326599,100,1159.259323244093,,1.0,116.95,8500,0.010018229,,0.4189424,272.44130965232847,0.004326599
596520,4911.401991844177,0.00285313,100,1137.7562713545392,,1.0,114.8,8600,0.008081898,,0.4189424,265.44317763328553,0.00285313
608046,4936.253129243851,0.0052358094,100,1142.3553818343848,,1.0,115.26,8700,0.009951204,,0.4189424,270.4431978225708,0.0052358094
619572,4962.240331411362,0.0060456055,100,1142.3577887013669,,1.0,115.26,8800,0.008749949,,0.4189424,249.74482507705687,0.0060456055
631146,4988.956664323807,0.008984624,100,1147.15465516699,,1.0,115.74,8900,0.00832689,,0.4189424,270.44157572746275,0.008984624
642477,5015.668905258179,0.002462283,100,1122.8539256397182,,1.0,113.31,9000,0.009074162,,0.4189424,247.94256847381592,0.002462283
653481,5037.867653846741,0.0038879956,100,1090.1595093549724,,1.0,110.04,9100,0.0039823493,,0.4189424,240.34620648384094,0.0038879956
665235,5063.246831655502,0.00890553,100,1165.1538541104865,,1.0,117.54,9200,0.0074745296,,0.4189424,259.4421455955505,0.00890553
676084,5086.521922111511,0.011826753,100,1074.656534531248,,1.0,108.49,9300,0.009852468,,0.4189424,234.04615348815918,0.011826753
687046,5112.965822696686,0.012117686,100,1085.9528121750916,,1.0,109.62,9400,0.0098693725,,0.4189424,250.4448633289337,0.012117686
698067,5132.4700310230255,0.010489293,100,1091.854110450765,,1.0,110.21,9500,0.009163219,,0.4189424,230.64486598968506,0.010489293
708861,5155.640062093735,0.010722061,100,1069.1492519595586,,1.0,107.94,9600,0.009748295,,0.4189424,224.14540729522705,0.010722061
720178,5178.330526590347,0.0078492705,100,1121.452159662774,,1.0,113.17,9700,0.008787549,,0.4189424,238.84510807037353,0.0078492705
731167,5202.827100038528,0.008415816,100,1088.6476021728697,,1.0,109.89,9800,0.009900296,,0.4189424,234.6446899700165,0.008415816
741733,5227.5929317474365,0.0019114752,100,1046.3527104880754,,1.0,105.66,9900,0.008681348,,0.4189424,242.54784070968628,0.0019114752
752114,5244.396920681,0.0071358643,100,1027.849799293241,,1.0,103.81,10000,0.0073936037,,0.4189424,244.74668203353883,0.0071358643
762795,5273.526837825775,0.0041242433,100,1057.8468050726042,,1.0,106.81,10100,0.006802177,,0.4189424,238.3450883769989,0.0041242433
772398,5296.881866455078,0.007061166,100,950.047849742298,,1.0,96.03,10200,0.009563571,,0.4189424,197.44860032081604,0.007061166
783053,5311.507909536362,0.004864334,100,1055.2434918038068,,1.0,106.55,10300,0.008886563,,0.4189424,243.34336999893188,0.004864334
793044,5326.389102697372,0.008091016,100,988.84811368481,,1.0,99.91,10400,0.009578068,,0.4189424,192.34955780982972,0.008091016
802757,5338.795561075211,0.0045615113,100,961.05074235341,,1.0,97.13,10500,0.006400967,,0.4189424,193.74985835075378,0.0045615113
813735,5351.651294708252,0.004320769,100,1087.5501179781809,,1.0,109.78,10600,0.008887448,,0.4189424,213.0456476688385,0.004320769
823900,5361.804549694061,0.007920613,100,1006.2485478551971,,1.0,101.65,10700,0.007307715,,0.4189424,214.04675228118896,0.007920613
834406,5374.977607011795,0.0022323828,100,1040.3452467257725,,1.0,105.06,10800,0.0077477973,,0.4189424,214.2471227645874,0.0022323828
845453,5391.772256374359,0.008299142,100,1094.4458220839642,,1.0,110.47,10900,0.009551885,,0.4189424,247.744097366333,0.008299142
855918,5407.361830234528,0.0068473266,100,1036.2460955746014,,1.0,104.65,11000,0.010018341,,0.4189424,217.14563111305236,0.0068473266
866564,5422.934728384018,0.006671388,100,1054.352272665661,,1.0,106.46,11100,0.008137214,,0.4189424,246.54382362365723,0.006671388
877624,5438.170140028,0.006212892,100,1095.747174698886,,1.0,110.6,11200,0.007636523,,0.4189424,259.8425002861023,0.006212892
889017,5451.127460002899,0.0037223687,100,1129.047161265097,,1.0,113.93,11300,0.003030183,,0.4189424,257.34066006660464,0.0037223687
900265,5464.502060174942,0.0079033775,100,1114.5461838097578,,1.0,112.48,11400,0.009789318,,0.4189424,239.24240676879882,0.0079033775
911099,5478.162283182144,0.0051519177,100,1073.1424315952388,,1.0,108.34,11500,0.009718296,,0.4189424,262.24245745658874,0.0051519177
922852,5492.678001403809,0.005952909,100,1165.0439044984682,,1.0,117.53,11600,0.009611724,,0.4189424,302.53739117622376,0.005952909
933846,5507.12921500206,0.006666423,100,1089.1503424580849,,1.0,109.94,11700,0.009819582,,0.4189424,260.1445692062378,0.006666423
944757,5520.970222234726,0.011799777,100,1080.8489753370998,,1.0,109.11,11800,0.009740255,,0.4189424,237.04453869819642,0.011799777
956096,5536.497407913208,0.002145264,100,1123.6430064699123,,1.0,113.39,11900,0.008262864,,0.4189424,269.140433588028,0.002145264
967214,5550.749542951584,0.009959543,100,1101.5524171573272,,1.0,111.18,12000,0.009965262,,0.4189424,243.84241769790648,0.009959543
978252,5565.2011506557465,0.0057927403,100,1093.546407550837,,1.0,110.38,12100,0.007927093,,0.4189424,253.1442395877838,0.0057927403
989399,5580.292852640152,0.013860668,100,1104.4458817605082,,1.0,111.47,12200,0.009782676,,0.4189424,252.04223408699036,0.013860668
1000754,5594.33384847641,0.0054553957,100,1125.2388765539017,,1.0,113.55,12300,0.0065623955,,0.4189424,260.24075355529783,0.0054553957
1011610,5610.114130020142,0.008291314,100,1075.34381184489,,1.0,108.56,12400,0.009859184,,0.4189424,233.94560093879699,0.008291314
1022237,5624.767433643341,0.0056188945,100,1052.4458843172904,,1.0,106.27,12500,0.00938125,,0.4189424,222.3444889163971,0.0056188945
1033021,5638.996205329895,0.013103816,100,1068.1454528324498,,1.0,107.84,12600,0.009964316,,0.4189424,212.94385811805725,0.013103816
1043871,5654.25283575058,0.003431969,100,1074.7475376325817,,1.0,108.5,12700,0.009558665,,0.4189424,227.745120344162,0.003431969
1053888,5669.544477701187,0.009337982,100,991.4524436017805,,1.0,100.17,12800,0.009604693,,0.4189424,190.75133484840393,0.009337982
1064746,5685.229195594788,0.0035480554,100,1075.547605382125,,1.0,108.58,12900,0.003203246,,0.4189424,221.4449553489685,0.0035480554
1075977,5699.452428817749,0.0021117993,100,1112.844922116049,,1.0,112.31,13000,0.0087563675,,0.4189424,270.3410520172119,0.0021117993
1086804,5713.294408559799,0.008608222,100,1072.4449485864957,,1.0,108.27,13100,0.008497024,,0.4189424,242.74357703208923,0.008608222
1097406,5725.724128484726,0.005390321,100,1049.9445304065612,,1.0,106.02,13200,0.009055415,,0.4189424,219.8440073299408,0.005390321
1108433,5739.698193311691,0.006916085,100,1092.4435092021076,,1.0,110.27,13300,0.009485232,,0.4189424,259.04182649612426,0.006916085
1119179,5754.302352190018,0.0051756483,100,1064.3428728244735,,1.0,107.46,13400,0.008133083,,0.4189424,229.74398149490355,0.0051756483
1129856,5767.263337612152,0.010511113,100,1057.4458839449735,,1.0,106.77,13500,0.009854262,,0.4189424,227.9434460926056,0.010511113
1140936,5781.927873849869,0.0032387841,100,1097.738703752029,,1.0,110.8,13600,0.00893636,,0.4189424,238.64208950042723,0.0032387841
1151806,5795.375139713287,0.008190129,100,1076.747846906891,,1.0,108.7,13700,0.008116836,,0.4189424,234.04465657234192,0.008190129
1162220,5808.2169716358185,0.0046650344,100,1031.1447110411486,,1.0,104.14,13800,0.002986591,,0.4189424,215.34621919631957,0.0046650344
1173311,5821.619049787521,0.010757407,100,1098.8435330754587,,1.0,110.91,13900,0.009949794,,0.4189424,265.5402342700958,0.010757407
1183396,5835.247377157211,0.0054232692,100,998.2486864383666,,1.0,100.85,14000,0.009155096,,0.4189424,225.34507007598876,0.0054232692
1194252,5849.238129854202,0.008548325,100,1075.3414584529435,,1.0,108.56,14100,0.0073390394,,0.4189424,256.7419849967957,0.008548325
1204893,5864.076008796692,0.0013306689,100,1053.8454495160483,,1.0,106.41,14200,0.0071995156,,0.4189424,226.04450513839723,0.0013306689
1215423,5877.211507558823,0.007611388,100,1042.7423771120891,,1.0,105.3,14300,0.010034911,,0.4189424,218.74565890312195,0.007611388
1226289,5890.54891204834,0.0025622656,100,1076.342492943511,,1.0,108.66,14400,0.0067915125,,0.4189424,242.44330647468567,0.0025622656
1236608,5903.964820861816,0.008496072,100,1021.6403293385347,,1.0,103.19,14500,0.009080082,,0.4189424,210.94642628669737,0.008496072
1246821,5917.208503484726,0.0042720716,100,1011.0416734568352,,1.0,102.13,14600,0.009940721,,0.4189424,203.44599314689637,0.0042720716
1258226,5930.58885550499,0.0028015762,100,1130.238557602769,,1.0,114.05,14700,0.005339081,,0.4189424,245.84131563186645,0.0028015762
1268519,5943.460702419281,0.0049779555,100,1019.0446374912738,,1.0,102.93,14800,0.009250534,,0.4189424,213.54646518707276,0.0049779555
1278329,5956.4964900016785,0.0032174536,100,970.7422126945171,,1.0,98.1,14900,0.008370423,,0.4189424,204.24855919837952,0.0032174536
1288834,5967.216024637222,0.007825018,100,1040.2418272549846,,1.0,105.05,15000,0.007154956,,0.4189424,206.04676827430725,0.007825018
1299254,5978.3098311424255,0.010537654,100,1031.747038143697,,1.0,104.2,15100,0.009961089,,0.4189424,201.94885912895202,0.010537654
1309453,5990.0294671058655,0.011078379,100,1009.647557141566,,1.0,101.99,15200,0.0098037105,,0.4189424,206.74730070114137,0.011078379
1319826,6003.102216959,0.0059409,100,1027.044182458107,,1.0,103.73,15300,0.008976375,,0.4189424,210.14599888801575,0.0059409
1330392,6017.192517518997,0.007097606,100,1046.3355684205092,,1.0,105.66,15400,0.008644466,,0.4189424,244.94356059074403,0.007097606
1340544,6030.474253892899,0.0036505822,100,1004.9412887956855,,1.0,101.52,15500,0.0066470583,,0.4189424,196.94654529571534,0.0036505822
1350798,6045.788861989975,0.0025332125,100,1015.1445976560059,,1.0,102.54,15600,0.00683375,,0.4189424,213.9458798789978,0.0025332125
1361814,6059.943583250046,0.0060888035,100,1091.3388941846326,,1.0,110.16,15700,0.009138796,,0.4189424,225.24324158668517,0.0060888035
1372421,6072.460118055344,0.0066303657,100,1050.4415157761512,,1.0,106.07,15800,0.009901168,,0.4189424,231.6430180454254,0.0066303657
1383583,6085.498486280441,0.0039447607,100,1105.9433223796293,,1.0,111.62,15900,0.005893109,,0.4189424,254.041988363266,0.0039447607
1394212,6097.752983570099,0.008912245,100,1052.6434940973415,,1.0,106.29,16000,0.009936037,,0.4189424,222.0432333946228,0.008912245
1404233,6108.8688333034515,0.0058749635,100,991.8427537914648,,1.0,100.21,16100,0.009075311,,0.4189424,193.44845790863036,0.0058749635
1415093,6120.767793178558,0.011526384,100,1075.739737663248,,1.0,108.6,16200,0.009996448,,0.4189424,227.3427068042755,0.011526384
1426233,6133.970768928528,0.0065182587,100,1103.7407995432225,,1.0,111.4,16300,0.009342228,,0.4189424,255.14054889678954,0.0065182587
1436882,6146.359515666962,0.004332015,100,1054.642519267367,,1.0,106.49,16400,0.005870045,,0.4189424,232.4427179145813,0.004332015
1448031,6159.690845489502,0.009187664,100,1104.6453324501315,,1.0,111.49,16500,0.009978172,,0.4189424,250.4422901058197,0.009187664
1458906,6171.181171178818,0.0066043837,100,1077.2419652618573,,1.0,108.75,16600,0.00829172,,0.4189424,227.64534125328063,0.0066043837
1469852,6183.124606132507,0.0038983547,100,1084.3387117286627,,1.0,109.46,16700,0.0040850868,,0.4189424,234.34269763946534,0.0038983547
1480489,6197.006594419479,0.0051711556,100,1053.4431008026565,,1.0,106.37,16800,0.0071229376,,0.4189424,225.9432693195343,0.0051711556
1490901,6211.322563409805,0.004450563,100,1030.9490606830545,,1.0,104.12,16900,0.0074158027,,0.4189424,216.948478975296,0.004450563
1502249,6225.426939725876,0.003908079,100,1124.5412950801751,,1.0,113.48,17000,0.0059231096,,0.4189424,270.3388337993622,0.003908079
1513324,6239.7111258506775,0.0053768707,100,1097.241429936136,,1.0,110.75,17100,0.009634905,,0.4189424,273.2413747882843,0.0053768707
1524217,6253.219920158386,0.0027355151,100,1079.036957278981,,1.0,108.93,17200,0.005640089,,0.4189424,224.54091673851013,0.0027355151
1534597,6267.748024463654,0.010657141,100,1027.731667380449,,1.0,103.8,17300,0.009993214,,0.4189424,220.14369157791137,0.010657141
1545234,6280.342108011246,0.0052263835,100,1053.43872069632,,1.0,106.37,17400,0.0074799117,,0.4189424,244.8418572616577,0.0052263835
1555585,6293.794775724411,0.007900166,100,1024.8389020374952,,1.0,103.51,17500,0.0091201775,,0.4189424,210.3457262992859,0.007900166
1566799,6307.593421697617,0.006763845,100,1111.13847026535,,1.0,112.14,17600,0.010023476,,0.4189424,259.7399100494385,0.006763845
1577879,6320.346669435501,0.007745086,100,1097.7420682740026,,1.0,110.8,17700,0.009952534,,0.4189424,231.94305220603943,0.007745086
1589080,6332.4821083545685,0.019191738,100,1109.8424521091574,,1.0,112.01,17800,0.010092629,,0.4189424,258.9411428451538,0.019191738
1600192,6344.843734025955,0.018673027,100,1100.9353413664057,,1.0,111.12,17900,0.010037518,,0.4189424,235.64074257850646,0.018673027
1610981,6353.985253334045,0.0076738433,100,1068.6430774452083,,1.0,107.89,18000,0.010098505,,0.4189424,233.24336163520812,0.0076738433
1622270,6366.961143255234,0.008717294,100,1118.6358172673558,,1.0,112.89,18100,0.008427025,,0.4189424,251.43935958862303,0.008717294
1632823,6381.673956632614,0.008723538,100,1045.032744725254,,1.0,105.53,18200,0.009899151,,0.4189424,218.64436148643495,0.008723538
1644235,6396.4161512851715,0.0059845154,100,1130.9302718684971,,1.0,114.12,18300,0.0077381344,,0.4189424,250.33853256225586,0.0059845154
1655018,6409.928195714951,0.0028551228,100,1068.0321047938917,,1.0,107.83,18400,0.009693414,,0.4189424,242.74076502799988,0.0028551228
1666175,6423.903356552124,0.0049115843,100,1105.4348758097856,,1.0,111.57,18500,0.008478712,,0.4189424,234.13981936454772,0.0049115843
1676574,6436.450130701065,0.0025396044,100,1029.6442015247442,,1.0,103.99,18600,0.0055954503,,0.4189424,206.24799858093263,0.0025396044
1687972,6447.927177429199,0.0034009619,100,1129.540075509833,,1.0,113.98,18700,0.0054158336,,0.4189424,259.83986082077024,0.0034009619
1699569,6459.830101728439,0.004662236,100,1149.4376145480135,,1.0,115.97,18800,0.0034429992,,0.4189424,300.83674555778504,0.004662236
1710949,6472.201026201248,0.0110687865,100,1127.7370983574494,,1.0,113.8,18900,0.009881198,,0.4189424,275.33869413375857,0.0110687865
1723254,6483.830010175705,0.01191555,100,1220.2305745775543,,1.0,123.05,19000,0.009308839,,0.4189424,317.331666469574,0.01191555
1735060,6498.694817066193,0.005514043,100,1170.3397330063992,,1.0,118.06,19100,0.008015211,,0.4189424,281.2362883758545,0.005514043
1746781,6512.137384176254,0.00828122,100,1161.8307963114344,,1.0,117.21,19200,0.009993649,,0.4189424,261.03617610931394,0.00828122
1758448,6525.7828810215,0.0074580056,100,1156.433396809599,,1.0,116.67,19300,0.010056353,,0.4189424,276.0356756591797,0.0074580056
1770983,6539.457832336426,0.0034085875,100,1243.2327786064554,,1.0,125.35,19400,0.0096494015,,0.4189424,306.53401686668394,0.0034085875
1782577,6553.412061452866,0.011424028,100,1149.1330253572028,,1.0,115.94,19500,0.009532308,,0.4189424,266.23854892730714,0.011424028
1794850,6565.997104406357,0.0011595224,100,1217.0310664646552,,1.0,122.73,19600,0.009190312,,0.4189424,305.8334798812866,0.0011595224
1806691,6581.05656170845,0.005687406,100,1173.8340267285325,,1.0,118.41,19700,0.008178468,,0.4189424,265.93549689292905,0.005687406
1817784,6596.3672416210175,0.008362114,100,1099.0330460016828,,1.0,110.93,19800,0.008266014,,0.4189424,238.4429273700714,0.008362114
1829785,6611.934839963913,0.0059271986,100,1189.8306890379854,,1.0,120.01,19900,0.008944361,,0.4189424,269.1359005260467,0.0059271986
1841874,6628.304078578949,0.006474677,100,1198.629490427461,,1.0,120.89,20000,0.009621257,,0.4189424,301.833544921875,0.006474677
1853812,6644.840283155441,0.007593073,100,1183.535429430967,,1.0,119.38,20100,0.006164077,,0.4189424,280.7350257587433,0.007593073
1866458,6662.173503398895,0.0027711461,100,1254.3311163035978,,1.0,126.46,20200,0.005988297,,0.4189424,336.0290584278107,0.0027711461
1878526,6677.164578914642,0.007431716,100,1196.5341824740274,,1.0,120.68,20300,0.0053938124,,0.4189424,288.5351297187805,0.007431716
