LearnableVariance,MinIWNorm,OptimizationReturnMin,EpThisIter,EpLenMean,MaxIW,InitialReturnMin,EmpiricalD2,MeanIWNorm,StdIW,InitialReturnMean,J_sample_variance,MinIW,ESSRenyi,MeanIW,MeanEntropy,TimestepsSoFar,InitialReturnStd,Weights,InitialReturnMax,Iteration,OptimizationReturnMean,ReturnMeanIW,ReturnStepMax,VarianceInit,EpRewMean,InitialBound,MaxIWNorm,StdIWNorm,ReturnStepMaxmin,TimeElapsed,EpisodesSoFar,OptimizationReturnMax,ESSClassic,Bound
,5.546164e-05,,100,469.84,1979.4783,279.78345,502.67603,0.20159934,196.91945,4696.322,324757100000.0,0.0055461642,0.19893529,20.159933,0.4189424,5522476,972.6544,[ 0.037  0.39  -2.36  -1.402],4999.4434,142,4416.5376,64298.906,10.0,-1.0,4696.321118474048,4084.017,19.794783,1.9691944,10.0,2132.458928823471,14200,4719.66,1.0372245,50570.777
,0.00038900573,,100,417.93,24.4883,9.980435,7.0166388,0.015176974,3.6310782,4174.09,326902460.0,0.038900573,14.251838,1.5176973,0.4189424,5564269,1261.9675,[-0.019  0.385 -2.37  -1.432],4999.496,143,4164.109,6918.324,10.0,-1.0,4174.089427847517,3561.7786,0.244883,0.03631078,10.0,2149.941137313843,14300,4989.5156,14.872065,5296.378
,0.0007443515,,100,457.13,3.339216,,1.4779954,0.010768395,0.5779791,4568.16,9643801.0,0.07443515,67.65921,1.0768393,0.4189424,5609982,1024.4419,[-0.017  0.467 -2.364 -1.498],4999.4834,144,4568.16,5065.174,10.0,-1.0,4568.160305967135,3955.8516,0.033392157,0.0057797907,10.0,2169.8550140857697,14400,4999.4834,77.634544,4320.7725
,2.9858355e-05,,100,486.75,32.852467,269.77264,9.6085615,0.015987799,4.4726095,4866.0303,452722700.0,0.0029858355,10.407385,1.5987799,0.4189424,5658657,656.21405,[-0.007  0.482 -2.366 -1.528],4999.5386,145,4596.258,7926.9956,10.0,-1.0,4866.029983952139,4253.714,0.32852465,0.044726092,10.0,2191.3204107284546,14500,4729.766,11.330052,6028.958
,0.0026084944,,100,468.3,9.345293,,1.8484776,0.011558847,1.3991104,4680.966,50986960.0,0.26084945,54.09857,1.1558846,0.4189424,5705487,1061.8749,[ 5.472e-04  5.476e-01 -2.341e+00 -1.544e+00],4999.4976,146,4680.966,5506.224,10.0,-1.0,4680.966035472489,4068.6548,0.09345293,0.013991104,10.0,2207.9436554908752,14600,4999.4976,40.56587,4673.734
,0.000573326,,100,480.66,5.291392,699.7866,2.1493497,0.011534819,1.1950489,4804.492,26046500.0,0.057332605,46.5257,1.153482,0.4189424,5753553,679.5208,[-0.015  0.551 -2.346 -1.53 ],4999.505,147,4104.7056,5560.732,10.0,-1.0,4804.492437003571,4192.1797,0.05291392,0.01195049,10.0,2228.4769089221954,14700,4299.7183,48.230633,4663.0425
,0.004155842,,100,483.0,2.0531003,849.6072,1.1414882,0.010479852,0.35100675,4828.2188,3367107.2,0.4155842,87.604935,1.0479853,0.4189424,5801853,728.7373,[-0.005  0.515 -2.366 -1.525],4999.484,148,3978.6113,5049.135,10.0,-1.0,4828.218475839261,4215.9097,0.020531002,0.0035100672,10.0,2247.454169511795,14800,4149.877,89.91342,4394.941
,0.0038396202,,100,465.27,9.513524,,1.5393819,0.010954545,1.1601585,4650.1816,28719600.0,0.38396204,64.961136,1.0954545,0.4189424,5848380,1080.6073,[-1.460e-03  5.167e-01 -2.351e+00 -1.508e+00],4999.535,149,4650.1816,5097.7144,10.0,-1.0,4650.1817565838855,4037.8662,0.09513524,0.011601585,10.0,2267.1131267547607,14900,4999.535,47.13378,4338.0034
,0.00042814494,,100,462.82,9.809441,,3.0649366,0.01259347,1.8123269,4625.6577,76931650.0,0.042814493,32.6271,1.259347,0.4189424,5894662,1051.7302,[-0.016  0.52  -2.347 -1.522],4999.568,150,4625.6577,5912.663,10.0,-1.0,4625.6578973337455,4013.3376,0.098094404,0.01812327,10.0,2287.1285071372986,15000,4999.568,32.562572,4840.6777
,0.0022418567,,100,474.99,1.807787,1199.5472,1.2049632,0.010116539,0.3801959,4747.2656,4124671.2,0.22418566,82.99009,1.0116539,0.4189424,5942161,633.9564,[-0.024  0.524 -2.375 -1.583],4999.4736,151,3547.7188,4906.4526,10.0,-1.0,4747.265909778886,4134.9575,0.018077869,0.0038019584,10.0,2306.88863325119,15100,3799.9263,87.62417,4234.3174
,0.00043028628,,100,466.55,5.9473343,199.84973,1.8508884,0.010847891,0.96913135,4663.1904,22904702.0,0.04302863,54.02811,1.0847892,0.4189424,5988816,1019.1276,[-0.016  0.527 -2.373 -1.594],4999.6533,152,4463.341,5202.1816,10.0,-1.0,4663.1907007105965,4050.8604,0.059473343,0.009691314,10.0,2326.788208961487,15200,4799.8037,55.613277,4369.123
,7.872621e-05,,100,460.99,131.03444,9.981323,24.251432,0.022887543,13.341674,4607.4326,4480490500.0,0.0078726215,4.123468,2.2887542,0.4189424,6034915,1084.7028,[-0.013  0.5   -2.385 -1.606],4999.5264,153,4597.4517,11137.078,10.0,-1.0,4607.432894793982,3995.1187,1.3103443,0.13341674,10.0,2346.008341550827,15300,4989.545,2.8587825,8121.6904
,0.0034547746,,100,484.5,4.561967,,1.2214206,0.010459108,0.5592046,4843.7603,8620251.0,0.34547746,81.87188,1.0459108,0.4189424,6083365,799.4893,[ 0.01   0.419 -2.407 -1.552],4999.5874,154,4843.7603,5073.29,10.0,-1.0,4843.760280053799,4231.4385,0.045619667,0.0055920454,10.0,2365.486086130142,15400,4999.5874,77.76901,4396.5645
,0.0005309823,,100,468.65,6.8300133,19.971828,2.025457,0.011472724,0.93176395,4684.678,19590604.0,0.053098228,49.371574,1.1472725,0.4189424,6130230,1022.00793,[ 0.011  0.416 -2.413 -1.522],4999.5703,155,4664.706,5260.261,10.0,-1.0,4684.678146214342,4072.358,0.06830013,0.009317639,10.0,2385.1421110630035,15500,4979.5986,60.255585,4388.8164
,0.00024360548,,100,486.61,35.69652,9.982038,8.524758,0.017487574,4.7571125,4864.581,568377600.0,0.024360549,11.730537,1.7487575,0.4189424,6178891,631.8575,[ 0.033  0.406 -2.407 -1.514],4999.4683,156,4854.599,8550.356,10.0,-1.0,4864.580927304218,4252.274,0.3569652,0.04757113,10.0,2403.284181833267,15600,4989.4863,11.904859,6762.5913
,0.0048100185,,100,462.61,3.6128073,,1.1508104,0.010237106,0.4428179,4624.171,6515265.5,0.48100185,86.89529,1.0237106,0.4189424,6225152,1202.3486,[ 0.049  0.332 -2.406 -1.426],4999.518,157,4624.171,4768.1387,10.0,-1.0,4624.170555803301,4011.8574,0.03612807,0.0044281785,10.0,2423.635997772217,15700,4999.518,84.238235,4111.2744
,0.0021116615,,100,488.01,4.253392,,1.5670111,0.011022288,0.8172993,4878.6777,16070241.0,0.21116616,63.815758,1.1022289,0.4189424,6273953,709.9328,[ 0.038  0.325 -2.4   -1.416],4999.5557,158,4878.6777,5350.6895,10.0,-1.0,4878.677374502607,4266.3594,0.042533923,0.008172993,10.0,2441.8559608459473,15800,4999.5557,64.52373,4584.188
,0.0003292215,,100,480.58,54.272343,349.78796,9.16024,0.01915316,7.5018334,4804.1147,830103230.0,0.032922152,10.916744,1.9153159,0.4189424,6322011,811.432,[ 0.027  0.321 -2.408 -1.443],4999.5054,159,4454.3267,8206.576,10.0,-1.0,4804.114511883931,4191.8027,0.5427234,0.07501833,10.0,2461.959991455078,15900,4649.7173,6.11957,6353.36
,0.00027699102,,100,465.88,10.626373,1489.7323,3.2085378,0.012331735,1.6356097,4655.7607,37330240.0,0.027699104,31.166845,1.2331737,0.4189424,6368599,758.41003,[-0.006  0.329 -2.406 -1.47 ],4999.529,160,3166.028,6012.622,10.0,-1.0,4655.760573261319,4043.4456,0.10626373,0.016356096,10.0,2480.9172530174255,16000,3509.7964,36.242615,4915.82
,0.0009927219,,100,477.15,2.9422581,29.943893,1.5351866,0.010618173,0.595813,4769.3613,9525981.0,0.09927219,65.13866,1.061817,0.4189424,6416314,772.6655,[ 2.357e-04  3.545e-01 -2.404e+00 -1.442e+00],4999.629,161,4739.4175,5207.2915,10.0,-1.0,4769.361469540285,4157.034,0.029422581,0.00595813,10.0,2500.0326323509216,16100,4969.685,76.05359,4448.602
,0.0014931667,,100,472.77,2.4823456,289.84015,1.200838,0.010533831,0.4012405,4725.869,4656536.0,0.14931667,83.275185,1.0533831,0.4189424,6463591,968.904,[ 0.01   0.374 -2.41  -1.451],4999.5513,162,4436.0293,5008.3345,10.0,-1.0,4725.8695991578015,4113.5522,0.024823455,0.004012405,10.0,2518.056376218796,16200,4709.711,87.329384,4337.3403
,0.0012960456,,100,484.49,4.27501,379.70508,1.7613385,0.011097772,0.9092824,4843.3135,17678408.0,0.12960456,56.775005,1.1097773,0.4189424,6512040,688.5971,[ 0.007  0.398 -2.416 -1.472],4999.511,163,4463.609,5386.708,10.0,-1.0,4843.3136280959,4231.001,0.0427501,0.009092824,10.0,2539.86546254158,16300,4619.806,59.833157,4574.0747
,0.0011457971,,100,457.93,2.2763171,19.966858,1.5159308,0.011294988,0.53594595,4577.0522,8294095.5,0.11457971,65.96607,1.129499,0.4189424,6557833,1217.7001,[ 2.575e-04  3.948e-01 -2.411e+00 -1.427e+00],4999.514,164,4557.0854,5167.1045,10.0,-1.0,4577.051827111722,3964.7383,0.02276317,0.005359459,10.0,2557.97545671463,16400,4979.5474,81.62272,4413.2056
,0.00018365317,,100,484.19,6.819416,1499.3374,2.4780543,0.012365784,1.3184707,4840.123,22903004.0,0.018365318,40.35424,1.2365783,0.4189424,6606252,610.8156,[ 0.013  0.409 -2.408 -1.428],4999.487,165,3340.7854,5849.669,10.0,-1.0,4840.122593625308,4227.8135,0.06819416,0.013184707,10.0,2577.7569172382355,16500,3500.1494,46.79817,4885.7812
,1.6677374e-06,,100,448.7,2243.2993,9.981564,2907.0903,0.23822062,223.25717,4483.83,1253008200000.0,0.00016677374,0.034398656,23.822056,0.4189424,6651122,1211.2549,[ 0.029  0.413 -2.317 -1.407],4999.407,166,4473.8486,118134.3,10.0,-1.0,4483.830071669531,3871.5303,22.432993,2.2325716,10.0,2594.458526134491,16600,4989.426,1.1257216,85120.66
,2.987624e-06,,100,427.25,150.54947,,56.088943,0.023485122,15.109977,4269.316,5770564000.0,0.0002987624,1.7828826,2.3485122,0.4189424,6693847,1545.6764,[ 0.015  0.448 -2.35  -1.293],4999.3633,167,4269.316,11307.66,10.0,-1.0,4269.316030639111,3657.0215,1.5054947,0.15109977,10.0,2611.937456846237,16700,4999.3633,2.3588002,6722.031
,1.1036808e-05,,100,442.93,302.19946,,131.07698,0.0395488,30.212206,4426.644,23055563000.0,0.0011036808,0.7629105,3.9548798,0.4189424,6738140,1407.3839,[ 0.021  0.42  -2.34  -1.368],4999.4404,168,4426.644,19000.674,10.0,-1.0,4426.6441734898,3814.34,3.0219946,0.3021221,10.0,2630.85329246521,16800,4999.4404,1.6847006,11990.477
,0.00092546945,,100,411.43,6.3709097,9.980855,1.8203397,0.010888176,1.018573,4110.1226,27940230.0,0.09254695,54.934803,1.0888175,0.4189424,6779283,1541.3643,[ 0.034  0.479 -2.374 -1.333],4999.404,169,4100.142,4651.1777,10.0,-1.0,4110.122660610612,3497.8232,0.063709095,0.010185731,10.0,2646.272625207901,16900,4989.423,53.329544,3825.0635
,3.7956022e-05,,100,421.74,33.52206,9.981331,10.437902,0.015468636,3.9950125,4213.867,399647300.0,0.0037956024,9.580469,1.5468636,0.4189424,6821457,1528.3918,[ 0.033  0.435 -2.366 -1.306],4999.423,170,4203.8857,6753.662,10.0,-1.0,4213.867255229903,3601.5654,0.3352206,0.039950125,10.0,2661.461394071579,17000,4989.4414,13.0376425,4775.453
,0.00064646907,,100,433.5,5.6705036,209.82309,1.8597935,0.011096459,0.9834336,4331.0864,20219138.0,0.06464691,53.76941,1.1096457,0.4189424,6864807,1317.115,[ 0.047  0.512 -2.423 -1.349],4999.3936,171,4121.2637,4817.6406,10.0,-1.0,4331.08658415463,3718.7888,0.056705035,0.009834336,10.0,2679.942875146866,17100,4789.5703,56.00813,3982.6235
,0.0002595777,,100,392.98,23.31504,,5.502923,0.01419193,3.239351,3925.2007,269460580.0,0.02595777,18.172161,1.4191931,0.4189424,6904105,1714.5521,[ 0.072  0.497 -2.433 -1.364],4999.355,172,3925.2007,6391.462,10.0,-1.0,3925.2009874485498,3312.9075,0.23315041,0.03239351,10.0,2695.8971128463745,17200,4999.355,16.103205,4955.125
,3.8611972e-05,,100,434.93,88.87715,9.983129,17.086496,0.020037185,9.303281,4346.0107,2179964200.0,0.0038611973,5.852575,2.0037189,0.4189424,6947598,1337.9886,[ 0.051  0.531 -2.523 -1.34 ],4999.369,173,4336.028,9772.471,10.0,-1.0,4346.010692545083,3733.715,0.8887715,0.0930328,10.0,2713.0815773010254,17300,4989.386,4.4331136,7241.4985
,0.0001797156,,100,463.21,12.577169,,3.673877,0.012099871,2.0784614,4629.9546,110672780.0,0.01797156,27.219202,1.2099872,0.4189424,6993919,1115.9181,[ 0.013  0.468 -2.52  -1.325],4999.434,174,4629.9546,5762.4575,10.0,-1.0,4629.954836510399,4017.6514,0.12577169,0.020784615,10.0,2732.3424570560455,17400,4999.434,25.312078,4588.834
,8.46414e-05,,100,460.35,74.84385,499.8084,12.990183,0.019425824,7.8724017,4601.5254,1264900100.0,0.00846414,7.698121,1.9425827,0.4189424,7039954,1157.4185,[ 0.009  0.429 -2.503 -1.336],4999.501,175,4101.717,9121.422,10.0,-1.0,4601.5252996897225,3989.214,0.7484385,0.078724004,10.0,2751.9146111011505,17500,4499.6924,5.739504,6914.5356
,1.7155411e-05,,100,476.51,134.4217,19.96371,50.192852,0.023305835,13.453198,4762.7363,4524519000.0,0.0017155411,1.9923155,2.3305836,0.4189424,7087605,746.72076,[-0.004  0.445 -2.493 -1.268],4999.3774,176,4742.7725,11206.73,10.0,-1.0,4762.736239362632,4150.44,1.3442171,0.13453196,10.0,2771.1516528129578,17600,4979.4136,2.913645,6868.801
,0.0063492474,,100,441.3,1.7885602,169.84909,1.0415292,0.01020784,0.1893323,4410.2563,3030201.8,0.63492477,96.01267,1.020784,0.4189424,7131735,1347.9286,[ 0.008  0.503 -2.501 -1.244],4999.4185,177,4240.4077,4603.547,10.0,-1.0,4410.25615052926,3797.9546,0.017885601,0.001893323,10.0,2790.5653109550476,17700,4829.5693,96.67422,3978.661
,0.0021263154,,100,449.67,4.7348228,149.86353,1.8359973,0.010925733,0.86820674,4493.8213,18961350.0,0.21263155,54.46631,1.0925733,0.4189424,7176702,1146.3629,[ 0.005  0.502 -2.531 -1.247],4999.374,178,4343.9575,4973.8115,10.0,-1.0,4493.821091831305,3881.5254,0.047348227,0.0086820675,10.0,2809.8043303489685,17800,4849.5107,61.294827,4144.157
,0.0021310826,,100,438.82,7.7042813,549.8501,1.5689234,0.011042897,1.1109916,4385.4824,27143232.0,0.21310827,63.737976,1.1042897,0.4189424,7220584,1347.1741,[ 0.006  0.558 -2.564 -1.307],4999.4053,179,3835.632,5058.8457,10.0,-1.0,4385.482376056548,3773.1824,0.07704281,0.011109915,10.0,2827.2561161518097,17900,4449.555,49.697475,4291.8994
,1.8207453e-05,,100,439.78,28.757322,9.983117,16.226873,0.01696921,4.9254026,4394.9106,614295800.0,0.0018207453,6.1626167,1.6969209,0.4189424,7264562,1430.0951,[-0.003  0.521 -2.583 -1.283],4999.4033,180,4384.9277,8116.422,10.0,-1.0,4394.910612750628,3782.6108,0.28757322,0.049254023,10.0,2843.95906829834,18000,4989.4204,10.610291,5649.921
,7.002829e-05,,100,477.14,15.103341,9.979086,4.6611395,0.013313591,2.283274,4769.791,132733910.0,0.007002829,21.453981,1.3313589,0.4189424,7312276,967.6871,[ 0.009  0.483 -2.578 -1.327],4999.4795,181,4759.812,6456.3896,10.0,-1.0,4769.790631865386,4157.482,0.1510334,0.022832736,10.0,2860.0013880729675,18100,4989.5005,25.372934,5134.435
,0.0054120026,,100,467.95,1.9113772,9.979723,1.0677123,0.010126309,0.25704542,4677.802,3058060.2,0.5412003,93.65819,1.0126308,0.4189424,7359071,1151.1917,[ 0.025  0.431 -2.587 -1.317],4999.5474,182,4667.8223,4757.613,10.0,-1.0,4677.80156976092,4065.4849,0.019113772,0.0025704543,10.0,2874.3142919540405,18200,4989.568,93.94661,4124.905
,0.00038223632,,100,472.54,30.945944,9.981901,5.7938776,0.013233142,3.5271983,4723.352,295909540.0,0.03822363,17.259598,1.3233143,0.4189424,7406325,914.5278,[ 0.026  0.447 -2.59  -1.338],4999.4766,183,4713.3706,6146.7456,10.0,-1.0,4723.352070199914,4111.044,0.30945942,0.03527198,10.0,2892.0552957057953,18300,4989.4946,12.338818,4672.89
,0.0020438507,,100,468.43,5.622001,29.951431,1.6527666,0.010587808,0.8748874,4682.075,20265364.0,0.20438507,60.504612,1.0587808,0.4189424,7453168,955.9252,[ 0.023  0.445 -2.6   -1.261],4999.492,184,4652.1235,5048.3154,10.0,-1.0,4682.075138664971,4069.765,0.05622001,0.008748873,10.0,2910.4096596240997,18400,4969.5405,59.424847,4261.1294
,0.00035495448,,100,465.53,5.5952396,9.981085,1.8380706,0.011374928,0.90696317,4653.024,20813562.0,0.03549545,54.404873,1.1374928,0.4189424,7499721,988.7002,[ 0.019  0.414 -2.601 -1.255],4999.5225,185,4643.043,5214.076,10.0,-1.0,4653.023985168757,4040.71,0.055952396,0.009069632,10.0,2929.253804206848,18500,4989.5415,61.134262,4383.9287
,2.040128e-06,,100,451.43,232.59769,39.92906,84.593994,0.035276115,23.264103,4511.484,13380014000.0,0.0002040128,1.182117,3.527611,0.4189424,7544864,1217.2715,[ 0.035  0.383 -2.595 -1.241],4999.4307,186,4471.5547,16811.793,10.0,-1.0,4511.483789024173,3899.1812,2.3259768,0.23264101,10.0,2946.6589159965515,18600,4959.5015,2.2475855,11180.139
,7.609833e-06,,100,447.6,47.725,299.82175,19.8195,0.017386865,5.5622935,4473.1562,692558460.0,0.0007609833,5.045536,1.7386863,0.4189424,7589624,1244.5334,[ 0.074  0.454 -2.561 -1.37 ],4999.4727,187,4173.3345,8526.876,10.0,-1.0,4473.1560826626965,3860.8484,0.47724998,0.055622928,10.0,2965.0399236679077,18700,4699.651,8.901179,5800.9365
,3.186524e-05,,100,473.78,75.2042,19.96232,24.661001,0.022083478,8.640423,4736.226,1871607600.0,0.003186524,4.0549855,2.208348,0.4189424,7637002,988.6886,[ 0.028  0.527 -2.588 -1.419],4999.4644,188,4716.2637,10934.29,10.0,-1.0,4736.226175038462,4123.919,0.752042,0.08640423,10.0,2984.8063101768494,18800,4979.502,6.1317406,7893.584
,0.00022625878,,100,485.22,10.42729,,3.3533967,0.012171342,1.6647661,4851.0254,70927410.0,0.022625878,29.82051,1.2171341,0.4189424,7685524,823.8672,[ 1.924e-03  4.839e-01 -2.598e+00 -1.452e+00],4999.535,189,4851.0254,5958.0967,10.0,-1.0,4851.025340897045,4238.71,0.104272895,0.016647661,10.0,3004.5560405254364,18900,4999.535,34.83338,4836.807
,7.5352225e-05,,100,464.72,25.883842,,11.161495,0.018737737,3.9175823,4645.4736,391924930.0,0.0075352225,8.959373,1.8737737,0.4189424,7731996,1216.7815,[ 1.656e-03  4.480e-01 -2.618e+00 -1.472e+00],4999.6235,190,4645.4736,8980.24,10.0,-1.0,4645.47316399187,4033.1467,0.25883842,0.03917582,10.0,3022.677244901657,19000,4999.6235,18.617771,6934.5303
,0.0013099919,,100,484.56,7.4289474,49.904488,2.089515,0.011343207,1.1290561,4844.3657,32247338.0,0.1309992,47.857998,1.1343207,0.4189424,7780452,743.3138,[ 0.011  0.406 -2.618 -1.509],4999.599,191,4794.4614,5526.7905,10.0,-1.0,4844.365734344447,4232.042,0.07428947,0.011290561,10.0,3041.6749036312103,19100,4949.695,50.232586,4641.668
,3.9745395e-05,,100,490.03,22.280632,,6.6805596,0.012769695,2.4382052,4899.3477,150859760.0,0.0039745397,14.968806,1.2769696,0.4189424,7829455,699.19434,[ 0.003  0.426 -2.624 -1.486],4999.514,192,4899.3477,6277.546,10.0,-1.0,4899.347289305054,4287.034,0.22280632,0.024382053,10.0,3060.0045721530914,19200,4999.514,21.52534,4694.914
,0.0016344781,,100,497.4,2.154687,3869.332,1.1924362,0.010355947,0.36366877,4972.716,16383391.0,0.16344781,83.86193,1.0355948,0.4189424,7879195,138.71307,[ 0.019  0.494 -2.659 -1.55 ],4999.5967,193,1103.3838,5141.321,10.0,-1.0,4972.715806791905,4360.3926,0.021546869,0.0036366875,10.0,3081.075404882431,19300,1130.2646,89.02184,4472.672
,0.0005061661,,100,493.41,19.225817,369.76968,2.9728975,0.012036115,2.0537689,4932.868,91794320.0,0.05061661,33.63722,1.2036115,0.4189424,7928536,490.1185,[ 0.03   0.501 -2.658 -1.547],4999.531,194,4563.0986,5954.6074,10.0,-1.0,4932.868135858333,4320.5527,0.19225816,0.02053769,10.0,3100.648959875107,19400,4629.761,25.565042,4898.848
,0.00012594278,,100,472.08,64.24372,9.979389,9.276802,0.015773438,6.636775,4719.0376,1109587800.0,0.012594278,10.779576,1.5773437,0.4189424,7975744,1083.3395,[ 0.043  0.534 -2.596 -1.538],4999.5483,195,4709.0586,7649.7935,10.0,-1.0,4719.037624584455,4106.7207,0.6424372,0.066367745,10.0,3120.282479763031,19500,4989.569,5.3465667,5784.8076
,0.0008245047,,100,490.27,5.766865,329.8179,1.7559551,0.010878397,0.90114194,4901.5723,18339224.0,0.08245047,56.949066,1.0878397,0.4189424,8024771,610.39,[ 0.024  0.557 -2.582 -1.642],4999.5186,196,4571.755,5331.258,10.0,-1.0,4901.5730150700165,4289.26,0.057668645,0.0090114195,10.0,3139.516231775284,19600,4669.7007,59.304615,4519.866
,0.0004589645,,100,477.88,21.468966,,5.049852,0.012588247,2.829617,4777.232,203100670.0,0.045896452,19.80256,1.2588248,0.4189424,8072559,937.22833,[ 0.039  0.588 -2.563 -1.652],4999.5605,197,4777.232,6179.2812,10.0,-1.0,4777.2318448855,4164.9126,0.21468966,0.028296169,10.0,3156.894492149353,19700,4999.5605,16.521515,4803.2866
,0.0020010332,,100,479.36,4.617973,319.78128,1.3897995,0.010609193,0.6663548,4792.299,10886121.0,0.20010331,71.95283,1.0609192,0.4189424,8120495,923.0145,[ 0.037  0.526 -2.561 -1.637],4999.609,198,4472.5176,5090.191,10.0,-1.0,4792.298793675124,4179.974,0.046179727,0.0066635474,10.0,3176.840045452118,19800,4679.8276,71.71031,4368.323
,4.0348008e-05,,100,484.96,15.552171,,7.36216,0.015053119,2.8697038,4848.2534,208029570.0,0.004034801,13.58297,1.5053117,0.4189424,8168991,776.61743,[ 0.046  0.496 -2.584 -1.625],4999.5737,199,4848.2534,7242.925,10.0,-1.0,4848.253456703869,4235.933,0.1555217,0.028697038,10.0,3196.9694974422455,19900,4999.5737,21.578215,5581.498
,0.0005268607,,100,482.35,7.9360633,,2.1632507,0.011625033,1.2302032,4822.088,38965396.0,0.05268607,46.226727,1.1625032,0.4189424,8217226,818.92615,[ 0.072  0.463 -2.59  -1.658],4999.495,200,4822.088,5645.748,10.0,-1.0,4822.0881434586645,4209.778,0.079360634,0.012302031,10.0,3215.9135632514954,20000,4999.495,47.172832,4745.162
,0.00022477812,,100,476.51,8.82692,9.97966,2.607374,0.012073105,1.2933464,4763.2715,39379470.0,0.022477813,38.352764,1.2073106,0.4189424,8264877,907.2152,[ 0.097  0.428 -2.579 -1.605],4999.552,201,4753.2925,5566.801,10.0,-1.0,4763.271636856187,4150.954,0.0882692,0.012933465,10.0,3237.3032143115997,20100,4989.5723,46.563538,4578.0693
,0.0004286472,,100,456.25,18.198603,9.981031,4.16537,0.012618138,2.7022436,4559.7056,185016960.0,0.04286472,24.007471,1.261814,0.4189424,8310502,1128.633,[ 0.134  0.428 -2.571 -1.636],4999.52,202,4549.725,6161.209,10.0,-1.0,4559.705833111928,3947.3918,0.18198602,0.027022434,10.0,3256.009570121765,20200,4989.539,17.901077,4911.5234
,3.8535713e-06,,100,494.43,78.86848,1609.487,46.011055,0.026290882,9.944259,4943.127,1166062600.0,0.00038535713,2.1733906,2.6290882,0.4189424,8359945,369.67773,[ 0.082  0.411 -2.569 -1.628],4999.5454,203,3333.6404,13117.176,10.0,-1.0,4943.127348744846,4330.8105,0.7886847,0.09944258,10.0,3275.221222639084,20300,3390.0583,6.533157,8963.742
,0.00014282262,,100,480.62,6.8523,369.8098,2.8638923,0.012115861,1.1851112,4804.725,31521976.0,0.014282263,34.917515,1.2115861,0.4189424,8408007,854.9974,[ 0.082  0.382 -2.576 -1.708],4999.5005,204,4434.9155,5944.4443,10.0,-1.0,4804.724816660248,4192.413,0.068523,0.011851111,10.0,3295.205071926117,20400,4629.6904,51.104496,4908.2275
,0.00019368305,,100,478.31,33.962975,19.963852,6.989912,0.015135489,3.7478635,4781.7666,353358850.0,0.019368306,14.306332,1.5135489,0.4189424,8455838,965.1855,[ 0.075  0.433 -2.613 -1.763],4999.613,205,4761.803,7284.793,10.0,-1.0,4781.766840756191,4169.442,0.33962974,0.037478633,10.0,3314.760585308075,20500,4979.649,14.022078,5665.9014
,1.861665e-05,,100,491.12,434.52463,1019.40436,68.47822,0.054429337,43.339348,4909.983,30079644000.0,0.0018616652,1.4603183,5.4429326,0.4189424,8504950,521.58093,[ 0.11   0.394 -2.63  -1.773],4999.5874,206,3890.5784,27202.947,10.0,-1.0,4909.982855520579,4297.6606,4.3452463,0.43339345,10.0,3332.252388238907,20600,3980.183,1.5527613,22135.887
,0.00032413073,,100,495.4,13.758954,389.79294,3.3979614,0.012699281,2.116041,4953.0825,96545760.0,0.032413073,29.42941,1.2699281,0.4189424,8554490,458.62787,[ 0.059  0.33  -2.615 -1.651],4999.6416,207,4563.2896,6328.0264,10.0,-1.0,4953.082420059908,4340.754,0.13758954,0.021160409,10.0,3351.688188791275,20700,4609.8486,26.479897,5199.287
,0.000694767,,100,495.52,14.837141,509.74152,2.993411,0.01252386,2.1898296,4954.339,76305150.0,0.0694767,33.406704,1.2523861,0.4189424,8604042,446.6989,[ 0.034  0.297 -2.61  -1.632],4999.6323,208,4444.5977,5740.4014,10.0,-1.0,4954.33914671729,4342.011,0.14837141,0.021898296,10.0,3369.363300561905,20800,4489.8906,24.646671,4680.9844
,0.0026355558,,100,494.91,7.9242578,2129.625,1.5491388,0.011230946,0.966491,4948.01,11864767.0,0.2635556,64.551994,1.1230944,0.4189424,8653533,326.09338,[ 0.023  0.258 -2.606 -1.618],4999.6245,209,2818.385,5417.882,10.0,-1.0,4948.010331945584,4335.6836,0.07924257,0.009664909,10.0,3387.8899903297424,20900,2869.9995,57.452618,4655.7534
,0.00071679667,,100,472.62,7.3195806,,2.534516,0.012062416,1.3727351,4724.3555,48514520.0,0.07167967,39.455265,1.2062417,0.4189424,8700795,958.7756,[ 0.013  0.257 -2.63  -1.642],4999.6,210,4724.3555,5848.4893,10.0,-1.0,4724.35546705852,4112.032,0.07319581,0.013727351,10.0,3405.947474002838,21000,4999.6,43.571,4873.66
,0.0020430065,,100,481.87,4.402785,1859.6812,1.3688998,0.011257627,0.78234476,4816.622,7949576.0,0.20430066,73.05136,1.1257628,0.4189424,8748982,561.107,[ 0.011  0.282 -2.624 -1.613],4999.579,211,2956.941,5184.5107,10.0,-1.0,4816.62219069856,4204.3013,0.044027846,0.007823448,10.0,3425.791101694107,21100,3139.898,67.433136,4468.095
