EpisodesSoFar,Inner Iteration,ReturnStepMaxmin,Penalization,MeanD2-0,LearnableVariance,ESSRenyiHarmonic,StdIW,ReturnStepMax,MinBehavPdf,MeanIW,InitialReturnMax,MaxIW,TimestepsSoFar,MinTargetPdf,InitialBound,EpThisIter,MeanEntropy,StdWReturnMean,EmpiricalD2Harmonic,WReturnMean,Bound,EpLenMean,EmpiricalD2Arithmetic,InitialReturnStd,MinIW,Iteration,TimeElapsed,InitialReturnMean,DivergenceHarmonic,Weights,ESSRenyiArithmetic,EpRewMean,ReturnMeanIW,InitialReturnMin,VarianceInitializer
21900,1,10.0,True,1.0,,100.0,4666395.0,10.0,-250.19273,474273.72,4999.5874,46903588.0,7395677,-250.19273,-26185388.0,100,0.4189424,,1.0,24742214.0,-2.2427044e+16,495.02,1.0,496.4225,0.067040816,219,3676.394278049469,4949.321,2.4125116e+20,[-0.037  1.054 -2.618 -2.208],100.0,4949.320966098585,11854402000000.0,9.979857,-1
22000,1,10.0,True,1.0,,100.0,3049.522,10.0,-267.57526,651.79803,4999.527,24762.0,7444150,-267.57526,-25402206.0,100,0.4189424,,1.0,23959068.0,-1.6192936e+16,484.73,1.0,691.5059,0.079926975,220,3700.6022379398346,4845.7085,1.2590877e+20,[ 0.004  1.17  -2.626 -2.188],100.0,4845.7083130709725,16061134000.0,459.81726,-1
22100,1,10.0,True,1.0,,100.0,89292.22,10.0,-253.75732,13329.091,4999.5654,885041.6,7492070,-253.75732,-25059482.0,100,0.4189424,,1.0,23616322.0,-1.14868536e+18,479.2,1.0,820.21893,0.059601866,221,3728.821448326111,4789.944,6.335695e+23,[-0.094  1.21  -2.635 -2.123],100.0,4789.944060239147,228285710000.0,189.86752,-1
22200,1,10.0,True,1.0,,100.0,3.5031912,10.0,-246.8104,3.2981308,4999.511,24.5943,7538305,-246.8104,-24142346.0,100,0.4189424,,1.0,22699218.0,-2.0247393e+16,462.35,1.0,1157.759,0.111756064,222,3754.91015291214,4621.5596,1.9685628e+20,[-0.032  1.208 -2.633 -2.132],100.0,4621.559352109297,75810000.0,,-1
22300,1,10.0,True,1.0,,100.0,80139.89,10.0,-242.65204,8301.944,4999.579,805618.2,7587184,-242.65204,-25639888.0,100,0.4189424,,1.0,24196720.0,-1.9328272e+17,488.79,1.0,567.9311,0.16139783,223,3783.760402202606,4886.121,1.7937941e+22,[-0.09   1.197 -2.651 -2.143],100.0,4886.120846027478,207441580000.0,9.9801,-1
22400,1,10.0,True,1.0,,100.0,132752560.0,10.0,-235.43199,21050674.0,4999.556,1167514900.0,7630520,-235.43199,-21133178.0,100,0.4189424,,1.0,19690026.0,-2.699355e+22,433.36,1.0,982.85205,0.34409377,224,3810.944672346115,4327.127,3.4987702e+32,[-0.147  1.173 -2.657 -2.15 ],100.0,4327.127056579344,247174810000000.0,9.980066,-1
22500,1,10.0,True,1.0,,100.0,1471.9713,10.0,-240.82239,232.06688,4999.4844,12262.941,7678597,-240.82239,-25066758.0,100,0.4189424,,1.0,23623644.0,-2489201400000000.0,480.77,1.0,729.23395,0.09924029,225,3841.3207471370697,4805.3994,2.9753538e+18,[-0.091  1.261 -2.654 -2.081],100.0,4805.399231517981,5754101000.0,319.83643,-1
22600,1,10.0,True,1.0,,100.0,14592.721,10.0,-254.96558,4238.709,4999.5264,100616.69,7724356,-254.96558,-23332006.0,100,0.4189424,,1.0,21888870.0,-3.228993e+17,457.59,1.0,994.88464,0.20338565,226,3866.4700627326965,4571.551,5.006564e+22,[-0.14   1.234 -2.663 -2.107],100.0,4571.550686746647,67704922000.0,,-1
22700,1,10.0,True,1.0,,100.0,652448.06,10.0,-247.48492,82775.94,4999.453,6534834.0,7771485,-247.48492,-24659100.0,100,0.4189424,,1.0,23216004.0,-1.2060268e+20,471.29,1.0,1011.1581,0.0017310817,227,3895.6636526584625,4711.005,6.9846575e+27,[-0.08   1.252 -2.665 -2.103],100.0,4711.0045747501,2068704900000.0,349.67908,-1
22800,1,10.0,True,1.0,,100.0,56717.293,10.0,-247.204,15607.679,4999.5264,301939.22,7817206,-247.204,-23311854.0,100,0.4189424,,1.0,21868718.0,-1.9320238e+16,457.21,1.0,1003.506,0.007789485,228,3924.39413189888,4567.4604,1.7923157e+20,[-0.134  1.332 -2.672 -2.025],100.0,4567.460433348586,361057800000.0,159.887,-1
22900,1,10.0,True,1.0,,100.0,372.15872,10.0,-248.24637,111.97,4999.57,3197.8083,7863329,-248.24637,-23764438.0,100,0.4189424,,1.0,22321276.0,-338531550000.0,461.23,1.0,1038.8304,0.042164855,229,3950.4522671699524,4608.916,54242845000.0,[-0.111  1.239 -2.71  -2.095],100.0,4608.916162654578,2425887500.0,149.86096,-1
23000,1,10.0,True,1.0,,100.0,1410.5834,10.0,-256.1352,285.02975,4999.588,11939.819,7911931,-256.1352,-25603666.0,100,0.4189424,,1.0,24160492.0,-1.1778748e+16,486.02,1.0,742.2308,0.13625528,230,3976.297738790512,4858.969,6.6616546e+19,[-0.069  1.207 -2.714 -2.128],100.0,4858.969747010645,7122701300.0,,-1
23100,1,10.0,True,1.0,,100.0,2185.8198,10.0,-258.6583,408.33542,4999.5254,15859.259,7959558,-258.6583,-24903106.0,100,0.4189424,,1.0,23459970.0,-3.3943158e+22,476.27,1.0,890.6053,0.1784985,231,4001.640606403351,4760.9653,5.5323625e+32,[-0.014  1.234 -2.716 -2.114],100.0,4760.965437201613,10181614000.0,,-1
23200,1,10.0,True,1.0,,100.0,7415.7207,10.0,-257.17822,1813.8688,4999.6035,62360.04,8007661,-257.17822,-24717840.0,100,0.4189424,,1.0,23274658.0,-1.90955e+16,481.03,1.0,408.16843,0.01688552,232,4032.8047800064087,4807.0845,1.7508129e+20,[-0.115  1.164 -2.728 -2.096],100.0,4807.084110954774,28195484000.0,3489.4177,-1
23300,1,10.0,True,1.0,,100.0,1200682.1,10.0,-250.21754,127810.87,4999.5947,12053193.0,8056416,-250.21754,-25740410.0,100,0.4189424,,1.0,24297232.0,-7950307000000000.0,487.55,1.0,732.7646,0.1341101,233,4061.3582746982574,4874.4526,3.0324997e+19,[-0.06   1.147 -2.73  -2.121],100.0,4874.45250831894,3194198700000.0,,-1
23400,1,10.0,True,1.0,,100.0,24099.586,10.0,-255.07852,5093.5137,4999.5293,231356.52,8104441,-255.07852,-25435450.0,100,0.4189424,,1.0,23992310.0,-6659765000000000.0,480.25,1.0,969.5003,0.052801106,234,4089.1563758850098,4801.2896,2.1296388e+19,[-1.522e-03  1.128e+00 -2.732e+00 -2.130e+00],100.0,4801.289451539538,127274520000.0,,-1
23500,1,10.0,True,1.0,,100.0,15520.606,10.0,-273.57178,3346.4043,4999.589,124971.36,8153943,-273.57178,-26185944.0,100,0.4189424,,1.0,24742770.0,-23988600000000.0,495.02,1.0,496.4281,0.019540975,235,4119.399088382721,4949.3765,274385030000000.0,[-0.015  1.051 -2.75  -2.226],100.0,4949.37677205683,83633310000.0,9.979985,-1
23600,1,10.0,True,1.0,,100.0,71498.24,10.0,-246.71208,11300.063,4999.611,605021.2,8203446,-246.71208,-26186178.0,100,0.4189424,,1.0,24742992.0,-94243550000000.0,495.03,1.0,495.43704,0.025733205,236,4147.172273874283,4949.4985,4239094300000000.0,[-0.028  0.995 -2.753 -2.337],100.0,4949.498380754638,282409200000.0,19.96244,-1
23700,1,10.0,True,1.0,,100.0,7611.6113,10.0,-244.5058,2153.151,4999.6045,60279.316,8253240,-244.5058,-26272186.0,100,0.4189424,,1.0,24829004.0,-118910160000000.0,497.94,1.0,205.93259,0.03232892,237,4171.495839595795,4978.6143,6783032000000000.0,[ 0.006  0.923 -2.746 -2.433],100.0,4978.613989596116,53752140000.0,2929.6116,-1
23800,1,10.0,True,1.0,,100.0,1108.4647,10.0,-250.19604,211.27512,4999.6045,8709.805,8301477,-250.19604,-25489276.0,100,0.4189424,,1.0,24046096.0,-2.0315491e+23,482.37,1.0,887.95337,0.048583314,238,4198.643152713776,4822.6167,1.981679e+34,[ 0.014  0.812 -2.74  -2.49 ],100.0,4822.616909194677,5277755000.0,,-1
23900,1,10.0,True,1.0,,100.0,69617.95,10.0,-248.79028,15332.241,4999.645,557660.9,8346058,-248.79028,-22075210.0,100,0.4189424,,1.0,20632010.0,-7728748600000000.0,445.81,1.0,897.1821,0.055338465,239,4221.582988023758,4452.7607,2.8678318e+19,[-0.076  0.883 -2.72  -2.533],100.0,4452.760517925915,260127490000.0,,-1
24000,1,10.0,True,1.0,,100.0,2537876.2,10.0,-244.88757,310328.88,4999.6133,25097256.0,8394563,-244.88757,-25686812.0,100,0.4189424,,1.0,24243628.0,-5.3164053e+23,485.05,1.0,851.6904,0.12706204,240,4247.451771974564,4849.562,1.3570997e+35,[-0.021  0.856 -2.72  -2.545],100.0,4849.56244776965,7756212000000.0,,-1
24100,1,10.0,True,1.0,,100.0,9421.786,10.0,-243.53049,1932.0093,4999.602,92449.49,8444094,-243.53049,-26186530.0,100,0.4189424,,1.0,24743352.0,-1.0365205e+17,495.31,1.0,467.5976,0.026162384,241,4271.707546710968,4952.2427,5.1586364e+21,[ 0.052  0.805 -2.721 -2.632],100.0,4952.2424577231905,48281838000.0,299.7057,-1
24200,1,10.0,True,1.0,,100.0,4041.1658,10.0,-249.30757,596.5857,4999.579,40595.79,8491479,-249.30757,-24976068.0,100,0.4189424,,1.0,23532904.0,-78432430000000.0,473.85,1.0,1045.664,0.039745834,242,4300.384784698486,4737.034,2952662000000000.0,[ 0.104  0.705 -2.729 -2.685],100.0,4737.034177012453,14904148000.0,,-1
24300,1,10.0,True,1.0,,100.0,2090.2874,10.0,-243.9637,488.00613,4999.5557,17675.283,8533042,-243.9637,-20792574.0,100,0.4189424,,1.0,19349428.0,-236263920000000.0,415.63,1.0,1454.1687,0.08971635,243,4323.968678474426,4151.484,2.6801777e+16,[ 0.203  0.667 -2.731 -2.752],100.0,4151.484240879395,7331627500.0,279.7375,-1
24400,1,10.0,True,1.0,,100.0,26148.16,10.0,-246.17947,5536.42,4999.615,206275.7,8582046,-246.17947,-25934060.0,100,0.4189424,,1.0,24490876.0,-101671860000000.0,490.04,1.0,698.4725,0.017972348,244,4351.564161300659,4899.2876,4949871400000000.0,[ 0.098  0.619 -2.751 -2.709],100.0,4899.287198157026,138329920000.0,9.979958,-1
24500,1,10.0,True,1.0,,100.0,250529.72,10.0,-265.1618,32952.547,4999.5938,2471502.8,8632046,-265.1618,-26435988.0,100,0.4189424,,1.0,24992814.0,-5.5744303e+16,500.0,1.0,0.20515093,0.0018613784,245,4379.742632865906,4999.2817,1.4920057e+21,[ 0.042  0.521 -2.786 -2.489],100.0,4999.281250201841,823472200000.0,4998.6855,-1
24600,1,10.0,True,1.0,,100.0,5943589.5,10.0,-257.0599,927833.8,4999.6167,55377360.0,8681577,-257.0599,-26187418.0,100,0.4189424,,1.0,24744230.0,-2.3589777e+16,495.31,1.0,467.59943,0.061246615,246,4405.042350053787,4952.331,2.6666612e+20,[ 0.027  0.644 -2.78  -2.472],100.0,4952.3308588168575,23188593000000.0,299.7758,-1
24700,1,10.0,True,1.0,,100.0,23815682.0,10.0,-249.69508,3858075.5,4999.614,199780910.0,8730580,-249.69508,-25934998.0,100,0.4189424,,1.0,24491814.0,-4.0068523e+21,490.03,1.0,699.1849,0.059979573,247,4428.475300550461,4899.281,7.7087167e+30,[ 0.049  0.657 -2.73  -2.716],100.0,4899.281221039788,96414540000000.0,,-1
24800,1,10.0,True,1.0,,100.0,3566.406,10.0,-250.3752,983.4451,4999.537,24083.795,8777885,-250.3752,-24549108.0,100,0.4189424,,1.0,23105972.0,-2641312800000000.0,473.05,1.0,866.434,0.009238958,248,4456.89913725853,4728.1353,3.3499225e+18,[ 0.151  0.646 -2.705 -2.783],100.0,4728.135578217052,20865077000.0,289.7901,-1
24900,1,10.0,True,1.0,,100.0,403620.2,10.0,-252.52776,50368.67,4999.659,4020960.0,8826959,-252.52776,-25940214.0,100,0.4189424,,1.0,24497006.0,-1.8080345e+21,490.74,1.0,651.50494,0.05693502,249,4489.144562005997,4906.378,1.5695425e+30,[ 0.03   0.674 -2.722 -2.781],100.0,4906.378314200498,1258650500000.0,,-1
25000,1,10.0,True,1.0,,100.0,54.008934,10.0,-247.75061,19.002697,4999.5874,514.3582,8874240,-247.75061,-24950448.0,100,0.4189424,,1.0,23507282.0,-30252660000.0,472.81,1.0,1080.6749,0.029806433,250,4517.545283794403,4726.4604,425971870.0,[ 0.094  0.609 -2.711 -2.867],100.0,4726.460060921989,467623040.0,19.959877,-1
25100,1,10.0,True,1.0,,100.0,38.901985,10.0,-251.9618,18.607252,4999.507,211.28552,8920603,-251.9618,-24424582.0,100,0.4189424,,1.0,22981464.0,-294644900000.0,463.63,1.0,1226.541,0.025963541,251,4544.732949733734,4634.335,41557414000.0,[ 0.119  0.658 -2.713 -2.836],100.0,4634.335069797949,461663460.0,9.97924,-1
25200,1,10.0,True,1.0,,100.0,477.14523,10.0,-244.07352,64.06113,4999.548,4802.823,8967710,-244.07352,-24576986.0,100,0.4189424,,1.0,23133844.0,-16969298000.0,471.07,1.0,982.20557,0.023051612,252,4574.99298620224,4708.4087,113824040.0,[ 0.12   0.6   -2.713 -2.859],100.0,4708.408989403435,1572947500.0,9.980173,-1
25300,1,10.0,True,1.0,,100.0,27359.562,10.0,-248.29648,4165.2,4999.585,256526.33,9016280,-248.29648,-25492148.0,100,0.4189424,,1.0,24048982.0,-4657178000000.0,485.7,1.0,689.4845,0.21239312,253,4601.834858894348,4855.264,9972019000000.0,[ 0.117  0.66  -2.724 -2.845],100.0,4855.2645045132995,99970090000.0,,-1
25400,1,10.0,True,1.0,,100.0,5828784.0,10.0,-251.03452,835661.4,4999.641,56043812.0,9065782,-251.03452,-26183974.0,100,0.4189424,,1.0,24740776.0,-8.818275e+21,495.02,1.0,496.4081,0.11041025,254,4630.574401378632,4949.1772,3.7336467e+31,[ 0.048  0.649 -2.727 -2.949],100.0,4949.177401990932,20879285000000.0,9.980268,-1
25500,1,10.0,True,1.0,,100.0,646.3061,10.0,-262.1702,114.08567,4999.541,6346.03,9114289,-262.1702,-25624860.0,100,0.4189424,,1.0,24181720.0,-4185974000000.0,485.07,1.0,816.1045,0.077319086,255,4660.464677333832,4849.2983,8402381600000.0,[ 0.089  0.75  -2.719 -2.888],100.0,4849.2983674410525,2848921900.0,,-1
25600,1,10.0,True,1.0,,100.0,210402.55,10.0,-249.9818,26978.232,4999.5044,2103306.2,9162425,-249.9818,-25303956.0,100,0.4189424,,1.0,23860838.0,-1845067100000000.0,481.36,1.0,839.8551,0.096799485,256,4689.125923871994,4812.014,1.6335048e+18,[ 0.116  0.849 -2.721 -2.959],100.0,4812.014361307273,673989800000.0,9.981163,-1
25700,1,10.0,True,1.0,,100.0,8301529.5,10.0,-253.26996,851282.75,4999.5835,83433710.0,9211698,-253.26996,-26007408.0,100,0.4189424,,1.0,24564242.0,-2.7457188e+17,492.73,1.0,544.51276,0.032133177,257,4715.50843834877,4926.2305,3.6193514e+22,[ 0.083  0.925 -2.791 -2.898],100.0,4926.230628305098,21270486000000.0,9.980739,-1
25800,1,10.0,True,1.0,,100.0,39584.82,10.0,-247.27994,4877.376,4999.5703,397218.75,9255903,-247.27994,-22835884.0,100,0.4189424,,1.0,21392730.0,-1027350300000000.0,442.05,1.0,1370.3875,0.026609275,258,4742.56214427948,4417.5527,5.0667513e+17,[ 0.198  0.878 -2.782 -2.912],100.0,4417.552270278405,115894950000.0,,-1
25900,1,10.0,True,1.0,,100.0,277.96906,10.0,-257.4825,78.862915,4999.599,2083.586,9304436,-257.4825,-25685772.0,100,0.4189424,,1.0,24242598.0,-852652500000.0,485.33,1.0,836.1058,0.04073559,259,4771.486356973648,4852.167,347469020000.0,[ 0.1    0.94  -2.811 -2.877],100.0,4852.16703034444,1969458600.0,,-1
26000,1,10.0,True,1.0,,100.0,27.915298,10.0,-254.8714,8.662993,4999.6123,183.45045,9354186,-254.8714,-26247918.0,100,0.4189424,,1.0,24804736.0,-13150801000.0,497.5,1.0,249.72844,0.14394501,260,4800.3225383758545,4974.1704,80328610.0,[ 0.022  1.027 -2.842 -2.911],100.0,4974.170380483649,216373810.0,2489.4045,-1
26100,1,10.0,True,1.0,,100.0,1671.4678,10.0,-252.17494,274.7757,4999.6367,16371.677,9403215,-252.17494,-25935954.0,100,0.4189424,,1.0,24492756.0,-14024594000000.0,490.29,1.0,681.27045,0.2608019,261,4827.910405397415,4901.9004,94345886000000.0,[ 0.082  1.009 -2.839 -2.911],100.0,4901.900505255034,6861504500.0,,-1
26200,1,10.0,True,1.0,,100.0,379.30637,10.0,-252.37012,54.84928,4999.639,3795.2898,9451117,-252.37012,-25342970.0,100,0.4189424,,1.0,23899774.0,-23515617000000.0,479.02,1.0,982.1151,0.0065466054,262,4852.867418289185,4789.0737,265478170000000.0,[-0.024  0.964 -2.853 -2.956],100.0,4789.073453552144,1369681200.0,,-1
26300,1,10.0,True,1.0,,100.0,1039716.7,10.0,-253.37514,224592.28,4999.635,9265507.0,9498301,-253.37514,-24308534.0,100,0.4189424,,1.0,22865342.0,-6.6495466e+20,471.84,1.0,795.2732,0.07833083,263,4876.682236194611,4715.176,2.1230103e+29,[-0.063  0.921 -2.855 -2.981],100.0,4715.17585941958,3911232000000.0,,-1
26400,1,10.0,True,1.0,,100.0,139559600.0,10.0,-244.7845,14029708.0,4999.6055,1402630100.0,9548301,-244.7845,-26436116.0,100,0.4189424,,1.0,24992938.0,-7.4266355e+17,500.0,1.0,0.17551379,0.17867836,264,4906.947730541229,4999.294,2.6457722e+23,[-2.444e-03  9.204e-01 -2.854e+00 -2.998e+00],100.0,4999.293638936233,350601000000000.0,4998.7666,-1
26500,1,10.0,True,1.0,,100.0,528.0402,10.0,-258.7896,153.17743,4999.661,3583.9995,9598301,-258.7896,-26435218.0,100,0.4189424,,1.0,24992008.0,-2.8030314e+18,500.0,1.0,0.27266482,0.1952005,265,4937.915246725082,4999.201,3.772375e+24,[ 0.055  0.934 -2.851 -2.978],100.0,4999.20103004317,3827301400.0,4998.119,-1
26600,1,10.0,True,1.0,,100.0,86545.555,10.0,-239.3575,12379.236,4999.669,854910.8,9644714,-239.3575,-23682178.0,100,0.4189424,,1.0,22238964.0,-14078828000000.0,464.13,1.0,854.7028,0.016427053,266,4963.453959226608,4637.72,91258920000000.0,[-0.066  0.923 -2.877 -2.987],100.0,4637.720271881033,292153820000.0,,-1
26700,1,10.0,True,1.0,,100.0,77.4178,10.0,-278.17157,24.36412,4999.617,669.84717,9690872,-278.17157,-23063904.0,100,0.4189424,,1.0,21620724.0,-11699660000.0,461.58,1.0,599.5678,0.03557687,267,4990.082412481308,4610.9917,61285844.0,[-0.065  0.843 -2.89  -3.082],100.0,4610.991661647968,401883070.0,2669.538,-1
26800,1,10.0,True,1.0,,100.0,484408.53,10.0,-244.57285,82393.3,4999.636,4276372.5,9739693,-244.57285,-25555098.0,100,0.4189424,,1.0,24111906.0,-1.3542725e+24,488.21,1.0,545.1072,0.06548582,268,5019.026886463165,4880.0376,8.806022e+35,[-0.035  0.849 -2.89  -3.087],100.0,4880.037439271731,2037927800000.0,9.980126,-1
26900,1,10.0,True,1.0,,100.0,91246.33,10.0,-249.60207,22791.314,4999.6455,745416.2,9779201,-249.60207,-18100932.0,100,0.4189424,,1.0,16657739.0,-4.3946485e+18,395.08,1.0,1050.5021,0.026259173,269,5043.026391983032,3943.8792,9.2728364e+24,[-0.096  0.863 -2.891 -3.087],100.0,3943.8793739118373,254237400000.0,319.73193,-1
27000,1,10.0,True,1.0,,100.0,586695.06,10.0,-245.40712,66755.01,4999.6035,5893649.5,9827862,-245.40712,-25595138.0,100,0.4189424,,1.0,24151964.0,-5.6659315e+17,486.61,1.0,697.40247,0.012755977,270,5074.534549236298,4864.7295,1.5414132e+23,[-0.034  0.871 -2.889 -3.088],100.0,4864.729752227678,1664784500000.0,9.980917,-1
27100,1,10.0,True,1.0,,100.0,15198397.0,10.0,-245.81963,1594450.2,4999.6562,152789840.0,9876061,-245.81963,-24840612.0,100,0.4189424,,1.0,23397406.0,-1.9553781e+23,481.99,1.0,439.1781,0.14951476,271,5102.830766916275,4817.1084,1.8357866e+34,[-0.07   0.975 -2.884 -3.028],100.0,4817.108023925255,21434630000000.0,2669.6821,-1
27200,1,10.0,True,1.0,,100.0,4370.629,10.0,-257.7597,531.67267,4999.6353,43535.65,9925563,-257.7597,-26186326.0,100,0.4189424,,1.0,24743132.0,-8.661469e+16,495.02,1.0,496.43182,0.09443314,272,5133.270527601242,4949.4126,3.6020598e+21,[-0.012  0.996 -2.888 -3.018],100.0,4949.413023116482,13287604000.0,9.979433,-1
27300,1,10.0,True,1.0,,100.0,51360.75,10.0,-252.06223,9943.184,4999.6353,465772.5,9974595,-252.06223,-25936206.0,100,0.4189424,,1.0,24493010.0,-5873172400000000.0,490.32,1.0,679.16156,0.05387703,273,5164.26948261261,4902.219,1.6560624e+19,[ 0.049  0.985 -2.893 -3.027],100.0,4902.218966853106,248482100000.0,19.963322,-1
27400,1,10.0,True,1.0,,100.0,59571.14,10.0,-271.44617,9789.21,4999.601,543314.9,10023598,-271.44617,-25935926.0,100,0.4189424,,1.0,24492750.0,-3.8168906e+16,490.03,1.0,699.1983,0.111313574,274,5192.45080447197,4899.375,6.995096e+20,[ 0.014  1.095 -2.895 -2.978],100.0,4899.374682313164,244625500000.0,,-1
27500,1,10.0,True,1.0,,100.0,44751.83,10.0,-243.74234,5847.6675,4999.659,447683.06,10072601,-243.74234,-25935680.0,100,0.4189424,,1.0,24492472.0,-3.2335694e+18,490.03,1.0,699.1942,0.19420229,275,5223.62549328804,4899.3467,5.0202347e+24,[ 0.033  1.005 -2.89  -3.063],100.0,4899.347059840175,146129110000.0,,-1
27600,1,10.0,True,1.0,,100.0,180.98715,10.0,-250.58247,50.939453,4999.6494,1456.3541,10122601,-250.58247,-26436036.0,100,0.4189424,,1.0,24992834.0,-1.1800319e+24,500.0,1.0,0.22023267,0.016965063,276,5249.415278911591,4999.283,6.6857564e+35,[-0.006  0.889 -2.875 -3.083],100.0,4999.283437082286,1273048200.0,4998.6543,-1
27700,1,10.0,True,1.0,,100.0,177712.08,10.0,-247.75865,49608.42,4999.629,1256324.9,10168015,-247.75865,-22682754.0,100,0.4189424,,1.0,21239568.0,-5.9870933e+19,454.14,1.0,810.0184,0.11629662,277,5276.833347797394,4536.8975,1.7210846e+27,[-0.067  0.875 -2.876 -3.078],100.0,4536.89742645374,867007400000.0,9.980676,-1
27800,1,10.0,True,1.0,,100.0,12677.118,10.0,-242.58064,1336.384,4999.6206,127385.65,10216580,-242.58064,-25688026.0,100,0.4189424,,1.0,24244842.0,-803441930000.0,485.65,1.0,817.9804,0.10736002,278,5304.086889505386,4855.4863,284708960000.0,[-0.009  0.893 -2.878 -3.095],100.0,4855.486556707568,33400592000.0,,-1
27900,1,10.0,True,1.0,,100.0,48029.855,10.0,-255.92645,7056.6714,4999.581,471262.9,10266111,-255.92645,-26186360.0,100,0.4189424,,1.0,24743198.0,-412287570000000.0,495.31,1.0,467.58514,0.00953398,279,5334.411111116409,4952.228,8.154845e+16,[ 0.027  0.919 -2.879 -3.052],100.0,4952.228031207927,176341880000.0,299.815,-1
28000,1,10.0,True,1.0,,100.0,6006.2676,10.0,-255.19902,1240.4471,4999.5713,51914.887,10314820,-255.19902,-25700618.0,100,0.4189424,,1.0,24257462.0,-191454200000000.0,487.09,1.0,737.3329,0.11420745,280,5364.491882801056,4869.6816,1.7594598e+16,[ 0.062  0.839 -2.875 -3.142],100.0,4869.6819183032585,30992427000.0,329.74493,-1
28100,1,10.0,True,1.0,,100.0,19560.729,10.0,-273.19293,5367.1455,4999.639,113212.734,10362358,-273.19293,-25185102.0,100,0.4189424,,1.0,23741910.0,-2.0819471e+18,475.38,1.0,1075.5171,0.29667488,281,5392.02462387085,4752.386,2.0811622e+24,[ 0.095  0.952 -2.888 -3.182],100.0,4752.386119263115,134102380000.0,,-1
28200,1,10.0,True,1.0,,100.0,435440.62,10.0,-252.4424,56286.24,4999.5747,4367642.5,10411859,-252.4424,-26184766.0,100,0.4189424,,1.0,24741612.0,-1.3050975e+20,495.01,1.0,497.4095,0.020705627,282,5421.947040319443,4949.161,8.1785237e+27,[ 0.023  0.877 -2.909 -3.248],100.0,4949.160967207273,1406288300000.0,,-1
28300,1,10.0,True,1.0,,100.0,6209.84,10.0,-255.89474,725.8566,4999.5996,62419.062,10461371,-255.89474,-26029454.0,100,0.4189424,,1.0,24586286.0,-1598227900000.0,495.12,1.0,289.79788,0.036212195,283,5448.408746957779,4949.9805,1205378400000.0,[-0.02   0.795 -2.919 -3.331],100.0,4949.980241374787,13803548000.0,2409.144,-1
28400,1,10.0,True,1.0,,100.0,12.307274,10.0,-266.1256,8.6513,4999.5913,62.85551,10510872,-266.1256,-26184720.0,100,0.4189424,,1.0,24741556.0,-1.0811883e+19,495.01,1.0,497.4089,0.07550955,284,5476.735889196396,4949.156,5.6128807e+25,[ 0.01   0.843 -2.922 -3.306],100.0,4949.155661251119,215927950.0,,-1
28500,1,10.0,True,1.0,,100.0,3786.2454,10.0,-262.76123,876.50226,4999.587,23894.184,10557513,-262.76123,-23704048.0,100,0.4189424,,1.0,22260886.0,-126693630000000.0,466.41,1.0,736.6049,0.11114046,285,5502.325503349304,4660.2896,7704808400000000.0,[-0.051  0.85  -2.924 -3.292],100.0,4660.289685662866,19312323000.0,9.979993,-1
28600,1,10.0,True,1.0,,100.0,97896.13,10.0,-251.8285,21588.016,4999.546,740383.1,10598172,-251.8285,-19008978.0,100,0.4189424,,1.0,17565842.0,-1.9792242e+20,406.59,1.0,1043.6779,0.04301223,286,5523.121184825897,4059.135,1.8810007e+28,[-0.093  0.888 -2.925 -3.265],100.0,4059.1351880632405,304800300000.0,9.981527,-1
28700,1,10.0,True,1.0,,100.0,1636868.9,10.0,-244.92151,257327.48,4999.596,14566016.0,10646539,-244.92151,-25559048.0,100,0.4189424,,1.0,24115878.0,-4.760014e+22,483.67,1.0,856.9621,0.03074696,287,5546.229723215103,4835.4414,1.0879226e+33,[-0.033  0.898 -2.927 -3.28 ],100.0,4835.441418799712,5732958000000.0,,-1
28800,1,10.0,True,1.0,,100.0,48.857994,10.0,-245.49219,14.201895,4999.579,458.10834,10696539,-245.49219,-26434120.0,100,0.4189424,,1.0,24990962.0,-20119337000.0,500.0,1.0,0.29366612,0.04811265,288,5575.551915645599,4999.096,187566960.0,[ 0.021  0.873 -2.92  -3.298],100.0,4999.0962718772225,354900220.0,4998.1934,-1
28900,1,10.0,True,1.0,,100.0,123706.27,10.0,-248.42218,13412.499,4999.5625,1243015.1,10745575,-248.42218,-25834532.0,100,0.4189424,,1.0,24391384.0,-4234973300000000.0,490.36,1.0,597.721,0.17792203,289,5605.315548419952,4902.46,8.6104504e+18,[ 0.056  0.919 -2.918 -3.273],100.0,4902.460018696254,334957450000.0,9.980119,-1
29000,1,10.0,True,1.0,,100.0,161700.36,10.0,-262.8648,22526.518,4999.6255,1570838.9,10794399,-262.8648,-25766346.0,100,0.4189424,,1.0,24323160.0,-2.0106273e+16,488.24,1.0,705.124,0.15103734,290,5634.98805975914,4881.1846,1.9409549e+20,[-0.041  0.986 -2.945 -3.243],100.0,4881.184298276041,441505680000.0,,-1
29100,1,10.0,True,1.0,,100.0,195.08522,10.0,-243.5488,51.98228,4999.562,1243.3689,10843900,-243.5488,-26185150.0,100,0.4189424,,1.0,24742002.0,-189584880000.0,495.01,1.0,497.41333,0.09062443,291,5662.242584466934,4949.2,17022731000.0,[ 0.007  0.971 -2.946 -3.28 ],100.0,4949.200105465492,1298938500.0,,-1
