MinIW,ReturnMeanIW,InitialReturnMean,TimeElapsed,ReturnStepMaxmin,LearnableVariance,MeanIWNorm,OptimizationReturnMax,OptimizationReturnMin,InitialReturnMax,MeanIW,EpLenMean,InitialReturnMin,MinIWNorm,Iteration,EpThisIter,EpisodesSoFar,OptimizationReturnMean,MaxIW,MeanEntropy,TimestepsSoFar,EpRewMean,MaxIWNorm,Weights,VarianceInit,ReturnStepMax,ESSRenyi,StdIW,InitialBound,J_sample_variance,ESSClassic,InitialReturnStd,Bound,StdIWNorm,EmpiricalD2
0.03248688,184.24768,78.85318,0.7446668148040771,9.999998,,0.013350465,259.87997,,269.86066,1.3350465,8.89,9.980684,0.00032486877,1,100,100,68.8725,28.579264,0.4189424,889,78.85317991186794,0.28579262,[0. 0. 0. 0.],-1.0,9.999998,18.77943,3.3619225,45.80213,526890.8,13.6214485,52.85811,107.97939,0.033619225,5.324975
0.13796042,167.15477,98.13362,2.2873780727386475,9.999998,,0.014606216,269.85382,,279.8343,1.4606218,10.82,9.980461,0.0013796041,2,100,200,88.15317,36.198956,0.4189424,1971,98.13361694235476,0.36198956,[ 0.162  0.218 -0.182 -0.318],-1.0,9.999998,32.50645,3.7251272,63.86105,397339.28,13.325533,65.89979,107.04269,0.037251275,3.0763125
0.0026274037,308.08286,93.74454,3.1445977687835693,9.999997,,0.016688038,309.85596,,319.83936,1.6688038,10.38,9.9833975,2.6274036e-05,3,100,300,83.76114,86.96291,0.4189424,3009,93.74454043023623,0.86962914,[ 0.152  0.32  -0.203 -0.283],-1.0,9.999997,7.677994,8.611299,54.572376,4710639.5,3.6196117,64.77937,166.71404,0.086112976,13.024236
0.073248304,286.89935,145.71542,4.217801570892334,9.999999,,0.01356215,349.89502,,359.8786,1.3562152,15.58,9.98359,0.00073248305,4,100,400,135.73183,36.24503,0.4189424,4567,145.7154283739414,0.36245027,[ 0.078  0.279 -0.334 -0.467],-1.0,9.999999,37.13264,3.6658282,101.639496,1441788.6,12.0393095,88.849075,214.56848,0.03665828,2.6930485
0.026650432,330.02734,166.80768,5.164337396621704,9.999996,,0.012252264,439.74377,,449.73047,1.2252266,17.69,9.9866905,0.00026650433,5,100,500,156.821,18.086248,0.4189424,6336,166.80768193929532,0.18086249,[-0.057  0.232 -0.456 -0.465],-1.0,9.999996,21.449196,2.3017073,111.72717,884958.8,22.079306,109.8324,211.09708,0.023017071,4.6621795
0.3367636,384.9195,301.84116,6.541705846786499,10.0,,0.01020331,1049.7917,,1059.7726,1.0203309,31.2,9.980868,0.003367636,6,100,600,291.86026,4.0270686,0.4189424,9456,301.84115422944046,0.040270686,[-0.065  0.241 -0.525 -0.691],-1.0,10.0,77.16765,0.58894014,172.04602,326725.34,75.00943,230.52904,237.16501,0.0058894013,1.2958798
0.33475956,477.36618,323.5202,7.80509352684021,10.0,,0.010302296,1599.3336,,1609.315,1.0302294,33.37,9.981372,0.0033475955,7,100,700,313.53885,9.559288,0.4189424,12793,323.5202187785117,0.09559288,[-0.061  0.232 -0.595 -0.76 ],-1.0,10.0,73.66484,0.96986824,126.420166,2447236.0,53.015175,264.30463,247.72142,0.0096986815,1.3574997
0.002646135,5223.937,434.80576,9.16459846496582,9.999999,,0.046093334,1319.5844,,1329.5665,4.609334,44.5,9.98218,2.6461348e-05,8,100,800,424.8236,378.75885,0.4189424,17243,434.80576100423,3.7875884,[-0.097  0.228 -0.672 -0.762],-1.0,9.999999,0.7365335,37.659725,271.96777,2347311600.0,1.4759257,319.23956,3326.5347,0.37659726,135.77115
0.22054574,502.2492,445.79352,10.744476795196533,10.0,,0.010277297,1799.4541,,1809.4353,1.0277299,45.6,9.981183,0.0022054573,9,100,900,435.81235,5.0957365,0.4189424,21803,445.7935261153864,0.050957363,[-0.124  0.159 -0.72  -0.841],-1.0,10.0,79.864914,0.5917824,224.18382,330235.5,75.099724,346.116,254.27261,0.005917824,1.2521143
0.03338522,1144.0847,480.78915,12.04962158203125,10.0,,0.0133255115,2229.1145,,2239.0962,1.3325511,49.1,9.981649,0.0003338522,10,100,1000,470.8075,26.387026,0.4189424,26713,480.78913638721605,0.26387024,[-0.155  0.2   -0.762 -0.868],-1.0,10.0,22.882462,2.7389252,206.55692,34549140.0,19.139965,352.52618,570.8044,0.027389253,4.370159
0.60728157,536.65265,514.4686,13.518675565719604,10.0,,0.009787927,1549.6119,,1559.5942,0.9787927,52.47,9.982327,0.0060728155,11,100,1100,504.4863,1.562626,0.4189424,31960,514.4686212453284,0.01562626,[-0.16   0.268 -0.825 -0.909],-1.0,10.0,95.62562,0.19334882,323.45813,185618.5,96.24441,342.6657,341.32214,0.0019334882,1.0457449
0.14254488,714.561,605.8423,15.116724491119385,10.0,,0.010170231,1919.3469,,1929.3297,1.0170232,61.61,9.982821,0.0014254488,12,100,1200,595.85944,2.9217072,0.4189424,38121,605.8422707496547,0.02921707,[-0.171  0.278 -0.866 -0.938],-1.0,10.0,76.168755,0.5131907,369.54855,497339.28,79.70529,370.77094,443.81396,0.0051319073,1.3128743
0.012280009,1460.243,701.7053,16.91696524620056,10.0,,0.01505081,2269.4543,,2279.4365,1.505081,71.2,9.982226,0.00012280009,13,100,1300,691.723,38.348976,0.4189424,45241,701.7053022916236,0.38348976,[-0.197  0.32  -0.941 -1.02 ],-1.0,10.0,18.692627,3.9971766,422.53244,32092622.0,12.417408,401.5892,814.5324,0.039971773,5.349703
0.40945786,946.2667,819.38367,18.963178396224976,10.0,,0.009923911,3009.1968,,3019.1768,0.99239105,82.97,9.980085,0.0040945783,14,100,1400,809.4035,4.3143296,0.4189424,53538,819.3836586137294,0.043143295,[-0.151  0.328 -0.975 -1.063],-1.0,10.0,88.773476,0.4824194,449.61154,1928749.9,80.8858,460.29218,553.8093,0.004824194,1.1264626
0.20165956,957.43195,833.0597,20.924262523651123,10.0,,0.01019843,2699.3247,,2719.292,1.0198431,84.34,19.967297,0.0020165956,15,100,1500,813.0924,5.7856936,0.4189424,61972,833.0597435385841,0.057856936,[-0.151  0.335 -1.013 -1.11 ],-1.0,10.0,76.54429,0.7686509,500.01578,1348413.5,63.773216,450.10965,576.7651,0.007686509,1.3064332
0.32136044,1101.4626,957.5315,22.921459197998047,10.0,,0.010322293,2719.2131,,2729.1934,1.0322292,96.79,9.980241,0.0032136042,16,100,1600,947.55133,2.9998598,0.4189424,71651,957.5315354098228,0.029998597,[-0.147  0.343 -1.051 -1.176],-1.0,10.0,77.65917,0.559252,623.2749,1249770.0,77.30741,527.7497,722.16205,0.00559252,1.2876779
0.008572578,2232.0198,959.57404,25.004939079284668,10.0,,0.017483475,2299.4463,,2299.4463,1.7483475,96.99,,8.5725784e-05,17,100,1700,959.57404,75.29782,0.4189424,81350,959.5740960110535,0.7529782,[-0.151  0.372 -1.127 -1.239],-1.0,10.0,10.431516,7.5553465,677.95056,164422480.0,5.0826745,492.50452,1360.0625,0.07555346,9.586334
0.06085237,1293.815,1074.61,27.639694213867188,10.0,,0.012079797,2219.174,,2229.1543,1.2079797,108.5,9.980194,0.0006085237,18,100,1800,1064.6298,9.336082,0.4189424,92200,1074.6099718685505,0.09336082,[-0.101  0.333 -1.12  -1.292],-1.0,10.0,50.318947,1.3361645,801.59546,2751259.8,44.974346,521.89386,908.9397,0.013361644,1.987323
0.38739595,1086.1104,971.56354,29.75095772743225,10.0,,0.010679448,3658.9377,,3668.9233,1.0679448,98.19,9.985561,0.0038739594,19,100,1900,961.57794,2.7886324,0.4189424,102019,971.5635174852614,0.027886324,[-0.13   0.339 -1.136 -1.282],-1.0,10.0,84.088165,0.43264425,522.214,1285716.1,85.90172,504.0915,596.0869,0.0043264427,1.1892279
0.24205892,1225.7313,1077.3168,32.3808217048645,10.0,,0.010295557,3178.8333,,3188.8171,1.0295557,108.77,9.983956,0.002420589,20,100,2000,1067.3326,3.5641701,0.4189424,112896,1077.3167101737047,0.0356417,[-0.112  0.328 -1.151 -1.268],-1.0,10.0,80.26809,0.5795164,686.7679,1895961.8,75.939705,625.05054,789.81433,0.005795164,1.245825
0.18548065,1276.092,1154.7198,34.880772829055786,10.0,,0.010010559,3309.3096,,3309.3096,1.0010561,116.51,,0.0018548066,21,100,2100,1154.7198,2.8148508,0.4189424,124547,1154.7198151162008,0.028148508,[-0.11   0.328 -1.185 -1.32 ],-1.0,10.0,87.32955,0.41420513,749.4138,1235361.0,85.382225,581.5216,842.379,0.004142051,1.1450877
0.17116675,1522.454,1277.5782,37.4279203414917,10.0,,0.010774271,3329.1648,,3339.1462,1.077427,128.8,9.981399,0.0017116674,22,100,2200,1267.5967,3.909319,0.4189424,137427,1277.5781143838885,0.03909319,[-0.111  0.339 -1.214 -1.37 ],-1.0,10.0,69.41653,0.6668097,868.61804,3039906.0,72.305244,689.77673,1031.603,0.006668097,1.4405792
0.016073063,3694.421,1490.234,40.17638611793518,10.0,,0.013543262,4988.5845,,4998.5664,1.3543264,150.06,9.981802,0.00016073063,23,100,2300,1480.2523,46.339455,0.4189424,152433,1490.2340901886785,0.46339452,[-0.102  0.36  -1.245 -1.377],-1.0,10.0,22.266972,4.613337,878.0371,481672260.0,7.9343915,910.4767,2397.0608,0.04613337,4.4909563
0.0020392577,5335.1084,1580.4141,43.5451123714447,10.0,,0.02456099,3919.145,,3919.145,2.456099,159.09,,2.0392576e-05,24,100,2400,1580.4141,148.70955,0.4189424,168342,1580.4140414152737,1.4870955,[-0.093  0.412 -1.387 -1.477],-1.0,10.0,3.2382646,14.860916,1100.4187,1563405400.0,2.6588693,777.49445,2667.7534,0.14860916,30.880737
