OptimizationReturnMean,EmpiricalD2,VarianceInit,J_sample_variance,StdIWNorm,ESSClassic,MeanEntropy,Iteration,TimeElapsed,OptimizationReturnMax,Weights,InitialReturnMean,InitialReturnMin,ReturnStepMax,ReturnStepMaxmin,EpRewMean,MaxIWNorm,EpThisIter,InitialReturnStd,MeanIW,OptimizationReturnMin,InitialBound,InitialReturnMax,EpLenMean,EpisodesSoFar,MaxIW,StdIW,MinIWNorm,MinIW,LearnableVariance,TimestepsSoFar,ESSRenyi,MeanIWNorm,Bound,ReturnMeanIW
1396.8573,1.0288943,-1.0,235538.2,0.0015088455,97.81975,0.4189424,72,308.9488596916199,2659.163,[-0.601  1.019 -2.546 -1.386],1396.8573,,10.0,10.0,1396.8573948188198,0.013729335,100,377.2572,1.0106604,,1071.1776,2659.163,140.72,7200,1.3729335,0.15088455,0.005311536,0.5311536,,602947,97.19171,0.010106605,1093.9255,1424.2769
1319.0015,2.3367498,-1.0,3615728.8,0.011158634,56.39323,0.4189424,73,315.4278028011322,2289.48,[-0.596  1.009 -2.573 -1.389],1338.9678,19.966389,10.0,10.0,1338.967779727607,0.06209643,100,403.44907,1.2689589,,1056.1194,2309.4463,134.93,7300,6.2096434,1.1158634,0.00044933634,0.044933636,,616440,42.794483,0.012689588,1310.4905,1742.8645
1313.9745,2.5284386,-1.0,8892363.0,0.014073037,42.326965,0.4189424,74,320.7562975883484,3169.5908,[-0.632  1.014 -2.585 -1.37 ],1313.9745,,10.0,10.0,1313.9745220990171,0.0693263,100,512.1404,1.2056189,,925.7806,3169.5908,132.43,7400,6.93263,1.4073037,0.00072885293,0.0728853,,629683,39.550102,0.012056188,1213.3186,1830.5885
1328.5988,1.831599,-1.0,5847514.0,0.011218296,48.777348,0.4189424,75,328.3104703426361,3609.2754,[-0.602  1.015 -2.605 -1.408],1338.5789,9.9800205,10.0,10.0,1338.5788582225164,0.09525569,100,422.41788,1.0947248,,895.31226,3619.2554,134.89,7500,9.525569,1.1218296,0.001151218,0.1151218,,643172,54.597103,0.010947246,1006.5284,1606.43
1382.0642,3.2960339,-1.0,9355597.0,0.019090425,34.237473,0.4189424,76,335.06467962265015,2769.4312,[-0.59   1.045 -2.617 -1.426],1382.0642,,10.0,10.0,1382.0639927695347,0.1421894,100,437.32867,1.3774543,,1042.8792,2769.4312,139.24,7600,14.21894,1.9090425,0.00041227535,0.041227534,,657096,30.339495,0.013774541,1336.873,1952.6621
1485.0928,31.857306,-1.0,712898000.0,0.28394377,1.7007915,0.4189424,77,342.37909030914307,2919.5376,[-0.565  1.001 -2.618 -1.47 ],1485.0928,,10.0,10.0,1485.0926149856175,2.8555787,100,498.11948,3.7349339,,1127.5237,2919.5376,149.54,7700,285.55786,28.394379,5.6139088e-05,0.005613909,,672050,3.1389973,0.03734933,2032.0525,4050.2527
1431.4352,1.2285882,-1.0,1434536.9,0.005216327,79.33497,0.4189424,78,349.56981563568115,3649.3638,[-0.586  1.097 -2.628 -1.432],1431.4352,,10.0,10.0,1431.4351808652254,0.028583309,100,583.0414,1.0220662,,984.4812,3649.3638,144.18,7800,2.858331,0.52163273,0.001641494,0.1641494,,686468,81.39423,0.010220661,1008.4181,1503.8295
1509.8348,2.6490257,-1.0,17181630.0,0.016227439,32.7161,0.4189424,79,355.87438774108887,3209.2039,[-0.609  1.112 -2.656 -1.462],1519.8158,9.980946,10.0,10.0,1519.8158508476188,0.12466726,100,500.03244,1.1315539,,1125.5479,3219.1848,153.02,7900,12.466726,1.6227442,0.00057353807,0.05735381,,701770,37.74973,0.011315539,1293.1123,1934.816
1531.6512,1.0636007,-1.0,438670.06,0.002448047,94.63018,0.4189424,80,362.502197265625,3639.1555,[-0.572  1.093 -2.639 -1.492],1541.6323,9.98124,10.0,10.0,1541.6324849436735,0.017202133,100,549.3013,1.027674,,1094.7063,3649.1367,155.2,8000,1.7202133,0.24480471,0.0048341737,0.48341736,,717290,94.02025,0.0102767395,1121.6848,1582.6042
1368.313,1.3835884,-1.0,1424013.9,0.0063134097,73.61057,0.4189424,81,368.76010394096375,2709.6045,[-0.583  1.097 -2.636 -1.499],1518.155,149.84189,10.0,10.0,1518.1549380262586,0.033702984,100,439.048,1.0544331,,1167.9457,2859.4463,152.85,8100,3.3702986,0.631341,0.0011546413,0.11546413,,732575,72.275826,0.010544331,1242.6249,1654.5621
1352.1344,1.5500579,-1.0,2247590.5,0.009324208,60.799877,0.4189424,82,376.2424352169037,3129.2517,[-0.575  1.119 -2.619 -1.505],1482.0431,129.90863,10.0,10.0,1482.0430469611485,0.05603173,100,499.8468,1.1612335,,1082.8792,3259.1604,149.24,8200,5.6031733,0.93242085,0.0012936951,0.12936951,,747499,64.51372,0.011612337,1232.253,1729.2175
1502.6578,1.292097,-1.0,1000299.9,0.007144083,70.39198,0.4189424,83,382.6931793689728,2959.4116,[-0.614  1.152 -2.643 -1.529],1512.6412,9.983409,10.0,10.0,1512.6411855813574,0.054136403,100,476.62387,1.101548,,1148.966,2969.395,152.3,8300,5.4136405,0.71440834,0.0024483034,0.24483036,,762729,77.39357,0.01101548,1184.1824,1597.5736
1476.4368,5.8549323,-1.0,60573948.0,0.02954934,16.098972,0.4189424,84,388.8136627674103,3189.3228,[-0.622  1.134 -2.66  -1.499],1476.4368,,10.0,10.0,1476.436794262475,0.1772235,100,578.1826,1.2943845,,1085.826,3189.3228,148.68,8400,17.722351,2.9549346,3.809032e-05,0.003809032,,777597,17.079617,0.012943845,1557.3425,2502.502
1301.5452,1.0712132,-1.0,393671.62,0.003027848,92.08507,0.4189424,85,395.3289999961853,2739.4385,[-0.592  1.106 -2.657 -1.564],1531.4656,229.92046,10.0,10.0,1531.465554464995,0.023737887,100,427.41586,1.0327739,,1167.7949,2969.359,154.18,8500,2.3737888,0.3027848,0.0046854783,0.46854782,,793015,93.3521,0.010327739,1194.5742,1570.9713
1504.6051,1.0417638,-1.0,374081.4,0.0018988316,96.615036,0.4189424,86,401.16804933547974,2789.5396,[-0.593  1.093 -2.617 -1.552],1524.567,19.961872,10.0,10.0,1524.5669637311905,0.015847532,100,450.26093,1.0144548,,1180.4747,2809.5015,153.49,8600,1.5847533,0.18988316,0.0066472683,0.66472685,,808364,95.99105,0.0101445485,1213.0393,1564.2433
1227.4114,1.1079838,-1.0,541551.25,0.0034964483,89.67278,0.4189424,87,408.3845820426941,3339.2769,[-0.602  1.119 -2.615 -1.565],1507.2742,279.8629,10.0,10.0,1507.2742616117193,0.020651402,100,476.3314,1.0303054,,1064.0219,3619.1396,151.76,8700,2.0651402,0.3496448,0.0037161955,0.37161955,,823540,90.25403,0.010303054,1074.2717,1540.8427
953.02167,1.0444018,-1.0,938563.7,0.0022250088,95.65152,0.4189424,88,416.0020205974579,4059.1606,[-0.599  1.105 -2.622 -1.577],1542.8729,589.85156,10.0,10.0,1542.8731704036525,0.016160602,100,559.4068,1.0435421,,973.4878,4649.012,155.32,8800,1.6160603,0.22250089,0.0049704984,0.49704984,,839072,95.7486,0.010435421,1050.1523,1632.0414
1565.8712,1.1684091,-1.0,1504131.2,0.004169804,86.229904,0.4189424,89,422.49698400497437,4619.158,[-0.62   1.146 -2.625 -1.605],1565.8712,,10.0,10.0,1565.8714056487934,0.021952724,100,589.1058,1.043461,,1000.1423,4619.158,157.62,8900,2.1952724,0.41698045,0.0040784697,0.407847,,854834,85.586464,0.010434611,1075.628,1687.1414
1435.5519,3.3662503,-1.0,12850179.0,0.01861218,33.431145,0.4189424,90,429.75916481018066,2719.5676,[-0.613  1.154 -2.641 -1.591],1545.4684,109.91676,10.0,10.0,1545.4685147859914,0.12004149,100,491.98822,1.3189774,,1198.929,2829.4844,155.58,9000,12.004149,1.861218,0.00022809402,0.022809403,,870392,29.706644,0.013189775,1576.5092,2212.3174
903.65967,1.0347179,-1.0,877163.8,0.0018300362,96.947235,0.4189424,91,435.79502034187317,2549.7234,[-0.616  1.226 -2.713 -1.682],1643.4719,739.81226,10.0,10.0,1643.4719462030414,0.014652334,100,463.1929,1.0312856,,1240.5876,3289.5356,165.38,9100,1.4652334,0.18300365,0.005173005,0.51730055,,886930,96.6447,0.010312855,1288.843,1698.6611
1629.3019,1.0371703,-1.0,613304.44,0.0021127986,95.84897,0.4189424,92,442.9048776626587,4909.146,[-0.63   1.26  -2.737 -1.718],1639.282,9.980074,10.0,10.0,1639.2821831022845,0.016218066,100,651.23944,1.0152498,,1036.8147,4919.126,164.96,9200,1.6218066,0.21127987,0.005038591,0.5038591,,903426,96.41618,0.010152498,1051.8945,1665.4568
1566.9982,1.005341,-1.0,397647.03,0.0006676697,99.56195,0.4189424,93,451.3037555217743,4549.4697,[-0.632  1.251 -2.74  -1.708],1716.8849,149.88663,10.0,10.0,1716.8848347658475,0.011570313,100,610.58923,1.006568,,1141.3335,4699.3564,172.72,9300,1.1570313,0.06676697,0.008272561,0.82725614,,920698,99.468735,0.010065679,1147.8176,1724.9038
1226.4769,1.8708633,-1.0,5990408.5,0.011042769,49.712334,0.4189424,94,456.89378809928894,2949.484,[-0.63   1.246 -2.749 -1.71 ],1736.2769,509.79993,10.0,10.0,1736.2768465453235,0.07152944,100,508.0997,1.097942,,1312.6028,3459.2837,174.66,9400,7.152944,1.104277,0.00091185636,0.09118564,,938164,53.45126,0.01097942,1522.1672,2101.6665
1577.8793,52.244087,-1.0,1241902300.0,0.19661134,3.48911,0.4189424,95,465.1759738922119,3669.6113,[-0.619  1.271 -2.776 -1.705],1707.7727,129.89325,10.0,10.0,1707.7724990162126,1.8523511,100,534.46906,3.7383313,,1242.43,3799.5046,171.81,9500,185.2351,19.661135,1.6290125e-05,0.0016290126,,955345,1.9140922,0.037383307,3842.4124,7205.9106
1504.4375,1.0234156,-1.0,435570.88,0.0015432845,97.747314,0.4189424,96,473.04004287719727,3699.2622,[-0.563  1.29  -2.77  -1.706],1794.2427,289.80515,10.0,10.0,1794.24259183872,0.013561654,100,532.1758,1.0165993,,1305.6836,3989.0674,180.46,9600,1.3561654,0.15432845,0.0071612773,0.71612775,,973391,97.71202,0.010165994,1324.9893,1819.2351
1807.6212,1.0503535,-1.0,1030760.56,0.0023449592,94.97265,0.4189424,97,481.1149277687073,4079.3625,[-0.567  1.291 -2.795 -1.698],1807.6212,,10.0,10.0,1807.621133766616,0.022035476,100,689.5076,1.0192147,,1308.0032,4079.3625,181.8,9700,2.2035477,0.23449591,0.0063091777,0.6309178,,991571,95.20604,0.010192148,1367.8805,1879.9226
1828.7512,1.2311976,-1.0,1582439.0,0.005110812,81.02785,0.4189424,98,488.61255145072937,4009.4534,[-0.572  1.31  -2.795 -1.729],1838.7338,9.982543,10.0,10.0,1838.733653118531,0.03374144,100,598.1459,1.0562061,,1346.4553,4019.4358,184.91,9800,3.374144,0.51108116,0.0031077075,0.31077075,,1010062,81.22173,0.010562061,1436.0525,1982.2812
1773.7219,2.6563478,-1.0,13784721.0,0.016036078,34.50913,0.4189424,99,497.5412995815277,3089.4688,[-0.552  1.293 -2.791 -1.728],1913.6335,139.91174,10.0,10.0,1913.633629110562,0.1227597,100,504.67233,1.1640583,,1518.117,3229.3804,192.4,9900,12.27597,1.6036078,0.0002698905,0.02698905,,1029302,37.64567,0.011640583,1710.8406,2355.4658
1993.9475,1.6259499,-1.0,4724999.5,0.009182299,59.718864,0.4189424,100,506.8286213874817,4379.1064,[-0.52   1.276 -2.82  -1.749],2003.928,9.980515,10.0,10.0,2003.927894537408,0.052505646,100,670.2183,1.1180375,,1466.3767,4389.087,201.43,10000,5.2505646,0.91822994,0.0013238767,0.13238767,,1049445,61.50251,0.011180375,1598.9814,2284.4277
1944.6665,22.84756,-1.0,1010991940.0,0.12835781,3.2320287,0.4189424,101,515.7457287311554,3899.3438,[-0.51   1.268 -2.818 -1.791],1954.6475,9.981013,10.0,10.0,1954.6474894641642,1.2178284,100,612.31354,2.3458166,,1475.855,3909.3247,196.5,10100,121.78284,12.83578,5.320023e-05,0.0053200233,,1069095,4.376835,0.023458164,2919.5686,5208.155
1850.6885,1.2913045,-1.0,2334114.5,0.0062604216,73.53466,0.4189424,102,524.8242347240448,3759.3782,[-0.505  1.32  -2.807 -1.726],2020.5687,169.88014,10.0,10.0,2020.5685854872074,0.039574806,100,630.0111,1.0435448,,1539.3347,3929.2583,203.1,10200,3.9574807,0.6260422,0.002451155,0.24511552,,1089405,77.44107,0.010435448,1579.8944,2126.7473
1905.6399,1.824585,-1.0,4157750.5,0.010376621,56.454044,0.4189424,103,533.6608512401581,4229.004,[-0.501  1.323 -2.819 -1.697],2045.5437,139.90411,10.0,10.0,2045.543688535289,0.05933692,100,584.09235,1.1814886,,1510.4637,4368.908,205.6,10300,5.933692,1.0376621,0.00071933836,0.071933836,,1109965,54.806984,0.011814887,1666.145,2388.9158
1874.3097,1.073975,-1.0,704488.0,0.0025133921,94.41472,0.4189424,104,541.4606802463531,4998.74,[-0.521  1.315 -2.819 -1.702],1874.3097,,10.0,10.0,1874.309666367865,0.017651869,100,685.7796,1.0333743,,1262.0917,4998.74,188.46,10400,1.765187,0.25133926,0.0035535994,0.35535994,,1128811,93.11204,0.010333743,1299.5984,1934.057
1870.1808,1.4103448,-1.0,2811918.8,0.007085082,68.93521,0.4189424,105,549.9044790267944,3349.4277,[-0.527  1.312 -2.825 -1.709],1970.098,99.91722,10.0,10.0,1970.0979744152878,0.041237116,100,557.40173,1.0554346,,1547.6412,3449.345,198.05,10500,4.1237116,0.7085083,0.0011587311,0.115873106,,1148616,70.90465,0.010554346,1603.4619,2105.1628
1923.9224,8.465621,-1.0,112226980.0,0.05016655,9.781512,0.4189424,106,558.8107488155365,3539.6045,[-0.532  1.307 -2.829 -1.742],1923.9224,,10.0,10.0,1923.9223721331111,0.45316193,100,500.67877,1.6518456,,1490.411,3539.6045,193.43,10600,45.316193,5.016655,3.2885455e-05,0.0032885454,,1167959,11.812483,0.016518455,2149.109,3410.442
2092.0352,5381.0327,-1.0,6127791600000.0,10.181891,1.0107684,0.4189424,107,568.309122800827,3999.3843,[-0.49   1.28  -2.849 -1.787],2092.0352,,10.0,10.0,2092.035154425387,102.33719,100,638.1462,102.886955,,1602.2126,3999.3843,210.24,10700,10233.719,1018.18915,9.404653e-07,9.404653e-05,,1188983,0.018583793,1.0288696,212718.77,248649.95
2170.487,1.5045816,-1.0,11228772.0,0.008813303,59.280254,0.4189424,108,579.0031654834747,4478.672,[-0.431  1.348 -2.468 -1.833],2180.4675,9.980444,10.0,10.0,2180.4675565013267,0.0699398,100,860.076,1.0633866,,1630.7224,4488.6523,219.1,10800,6.99398,0.88133025,0.0023738167,0.23738167,,1210893,66.46366,0.010633865,1803.6627,2477.988
2184.6008,1.0267034,-1.0,784656.5,0.001598367,97.59735,0.4189424,109,589.5774476528168,4959.203,[-0.417  1.307 -2.445 -1.832],2184.6008,,10.0,10.0,2184.6008572043543,0.014375648,100,862.399,1.0187106,,1577.225,4959.203,219.51,10900,1.4375648,0.15983671,0.006937368,0.6937368,,1232844,97.39912,0.010187106,1589.6194,2205.0513
2246.8623,19.487072,-1.0,1018563600.0,0.17212395,2.4706206,0.4189424,110,598.6402025222778,4998.9995,[-0.421  1.311 -2.449 -1.827],2246.8623,,10.0,10.0,2246.862240178591,1.7318324,100,722.23395,2.7395337,,1634.6123,4998.9995,225.73,11000,173.18324,17.212397,9.81481e-06,0.000981481,,1255417,5.131607,0.027395342,2689.8965,5392.6226
1928.0016,1.1777097,-1.0,1607475.9,0.0039621145,87.67111,0.4189424,111,606.4977309703827,3809.0413,[-0.461  1.362 -2.446 -1.785],1928.0016,,10.0,10.0,1928.0016484562852,0.021643337,100,788.17804,1.0565567,,1461.4913,3809.0413,193.85,11100,2.1643338,0.39621142,0.004180955,0.41809547,,1274802,84.91057,0.010565566,1576.2352,2082.5032
1990.2,3.5285394,-1.0,49090120.0,0.021672955,25.618956,0.4189424,112,617.0193486213684,4418.4575,[-0.473  1.363 -2.461 -1.794],2000.1802,9.980058,10.0,10.0,2000.1800650982168,0.17107081,100,863.7123,1.2719433,,1457.8094,4428.4375,201.07,11200,17.107082,2.1672957,0.0004003447,0.04003447,,1294909,28.340338,0.012719431,1822.6472,2841.4583
1850.3788,1.6149461,-1.0,3397192.0,0.008010978,67.894,0.4189424,113,625.389803647995,3479.274,[-0.503  1.351 -2.489 -1.79 ],1860.3584,9.979911,10.0,10.0,1860.3585378217801,0.04419107,100,755.5228,1.1649523,,1433.0139,3489.254,187.08,11300,4.419107,0.80109787,0.001989925,0.1989925,,1313617,61.92157,0.011649522,1686.4385,2229.5103
1981.0562,216.66093,-1.0,283488120000.0,4.107412,1.0212619,0.4189424,114,634.8711941242218,4718.824,[-0.484  1.351 -2.494 -1.813],1981.0562,,10.0,10.0,1981.0561638586246,41.285347,100,935.8413,41.72207,,1403.1206,4718.824,199.15,11400,4128.5347,410.74115,2.36772e-05,0.00236772,,1333532,0.46155068,0.41722068,45499.953,54006.824
1730.0422,3.0991607,-1.0,15039909.0,0.022371637,27.262178,0.4189424,115,643.7209520339966,4169.084,[-0.468  1.138 -2.54  -1.641],1740.023,9.980937,10.0,10.0,1740.023069830866,0.1620778,100,609.8612,1.369613,,1228.1942,4179.065,175.04,11500,16.20778,2.2371638,0.00030287507,0.030287506,,1351036,32.2668,0.01369613,1449.302,2350.3477
865.1068,10.194842,-1.0,347207650.0,0.059068184,5.649814,0.4189424,116,652.8974063396454,3179.5303,[-0.473  1.086 -2.523 -1.64 ],1814.7241,949.6173,10.0,10.0,1814.7240836923904,0.5819283,100,574.95905,1.4454377,,1309.0089,4129.1475,182.51,11600,58.192833,5.906819,0.00023934581,0.023934582,,1369287,9.808882,0.014454378,2457.0234,4071.7397
1918.9775,1.7125096,-1.0,13231334.0,0.014094045,41.098396,0.4189424,117,661.5507493019104,4989.079,[-0.452  1.108 -2.539 -1.572],1928.9617,9.984041,10.0,10.0,1928.9616881193892,0.110411815,100,714.03235,1.1772931,,1316.7039,4999.063,193.93,11700,11.041182,1.4094046,0.0015670663,0.15670663,,1388680,58.393833,0.011772931,1555.9832,2357.2012
1716.8525,3.7501483,-1.0,17415080.0,0.022523455,26.004374,0.4189424,118,670.0536050796509,3129.361,[-0.456  1.144 -2.545 -1.562],1826.7477,109.8951,10.0,10.0,1826.7477169147867,0.16838822,100,708.67255,1.3352274,,1430.0215,3239.256,183.72,11800,16.838821,2.2523456,0.0002723329,0.027233291,,1407052,26.665611,0.013352275,1643.404,2411.6763
1616.5272,9.526891,-1.0,156574990.0,0.060714237,7.867915,0.4189424,119,676.0661644935608,3819.1409,[-0.483  1.134 -2.564 -1.593],1746.3899,129.8626,10.0,10.0,1746.3898012634497,0.5667231,100,700.3455,1.7742505,,1262.7375,3949.0034,175.68,11900,56.672314,6.071424,0.00014816098,0.014816099,,1424620,10.496604,0.017742505,1843.338,3336.1624
1913.2521,1.0320444,-1.0,943514.3,0.0015053621,97.827385,0.4189424,120,685.2083086967468,4418.917,[-0.432  1.123 -2.579 -1.571],1923.2325,9.980487,10.0,10.0,1923.2325922514615,0.014060281,100,739.8597,1.0101391,,1380.8057,4428.8975,193.37,12000,1.4060282,0.15053622,0.0066982782,0.6698278,,1443957,96.89506,0.010101392,1433.7535,1984.8029
1908.9009,6.166402,-1.0,70292840.0,0.040601775,15.428421,0.4189424,121,693.8271532058716,4179.229,[-0.438  1.147 -2.582 -1.586],2118.8096,209.9086,10.0,10.0,2118.8095954724186,0.2508452,100,804.8719,1.7341777,,1581.2522,4389.1377,212.93,12100,25.08452,4.060178,0.000153519,0.0153519,,1465250,16.216913,0.017341778,2530.876,3865.7515
1874.3374,1.2229836,-1.0,2292908.8,0.005094388,81.863205,0.4189424,122,701.9333062171936,4868.549,[-0.392  1.126 -2.59  -1.586],1874.3374,,10.0,10.0,1874.3375314511673,0.037002336,100,796.7866,1.0823209,,1278.0645,4868.549,188.48,12200,3.7002337,0.5094388,0.0026175263,0.26175264,,1484098,81.76724,0.010823209,1379.7021,2039.112
1974.4792,4.995331,-1.0,48583120.0,0.028472941,21.051111,0.4189424,123,710.6285910606384,3759.3704,[-0.407  1.149 -2.578 -1.583],1984.4615,9.9826975,10.0,10.0,1984.4617501419825,0.2459961,100,684.89703,1.4702693,,1522.8123,3769.353,199.49,12300,24.599611,2.8472943,7.223703e-05,0.0072237034,,1504047,20.018694,0.014702692,2017.548,3049.3457
1715.2852,1066.8408,-1.0,140631850000.0,1.2075428,1.0988525,0.4189424,124,719.5175392627716,3699.2703,[-0.428  1.144 -2.6   -1.646],2015.1843,299.89914,10.0,10.0,2015.1843534531135,12.14066,100,583.04376,12.728336,,1525.388,3999.1694,202.56,12400,1214.066,120.75428,3.5540563e-06,0.00035540565,,1524303,0.0937347,0.12728336,26362.334,42360.316
2167.6196,1.1892854,-1.0,1448011.8,0.0047318325,83.36211,0.4189424,125,730.4413998126984,3789.0115,[-0.38   1.211 -2.629 -1.655],2177.6,9.980152,10.0,10.0,2177.5998919523904,0.031792186,100,601.0323,1.0591669,,1712.3203,3798.9917,218.81,12500,3.1792185,0.47318327,0.0029727193,0.29727194,,1546184,84.08411,0.01059167,1787.4622,2294.8699
2187.5813,3097.3604,-1.0,405191030000.0,2.0906773,1.1238215,0.4189424,126,739.4630818367004,4999.321,[-0.394  1.222 -2.649 -1.658],2187.5813,,10.0,10.0,2187.5813672591844,21.015924,100,825.8839,22.28896,,1575.292,4999.321,219.8,12600,2101.5925,209.06769,1.5136521e-07,1.5136521e-05,,1568164,0.032285556,0.22288956,32909.91,66986.22
2472.9907,1.5071573,-1.0,5775724.0,0.007928305,68.76394,0.4189424,127,750.2198910713196,4728.214,[-0.346  1.313 -2.661 -1.741],2482.9702,9.97943,10.0,10.0,2482.97021989315,0.04969825,100,970.9639,1.1763396,,1902.6624,4738.1934,249.36,12700,4.969825,0.7928305,0.0024225973,0.24225973,,1593100,66.350075,0.011763397,2144.4553,2856.878
2441.9602,1.0140195,-1.0,1317352.8,0.0010334091,98.946434,0.4189424,128,759.656721830368,4988.8706,[-0.362  1.337 -2.67  -1.733],2451.9404,9.979862,10.0,10.0,2451.9403483260617,0.013254329,100,1055.826,1.0014673,,1839.7087,4998.8506,246.23,12800,1.3254329,0.103340924,0.0072532753,0.72532755,,1617723,98.61743,0.010014672,1851.2915,2467.7998
2235.9229,1.1579212,-1.0,2027785.0,0.0037799508,88.21789,0.4189424,129,768.5611290931702,4399.0757,[-0.358  1.336 -2.666 -1.736],2245.9048,9.981803,10.0,10.0,2245.904630905179,0.025154414,100,977.70135,1.0343153,,1705.9077,4409.0576,225.65,12900,2.5154414,0.37799504,0.002725121,0.2725121,,1640288,86.361664,0.010343153,1800.8601,2381.9333
2461.1008,1.165105,-1.0,2894809.8,0.004283972,85.54406,0.4189424,130,780.6294236183167,4998.5977,[-0.35   1.316 -2.668 -1.738],2461.1008,,10.0,10.0,2461.101056977411,0.025709514,100,1013.783,1.0421218,,1848.9001,4998.5977,247.16,13000,2.5709515,0.42839724,0.0030980418,0.30980417,,1665004,85.82918,0.010421217,1969.814,2630.6235
2389.3462,2.1214614,-1.0,17735606.0,0.012798951,45.957386,0.4189424,131,790.568653345108,4988.976,[-0.366  1.349 -2.696 -1.781],2399.3274,9.98123,10.0,10.0,2399.327374371879,0.10455876,100,1114.2635,1.1802769,,1787.0826,4998.9575,240.98,13100,10.455876,1.2798951,0.00082315906,0.08231591,,1689102,47.137318,0.011802768,2101.6985,2993.4475
2581.61,42323.203,-1.0,21705850000000.0,10.146296,1.0112704,0.4189424,132,801.5018539428711,4998.621,[-0.349  1.328 -2.696 -1.806],2581.61,,10.0,10.0,2581.610002679034,101.97972,100,1057.7783,102.55298,,1969.4062,4998.621,259.2,13200,10197.973,1014.62964,1.847749e-09,1.847749e-07,,1715022,0.00236277,1.02553,341089.38,467035.6
2243.0872,1.2019837,-1.0,2492371.0,0.0046155597,83.770996,0.4189424,133,812.4753901958466,4439.017,[-0.356  1.183 -2.41  -1.783],2412.9685,169.8814,10.0,10.0,2412.9685773429037,0.031111617,100,859.1037,1.0486374,,1848.4963,4608.8984,242.35,13300,3.1111617,0.461556,0.0033859329,0.3385933,,1739257,83.1958,0.010486374,1927.336,2546.1956
2199.535,1.3732884,-1.0,3497516.0,0.0067407405,71.867516,0.4189424,134,821.7469568252563,4499.1934,[-0.349  1.156 -2.399 -1.785],2209.5168,9.981535,10.0,10.0,2209.51673606134,0.038967088,100,741.7849,1.0773824,,1657.2577,4509.175,222.0,13400,3.896709,0.67407405,0.002126277,0.21262771,,1761457,72.81792,0.0107738245,1810.3606,2457.5383
2341.92,3.501491,-1.0,73379190.0,0.024247987,19.125664,0.4189424,135,832.7489578723907,4588.7505,[-0.339  1.155 -2.396 -1.816],2341.92,,10.0,10.0,2341.9200233483502,0.20315099,100,735.32623,1.179176,,1779.9153,4588.7505,235.24,13500,20.3151,2.4247985,0.00070656074,0.070656076,,1784981,28.559261,0.011791758,2165.0796,3216.7183
2387.4375,1.1188687,-1.0,1582564.0,0.003443737,90.56207,0.4189424,136,844.7415351867676,4829.3203,[-0.344  1.197 -2.404 -1.785],2557.3523,169.91473,10.0,10.0,2557.3522499766336,0.022727313,100,998.8024,1.0667562,,1945.0735,4999.235,256.76,13600,2.2727313,0.3443737,0.0037328072,0.37328073,,1810657,89.37599,0.010667563,2073.2695,2720.917
2456.4712,5.609168,-1.0,113452670.0,0.028524654,19.708542,0.4189424,137,856.1461551189423,4289.288,[-0.353  1.2   -2.439 -1.795],2456.4712,,10.0,10.0,2456.471065358085,0.23283127,100,933.17035,1.4132303,,1931.1428,4289.288,246.7,13700,23.283127,2.8524654,4.2947035e-05,0.0042947037,,1835327,17.827955,0.014132302,2814.3887,4058.5596
2599.0354,1.0430907,-1.0,1508430.5,0.0020423688,96.1173,0.4189424,138,866.637357711792,4998.5435,[-0.343  1.274 -2.556 -1.872],2599.0354,,10.0,10.0,2599.0351562816577,0.01684978,100,970.4997,1.0161752,,1986.8411,4998.5435,260.95,13800,1.684978,0.20423688,0.0064720213,0.64720213,,1861422,95.86894,0.010161752,2031.3901,2656.635
2466.4941,1.7027429,-1.0,9360634.0,0.009060535,61.897865,0.4189424,139,876.246691942215,4989.358,[-0.342  1.273 -2.543 -1.859],2476.4736,9.979526,10.0,10.0,2476.4736389545437,0.0648172,100,1002.2485,1.1548272,,1864.1824,4999.3374,248.67,13900,6.48172,0.9060535,0.0007023806,0.07023806,,1886289,58.72877,0.011548271,2160.566,2959.5398
2686.6782,4.178558,-1.0,152820780.0,0.029099192,15.968036,0.4189424,140,889.1976943016052,4999.244,[-0.327  1.264 -2.547 -1.888],2686.6782,,10.0,10.0,2686.6782856941877,0.2665561,100,1113.3484,1.2684824,,2074.3984,4999.244,269.7,14000,26.655613,2.9099193,0.00010877793,0.010877794,,1913259,23.931702,0.012684823,2645.2031,3896.7964
2773.3193,1.2524072,-1.0,3525531.8,0.004786746,83.26601,0.4189424,141,899.87717461586,4849.295,[-0.323  1.332 -2.582 -1.905],2923.1821,149.86272,10.0,10.0,2923.182109415321,0.024373356,100,985.7024,1.0677624,,2310.9128,4999.1577,293.33,14100,2.4373357,0.47867462,0.002118504,0.2118504,,1942592,79.84624,0.010677624,2489.0378,3174.2346
2691.9531,1.049479,-1.0,1751503.9,0.002226491,95.26065,0.4189424,142,911.9959137439728,4989.3247,[-0.317  1.331 -2.591 -1.927],2701.9346,9.981555,10.0,10.0,2701.934697439967,0.017628776,100,1025.7603,0.99820226,,2089.6475,4999.306,271.21,14200,1.7628776,0.22264908,0.005414252,0.5414252,,1969713,95.28538,0.009982022,2102.6357,2729.888
