MeanIW,Bound,TimeElapsed,EpLenMean,InitialReturnMean,InitialReturnMin,OptimizationReturnMean,StdIWNorm,MaxIWNorm,LearnableVariance,ReturnMeanIW,Iteration,OptimizationReturnMax,ESSRenyi,EmpiricalD2,TimestepsSoFar,J_sample_variance,OptimizationReturnMin,ReturnStepMaxmin,MinIW,StdIW,InitialReturnStd,MeanEntropy,Weights,InitialReturnMax,MeanIWNorm,MinIWNorm,ESSClassic,MaxIW,EpThisIter,VarianceInit,ReturnStepMax,EpisodesSoFar,EpRewMean,InitialBound
1.0968238,771.5178,143.0519154071808,91.17,901.459,499.82724,401.6317,0.00834591,0.05373546,True,1019.0144,31,1079.9738,61.116375,1.6362227,210934,704254.4,,10.0,0.08789948,0.83459103,221.12132,0.045280565,[-0.907  0.974 -1.441 -2.024 -1.341],1579.801,0.010968237,0.00087899476,63.331486,5.373546,100,-1,10.0,3100,901.4589991509357,707.97363
1.091262,691.5515,150.88105988502502,87.63,866.05414,619.7135,246.34059,0.0060038567,0.03134952,True,958.6238,32,1259.996,74.30449,1.3458138,219697,566910.0,,10.0,0.21071288,0.60038567,208.00067,0.04236592,[-0.922  0.978 -1.423 -1.987 -1.374],1879.7095,0.0109126195,0.0021071287,76.76405,3.134952,100,-1,10.0,3200,866.0540976464566,635.8375
1.0630416,657.11536,159.50457429885864,93.44,924.15515,589.6941,334.46106,0.0031105878,0.019333495,True,991.8365,33,2009.9797,90.482086,1.1051911,229041,567099.5,,10.0,0.51247853,0.3110588,310.401,0.05461644,[-0.945  0.99  -1.423 -1.965 -1.377],2599.6738,0.010630417,0.005124785,92.11309,1.9333496,100,-1,10.0,3300,924.1551619541365,605.7615
1.3247224,998.27905,168.0978012084961,93.12,920.95374,579.5985,341.3553,0.044356536,0.44524223,True,1600.514,34,1570.1361,19.113007,5.232039,238353,32410368.0,,10.0,0.012821165,4.435653,277.29385,0.12919855,[-0.941  0.986 -1.431 -1.991 -1.364],2149.7346,0.0132472245,0.00012821164,8.1889715,44.524223,100,-1,10.0,3400,920.953773119065,657.6661
1.1402344,740.0486,176.06547164916992,86.88,858.5547,479.7945,378.76022,0.010263256,0.05392617,True,1006.8517,35,1120.0022,53.931057,1.8542192,247041,611653.25,,10.0,0.119053714,1.0263256,224.14035,0.1542587,[-0.947  0.986 -1.445 -2.055 -1.29 ],1599.7966,0.011402343,0.0011905371,55.2431,5.392617,100,-1,10.0,3500,858.5547206887803,662.62036
1.0641439,721.55536,183.65461015701294,94.09,930.6551,589.65015,341.0049,0.004543656,0.024976281,True,985.02466,36,1370.136,82.994354,1.2049012,256450,553846.9,,10.0,0.16711892,0.45436558,295.27838,0.13023362,[-0.94   1.006 -1.449 -2.04  -1.265],1959.7861,0.010641439,0.0016711892,84.58019,2.4976282,100,-1,10.0,3600,930.6550329329294,690.6312
1.1476353,670.17615,190.7737934589386,87.01,859.85406,29.9413,829.91284,0.0113377925,0.09318496,True,975.69495,37,1969.7623,64.26087,1.5561569,265151,773951.7,,10.0,0.17020342,1.1337793,254.65257,0.13890667,[-0.956  1.033 -1.466 -2.053 -1.289],1999.7036,0.011476354,0.0017020341,50.60732,9.318497,100,-1,10.0,3700,859.8540951464385,614.9414
2.7218158,1671.0742,198.2124900817871,90.59,895.6601,469.79004,425.87,0.20065205,2.0170698,True,3964.445,38,1649.8872,1.2813925,78.0401,274210,567426050.0,,10.0,2.5061585e-05,20.065205,254.2858,0.06624603,[-0.961  1.027 -1.456 -1.986 -1.28 ],2119.6772,0.027218157,2.5061584e-07,1.8068064,201.70699,100,-1,10.0,3800,895.6600168951243,636.0536
30.400852,24892.156,206.9809045791626,90.05,890.2429,569.73047,320.51245,2.7762494,27.831835,True,34543.242,39,1130.0057,0.04652666,2149.3054,283215,27300375000.0,,10.0,6.660895e-07,277.62494,228.77972,-0.09338295,[-1.031  1.04  -1.452 -1.919 -1.353],1699.7362,0.30400848,6.6608945e-09,1.1848897,2783.1836,100,-1,10.0,3900,890.2429289080718,682.0686
1.0829846,780.7604,216.8951017856598,96.07,950.45874,649.72986,300.72888,0.0073390254,0.043339517,True,1042.9424,40,1170.026,72.262314,1.3838472,292822,720465.2,,10.0,0.34123793,0.73390263,248.818,-0.06877899,[-1.016  1.098 -1.451 -1.874 -1.512],1819.7559,0.010829845,0.0034123792,68.52919,4.333952,100,-1,10.0,4000,950.4587613737557,727.58514
14.444432,12851.847,224.49798226356506,94.12,930.9514,629.67896,301.2725,1.3739166,13.81353,True,22320.768,41,1410.0763,0.06960596,1436.6586,302234,17304113000.0,,10.0,0.00026219405,137.39166,229.49559,-0.02560061,[-0.995  1.089 -1.45  -1.856 -1.488],2039.7552,0.14444432,2.6219404e-06,1.0932167,1381.353,100,-1,10.0,4100,930.9514473116019,681.1334
1.0653665,627.9744,232.19284892082214,91.48,904.5491,609.64935,294.89972,0.0053456035,0.034225192,True,979.45013,42,2009.9136,83.32175,1.2001668,311382,738293.44,,10.0,0.41275418,0.5345604,268.38684,-0.009378303,[-1.037  1.058 -1.446 -1.83  -1.445],2619.563,0.010653666,0.0041275416,79.88719,3.4225194,100,-1,10.0,4200,904.549063452958,583.7194
1.2500669,862.25684,240.07037329673767,90.16,891.33966,599.5741,291.76566,0.014364995,0.112545714,True,1179.2169,43,1150.203,45.713833,2.1875217,320398,1321215.8,,10.0,0.122258596,1.4364995,215.69435,0.038972866,[-1.025  1.05  -1.447 -1.854 -1.428],1749.7771,0.012500668,0.0012225859,43.09382,11.254572,100,-1,10.0,4300,891.3397552226926,677.03674
1.2362959,803.8937,248.59793782234192,91.71,906.853,649.63074,257.22235,0.013134921,0.07893932,True,1110.8777,44,1110.1505,49.292076,2.0287237,329569,813814.8,,10.0,0.09785105,1.3134922,227.99977,0.0674239,[-1.033  1.075 -1.445 -1.84  -1.38 ],1759.7812,0.01236296,0.0009785105,46.975224,7.8939323,100,-1,10.0,4400,906.8531005946337,691.32477
1.0654705,680.6141,255.57322573661804,87.25,862.24164,,862.24164,0.007229889,0.044571143,True,949.2737,45,1849.7241,71.10506,1.4063698,338294,631846.1,,10.0,0.22661315,0.72298884,242.65417,0.093644,[-1.042  1.058 -1.443 -1.856 -1.352],1849.7241,0.010654705,0.0022661313,68.472145,4.457114,100,-1,10.0,4500,862.241581510461,635.6976
1.8230206,970.4901,263.99441838264465,91.56,905.33984,,905.33984,0.047193795,0.26035535,True,1781.0085,46,2349.6985,12.60636,7.9325037,347450,30208636.0,,10.0,0.0026662047,4.719379,274.03052,-0.003231143,[-1.041  1.074 -1.439 -1.857 -1.325],2349.6985,0.018230205,2.6662046e-05,12.984103,26.035536,100,-1,10.0,4600,905.339809059947,617.56165
1.4363672,953.08453,271.9872224330902,90.21,891.84204,569.6401,322.2019,0.045431495,0.39589828,True,1728.5448,47,1520.0823,10.893046,9.180168,356471,37171212.0,,10.0,0.0056936536,4.5431495,244.73328,0.0048847827,[-1.065  1.074 -1.437 -1.842 -1.422],2089.7224,0.014363672,5.6936533e-05,9.087426,39.58983,100,-1,10.0,4700,891.8419759851926,635.90424
2.42501,1282.674,279.33301401138306,90.49,894.64,629.7106,264.92938,0.14008379,1.4060174,True,2328.3936,48,1309.9775,5.1608887,19.376509,365520,37164310.0,,10.0,0.014772665,14.008381,230.15462,0.104672305,[-1.009  1.057 -1.44  -1.869 -1.414],1939.6881,0.024250101,0.00014772665,2.9095623,140.60175,100,-1,10.0,4800,894.6399436535652,657.07764
1.2216226,732.4756,287.2537200450897,91.26,902.34406,,902.34406,0.013264904,0.07619637,True,1095.9023,49,2049.7258,47.71436,2.0958052,374646,1483512.4,,10.0,0.06765072,1.3264904,252.09117,0.055099837,[-1.039  1.076 -1.438 -1.857 -1.314],2049.7258,0.012216227,0.0006765072,45.89145,7.6196375,100,-1,10.0,4900,902.344060275103,651.3049
1.481682,800.21545,294.96978521347046,91.21,901.84766,409.7512,492.09644,0.02787126,0.21612342,True,1284.7374,50,1649.9226,27.105738,3.6892557,383767,1701686.8,,10.0,0.027772406,2.7871263,241.89317,0.04484187,[-1.021  1.073 -1.421 -1.895 -1.364],2059.6738,0.014816817,0.00027772406,22.034342,21.612343,100,-1,10.0,5000,901.8476296086004,649.5901
1.1822797,732.18665,303.2912292480469,96.2,951.75525,619.56824,332.18704,0.0068101236,0.030763887,True,1114.8175,51,2020.1027,71.38892,1.4007775,393387,719290.8,,10.0,0.12589827,0.6810124,286.17657,0.015164375,[-0.981  1.061 -1.418 -1.939 -1.374],2639.671,0.011822798,0.0012589827,75.08664,3.0763888,100,-1,10.0,5100,951.7552785433328,628.4629
1.2077926,874.6969,311.16887640953064,93.66,926.36,439.80334,486.55664,0.012725232,0.07085108,True,1174.3052,52,1159.954,42.765335,2.3383424,402753,1181460.1,,10.0,0.1271154,1.2725233,252.3168,0.036857605,[-0.975  1.041 -1.413 -1.955 -1.404],1599.7573,0.012077925,0.0012711539,47.392002,7.0851083,100,-1,10.0,5200,926.3599813883411,730.4305
1.2269855,873.5818,319.60454869270325,92.23,912.0566,599.69495,312.36163,0.016339283,0.110254034,True,1210.8766,53,1149.9261,40.36082,2.4776504,411976,2394698.2,,10.0,0.118409716,1.6339283,232.65367,0.07679755,[-0.959  1.053 -1.418 -1.954 -1.382],1749.6211,0.012269855,0.0011840971,36.05786,11.025404,100,-1,10.0,5300,912.0565718484427,697.77264
1.2364482,856.1671,328.40650033950806,94.6,935.752,609.6393,326.11276,0.012029619,0.08949848,True,1134.6066,54,990.0668,49.51196,2.019714,421436,752080.8,,10.0,0.031607594,1.2029618,221.99951,0.058506005,[-0.979  1.075 -1.41  -1.896 -1.342],1599.706,0.012364482,0.00031607592,51.372463,8.949848,100,-1,10.0,5400,935.7520669048577,739.82886
1.0970799,778.8012,336.33232140541077,96.14,951.15967,639.7611,311.3986,0.006976893,0.040422108,True,1036.2589,55,1150.022,72.490364,1.3794937,431050,598375.94,,10.0,0.14839344,0.6976893,221.93736,0.05547749,[-0.969  1.093 -1.41  -1.885 -1.36 ],1789.7831,0.0109708,0.0014839343,71.203064,4.042211,100,-1,10.0,5500,951.1597107653912,731.95685
1.4420571,959.5535,344.39464950561523,101.72,1006.955,649.6059,357.34906,0.034292884,0.2546347,True,1588.3218,56,1530.1357,18.026861,5.5472775,441222,10417273.0,,10.0,0.0036086086,3.4292884,299.56766,-0.030147402,[-0.947  1.085 -1.417 -1.897 -1.363],2179.7417,0.01442057,3.6086087e-05,15.02599,25.46347,100,-1,10.0,5600,1006.9549638556076,739.9922
1.4964645,1146.1182,353.0424861907959,100.47,994.46204,649.7167,344.74536,0.030071089,0.23787276,True,1694.4413,57,1639.8734,26.153728,3.8235466,451269,7110192.5,,10.0,0.01964992,3.007109,265.2757,-0.058404267,[-0.961  1.121 -1.418 -1.882 -1.449],2289.59,0.014964644,0.00019649918,19.849178,23.787277,100,-1,10.0,5700,994.4620352153829,714.0456
1.1491134,869.1386,361.55756759643555,105.99,1049.6628,9.980779,1039.6823,0.010513378,0.06794653,True,1258.0322,58,2329.7925,54.29716,1.8417169,461868,1897372.8,,10.0,0.07395291,1.0513378,309.78854,-0.07931902,[-0.987  1.173 -1.419 -1.831 -1.477],2339.7732,0.011491134,0.0007395291,54.434685,6.7946534,100,-1,10.0,5800,1049.6629580167462,763.10046
1.740774,1139.7896,369.8732576370239,101.13,1001.0508,679.74976,321.30115,0.037864678,0.23868002,True,1785.3162,59,1340.0265,14.684847,6.8097405,471981,3148940.5,,10.0,0.0053368076,3.7864678,254.07867,-0.13614067,[-1.001  1.165 -1.43  -1.828 -1.498],2019.7762,0.017407738,5.3368076e-05,17.44794,23.868002,100,-1,10.0,5900,1001.0508712947806,753.6798
1.0575778,841.5293,378.78742504119873,103.66,1026.3547,,1026.3547,0.0045784595,0.025413856,True,1088.8018,60,1839.7378,83.033195,1.2043376,482347,305619.7,,10.0,0.22997937,0.457846,258.1621,-0.14984724,[-1.04   1.226 -1.449 -1.782 -1.555],1839.7378,0.010575779,0.0022997935,84.21626,2.5413857,100,-1,10.0,6000,1026.3547235577362,801.0338
1.0733755,830.9027,387.68129777908325,105.89,1048.6509,9.979668,1038.6714,0.0044876602,0.025830796,True,1120.18,61,2139.697,82.83405,1.207233,492936,336460.28,,10.0,0.15290408,0.44876605,308.24728,-0.17034957,[-1.031  1.227 -1.445 -1.779 -1.569],2149.6768,0.010733754,0.0015290407,85.121,2.5830796,100,-1,10.0,6100,1048.6509891674632,785.3704
1.3450509,987.05896,396.8457555770874,105.87,1048.4503,679.7389,368.7113,0.026497839,0.22934455,True,1444.3273,62,1269.8894,27.267963,3.6673074,503523,1929267.4,,10.0,0.023839673,2.6497838,249.8907,-0.1311317,[-1.036  1.228 -1.436 -1.759 -1.589],1949.6283,0.013450509,0.00023839672,20.487612,22.934456,100,-1,10.0,6200,1048.4502087052479,809.6705
1.0735056,828.26984,405.79184103012085,102.97,1019.4442,679.7164,339.72784,0.0067669675,0.047446754,True,1114.2416,63,1330.0405,74.085304,1.3497953,513820,981849.9,,10.0,0.09623062,0.6766968,233.11407,-0.15836182,[-1.017  1.232 -1.435 -1.775 -1.55 ],2009.7568,0.010735056,0.00096230616,71.563736,4.7446756,100,-1,10.0,6300,1019.4442218488506,773.3003
1.1386429,927.67944,415.9660527706146,108.32,1072.958,629.7218,443.23608,0.008778064,0.053393457,True,1221.199,64,1290.0428,64.16723,1.5584279,524652,758917.75,,10.0,0.10373506,0.8778064,237.3558,-0.15461531,[-1.027  1.233 -1.434 -1.766 -1.577],1919.7646,0.011386429,0.0010373506,62.722553,5.339346,100,-1,10.0,6400,1072.9579524492785,837.8358
1.3908184,1032.7284,424.42750358581543,106.0,1049.741,299.773,749.9679,0.015769439,0.079276234,True,1462.5851,65,1809.9221,36.13127,2.7676857,535252,2145455.2,,10.0,0.058869604,1.576944,290.90442,-0.1923824,[-1.048  1.245 -1.439 -1.743 -1.574],2109.695,0.013908182,0.00058869604,43.752983,7.9276233,100,-1,10.0,6500,1049.740903711401,791.35706
6.2561693,2730.7427,432.762482881546,101.96,1009.3515,639.66345,369.68796,0.56837523,5.7168493,True,5323.227,66,1190.077,0.747202,133.83263,545448,134014690.0,,10.0,0.0029653115,56.837513,229.81053,-0.13981079,[-1.06   1.232 -1.433 -1.739 -1.611],1829.7405,0.06256169,2.9653114e-05,1.1970624,571.68494,100,-1,10.0,6600,1009.3514427364546,785.25494
1.079451,909.7734,441.33935737609863,106.56,1055.3525,689.643,365.7096,0.007318302,0.041503888,True,1169.9213,67,1040.1633,66.32017,1.5078369,556104,855747.5,,10.0,0.22282499,0.7318302,240.46602,-0.17126285,[-1.028  1.249 -1.436 -1.764 -1.559],1729.8063,0.010794509,0.0022282498,68.5102,4.1503887,100,-1,10.0,6700,1055.352614649807,843.49536
1.1129519,912.73663,450.81059217453003,111.87,1108.4614,,1108.4614,0.007149418,0.051807456,True,1215.4985,68,2119.6758,73.52376,1.3601046,567291,632098.25,,10.0,0.1826023,0.7149418,298.00342,-0.16481625,[-1.015  1.241 -1.44  -1.784 -1.59 ],2119.6758,0.011129519,0.001826023,70.78863,5.1807456,100,-1,10.0,6800,1108.461421555718,848.8552
1.0105774,860.78,461.4940457344055,116.39,1153.653,609.7805,543.8725,0.0017073244,0.014457426,True,1172.4183,69,1899.7966,97.27262,1.0280385,578930,549431.25,,10.0,0.6102252,0.17073244,355.6019,-0.17326367,[-1.036  1.261 -1.45  -1.767 -1.584],2509.5771,0.010105773,0.006102252,97.22496,1.4457426,100,-1,10.0,6900,1153.6530170221524,846.29376
